Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1993,486.549988,15.518588,15.518588,0.0,0.0,,,325.581299,,,,,17.806276,,,,,358.906158,123.846581,,,0.0,,3.797249,,,,3.797249,127.64383,,151.165833,151.165833,,,,0.0,,,,,3.212875,,,3.212875,154.378708,0.0,,,,17.131165,,,,,,17.131165,17.131165,171.509872,0.0,17.970737,,,-11.349268,,308.418665,315.040134,0.0,315.040134,486.550007,
08/31/1993,537.445618,5.684034,5.684034,0.0,0.0,,,379.35495,,,,,17.44894,,,,,402.487946,130.147644,226.021896,-95.874252,0.0,,4.810027,,,,4.810027,134.957671,,152.615814,152.615814,,,,0.0,,,,,44.008927,,,44.008927,196.624741,0.0,,,,17.539366,,,,,,17.539366,17.539366,214.164107,0.0,18.040165,,,-11.349,,316.590333,323.281498,0.0,323.281498,537.445605,
11/30/1993,589.935974,6.414,6.414,0.0,0.0,,,423.662994,,,,,19.157,,,,,449.234009,135.612,,,0.0,,5.09,,,,5.09,140.702,,205.845001,205.845001,,,,22.969999,,,,,8.537004,,,8.537004,237.352005,0.0,,,,16.392,,,,,,16.392,16.392,253.744005,0.0,19.094999,,,-11.349,,328.445985,336.191984,0.0,336.191984,589.935989,
02/28/1994,553.971985,0.0,0.0,0.0,0.0,,,390.518005,,,,,17.558001,,,,,408.075989,140.945007,,,0.0,,4.951,,,,4.951,145.896008,,168.906006,168.906006,,,,8.9,,,,,6.113001,,,6.113001,183.919006,0.0,,,,16.056,,,,,,16.056,16.056,199.975006,0.0,19.681999,,,-11.349,,345.664002,353.997002,0.0,353.997002,553.972008,
05/31/1994,571.846008,6.471,6.471,0.0,0.0,,,392.652008,,,,,18.514,,,,,417.636993,149.095001,,,0.0,,5.114,,,,5.114,154.209001,,184.281006,184.281006,,,,0.0,,,,,3.713989,,,3.713989,187.994995,0.0,,,,16.364,,,,,,16.364,16.364,204.358995,0.0,20.41,,,-11.349,,358.425996,367.486996,0.0,367.486996,571.845991,
08/31/1994,592.820984,9.882,9.882,0.0,0.0,,,403.570007,,,,,22.415001,,,,,435.867004,151.945007,263.502991,-111.557999,0.0,,5.009,,,,5.009,156.954007,,149.919998,149.919998,,,,12.3,,,,,43.412006,,,43.412006,205.632004,0.0,,,,17.016001,,,,,,17.016001,17.016001,222.648005,0.0,20.487,,,-11.349,,361.035005,370.173005,0.0,370.173005,592.82101,
11/30/1994,605.585999,11.411,11.411,0.0,0.0,,,413.602997,,,,,22.936001,,,,,447.950012,152.559998,,,0.0,,5.076,,,,5.076,157.635998,,188.654999,188.654999,,,,14.3,,,,,4.390002,,,4.390002,207.345001,0.0,,,,17.017,,,,,,17.017,17.017,224.362001,0.0,20.773001,,,-11.349,,371.799989,381.223989,0.0,381.223989,605.585991,
02/28/1995,598.814026,30.629,30.629,0.0,0.0,,,388.268005,,,,,19.896,,,,,438.792999,155.335007,,,0.0,,4.686,,,,4.686,160.021007,,185.076996,185.076996,,,,0.0,,,,,3.397003,,,3.397003,188.473999,0.0,,,,17.016001,,,,,,17.016001,17.016001,205.49,0.0,21.502001,,,-11.349,,383.170991,393.323992,0.0,393.323992,598.813992,
05/31/1995,614.653992,35.365002,35.365002,0.0,0.0,,,398.04599,,,,,20.313999,,,,,453.725006,156.606995,,,0.0,,4.322,,,,4.322,160.928995,,188.421005,188.421005,,,,0.0,,,,,3.888,,,3.888,192.309006,0.0,,,,18.259001,,,,,,18.259001,18.259001,210.568007,0.0,21.531,,,-11.349,,393.903993,404.085993,0.0,404.085993,614.653999,
08/31/1995,636.232971,8.852,8.852,0.0,0.0,,,443.445007,,,,,22.73,,,,,475.027008,156.639999,284.412994,-127.773003,0.0,,4.566,,,,4.566,161.205999,,156.380997,156.380997,,,,0.0,,,,,53.975998,,,53.975998,210.356995,0.0,,,,18.125,,,,,,18.125,18.125,228.481995,0.0,21.792999,,,-11.349,,397.307008,407.751007,0.0,407.751007,636.233002,
11/30/1995,680.791992,9.995,9.995,0.0,0.0,,,477.721985,,,,,27.235001,,,,,514.952026,161.524002,,,0.0,,4.316,,,,4.316,165.840002,,203.725998,203.725998,,,,32.299999,,,,,9.483006,,,9.483006,245.509003,0.0,,,,18.125,,,,,,18.125,18.125,263.634003,0.0,22.372,,,-11.349,,406.135011,417.15801,0.0,417.15801,680.792013,
02/29/1996,660.117981,18.237,18.237,0.0,0.0,,,446.872009,,,,,24.665001,,,,,489.773987,166.378006,,,0.0,,3.966,,,,3.966,170.344006,,193.479004,193.479004,,,,19.5,,,,,1.664993,,,1.664993,214.643997,0.0,,,,18.334999,,,,,,18.334999,18.334999,232.978996,0.0,22.667999,,,-11.349,,415.820008,427.139008,0.0,427.139008,660.118004,
05/31/1996,656.892029,21.202,21.202,0.0,0.0,,,432.927002,,,,,24.885,,,,,479.014008,174.589005,,,0.0,,3.289,,,,3.289,177.878005,,193.554993,193.554993,,,,0.0,,,,,5.200012,,,5.200012,198.755005,0.0,,,,18.341,,,,,,18.341,18.341,217.096004,0.0,22.796,,,-11.349,,428.349,439.796,0.0,439.796,656.892004,
08/31/1996,696.807983,18.844,18.844,0.0,0.0,,,462.839996,,,,,26.215,,,,,507.898987,184.606003,309.131012,-124.525002,0.0,,4.303,,,,4.303,188.909003,,157.011002,157.011002,,,,4.4,,,,,72.794,,,72.794,234.205002,0.0,,,,17.645,,,,,,17.645,17.645,251.850002,0.0,22.847,,,-11.349,,433.459992,444.957992,0.0,444.957992,696.807994,
11/30/1996,765.177979,27.319,27.319,0.0,0.0,,,510.580994,,,,,30.497999,,,,,568.39801,192.511993,,,0.0,,4.268,,,,4.268,196.779994,,243.554001,243.554001,,,,31.0,,,,,15.832993,,,15.832993,290.386993,0.0,,,,17.645,,,,,,17.645,17.645,308.031994,0.0,23.938,,,-11.349,,444.557008,457.146008,0.0,457.146008,765.178001,
02/28/1997,726.541618,38.140999,38.140999,0.0,0.0,,,455.516998,,,,,29.937,,,,,523.594971,199.216003,,,0.0,,3.73,0.0,,,3.73,202.946003,,226.378998,226.378998,,,,0.0,,,,,8.067003,,,8.067003,234.446001,0.0,,,,17.885,,,,,,17.885,17.885,252.331001,0.0,27.858,,,-11.349,,457.70099,474.20999,0.0,474.20999,726.540991,
05/31/1997,774.845317,68.821999,68.821999,0.0,0.0,,,460.802002,,,,,30.198999,,,,,559.822998,211.699005,,,0.0,,3.323,0.0,,,3.323,215.022005,,254.845993,254.845993,,,,0.0,,,,,10.635781,,,10.635781,265.481774,0.0,,,,18.02,,,,,,18.02,18.02,283.501774,0.0,28.764,,,-11.349,,473.92801,491.34301,0.0,491.34301,774.844784,
08/31/1997,780.29303,42.467999,42.467999,0.0,0.0,,,467.945007,,,,,34.289001,,,,,544.702026,231.235001,368.007996,-136.772995,0.0,,4.356,,,,4.356,235.591001,,165.149994,165.149994,,,,0.0,,,,,96.076019,,,96.076019,261.226013,0.0,,,,18.868999,,,,,,18.868999,18.868999,280.095012,0.0,30.261,,,-11.349,,481.286012,500.198012,0.0,500.198012,780.293024,
11/30/1997,861.220021,34.070999,34.070999,0.0,0.0,,,530.133972,,,,,37.376999,,,,,601.58197,256.705994,382.016998,-125.310997,0.0,,2.932,,,,2.932,259.637994,,301.571014,301.571014,,,,0.0,,,,,22.238051,,,22.238051,323.809065,0.0,,,,19.179001,,,,,,19.179001,19.179001,342.988066,0.0,30.839001,,,-11.349,,498.742005,518.232006,0.0,518.232006,861.220072,
02/28/1998,881.802975,108.082001,108.082001,0.0,0.0,,,460.806,,,,,39.095001,,,,,607.983032,271.002991,403.881989,-132.878998,0.0,,2.817,,,,2.817,273.819991,,306.480988,306.480988,,,,0.0,,,,,14.154964,,,14.154964,320.635952,0.0,,,,19.514,,,,,,19.514,19.514,340.149952,0.0,34.410999,,,-11.349,,518.591004,541.653003,0.0,541.653003,881.802955,
05/31/1998,915.421435,140.600998,140.600998,0.0,0.0,,,449.005005,,,,,39.445999,,,,,629.052002,283.958008,425.838013,-141.880005,0.0,,2.411,,,,2.411,286.369008,,313.359009,313.359009,,,,0.0,,,,,16.795074,,,16.795074,330.154083,0.0,,,,19.841999,,,,,,19.841999,19.841999,349.996082,0.0,34.588001,,,-11.349,,542.185975,565.424976,0.0,565.424976,915.421058,
08/29/1998,942.18103,134.220993,134.220993,0.0,0.0,,,465.557007,0.0,0.0,465.570007,0.0,46.852001,,,,,646.630005,291.76001,443.200989,-151.440994,0.0,,3.791,0.0,,,3.791,295.55101,,214.100006,214.100006,,,,0.0,,,,,129.174988,,,129.174988,343.274994,0.0,,,,20.754,,,,,,20.754,20.754,364.028994,0.0,35.042,,,-11.349,,554.458985,578.151985,0.0,578.151985,942.180979,
11/28/1998,1022.767029,68.767998,68.767998,0.0,0.0,,,593.257019,0.0,0.0,593.257019,0.0,53.610001,,,,,715.63501,304.135986,465.778992,-161.643005,0.0,,2.996,0.0,,,2.996,307.131986,,371.920013,371.920013,,,,0.0,,,,,28.500977,,,28.500977,400.42099,0.0,,,,21.729,,,,,,21.729,21.729,422.14999,0.0,35.653,,,-11.349,,576.312989,600.616989,0.0,600.616989,1022.766979,
02/27/1999,1011.743812,101.905998,101.905998,0.0,0.0,,,532.174988,0.0,0.0,532.174988,0.0,48.487999,,,,,682.56897,326.927002,498.125,-171.197998,0.0,,2.246,0.0,,,2.246,329.173002,,334.007996,334.007996,,,,0.0,,,,,18.138921,,,18.138921,352.146917,0.0,,,,22.704,,,,,,22.704,22.704,374.850917,0.0,38.886002,,,-11.349,,609.356019,636.893021,0.0,636.893021,1011.743938,
05/29/1999,1046.581573,120.530998,120.530998,0.0,0.0,,,520.669006,0.0,0.0,520.669006,0.0,50.931999,,,,,692.132019,348.57901,530.590027,-182.011002,0.0,,5.87,0.0,,,5.87,354.44901,,332.178986,332.178986,,,,0.0,,,,,19.026324,,,19.026324,351.20531,0.0,,,,23.659,,,,,,23.659,23.659,374.86431,0.0,40.577999,,,-11.349,,642.487977,671.716976,0.0,671.716976,1046.581286,
08/28/1999,1095.251636,95.301411,95.301411,0.0,0.0,,,568.780481,0.0,0.0,568.780029,0.0,55.872992,,,,,719.954884,371.141298,563.965638,-192.82434,0.0,,4.155454,0.0,,,4.155454,375.296752,,244.809886,244.809886,,,,0.0,,,,,133.736576,,,133.736576,378.546462,0.0,,,,26.054116,,,,,,26.054116,26.054116,404.600578,0.0,41.118999,,,-11.349,,660.88202,690.652019,0.0,690.652019,1095.252597,
11/27/1999,1126.652405,69.948997,69.948997,0.0,0.0,,,594.664978,0.0,0.0,594.664978,0.0,61.078999,,,,,725.692993,396.920013,600.219971,-203.300003,0.0,,4.039,0.0,,,4.039,400.959013,,354.074005,354.074005,,,,0.0,,,,,26.35347,,,26.35347,380.427475,0.0,,,,27.028999,,,,,,27.028999,27.028999,407.456474,0.0,42.662998,,,-12.29,,688.82302,719.196018,0.0,719.196018,1126.652492,
02/26/2000,1127.418671,122.031998,122.031998,0.0,0.0,,,521.499023,0.0,0.0,521.499023,0.0,55.316002,,,,,698.846985,423.290009,639.491028,-216.201004,0.0,,5.282,0.0,,,5.282,428.572009,,341.545013,341.545013,,,,0.0,,,,,19.073661,,,19.073661,360.618674,0.0,,,,28.489,,,,,,28.489,28.489,389.107674,0.0,45.18,,,-41.282001,,734.41402,738.312019,0.0,738.312019,1127.419693,
05/27/2000,1174.650638,81.525002,81.525002,0.0,0.0,,,574.338989,0.0,0.0,574.338989,0.0,60.837002,,,,,716.700989,450.708008,680.241028,-229.533005,0.0,,7.242,0.0,,,7.242,457.950008,,353.101013,353.101013,,,,0.0,,,,,14.333815,,,14.333815,367.434828,0.0,,,,29.479,,,,,,29.479,29.479,396.913828,0.0,46.596001,,,-43.990002,,775.130017,777.736016,0.0,777.736016,1174.649844,
08/26/2000,1243.714351,43.557999,43.557999,0.0,0.0,,,644.614014,0.0,0.0,644.614014,0.0,62.500999,,,,,750.672974,487.584991,729.705017,-242.119995,0.0,,5.456,0.0,,,5.456,493.040991,,277.265015,277.265015,,,,0.0,,,,,134.752104,,,134.752104,412.017119,0.0,,,,33.733002,,,,,,33.733002,33.733002,445.750121,0.0,46.881001,,,-44.956001,,796.039009,797.964009,0.0,797.964009,1243.71413,
11/25/2000,1285.370913,0.207,0.207,0.0,0.0,,,692.758972,0.0,0.0,692.758972,0.0,69.516998,,,,,762.482971,515.632996,,,0.0,,7.254,,,,7.254,522.886996,,356.468994,356.468994,,,,36.700001,36.700001,0.0,0.0,,26.883775,,,26.883775,420.05277,0.0,0.0,0.0,0.0,34.106998,,,,,,34.106998,34.106998,454.159768,0.0,48.084999,,,-44.956001,,828.081001,831.209999,0.0,831.209999,1285.369767,
03/03/2001,1275.514502,44.042999,44.042999,0.0,0.0,,,625.466003,0.0,0.0,625.466003,0.0,66.344002,,,,,735.854004,533.862976,,,0.0,,5.797,0.0,0.0,0.0,5.797,539.659976,,335.792999,335.792999,,,,0.0,0.0,0.0,0.0,,16.984015,,,16.984015,352.777014,0.0,0.0,0.0,0.0,35.561001,,,,,,35.561001,35.561001,388.338015,0.0,53.891998,,,-44.949001,,878.232998,887.175995,0.0,887.175995,1275.51401,
06/02/2001,1326.025893,37.681999,37.681999,0.0,0.0,,,665.598999,0.0,0.0,665.598999,0.0,58.349998,,,,,761.630981,557.138977,,,0.0,,7.256,0.0,0.0,0.0,7.256,564.394977,,349.625,349.625,,,,0.0,0.0,0.0,0.0,,1.761219,,,1.761219,351.386219,0.0,0.0,0.0,0.0,43.204569,,,,,,43.204569,43.204569,394.590788,0.0,54.970001,,,-44.949001,,921.414028,931.435028,0.0,931.435028,1326.025816,
09/01/2001,1399.744995,21.753,21.753,0.0,0.0,,,721.559998,0.0,0.0,721.559998,0.0,63.952,,,,,807.265015,580.879028,888.021973,-307.143005,0.0,,11.601,,,,11.601,592.480028,,264.964996,264.964996,,,,0.0,0.0,0.0,0.0,,125.32901,,,125.32901,390.294006,0.0,0.0,0.0,0.0,50.436001,,,,,,50.436001,50.436001,440.730007,0.0,58.771999,,,-44.949001,,945.191982,959.01498,0.0,959.01498,1399.744987,
12/01/2001,1465.338013,54.286999,54.286999,0.0,0.0,,,731.843018,0.0,0.0,731.843018,0.0,61.480999,,,,,847.611023,604.64502,,,0.0,,13.082,0.0,0.0,0.0,13.082,617.72702,,370.126007,370.126007,,,,18.0,18.0,0.0,0.0,,19.816986,,,19.816986,407.942993,0.0,0.0,0.0,0.0,52.560001,,,,,,52.560001,52.560001,460.502994,0.0,64.728996,,,-44.949001,,985.055019,1004.835014,0.0,1004.835014,1465.338008,
03/02/2002,1536.676,179.848007,179.848007,0.0,0.0,,,656.679993,0.0,0.0,656.679993,0.0,59.952,,,,,896.47998,629.351013,,,0.0,,10.845,0.0,0.0,0.0,10.845,640.196013,,397.752991,397.752991,,,,0.0,0.0,0.0,0.0,,20.793009,,,20.793009,418.546,0.0,0.0,0.0,0.0,53.105,,,,,,53.105,53.105,471.651,0.0,72.382004,,,-44.944,,1037.587005,1065.025009,0.0,1065.025009,1536.676009,
06/01/2002,1593.249,159.535995,159.535995,0.0,0.0,,,709.023987,0.0,0.0,709.023987,0.0,57.973,,,,,926.53302,657.103027,,,0.0,,9.613,0.0,0.0,0.0,9.613,666.716027,,406.497986,406.497986,,,,0.0,0.0,0.0,0.0,,10.580014,,,10.580014,417.078,0.0,0.0,0.0,0.0,54.713001,,,,,,54.713001,54.713001,471.791001,0.0,79.014,,,-44.944,,1087.38797,1121.45797,0.0,1121.45797,1593.248971,
08/31/2002,1754.619,220.264999,220.264999,0.0,0.0,,,766.630981,0.0,0.0,766.630981,0.0,68.962997,,,,,1055.859009,685.617004,1061.906006,-376.289001,0.0,,13.143,0.0,0.0,0.0,13.143,698.760004,,381.164001,381.164001,,,,0.0,0.0,0.0,0.0,,149.615999,,,149.615999,530.78,0.0,0.0,0.0,0.0,68.890999,,,,,,68.890999,68.890999,599.670999,0.0,81.876999,,,-44.944,1118.015015,3e-05,1154.948044,0.0,1154.948044,1754.619043,
11/30/2002,1747.779,160.369003,160.369003,0.0,0.0,,,810.523987,0.0,0.0,810.523987,0.0,72.789001,,,,,1043.682007,691.072998,,,0.0,,13.024,0.0,0.0,0.0,13.024,704.096998,,492.578003,492.578003,,,,0.0,0.0,0.0,0.0,,26.843997,,,26.843997,519.422,0.0,0.0,0.0,0.0,68.869003,,,,,,68.869003,68.869003,588.291003,0.0,84.825996,,,-89.653,,1164.314987,1159.487983,0.0,1159.487983,1747.778986,
03/01/2003,1804.064,266.843994,266.843994,0.0,0.0,,,728.015991,0.0,0.0,728.015991,0.0,73.070999,,,,,1067.93103,721.929016,,,0.0,,14.204,0.0,0.0,0.0,14.204,736.133016,,491.958008,491.958008,,,,0.0,0.0,0.0,0.0,,20.144992,,,20.144992,512.103,0.0,0.0,0.0,0.0,71.501999,,,,,,71.501999,71.501999,583.604999,0.0,93.927002,,,-97.587997,1224.119995,-1.6e-05,1220.458984,0.0,1220.458984,1804.063983,
05/31/2003,1873.556,246.399,246.399,,,,,771.809,,,,,84.379,,,,,1102.587,757.038,,,,,13.931,,,,13.931,770.969,,523.785,523.785,,,,,,,,,4.602,,,4.602,528.387,,,,,75.393,,,,,,75.393,75.393,603.78,,99.716,,,-110.779,1280.839,0.0,1269.776,,1269.776,1873.556,
08/30/2003,1985.694946,206.731003,206.731003,0.0,0.0,,,854.369995,0.0,0.0,854.369995,0.0,95.390999,,,,,1156.491943,812.122986,1247.305054,-435.182007,0.0,,17.08,0.0,0.0,0.0,17.08,829.202986,,401.799011,401.799011,,,,0.0,0.0,0.0,0.0,,193.531983,,,193.531983,595.330994,0.0,0.0,0.0,0.0,79.394997,,,,,,79.394997,79.394997,674.725991,0.0,106.148003,,,-110.778999,1315.599976,6.8e-05,1310.969048,0.0,1310.969048,1985.695039,
11/29/2003,2035.94,247.809006,247.809006,0.0,0.0,,,846.958008,0.0,0.0,846.958008,0.0,108.666,,,,,1203.432983,813.398987,,,0.0,,19.108,0.0,0.0,0.0,19.108,832.506987,,551.479004,551.479004,,,,0.0,0.0,0.0,0.0,,31.047996,,,31.047996,582.527,0.0,0.0,0.0,0.0,84.225998,,,,,,84.225998,84.225998,666.752998,0.0,112.848,,,-110.778999,1367.118042,-5.4e-05,1369.186989,0.0,1369.186989,2035.939987,
02/28/2004,2129.009,354.787,354.787,0.0,0.0,,,823.16,0.0,0.0,823.16,0.0,103.041,,,,,1280.988,829.002,,,0.0,,19.019,0.0,0.0,0.0,19.019,848.021,,615.48,615.48,,,,0.0,0.0,0.0,0.0,,16.406,,,16.406,631.886,0.0,0.0,0.0,0.0,87.365,,,,,,87.365,87.365,719.251,0.0,120.004,,,-144.205,1433.959,0.0,1409.758,0.0,1409.758,2129.009,
05/29/2004,2095.501,196.451,196.451,0.0,0.0,,,912.51,0.0,0.0,912.51001,0.0,104.268,,,,,1213.229,866.176,,,0.0,,16.096,0.0,0.0,0.0,16.096,882.272,,627.423,627.423,,,,0.0,0.0,0.0,0.0,,3.869,,,3.869,631.292,0.0,0.0,0.0,0.0,89.964,,,,,,89.964,89.964,721.256,0.0,120.836,,,-240.033005,1493.442017,-1.2e-05,1374.245,0.0,1374.245,2095.501,
08/28/2004,2167.422,149.602,149.602,,,,,980.124,,,,,95.582,,,,,1225.308,926.514,1443.815,-517.301,,,15.6,,,,15.6,942.114,,476.144,476.144,,,,0.0,,,,,237.407,,,237.407,713.551,0.0,,,,93.471,,,,,,93.471,93.471,807.022,,125.62,,,-287.428,1522.208,0.0,1360.4,,1360.4,2167.422,
