Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/28/2002,1615.154053,826.410965,246.815994,579.594971,133.037994,,,285.350006,23.691,30.705,230.953995,0.0,79.681,,,,,,1324.47998,143.578003,,,0.0,147.095993,80.461998,80.461998,0.0,,,66.633995,290.673996,,165.395004,165.395004,,,,5.607,0.0,5.607,5.607,,252.69401,,,252.69401,423.696014,307.925995,299.999995,7.926,7.926,,0.0,,,0.0,307.925995,731.622009,0,485.915009,,,0.0,,397.617004,883.532013,0,883.532013,1615.154022,
10/27/2002,1629.697021,911.576996,322.535004,589.041992,149.860992,,,205.042999,10.043,19.683001,175.317001,0.0,79.815002,,,,,,1346.296021,138.778,,,0.0,144.623001,78.157997,54.227001,23.930996,,,66.465004,283.401001,,170.589005,170.589005,,,,5.58,0.0,5.58,5.58,,267.910982,,,267.910982,444.079987,306.339996,299.999996,6.34,6.34,,0.0,,,0.0,306.339996,750.419983,0,530.148987,,,0.0,,349.127991,879.276978,0,879.276978,1629.696961,
01/26/2003,1617.015015,1028.412994,346.993988,681.419006,154.501007,,,145.046005,17.51,13.179,114.357002,0.0,23.642,,,,,,1351.602051,135.151993,229.082993,-93.931,0.0,130.261002,76.471001,54.227001,22.243999,,,53.790001,265.412994,,141.128998,141.128998,,,,5.676,0.0,5.676,5.676,,232.643,,,232.643,379.447998,304.880005,300.000005,4.88,4.88,,0.0,,,0.0,304.880005,684.328003,0,531.187988,,,0.0,,401.498993,932.686981,0,932.686981,1617.014984,
04/27/2003,1687.532959,1050.337982,278.79599,771.541992,155.751007,,,165.785004,23.618,35.153,107.014,0.0,28.915001,,,,,,1400.78894,148.904007,,,0.0,137.839996,82.351997,55.139,27.212997,,,55.487999,286.744003,,234.436996,234.436996,,,,6.203,0.0,6.203,6.203,,175.869006,,,175.869006,416.509003,304.194,300.0,4.194,4.194,,6.0,,,6.0,310.194,726.703003,0,539.190002,,,0.0,,421.640015,960.830017,0,960.830017,1687.53302,
07/27/2003,1780.113037,1011.586975,274.296997,737.289978,190.212997,,,217.858994,29.191999,28.368999,160.298004,0.0,26.384001,,,,,,1446.042969,198.945007,,,0.0,135.125,79.087997,55.139,23.948997,,,56.037003,334.070007,,282.397003,282.397003,,,,6.528,0.0,6.528,6.528,,187.313004,,,187.313004,476.238007,303.522003,300.000003,3.522,3.522,,4.5,,,4.5,308.022003,784.26001,0,551.228027,,,0.0,441.635986,2.989014,995.853027,0,995.853027,1780.113037,
10/26/2003,1458.780029,612.125992,231.813004,380.312988,157.839005,,,260.819,32.480999,73.169998,155.167999,0.0,27.32,,,,,,1058.104004,196.229996,,,0.0,204.445999,153.511993,108.497002,45.014992,,,50.934006,400.675995,,242.309006,242.309006,,,,5.788,0.0,5.788,5.788,,187.405008,,,187.405008,435.502014,2.634,0.0,2.634,2.634,,10.962,,,10.962,13.596,449.098014,0,567.348022,,,0.0,447.992004,-5.65799,1009.682037,0,1009.682037,1458.780051,
01/25/2004,1399.343994,604.042999,214.421997,389.621002,196.630997,,,234.238007,22.131001,44.522999,167.584,0.0,17.799999,,,,,,1052.712036,190.029007,337.875,-147.845993,0.0,156.602997,148.871994,108.908997,39.962997,,,7.731003,346.632004,,185.341995,185.341995,,,,4.015,0.0,4.015,4.015,,144.755004,,,144.755004,334.112,5.438,4.582,0.856,0.856,,8.609,,,8.609,14.047,348.159,0,583.64502,,,0.0,472.15799,-4.617981,1051.185028,0,1051.185028,1399.344028,
04/25/2004,1458.189941,657.302994,196.675003,460.627991,205.307999,205.307999,,234.796005,33.236,64.987999,136.572006,0.0,19.549999,,,,,,1116.959961,185.041,351.061005,-166.020004,0.0,156.192001,148.936996,108.779999,40.156998,,,7.255005,341.233002,,214.617996,214.617996,,,,3.043,0.0,3.043,3.043,,140.889999,,,140.889999,358.550995,4.927,4.582,0.345,0.345,,8.609,,,8.609,13.536,372.086995,0,598.825989,,,0.0,493.506989,-6.22998,1086.102997,0,1086.102997,1458.189992,
07/25/2004,1480.890015,613.32399,180.578995,432.744995,246.395996,,,266.984985,45.568001,56.993999,164.423004,0.0,19.589001,,,,,,1146.290039,182.988007,,,0.0,151.606995,143.330002,108.566002,34.764,,,8.276993,334.595001,,223.201004,223.201004,,,,2.038,0.0,2.038,2.038,,148.797007,,,148.797007,374.036011,3.082,3.082,0.0,0.0,,8.609,,,8.609,11.691,385.727011,0,603.18103,,,0.0,498.626007,-6.64502,1095.162018,0,1095.162018,1480.889029,
10/24/2004,1539.656006,587.849991,156.686996,431.162994,307.408997,,,297.550995,39.585999,97.950996,160.014008,0.0,18.341,,,,,,1211.151001,182.197998,385.721008,-203.522995,0.0,146.307007,138.175003,108.107002,30.068001,,,8.132004,328.505005,,262.959991,262.959991,,,,1.36,0.0,1.36,1.36,,150.833024,,,150.833024,415.153015,7.483,7.483,0.0,0.0,,8.609,,,8.609,16.092,431.245015,0,613.494019,,,0.0,524.505005,-29.588013,1108.411011,0,1108.411011,1539.656026,
01/30/2005,1628.536,670.045,208.512,461.533,296.279,296.279,,315.518,23.225,130.211,162.082,0.0,23.084,,,,,,1304.926,178.955,395.822,-216.867,0.0,144.655,135.621,108.107,27.514,,,9.034,323.61,,238.223,238.223,,,,0.856,0.0,0.856,0.856,,182.077,,,182.077,421.156,8.358,8.358,0.0,0.0,,20.754,,,20.754,29.112,450.268,0,636.787,,,-24.644,572.514,-6.389,1178.268,0,1178.268,1628.536,
05/01/2005,1635.094,731.512,281.004,450.508,255.252,255.252,,307.759,30.844,102.807,174.108,0.0,25.134,,,,,,1319.657,169.236,404.684,-235.448,0.0,146.201,135.523,108.107,27.416,,,10.678,315.437,,182.146,182.146,,,,0.345,0.0,0.345,0.345,,193.029,,,193.029,375.52,0.0,0.0,0.0,0.0,,28.987,,,28.987,28.987,404.507,0,672.275,,,-72.1,636.958,-6.546,1230.587,0,1230.587,1635.094,
07/31/2005,1728.218,717.546,242.17,475.376,355.393,355.393,,300.955,22.848,113.98,164.127,0.0,28.021,,,,,,1401.915,178.951,433.228,-254.277,0.0,147.352,131.375,108.107,23.268,,,15.977,326.303,,221.047,221.047,,,,0.0,0.0,0.0,0.0,,204.451,,,204.451,425.498,0.0,0.0,0.0,0.0,,27.487,,,27.487,27.487,452.985,0,692.088,,,-122.142,711.795,-6.508,1275.233,0,1275.233,1728.218,
10/30/2005,1805.508,786.178,364.308,421.87,351.737,351.737,,284.847,29.091,100.125,155.631,0.0,27.214,,,,,,1449.976,178.505,451.948,-273.443,0.0,177.027,152.314,133.107,19.207,,,24.713,355.532,,179.777,179.777,,,,0.0,0.0,0.0,0.0,,247.39,,,247.39,427.167,0.0,0.0,0.0,0.0,,28.9,,,28.9,28.9,456.067,0,740.843,,,-162.142,777.048,-6.308,1349.441,0,1349.441,1805.508,
01/29/2006,1954.687,950.174,551.756,398.418,318.186,318.186,,254.87,25.743,107.847,121.28,0.0,27.069,,,,,,1550.299,178.152,460.401,-282.249,0.0,226.236,160.738,145.317,15.421,,,65.498,404.388,,179.395,179.395,,,,0.0,0.0,0.0,0.0,,259.264,,,259.264,438.659,0.0,0.0,0.0,0.0,,20.036,,,20.036,20.036,458.695,0,965.964,,,-212.142,747.731,-5.561,1495.992,0,1495.992,1954.687,
04/30/2006,2161.453,955.053,487.763,467.29,391.27,391.27,,346.366,29.513,120.845,196.008,0.0,29.938,,,,,,1722.627,180.206,,,0.0,258.62,227.592,204.603,22.989,,,31.028,438.826,,298.147,298.147,,,,0.0,0.0,0.0,0.0,,236.239,,,236.239,534.386,0.0,0.0,0.0,0.0,,18.416,,,18.416,18.416,552.802,0,907.468,,,-262.142,965.776,-2.451,1608.651,0,1608.651,2161.453,
07/30/2006,2183.829,851.167,388.423,462.744,459.636,459.636,,378.661,29.087,146.566,203.008,0.0,36.825,,,,,,1726.289,177.144,,,0.0,280.396,233.085,203.657,29.428,,,47.311,457.54,,230.916,230.916,,,,0.0,0.0,0.0,0.0,,274.128,,,274.128,505.044,0.0,0.0,0.0,0.0,,24.237,,,24.237,24.237,529.281,0,1117.494,,,-387.12,926.548,-2.374,1654.548,0,1654.548,2183.829,
10/29/2006,2531.153,1173.595,741.746,431.849,439.252,439.252,,373.558,47.602,127.636,198.32,0.0,39.483,,,,,,2025.888,220.54,,,0.0,284.725,230.217,203.679,26.538,,,54.508,505.265,,324.396,324.396,,,,0.34,0.34,0.0,0.0,,333.033,,,333.033,657.769,0.0,0.0,0.0,0.0,,27.667,,,27.667,27.667,685.436,0,1201.103,,,-387.12,1033.059,-1.325,1845.717,0,1845.717,2531.153,
01/28/2007,2675.263,1117.85,544.414,573.436,518.68,518.68,,354.68,56.261,111.058,187.361,0.0,40.56,,,,,,2031.77,260.828,569.498,-308.67,0.0,382.665,346.936,301.425,45.511,,,35.729,643.493,,272.075,272.075,,,,0.0,0.0,0.0,0.0,,366.732,,,366.732,638.807,0.0,0.0,0.0,0.0,,29.537,,,29.537,29.537,668.344,0,1296.038,,,-487.12,1196.565,1.436,2006.919,0,2006.919,2675.263,
04/29/2007,2800.868,1307.024,678.951,628.073,471.519,471.519,,332.635,44.343,121.93,166.362,0.0,43.055,,,,,,2154.233,271.19,,,,375.445,341.991,291.077,50.914,,,33.454,646.635,,334.046,334.046,,,,0.0,,,,,289.821,,,289.821,623.867,0.0,,,,,81.107,,,81.107,81.107,704.974,0,1377.906,,,-612.12,1328.824,1.284,2095.894,0,2095.894,2800.868,
07/29/2007,3036.267,1571.563,914.745,656.818,508.435,508.435,,276.305,33.197,65.147,177.961,0.0,41.102,,,,,,2397.405,264.832,,,,374.03,348.118,293.383,54.735,,,25.912,638.862,,323.381,323.381,,,,0.0,,,,,357.417,,,357.417,680.798,0.0,,,,,95.191,,,95.191,95.191,775.989,0,1493.642,,,-736.506,1501.556,1.586,2260.278,0,2260.278,3036.267,
10/28/2007,3475.263,1852.953,1056.702,796.251,552.407,552.407,,306.143,40.019,121.364,144.76,0.0,44.551,,,,,,2756.054,322.946,,,,396.263,371.107,292.934,78.173,,,25.156,719.209,,449.792,449.792,,,,0.0,,,,,406.65,,,406.65,856.442,0.0,,,,,140.895,,,140.895,140.895,997.337,0,1598.906,,,-861.547,1737.217,3.35,2477.926,0,2477.926,3475.263,
01/27/2008,3747.671,1809.478,726.969,1082.509,666.494,666.494,,358.521,31.299,107.835,219.387,0.0,54.336,,,,,,2888.829,359.808,753.518,-393.71,0.0,499.034,460.983,354.057,106.926,,,38.051,858.842,,492.099,492.099,,,,0.0,0.0,0.0,0.0,,475.062,,,475.062,967.161,0.0,0.0,0.0,0.0,,162.598,,,162.598,162.598,1129.759,0,1655.3,,,-1039.632,1994.21,8.034,2617.912,0,2617.912,3747.671,
04/27/2008,3807.458,1621.639,803.308,818.331,651.8,651.8,0.0,420.126,31.307,162.386,226.433,0.0,55.428,,,,,55.428,2748.993,522.056,,,0.0,536.409,496.02,371.019,125.001,,,40.389,1058.465,,436.753,427.855,8.898,,,0.0,0.0,,,,439.799,,,425.091,876.552,0.0,0.0,,,,193.728,,114.596,79.132,193.728,1070.28,0,1728.142,0.623,1727.519,-1163.528,2171.015,1.549,2737.178,0,2737.178,3807.458,
07/27/2008,3960.049,1657.23,719.143,938.087,679.416,679.416,0.0,432.279,27.549,176.099,228.631,0.0,45.294,,,,,45.294,2814.219,599.478,952.386,-352.908,0.0,546.352,510.948,365.8,145.148,,,35.404,1145.83,,446.209,438.892,7.317,,,0.0,0.0,,,,688.807,,,677.984,1135.016,0.0,0.0,,,,162.118,,88.956,73.162,162.118,1297.134,0,1777.323,0.625,1776.698,-1163.528,2050.086,-0.966,2662.915,0,2662.915,3960.049,
10/26/2008,3648.898,1304.888,461.253,843.635,607.834,607.834,0.0,523.988,30.559,161.534,331.895,0.0,43.389,,,,,43.389,2480.099,609.674,964.685,-355.011,0.0,559.125,521.932,366.286,155.646,,,37.193,1168.799,,387.252,387.252,,,,0.0,0.0,,,,617.213,,,613.182,1004.465,0.0,0.0,,,,157.358,,85.007,72.351,157.358,1161.823,0,1842.479,0.629,1841.85,-1463.268,2111.834,-3.97,2487.075,0,2487.075,3648.898,
01/25/2009,3350.727,1255.39,417.688,837.702,318.435,318.435,0.0,537.834,122.024,38.747,377.063,0.0,56.299,23.493,0.0,,,16.301,2167.958,625.798,1008.753,-382.955,0.0,556.971,516.945,369.844,147.101,20.005,6.412,13.609,1182.769,,218.864,218.864,0.0,0.0,0.0,0.928,0.0,0.928,0.928,,558.799,0.0,0.0,555.025,778.591,25.634,0.0,25.634,25.634,,151.85,0.0,75.252,76.598,177.484,956.075,0,1889.886,0.629,1889.257,-1463.268,1964.169,3.865,2394.652,0,2394.652,3350.727,
04/26/2009,3178.704,1338.147,512.274,825.873,304.393,304.393,0.0,327.259,25.569,94.77,206.92,0.0,50.885,,,,,50.885,2020.684,601.053,,,0.0,556.967,512.29,369.844,142.446,,,44.677,1158.02,,226.114,226.114,,,,0.0,0.0,,,,476.058,,,472.151,702.172,25.351,0.0,25.351,25.351,,132.305,,59.877,72.428,157.656,859.828,0,2014.382,0.636,2013.746,-1463.268,1762.831,4.931,2318.876,0,2318.876,3178.704,
07/26/2009,3298.409,1466.105,523.785,942.32,351.96,351.96,0.0,279.216,53.599,65.868,159.749,0.0,70.624,12.15,,,,38.398,2167.905,582.914,,,0.0,547.59,505.522,369.844,135.678,,,42.068,1130.504,,275.978,275.978,,,,0.0,0.0,,,,615.343,,,608.651,891.321,25.06,0.0,25.06,25.06,,134.619,,54.805,79.814,159.679,1051.0,0,2044.478,0.638,2043.84,-1463.268,1657.529,8.67,2247.409,0,2247.409,3298.409,
10/25/2009,3463.574,1634.079,614.49,1019.589,397.82,397.82,0.0,277.643,59.567,74.163,143.913,0.0,48.174,22.101,,,,9.568,2357.716,565.296,,,0.0,540.562,497.661,369.844,127.817,,,42.901,1105.858,,321.53,321.53,,,,0.0,0.0,,,,567.276,,,563.064,888.806,24.76,0.0,24.76,24.76,,126.373,,57.053,69.32,151.133,1039.939,0,2112.152,0.646,2111.506,-1463.268,1765.106,9.645,2423.635,0,2423.635,3463.574,
01/31/2010,3585.918,1728.227,447.221,1281.006,374.963,374.963,0.0,330.674,76.935,67.502,186.237,0.0,46.966,27.468,0.0,,,10.746,2480.83,571.858,1088.483,-516.625,0.0,533.23,490.302,369.844,120.458,15.432,6.63,20.866,1105.088,,346.311,344.527,1.784,0.0,0.0,1.184,0.0,1.184,1.184,,436.883,0.0,0.0,427.504,784.378,24.45,0.0,24.45,24.45,,111.95,0.0,17.739,94.211,136.4,920.778,0,2220.054,0.653,2219.401,-1463.268,1896.182,12.172,2665.14,0,2665.14,3585.918,
05/02/2010,3803.03,1764.896,447.262,1317.634,529.663,529.663,0.0,388.139,111.082,64.607,212.45,0.0,44.282,26.274,,,,9.256,2726.98,548.916,,,0.0,527.134,485.267,369.844,115.423,,,41.867,1076.05,,362.74,362.74,,,,0.0,0.0,,,,402.553,,,392.219,765.293,24.098,0.0,24.098,24.098,,152.994,,61.815,91.179,177.092,942.385,0,2289.652,0.663,2288.989,-1473.655,2033.776,10.872,2860.645,0,2860.645,3803.03,
08/01/2010,3731.268,1772.5,377.003,1395.497,395.934,395.934,0.0,434.227,138.826,41.74,253.661,0.0,53.301,24.662,,,,19.887,2655.962,542.216,,,0.0,533.09,488.723,369.844,118.879,,,44.367,1075.306,,280.041,280.041,,,,0.0,0.0,,,,539.098,,,525.65,819.139,23.734,0.0,23.734,23.734,,127.881,,32.173,95.708,151.615,970.754,0,2330.121,0.665,2329.456,-1473.656,1892.815,11.234,2760.514,0,2760.514,3731.268,
10/31/2010,3915.579,1987.22,451.174,1536.046,399.502,399.502,0.0,377.812,94.877,61.397,221.538,0.0,43.168,24.09,,,,10.326,2807.702,585.672,,,0.0,522.205,482.486,369.844,112.642,,,39.719,1107.877,,333.45,324.77,8.68,,,0.0,0.0,,,,483.039,,,455.703,816.489,23.359,0.0,23.359,23.359,,177.851,,47.245,130.606,201.21,1017.699,0,2386.928,0.671,2386.257,-1479.392,1977.677,12.667,2897.88,0,2897.88,3915.579,
01/30/2011,4495.246,2490.563,665.361,1825.202,348.77,348.77,0.0,345.525,67.88,72.698,204.947,0.0,42.092,20.64,0.0,,0.851,11.996,3226.95,568.857,1193.939,-625.082,0.0,699.439,658.589,369.844,288.745,21.239,8.792,9.968,1268.296,,290.714,286.138,4.576,0.0,0.0,1.674,0.0,1.674,1.674,,650.294,163.0,0.0,404.698,942.682,23.389,0.0,23.389,23.389,,347.713,0.0,46.129,138.584,371.102,1313.784,0,2501.254,0.677,2500.577,-1479.392,2149.328,10.272,3181.462,0,3181.462,4495.246,
05/01/2011,4736.744,2726.541,683.633,2042.908,343.202,343.202,0.0,380.964,125.346,44.9,210.718,0.0,46.056,24.377,,,,12.223,3496.763,553.366,,,0.0,686.615,648.605,369.844,278.761,,,38.01,1239.981,,352.211,346.295,5.916,,,0.0,0.0,,,,628.955,98.583,,347.165,981.166,22.957,0.0,22.957,22.957,,284.813,,54.544,131.686,307.77,1288.936,0,2639.219,0.688,2638.531,-1487.079,2284.547,11.121,3447.808,0,3447.808,4736.744,
07/31/2011,4864.424,2474.496,532.614,1941.882,419.944,419.944,0.0,361.911,76.584,75.266,210.061,0.0,61.206,19.948,,,,14.977,3317.557,550.896,,,0.0,995.971,951.649,593.513,358.136,,,44.322,1546.867,,305.091,297.813,7.278,,,0.0,,,,,655.208,32.699,,377.614,960.299,22.493,0.0,22.493,22.493,,192.163,,29.029,130.435,214.656,1174.955,0,2726.008,0.691,2725.317,-1487.093,2436.12,14.434,3689.469,0,3689.469,4864.424,
10/30/2011,5089.043,2748.354,566.816,2181.538,371.261,371.261,0.0,319.602,69.447,58.798,191.357,0.0,60.854,19.343,,,,15.23,3500.071,551.757,,,0.0,1037.215,990.892,648.053,342.839,,,46.323,1588.972,,316.57,307.943,8.627,,,0.0,0.0,,,,570.114,1.534,,333.509,886.684,21.949,0.0,21.949,21.949,,206.96,,77.729,127.697,228.909,1115.593,0,2846.964,0.698,2846.266,-1496.904,2614.393,8.997,3973.45,0,3973.45,5089.043,
01/29/2012,5552.928,3129.576,667.876,2461.7,336.143,336.143,0.0,340.297,84.927,62.934,192.436,0.0,99.342,29.946,0.0,,7.459,19.465,3905.358,560.072,1156.528,-596.456,0.0,1087.498,967.166,641.03,326.136,83.98,10.382,18.511,1647.57,,342.013,335.072,6.941,0.0,0.0,2.016,0.0,2.016,2.016,,585.929,200.37,0.0,315.28,929.958,21.439,0.0,21.439,21.439,,455.807,0.0,133.288,122.149,477.246,1407.204,0,2901.596,0.7,2900.896,-1496.904,2730.418,10.614,4145.724,0,4145.724,5552.928,
