Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,911.2,911.2,-703.0,703.0,208.2,0.0,-166.3,146.0,20.3,0.0,41.9,-49.7,,25.9,,-7.6,31.4,-7.8,-28.2,,-36.0,0.0,0.0,0.0,-36.0,-3.4,-39.4,-1.4,0.0,-40.8,-20.13,20.67,42.836,-0.95,-0.95,-0.469932,42.836,-0.95,-0.95,-0.469932,
06/30/2011,937.2,937.2,-723.5,723.5,213.7,0.0,-165.6,147.2,18.4,0.0,48.1,-62.7,,13.3,,,49.4,-14.6,9.2,,-5.4,0.0,0.0,0.0,-5.4,-2.2,-7.6,-4.0,0.0,-11.6,27.005,38.605,43.106,-0.27,-0.27,0.626479,43.106,-0.27,-0.27,0.625583,
09/30/2011,1020.1,1020.1,-735.3,735.3,284.8,0.0,-171.8,153.3,18.5,0.0,113.0,4.1,,12.5,,-12.9,-3.7,117.1,-33.4,,83.7,0.0,0.0,0.0,83.7,-1.0,82.7,-4.1,0.0,78.6,78.665,0.065,43.246,1.82,1.82,1.819012,50.623,1.63,1.63,1.631284,
12/31/2011,985.3,985.3,-705.0,705.0,280.3,0.0,-158.7,139.8,18.9,0.0,121.6,-10.3,,11.4,,3.3,-4.4,111.3,-12.4,,98.9,0.0,0.0,0.0,98.9,-0.6,98.3,-4.0,0.0,94.3,101.9,7.6,43.392,2.17,2.17,2.348359,50.799,1.94,1.94,2.089609,
03/31/2012,928.4,928.4,-702.6,702.6,225.8,0.0,-161.4,141.4,20.0,0.0,64.4,-22.5,,9.3,,7.0,6.2,41.9,-22.0,,19.9,0.0,0.0,0.0,19.9,-2.5,17.4,-4.0,0.0,13.4,13.255,-0.145,43.611,0.31,0.31,0.303937,43.611,0.3,0.3,0.296675,
06/30/2012,921.3,921.3,-678.1,678.1,243.2,0.0,-164.2,142.0,22.2,0.0,79.0,-3.8,,7.9,,-3.1,-1.0,75.2,-22.1,,53.1,0.0,0.0,0.0,53.1,-2.4,50.7,-4.1,0.0,46.6,46.9,0.3,43.905,1.06,1.06,1.068215,51.244,0.99,0.99,0.995854,
09/30/2012,877.4,877.4,-658.8,658.8,218.6,0.0,-157.4,138.6,18.8,0.0,61.2,-33.6,,7.8,,3.4,22.4,27.6,-32.7,,-5.1,0.0,0.0,0.0,-5.1,-3.3,-8.4,-4.0,0.0,-12.4,10.7,23.1,43.966,-0.28,-0.28,0.24337,43.966,-0.28,-0.28,0.24337,
12/31/2012,979.3,979.3,-693.4,693.4,285.9,0.0,-171.3,150.8,20.5,0.0,114.6,-5.2,,2.5,,0.8,1.9,109.4,-20.5,,88.9,0.0,0.0,0.0,88.9,-3.0,85.9,-4.1,0.0,81.8,82.255,0.455,43.976,1.86,1.86,1.870452,51.307,1.67,1.67,1.678868,
03/31/2013,809.9,809.9,-649.1,649.1,160.8,0.0,-159.2,142.2,17.0,0.0,1.6,-7.6,,2.7,,4.3,0.6,-6.0,-21.4,,-27.4,0.0,0.0,0.0,-27.4,-2.5,-29.9,-4.0,0.0,-33.9,-33.9,0.0,44.054,-0.77,-0.77,-0.77,44.054,-0.77,-0.77,-0.77,
06/30/2013,858.6,858.6,-657.9,657.9,200.7,0.0,-162.7,144.9,17.8,0.0,38.0,11.5,,2.6,,-15.7,1.6,49.5,-22.7,,26.8,0.0,0.0,0.0,26.8,-2.3,24.5,-4.1,0.0,20.4,20.4,0.0,43.78,0.47,0.47,0.47,44.195,0.46,0.46,0.46,
09/30/2013,792.1,792.1,-620.6,620.6,171.5,0.0,-147.5,131.7,15.8,0.0,24.0,-0.5,,2.4,,,-1.9,23.5,-27.0,,-3.5,0.0,0.0,0.0,-3.5,-4.1,-7.6,-4.0,0.0,-11.6,-11.6,0.0,43.811,-0.26,-0.26,-0.26,43.811,-0.26,-0.26,-0.26,
12/31/2013,995.9,995.9,-680.5,680.5,315.4,0.0,-159.5,140.6,18.9,0.0,155.9,-3.5,,2.2,,1.0,0.3,152.4,-28.2,,124.2,0.0,0.0,0.0,124.2,-2.7,121.5,-4.1,0.0,117.4,117.4,0.0,43.947,2.67,2.67,2.67,51.319,2.37,2.37,2.37,
03/31/2014,761.7,761.7,-628.7,628.7,133.0,0.0,-152.9,138.5,14.4,0.0,-19.9,-11.8,,2.0,,,9.8,-31.7,-16.0,,-47.7,0.0,0.0,0.0,-47.7,-3.1,-50.8,-2.7,0.0,-53.5,-53.5,0.0,46.343,-1.15,-1.15,-1.15,46.343,-1.15,-1.15,-1.15,
06/30/2014,806.4,806.4,-641.2,641.2,165.2,0.0,-149.4,133.6,15.8,0.0,15.8,-4.8,,2.3,,4.0,-1.5,11.0,-19.9,,-8.9,0.0,0.0,0.0,-8.9,-3.2,-12.1,0.0,0.0,-12.1,-12.1,0.0,50.843,-0.24,-0.24,-0.24,50.843,-0.24,-0.24,-0.24,
09/30/2014,882.5,882.5,-647.6,647.6,234.9,0.0,-158.3,138.0,20.3,0.0,76.6,1.0,,2.3,,10.6,-13.9,77.6,-26.4,,51.2,0.0,0.0,0.0,51.2,-3.4,47.8,0.0,0.0,47.8,47.8,0.0,50.245,0.95,0.95,0.95,50.422,0.95,0.95,0.95,
12/31/2014,905.8,905.8,-661.1,661.1,244.7,0.0,-162.3,144.0,18.3,0.0,82.4,6.2,,2.6,,-16.7,7.9,88.6,-23.9,,64.7,0.0,0.0,0.0,64.7,-2.9,61.8,0.0,0.0,61.8,61.8,0.0,49.689,1.24,1.24,1.24,49.948,1.24,1.24,1.24,
03/31/2015,721.2,721.2,-604.2,604.2,117.0,0.0,-147.0,128.8,18.2,0.0,-30.0,2.3,,2.6,,,-4.9,-27.7,-13.3,,-41.0,0.0,0.0,0.0,-41.0,-2.2,-43.2,0.0,0.0,-43.2,-15.8,27.4,49.821,-0.87,-0.87,-0.317135,49.821,-0.87,-0.87,-0.320031,
06/30/2015,764.8,764.8,-640.5,640.5,124.3,0.0,-173.8,145.4,28.4,0.0,-49.5,-1.3,,2.7,,-2.9,1.5,-50.8,-5.1,,-55.9,0.0,0.0,0.0,-55.9,-2.3,-58.2,0.0,0.0,-58.2,10.755,66.655,49.927,-1.17,-1.17,0.169347,49.927,-1.17,-1.17,0.165049,
09/30/2015,739.2,739.2,-598.6,598.6,140.6,0.0,-132.0,115.4,16.6,0.0,8.6,-1.3,,3.0,,-8.4,6.7,7.3,-14.9,,-7.6,0.0,0.0,0.0,-7.6,-2.0,-9.6,0.0,0.0,-9.6,33.25,42.85,49.934,-0.19,-0.19,0.665879,49.934,-0.19,-0.19,0.665879,
12/31/2015,789.9,789.9,-630.9,630.9,159.0,0.0,-143.2,130.0,13.2,0.0,15.8,-3.4,,3.6,,6.6,-6.8,12.4,-11.1,,1.3,0.0,0.0,0.0,1.3,-0.2,1.1,0.0,0.0,1.1,21.12,20.02,49.937,0.02,0.02,0.422933,50.049,0.02,0.02,0.420008,
03/31/2016,666.8,666.8,-568.3,568.3,98.5,0.0,-126.1,110.1,16.0,0.0,-27.6,-5.6,,4.4,,,1.2,-33.2,-5.5,,-38.7,0.0,0.0,0.0,-38.7,-1.2,-39.9,0.0,0.0,-39.9,-22.22,17.68,50.004,-0.8,-0.8,-0.444364,50.004,-0.8,-0.8,-0.446428,
06/30/2016,748.9,748.9,-570.6,570.6,178.3,0.0,-128.8,115.7,13.1,0.0,49.5,-5.2,,7.8,,,-2.6,44.3,-18.8,,25.5,0.0,0.0,0.0,25.5,-3.9,21.6,0.0,0.0,21.6,29.075,7.475,50.069,0.43,0.43,0.580699,71.786,0.36,0.36,0.464129,
09/30/2016,683.3,683.3,-561.7,561.7,121.6,0.0,-131.4,120.0,11.4,0.0,-9.8,-5.4,4.8,7.7,-2.9,,0.6,-15.2,-9.9,,-25.1,0.0,0.0,0.0,-25.1,-3.1,-28.2,0.0,0.0,-28.2,-7.205,20.995,50.082,-0.56,-0.56,-0.143864,50.082,-0.56,-0.56,-0.143864,
12/31/2016,721.7,721.7,-561.5,561.5,160.2,0.0,-124.7,109.8,14.9,0.0,35.5,-10.9,4.8,7.5,-2.7,,6.1,24.6,-23.0,,1.6,0.0,0.0,0.0,1.6,-2.8,-1.2,0.0,0.0,-1.2,-1.72,-0.52,50.085,-0.02,-0.02,-0.034342,50.085,-0.02,-0.02,-0.034342,
03/31/2017,664.5,664.5,-525.9,525.9,138.6,0.0,-116.8,105.0,11.8,0.0,21.8,-38.6,3.3,5.7,-2.4,0.0,35.3,-16.8,-12.9,,-29.7,0.0,0.0,0.0,-29.7,-3.0,-32.7,0.0,0.0,-32.7,-5.33,27.37,50.256,-0.65,-0.65,-0.106057,50.256,-0.65,-0.65,-0.106057,
06/30/2017,666.2,666.2,-547.5,547.5,118.7,0.0,-122.2,111.4,10.8,0.0,-3.5,-38.8,12.1,14.3,-2.2,,26.7,-42.3,3.8,,-38.5,0.0,0.0,0.0,-38.5,-3.5,-42.0,0.0,0.0,-42.0,4.335,46.335,50.437,-0.83,-0.83,0.085949,50.437,-0.83,-0.83,0.085949,
09/30/2017,666.3,666.3,-580.2,580.2,86.1,0.0,-113.1,102.3,10.8,0.0,-27.0,-13.4,13.9,16.4,-2.5,,-0.5,-40.4,-12.5,,-52.9,0.0,0.0,0.0,-52.9,11.8,-41.1,0.0,0.0,-41.1,-10.94,30.16,50.471,-0.81,-0.81,-0.216758,50.471,-0.81,-0.81,-0.216758,
12/31/2017,744.8,744.8,-575.3,575.3,169.5,0.0,-110.4,100.9,9.5,0.0,59.1,-31.7,13.6,16.4,-2.8,,18.1,27.4,27.1,,54.5,0.0,0.0,0.0,54.5,-4.0,50.5,0.0,0.0,50.5,52.895,2.395,50.472,1.000555,1.000555,1.048007,50.472,1.000555,1.000555,1.048007,
03/31/2018,708.4,708.4,-507.2,507.2,201.2,0.0,-99.4,90.9,8.5,0.0,101.8,-39.2,13.4,16.6,-3.2,,25.8,62.6,-20.9,,41.7,0.0,0.0,0.0,41.7,-1.1,40.6,0.0,0.0,40.6,-9.742,-50.342,50.748,0.8,0.8,-0.191968,72.943,0.62,0.62,-0.191968,
06/30/2018,667.4,667.4,-514.5,514.5,152.9,0.0,-98.9,92.7,6.2,0.0,54.0,-33.7,12.6,15.7,-3.1,,21.1,20.3,-14.3,,6.0,0.0,0.0,0.0,6.0,-2.2,3.8,0.0,0.0,3.8,18.37,14.57,50.986,0.07,0.07,0.360295,50.986,0.07,0.07,0.355765,
09/30/2018,688.3,688.3,-534.5,534.5,153.8,0.0,-98.0,90.9,7.1,0.0,55.8,-33.6,13.2,15.9,-2.7,,20.4,22.2,-15.2,,7.0,0.0,0.0,0.0,7.0,-0.9,6.1,0.0,0.0,6.1,30.079,23.979,51.021,0.12,0.12,0.589542,51.718,0.12,0.12,0.583649,
12/31/2018,760.9,760.9,-582.5,582.5,178.4,0.0,-105.9,95.8,10.1,0.0,72.5,-34.4,13.1,15.8,-2.7,,21.3,38.1,-13.9,,24.2,0.0,0.0,0.0,24.2,0.8,25.0,0.0,0.0,25.0,64.658,39.658,51.028,0.49,0.49,1.267108,73.626,0.41,0.41,0.948641,
03/31/2019,554.5,554.5,-429.4,429.4,125.1,0.0,-99.9,90.9,9.0,0.0,25.2,-45.9,15.5,15.5,0.0,,30.4,-20.7,-9.4,,-30.1,-13.3,-13.3,0.0,-16.8,-2.6,-19.4,0.0,0.0,-19.4,-28.852,3.848,51.418,-0.38,-0.64,-0.561126,51.418,-0.38,-0.64,-0.565162,
06/30/2019,569.4,569.4,-416.8,416.8,152.6,0.0,-99.6,92.4,7.2,0.0,53.0,-45.1,16.2,16.2,0.0,,28.9,7.9,-3.6,,4.3,-25.5,-25.5,0.0,29.8,-3.6,26.2,0.0,0.0,26.2,7.479,6.779,51.782,0.51,0.01,0.144432,51.782,0.5,0.01,0.140914,
09/30/2019,757.6,757.6,-585.2,585.2,172.4,0.0,-101.5,95.6,5.9,0.0,70.9,-64.4,12.4,15.2,-2.8,,52.0,6.5,-15.9,,-9.4,0.0,0.0,0.0,-9.4,-3.8,-13.2,0.0,0.0,-13.2,20.358,33.558,58.245,-0.23,-0.23,0.349524,58.245,-0.23,-0.23,0.346152,
12/31/2019,741.5,741.5,-591.3,591.3,150.2,0.0,-112.8,103.6,9.2,0.0,37.4,-43.1,13.1,15.2,-2.1,,30.0,-5.7,-11.2,,-16.9,0.0,0.0,0.0,-16.9,6.1,-10.8,0.0,0.0,-10.8,15.258,26.058,62.397,-0.17,-0.17,0.244531,62.397,-0.17,-0.17,0.244531,
03/31/2020,515.4,515.4,-402.3,402.3,113.1,0.0,-93.0,86.8,6.2,0.0,20.1,-62.0,13.9,13.9,0.0,,48.1,-41.9,-10.8,,-52.7,-1068.5,-1068.5,0.0,1015.8,-0.5,1015.3,0.0,0.0,1015.3,-859.273,-806.073,62.65,16.21,-0.85,-13.715451,62.65,16.21,-0.85,-13.716289,
06/30/2020,438.8,438.8,-363.9,363.9,74.9,0.0,-83.4,80.2,3.2,0.0,-8.5,-58.3,4.6,4.6,0.0,,53.7,-66.8,-9.7,,-76.5,2.1,2.1,0.0,-78.6,0.0,-78.6,0.0,0.0,-78.6,-34.437,42.063,63.01,-1.25,-1.21,-0.546532,63.01,-1.25,-1.21,-0.546532,
09/30/2020,485.0,,,,85.36,,,,,,4.35,,,,,,,,,,-146.0,,,,,,-146.0,,,-146.0,4.85,,,-2.33,-2.33,0.07,,-2.33,-2.33,0.07,
12/31/2020,561.0,,,,146.421,,,,,,41.85,,,,,,,,,,-6.25,,,,,,-6.25,,,-6.25,34.3,,,-0.1,-0.1,0.48,,-0.1,-0.1,0.48,
