Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,6217.5,297.9,297.9,0.0,654.4,,1166.8,292.0,775.7,185.9,-86.8,237.7,,,,,2356.8,1165.0,2379.1,-1214.1,0.0,2695.7,1773.3,1266.3,507.0,,922.4,3860.7,,511.5,511.5,,,,3.4,1.9,1.5,1.5,,1049.6,,,,1049.6,1564.5,1899.4,1890.2,9.2,9.2,1410.7,,,1410.7,3310.1,4874.6,0.0,1741.4,,,-414.3,119.5,-103.7,1342.9,0.0,1342.9,6217.5,
03/31/2005,6285.600098,286.399994,286.399994,0.0,724.099976,,1226.800049,307.600006,817.099976,192.399994,-90.300003,213.100006,,,,,2450.399902,1144.800049,,,0.0,2690.399902,1790.900024,1299.5,491.400024,,899.499878,3835.199951,,527.200012,527.200012,,,,2.0,,,,,1065.899963,,,,1065.899963,1595.099976,1893.800049,,,,1394.199951,,,1394.199951,3288.0,4883.099976,0.0,1785.599976,,,-414.899994,153.0,-121.200012,1402.499969,0.0,1402.499969,6285.599945,
06/30/2005,6178.0,251.300003,251.300003,0.0,737.400024,,1256.0,300.700012,853.299988,197.300003,-95.300003,179.5,,,,,2424.199951,1126.199951,,,0.0,2627.600098,1754.199951,1280.300049,473.899902,,873.400146,3753.800049,,518.400024,518.400024,,,,83.800003,,,,,1047.600021,,,,1047.600021,1649.800049,1711.800049,,,,1403.699951,,,1403.699951,3115.5,4765.300049,0.0,1821.300049,,,-415.100006,204.399994,-197.899994,1412.700043,0.0,1412.700043,6178.000092,
09/30/2005,6236.9,244.0,244.0,0.0,773.6,,1293.4,298.2,883.8,206.1,-94.7,178.9,,,,,2489.9,1123.6,,,0.0,2623.4,1738.8,1280.7,458.1,,884.6,3747.0,,509.9,509.9,,,,1.5,,,,,1108.1,,,,1108.1,1619.5,1709.1,,,,1416.6,,,1416.6,3125.7,4745.2,0.0,1874.6,,,-416.3,240.5,-207.1,1491.7,0.0,1491.7,6236.9,
12/31/2005,6454.0,251.3,251.3,0.0,709.2,,1308.4,280.3,908.7,218.1,-98.7,156.5,,,,,2425.4,1194.3,2530.3,-1336.0,0.0,2834.3,1780.7,1318.4,462.3,,1053.6,4028.6,,534.1,534.1,,,,24.0,23.0,1.0,1.0,,1056.5,,,,1056.5,1614.6,1742.1,1733.7,8.4,8.4,1624.3,,,1624.3,3366.4,4981.0,0.0,1886.9,,,-416.5,285.6,-283.0,1473.0,0.0,1473.0,6454.0,
03/31/2006,6637.4,283.0,283.0,0.0,788.5,,1393.6,329.1,842.7,312.1,-90.3,148.1,,,,,2613.2,1198.9,,,0.0,2825.3,1779.4,1319.7,459.7,,1045.9,4024.2,,589.4,589.4,,,,30.1,,,,,945.1,,,,945.1,1564.6,1740.4,,,,1624.0,,,1624.0,3364.4,4929.0,0.0,1931.0,,,-417.0,462.0,-267.6,1708.4,0.0,1708.4,6637.4,
06/30/2006,6919.0,208.4,208.4,0.0,932.5,,1485.8,355.7,866.1,345.1,-81.1,181.6,,,,,2808.3,1255.7,,,,2855.0,1801.7,1333.2,468.5,,1053.3,4110.7,,601.3,601.3,,,,32.4,,,,,993.2,,,,993.2,1626.9,1719.6,,,,1556.0,,,1556.0,3275.6,4902.5,0.0,1965.5,,,-418.8,517.6,-47.8,2016.5,0.0,2016.5,6919.0,
09/30/2006,6979.5,140.1,140.1,0.0,955.0,,1525.7,408.0,877.3,320.1,-79.7,166.1,,,,,2786.9,1271.7,,,0.0,2920.9,1800.0,1333.3,466.7,,1120.9,4192.6,,575.8,575.8,,,,91.8,,,,,931.0,,,,931.0,1598.6,1721.6,,,,1567.3,,,1567.3,3288.9,4887.5,0.0,1972.1,,,-419.1,593.0,-54.0,2092.0,0.0,2092.0,6979.5,
12/31/2006,6901.2,201.3,201.3,0.0,897.6,,1520.1,416.0,866.7,317.4,-80.0,463.2,,,,,3082.2,1256.0,2662.9,-1406.9,0.0,2563.0,1813.3,1341.3,472.0,,749.7,3819.0,,576.7,576.7,,,,13.2,12.5,0.7,0.7,,1044.2,,,,1044.2,1634.1,1721.7,1712.3,9.4,9.4,1568.7,,,1568.7,3290.4,4924.5,0.0,2008.5,,,-437.5,666.5,-260.8,1976.7,0.0,1976.7,6901.2,
03/31/2007,7076.100098,231.899994,231.899994,0.0,1009.400024,,1647.5,445.100006,953.400024,328.100006,-79.099998,309.0,,,,,3197.800049,1323.699951,,,0.0,2554.600098,1812.599976,1344.300049,468.299927,,742.000122,3878.300049,,669.299988,669.299988,,,,1.2,,,,,920.000012,,,,920.000012,1590.5,1722.099976,,,,1688.099976,,,1688.099976,3410.199951,5000.699951,0.0,2060.800049,,,-495.399994,751.099976,-241.099981,2075.400049,0.0,2075.400049,7076.1,
06/30/2007,7270.6,213.4,213.4,0.0,1039.9,,1749.6,497.2,989.1,342.7,-79.4,315.8,,,,,3318.7,1351.5,,,0.0,2600.4,1817.6,1350.7,466.9,,782.8,3951.9,,661.1,661.1,,,,11.5,,,,,973.5,,,,973.5,1646.1,1720.5,,,,1648.2,,,1648.2,3368.7,5014.8,0.0,2108.9,,,-551.9,850.6,-151.8,2255.8,0.0,2255.8,7270.6,
09/30/2007,7519.1,314.3,314.3,0.0,1015.5,,1778.7,499.8,1023.1,328.5,-72.7,456.8,,,,,3565.3,1314.7,,,0.0,2639.1,1827.3,1362.0,465.3,,811.8,3953.8,,607.2,607.2,,,,13.0,,,,,1038.4,,,,1038.4,1658.6,1723.1,,,,1612.9,,,1612.9,3336.0,4994.6,0.0,2134.0,,,-591.1,952.0,29.6,2524.5,0.0,2524.5,7519.1,
12/31/2007,7534.0,406.0,406.0,0.0,1006.2,,1775.6,483.2,1039.0,331.0,-77.6,361.0,,,,,3548.8,1387.4,2952.9,-1565.5,0.0,2597.8,1815.3,1363.2,452.1,,782.5,3985.2,,586.7,586.7,,,,184.8,184.1,0.7,0.7,,971.1,,,,971.1,1742.6,1562.9,1554.1,8.8,8.8,1649.1,,,1649.1,3212.0,4954.6,0.0,2165.0,,,-654.8,1054.8,14.4,2579.4,0.0,2579.4,7534.0,
03/31/2008,7799.5,463.200012,463.200012,0.0,1123.300049,,1869.800049,506.600006,1132.599976,306.899994,-76.300003,323.5,,,,,3779.800049,1400.699951,,,0.0,2619.0,1828.800049,1377.599976,451.200073,,790.199951,4019.699951,,723.0,723.0,,,,173.399994,,,,,970.299957,,,,970.299957,1866.699951,1565.300049,,,,1623.199951,,,1623.199951,3188.5,5055.199951,0.0,2194.300049,,,-671.599976,1184.099976,37.5,2744.300049,0.0,2744.300049,7799.5,
06/30/2008,7784.3,265.5,265.5,,1191.1,,1918.9,573.1,1197.8,230.4,-82.4,293.4,,,,,3668.9,1420.3,,,,2695.1,1898.0,1421.4,476.6,,797.1,4115.4,,703.0,703.0,,,,21.6,,,,,981.9,,,,981.9,1706.5,1527.5,,,,1640.8,,,1640.8,3168.3,4874.8,,2219.9,,,-692.2,1342.1,39.7,2909.5,,2909.5,7784.3,
09/30/2008,7621.600098,246.899994,246.899994,0.0,1138.400024,,1985.0,553.099976,1272.0,250.600006,-90.699997,242.199997,,,,,3612.5,1424.900024,,,0.0,2584.199951,1858.0,1410.199951,447.800049,,726.199951,4009.099976,,677.299988,677.299988,,,,234.600006,,,,,1026.699982,,,,1026.699982,1938.599976,1405.400024,,,,1549.900024,,,1549.900024,2955.300049,4893.900024,0.0,2230.800049,,,-793.099976,1481.699951,-191.699982,2727.700043,0.0,2727.700043,7621.600067,
12/31/2008,7482.9,370.3,370.3,0.0,1048.9,,1974.7,595.7,1253.6,225.2,-99.8,274.4,,,,,3668.3,1391.4,2963.9,-1572.5,0.0,2423.2,1793.0,1390.2,402.8,,630.2,3814.6,,646.4,646.4,,,,159.0,158.5,0.5,0.5,,1035.9,,,,1035.9,1841.3,1410.4,1404.3,6.1,6.1,2139.9,,,2139.9,3550.3,5391.6,0.0,2243.4,,,-793.2,1619.2,-978.1,2091.3,0.0,2091.3,7482.9,
03/31/2009,7861.7,665.1,665.1,0.0,1140.7,,2048.2,622.7,1290.9,230.6,-96.0,234.6,5.2,91.3,43.7,38.7,4088.6,1368.4,,,0.0,2404.7,1770.3,1379.7,390.6,0.6,537.3,3773.1,,1625.2,679.1,26.2,,919.9,156.4,156.4,,,,24.9,,193.1,27.7,0.0,1806.5,1707.6,1707.6,,,2062.6,-80.0,1293.9,627.9,3770.2,5576.7,0.0,2264.8,722.2,1542.6,-799.6,1757.6,-996.2,2226.6,58.4,2285.0,7861.7,
06/30/2009,8027.5,619.4,619.4,0.0,1138.7,,2125.7,652.0,1327.8,246.3,-100.4,214.9,53.2,92.3,18.0,37.2,4098.7,1389.7,,,0.0,2539.1,1839.4,1415.9,423.5,0.6,553.6,3928.8,,1622.3,651.2,74.8,,896.3,40.9,40.9,,,,25.0,,74.3,92.7,0.0,1688.2,1708.2,1708.2,,,1919.8,-35.5,1163.9,624.4,3628.0,5316.2,0.0,2279.1,722.9,1556.2,-800.2,1903.3,-732.2,2650.0,61.3,2711.3,8027.5,
09/30/2009,8273.4,789.6,789.6,0.0,1127.8,,2181.9,653.0,1382.1,241.7,-94.9,226.5,72.8,93.7,18.0,37.6,4325.8,1390.8,,,0.0,2556.8,1834.7,1423.1,411.6,0.7,554.9,3947.6,,1607.8,562.6,96.1,,949.1,37.2,36.7,,,0.5,25.0,,51.8,131.3,0.0,1670.0,1708.7,1708.7,,,1951.1,-27.6,1160.4,635.2,3659.8,5329.8,0.0,2302.6,724.8,1577.8,-800.9,2017.1,-638.8,2880.0,63.6,2943.6,8273.4,
12/31/2009,8741.4,811.0,811.0,0.0,1073.2,,2290.4,667.6,1485.6,225.6,-88.4,239.8,70.9,16.7,15.0,34.1,4414.4,1451.2,3172.4,-1721.2,0.0,2875.8,2220.2,1587.0,633.2,0.8,567.2,4327.0,,1585.7,547.8,0.5,,1037.4,3.6,3.1,0.5,0.5,0.0,23.8,0.0,39.6,257.2,0.0,1613.1,2008.1,2001.9,6.2,6.2,2152.6,-22.6,1209.8,668.6,4160.7,5773.8,0.0,2323.2,726.2,1597.0,-817.0,2088.0,-673.2,2921.0,46.6,2967.6,8741.4,
03/31/2010,8727.9,778.4,778.4,0.0,1159.9,,2339.2,664.2,1553.2,226.4,-104.6,230.6,43.3,16.8,0.0,36.9,4508.1,1418.9,,,0.0,2800.9,2176.5,1571.6,604.9,0.9,563.4,4219.8,,1645.3,607.6,14.7,,1023.0,4.8,4.8,,,,23.9,,54.3,269.8,0.0,1674.0,2007.3,2007.3,,,2047.9,-30.1,1110.1,643.8,4055.2,5729.2,0.0,2380.2,733.5,1646.7,-859.8,2165.1,-735.4,2950.1,48.6,2998.7,8727.9,
06/30/2010,8791.5,866.4,866.4,0.0,1132.6,,2386.3,638.5,1632.9,229.2,-114.3,210.4,11.0,16.1,0.0,31.9,4595.7,1401.5,,,0.0,2794.3,2201.9,1584.8,617.1,0.9,564.4,4195.8,,1672.1,562.8,36.5,,1072.8,22.0,22.0,,,,23.9,,99.4,261.2,0.0,1718.0,2007.9,2007.9,,,2053.9,-47.8,1095.3,645.8,4061.8,5779.8,0.0,2415.9,736.2,1679.7,-889.6,2289.8,-844.7,2971.4,40.3,3011.7,8791.5,
09/30/2010,9664.0,1351.3,1351.3,0.0,1195.9,,2358.3,699.0,1754.5,220.0,-315.2,223.4,44.2,17.1,0.0,38.4,5128.9,1437.6,,,0.0,3097.5,2452.4,1763.0,689.4,1.0,582.8,4535.1,,1607.1,581.2,48.2,,977.7,274.1,274.1,,,,24.1,,31.9,296.2,0.0,1905.3,2353.0,2353.0,,,2061.3,-20.5,1092.6,661.1,4414.3,6319.6,0.0,2443.6,737.7,1705.9,-903.8,2415.6,-651.9,3303.5,40.9,3344.4,9664.0,
12/31/2010,9271.6,798.9,798.9,0.0,1102.7,,2449.4,692.8,1866.1,224.4,-333.9,320.1,44.6,16.4,93.7,47.8,4671.1,1521.5,3365.4,-1843.9,0.0,3079.0,2438.0,1762.2,675.8,0.7,579.3,4600.5,,1558.7,514.0,34.0,,1010.7,5.6,4.1,1.5,1.5,,28.1,0.0,34.3,431.2,0.0,1592.4,2352.8,2339.6,13.2,13.2,1938.6,-22.7,853.6,642.2,4291.4,5883.8,0.0,2492.3,741.1,1751.2,-996.5,2527.2,-676.1,3346.9,40.9,3387.8,9271.6,
03/31/2011,9597.4,811.1,811.1,0.0,1267.7,,2564.5,710.2,1977.1,223.8,-346.6,255.4,77.1,16.8,7.5,45.9,4898.7,1477.5,3380.2,-1902.7,0.0,3221.2,2446.0,1773.5,672.5,,681.3,4698.7,,1658.6,647.8,30.4,,980.4,6.6,6.6,,,,28.4,,16.7,460.3,0.0,1693.6,2352.7,2352.7,,,1931.2,-11.9,820.8,645.3,4283.9,5977.5,0.0,2544.6,746.2,1798.4,-1093.1,2685.1,-558.7,3577.9,42.0,3619.9,9597.4,
06/30/2011,10256.3,518.0,518.0,0.0,1468.5,,2687.3,760.7,2123.5,223.3,-420.2,259.6,82.3,17.3,3.0,41.0,4933.4,1547.4,3486.6,-1939.2,0.0,3775.5,2970.1,1993.7,976.4,,705.8,5322.9,,1881.3,710.6,69.5,,1101.2,37.5,37.5,,,,31.0,,10.7,597.8,0.0,1949.8,2384.6,2384.6,,,2073.6,-8.4,793.0,680.5,4458.2,6408.0,0.0,2569.4,747.1,1822.3,-1097.3,2824.9,-485.0,3812.0,36.3,3848.3,10256.3,
09/30/2011,10245.7,571.8,571.8,0.0,1421.0,,2791.8,761.4,2268.1,230.2,-467.9,227.1,22.2,15.9,0.0,45.7,5011.7,1552.3,3489.3,-1937.0,0.0,3681.7,2944.5,1993.5,951.0,,699.1,5234.0,,1921.4,715.4,158.8,,1047.2,14.6,14.6,,,,30.0,,37.3,570.9,0.0,1966.0,2391.7,2391.7,,,2056.4,-15.1,786.2,677.1,4448.1,6414.1,0.0,2597.4,748.1,1849.3,-1098.2,2989.3,-692.5,3796.0,35.6,3831.6,10245.7,
12/31/2011,10713.7,987.0,987.0,0.0,1343.2,,2876.6,753.7,2360.6,220.8,-458.5,257.8,19.8,36.4,0.0,44.2,5464.6,1633.2,3574.1,-1940.9,0.0,3615.9,2908.2,1991.0,917.2,0.4,651.1,5249.1,,2025.7,768.8,91.9,0.0,1165.0,26.6,25.0,1.6,1.6,,23.3,0.0,42.1,560.5,0.0,2075.6,2374.4,2352.3,22.1,22.1,2525.2,-16.0,1190.5,748.1,4899.6,6975.2,0.0,2619.3,748.6,1870.7,-1098.3,3190.3,-1011.2,3700.1,38.4,3738.5,10713.7,
03/31/2012,10923.9,704.1,704.1,0.0,1528.4,,3061.6,798.2,2507.0,228.0,-471.6,291.7,33.2,36.5,0.0,47.5,5585.8,1667.0,3659.8,-1992.8,0.0,3671.1,2926.2,2007.1,919.1,,675.2,5338.1,,2063.0,869.3,126.3,,1067.4,21.1,21.1,,,,23.9,,17.7,600.6,0.0,2108.0,2362.3,2362.3,,,2422.0,-6.1,1060.8,749.0,4784.3,6892.3,0.0,2664.9,752.5,1912.4,-1118.2,3341.5,-895.9,3992.3,39.3,4031.6,10923.9,
