Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,2661.9,555.4,555.4,0.0,1082.9,1023.6,883.1,140.5,-1419.1,,787.1,632.0,-911.4,911.4,911.4,,331.4,,-79.1,0.0,252.3,-56.7,195.6,0.0,0.0,0.0,195.6,0.0,195.6,,0.0,195.6,110.655,-84.945,316.360151,0.62,0.62,0.349775,323.378708,0.6,0.6,0.33732,
03/31/2011,2718.0,568.0,568.0,0.0,1193.0,957.0,818.0,139.0,-1449.0,,835.0,614.0,-768.0,768.0,768.0,,501.0,,-72.0,0.0,429.0,-115.0,314.0,0.0,0.0,0.0,314.0,0.0,314.0,,0.0,314.0,295.0,-19.0,315.014084,1.0,1.0,0.936466,322.864332,0.97,0.97,0.911152,
06/30/2011,2807.0,594.0,594.0,0.0,1172.0,1041.0,900.0,141.0,-1652.0,,1027.0,625.0,-674.0,674.0,674.0,0.0,481.0,,-72.0,0.0,409.0,-105.0,304.0,0.0,0.0,0.0,304.0,0.0,304.0,0.0,0.0,304.0,284.0,-20.0,311.391263,0.98,0.98,0.912036,319.915069,0.95,0.95,0.887483,
09/30/2011,2547.0,559.0,559.0,0.0,988.0,1000.0,864.0,136.0,-1289.0,,664.0,625.0,-1024.0,1024.0,1024.0,0.0,234.0,,-79.0,0.0,155.0,6.0,161.0,8.0,8.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,87.0,-74.0,304.779641,0.5,0.528251,0.285452,311.997683,0.47,0.495641,0.25846,
12/31/2011,2568.0,573.0,573.0,0.0,1005.0,990.0,854.0,136.0,-1443.0,,815.0,628.0,-797.0,797.0,797.0,-747.0,-419.0,,-70.0,0.0,-489.0,-52.0,-541.0,0.0,0.0,0.0,-541.0,0.0,-541.0,0.0,0.0,-541.0,84.0,625.0,297.894635,-1.82,-1.82,0.281979,303.354826,-1.82,-1.82,0.240294,
03/31/2012,2710.0,589.0,589.0,0.0,1081.0,1040.0,903.0,137.0,-1478.0,,853.0,625.0,-856.0,856.0,856.0,,376.0,,-68.0,0.0,308.0,-64.0,244.0,1.0,1.0,0.0,243.0,0.0,243.0,0.0,0.0,243.0,148.0,-96.0,289.055925,0.84,0.844127,0.512012,295.909668,0.82,0.823379,0.498956,
06/30/2012,2898.0,630.0,630.0,0.0,1240.0,1028.0,885.0,143.0,-1560.0,,943.0,617.0,-828.0,828.0,828.0,,510.0,,-68.0,0.0,442.0,-121.0,321.0,0.0,0.0,0.0,321.0,0.0,321.0,0.0,0.0,321.0,343.0,22.0,282.085602,1.14,1.14,1.215943,289.96054,1.09,1.09,1.165872,
09/30/2012,2954.0,606.0,606.0,0.0,1216.0,1132.0,990.0,142.0,-1421.0,,810.0,611.0,-1047.0,1047.0,1047.0,0.0,486.0,,-68.0,0.0,418.0,-18.0,400.0,-28.0,-28.0,0.0,428.0,0.0,428.0,0.0,0.0,428.0,413.0,13.0,277.883878,1.54,1.44,1.486232,284.650212,1.51,1.41,1.27,
12/31/2012,2973.0,637.0,637.0,0.0,1237.0,1099.0,957.0,142.0,-1552.0,,937.0,615.0,-951.0,951.0,951.0,,470.0,,-70.0,0.0,400.0,-80.0,320.0,0.0,0.0,0.0,320.0,0.0,320.0,0.0,0.0,320.0,332.0,12.0,273.675168,1.17,1.17,1.213117,281.137972,1.14,,1.1,
03/31/2013,2844.0,654.0,654.0,0.0,1096.0,1094.0,958.0,136.0,-1580.0,,958.0,622.0,-895.0,895.0,895.0,,369.0,,-64.0,0.0,305.0,-66.0,239.0,0.0,0.0,0.0,239.0,0.0,239.0,0.0,0.0,239.0,165.0,-74.0,270.265766,0.89,0.89,0.61051,278.592099,0.86,0.86,0.594379,
06/30/2013,2999.0,674.0,674.0,0.0,1196.0,1129.0,983.0,146.0,-1618.0,,991.0,627.0,-898.0,898.0,898.0,,483.0,,-65.0,0.0,418.0,-101.0,317.0,0.0,0.0,0.0,317.0,0.0,317.0,0.0,0.0,317.0,286.0,-31.0,266.367162,1.19,1.19,1.073706,275.658348,1.15,1.15,1.037542,
09/30/2013,3009.0,672.0,672.0,0.0,1152.0,1185.0,1032.0,153.0,-1572.0,,945.0,627.0,-928.0,928.0,928.0,0.0,509.0,,-67.0,0.0,442.0,-105.0,337.0,0.0,0.0,0.0,337.0,0.0,337.0,0.0,0.0,337.0,281.0,-56.0,263.546308,1.28,1.28,1.066226,273.694008,1.23,1.23,1.066226,
12/31/2013,3122.0,687.0,687.0,0.0,1181.0,1254.0,1095.0,159.0,-1607.0,,968.0,639.0,-980.0,980.0,980.0,,535.0,,-68.0,0.0,467.0,-116.0,351.0,0.0,0.0,0.0,351.0,0.0,351.0,0.0,0.0,351.0,296.0,-55.0,262.455018,1.34,1.34,1.127812,272.762275,1.29,,1.127812,
03/31/2014,3176.0,739.0,739.0,0.0,1190.0,1247.0,1098.0,149.0,-1711.0,,1078.0,633.0,-971.0,971.0,971.0,,494.0,,-67.0,0.0,427.0,-98.0,329.0,0.0,0.0,0.0,329.0,0.0,329.0,0.0,-1.0,328.0,288.0,-40.0,262.738542,1.25,1.25,1.096147,272.115004,1.21,1.21,1.096147,
06/30/2014,3282.0,755.0,755.0,0.0,1242.0,1285.0,1134.0,151.0,-1715.0,,1079.0,636.0,-963.0,963.0,963.0,,604.0,,-67.0,0.0,537.0,-139.0,398.0,0.0,0.0,0.0,398.0,0.0,398.0,0.0,0.0,398.0,388.0,-10.0,262.27167,1.52,1.52,1.479382,268.935567,1.48,1.48,1.479382,
09/30/2014,3411.0,741.0,741.0,0.0,1301.0,1369.0,1216.0,153.0,-1748.0,,1117.0,631.0,-995.0,995.0,995.0,,668.0,,-67.0,0.0,601.0,-162.0,439.0,0.0,0.0,0.0,439.0,0.0,439.0,0.0,-2.0,437.0,474.0,37.0,260.371956,1.69,1.69,1.820473,266.785111,1.65,1.65,1.788688,
12/31/2014,3686.0,753.0,753.0,0.0,1126.0,1807.0,1224.0,583.0,-2035.0,,1403.0,632.0,-1150.0,1150.0,1150.0,,501.0,,-67.0,0.0,434.0,-87.0,347.0,-1.0,-1.0,0.0,348.0,0.0,348.0,0.0,0.0,348.0,411.9,64.9,258.183573,1.35,1.344005,1.595376,263.019609,1.32,1.316198,1.562948,
03/31/2015,3304.0,790.0,790.0,0.0,1139.0,1375.0,1222.0,153.0,-1861.0,,1236.0,625.0,-1013.0,1013.0,1013.0,,430.0,,-68.0,0.0,362.0,-62.0,300.0,0.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,300.0,232.0,-68.0,255.49565,1.17,1.17,0.908039,260.561704,1.15,1.15,0.889025,
06/30/2015,3381.0,782.0,782.0,0.0,1197.0,1402.0,1239.0,163.0,-1849.0,,1220.0,629.0,-1014.0,1014.0,1014.0,,518.0,,-69.0,0.0,449.0,-105.0,344.0,0.0,0.0,0.0,344.0,0.0,344.0,0.0,0.0,344.0,332.654209,-11.345791,251.849316,1.37,1.37,1.320846,255.1403,1.35,1.35,1.305531,
09/30/2015,3716.0,825.0,825.0,0.0,1281.0,1610.0,1469.0,141.0,-1949.0,,1327.0,622.0,-1432.0,1432.0,1432.0,,335.0,,-67.0,0.0,268.0,-41.0,227.0,0.0,0.0,0.0,227.0,0.0,227.0,0.0,0.0,227.0,165.0,-62.0,249.227641,0.91,0.91,0.662045,253.210611,0.87,0.87,0.625145,
12/31/2015,3172.0,848.0,848.0,0.0,1060.0,1264.0,1116.0,148.0,-1894.0,,1262.0,632.0,-859.0,859.0,859.0,0.0,419.0,,-68.0,0.0,351.0,-68.0,283.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,0.0,283.0,382.0,99.0,248.245614,1.14,1.14,1.538799,248.9,1.14,1.14,1.53775,
03/31/2016,3243.0,816.0,816.0,0.0,1058.0,1369.0,1235.0,134.0,-1964.0,,1331.0,633.0,-976.0,976.0,976.0,,303.0,,-68.0,0.0,235.0,-27.0,208.0,0.0,0.0,0.0,208.0,0.0,208.0,0.0,0.0,208.0,110.0,-98.0,241.676363,0.86,0.86,0.455154,245.121179,0.82,0.82,0.420198,
06/30/2016,3307.0,728.0,728.0,0.0,1154.0,1425.0,1288.0,137.0,-1847.0,,1208.0,639.0,-978.0,978.0,978.0,0.0,482.0,,-68.0,0.0,414.0,-89.0,325.0,0.0,0.0,0.0,325.0,0.0,325.0,0.0,0.0,325.0,259.0,-66.0,236.463183,1.37,1.37,1.095308,239.896939,1.35,1.35,1.095308,
09/30/2016,3525.0,708.0,708.0,0.0,1296.0,1521.0,1376.0,145.0,-1564.0,,922.0,642.0,-1283.0,1283.0,1283.0,0.0,678.0,,-66.0,0.0,612.0,-145.0,467.0,0.0,0.0,0.0,467.0,0.0,467.0,0.0,0.0,467.0,441.0,-26.0,231.041085,2.02,2.02,1.908751,233.662031,2.0,2.0,1.888728,
12/31/2016,3254.0,736.0,736.0,0.0,1027.0,1491.0,1345.0,146.0,-1880.0,,1230.0,650.0,-1041.0,1041.0,1041.0,-8.0,325.0,,-129.0,0.0,196.0,-6.0,190.0,0.0,0.0,0.0,190.0,0.0,190.0,0.0,0.0,190.0,409.0,219.0,227.652496,0.83,0.83,1.796598,230.913849,0.82,0.82,1.768406,
03/31/2017,3500.0,807.0,807.0,0.0,1199.0,1494.0,1354.0,140.0,-1937.0,,1290.0,647.0,-1015.0,1015.0,1015.0,-9.0,539.0,,-64.0,0.0,475.0,-40.0,435.0,0.0,0.0,0.0,435.0,0.0,435.0,0.0,0.0,435.0,338.0,-97.0,225.619803,1.93,1.93,1.498095,230.103505,1.89,1.89,1.468451,
06/30/2017,3577.0,801.0,801.0,0.0,1252.0,1524.0,1393.0,131.0,-1933.0,,1287.0,646.0,-1034.0,1034.0,1034.0,-14.0,596.0,,-63.0,0.0,533.0,-122.0,411.0,0.0,0.0,0.0,411.0,0.0,411.0,0.0,0.0,411.0,419.0,8.0,223.555299,1.84,1.84,1.874257,227.313882,1.81,1.81,1.845194,
09/30/2017,3511.0,774.0,774.0,0.0,1183.0,1554.0,1401.0,153.0,-1908.0,,1261.0,647.0,-1020.0,1020.0,1020.0,-10.0,573.0,,-63.0,0.0,510.0,-92.0,418.0,0.0,0.0,0.0,418.0,0.0,418.0,0.0,0.0,418.0,454.0,36.0,220.813693,1.89,1.89,2.056032,223.872016,1.87,1.87,2.030806,
12/31/2017,3669.0,874.0,874.0,0.0,1186.0,1609.0,1471.0,138.0,-1972.0,,1322.0,650.0,-1107.0,1107.0,1107.0,-915.0,-325.0,,-63.0,0.0,-388.0,1203.0,815.0,0.0,0.0,0.0,815.0,0.0,815.0,0.0,0.0,815.0,2864.25,2049.25,218.525953,3.729534,3.729534,13.107139,223.594517,3.644991,3.644991,12.810019,
03/31/2018,3609.0,777.0,777.0,0.0,1245.0,1587.0,1456.0,131.0,-2011.0,,1358.0,653.0,-1057.0,1057.0,1057.0,-15.0,526.0,,-91.0,0.0,435.0,-68.0,367.0,0.0,0.0,0.0,367.0,0.0,367.0,0.0,0.0,367.0,409.0,42.0,218.368994,1.68,1.68,1.872977,222.287572,1.64,1.64,1.828944,
06/30/2018,4020.0,1165.0,1165.0,0.0,1225.0,1630.0,1470.0,160.0,-2308.0,,1661.0,647.0,-1177.0,1177.0,1177.0,-16.0,519.0,,-68.0,0.0,451.0,-66.0,385.0,0.0,0.0,0.0,385.0,0.0,385.0,0.0,0.0,385.0,454.0,69.0,217.997297,1.76,1.76,2.082595,221.604586,1.7,1.7,2.011365,
09/30/2018,4264.0,1323.0,1323.0,0.0,1216.0,1725.0,1550.0,175.0,-2278.0,,1626.0,652.0,-1367.0,1367.0,1367.0,-18.0,601.0,,-69.0,0.0,532.0,-42.0,490.0,0.0,0.0,0.0,490.0,0.0,490.0,0.0,0.0,490.0,510.0,20.0,215.901268,2.27,2.27,2.362191,218.469229,2.24,2.24,2.331546,
12/31/2018,4531.0,1336.0,1336.0,0.0,1540.0,1655.0,1511.0,144.0,-2805.0,,2142.0,663.0,-1162.0,1162.0,1162.0,-28.0,536.0,,-69.0,0.0,467.0,-68.0,399.0,0.0,0.0,0.0,399.0,0.0,399.0,0.0,-12.0,387.0,463.0,76.0,211.553516,1.829324,1.829324,2.188572,214.970179,1.8,1.8,2.153537,
03/31/2019,3965.0,1446.0,1446.0,0.0,889.0,1630.0,1475.0,155.0,-2435.0,,1757.0,678.0,-1176.0,1176.0,1176.0,-15.0,339.0,,-71.0,0.0,268.0,-16.0,252.0,0.0,0.0,0.0,252.0,0.0,252.0,0.0,0.0,252.0,441.0,189.0,204.290759,1.23,1.23,2.158688,205.961663,1.22,1.22,2.137647,
06/30/2019,4310.0,1398.0,1398.0,0.0,1238.0,1674.0,1517.0,157.0,-2532.0,,1852.0,680.0,-1272.0,1272.0,1272.0,-15.0,491.0,,-70.0,0.0,421.0,-58.0,363.0,0.0,0.0,0.0,363.0,0.0,363.0,0.0,0.0,363.0,478.0,115.0,201.498137,1.8,1.8,2.37223,202.905913,1.79,1.79,2.356765,
09/30/2019,4638.0,1325.0,1325.0,0.0,1224.0,2089.0,1934.0,155.0,-3207.0,,2502.0,705.0,-1552.0,1552.0,1552.0,-16.0,-137.0,,-113.0,0.0,-250.0,89.0,-161.0,0.0,0.0,0.0,-161.0,0.0,-161.0,0.0,0.0,-161.0,-46.0,115.0,199.200811,-0.81,-0.81,-0.230923,201.561178,-0.83,-0.83,-0.259454,
12/31/2019,4344.0,1344.0,1344.0,0.0,1262.0,1738.0,1572.0,166.0,-2485.0,,1768.0,717.0,-1288.0,1288.0,1288.0,-18.0,553.0,,-72.0,0.0,481.0,-50.0,431.0,0.0,0.0,0.0,431.0,0.0,431.0,0.0,-1.0,430.0,481.0,51.0,197.534951,2.18,2.18,2.435012,200.005404,2.15,2.15,2.404993,
03/31/2020,4425.0,1373.0,1373.0,0.0,1351.0,1701.0,1539.0,162.0,-3226.0,,2501.0,725.0,-1085.0,1085.0,1085.0,-12.0,102.0,,-68.0,0.0,34.0,18.0,52.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,-23.0,29.0,442.0,413.0,195.076797,0.15,0.15,2.265774,197.264842,0.15,0.15,2.243632,
06/30/2020,3517.0,1342.0,1342.0,0.0,525.0,1650.0,1458.0,192.0,-2457.0,,1725.0,732.0,-1123.0,1123.0,1123.0,-14.0,-77.0,,-84.0,0.0,-161.0,67.0,-94.0,0.0,0.0,0.0,-94.0,0.0,-94.0,0.0,0.0,-94.0,187.0,281.0,193.228547,-0.49,-0.49,0.967766,193.776452,-0.49,-0.49,0.960125,
09/30/2020,4565.0,,,,,,,,,,,,,,,,412.0,,,,502.0,,359.333,,,,,,359.333,,,359.333,462.444,,,2.142,2.142,2.283,,2.142,2.142,2.283,
12/31/2020,4556.667,,,,,,,,,,,,,,,,429.0,,,,495.0,,418.5,,,,,,418.5,,,418.5,455.444,,,2.137,2.137,2.293,,2.137,2.137,2.293,
