Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2016,30253,870,870,0,2080,2080.0,0.0,,0.0,0.0,0.0,0.0,0.0,10842,131.0,0.0,,,97.0,10532.0,13792,839,1481.0,-642.0,0.0,15622,14781,10413.0,4368.0,15.0,488.0,,338,16461,,208,117.0,91.0,,0.0,508.0,0.0,,,,508.0,12654,0.0,51.0,864.0,10212,13370,3357,3303.0,54.0,54.0,,3292,0.0,1321.0,111.0,945,6649,20019,0.0,10596,0.04177,10595.95823,-99,1452.0,-1884,10065,169.0,10234,30253,
03/31/2017,32232,901,901,0,2307,2307.0,0.0,,0.0,0.0,0.0,0.0,0.0,12587,,,,,,12587.0,15795,863,,,0.0,15574,14687,10442.0,4245.0,,536.0,,351,16437,,179,,179.0,,,120.0,0.0,,,,120.0,14286,,,799.0,13017,14585,3975,3975.0,,,,3215,,1286.0,,1130,7190,21775,0.0,10628,0.041319,10627.958681,-3,1561.0,-1908,10278,179.0,10457,32232,
06/30/2017,32774,852,852,0,2288,2288.0,0.0,,0.0,0.0,0.0,0.0,0.0,13093,,,,,,13093.0,16233,895,,,0.0,15646,14665,10509.0,4156.0,,595.0,,386,16541,,0,,,,,85.0,0.0,,,,85.0,14944,,15.0,823.0,13633,15029,4097,4097.0,,,,3204,,1271.0,124.0,971,7301,22330,0.0,10658,0.04106,10657.95894,-21,1402.0,-1776,10263,181.0,10444,32774,
09/30/2017,32272,912,912,0,2155,2155.0,0.0,,0.0,0.0,0.0,0.0,0.0,12624,162.0,,0.0,,139.0,12299.0,15691,937,,,0.0,15644,14563,10529.0,4034.0,15.0,649.0,,417,16581,,0,,,,,85.0,0.0,,,,85.0,14471,,7.0,856.0,12999,14556,4493,4493.0,,,,3142,,1207.0,127.0,945,7635,22191,0.0,10501,0.040434,10500.959566,-40,1130.0,-1676,9915,166.0,10081,32272,
12/31/2017,32458,1030,1030,0,2246,2246.0,0.0,,0.0,0.0,0.0,0.0,0.0,12585,132.0,0.0,,,170.0,12208.0,15861,985,1862.0,-877.0,0.0,15612,14401,10519.0,3882.0,18.0,764.0,,429,16597,,90,,90.0,,0.0,85.0,0.0,,,,85.0,14580,0.0,5.0,615.0,12222,14755,4450,4402.0,48.0,48.0,,2976,0.0,1259.0,135.0,962,7426,22181,0.0,10538,0.040267,10537.959733,-3,1104.0,-1513,10126,151.0,10277,32458,
03/31/2018,34212,954,954,0,2600,2600.0,0.0,,0.0,0.0,0.0,0.0,0.0,14052,,,,,,14052.0,17606,926,,,0.0,15680,14316,10555.0,3761.0,,832.0,,532,16606,,0,,,,,85.0,0.0,,,,85.0,15719,,,711.0,14480,15804,4507,4507.0,,,,3071,,1230.0,136.0,994,7578,23382,0.0,10548,0.0404,10547.9596,-3,1557.0,-1430,10672,158.0,10830,34212,
06/30/2018,34213,911,911,0,2394,2394.0,0.0,,0.0,0.0,0.0,0.0,0.0,14584,,,,,,14584.0,17889,924,,,0.0,15400,14030,10468.0,3562.0,,902.0,,468,16324,,0,,,,,85.0,0.0,,,,85.0,16297,,93.0,691.0,14940,16382,4589,4589.0,,,,2868,,1185.0,137.0,762,7457,23839,0.0,10566,0.039837,10565.960163,-3,1270.0,-1605,10228,146.0,10374,34213,
09/30/2018,33041,931,931,0,2132,2132.0,0.0,,0.0,0.0,0.0,0.0,0.0,13693,164.0,,0.0,,201.0,13307.0,16756,944,,,0.0,15341,13886,10457.0,3429.0,16.0,955.0,,484,16285,,0,,,,,186.0,0.0,,,,186.0,15369,,102.0,678.0,13904,15555,4498,4498.0,,,,2798,,1087.0,138.0,793,7296,22851,0.0,10577,0.039588,10576.960412,-3,1102.0,-1627,10049,141.0,10190,33041,
12/31/2018,32385,1033,1033,0,1702,1702.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,13329,136.0,,,,61.0,13048.0,16420,942,1710.0,-768.0,0.0,15023,13783,10465.0,3318.0,14.0,773.0,,453,15965,,129,,129.0,,0.0,186.0,0.0,,,,186.0,14986,,90.0,559.0,12767,15301,4389,4360.0,29.0,29.0,,2698,0.0,1170.0,125.0,754,7087,22388,0.0,10615,0.039286,10614.960714,-3,1201.0,-1961,9852,145.0,9997,32385,
03/31/2019,35893,992,992,0,1847,1847.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,15538,,,,,,15538.0,19020,1903,,,0.0,14970,13643,10456.0,3187.0,,833.0,,494,16873,,0,,,,,345.0,0.0,158.0,,158.0,187.0,17309,,,544.0,16069,17654,5479,4490.0,989.0,28.0,961.0,2518,,1135.0,132.0,707,7997,25651,0.0,10630,0.039374,10629.960626,-3,1439.0,-1974,10092,150.0,10242,35893,
06/30/2019,35166,812,812,0,1865,1865.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,15258,,,,,,15258.0,18333,1897,,,0.0,14936,13509,10454.0,3055.0,,886.0,,541,16833,,0,,,,,344.0,0.0,157.0,3.0,154.0,187.0,16860,,,532.0,15416,17204,5225,4260.0,965.0,24.0,941.0,2505,,1125.0,137.0,711,7730,24934,0.0,10644,0.039305,10643.960695,-3,1442.0,-1993,10090,142.0,10232,35166,
09/30/2019,35703,867,867,0,1638,1638.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,14512,152.0,,,,179.0,14151.0,17400,1922,,,0.0,16381,14748,11187.0,3561.0,12.0,932.0,,689,18303,,165,,165.0,,,635.0,0.0,151.0,,151.0,484.0,15936,,,690.0,14398,16736,6338,5355.0,983.0,26.0,957.0,2598,,1039.0,139.0,730,8936,25672,0.0,10667,0.039172,10666.960828,-3,1336.0,-2113,9887,144.0,10031,35703,
12/31/2019,35426,887,887,0,1831,1831.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,13885,145.0,0.0,,,56.0,13563.0,17037,2014,2910.0,-896.0,0.0,15407,14672,11194.0,3478.0,12.0,868.0,,823,17421,,138,,138.0,,0.0,480.0,0.0,164.0,,164.0,316.0,15452,0.0,89.0,526.0,13139,16070,6265,5276.0,989.0,25.0,964.0,2722,0.0,1324.0,150.0,633,8987,25057,0.0,10687,0.039216,10686.960784,-3,1792.0,-2227,10249,120.0,10369,35426,
03/31/2020,37727,898,898,0,1870,1870.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,16340,166.0,,,,52.0,16097.0,19550,1880,,,0.0,16297,14522,11162.0,3360.0,,915.0,,860,18177,,0,,,,,848.0,0.0,151.0,,,697.0,17776,,,501.0,16447,18624,6091,5177.0,914.0,,,2623,,1261.0,,861,8714,27338,0.0,10703,0.039227,10702.960773,-3,2009.0,-2446,10263,126.0,10389,37727,
06/30/2020,38110,1087,1087,0,1744,1744.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,16639,132.0,,,,46.0,16441.0,19922,1883,,,0.0,16305,14453,11196.0,3257.0,,975.0,,877,18188,,0,,,,,669.0,0.0,144.0,,,525.0,18350,,,575.0,16846,19019,5974,5068.0,906.0,,,2661,,1235.0,,851,8635,27654,0.0,10713,0.039238,10712.960762,-3,2015.0,-2390,10335,121.0,10456,38110,
