Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
08/28/2009,75.437,23.122,11.073,-0.709,,9.55,-10.259,41.951,32.893,-27.382,,36.44,0.0,-5.873,-5.922,0.616,0.616,0.0,-6.538,-6.538,0.0,0.0,0.0,0.0,-3.014,0.0,-3.014,0.0,3.063,-105.841,-4.728,-100.875,-26.325,-19.8,-54.75,-0.238,0.061,-0.299,0.0,-1.431,-37.708,,
11/27/2009,-9.966,29.695,10.655,6.168,,-6.575,12.743,-56.484,-113.328,32.725,,24.119,0.0,-4.114,-5.764,0.157,0.157,0.0,-5.921,-5.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,13.358,-4.734,20.15,0.0,0.0,20.15,-2.058,3.592,-5.65,0.0,1.382,0.66,,
02/28/2010,123.29,18.796,11.044,4.731,,5.135,-0.404,88.719,68.1,-2.78,,23.399,0.0,-4.944,-4.944,0.238,0.238,0.0,-5.182,-5.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.472,-4.722,-27.75,0.0,0.0,-27.75,3.0,3.022,-0.022,0.0,-1.488,87.386,,
05/28/2010,32.539,30.839,10.294,6.955,2.65,-0.535,4.84,-15.549,19.576,4.483,,-39.608,0.0,19.113,-5.41,0.555,0.555,0.0,-5.965,-5.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.523,0.333,-5.525,-0.25,0.0,0.0,-0.25,6.108,19.087,-12.979,0.0,-3.159,48.826,,
08/27/2010,56.008,8.532,10.169,19.776,3.611,11.153,5.012,21.142,24.703,-29.391,,25.83,0.0,-5.093,-5.721,2.442,2.442,0.0,-8.163,-8.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628,-107.654,-5.602,-99.0,-1.0,0.0,-98.0,-0.073,0.0,-0.073,-2.917,3.798,-52.941,,
11/26/2010,-30.806,32.163,9.873,0.705,3.474,-6.661,3.892,-70.073,-115.615,8.447,,37.095,0.0,-4.694,-4.694,0.838,0.838,0.0,-5.532,-5.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.452,-5.61,0.0,1.0,0.0,-1.0,0.357,0.744,-0.387,-0.261,1.017,-39.935,,
02/28/2011,122.058,15.484,10.712,18.176,3.282,24.685,-9.791,67.951,86.632,3.364,,-22.045,0.0,-1.116,-6.279,10.407,10.407,0.0,-16.686,-16.686,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,5.663,-4.419,-5.617,0.0,-1.0,0.0,1.0,1.219,1.301,-0.082,-0.021,5.416,121.939,,
05/27/2011,12.896,32.593,10.988,5.861,2.662,1.147,2.052,-36.546,-12.947,-18.75,,-4.849,0.0,-15.793,-9.801,0.024,0.024,0.0,-9.825,-9.825,0.0,0.0,0.0,0.0,-5.992,0.0,-5.992,0.0,0.0,-4.004,-6.062,0.0,0.0,0.0,0.0,2.058,12.0,-9.942,0.0,2.202,-4.699,,
08/26/2011,26.816,14.476,11.17,6.039,2.7,2.892,0.447,-4.869,21.156,-45.765,,19.74,0.0,-13.566,-18.066,2.543,2.543,0.0,-20.609,-20.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,-2.149,-6.114,0.0,0.0,0.0,0.0,-8.257,2.592,-10.849,12.222,-0.692,10.409,,
11/25/2011,-66.252,20.246,10.835,4.967,2.676,2.373,-0.082,-102.3,-130.507,33.576,,-5.369,0.0,-11.95,-12.043,6.479,6.479,0.0,-18.522,-18.522,0.0,0.0,0.0,0.0,0.093,0.0,0.093,0.0,0.0,-40.331,-5.97,0.0,0.0,0.0,0.0,-34.432,0.081,-34.513,0.071,-5.061,-123.594,,
02/29/2012,150.342,-10.117,10.673,74.118,2.944,8.979,62.195,75.668,126.793,7.618,,-58.743,0.0,-28.987,-28.987,0.264,0.264,0.0,-29.251,-29.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.425,-5.747,-49.992,0.0,225.0,-274.992,-27.155,0.0,-27.155,-7.531,3.554,34.484,,
05/25/2012,49.898,7.25,11.469,26.248,1.869,-3.913,28.292,4.931,-2.176,-7.161,,14.268,0.0,-72.973,-16.413,0.019,0.019,0.0,-16.432,-16.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.56,-47.06,-5.369,0.0,0.0,0.0,0.0,-40.542,0.0,-40.542,-1.149,-2.123,-72.258,,
08/24/2012,-1.018,-4.254,11.841,1.122,2.972,1.534,-3.384,-9.727,0.492,-44.507,,34.288,0.0,-28.536,-29.157,0.469,0.469,0.0,-29.626,-29.626,0.0,0.0,0.0,0.0,0.621,0.0,0.621,0.0,0.0,29.916,-5.071,55.0,0.0,176.35,-121.35,-20.571,0.0,-20.571,0.558,1.201,1.563,,
11/23/2012,-16.785,-0.809,12.785,13.287,5.937,3.188,4.162,-39.076,-99.679,12.563,,48.04,0.0,-36.359,-41.279,0.071,0.071,0.0,-41.35,-41.35,0.0,0.0,0.0,0.0,0.0,0.621,-0.621,0.0,4.92,53.999,-4.742,76.651,0.0,76.651,0.0,-18.418,0.0,-18.418,0.508,0.693,1.548,,
02/28/2013,130.669,47.731,13.31,29.666,2.937,26.721,0.008,39.962,91.543,7.547,,-59.128,0.0,-25.306,-26.447,0.294,0.294,0.0,-26.741,-26.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141,-78.857,-4.745,411.499,0.0,411.499,,-1.885,0.364,-2.249,-2.152,-3.738,22.768,,
05/31/2013,24.326,33.393,13.057,10.211,2.475,6.002,1.734,-32.335,-17.162,4.229,,-19.402,0.0,-15.228,-15.228,0.244,0.244,0.0,-15.472,-15.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.027,-4.784,-26.1,0.0,160.8,-186.9,0.247,0.247,0.0,-0.39,-0.133,-22.062,,
08/30/2013,9.743,-5.221,13.173,5.167,5.615,4.628,-5.076,-3.376,26.653,-53.83,,23.801,0.0,0.631,-16.456,0.049,0.049,0.0,-16.505,-16.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.087,-25.693,-4.83,318.05,0.0,383.486,-65.436,0.032,0.032,0.0,-338.945,0.222,-15.097,,
11/29/2013,-67.199,3.305,14.22,3.421,0.0,0.358,3.063,-88.145,-104.127,6.013,,9.969,0.0,-12.022,-12.022,1.337,1.337,0.0,-13.359,-13.359,0.0,12.105,12.105,0.0,0.0,0.0,0.0,0.0,-12.105,45.205,-18.195,63.4,16.1,-205.036,252.336,-4.487,0.0,-4.487,4.487,0.891,-33.125,,
02/28/2014,193.204,19.045,14.833,17.193,0.001,11.627,5.565,142.133,102.995,36.827,,2.311,0.0,-6.077,-8.739,0.022,0.022,0.0,-8.761,-8.761,0.0,-12.105,0.0,-12.105,0.0,0.0,0.0,0.0,14.767,-141.525,-57.225,-82.8,-16.1,385.736,-452.436,4.487,4.487,0.0,-5.987,2.586,48.188,,
