Date,P/E,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/29/1991,,497.462584,531.959361,481.635011,0.076299,2.346264,,0.744217,5.896698,8.198195,5.125,531.923485,
03/29/1992,,547.991869,573.923362,519.134863,0.084746,2.698658,,0.734204,5.712515,7.908164,5.625,519.416114,
06/28/1992,,511.729466,524.337488,474.046999,0.062489,4.379831,,0.73409,5.811345,8.153259,4.0,514.274999,
09/27/1992,,475.835112,490.223009,470.322124,0.070981,,,0.759171,6.288041,9.031989,4.0,536.175004,
12/27/1992,,519.844227,543.735131,487.587759,0.076308,,,0.775378,6.826393,10.379199,3.625,549.12188,
03/31/1993,,556.947241,568.404502,536.048375,0.099805,,,0.760552,6.851673,10.526494,3.875,536.040629,
06/27/1993,,530.042572,544.300754,522.273754,0.13249,143.950436,,0.763906,6.954946,10.708911,4.25,539.557761,
09/26/1993,,532.460614,542.311136,523.03751,0.115493,28.570213,,0.774909,7.147939,11.086457,3.625,535.730871,
12/31/1993,,524.26515,543.990996,510.950496,0.088904,7.583351,,0.777538,7.695865,12.095811,2.75,529.760234,
03/31/1994,,535.354708,551.787236,527.00686,0.100899,,,0.780616,7.733791,12.066011,3.125,532.533383,
06/26/1994,,522.413046,532.533383,509.995758,0.071712,,,0.737951,7.341554,11.327449,2.25,509.995758,
09/30/1994,,509.316328,515.502508,496.834993,0.061542,3.323576,,0.694059,6.72735,10.010174,2.0,496.834993,
12/31/1994,,495.687196,505.095119,488.574868,0.051219,1.759907,,0.666521,6.15475,8.589501,1.75,501.618258,
04/02/1995,,510.247145,515.385134,504.371634,0.070146,2.730279,,0.683875,6.182175,8.457369,2.25,515.611986,
06/30/1995,,523.721689,535.575986,516.590112,0.097796,3.293513,,0.706014,6.315931,8.504844,2.875,524.076998,
09/30/1995,,519.127443,529.780998,509.816998,0.090069,4.439757,,0.710289,6.349308,8.497234,2.375,514.567004,
12/31/1995,83.333332,507.732591,517.419004,500.307004,0.110523,3.192514,29.497074,0.733577,6.496893,8.786371,2.5,506.094987,
03/31/1996,93.749997,496.914733,503.842991,488.982987,0.076665,2.928308,,0.736996,6.657074,9.055653,1.875,504.399868,
06/30/1996,108.333332,525.485769,541.958494,503.842991,0.122022,3.149188,26.455284,0.76455,6.946232,9.470238,3.25,526.545238,
09/30/1996,85.0,527.378846,559.672263,517.877863,0.14769,4.972935,,0.814898,7.269037,9.853385,4.25,559.672263,
12/29/1996,15.217391,541.088339,559.672263,459.110503,0.11083,,,0.646999,5.488142,7.207386,3.5,459.110503,
03/31/1997,14.423077,460.818083,470.667003,447.554003,0.119049,7.605291,,0.655781,5.538596,7.219622,3.75,468.604006,
06/29/1997,16.105769,470.419691,480.180007,456.901258,0.130352,16.761046,,0.655026,5.512181,7.124028,4.1875,475.365003,
09/30/1997,24.074074,509.490788,536.139004,479.706003,0.199149,9.015443,,0.707064,6.166541,7.968936,6.5,528.324517,
12/29/1997,,500.442087,549.087015,402.635803,0.152076,5.357721,,0.554848,5.544206,7.525375,4.8125,402.592486,
03/31/1998,,403.267972,417.196428,395.35549,0.160069,11.822876,,0.600172,5.775512,7.758005,4.8125,413.757689,
06/30/1998,,406.529826,415.757006,399.273315,0.156932,7.280443,,0.631446,5.708746,7.628776,4.3125,402.906185,
09/30/1998,91.666709,384.067807,401.457748,362.349937,0.111938,9.057661,,0.672506,5.54709,7.374681,2.75,383.520261,
12/27/1998,13.357843,410.353178,484.910882,371.932761,,,,,,,6.8125,,
