Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,246.385,,,-119.829,,126.556,,-85.985,,,40.571,-1.697,,1.697,,15.287,-15.287,38.874,-10.076,28.798,-0.74,,,29.538,0.0,29.538,0.0,0.0,29.538,29.538,,10.610375,2.8,2.72,2.72,10.752375,2.72,2.64,2.64,
12/31/2005,256.936005,,,-60.554001,,196.382004,,-158.927994,,,37.453999,-1.914,,1.914,,-15.287,15.287,35.539999,-5.984,29.556,0.0,,,29.555998,0.0,29.556,0.0,0.0,29.556,29.556,,10.557625,2.8,2.8,2.8,10.557625,2.8,2.8,2.8,
03/31/2006,263.671997,,,-126.273003,,137.398994,,-89.764,,,47.634998,-1.947,,1.947,,0.0,0.0,45.687998,-14.753,30.934999,0.0,,,30.934998,0.0,30.934999,0.0,0.0,30.934999,30.934999,,10.546125,2.96,2.96,2.96,10.74475,2.88,2.88,2.88,
06/30/2006,292.912994,,,-138.654999,,154.257996,,-100.464996,,,53.792999,-1.975,,1.975,,0.0,0.0,51.817999,-15.112,36.706001,0.0,,,36.705999,0.0,36.706001,0.0,0.0,36.706001,36.706001,,10.590875,3.44,3.44,3.44,10.810375,3.36,3.36,3.36,
09/30/2006,296.431,,,-146.664001,,149.766998,,-105.804001,,,43.963001,-2.003,,2.003,,0.0,0.0,41.960001,-11.922,30.038,0.0,,,30.038001,0.0,30.038,0.0,0.0,30.038,30.038,,10.53725,2.88,2.88,2.88,10.724875,2.8,2.8,2.8,
12/31/2006,306.542999,,,-152.067001,,154.475998,,-115.166,,,39.310001,-2.003,2.003,2.003,,0.0,0.0,37.307001,-10.932,26.375,0.0,,,26.375001,0.0,26.375,0.0,0.0,26.375,26.375,,10.4725,2.48,2.48,2.48,10.643125,2.48,2.48,2.48,
03/31/2007,310.050995,,,-152.259995,,157.791,,-111.741997,,,46.049,-1.958,,1.958,,0.0,0.0,44.091,-14.252,29.839001,0.0,,,29.839,0.0,29.839001,0.0,0.0,29.839001,29.839001,,10.433625,2.88,2.88,2.88,10.599,2.8,2.8,2.8,
06/30/2007,333.259003,,,-165.598999,,167.660004,,-117.796997,,,49.862999,-1.983,,1.983,,0.0,0.0,47.879999,-15.521,32.359001,0.0,,,32.358999,0.0,32.359001,0.0,0.0,32.359001,32.359001,,10.36525,3.12,3.12,3.12,10.521125,3.04,3.04,3.04,
09/30/2007,341.580994,,,-170.352005,,171.228989,,-119.767998,,,51.460999,-2.202,,2.202,,0.0,0.0,49.258999,-14.967,34.292,0.0,,,34.291999,0.0,34.292,0.0,0.0,34.292,34.292,,10.311,3.36,3.36,3.36,10.431375,3.28,3.28,3.28,
12/31/2007,-827.354004,,,-175.697006,,-1003.05101,,-126.533997,,,1129.584961,-4.912,,4.912,,0.0,0.0,1124.672961,-33.741001,-1168.238037,0.249,,,1090.68296,0.0,-1168.487061,0.0,0.0,-1168.487061,-1168.487061,,10.3,-113.440002,-113.440002,2.0472,10.3,-113.440002,-113.440002,2.0472,
03/31/2008,17.062,,,-214.121002,,-197.059002,,-129.768005,,,-326.826996,-16.288,,14.789,,0.0,1.499,-343.114995,-17.74,-360.855011,0.0,,,-360.854995,0.0,-360.855011,-1.822,0.0,-362.677011,-362.677011,,10.30375,-35.200001,-35.200001,-35.056,10.30375,-35.200001,-35.200001,-35.056,
06/30/2008,286.088,,,-129.098,,156.99,,-140.765,,,16.225,7.195,24.008,24.008,,0.0,-31.203,23.42,-8.259,15.161,0.0,,,15.161,0.0,15.161,-23.994,0.0,-8.833,-8.833,,10.308,-0.88,-0.88,-0.88,10.308,-0.88,-0.88,-0.88,
09/30/2008,304.998993,,,-141.365005,,163.633987,,-127.030998,,,36.603001,-75.067001,27.834,27.834,,0.0,47.233002,-38.464001,-0.088,-38.551998,0.0,,,-38.552001,0.0,-38.551998,-24.995001,-2.533,-66.079999,-66.079999,,10.308,-6.4,-6.4,-6.4,10.308,-6.4,-6.4,-6.4,
12/31/2008,318.969,,,-125.409,,193.56,,-144.203,,,49.357,-28.389,28.389,28.389,,0.0,0.0,20.968,101.893,122.861,0.0,,,122.861,0.0,122.861,-25.782,0.0,97.079,97.079,,10.30825,3.76,3.76,5.44,10.30825,3.76,3.76,5.44,
03/31/2009,279.891,,279.891,-118.943,118.943,160.948,0.0,-121.504,14.362,107.142,39.444,-27.04,,27.04,,,0.0,12.404,-0.563,11.841,0.0,0.0,0.0,11.841,0.0,11.841,-25.718,-2.501,-16.378,-14.0055,2.3725,10.310375,-1.6,-1.6,-1.358392,10.310375,-1.6,-1.6,-1.369888,
06/30/2009,291.181,8.455,282.726,-122.118,122.118,169.063,0.0,-146.004,14.962,131.042,23.059,-26.649,,26.649,,,0.0,-3.59,0.273,-3.317,0.0,0.0,0.0,-3.317,0.0,-3.317,-27.116,-2.54,-32.973,-24.5204,8.4526,10.313,-3.2,-3.2,-2.377624,10.313,-3.2,-3.2,-2.380392,
09/30/2009,304.45,6.849,297.601,-128.727,128.727,175.723,0.0,-168.3,14.51,153.79,7.423,-26.127,26.127,26.127,0.0,,0.0,-18.704,0.4,-18.304,0.0,0.0,0.0,-18.304,0.0,-18.304,-28.277,-2.58,-49.161,-26.606,22.555,10.313125,-4.8,-4.8,-2.579816,10.313125,-4.8,-4.8,-2.612984,
12/31/2009,295.617,6.224,289.393,-128.679,128.679,166.938,0.0,-152.038,13.257,138.781,14.9,-27.332,28.095,28.095,0.0,,-0.763,-12.432,20.306,7.874,0.0,0.0,0.0,7.874,0.0,7.874,-29.168,-2.592,-23.886,-19.62525,4.26075,10.313125,-2.32,-2.32,-1.902936,10.313125,-2.32,-2.32,-1.906864,
03/31/2010,286.504,5.638,280.866,-122.614,122.614,163.89,0.0,-128.828,12.511,116.317,35.062,-22.015,24.407,24.407,0.0,,-2.392,13.047,-2.235,10.812,0.0,0.0,0.0,10.812,0.0,10.812,-29.369,-2.845,-21.402,-21.44035,-0.03835,10.329,-2.08,-2.08,-2.075744,10.329,-2.08,-2.08,-2.083712,
06/30/2010,283.897,6.253,277.644,-120.464,120.464,163.433,0.0,-126.655,11.876,114.779,36.778,-27.717,,27.44,,,0.277,9.061,-2.213,6.848,0.0,0.0,0.0,6.848,0.0,6.848,-32.646,0.0,-25.798,-23.6517,2.1463,10.40825,-2.48,-2.48,-2.2724,10.40825,-2.48,-2.48,-2.273792,
09/30/2010,292.887,4.393,288.494,-127.184,127.184,165.703,0.0,-127.229,11.497,115.732,38.474,-24.689,,24.689,,,0.0,13.785,-3.8,9.985,0.0,0.0,0.0,9.985,0.0,9.985,-31.981,-2.592,-24.588,-22.27075,2.31725,10.417,-2.4,-2.4,-2.13792,10.417,-2.4,-2.4,-2.177552,
12/31/2010,303.365,5.057,298.308,-131.234,131.234,172.131,0.0,-124.047,12.19,111.857,48.084,-25.597,,25.597,,,0.0,22.487,-6.331,16.156,0.0,0.0,0.0,16.156,0.0,16.156,-32.988,-2.604,-19.436,-28.6296,-9.1936,10.437375,-1.84,-1.84,-2.742992,10.437375,-1.84,-1.84,-2.742992,
03/31/2011,294.024,4.015,290.009,-129.2,129.2,164.824,0.0,-133.123,11.666,121.457,31.701,-20.613,20.613,20.613,0.0,,0.0,11.088,2.957,14.045,0.0,0.0,0.0,14.045,0.0,14.045,-33.209,-2.559,-21.723,-22.3734,-0.6504,10.45475,-2.08,-2.08,-2.140024,10.45475,-2.08,-2.08,-2.142208,
06/30/2011,309.953,5.879,304.074,-135.672,135.672,174.281,0.0,-140.023,11.879,128.144,34.258,-4.913,,22.873,,,-17.96,29.345,-2.941,26.404,0.0,0.0,0.0,26.404,0.0,26.404,-464.739,0.0,-438.335,-426.908,11.427,39.958625,-10.96,-10.96,-10.683752,39.958625,-10.96,-10.96,-10.683752,
09/30/2011,321.947,3.925,318.022,-141.109,141.109,180.838,0.0,-140.513,11.413,129.1,40.325,-23.004,,22.234,,,0.77,17.321,-1.487,15.834,0.0,0.0,0.0,15.834,0.0,15.834,,0.0,15.834,21.424,5.59,71.477625,0.24,0.24,0.299728,72.176,0.24,0.24,0.299728,
12/31/2011,321.845,3.092,318.753,-142.023,142.023,179.822,0.0,-143.589,11.093,132.496,36.233,-54.217,,20.445,,,33.772,-17.984,21.107,3.123,0.0,0.0,0.0,3.123,0.0,3.123,,0.0,3.123,30.501,27.378,71.49,0.04,0.04,0.426647,71.67,0.04,0.04,0.422001,
03/31/2012,318.095,3.177,314.918,-141.992,141.992,176.103,0.0,-140.172,10.683,129.489,35.931,-17.883,,17.883,,,0.0,18.048,-7.779,10.269,0.0,0.0,0.0,10.269,0.0,10.269,,0.0,10.269,16.6936,6.4246,71.49,0.14,0.14,0.23351,71.651,0.14,0.14,0.229665,
06/30/2012,330.142,3.436,326.706,-146.776,146.776,183.366,0.0,-180.233,11.053,169.18,3.133,-17.984,,17.637,,,0.347,-14.851,-10.205,-25.056,0.0,0.0,0.0,-25.056,0.0,-25.056,,0.0,-25.056,3.93855,28.99455,71.502,-0.35,-0.35,0.055083,71.502,-0.35,-0.35,0.055083,
09/30/2012,338.55,2.92,335.63,-152.466,152.466,186.084,0.0,-213.458,10.84,202.618,-27.374,-17.76,,17.71,,,0.05,-45.134,-9.626,-54.76,0.0,0.0,0.0,-54.76,0.0,-54.76,,0.0,-54.76,-5.2209,49.5391,71.512,-0.77,-0.77,-0.073007,71.512,-0.77,-0.77,-0.077262,
12/31/2012,354.4,3.1,351.3,-158.3,158.3,196.1,0.0,-155.4,11.7,143.7,40.7,-7.7,,17.7,,,-10.0,33.0,-12.8,20.2,0.0,0.0,0.0,20.2,0.0,20.2,,0.0,20.2,25.92,5.72,71.5,0.28,0.28,0.362517,71.6,0.28,0.28,0.359888,
03/31/2013,340.5,2.8,337.7,-154.4,154.4,186.1,0.0,-141.8,11.8,130.0,44.3,-62.7,,17.4,,,45.3,-18.4,5.8,-12.6,0.0,0.0,0.0,-12.6,0.0,-12.6,,0.0,-12.6,19.64,32.24,71.5,-0.18,-0.18,0.274685,71.5,-0.18,-0.18,0.270909,
06/30/2013,365.1,3.5,361.6,-169.7,169.7,195.4,0.0,-152.9,12.2,140.7,42.5,-9.9,,9.9,,,0.0,32.6,-13.5,19.1,0.0,0.0,0.0,19.1,0.0,19.1,,0.0,19.1,20.595,1.495,71.6,0.27,0.27,0.28764,71.8,0.27,0.27,0.28764,
09/30/2013,383.0,7.2,375.8,-178.7,178.7,204.3,0.0,-156.2,12.5,143.7,48.1,-10.0,,10.0,,,0.0,38.1,-15.6,22.5,0.0,0.0,0.0,22.5,0.0,22.5,,0.0,22.5,22.63,0.13,71.6,0.31,0.31,0.316061,72.0,0.31,0.31,0.311806,
12/31/2013,385.8,4.1,381.7,-175.4,175.4,210.4,0.0,-167.4,14.2,153.2,43.0,-10.0,,10.0,,,0.0,33.0,-9.6,23.4,0.0,0.0,0.0,23.4,0.0,23.4,,0.0,23.4,25.48,2.08,71.6,0.33,0.33,0.355866,71.9,0.33,0.33,0.355866,
03/31/2014,374.9,7.2,367.7,-171.0,171.0,203.9,0.0,-166.9,13.1,153.8,37.0,-9.7,,9.7,,,0.0,27.3,11.7,39.0,0.0,0.0,0.0,39.0,0.0,39.0,,0.0,39.0,46.93,7.93,71.6,0.54,0.54,0.655447,71.9,0.54,0.54,0.650292,
06/30/2014,372.4,3.6,368.8,-171.7,171.7,200.7,0.0,-179.6,13.6,166.0,21.1,11.0,,11.4,,,-22.4,32.1,-6.5,25.6,0.0,0.0,0.0,25.6,0.0,25.6,,0.0,25.6,34.96,9.36,63.6,0.4,0.4,0.549686,63.8,0.4,0.4,0.546708,
09/30/2014,358.0,2.8,355.2,-164.2,164.2,193.8,0.0,-177.5,13.5,164.0,16.3,-11.6,,11.6,,,0.0,4.7,-7.7,-3.0,0.0,0.0,0.0,-3.0,0.0,-3.0,,0.0,-3.0,9.545,12.545,63.3,-0.05,-0.05,0.15079,63.3,-0.05,-0.05,0.148183,
12/31/2014,349.6,2.9,346.7,-159.5,159.5,190.1,0.0,-193.1,15.3,177.8,-3.0,11.5,,11.5,,,-23.0,8.5,2.0,10.5,0.0,0.0,0.0,10.5,0.0,10.5,,0.0,10.5,35.655,25.155,62.6,0.17,0.17,0.569569,62.7,0.17,0.17,0.569569,
03/31/2015,330.6,2.9,327.7,-153.5,153.5,177.1,0.0,-175.4,14.8,160.6,1.7,-11.1,,11.1,,,0.0,-9.4,-62.6,-72.0,0.0,0.0,0.0,-72.0,0.0,-72.0,,0.0,-72.0,3.01,75.01,62.0,-1.16,-1.16,0.048548,62.0,-1.16,-1.16,0.048548,
06/30/2015,358.8,2.8,356.0,-163.4,163.4,195.4,0.0,-211.1,17.2,193.9,-15.7,-11.4,,11.4,,,0.0,-27.1,14.7,-12.4,0.0,0.0,0.0,-12.4,0.0,-12.4,,0.0,-12.4,10.35,22.75,62.1,-0.2,-0.2,0.166667,62.1,-0.2,-0.2,0.166345,
09/30/2015,368.6,2.8,365.8,-168.9,168.9,199.7,0.0,-183.1,16.8,166.3,16.6,-11.2,,11.2,,,0.0,5.4,-0.5,4.9,0.0,0.0,0.0,4.9,0.0,4.9,,0.0,4.9,10.88,5.98,62.1,0.08,0.08,0.175201,63.8,0.08,0.08,0.17373,
12/31/2015,404.6,3.6,401.0,-198.3,198.3,206.3,0.0,-192.7,17.3,175.4,13.6,-11.6,,11.6,,,0.0,2.0,0.6,2.6,0.0,0.0,0.0,2.6,0.0,2.6,,0.0,2.6,10.335,7.735,62.1,0.04,0.04,0.166425,64.1,0.04,0.04,0.160671,
03/31/2016,387.1,3.7,383.4,-191.5,191.5,195.6,0.0,-172.5,21.1,151.4,23.1,-11.3,,11.3,,,0.0,11.8,-16.0,-4.2,0.0,0.0,0.0,-4.2,0.0,-4.2,,0.0,-4.2,6.815,11.015,62.4,-0.07,-0.07,0.109215,62.4,-0.07,-0.07,0.106522,
06/30/2016,414.3,4.4,409.9,-204.1,204.1,210.2,0.0,-194.0,20.5,173.5,16.2,-11.2,,11.2,,,0.0,5.0,-1.9,3.1,0.0,0.0,0.0,3.1,0.0,3.1,,0.0,3.1,7.55567,4.45567,62.5,0.05,0.05,0.120891,66.0,0.05,0.05,0.11751,
09/30/2016,412.8,4.6,408.2,-200.5,200.5,212.3,0.0,-186.2,18.6,167.6,26.1,-11.3,,11.3,,,0.0,14.8,-4.7,10.1,0.0,0.0,0.0,10.1,0.0,10.1,,0.0,10.1,14.145283,4.045283,62.2,0.16,0.16,0.227416,66.4,0.15,0.15,0.210923,
12/31/2016,416.2,5.3,410.9,-199.5,199.5,216.7,0.0,-194.0,19.7,174.3,22.7,-11.5,,11.2,,,0.3,11.2,-4.1,7.1,0.0,0.0,0.0,7.1,0.0,7.1,,0.0,7.1,10.7325,3.6325,61.9,0.11,0.11,0.173384,66.4,0.11,0.11,0.164706,
03/31/2017,386.1,5.8,380.3,-187.3,187.3,198.8,0.0,-176.7,18.3,158.4,22.1,-10.8,,10.8,,,0.0,11.3,-2.5,8.8,0.0,0.0,0.0,8.8,0.0,8.8,,0.0,8.8,14.457364,5.657364,62.1,0.14,0.14,0.232808,66.1,0.13,0.13,0.215588,
06/30/2017,410.0,18.9,391.1,-201.0,201.0,209.0,0.0,-187.8,18.6,169.2,21.2,-12.6,,11.2,,,1.4,8.6,-2.4,6.2,0.0,0.0,0.0,6.2,0.0,6.2,,0.0,6.2,15.872727,9.672727,63.0,0.1,0.1,0.251948,66.3,0.09,0.09,0.235893,
09/30/2017,397.8,7.7,390.1,-198.5,198.5,199.3,0.0,-174.3,18.9,155.4,25.0,-13.3,,11.6,,,1.7,11.7,-4.0,7.7,0.0,0.0,0.0,7.7,0.0,7.7,,0.0,7.7,13.875,6.175,63.1,0.12,0.12,0.219889,66.2,0.12,0.12,0.213278,
12/31/2017,408.2,8.8,399.4,-202.1,202.1,206.1,0.0,-261.1,19.3,241.8,-55.0,-13.2,,11.7,,,1.5,-68.2,15.7,-52.5,0.0,0.0,0.0,-52.5,0.0,-52.5,,0.0,-52.5,34.857051,87.357051,63.1,-0.83,-0.83,0.55241,63.1,-0.83,-0.83,0.55241,
03/31/2018,380.0,9.9,370.1,-185.5,185.5,194.5,0.0,-188.8,18.1,170.7,5.7,16.2,,12.3,,,-28.5,21.9,-14.8,7.1,0.0,0.0,0.0,7.1,0.0,7.1,,0.0,7.1,6.308,-0.792,63.8,0.11,0.11,0.098871,66.2,0.11,0.11,0.098036,
06/30/2018,374.6,12.1,362.5,-190.4,190.4,184.2,0.0,-174.2,20.1,154.1,10.0,-15.1,,13.7,,,1.4,-5.1,7.4,2.3,0.0,0.0,0.0,2.3,0.0,2.3,,0.0,2.3,12.240854,9.940854,64.5,0.04,0.04,0.189781,66.4,0.03,0.03,0.179712,
09/30/2018,347.2,13.5,333.7,-179.7,179.7,167.5,0.0,-178.4,19.5,158.9,-10.9,-15.3,,13.8,,,1.5,-26.2,5.3,-20.9,0.0,0.0,0.0,-20.9,0.0,-20.9,,0.0,-20.9,13.359847,34.259847,64.5,-0.32,-0.32,0.207129,64.5,-0.32,-0.32,0.207129,
12/31/2018,345.8,14.0,331.8,-176.6,176.6,169.2,0.0,-155.5,18.6,136.9,13.7,-15.2,,13.8,,,1.4,-1.5,-11.0,-12.5,0.0,0.0,0.0,-12.5,0.0,-12.5,,0.0,-12.5,-1.227907,11.272093,64.5,-0.19,-0.19,-0.019037,64.5,-0.19,-0.19,-0.019037,
03/31/2019,315.4,14.4,301.0,-160.9,160.9,154.5,0.0,-145.9,19.0,126.9,8.6,-15.5,,13.9,,,1.6,-6.9,-6.6,-13.5,0.0,0.0,0.0,-13.5,0.0,-13.5,0.0,0.0,-13.5,-7.139,6.361,64.8,-0.21,-0.21,-0.11017,64.8,-0.21,-0.21,-0.111836,
06/30/2019,323.8,14.5,309.3,-167.8,167.8,156.0,0.0,-141.7,18.2,123.5,14.3,-49.3,,14.0,,,35.3,-35.0,7.8,-27.2,0.0,0.0,0.0,-27.2,0.0,-27.2,,0.0,-27.2,6.239427,33.439427,66.1,-0.41,-0.41,0.094394,66.1,-0.41,-0.41,0.094394,
09/30/2019,324.6,13.4,311.2,-165.8,165.8,158.8,0.0,-142.4,18.2,124.2,16.4,-26.0,,24.8,,,1.2,-9.6,1.9,-7.7,0.0,0.0,0.0,-7.7,0.0,-7.7,0.0,0.0,-7.7,-3.439437,4.260563,76.4,-0.1,-0.1,-0.045019,76.4,-0.1,-0.1,-0.045019,
12/31/2019,323.7,12.4,311.3,-167.7,167.7,156.0,0.0,-143.3,18.4,124.9,12.7,-25.5,24.3,24.3,0.0,,1.2,-12.8,0.9,-11.9,0.0,0.0,0.0,-11.9,0.0,-11.9,0.0,0.0,-11.9,-0.992453,10.907547,76.7,-0.16,-0.16,-0.012939,76.7,-0.16,-0.16,-0.017789,
03/31/2020,290.9,10.1,280.8,-154.4,154.4,136.5,0.0,-123.4,17.1,106.3,13.1,-24.9,23.8,23.8,0.0,,1.1,-11.8,-9.7,-21.5,0.0,0.0,0.0,-21.5,0.0,-21.5,0.0,0.0,-21.5,-17.132636,4.367364,77.4,-0.28,-0.28,-0.221352,77.4,-0.28,-0.28,-0.223574,
06/30/2020,279.8,4.3,275.5,-152.9,152.9,126.9,0.0,-104.9,16.2,88.7,22.0,-23.9,22.7,22.7,0.0,,1.2,-1.9,-2.7,-4.6,0.0,0.0,0.0,-4.6,0.0,-4.6,0.0,0.0,-4.6,-0.394118,4.205882,77.8,-0.06,-0.06,-0.005066,77.8,-0.06,-0.06,-0.00594,
09/30/2020,307.8,,,,,140.9724,,,,,20.925,,,,,,,-0.325,,-3.033,,,,,,-3.033,,,-3.033,8.25,,,-0.004,-0.004,0.08,,-0.004,-0.004,0.08,
12/31/2020,308.0,,,,,140.756,,,,,23.125,,,,,,,0.367,,-0.833,,,,,,-0.833,,,-0.833,6.5,,,0.002,0.002,0.058,,0.002,0.002,0.058,
