Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,2802.818,162.047,162.047,0.0,1449.581,1449.581,0.0,,0.0,0.0,0.0,0.0,0.0,52.857,0.0,,0.0,44.571,1664.485,160.703,300.795,-140.092,0.0,977.63,946.54,829.073,117.467,31.09,1138.333,,894.981,685.89,11.681,197.41,375.0,0.0,0.0,0.0,,375.0,0.0,0.0,0.0,0.0,1269.981,500.0,500.0,0.0,0.0,,93.113,0.0,,92.202,0.911,593.113,1863.094,0.0,232.914,15.02,217.894,-1696.403,2413.833,-10.62,939.724,0.0,939.724,2802.818,
03/31/2014,2960.168,142.813,142.813,0.0,1612.034,1612.034,0.0,,0.0,0.0,0.0,0.0,0.0,68.235,,,,60.857,1823.082,163.957,,,0.0,973.129,941.681,829.097,112.584,31.448,1137.086,,970.489,782.913,44.905,142.671,410.0,0.0,,,,410.0,0.0,,,0.0,1380.489,500.0,500.0,,,,98.082,,,76.587,21.495,598.082,1978.571,0.0,293.672,14.851,278.821,-1755.716,2454.598,-10.957,981.597,0.0,981.597,2960.168,
06/30/2014,3037.106,144.215,144.215,0.0,1699.787,1699.787,0.0,,0.0,0.0,0.0,0.0,0.0,65.199,,,,58.043,1909.201,160.268,,,0.0,967.637,936.385,828.774,107.611,31.252,1127.905,,1030.998,815.249,25.682,190.067,400.0,0.0,,,,400.0,0.0,,,0.0,1430.998,500.0,500.0,,,,96.007,,,75.502,20.505,596.007,2027.005,0.0,304.836,14.772,290.064,-1803.746,2520.71,-11.699,1010.101,0.0,1010.101,3037.106,
09/30/2014,2941.784,127.716,127.716,0.0,1640.634,1640.634,0.0,,0.0,0.0,0.0,0.0,0.0,56.366,,,,48.065,1824.716,156.936,,,0.0,960.132,929.212,826.55,102.662,30.92,1117.068,,984.202,767.164,13.961,203.077,345.0,0.0,,,,345.0,0.0,,,0.0,1329.202,500.0,500.0,,,,93.865,,,93.647,0.218,593.865,1923.067,0.0,322.248,14.664,307.584,-1875.918,2593.01,-20.623,1018.717,0.0,1018.717,2941.784,
12/31/2014,3214.338,128.94,128.94,0.0,1571.591,1571.591,0.0,,0.0,0.0,0.0,0.0,0.0,404.928,0.0,,0.0,397.182,2105.459,152.471,313.688,-161.217,0.0,956.408,923.368,825.038,98.33,33.04,1108.879,,970.86,716.654,4.616,249.59,605.0,0.0,0.0,0.0,,605.0,0.0,0.0,0.0,0.0,1575.86,500.0,500.0,0.0,0.0,,91.463,0.0,,91.24,0.223,591.463,2167.323,0.0,336.614,14.646,321.968,-1909.528,2648.539,-28.61,1047.015,0.0,1047.015,3214.338,
03/31/2015,3309.224,135.783,135.783,0.0,1651.427,1651.427,0.0,,0.0,0.0,0.0,0.0,0.0,59.705,,,,51.318,1846.915,191.141,,,0.0,1271.168,1235.808,1097.267,138.541,35.36,1462.309,,1021.096,791.722,52.797,176.577,630.0,0.0,,,,630.0,0.0,,,0.0,1651.096,500.0,500.0,,,,100.108,,,77.256,22.852,600.108,2251.204,0.0,351.543,14.583,336.96,-1949.395,2697.68,-41.808,1058.02,0.0,1058.02,3309.224,
06/30/2015,3404.014,171.451,171.451,0.0,1706.429,1706.429,0.0,,0.0,0.0,0.0,0.0,0.0,66.459,,,,58.728,1944.339,190.849,,,0.0,1268.826,1230.029,1097.579,132.45,38.797,1459.675,,1064.818,832.861,25.536,206.421,630.0,0.0,,,,630.0,0.0,,,0.0,1694.818,500.0,500.0,,,,97.345,,,74.394,22.951,597.345,2292.163,0.0,367.007,14.513,352.494,-1995.181,2777.703,-37.678,1111.851,0.0,1111.851,3404.014,
09/30/2015,3312.565,143.087,143.087,0.0,1651.794,1651.794,0.0,,0.0,0.0,0.0,0.0,0.0,61.33,,,,45.273,1856.211,190.244,,,0.0,1266.11,1224.093,1097.74,126.353,42.017,1456.354,,1051.259,799.307,21.215,230.737,530.0,0.0,,,,530.0,0.0,,,0.0,1581.259,500.0,500.0,,,,99.943,,,99.732,0.211,599.943,2181.202,0.0,379.935,14.411,365.524,-2064.703,2860.204,-44.073,1131.363,0.0,1131.363,3312.565,
12/31/2015,3184.358,168.229,168.229,0.0,1505.62,1505.62,0.0,,0.0,0.0,0.0,0.0,0.0,56.849,0.0,,0.0,40.061,1730.698,190.874,379.139,-188.265,0.0,1262.786,1228.579,1108.337,120.242,34.207,1453.66,,998.597,697.585,12.573,288.439,450.0,0.0,0.0,0.0,,450.0,0.0,,,0.0,1448.597,500.0,500.0,0.0,0.0,,85.311,,,85.094,0.217,585.311,2033.908,0.0,393.789,14.345,379.444,-2128.013,2922.62,-37.946,1150.45,0.0,1150.45,3184.358,
03/31/2016,3162.245,179.406,179.406,0.0,1463.24,1463.24,0.0,,0.0,0.0,0.0,0.0,0.0,63.07,,,,47.439,1705.716,195.92,,,0.0,1260.609,1223.574,1109.392,114.182,37.035,1456.529,,902.055,690.692,32.589,178.774,470.0,0.0,,,,470.0,0.0,,,0.0,1372.055,500.0,500.0,,,,98.384,,,98.176,0.208,598.384,1970.439,0.0,407.957,14.303,393.654,-2159.465,2977.71,-34.396,1191.806,0.0,1191.806,3162.245,
06/30/2016,3349.07,207.083,207.083,0.0,1602.631,1602.631,0.0,,0.0,0.0,0.0,0.0,0.0,69.388,,,,59.127,1879.102,211.905,,,0.0,1258.063,1216.833,1108.761,108.072,41.23,1469.968,,1026.457,757.792,42.094,226.571,465.0,0.0,,,,465.0,0.0,,,0.0,1491.457,500.0,500.0,,,,94.773,,,94.552,0.221,594.773,2086.23,0.0,419.067,14.283,404.784,-2175.412,3057.158,-37.973,1262.84,0.0,1262.84,3349.07,
09/30/2016,3664.062,224.449,224.449,0.0,1682.686,1682.686,0.0,,0.0,0.0,0.0,0.0,0.0,60.414,,,,54.659,1967.549,226.47,,,0.0,1470.043,1425.417,1275.39,150.027,44.626,1696.513,,1074.797,820.299,10.753,243.745,725.0,0.0,,,,725.0,0.0,,,0.0,1799.797,500.0,500.0,,,,94.597,,,94.374,0.223,594.597,2394.394,0.0,425.434,14.19,411.244,-2240.888,3122.577,-37.455,1269.668,0.0,1269.668,3664.062,
12/31/2016,3687.758,247.666,247.666,0.0,1711.191,1711.191,0.0,,0.0,0.0,0.0,0.0,0.0,49.245,0.0,,2.25,49.245,2008.102,232.953,450.045,-217.092,0.0,1446.703,1400.321,1232.796,167.525,44.132,1679.656,,1105.718,839.736,15.472,250.51,740.0,0.0,0.0,0.0,,740.0,0.0,,,0.0,1845.718,500.0,500.0,0.0,0.0,,84.193,,,83.971,0.222,584.193,2429.911,0.0,433.406,14.126,419.28,-2304.695,3190.578,-61.442,1257.847,0.0,1257.847,3687.758,
03/31/2017,3775.744,229.794,229.794,0.0,1802.777,1802.777,0.0,,0.0,0.0,0.0,0.0,0.0,60.039,,,3.527,60.039,2092.61,235.059,,,0.0,1448.075,1403.895,1240.95,162.945,40.653,1683.134,,1137.367,893.237,59.007,185.123,740.0,0.0,,,,740.0,0.0,,,0.0,1877.367,500.0,500.0,,,,82.503,,,82.27,0.233,582.503,2459.87,0.0,431.74,14.116,417.624,-2319.843,3248.014,-44.037,1315.874,0.0,1315.874,3775.744,
06/30/2017,3965.889,273.182,273.182,0.0,1948.204,1948.204,0.0,,0.0,0.0,0.0,0.0,0.0,63.636,,,5.142,63.636,2285.022,234.312,,,0.0,1446.555,1397.042,1242.918,154.124,44.371,1680.867,,1205.494,978.431,16.004,211.059,592.0,0.0,,,,592.0,0.0,,,0.0,1797.494,750.0,750.0,,,,81.187,,,80.945,0.242,831.187,2628.681,0.0,435.201,14.068,421.133,-2355.454,3294.767,-37.306,1337.208,0.0,1337.208,3965.889,
09/30/2017,4175.588,297.307,297.307,0.0,2104.314,2104.314,0.0,,0.0,0.0,0.0,0.0,0.0,53.225,,,5.917,53.225,2454.846,232.905,,,0.0,1487.837,1436.145,1275.55,160.595,45.775,1720.742,,1267.302,1033.726,11.477,222.099,719.0,0.0,,,,719.0,0.0,,,0.0,1986.302,750.0,750.0,,,,84.411,,,84.17,0.241,834.411,2820.713,0.0,441.019,13.987,427.032,-2413.258,3349.994,-22.88,1354.875,0.0,1354.875,4175.588,
12/31/2017,4235.834,333.89,333.89,0.0,2113.93,2113.93,0.0,,0.0,0.0,0.0,0.0,0.0,63.116,0.0,,6.87,63.116,2510.936,230.326,497.909,-267.583,0.0,1494.572,1427.401,1275.816,151.585,60.301,1724.898,,1272.449,1000.305,12.24,259.904,715.0,0.0,0.0,0.0,,715.0,0.0,,,0.0,1987.449,750.0,750.0,0.0,0.0,,72.64,,,72.039,0.601,822.64,2810.089,0.0,458.234,13.954,444.28,-2451.122,3437.093,-18.46,1425.745,0.0,1425.745,4235.834,
03/31/2018,4307.776,349.782,349.782,0.0,2019.333,2019.333,0.0,161.028,0.0,0.0,0.0,0.0,0.0,60.87,,,11.126,60.87,2591.013,230.609,,,0.0,1486.154,1414.724,1273.85,140.874,60.304,1716.763,,1231.49,990.065,42.781,198.644,651.0,0.0,,,,651.0,111.92,,,111.92,1994.41,750.0,750.0,,,,78.694,,,78.098,0.596,828.694,2823.104,0.0,465.901,13.935,451.966,-2485.449,3523.245,-19.025,1484.672,0.0,1484.672,4307.776,
06/30/2018,4453.284,310.575,310.575,0.0,2202.46,2202.46,0.0,182.247,0.0,0.0,0.0,0.0,0.0,63.374,,,10.714,63.374,2758.656,228.325,,,0.0,1466.303,1396.032,1265.778,130.254,59.557,1694.628,,1318.496,1059.669,18.393,240.434,66.0,0.0,,,,66.0,140.231,,,140.231,1524.727,1341.054,1341.054,,,,69.344,,,68.143,1.201,1410.398,2935.125,0.0,492.325,13.874,478.451,-2544.953,3617.324,-46.537,1518.159,0.0,1518.159,4453.284,
09/30/2018,4492.722,297.801,297.801,0.0,2251.944,2251.944,0.0,201.411,0.0,0.0,0.0,0.0,0.0,53.909,,,9.27,53.909,2805.065,231.962,,,0.0,1455.695,1385.442,1265.226,120.216,60.983,1687.657,,1358.522,1077.78,15.213,265.529,0.0,0.0,,,,0.0,156.81,,,156.81,1515.332,1341.303,1341.303,,,,69.484,,,68.458,1.026,1410.787,2926.119,0.0,516.239,13.8,502.439,-2620.725,3728.503,-57.414,1566.603,0.0,1566.603,4492.722,
12/31/2018,4427.412,378.615,378.615,0.0,2162.438,2162.438,0.0,159.635,0.0,0.0,0.0,0.0,0.0,52.386,0.0,,9.993,52.386,2753.074,228.301,498.847,-270.546,0.0,1446.037,1367.744,1258.922,108.822,68.3,1674.338,,1308.503,971.023,28.36,309.12,5.0,0.0,0.0,0.0,,5.0,119.82,0.0,0.0,119.82,1433.323,1341.352,1341.352,0.0,0.0,,57.65,0.0,,57.22,0.43,1399.002,2832.325,0.0,535.214,13.728,521.486,-2713.785,3845.593,-71.935,1595.087,0.0,1595.087,4427.412,
03/31/2019,4697.444,445.473,445.473,0.0,2057.931,2057.931,0.0,165.556,0.0,0.0,0.0,0.0,0.0,59.394,,,13.495,59.394,2728.354,482.703,,,0.0,1486.387,1400.348,1283.981,116.367,72.544,1969.09,,1248.844,995.971,68.049,184.824,53.669,0.0,53.669,,53.669,0.0,127.151,,,127.151,1429.664,1552.674,1341.605,211.069,,211.069,62.545,,,40.412,22.133,1615.219,3044.883,0.0,540.778,13.689,527.089,-2759.277,3937.698,-66.638,1652.561,0.0,1652.561,4697.444,
06/30/2019,4684.109,355.307,355.307,0.0,2100.246,2100.246,0.0,179.015,0.0,0.0,0.0,0.0,0.0,72.005,,,12.957,72.005,2706.573,484.745,,,0.0,1492.791,1402.584,1291.715,110.869,77.25,1977.536,,1302.578,1064.432,25.309,212.837,54.792,0.0,54.792,,54.792,0.0,138.97,,,138.97,1496.34,1469.679,1253.849,215.83,,215.83,58.779,,,58.407,0.372,1528.458,3024.798,0.0,554.663,13.573,541.09,-2860.636,4037.61,-72.326,1659.311,0.0,1659.311,4684.109,
09/30/2019,4636.549,384.424,384.424,0.0,2074.449,2074.449,0.0,150.569,0.0,0.0,0.0,0.0,0.0,73.724,,,11.563,73.724,2683.166,473.354,,,0.0,1480.029,1384.574,1285.891,98.683,83.892,1953.383,,1263.795,1019.28,19.47,225.045,55.847,0.0,55.847,,55.847,0.0,114.498,,,114.498,1434.14,1469.701,1253.091,216.61,,216.61,59.612,,,37.206,22.406,1529.313,2963.453,0.0,562.893,13.515,549.378,-2914.544,4115.649,-90.902,1673.096,0.0,1673.096,4636.549,
12/31/2019,4641.06,447.858,447.858,0.0,1974.381,1974.381,0.0,132.874,0.0,0.0,0.0,0.0,0.0,85.005,0.0,,13.485,85.005,2640.118,519.283,800.836,-281.553,0.0,1481.659,1382.691,1291.76,90.931,85.483,2000.942,,1250.679,984.604,12.354,253.721,204.165,0.0,61.28,0.0,61.28,142.885,101.194,0.0,0.0,101.194,1556.038,1351.892,1092.448,259.444,0.0,259.444,62.4,0.0,,39.776,22.624,1414.292,2970.33,0.0,560.136,13.49,546.646,-2958.091,4144.834,-76.149,1670.73,0.0,1670.73,4641.06,
03/31/2020,4848.32,294.572,294.572,0.0,2092.613,2092.613,0.0,123.558,0.0,0.0,0.0,0.0,0.0,95.896,,,14.605,95.896,2606.639,557.707,,,0.0,1683.974,1583.012,1450.999,132.013,86.357,2241.681,,1319.485,1098.905,14.473,206.107,391.34,0.0,70.423,,70.423,320.917,93.9,,,93.9,1804.725,1378.87,1092.66,286.21,,286.21,77.607,,,55.766,21.841,1456.477,3261.202,0.0,547.278,13.459,533.819,-3004.925,4153.109,-108.344,1587.118,0.0,1587.118,4848.32,
06/30/2020,4825.689,362.236,362.236,0.0,2018.19,2018.19,0.0,154.416,0.0,0.0,0.0,0.0,0.0,69.084,,,14.492,69.084,2603.926,527.747,,,0.0,1694.016,1592.344,1465.755,126.589,87.18,2221.763,,1487.307,1246.675,14.825,225.807,64.595,0.0,64.595,,64.595,0.0,121.478,,,121.478,1673.38,1373.321,1092.873,280.448,,280.448,74.66,,,51.921,22.739,1447.981,3121.361,0.0,557.08,13.472,543.608,-2995.918,4227.257,-84.091,1704.328,0.0,1704.328,4825.689,
