Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,8658,2814,2528,286,1392,1392.0,0.0,808,266,159,383,0.0,812,,376.0,670.0,5826,2262,7170,-4908,0.0,,570,,,,194,2832,,2618,1832,10.0,,776.0,560,0,,,,560.0,0,,,,0,3178,2365,2365,,,,339,230.0,,,,109,2704,5882,0.0,3894,0.00453,3893.99547,0.0,-1129.0,11.0,2776,0.0,2776,8658,
04/01/2011,8280,2480,2201,279,1394,1394.0,0.0,834,281,176,377,0.0,796,,373.0,673.0,5504,2208,7267,-5059,0.0,,568,,,,195,2776,,2543,1778,14.0,,751.0,560,0,,,,560.0,2,,,68.0,0,3105,2352,2352,,,,336,163.0,,,,105,2688,5793,0.0,3930,0.00426,3929.99574,0.0,-1441.0,-2.0,2487,0.0,2487,8280,
07/01/2011,9225,3151,2677,474,1495,1495.0,0.0,872,286,201,385,0.0,907,0.0,374.0,803.0,6425,2245,7383,-5138,0.0,,555,0.0,,,181,2800,,2897,2063,14.0,,820.0,560,0,0.0,0.0,,560.0,6,0.0,0.0,,0,3463,2952,2952,0.0,0.0,,347,226.0,0.0,0.0,0.0,121,3299,6762,0.0,3980,0.004246,3979.995754,0.0,-1511.0,-6.0,2463,0.0,2463,9225,
09/30/2011,8732,2900,2474,426,1449,1449.0,0.0,825,268,167,390,0.0,824,,374.0,726.0,5998,2190,7479,-5289,0.0,,544,,,,170,2734,,2457,1674,12.0,,771.0,560,0,,,,560.0,22,,,73.0,0,3039,2924,2924,,,,344,152.0,,,,119,3268,6307,0.0,4019,0.0042,4018.9958,0.0,-1574.0,-20.0,2425,0.0,2425,8732,
12/30/2011,9171,2232,1825,407,1627,1627.0,0.0,827,408,162,257,0.0,714,,376.0,614.0,5400,2210,7672,-5462,0.0,,1561,1044.0,468.0,576.0,141,3771,,2363,1461,,,902.0,0,0,,,,0.0,9,,,,0,2372,2925,2925,,,,409,258.0,,,,151,3334,5706,0.0,4628,0.00465,4627.99535,0.0,-1150.0,-13.0,3465,0.0,3465,9171,
03/30/2012,10064,2046,1638,408,2478,2478.0,,841,366,273,202,0.0,1003,,378.0,906.0,6368,2179,7799,-5620,,,1517,1005.0,464.0,541.0,134,3696,,3151,2172,,,979.0,0,0,,,,0.0,3,,,80.0,0,3154,2862,2862,,,,374,154.0,,,,140,3236,6390,,4804,0.00433,4803.99567,0.0,-1121.0,-9.0,3674,,3674,10064,
06/29/2012,10106,2118,1707,411,2319,2319.0,0.0,909,265,245,399,0.0,964,0.0,396.0,859.0,6310,2284,8020,-5736,0.0,,1512,969.0,463.0,506.0,147,3796,,3394,2286,,,1108.0,0,0,0.0,0.0,,0.0,2,0.0,0.0,0.0,0,3396,2863,2863,0.0,0.0,,350,212.0,0.0,0.0,0.0,138,3213,6609,0.0,4950,0.00396,4949.99604,0.0,-1444.0,-9.0,3497,0.0,3497,10106,
09/28/2012,9522,2370,1894,476,1684,1684.0,0.0,845,216,198,431,0.0,850,,403.0,737.0,5749,2243,8101,-5858,0.0,,1530,992.0,475.0,517.0,135,3773,,2750,1808,,,942.0,3,0,,,,3.0,0,,,87.0,0,2753,2867,2867,,,,367,128.0,,,,152,3234,5987,0.0,5124,0.00386,5123.99614,0.0,-1658.0,17.0,3483,52.0,3535,9522,
12/28/2012,8742,1872,1383,489,1648,1648.0,0.0,800,219,197,384,0.0,697,,409.0,584.0,5017,2228,8241,-6013,0.0,,1497,956.0,476.0,480.0,132,3725,,2640,1685,,,955.0,3,0,,,,3.0,0,,,,0,2643,2815,2815,,,,359,219.0,,,,140,3174,5817,0.0,5154,0.00358,5153.99642,0.0,-2261.0,18.0,2911,14.0,2925,8742,
03/29/2013,8743,1909,1433,476,1562,1562.0,0.0,833,213,228,392,0.0,683,,413.0,569.0,4987,2256,8389,-6133,0.0,,1500,918.0,476.0,442.0,169,3756,,2597,1698,,,899.0,4,0,,,,4.0,0,,,0.0,0,2601,2474,2474,,,,356,225.0,,,,131,2830,5431,0.0,5239,0.00358,5238.99642,0.0,-1947.0,7.0,3299,13.0,3312,8743,
06/28/2013,9243,2188,1708,480,1670,1670.0,0.0,854,213,231,410,0.0,700,0.0,456.0,585.0,5412,2269,8544,-6275,0.0,,1562,881.0,476.0,405.0,225,3831,,2607,1690,,,917.0,3,0,0.0,0.0,,3.0,1,,,15.0,0,2611,2774,2774,0.0,0.0,,352,231.0,0.0,0.0,0.0,106,3126,5737,0.0,5286,,,0.0,-1778.0,-13.0,3495,11.0,3506,9243,
09/27/2013,9345,2413,1924,489,1618,1618.0,0.0,871,212,226,433,0.0,723,,457.0,605.0,5625,2187,8624,-6437,0.0,,1533,846.0,477.0,369.0,230,3720,,2513,1683,,,830.0,1,0,,,,1.0,0,,,93.0,0,2514,2772,2772,,,,370,147.0,,,,130,3142,5656,0.0,5352,0.00359,5351.99641,0.0,-1668.0,-6.0,3678,11.0,3689,9345,
12/27/2013,8890,2339,2293,46,1615,1615.0,0.0,948,254,255,439,0.0,387,,465.0,271.0,5289,2128,8727,-6599,0.0,,1473,806.0,477.0,329.0,202,3601,,2455,1577,,,878.0,0,0,,,,0.0,2,,,,0,2457,3572,3572,,,,366,244.0,,,,122,3938,6395,0.0,5404,0.00328,5403.99672,0.0,-2902.0,-7.0,2495,0.0,2495,8890,
03/28/2014,8659,2306,2259,47,1633,1633.0,0.0,846,246,260,340,0.0,366,,467.0,250.0,5151,2065,8807,-6742,0.0,,1443,781.0,477.0,304.0,195,3508,,2162,1345,,,817.0,0,0,,,,0.0,0,,,0.0,0,2162,3514,3514,,,,345,224.0,,,,121,3859,6021,0.0,5471,0.00326,5470.99674,0.0,-2831.0,-2.0,2638,0.0,2638,8659,
06/27/2014,9492,2654,2634,20,1729,1729.0,0.0,985,324,267,394,0.0,409,0.0,499.0,278.0,5777,2136,8979,-6843,0.0,,1579,896.0,537.0,359.0,184,3715,,2398,1549,0.0,0.0,849.0,0,0,0.0,0.0,,0.0,0,0.0,0.0,10.0,0,2398,3920,3920,0.0,0.0,,342,215.0,0.0,0.0,0.0,117,4262,6660,0.0,5511,,,0.0,-2677.0,-2.0,2832,0.0,2832,9492,
10/03/2014,9765,2201,2190,11,1909,1909.0,0.0,1071,313,314,444,0.0,402,,499.0,276.0,5583,2156,9135,-6979,0.0,,2026,1341.0,873.0,468.0,186,4182,,2592,1740,,,852.0,0,0,,,,,4,,,,0,2596,3809,3809,,,,414,215.0,,,,199,4223,6819,0.0,5580,0.00327,5579.99673,0.0,-2619.0,-15.0,2946,0.0,2946,9765,
01/02/2015,10814,3302,3296,6,1829,1829.0,0.0,1129,326,328,475,0.0,372,,498.0,249.0,6632,2155,9263,-7108,0.0,,2027,1321.0,872.0,449.0,208,4182,,2809,1736,,,1073.0,0,0,,,,,10,,,,0,2819,3932,3932,,,,348,162.0,,,,186,4280,7099,0.0,5621,0.00329,5620.99671,0.0,-1881.0,-25.0,3715,0.0,3715,10814,
04/03/2015,10036,2610,2604,6,1769,1769.0,0.0,1083,366,288,429,0.0,369,,499.0,248.0,5831,2182,9403,-7221,0.0,,2023,1281.0,871.0,410.0,243,4205,,2561,1683,,,878.0,474,0,,,,474.0,8,,,,0,3043,3457,3457,,,,345,160.0,,,,185,3802,6845,0.0,5696,0.00318,5695.99682,0.0,-2472.0,-33.0,3191,0.0,3191,10036,
07/03/2015,9845,2485,2479,6,1735,1735.0,0.0,993,352,239,402,0.0,355,0.0,496.0,230.0,5568,2278,9630,-7352,0.0,,1999,1244.0,874.0,370.0,259,4277,,2339,1540,,,799.0,0,0,0.0,0.0,,0.0,4,0.0,0.0,6.0,0,2343,4155,4155,0.0,0.0,,329,146.0,,,,177,4484,6827,0.0,5734,0.003154,5733.996846,0.0,-2686.0,-30.0,3018,0.0,3018,9845,
10/02/2015,9079,1921,1915,6,1522,1522.0,0.0,1098,318,315,465,0.0,341,,497.0,218.0,4882,2247,9746,-7499,0.0,,1950,1203.0,874.0,329.0,250,4197,,2714,1890,,,824.0,0,0,,,,0.0,4,,,,0,2718,4140,4140,,,,299,127.0,,,,172,4439,7157,0.0,5803,0.00299,5802.99701,0.0,-3851.0,-30.0,1922,0.0,1922,9079,
01/01/2016,8796,1264,1258,6,1398,1398.0,0.0,1046,330,281,435,0.0,223,,617.0,223.0,3931,2230,9845,-7615,0.0,,2635,1773.0,1238.0,535.0,245,4865,,2538,1759,,,779.0,0,0,,,,0.0,1,,,,0,2539,4140,4140,,,,296,131.0,,,,165,4436,6975,0.0,5836,0.002963,5835.997037,0.0,-3983.0,-32.0,1821,0.0,1821,8796,
04/01/2016,8374,1199,1193,6,1250,1250.0,0.0,928,353,243,332,0.0,223,,619.0,223.0,3600,2165,9808,-7643,0.0,,2609,1730.0,1238.0,492.0,260,4774,,2258,1504,,,754.0,0,0,,,,0.0,1,,,,0,2259,4130,4130,,,,302,125.0,,,,177,4432,6691,0.0,5903,0.00298,5902.99702,0.0,-4192.0,-28.0,1683,0.0,1683,8374,
07/01/2016,8213,1131,1125,6,1318,1318.0,0.0,868,307,297,264,0.0,216,0.0,616.0,213.0,3533,2160,9884,-7724,0.0,,2520,1685.0,1237.0,448.0,219,4680,,2246,1517,,,729.0,0,0,0.0,0.0,,,3,0.0,0.0,10.0,0,2249,4091,4091,0.0,0.0,,280,116.0,0.0,0.0,0.0,154,4371,6620,0.0,5929,0.002918,5928.997082,0.0,-4311.0,-25.0,1593,0.0,1593,8213,
09/30/2016,8495,1494,1489,5,1307,1307.0,0.0,914,287,279,348,0.0,213,,615.0,213.0,3928,2093,9898,-7805,0.0,,2474,1643.0,1237.0,406.0,216,4567,,2494,1568,,,926.0,0,0,,,,0.0,114,,,0.0,111,2608,4092,4092,,,,271,116.0,,,,155,4363,6971,0.0,6004,0.00299,6003.99701,0.0,-4456.0,-24.0,1524,0.0,1524,8495,
12/30/2016,8561,1716,1716,0,1211,1211.0,0.0,1008,312,362,334,0.0,205,,614.0,205.0,4140,2012,9799,-7787,0.0,,2409,1601.0,1237.0,364.0,194,4421,,2563,1631,,,932.0,0,0,,,,0.0,118,,,,114,2681,4093,4093,,,,264,121.0,,,,143,4357,7038,0.0,6049,0.00295,6048.99705,0.0,-4493.0,-33.0,1523,0.0,1523,8561,
03/31/2017,9739,3026,3026,0,1156,1156.0,0.0,1038,382,262,394,0.0,240,,605.0,238.0,5460,1911,9709,-7798,0.0,,2368,1560.0,1237.0,323.0,203,4279,,2629,1591,,,1038.0,158,0,,,,158.0,2,,,0.0,0,2789,5073,5073,,,,269,127.0,,,,142,5342,8131,0.0,6122,0.00297,6121.99703,0.0,-4487.0,-27.0,1608,0.0,1608,9739,
06/30/2017,9268,2539,2539,0,1199,1199.0,0.0,982,350,257,375,0.0,321,,609.0,318.0,5041,1875,9633,-7758,0.0,0.0,2352,1519.0,1238.0,281.0,224,4227,,2510,1626,,,884.0,0,0,0.0,0.0,,0.0,116,,,5.0,113,2626,5021,5021,0.0,0.0,,257,135.0,,,,117,5278,7904,0.0,6152,0.002918,6151.997082,0.0,-4771.0,-17.0,1364,0.0,1364,9268,
09/29/2017,8956,2285,2285,0,1209,1209.0,0.0,1014,327,275,412,0.0,316,,609.0,316.0,4824,1817,9529,-7712,0.0,,2315,1492.0,1237.0,255.0,214,4132,,2347,1539,,,808.0,0,0,,,,,111,,,,111,2458,5002,5002,,,,254,134.0,,,,120,5256,7714,0.0,6213,0.00289,6212.99711,0.0,-4958.0,-13.0,1242,0.0,1242,8956,
12/29/2017,8750,2556,2556,0,1055,1055.0,0.0,1014,303,296,415,0.0,285,,402.0,285.0,4910,1762,9422,-7660,0.0,,2078,1460.0,1238.0,222.0,216,3840,,2442,1620,,,822.0,560,0,,,,560.0,111,,,,111,3113,4316,4316,,,,260,137.0,,,,123,4576,7689,0.0,6246,0.00285,6245.99715,0.0,-5174.0,-11.0,1061,0.0,1061,8750,
03/30/2018,9012,2926,2926,0,1076,1076.0,0.0,1002,308,322,372,0.0,243,,398.0,243.0,5247,1720,9436,-7716,0.0,,2045,1442.0,1238.0,204.0,205,3765,,2442,1645,,,797.0,503,0,,,,503.0,110,,,,110,3055,4319,4319,,,,274,135.0,,,,139,4593,7648,0.0,6347,0.00287,6346.99713,0.0,-4975.0,-8.0,1364,0.0,1364,9012,
06/29/2018,9410,1853,1853,0,1184,1184.0,0.0,1053,329,347,377,0.0,220,0.0,417.0,210.0,4310,1792,9525,-7733,1275.0,1275.0,2033,1425.0,1237.0,188.0,191,5100,,2579,1728,,,851.0,499,0,0.0,0.0,,499.0,112,0.0,0.0,7.0,112,3190,4320,4320,0.0,0.0,,235,135.0,,,,93,4555,7745,0.0,6377,0.002872,6376.997128,0.0,-4696.0,-16.0,1665,0.0,1665,9410,
09/28/2018,9578,1942,1942,0,1202,1202.0,0.0,1116,325,375,416,0.0,263,,416.0,209.0,4523,1789,9586,-7797,1259.0,1259.0,2007,1406.0,1237.0,169.0,185,5055,,2565,1776,,,789.0,499,0,,,,499.0,111,,,,110,3175,4322,4322,,,,235,133.0,,,,102,4557,7732,0.0,6427,0.00286,6426.99714,0.0,-4569.0,-12.0,1846,0.0,1846,9578,
