Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,6715.0,,,,,,,-5735.0,,,980.0,-18.0,,65.0,,0.0,-47.0,962.0,-385.0,577.0,0.0,,,577.0,0.0,577.0,0.0,0.0,577.0,577.0,,1094.0,0.53,0.53,0.53,1118.0,0.52,0.52,0.52,
12/31/1999,7446.0,,,,,,,-6355.0,,,1091.0,10.0,,58.0,,0.0,-68.0,1101.0,-440.0,661.0,0.0,,,661.0,0.0,661.0,0.0,0.0,661.0,661.0,,1160.0,0.57,0.57,0.57,1180.0,0.56,0.56,0.56,
03/31/2000,7220.0,,,,,,,-6153.0,,,1067.0,287.0,,52.0,,0.0,-339.0,1354.0,-541.0,813.0,0.0,,,813.0,0.0,813.0,0.0,0.0,813.0,813.0,,1189.0,0.68,0.68,0.57,1213.0,0.67,0.67,0.56,
06/30/2000,7284.0,,,,,,,-6123.0,,,1161.0,-2.0,,65.0,,0.0,-63.0,1159.0,-464.0,695.0,0.0,,,695.0,0.0,695.0,0.0,0.0,695.0,695.0,,1144.0,0.61,0.61,0.61,1167.0,0.6,0.6,0.6,
09/30/2000,7367.0,,,,,,,-6226.0,,,1141.0,30.0,,41.0,,0.0,-71.0,1171.0,-469.0,702.0,0.0,,,702.0,0.0,702.0,0.0,0.0,702.0,702.0,,1140.0,0.62,0.62,0.62,1164.0,0.6,0.6,0.6,
12/31/2000,7900.0,,,,,,,-6757.0,,,1143.0,7.0,,47.0,,0.0,-54.0,1150.0,-426.0,724.0,0.0,,,724.0,0.0,724.0,0.0,0.0,724.0,724.0,,1139.0,0.64,0.64,0.64,1156.0,0.63,0.63,0.63,
03/31/2001,7435.0,,,,,,,-6491.0,,,944.0,9.0,,44.0,,0.0,-53.0,953.0,-371.0,582.0,26.0,,,556.0,0.0,556.0,0.0,0.0,556.0,556.0,,1130.0,0.49,0.52,0.52,1149.0,0.48,0.51,0.51,
06/30/2001,7491.0,,,,,,,-6450.0,,,1041.0,-8.0,,47.0,,0.0,-39.0,1033.0,-403.0,630.0,0.0,,,630.0,0.0,630.0,0.0,0.0,630.0,630.0,,1127.0,0.56,0.56,0.56,1145.0,0.55,0.55,0.55,
09/30/2001,7398.0,,,,,,,-6455.0,,,943.0,-11.0,,45.0,,0.0,-34.0,932.0,-364.0,568.0,0.0,,,568.0,0.0,568.0,0.0,0.0,568.0,568.0,,1126.0,0.5,0.5,0.5,1146.0,0.5,0.5,0.5,
12/31/2001,8089.0,,,,,,,-7055.0,,,1034.0,-15.0,,48.0,,0.0,-33.0,1019.0,-374.0,645.0,0.0,,,645.0,0.0,645.0,0.0,0.0,645.0,645.0,,1124.0,0.57,0.57,0.57,1137.0,0.57,0.57,0.57,
03/31/2002,7579.0,,,,,,,-6632.0,,,947.0,-31.0,,43.0,,0.0,-12.0,916.0,-353.0,563.0,72.0,,,491.0,0.0,491.0,0.0,0.0,491.0,491.0,,1119.0,0.44,0.5,0.5,1134.0,0.43,0.5,0.5,
06/30/2002,7682.0,,,,,,,-6654.0,,,1028.0,-36.0,,48.0,,0.0,-12.0,992.0,-381.0,611.0,0.0,,,611.0,0.0,611.0,0.0,0.0,611.0,611.0,,1118.0,0.55,0.55,0.55,1131.0,0.54,0.54,0.54,
09/30/2002,7754.0,,,,,,,-6804.0,,,950.0,-10.0,,30.0,,0.0,-20.0,940.0,-362.0,578.0,0.0,,,578.0,0.0,578.0,0.0,0.0,578.0,578.0,,1118.0,0.52,0.52,0.52,1134.0,0.51,0.51,0.51,
12/31/2002,8257.0,,,,,,,-7086.0,,,1171.0,990.0,,52.0,,0.0,-1042.0,2161.0,-659.0,1502.0,0.0,,,1502.0,0.0,1502.0,0.0,0.0,1502.0,1502.0,,1124.0,1.34,1.34,0.6,1135.0,1.32,1.32,0.59,
03/31/2003,8015.0,,,,,,,-7070.0,,,945.0,-63.0,,25.0,,0.0,38.0,882.0,-271.0,611.0,0.0,,,611.0,0.0,611.0,0.0,0.0,611.0,611.0,,1124.0,0.54,0.54,0.52,1136.0,0.54,0.54,0.52,
06/30/2003,8226.0,,,,,,,-7146.0,,,1080.0,-28.0,,38.0,,0.0,-10.0,1052.0,-360.0,692.0,0.0,,,692.0,0.0,692.0,0.0,0.0,692.0,692.0,,1127.0,0.61,0.61,0.6,1136.0,0.61,0.61,0.6,
09/30/2003,8312.0,,,,,,,-7165.0,,,1147.0,-8.0,,31.0,,0.0,-23.0,1139.0,-400.0,739.0,0.0,,,739.0,0.0,739.0,0.0,0.0,739.0,739.0,,1128.0,0.66,0.66,0.63,1140.0,0.65,0.65,0.62,
12/31/2003,8932.0,,,,,,,-7659.0,,,1273.0,24.0,,27.0,,0.0,-51.0,1297.0,-441.0,856.0,0.0,,,856.0,0.0,856.0,0.0,0.0,856.0,856.0,,1132.0,0.76,0.76,0.71,1140.0,0.75,0.75,0.7,
03/31/2004,8919.0,,,,,,,-7702.0,,,1217.0,-22.0,,39.0,,0.0,-17.0,1195.0,-436.0,759.0,0.0,,,759.0,0.0,759.0,0.0,0.0,759.0,759.0,,1130.0,0.67,0.67,0.67,1140.0,0.67,0.67,0.67,
06/30/2004,8871.0,,,,,,,-7561.0,,,1310.0,-21.0,,35.0,,0.0,-14.0,1289.0,-471.0,818.0,0.0,,,818.0,0.0,818.0,0.0,0.0,818.0,818.0,,1128.0,0.73,0.73,0.73,1137.0,0.72,0.72,0.72,
09/30/2004,8952.0,,,,,,,-7694.0,,,1258.0,-12.0,,38.0,,0.0,-26.0,1246.0,-356.0,890.0,0.0,,,890.0,0.0,890.0,0.0,0.0,890.0,890.0,,1126.0,0.79,0.79,0.7,1135.0,0.78,0.78,0.7,
12/31/2004,9840.0,,,,,,,-8636.0,,,1204.0,-12.0,,37.0,,0.0,-25.0,1192.0,-326.0,866.0,0.0,,,866.0,0.0,866.0,0.0,0.0,866.0,866.0,,1124.67,0.77,0.77,0.83,1139.47,0.76,0.76,0.82,
03/31/2005,9886.0,,-5420.0,,,4466.0,,-3081.0,,,1385.0,-7.0,37.0,37.0,,0.0,-30.0,1378.0,-496.0,882.0,0.0,,,882.0,0.0,882.0,0.0,0.0,882.0,882.0,,1124.0,0.78,0.78,0.78,1127.0,0.78,0.78,0.78,
06/30/2005,10191.0,,-5416.0,,,4775.0,,-3226.0,,,1549.0,-8.0,46.0,46.0,,0.0,-38.0,1541.0,-555.0,986.0,0.0,,,986.0,0.0,986.0,0.0,0.0,986.0,986.0,,1116.0,0.88,0.88,0.88,1119.0,0.88,0.88,0.88,
09/30/2005,10550.0,,,,,,,-9052.0,,,1498.0,-9.0,37.0,37.0,,0.0,-28.0,1489.0,-536.0,953.0,0.0,,,953.0,0.0,953.0,0.0,0.0,953.0,953.0,,1109.0,0.86,0.86,0.86,1112.0,0.86,0.86,0.86,
12/31/2005,11954.0,,,,,,,-10243.0,,,1711.0,-44.0,,52.0,,0.0,-8.0,1667.0,-618.0,1049.0,0.0,,,1049.0,0.0,1049.0,0.0,0.0,1049.0,1049.0,,1103.0,0.95,0.95,0.95,1107.0,0.95,0.95,0.95,
03/31/2006,11521.0,,,,,,,-9966.0,,,1555.0,-25.0,48.0,48.0,,0.0,-23.0,1530.0,-555.0,975.0,0.0,,,975.0,0.0,975.0,0.0,0.0,975.0,975.0,,1096.0,0.89,0.89,0.89,1100.0,0.89,0.89,0.89,
06/30/2006,11736.0,,,,,,,-10041.0,,,1695.0,-31.0,54.0,54.0,,0.0,-23.0,1664.0,-603.0,1061.0,0.0,,,1061.0,0.0,1061.0,0.0,0.0,1061.0,1061.0,,1087.0,0.98,0.98,0.98,1092.0,0.97,0.97,0.97,
09/30/2006,11662.0,,,,,,,-10086.0,,,1576.0,-29.0,54.0,54.0,,0.0,-25.0,1547.0,-509.0,1038.0,0.0,,,1038.0,0.0,1038.0,0.0,0.0,1038.0,1038.0,,1080.0,0.96,0.96,0.96,1085.0,0.96,0.96,0.96,
12/31/2006,12628.0,,,,,,,-10819.0,,,1809.0,-40.0,55.0,55.0,,0.0,-15.0,1769.0,-641.0,1128.0,0.0,,,1128.0,0.0,1128.0,0.0,0.0,1128.0,1128.0,,1076.0,1.05,1.05,1.05,1081.0,1.04,1.04,1.04,
03/31/2007,11906.0,,-9029.0,,,2877.0,,-1519.0,,,1358.0,-35.0,49.0,49.0,,0.0,-14.0,1323.0,-480.0,843.0,0.0,,,843.0,0.0,843.0,0.0,0.0,843.0,843.0,184.0,1070.0,0.79,0.79,0.96,1075.0,0.78,0.78,0.95,
06/30/2007,12189.0,,-9141.0,,,3048.0,,-1283.0,,,1765.0,-33.0,61.0,61.0,,0.0,-28.0,1732.0,-628.0,1104.0,0.0,,,1104.0,0.0,1104.0,0.0,0.0,1104.0,1104.0,,1060.0,1.04,1.04,1.04,1066.0,1.04,1.04,1.04,
09/30/2007,12205.0,,-9168.0,,,3037.0,,-1329.0,,,1708.0,-39.0,53.0,53.0,,0.0,-14.0,1669.0,-593.0,1076.0,0.0,,,1076.0,0.0,1076.0,0.0,0.0,1076.0,1076.0,31.0,1051.0,1.02,1.02,1.05,1058.0,1.02,1.02,1.05,
12/31/2007,13392.0,,-15028.0,,,-1636.0,,-2617.0,,,-4253.0,-40.0,83.0,83.0,,0.0,-43.0,-4293.0,1717.0,-2576.0,0.0,,,-2576.0,0.0,-2576.0,0.0,0.0,-2576.0,-2576.0,3772.0,1047.0,-2.46,-2.46,1.14,1047.0,-2.46,-2.46,1.14,
03/31/2008,12675.0,,-9795.0,,,2880.0,,-1387.0,,,1493.0,-77.0,134.0,134.0,,0.0,-57.0,1416.0,-510.0,906.0,0.0,,,906.0,0.0,906.0,0.0,0.0,906.0,906.0,,1037.0,0.87,0.87,0.87,1044.0,0.87,0.87,0.87,
06/30/2008,13001.0,,-10123.0,,,2878.0,,-1424.0,,,1454.0,-90.0,104.0,104.0,,0.0,-14.0,1364.0,-491.0,873.0,0.0,,,873.0,0.0,873.0,0.0,0.0,873.0,873.0,,1021.0,0.86,0.86,0.86,1029.0,0.85,0.85,0.85,
09/30/2008,13113.0,,-10059.0,,,3054.0,,-1422.0,,,1632.0,-117.0,104.0,104.0,,0.0,13.0,1515.0,-545.0,970.0,0.0,,,970.0,0.0,970.0,0.0,0.0,970.0,970.0,,1006.0,0.96,0.96,0.96,1013.0,0.96,0.96,0.96,
12/31/2008,12697.0,,-6616.0,,,6081.0,,-5278.0,,,803.0,-83.0,100.0,100.0,,0.0,-17.0,720.0,-466.0,254.0,0.0,,,254.0,0.0,254.0,0.0,0.0,254.0,254.0,575.0,999.0,0.25,0.25,0.83,1004.0,0.25,0.25,0.83,
03/31/2009,10938.0,10938.0,-8746.0,8316.0,430.0,2192.0,0.0,-1474.0,,1474.0,718.0,-69.0,,82.0,-13.0,,0.0,649.0,-248.0,401.0,0.0,0.0,0.0,401.0,0.0,401.0,0.0,0.0,401.0,517.0,116.0,997.0,0.4,0.4,0.518556,1003.0,0.4,0.4,0.515653,
06/30/2009,10829.0,10829.0,-8756.0,8330.0,426.0,2073.0,0.0,-1178.0,,1178.0,895.0,-203.0,,181.0,22.0,,0.0,692.0,-247.0,445.0,0.0,0.0,0.0,445.0,0.0,445.0,0.0,0.0,445.0,445.0,0.0,998.0,0.45,0.45,0.45,1004.0,0.44,0.44,0.44,
09/30/2009,11153.0,11153.0,-8980.0,8539.0,441.0,2173.0,0.0,-1244.0,,1244.0,929.0,-87.0,,93.0,-6.0,,0.0,842.0,-293.0,549.0,0.0,0.0,0.0,549.0,,549.0,0.0,0.0,549.0,549.0,0.0,997.0,0.55,0.55,0.55,1004.0,0.55,0.55,0.55,
12/31/2009,12377.0,12377.0,-9724.0,9274.0,450.0,2653.0,0.0,-1394.0,,1394.0,1259.0,-76.0,,89.0,-13.0,,0.0,1183.0,-426.0,757.0,0.0,0.0,0.0,757.0,,757.0,0.0,0.0,757.0,757.0,0.0,997.0,0.76,0.76,0.76,1004.0,0.75,0.75,0.75,
03/31/2010,11728.0,11728.0,-9443.0,8992.0,451.0,2285.0,0.0,-1243.0,,1243.0,1042.0,-89.0,,85.0,4.0,,0.0,953.0,-420.0,533.0,0.0,0.0,0.0,533.0,,533.0,0.0,0.0,533.0,708.0,175.0,995.0,0.54,0.54,0.711558,1004.0,0.53,0.53,0.704303,
06/30/2010,12204.0,12204.0,-9575.0,9126.0,449.0,2629.0,0.0,-1227.0,,1227.0,1402.0,-102.0,,84.0,18.0,,0.0,1300.0,-455.0,845.0,0.0,0.0,0.0,845.0,,845.0,0.0,0.0,845.0,858.65,13.65,994.0,0.85,0.85,0.863833,1003.0,0.84,0.84,0.853609,
09/30/2010,12192.0,12192.0,-9521.0,9073.0,448.0,2671.0,0.0,-1055.0,,1055.0,1616.0,-76.0,,91.0,-15.0,,0.0,1540.0,-549.0,991.0,0.0,0.0,0.0,991.0,,991.0,0.0,0.0,991.0,930.0,-61.0,994.0,1.0,1.0,0.935614,1004.0,0.99,0.99,0.929243,
12/31/2010,13421.0,13421.0,-10462.0,10018.0,444.0,2959.0,0.0,-1287.0,,1287.0,1672.0,-84.0,,94.0,-10.0,,0.0,1588.0,-563.0,1025.0,0.0,0.0,0.0,1025.0,,1025.0,0.0,0.0,1025.0,993.0,-32.0,994.0,1.03,1.03,0.998994,1004.0,1.02,1.02,0.988127,
03/31/2011,12582.0,12582.0,-9874.0,9433.0,441.0,2708.0,0.0,-1236.0,,1236.0,1472.0,-74.0,,85.0,-11.0,,0.0,1398.0,-483.0,915.0,0.0,0.0,0.0,915.0,,915.0,0.0,0.0,915.0,915.0,0.0,992.0,0.92,0.92,0.92,1002.0,0.91,0.91,0.91,
06/30/2011,13191.0,13191.0,-10215.0,9772.0,443.0,2976.0,0.0,-1231.0,,1231.0,1745.0,-74.0,,83.0,-9.0,,0.0,1671.0,-579.0,1092.0,0.0,0.0,0.0,1092.0,,1092.0,0.0,0.0,1092.0,1072.0,-20.0,988.0,1.11,1.11,1.08502,998.0,1.09,1.09,1.06996,
09/30/2011,13166.0,13166.0,-10229.0,9782.0,447.0,2937.0,0.0,-1271.0,,1271.0,1666.0,-68.0,,84.0,-16.0,,0.0,1598.0,-526.0,1072.0,0.0,0.0,0.0,1072.0,,1072.0,0.0,0.0,1072.0,1052.0,-20.0,977.0,1.1,1.1,1.076766,987.0,1.09,1.09,1.069737,
12/31/2011,14166.0,14166.0,-11603.0,11152.0,451.0,2563.0,0.0,-1366.0,,1366.0,1197.0,-88.0,,96.0,-8.0,,0.0,1109.0,-384.0,725.0,0.0,0.0,0.0,725.0,,725.0,0.0,0.0,725.0,1252.0,527.0,968.0,0.75,0.75,1.293388,977.0,0.74,0.74,1.279406,
03/31/2012,13136.0,13136.0,-10338.0,9879.0,459.0,2798.0,0.0,-1229.0,,1229.0,1569.0,-88.0,,94.0,-6.0,,0.0,1481.0,-511.0,970.0,0.0,0.0,0.0,970.0,,970.0,0.0,0.0,970.0,970.0,0.0,962.0,1.01,1.01,1.01,972.0,1.0,1.0,1.0,
06/30/2012,13349.0,13349.0,-10256.0,9797.0,459.0,3093.0,0.0,-1303.0,,1303.0,1790.0,-86.0,,92.0,-6.0,,0.0,1704.0,-588.0,1116.0,0.0,0.0,0.0,1116.0,,1116.0,0.0,0.0,1116.0,1116.0,0.0,962.0,1.16,1.16,1.16,971.0,1.15,1.15,1.15,
09/30/2012,13071.0,13071.0,-11059.0,10595.0,464.0,2012.0,0.0,-1246.0,,1246.0,766.0,-92.0,,98.0,-6.0,,0.0,674.0,-205.0,469.0,0.0,0.0,0.0,469.0,,469.0,0.0,0.0,469.0,1028.0,559.0,961.0,0.49,0.49,1.069719,970.0,0.48,0.48,1.056289,
12/31/2012,14571.0,14571.0,-15979.0,15503.0,476.0,-1408.0,0.0,-1374.0,,1374.0,-2782.0,-103.0,,109.0,-6.0,,0.0,-2885.0,1137.0,-1748.0,0.0,0.0,0.0,-1748.0,,-1748.0,0.0,0.0,-1748.0,1275.0,3023.0,956.0,-1.83,-1.83,1.333682,956.0,-1.83,-1.83,1.332134,
03/31/2013,13434.0,13434.0,-10537.0,10063.0,474.0,2897.0,0.0,-1317.0,,1317.0,1580.0,-91.0,,96.0,-5.0,,0.0,1489.0,-452.0,1037.0,0.0,0.0,0.0,1037.0,,1037.0,0.0,0.0,1037.0,1001.0,-36.0,952.0,1.09,1.09,1.051471,960.0,1.08,1.08,1.0425,
06/30/2013,13507.0,13507.0,-10479.0,10013.0,466.0,3028.0,0.0,-1286.0,,1286.0,1742.0,-95.0,,98.0,-3.0,,0.0,1647.0,-576.0,1071.0,0.0,0.0,0.0,1071.0,,1071.0,0.0,0.0,1071.0,1071.0,0.0,943.0,1.14,1.14,1.14,952.0,1.13,1.13,1.13,
09/30/2013,13521.0,13521.0,-10481.0,10021.0,460.0,3040.0,0.0,-1236.0,,1236.0,1804.0,-90.0,,92.0,-2.0,,0.0,1714.0,-617.0,1097.0,0.0,0.0,0.0,1097.0,,1097.0,0.0,0.0,1097.0,1097.0,0.0,935.0,1.17,1.17,1.17,944.0,1.16,1.16,1.16,
12/31/2013,14976.0,14976.0,-11680.0,11213.0,467.0,3296.0,0.0,-1388.0,,1388.0,1908.0,-84.0,,94.0,-10.0,,0.0,1824.0,-657.0,1167.0,0.0,0.0,0.0,1167.0,,1167.0,0.0,0.0,1167.0,1175.45,8.45,928.0,1.26,1.26,1.266649,937.0,1.25,1.25,1.259018,
03/31/2014,13779.0,13779.0,-10942.0,10474.0,468.0,2837.0,0.0,-1324.0,,1324.0,1513.0,-90.0,,90.0,0.0,,0.0,1423.0,-512.0,911.0,0.0,0.0,0.0,911.0,,911.0,0.0,0.0,911.0,911.0,0.0,923.0,0.99,0.99,0.99,931.0,0.98,0.98,0.98,
06/30/2014,14268.0,14268.0,-12157.0,11684.0,473.0,2111.0,0.0,-1364.0,,1364.0,747.0,-64.0,,89.0,-25.0,,0.0,683.0,-229.0,454.0,0.0,0.0,0.0,454.0,,454.0,0.0,0.0,454.0,1119.0,665.0,918.0,0.49,0.49,1.218954,927.0,0.49,0.49,1.207368,
09/30/2014,14290.0,14290.0,-11070.0,10585.0,485.0,3220.0,0.0,-1266.0,,1266.0,1954.0,-85.0,,87.0,-2.0,,0.0,1869.0,-655.0,1214.0,0.0,0.0,0.0,1214.0,,1214.0,0.0,0.0,1214.0,1214.0,0.0,913.0,1.33,1.33,1.33,922.0,1.32,1.32,1.32,
12/31/2014,15895.0,15895.0,-13513.0,13016.0,497.0,2382.0,0.0,-1628.0,,1628.0,754.0,-92.0,,87.0,5.0,,0.0,662.0,-209.0,453.0,0.0,0.0,0.0,453.0,,453.0,0.0,0.0,453.0,1145.0,692.0,908.0,0.5,0.5,1.261013,917.0,0.49,0.49,1.244635,
03/31/2015,13977.0,13977.0,-10918.0,10412.0,506.0,3059.0,0.0,-1386.0,,1386.0,1673.0,-83.0,,87.0,-4.0,,0.0,1590.0,-564.0,1026.0,0.0,0.0,0.0,1026.0,,1026.0,0.0,0.0,1026.0,1026.0,0.0,906.0,1.13,1.13,1.13,913.0,1.12,1.12,1.12,
06/30/2015,14095.0,14095.0,-10785.0,10275.0,510.0,3310.0,0.0,-1350.0,,1350.0,1960.0,-82.0,,86.0,-4.0,,0.0,1878.0,-648.0,1230.0,0.0,0.0,0.0,1230.0,,1230.0,0.0,0.0,1230.0,1230.0,0.0,901.0,1.37,1.37,1.37,908.0,1.35,1.35,1.35,
09/30/2015,14237.0,14237.0,-10890.0,10363.0,527.0,3347.0,0.0,-1363.0,,1363.0,1984.0,-79.0,,83.0,-4.0,,0.0,1905.0,-648.0,1257.0,0.0,0.0,0.0,1257.0,,1257.0,0.0,0.0,1257.0,1257.0,0.0,895.0,1.4,1.4,1.4,903.0,1.39,1.39,1.39,
12/31/2015,16054.0,16054.0,-12444.0,11903.0,541.0,3610.0,0.0,-1559.0,0.0,1559.0,2051.0,-82.0,,85.0,-3.0,,0.0,1969.0,-638.0,1331.0,0.0,0.0,0.0,1331.0,,1331.0,0.0,0.0,1331.0,1410.0,79.0,893.0,1.49,1.49,1.578947,898.0,1.48,1.48,1.567973,
03/31/2016,14418.0,14418.0,-11244.0,10692.0,552.0,3174.0,0.0,-1351.0,,1351.0,1823.0,-76.0,,93.0,-17.0,,0.0,1747.0,-616.0,1131.0,0.0,0.0,0.0,1131.0,,1131.0,0.0,0.0,1131.0,1231.932,100.932,889.0,1.27,1.27,1.38575,894.0,1.27,1.27,1.382899,
06/30/2016,14629.0,14629.0,-11251.0,10696.0,555.0,3378.0,0.0,-1340.0,,1340.0,2038.0,-86.0,,94.0,-8.0,,0.0,1952.0,-683.0,1269.0,0.0,0.0,0.0,1269.0,,1269.0,0.0,0.0,1269.0,1269.0,0.0,886.0,1.43,1.43,1.43,890.0,1.43,1.43,1.43,
09/30/2016,14928.0,14928.0,-11550.0,10996.0,554.0,3378.0,0.0,-1344.0,,1344.0,2034.0,-81.0,,94.0,-13.0,,0.0,1953.0,-683.0,1270.0,0.0,0.0,0.0,1270.0,,1270.0,0.0,0.0,1270.0,1270.0,0.0,880.0,1.44,1.44,1.44,885.0,1.44,1.44,1.44,
12/31/2016,16931.0,16931.0,-15734.0,15171.0,563.0,1197.0,0.0,-1625.0,0.0,1625.0,-428.0,-88.0,,100.0,-12.0,,0.0,-516.0,277.0,-239.0,0.0,0.0,0.0,-239.0,,-239.0,0.0,0.0,-239.0,1439.2,1678.2,876.0,-0.27,-0.27,1.642922,876.0,-0.27,-0.27,1.642922,
03/31/2017,15510.0,15510.0,-12421.0,11867.0,554.0,3089.0,0.0,-1472.0,,1472.0,1617.0,93.0,,102.0,-195.0,,0.0,1710.0,-544.0,1166.0,0.0,0.0,0.0,1166.0,,1166.0,0.0,0.0,1166.0,1166.0,0.0,874.0,1.33,1.33,1.33,879.0,1.33,1.33,1.33,
06/30/2017,15927.0,15927.0,-12468.0,11906.0,562.0,3459.0,0.0,-1422.0,,1422.0,2037.0,82.0,,111.0,-193.0,,0.0,2119.0,-735.0,1384.0,0.0,0.0,0.0,1384.0,,1384.0,0.0,0.0,1384.0,1384.0,0.0,872.0,1.59,1.59,1.59,876.0,1.58,1.58,1.58,
