Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2011,2481.1,141.0,141.0,0.0,240.9,240.9,0.0,0.0,0.0,0.0,0.0,0.0,139.5,,674.4,139.5,521.4,682.5,,,0.0,1277.2,477.8,431.3,46.5,,125.0,1959.7,,337.9,50.8,,,287.1,0.0,0.0,,,,,0.0,,,0.0,337.9,1550.8,1550.8,,,,132.7,,,,,,132.7,1683.5,2021.4,387.4,2872.5,1.0,2871.5,,-146.2,-2738.6,0.7,375.8,83.9,459.7,2481.1,
06/30/2011,2377.4,60.3,60.3,0.0,212.8,212.8,0.0,0.0,0.0,0.0,0.0,0.0,155.4,,662.7,155.4,428.5,642.5,,,0.0,1306.4,465.4,420.3,45.1,,178.3,1948.9,,319.1,45.4,,,273.7,0.0,0.0,,,,,0.0,,,0.0,319.1,1440.1,1357.9,82.2,82.2,,134.2,,,,,,134.2,1574.3,1893.4,387.4,2877.1,1.0,2876.1,,-147.8,-2716.7,0.9,400.9,83.1,484.0,2377.4,
09/30/2011,2271.0,47.7,47.7,0.0,219.2,219.2,0.0,0.0,0.0,0.0,0.0,0.0,143.5,,622.5,143.5,410.4,648.8,,,0.0,1211.8,463.1,420.3,42.8,,126.2,1860.6,,288.1,45.4,,,242.7,0.0,0.0,,,,,0.0,,,0.0,288.1,1308.7,1308.7,,,,135.0,,,,,,135.0,1443.7,1731.8,387.4,2876.0,1.0,2875.0,,-148.6,-2659.7,0.2,455.3,83.9,539.2,2271.0,
12/31/2011,2271.2,30.1,30.1,0.0,222.8,222.8,0.0,0.0,0.0,0.0,0.0,0.0,238.7,0.0,507.5,111.5,491.6,664.4,1351.3,-686.9,0.0,1115.2,479.4,421.7,57.7,,128.3,1779.6,,152.9,45.4,0.0,22.5,85.0,18.9,0.0,,,,18.9,141.4,0.0,0.0,141.4,313.2,1235.8,1235.8,,,,133.2,0.0,0.0,0.0,0.0,,133.2,1369.0,1682.2,387.4,2875.7,1.0,2874.7,,-148.8,-2609.7,-0.2,504.4,84.6,589.0,2271.2,
03/31/2012,2295.4,44.3,44.3,0.0,244.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,142.8,,579.6,142.8,431.1,677.2,,,0.0,1187.1,482.7,421.7,61.0,,124.8,1864.3,,314.7,53.4,,,261.3,0.0,0.0,,,,,0.0,,,0.0,314.7,1246.2,1246.2,,,,135.4,,,,,,135.4,1381.6,1696.3,363.2,2875.2,1.0,2874.2,,-160.9,-2565.5,0.6,512.6,86.5,599.1,2295.4,
06/30/2012,2315.7,41.1,41.1,0.0,245.7,245.7,0.0,0.0,0.0,0.0,0.0,0.0,137.7,,552.8,137.7,424.5,718.9,,,0.0,1172.3,490.7,421.7,69.0,,128.8,1891.2,,324.6,59.6,,,265.0,0.0,0.0,,,,,0.0,,,0.0,324.6,1219.4,1219.4,,,,135.8,,,,,,135.8,1355.2,1679.8,342.2,2876.2,1.0,2875.2,,-162.4,-2518.8,0.8,538.0,97.9,635.9,2315.7,
09/30/2012,2456.2,163.2,163.2,0.0,247.5,247.5,0.0,0.0,0.0,0.0,0.0,0.0,138.1,,526.5,138.1,548.8,739.3,,,0.0,1168.1,510.9,437.3,73.6,,130.7,1907.4,,377.8,51.9,,,325.9,0.0,0.0,,,,,0.0,,,0.0,377.8,1242.3,1242.3,,,,137.9,,,,,,137.9,1380.2,1758.0,342.2,2877.3,1.0,2876.3,,-162.8,-2471.7,1.9,586.9,111.3,698.2,2456.2,
12/31/2012,2424.2,132.8,132.8,0.0,249.3,249.3,0.0,0.0,0.0,0.0,0.0,0.0,254.7,0.0,393.5,117.2,636.8,748.0,1476.1,-728.1,0.0,1039.4,510.5,437.3,73.2,,135.4,1787.4,,156.9,45.3,0.0,25.9,85.7,13.6,0.0,,,,13.6,130.4,0.0,0.0,130.4,300.9,1239.9,1239.9,,,,130.5,0.0,0.0,0.0,0.0,,130.5,1370.4,1671.3,342.2,2877.6,1.0,2876.6,,-163.3,-2424.7,1.4,633.2,119.7,752.9,2424.2,
03/31/2013,2392.3,80.1,80.1,0.0,266.3,266.3,0.0,0.0,0.0,0.0,0.0,0.0,250.9,,359.8,113.4,597.3,764.2,,,0.0,1030.8,526.1,443.4,82.7,,144.9,1795.0,,317.0,61.2,,,255.8,0.0,0.0,,,,,0.0,,,0.0,317.0,1365.3,1365.3,,,,130.5,,,,,,130.5,1495.8,1812.8,342.2,2883.3,1.0,2882.3,,-403.1,-2373.4,1.5,450.5,129.0,579.5,2392.3,
06/30/2013,2511.7,68.7,68.7,0.0,273.7,273.7,0.0,0.0,0.0,0.0,0.0,0.0,249.1,,444.8,111.6,591.5,793.3,,,0.0,1126.9,544.0,457.2,86.8,,138.1,1920.2,,311.6,57.3,,,254.3,0.0,0.0,,,,,0.0,,,0.0,311.6,1319.7,1319.7,,,,131.4,,,,,,131.4,1451.1,1762.7,342.2,2887.3,1.0,2886.3,,-404.0,-2208.2,-0.3,617.0,132.0,749.0,2511.7,
09/30/2013,2556.5,65.0,65.0,0.0,253.4,253.4,0.0,0.0,0.0,0.0,0.0,0.0,256.7,,412.6,119.2,575.1,893.5,,,0.0,1087.9,544.5,457.2,87.3,,130.8,1981.4,,311.8,54.2,,,257.6,0.0,0.0,,,,,0.0,,,0.0,311.8,1306.2,1306.2,,,,140.4,,,,,,140.4,1446.6,1758.4,342.2,2875.5,1.0,2874.5,,-404.2,-2150.0,-0.2,663.3,134.8,798.1,2556.5,
12/31/2013,2534.4,64.5,64.5,0.0,261.8,261.8,0.0,0.0,0.0,0.0,0.0,0.0,254.1,0.0,354.3,115.1,580.4,910.5,1623.1,-712.6,0.0,1043.5,545.1,456.9,88.2,,144.1,1954.0,,176.5,61.9,0.0,23.8,90.8,12.3,0.0,,,,12.3,122.8,0.0,0.0,122.8,311.6,1505.2,1505.2,,,,142.2,0.0,0.0,0.0,0.0,,142.2,1647.4,1959.0,93.2,2850.4,1.0,2849.4,,-404.6,-2101.1,-0.1,437.8,137.6,575.4,2534.4,
03/31/2014,2539.1,53.1,53.1,0.0,272.7,272.7,0.0,0.0,0.0,0.0,0.0,0.0,259.4,,325.3,120.5,585.2,930.7,,,0.0,1023.2,546.5,456.9,89.6,,151.4,1953.9,,302.0,48.5,,,253.5,0.0,0.0,,,,,0.0,,,0.0,302.0,1503.1,1503.1,,,,145.6,,,,,,145.6,1648.7,1950.7,93.2,2850.3,1.0,2849.3,,-440.3,-2054.4,0.0,448.8,139.6,588.4,2539.1,
06/30/2014,2576.5,65.8,65.8,0.0,272.3,272.3,0.0,0.0,0.0,0.0,0.0,0.0,242.8,,276.1,103.9,580.9,976.5,,,0.0,1019.1,595.0,491.7,103.3,,148.0,1995.6,,299.3,55.7,,,243.6,0.0,0.0,,,,,0.0,,,0.0,299.3,1475.1,1475.1,,,,141.1,,,,,,141.1,1616.2,1915.5,93.2,2842.5,1.0,2841.5,,-457.6,-1971.3,0.1,506.9,154.1,661.0,2576.5,
09/30/2014,2794.0,272.3,272.3,0.0,261.6,261.6,0.0,0.0,0.0,0.0,0.0,0.0,249.1,,255.3,110.2,783.0,994.6,,,0.0,1016.4,591.6,491.7,99.9,,169.5,2011.0,,306.2,54.8,,,251.4,208.5,0.0,,,,208.5,0.0,,,0.0,514.7,1441.4,1441.4,,,,139.7,,,,,,139.7,1581.1,2095.8,93.2,2829.0,1.0,2828.0,,-458.1,-1921.2,-0.1,542.8,155.4,698.2,2794.0,
12/31/2014,3388.3,66.7,66.7,0.0,323.2,323.2,0.0,0.0,0.0,0.0,0.0,0.0,296.7,0.0,129.4,108.3,686.6,1019.7,1803.7,-784.0,0.0,1682.0,1390.1,1084.0,306.1,,162.5,2701.7,,197.9,53.4,0.0,21.2,123.3,20.8,0.0,,,,20.8,145.6,0.0,0.0,145.6,364.3,2090.4,2090.4,,,,136.2,0.0,0.0,0.0,0.0,,136.2,2226.6,2590.9,93.2,2811.5,1.0,2810.5,,-458.7,-1879.1,-0.5,566.4,231.0,797.4,3388.3,
03/31/2015,3577.9,208.3,208.3,0.0,337.9,337.9,0.0,0.0,0.0,0.0,0.0,0.0,319.8,,102.3,131.4,866.0,1012.3,,,0.0,1699.6,1397.6,1090.0,307.6,,199.7,2711.9,,347.8,55.1,,,292.7,149.8,0.0,,,,149.8,0.0,,,0.0,497.6,2122.5,2122.5,,,,317.4,,,,,,317.4,2439.9,2937.5,,2806.6,1.0,2805.6,,-477.3,-1836.6,-0.4,492.3,148.1,640.4,3577.9,
06/30/2015,3469.5,45.5,45.5,0.0,351.8,351.8,0.0,0.0,0.0,0.0,0.0,0.0,315.1,,79.7,126.7,712.4,1062.8,,,0.0,1694.3,1423.0,1097.5,325.5,,191.6,2757.1,,343.2,60.0,,,283.2,21.4,0.0,,,,21.4,0.0,,,0.0,364.6,2104.4,2104.4,,,,137.3,,,,,,137.3,2241.7,2606.3,0.0,2879.5,1.1,2878.4,,-479.4,-1793.9,-0.3,605.9,257.3,863.2,3469.5,
09/30/2015,4249.3,801.6,801.6,0.0,350.9,350.9,0.0,0.0,0.0,0.0,0.0,0.0,310.5,,55.4,124.6,1463.0,1079.1,,,0.0,1707.2,1429.7,1105.0,324.7,,222.1,2786.3,,380.0,65.6,,,314.4,23.6,0.0,,,,23.6,0.0,,,0.0,403.6,2800.7,2800.7,,,,140.7,,,,,,140.7,2941.4,3345.0,0.0,2856.4,1.1,2855.3,,-481.9,-1743.0,-1.1,630.4,273.9,904.3,4249.3,
12/31/2015,4606.1,61.6,61.6,0.0,410.5,410.5,0.0,0.0,0.0,0.0,0.0,0.0,126.6,0.0,190.8,126.6,598.7,1310.1,2184.4,-874.3,0.0,2697.3,2309.5,1890.1,419.4,,197.0,4007.4,,217.5,61.6,,29.7,126.2,36.8,0.0,,,,36.8,172.1,0.0,0.0,172.1,426.4,3134.7,2846.5,288.2,288.2,,144.6,0.0,,,,,144.6,3279.3,3705.7,0.0,2836.0,1.1,2834.9,,-527.4,-1696.0,-1.2,611.4,289.0,900.4,4606.1,
03/31/2016,4608.3,73.2,73.2,0.0,431.9,431.9,0.0,0.0,0.0,0.0,0.0,0.0,127.0,,145.0,127.0,632.1,1317.7,,,0.0,2658.5,2307.7,1891.9,415.8,,205.8,3976.2,,427.2,62.7,,,364.5,36.6,0.0,,,,36.6,0.0,,,0.0,463.8,3079.6,2793.7,285.9,285.9,,144.8,,,,,,144.8,3224.4,3688.2,0.0,2843.6,1.1,2842.5,,-555.0,-1638.0,-1.1,649.5,270.6,920.1,4608.3,
06/30/2016,4632.6,70.3,70.3,0.0,420.6,420.6,0.0,0.0,0.0,0.0,0.0,0.0,168.6,,115.5,168.6,659.5,1336.9,,,0.0,2636.2,2313.9,1899.7,414.2,,206.8,3973.1,,422.6,67.1,,,355.5,36.5,0.0,,,,36.5,0.0,,,0.0,459.1,3050.0,2766.5,283.5,283.5,,154.1,,,,,,154.1,3204.1,3663.2,0.0,2815.7,1.1,2814.6,,-566.7,-1575.4,-0.9,672.7,296.7,969.4,4632.6,
09/30/2016,4631.3,76.4,76.4,0.0,419.2,419.2,0.0,0.0,0.0,0.0,0.0,0.0,170.4,,72.6,170.4,666.0,1353.1,,,0.0,2612.2,2325.7,1915.6,410.1,,213.9,3965.3,,439.2,67.5,,,371.7,36.8,0.0,,,,36.8,0.0,,,0.0,476.0,2974.0,2692.2,281.8,281.8,,158.1,,,,,,158.1,3132.1,3608.1,0.0,2807.9,1.1,2806.8,,-566.9,-1513.7,-1.0,726.3,296.9,1023.2,4631.3,
12/31/2016,4681.9,40.5,40.5,0.0,443.8,443.8,0.0,0.0,0.0,0.0,0.0,0.0,170.2,0.0,75.8,170.2,654.5,1391.8,2374.2,-982.4,0.0,2635.6,2338.5,1927.2,411.3,,221.3,4027.4,,241.4,68.3,,25.8,147.3,37.1,0.0,,,,37.1,197.1,0.0,0.0,197.1,475.6,2979.3,2700.0,279.3,279.3,,160.0,0.0,,,,,160.0,3139.3,3614.9,0.0,2800.2,1.1,2799.1,,-614.7,-1448.4,-1.2,735.9,331.1,1067.0,4681.9,
03/31/2017,4703.8,61.2,61.2,0.0,438.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,183.1,,35.3,183.1,682.3,1406.1,,,0.0,2615.4,2335.8,1931.4,404.4,,244.3,4021.5,,449.4,68.9,,,380.5,37.9,0.0,,,,37.9,0.0,,,0.0,487.3,2915.5,2636.9,278.6,278.6,,168.5,,,,,,168.5,3084.0,3571.3,0.0,2801.2,1.1,2800.1,,-640.2,-1380.4,-0.9,779.7,352.8,1132.5,4703.8,
06/30/2017,4840.0,71.1,71.1,0.0,426.5,426.5,0.0,0.0,0.0,0.0,0.0,0.0,195.9,,102.1,195.9,693.5,1452.1,,,0.0,2694.4,2354.4,1949.6,404.8,,237.9,4146.5,,455.0,77.5,,,377.5,38.3,0.0,,,,38.3,0.0,,,0.0,493.3,2625.1,2349.4,275.7,275.7,,182.6,,,,,,182.6,2807.7,3301.0,0.0,2819.9,1.1,2818.8,,-397.8,-1317.5,-0.9,1103.7,435.3,1539.0,4840.0,
09/30/2017,4883.4,67.6,67.6,0.0,441.6,441.6,0.0,0.0,0.0,0.0,0.0,0.0,178.2,,91.6,178.2,687.4,1482.3,,,0.0,2713.7,2376.8,1971.7,405.1,,245.3,4196.0,,480.1,81.8,,,398.3,31.1,0.0,,,,31.1,0.0,,,0.0,511.2,2591.3,2319.0,272.3,272.3,,186.4,,,,,,186.4,2777.7,3288.9,0.0,2807.1,1.1,2806.0,,-418.2,-1251.6,-0.9,1136.4,458.1,1594.5,4883.4,
12/31/2017,4864.5,54.4,54.4,0.0,472.1,472.1,0.0,0.0,0.0,0.0,0.0,0.0,175.7,0.0,34.4,175.7,702.2,1517.1,2614.9,-1097.8,0.0,2645.2,2375.7,1972.6,403.1,11.9,223.2,4162.3,,275.2,78.4,,24.7,172.1,32.3,0.0,,,,32.3,210.0,0.0,0.0,210.0,517.5,2545.4,2273.9,271.5,271.5,,185.3,0.0,0.0,0.0,0.0,,185.3,2730.7,3248.2,0.0,2748.5,1.1,2747.4,,-418.5,-1176.2,-1.3,1152.5,463.8,1616.3,4864.5,
03/31/2018,4939.6,86.4,86.4,0.0,463.1,463.1,0.0,0.0,0.0,0.0,0.0,0.0,159.0,,68.5,159.0,708.5,1554.3,,,0.0,2676.8,2369.2,1973.1,396.1,,239.1,4231.1,,539.3,83.1,,,456.2,32.7,0.0,,,,32.7,0.0,,,0.0,572.0,2544.4,2216.7,327.7,327.7,,183.8,,,,,,183.8,2728.2,3300.2,0.0,2732.7,1.1,2731.6,,-427.2,-1108.5,0.0,1197.0,442.4,1639.4,4939.6,
06/30/2018,5089.4,59.0,59.0,0.0,456.6,456.6,0.0,0.0,0.0,0.0,0.0,0.0,156.0,,75.4,156.0,671.6,1565.8,,,0.0,2852.0,2518.1,2074.7,443.4,,258.5,4417.8,,537.9,85.6,,,452.3,36.0,0.0,,,,36.0,0.0,,,0.0,573.9,2600.5,2272.8,327.7,327.7,,189.8,,,,,,189.8,2790.3,3364.2,0.0,2699.1,1.1,2698.0,,-427.5,-1016.7,0.0,1254.9,470.3,1725.2,5089.4,
