Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1997,254.162994,,-95.304001,,158.858994,,-114.280998,,,,,,44.577999,6.349,,,,,0.0,-6.349,50.926999,-14.852,,36.075001,9.0,,,27.074999,0.0,27.075001,0,,27.075001,27.075001,,11.3666,2.4,3.2,3.2,12.4444,2.3,3.1,3.1,
03/31/1998,203.600006,,-83.772003,,119.828003,,-93.473999,,,,,,26.354,4.838,,,,,0.0,-4.838,31.192,-7.798,,23.393999,0.0,,,23.394,0.0,23.393999,0,,23.393999,23.393999,,11.4083,2.1,2.1,2.1,11.6558,2.0,2.0,2.0,
06/30/1998,180.630005,,-79.737999,,100.892006,,-93.821999,,,,,,7.07,-69.678999,,3.067,-6.0,,0.0,72.612,-62.608999,3.86,,-58.749001,0.0,,,-58.748999,0.0,-58.749001,0,,-58.749001,-58.749001,,11.42,-5.1,-5.1,-1.5,11.42,-5.1,-5.1,-1.5,
09/30/1998,143.921997,,-63.087002,,80.834995,,-87.198997,,,,,,-6.364,-27.058999,,3.047,-7.9,,0.0,31.911999,-33.422999,7.499,,-25.924,0.0,,,-25.923999,0.0,-25.924,0,,-25.924,-25.924,,11.1583,-2.2,-2.2,0.3,11.1583,-2.2,-2.2,0.3,
12/31/1998,183.871994,,-74.719002,,109.152992,,-78.68,,,,,,30.473,4.924,,2.992,-7.9,,0.0,-0.016,35.396999,-10.385,,25.011999,0.0,,,25.011999,0.0,25.011999,0,,25.011999,25.011999,,10.804,2.3,2.3,2.3,11.0881,2.3,2.3,2.3,
03/31/1999,184.016998,,-66.959,,117.057999,,-67.457001,,,,,,49.601002,31.976,,2.997,,,0.0,-34.973,81.577001,-35.209,,46.368,0.0,,,46.368002,0.0,46.368,0,,46.368,46.368,,10.6687,4.3,4.3,3.8,11.6458,4.1,4.1,3.6,
06/30/1999,192.378006,,-66.787003,,125.591003,,-64.388,,,,,,61.202999,8.992,,2.959,-8.438,,0.0,-3.513,70.194999,-19.655001,,50.540001,0.0,,,50.539999,0.0,50.540001,0,,50.540001,50.540001,,10.4142,4.9,4.9,4.6,11.4191,4.6,4.6,4.4,
09/30/1999,194.279999,,-66.266998,,128.013,,-65.707001,,,,,,62.306,13.135,,2.962,-8.193,,0.0,-7.904,75.441,-23.277,,52.164001,0.0,,,52.164,0.0,52.164001,0,,52.164001,52.164001,,10.2523,5.1,5.1,4.9,11.3062,4.8,4.8,4.6,
12/31/1999,211.445999,,-69.528999,,141.917,,-70.393997,,,,,,71.523003,-21.03,,2.811,-8.119,,0.0,26.338,50.493003,-18.825001,,31.667999,0.0,,,31.668002,0.0,31.667999,0,,31.667999,31.667999,,10.3267,3.1,3.1,5.6,11.0424,2.9,2.9,5.2,
03/31/2000,213.057,,-80.089,,132.968,,-85.192,,,,,,47.776,4.675,,2.845,,,0.0,-7.52,52.451,-16.034,,36.417,0.0,,,36.417,0.0,36.417,0,0.0,36.417,36.417,,10.3775,3.5,3.5,3.5,11.0072,3.3,3.3,3.3,
06/30/2000,154.494003,,-64.509003,,89.985001,,-72.444,,,,,,17.541,17.647,,3.044,-7.64,,0.0,-13.051,35.188,-15.287,,19.900999,-1.747,,,21.648001,0.0,21.648001,0,,21.648001,21.648001,,10.0805,2.2,2.0,3.4,10.548,2.1,1.9,3.3,
09/30/2000,156.386,,-66.354,,90.032,0.0,-73.684,,31.833,,,41.851,16.348,86.946,-86.946,3.079,-90.025,,0.0,0.0,103.294,-43.721,,59.573,0.134,,,59.439,0.0,59.439,0,0.0,59.439,59.439,,9.9084,6.0,6.01237,6.0,10.5962,5.8,5.81265,5.8,
12/31/2000,160.518005,,-84.874001,,75.644005,,-79.710999,,,,,,-4.067,3.383,,2.883,-8.946,,0.0,2.68,-0.684,-15.706,,-16.389999,0.503,,,-16.893,0.0,-16.893,0,,-16.893,-16.893,,9.8892,-1.7,-1.7,2.6,9.8892,-1.7,-1.7,2.6,
03/31/2001,110.649,,-59.776,,50.873,,-75.017,,,,,,-24.144,1.14,2.846,2.846,,,0.0,-3.986,-23.004,2.477,,-20.527,4.024,,,-24.551,0.0,-24.551,0,0.0,-24.551,-24.551,,9.883,-2.48416,-2.1,-1.7,9.883,-2.48416,-2.1,-1.7,
06/30/2001,110.182999,,-58.251999,,51.931,,-66.190002,,,,,,-14.259,-3.469,,3.013,-10.548,,0.0,11.004,-17.728,-0.775,,-18.503,-0.495,,,-18.008,0.0,-18.007999,0,,-18.007999,-18.007999,,9.909,-1.8,-1.9,0.6,9.909,-1.8,-1.9,0.6,
09/30/2001,95.447,,-48.831,,46.616,,-60.459,,,,,,-13.843,-47.539,-5.831,3.058,-8.889,,0.0,53.37,-61.382,-1.481,,-62.863,0.0,,,-62.863,0.0,-62.863,0,,-62.863,-62.863,,10.0895,-6.2,-6.2,-6.2,10.0895,-6.2,-6.2,-6.2,
12/31/2001,105.181,,-47.800999,,57.380001,,-89.872002,,,,,,-32.492001,1.106,,3.379,-8.214,,0.0,3.729,-31.386,-2.747,,-34.132999,0.0,,,-34.133,0.0,-34.132999,0,0.0,-34.132999,-34.132999,,10.4768,-3.3,-3.3,0.8,10.7899,-3.3,-3.3,0.8,
03/31/2002,108.08,,-48.146,,59.934,,-69.221,23.427,,,,45.794,-9.287,-70.244,3.937,3.937,,,0.0,66.307,-79.531,-2.163,,-81.694,-0.52,,,-81.174,0.0,-81.174,0,0.0,-81.174,-81.174,47.341,10.554,-7.7,-7.7,-3.2,10.554,-7.7,-7.7,-3.2,
06/30/2002,107.846001,,-47.284,,60.562,,-59.369999,,,,,,1.192,4.018001,,5.174,-9.192,,0.0,0.0,5.210001,-2.656,,2.554,0.0,,,2.554001,0.0,2.554,0,,2.554,2.554,,10.5979,0.2,0.2,0.8,10.8175,0.2,0.2,0.8,
09/30/2002,85.709,,-39.519001,,46.189999,,-56.535,,,,,,-10.345,-1.894,,4.011,-9.784,,0.0,7.667,-12.239,1.419,,-10.82,0.0,,,-10.82,0.0,-10.82,0,,-10.82,-10.82,,10.655,-1.0,-1.0,0.1,10.655,-1.0,-1.0,0.1,
12/31/2002,108.963997,,-60.929001,,48.034996,,-55.191002,,,,,,-7.156,3.811,,3.653,-7.464,,0.0,0.0,-3.345,-0.11,,-3.455,0.0,,,-3.455,0.0,-3.455,0,0.0,-3.455,-3.455,,10.7059,-0.3,-0.3,0.3,10.7059,-0.3,-0.3,0.3,
03/31/2003,105.594002,,-55.285999,,50.308002,,-52.627998,,,,,,-2.32,-5.0,,3.584,-6.734,,0.0,8.15,-7.32,3.615,,-3.705,0.0,,,-3.705,0.0,-3.705,0,,-3.705,-3.705,,10.7498,-0.3,-0.3,0.5,10.7498,-0.3,-0.3,0.5,
06/30/2003,107.292999,,-61.431,,45.861999,,-51.133999,,,,,,-5.272,48.864001,,3.198,-6.574,,-0.695,-44.793001,43.592001,-2.79,,40.801998,0.0,,,40.802001,0.0,40.801998,0,,40.801998,40.801998,,10.7956,3.8,3.8,0.3,12.7901,3.3,3.3,0.3,
09/30/2003,109.192001,,-62.745998,,46.446003,,-48.910999,,,,,,-2.465,0.284,,2.49,-4.3,,0.0,1.526,-2.181,2.442,,0.261,0.0,,,0.261,0.0,0.261,0,,0.261,0.261,,10.8411,0.0,0.0,0.3,11.0219,0.0,0.0,0.3,
12/31/2003,115.143,,-68.539,,46.604,,-49.082,,,,,,-2.478,-0.163,-0.715,2.322,-3.037,,0.0,0.878,-2.641,-0.372,,-3.013,0.0,,,-3.013,0.0,-3.013,0,0.0,-3.013,-3.013,,10.8858,-0.3,-0.3,-0.248,10.8858,-0.3,-0.3,-0.248,
03/31/2004,121.279999,,-71.350998,,49.929001,,-46.596001,,,,,,3.333,-12.169,,1.414,-1.938,,0.0,12.693,-8.836,33.693001,,24.857,0.0,,,24.857001,0.0,24.857,0,,24.857,24.857,,10.94,2.3,2.3,0.6,11.627,2.2,2.2,0.6,
06/30/2004,115.501999,,-65.134003,,50.367996,,-47.252998,,,,,,3.115,-3.098,,1.122,-1.8,,-0.044,3.82,0.017,-0.007,,0.01,0.0,,,0.01,0.0,0.01,0,,0.01,0.01,,10.984,0.0,0.0,0.6,11.1536,0.0,0.0,0.6,
09/30/2004,99.751999,,-53.145,,46.606998,,-44.881001,,,,,,1.726,0.586,-1.889,1.145,-3.034,,-0.295,1.598,2.312,10.443,,12.755,20.818001,,,-8.063001,0.0,-8.063,0,0.0,-8.063,-8.063,,11.0312,-0.7,1.2,0.5,13.414,-0.6,1.0,0.3,
12/31/2004,126.548,,-83.657,,42.891,,-56.325,,,,,,-13.434,2.541,-1.75,1.083,-2.833,,0.0,-0.791,-10.893,33.382,,22.489,0.0,,,22.489,0.0,22.489,0,0.0,22.489,22.489,,11.1136,2.0,2.0,-0.3,13.4517,1.7,1.7,-0.3,
03/31/2005,78.958,,-54.542999,,24.415001,,-37.499001,,,,,,-13.084,-56.977001,,1.089,-8.872,,0.64,64.120001,-70.061001,-83.357002,,-153.417999,6.124,,,-159.542003,0.0,-159.542007,0,0.0,-159.542007,-159.542007,,11.1905,-14.299999,-13.7,-0.5,11.1905,-14.299999,-13.7,-0.5,
06/30/2005,83.813004,,-59.724998,,24.088005,,-39.896999,,,,,,-15.809,2.595,-2.635,0.973,-3.608,,0.0,0.04,-13.214,-0.846,,-14.06,21.913,,,-35.973,0.0,-35.973,0,0.0,-35.973,-35.973,,11.2445,-3.2,-1.3,-0.9,11.2445,-3.2,-1.3,-0.9,
09/30/2005,92.588,,-62.459,,30.129,0.0,-39.895,,19.239,,,20.656,-9.766,-87.424,-3.656,0.867,-4.523,,0.0,91.08,-97.19,-2.672,,-99.862,5.944,,,-105.806,0.0,-105.806,0,0.0,-105.806,-105.806,,11.2965,-9.4,-8.8,-0.4,11.2965,-9.4,-8.8,-0.4,
12/31/2005,86.647003,,-56.477001,,30.170002,,-34.047001,,,,,,-3.877,-2.027,0.758,0.758,0.0,,0.0,1.269,-5.904,-0.194,,-6.098,-2.837,,,-3.261,0.0,-3.261,0,0.0,-3.261,-3.261,,11.3531,-0.3,-0.5,-0.1,11.3531,-0.3,-0.5,-0.1,
03/30/2006,81.094002,,-51.588001,,29.506001,,-35.950001,,,,,,-6.444,-11.472,-8.053,0.716,-8.769,,0.0,19.525,-17.915999,2.104,,-15.812,-12.42,,,-3.391999,0.0,-3.392,0,0.0,-3.392,-3.392,,11.4678,-0.3,-1.4,-0.8,11.4678,-0.3,-1.4,-0.8,
06/30/2006,69.070999,,-46.800999,,22.27,,-34.273998,,,,,,-12.004,-11.926,-5.027,0.876,-5.903,,0.0,16.953,-23.93,-0.894,,-24.823999,-1.554,,,-23.27,0.0,-23.27,0,0.0,-23.27,-23.27,,11.5609,-2.0,-2.1,-0.3,11.5609,-2.0,-2.1,-0.3,
09/30/2006,73.553,,-47.01,,26.543,,-30.723,,,,,,-4.18,3.857,-4.942,0.883,-5.825,,0.0,1.085,-0.323,49.08,,48.757,-2.308,,,51.065,0.0,51.065,0,0.0,51.065,51.065,,11.6325,4.4,4.2,0.4,13.6735,3.8,3.6,0.4,
12/29/2006,60.650002,,-45.806999,,14.843002,,-28.277,,,,,,-13.434,4.725,0.79,0.79,0.0,,0.0,-5.515,-8.709,13.786,,5.077,-1.301,,,6.378,0.0,6.378,0,0.0,6.378,6.378,,11.6959,0.5,0.4,-0.4,13.733,0.5,0.4,-0.4,
03/31/2007,51.933998,,-34.355999,,17.577999,,-30.620001,,,,,,-13.042,7.146,,0.856,,,0.0,-8.002,-5.896,1.732,,-4.164,-0.834,,,-3.33,0.0,-3.33,0,0.0,-3.33,-3.33,,11.7516,-0.2,-0.1,-0.1,11.7516,-0.2,-0.1,-0.1,
06/29/2007,36.102,,-24.593,,11.509,,-18.605,,13.46,,,5.145,-7.096,4.181,-5.707,1.014,-6.721,,-0.01,1.536,-2.915,-0.214,,-3.129,0.506,,,-3.635,0.0,-3.635,0,0.0,-3.635,-3.635,,11.7897,-0.3,-0.3,-0.5,11.7897,-0.3,-0.3,-0.5,
09/28/2007,37.693,,-24.168,,13.525,,-23.027,,12.962,,,10.065,-9.502,3.299,-6.087,0.955,-7.042,,0.0,2.788,-6.203,-0.288,,-6.491,1.141,,,-7.632,0.0,-7.632,0,0.0,-7.632,-7.632,,11.8405,-0.6,-0.5,-0.1,11.8405,-0.6,-0.5,-0.1,
12/31/2007,36.118,,-21.058,,15.06,,-20.25,,12.328,,,7.922,-5.19,7.327,-7.537,0.805,-8.342,,0.0,0.21,2.137,0.792,,2.929,1.821,,,1.108,0.0,1.108,0,0.0,1.108,1.108,,11.8987,0.1,0.2,0.3,11.9622,0.1,0.2,0.3,
03/31/2008,35.588,,-19.106,,16.482,,-19.137,,11.682,,,7.455,-2.655,4.289,-10.482,2.8,-13.282,,0.0,6.193,1.634,-0.315,,1.319,0.775,,,0.544,0.0,0.544,0,0.0,0.544,0.544,,11.9163,0.0,0.1,0.4,11.9887,0.0,0.1,0.4,
06/30/2008,31.503,31.503,-16.821,16.821,14.682,0.0,-17.237,9.497,,5.903,,1.837,-2.555,4.421,-4.525,0.841,-5.366,,0.104,0.0,1.866,-1.913,,-0.047,-5.06,-5.06,0.0,5.013,0.0,5.013,0,0.0,5.013,1.47205,1.51905,11.9192,0.4,0.0,0.1235,11.9192,0.4,-0.02453,0.10292,
09/26/2008,31.655,31.655,-18.326,18.326,13.329,0.0,-15.126,8.753,8.753,4.863,0.108,1.402,-1.797,5.766,-4.753,0.476,-5.229,,,-1.013,3.969,-0.657,,3.312,0.0,0.0,0.0,3.312,0.0,3.312,0,0.0,3.312,3.38935,0.07735,11.9682,0.3,0.3,0.2832,13.4594,0.2,0.2,0.20575,
12/26/2008,28.205,28.205,-17.062,17.062,11.143,0.0,-18.424,9.388,,7.781,0.325,0.93,-7.281,3.432,-3.279,0.142,-3.421,,,-0.153,-3.849,3.939,,0.09,1.396,0.207,1.189,-1.306,0.0,-1.306,0,0.0,-1.306,0.4605,0.3705,12.0231,-0.1,0.0,0.0383,12.0473,-0.1,0.0,0.03075,
03/31/2009,23.411,23.411,-13.204,13.204,10.207,0.0,-34.934,7.357,,8.382,0.325,18.87,-24.727,6.16,,,-0.23,,,-5.93,-18.567,1.236,,-17.331,-0.122,-0.122,0.0,-17.209,0.0,-17.209,0,0.0,-17.209,-5.0655,12.2655,11.9961,-1.4,-1.4,-0.42226,11.9961,-1.4,-1.4,-0.42226,
06/29/2009,21.738,21.738,-11.635,11.635,10.103,0.0,-14.663,6.635,6.635,7.554,0.325,0.149,-4.56,2.643,-2.469,0.004,-2.473,,,-0.174,-1.917,2.071,,0.154,-0.44,-0.44,0.0,0.594,0.0,0.594,0,0.0,0.594,0.25085,0.09685,11.9284,0.0,0.0,0.02103,11.9869,0.0,-0.03671,-0.02863,
10/02/2009,18.442,18.442,-10.279,10.279,8.163,0.0,-15.354,7.926,7.926,7.195,0.325,-0.092,-7.191,2.363,-2.145,0.001,-2.146,,,-0.218,-4.828,0.737,,-4.091,-0.318,-0.318,0.0,-3.773,0.0,-3.773,0,0.0,-3.773,-4.1508,-0.0598,11.8961,-0.3,-0.3,-0.34892,11.8961,-0.3,-0.3,-0.34892,
01/01/2010,16.909,16.909,-9.441,9.441,7.468,0.0,-18.408,10.149,10.149,6.972,0.325,0.962,-10.94,3.586,,,-1.99,,,-1.596,-7.354,-0.14,,-7.494,-0.212,-0.212,0.0,-7.282,0.0,-7.282,0,0.0,-7.282,-7.1547,0.3393,11.9137,-0.6,-0.6,-0.60054,11.9137,-0.6,-0.6,-0.60054,
03/31/2010,16.593,16.593,-8.933,8.933,7.66,0.0,-16.569,7.89,7.89,7.765,0.325,0.589,-8.909,1.863,-3.876,0.001,-1.887,,,0.023,-7.046,-0.193,,-7.239,-0.266,-0.266,0.0,-6.973,0.0,-6.973,0,0.0,-6.973,11.05465,0.38285,11.9402,-0.58399,-0.60627,-0.55704,11.9402,-0.58399,-0.60627,-0.55704,
04/01/2011,0.0,,0.0,,0.0,0.0,-2.42,2.382,2.382,,,0.038,-2.42,5.332,,,,,,-5.332,2.912,-1.095,,1.817,0.0,0.0,0.0,1.817,0.0,1.817,0,0.0,1.817,1.8417,0.0247,10.8801,0.2,0.2,0.16927,10.8875,0.2,0.2,0.16927,
