Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2001,523.692,-96.03,427.662,0.0,-237.56,109.365,128.195,190.102,-114.446,-30.754,1.719,-32.473,,145.2,75.656,-32.915,42.741,,42.741,,42.741,,0.0,42.741,42.741,1054.656,0.04,0.04,0.04,1067.34,0.04,0.04,0.04,
12/31/2001,569.384,-98.428,470.956,0.0,-267.572,129.325,138.247,203.384,29.591,-29.591,1.181,-30.772,,155.986,76.989,-34.892,42.097,0.0,42.097,,42.097,,0.0,42.097,42.097,1055.934,0.039867,0.039867,0.039867,1074.286,0.039186,0.039186,0.039186,
03/31/2002,585.157,-102.444,482.713,0.0,-270.319,123.628,146.691,212.394,-83.463,-27.542,0.753,-28.295,,111.005,128.931,-33.628,95.303,,95.303,,95.303,0.0,0.0,95.303,95.303,1053.67,0.09,0.09,0.09,1069.956,0.09,0.09,0.09,
06/30/2002,622.348,-106.867,515.481,0.0,-274.837,126.915,147.922,240.644,-611.054,,,-29.964,,641.018,-370.41,156.762,-213.648,,-213.648,,-213.648,0.0,0.0,-213.648,-213.648,1040.002,-0.205,-0.205,0.115,1040.002,-0.205,-0.205,0.115,
09/30/2002,654.322,-112.481,541.841,0.0,-289.073,145.414,143.659,252.768,-120.642,,,-20.846,,141.488,132.126,-42.822,89.304,,89.304,,89.304,0.0,0.0,89.304,89.304,1032.05,0.085,0.085,0.0928,1038.858,0.085,0.085,0.0928,
12/31/2002,743.195,-119.838,623.357,,-459.351,,,164.006,-24.904,0.0,0.0,-22.295,0.0,47.199,0.0,-46.274,92.828,0.0,-46.274,0.0,92.828,0.0,0.0,92.828,92.828,1028.312,0.09,0.09,0.12,1037.952,0.09,0.09,0.12,
03/31/2003,749.671997,-114.842003,634.829994,,-391.201996,,,243.628006,-36.127998,-18.924999,0.0,-18.924999,0.0,55.052998,207.500008,-56.028999,151.470993,0.0,151.471008,0.0,151.470993,0.0,0.0,151.470993,151.470993,1023.817993,0.15,0.15,0.18,1034.531982,0.145,0.145,0.175,
06/30/2003,799.711975,-123.406998,676.304977,,-471.768005,,,204.537003,-11.079,-21.195,0.0,-21.195,0.0,32.274,193.458002,-61.112999,132.345001,0.0,132.345003,0.0,132.345001,0.0,0.0,132.345001,132.345001,1025.817993,0.13,0.13,0.16,1045.828003,0.125,0.125,0.155,
09/30/2003,817.044006,-115.672997,701.37101,,-498.243011,,,203.128006,108.915002,-25.0,1.9,-26.9,0.0,-83.915003,312.043008,-112.406998,199.636002,47.654999,151.981012,0.0,151.981003,0.0,0.0,151.981003,151.981003,1040.761963,0.145,0.19,0.14,1065.572021,0.14,0.18,0.14,
12/31/2003,933.898987,-126.202003,807.696983,,-613.059021,,,194.638,-10.133,,1.0,-11.38,0.0,20.513,184.505,-57.773998,126.731003,0.0,126.731002,0.0,126.731003,0.0,0.0,126.731003,126.731003,1047.390015,0.12,0.12,0.14,1071.527954,0.12,0.12,0.135,
03/31/2004,975.13501,-114.480003,860.655006,,-564.090027,,,296.565002,-29.286999,-21.6,1.4,-23.0,0.0,50.886999,267.278003,-90.691002,176.587006,0.0,176.587001,0.0,176.587006,0.0,0.0,176.587006,176.587006,1055.197998,0.165,0.165,0.195,1081.628052,0.165,0.165,0.19,
06/30/2004,1128.079956,-186.682999,941.396957,,-634.760986,,,306.634003,-36.223002,-15.1,1.4,-16.5,0.0,51.323002,270.411001,-99.639999,170.770996,0.0,170.771001,0.0,170.770996,0.0,0.0,170.770996,170.770996,1060.619995,0.16,0.16,0.19,1087.089966,0.16,0.16,0.19,
09/30/2004,1202.640015,-165.990005,1036.650009,,-650.627991,,,386.022003,-24.442999,,1.9,-26.9,0.0,49.442999,361.579004,-130.709,230.869995,0.0,230.870004,0.0,230.873993,0.0,0.0,230.873993,230.873993,1055.140015,0.22,0.22,0.25,1077.089966,0.21,0.21,0.24,
12/31/2004,1315.302002,-205.373001,1109.929001,,-779.76001,,,330.169006,-10.021,,2.7,-24.1,0.0,31.421,320.148006,-113.559998,206.587997,0.0,206.588009,0.0,206.584,0.0,0.0,206.584,206.584,1049.699951,0.2,0.2,0.22,1070.708008,0.19,0.19,0.21,
03/31/2005,1461.578003,-251.041,1210.537003,,-734.731018,,,475.806,-29.342,-19.0,2.8,-21.799999,0.0,48.341999,446.464,-162.289993,284.174011,0.0,284.174007,0.0,284.174011,0.0,0.0,284.174011,284.174011,1046.832031,0.27,0.27,0.29,1067.071045,0.27,0.27,0.29,
06/30/2005,1526.879028,-269.480988,1257.398041,,-634.762024,,,622.635986,-221.304999,-31.0,3.9,-34.900002,0.0,252.305,401.330987,-105.165001,296.165985,0.0,296.165987,0.0,296.165985,0.0,0.0,296.165985,296.165985,1057.563965,0.28,0.28,0.31,1083.840942,0.27,0.27,0.3,
09/30/2005,1751.822021,-230.126999,1521.695023,,-678.172974,,,843.521973,-237.897999,-21.0,20.200001,-41.200001,0.0,258.897999,605.623974,-246.210999,359.412994,0.0,359.412975,0.0,359.412994,0.0,0.0,359.412994,359.412994,1060.53894,0.34,0.34,0.363,1086.963989,0.33,0.33,0.35246,
12/31/2005,1893.094971,-260.420013,1632.674957,,-649.182983,,,983.48999,-427.959999,,23.028999,-43.027,0.0,447.958,555.529991,-220.192001,339.239014,0.0,335.33799,0.0,339.238007,0.0,0.0,339.238007,339.238007,1054.723999,0.32,0.32,0.34,1080.151978,0.31,0.31,0.33,
03/31/2006,1986.0,-262.0,1724.0,,-815.0,,,909.0,-231.0,-30.0,19.0,-49.0,0.0,261.0,678.0,-257.0,421.0,0.0,421.0,0.0,421.0,0.0,0.0,421.0,421.0,1054.0,0.4,0.4,0.47,1075.0,0.39,0.39,0.46,
06/30/2006,2199.0,-284.0,1915.0,,-861.0,,,1054.0,-196.0,-36.0,18.0,-54.0,0.0,232.0,858.0,-327.0,531.0,0.0,531.0,0.0,531.0,0.0,0.0,531.0,531.0,1053.0,0.5,0.5,0.53,1073.0,0.49,0.49,0.52,
09/30/2006,2384.0,-297.0,2087.0,,-955.0,,,1132.0,-234.0,-45.0,19.0,-64.0,,279.0,898.0,-330.0,568.0,,568.0,,568.0,,,568.0,568.0,1053.0,0.54,0.54,0.56,1072.0,0.53,0.53,0.55,
12/31/2006,2714.0,-338.0,2376.0,,-930.0,,,1446.0,-476.0,,18.0,-63.0,0.0,521.0,970.0,-376.0,594.0,0.0,594.0,0.0,594.0,0.0,0.0,594.0,594.0,1054.0,0.56,0.56,0.58,1072.0,0.55,0.55,0.57,
03/31/2007,2843.0,-392.0,2451.0,,-1101.0,,,1350.0,-235.0,-51.0,18.0,-69.0,0.0,286.0,1115.0,-409.0,706.0,0.0,706.0,0.0,706.0,0.0,0.0,706.0,706.0,1053.0,0.67,0.67,0.69,1071.0,0.66,0.66,0.68,
06/30/2007,3004.0,-429.0,2575.0,,-1135.0,,,1440.0,-258.0,-53.0,17.0,-70.0,0.0,311.0,1182.0,-435.0,747.0,0.0,747.0,0.0,747.0,0.0,0.0,747.0,747.0,1053.0,0.71,0.71,0.73,1070.0,0.7,0.7,0.72,
09/30/2007,2908.0,-406.0,2502.0,,-1156.0,,,1346.0,-218.0,-62.0,18.0,-80.0,0.0,280.0,1128.0,-443.0,685.0,0.0,685.0,0.0,685.0,0.0,0.0,685.0,685.0,1053.0,0.65,0.65,0.68,1069.0,0.64,0.64,0.67,
12/31/2007,2969.0,-344.0,2625.0,,-1310.0,,,1315.0,-314.0,,23.0,-51.0,0.0,342.0,1001.0,-370.0,631.0,0.0,631.0,0.0,631.0,0.0,0.0,631.0,631.0,1053.0,0.6,0.6,0.63,1068.0,0.59,0.59,0.62,
03/31/2008,3063.0,-389.0,2674.0,,-1134.0,,,1540.0,35.0,-56.0,18.0,-74.0,0.0,21.0,1575.0,-592.0,983.0,0.0,983.0,0.0,983.0,0.0,0.0,983.0,983.0,1053.0,0.93,0.93,0.78,1068.0,0.92,0.92,0.77,
06/30/2008,3236.0,-441.0,2795.0,,-1208.0,,,1587.0,-280.0,-36.0,15.0,-51.0,0.0,316.0,1307.0,-525.0,782.0,0.0,782.0,0.0,782.0,0.0,0.0,782.0,782.0,1051.0,0.74,0.74,0.77,1064.0,0.73,0.73,0.76,
09/30/2008,3412.0,-409.0,3003.0,,-1388.0,,,1615.0,-456.0,25.0,25.0,,0.0,431.0,1159.0,-428.0,731.0,0.0,731.0,0.0,731.0,0.0,0.0,731.0,731.0,1055.0,0.69,0.69,0.75,1071.0,0.68,0.68,0.74,
12/31/2008,3707.0,-503.0,3204.0,,-1475.0,,,1729.0,-338.0,24.0,24.0,,0.0,314.0,1391.0,-459.0,932.0,0.0,932.0,0.0,932.0,0.0,0.0,932.0,932.0,1052.0,0.88,0.88,0.91,1065.0,0.87,0.87,0.9,
