Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
06/30/2016,399.499,196.218,25.029,52.662,131.691,-82.867,3.838,125.59,113.25,-10.625,,22.965,0.0,-326.01,-138.836,0.0,0.0,0.0,-138.836,-138.836,0.0,0.0,,,0.0,0.0,0.0,0.0,-187.174,-31.195,0.0,-11.526,,,,24.302,24.302,0.0,-43.971,0.0,42.294,,
09/30/2016,651.029,264.804,27.839,109.495,131.379,-27.675,5.791,248.891,108.099,-26.818,,167.61,0.0,-405.853,-118.556,0.0,0.0,0.0,-118.556,-118.556,0.0,0.0,,,0.0,0.0,0.0,0.0,-287.297,28.675,0.0,4.445,,,,26.171,26.171,0.0,-1.941,0.0,273.851,,
12/31/2016,390.383,253.093,28.855,16.321,154.58,-169.773,31.514,92.114,32.279,-50.094,,109.929,0.0,-271.252,-150.414,0.0,0.0,0.0,-150.414,-150.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.838,-491.788,0.0,-31.182,,,,36.923,36.923,0.0,-497.529,0.0,-372.657,,
03/31/2017,355.901,248.931,38.115,96.757,133.789,-40.988,3.956,-27.902,-137.928,-69.744,,179.77,0.0,-140.143,-50.461,0.0,0.0,0.0,-50.461,-50.461,0.0,0.0,,,0.0,0.0,0.0,0.0,-89.682,60.812,0.0,44.139,,,,16.673,16.673,0.0,0.0,0.0,276.57,,
06/30/2017,-30.57,387.744,35.126,138.184,121.258,-16.749,33.675,-591.624,-94.999,-81.8,,-414.825,0.0,-170.409,-54.849,0.0,0.0,0.0,-54.849,-54.849,0.0,0.0,,,0.0,0.0,0.0,0.0,-115.56,133.519,0.0,-7.064,,,,172.02,172.02,0.0,-31.437,0.0,-67.46,,
09/30/2017,414.832,388.317,37.719,80.977,125.097,-50.505,6.385,-92.181,-126.902,-84.101,,118.822,0.0,-358.884,-59.653,0.0,0.0,0.0,-59.653,-59.653,0.0,,,,0.0,0.0,0.0,0.0,-299.231,-8.196,0.0,0.0,,,,38.199,38.199,0.0,-46.395,0.0,47.752,,
12/31/2017,566.937,173.508,34.54,573.682,127.156,427.042,19.484,-214.793,-2.871,-78.555,,-133.367,0.0,-335.764,-107.637,0.0,0.0,0.0,-107.637,-107.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-228.127,-210.535,0.0,0.025,,,,13.308,13.308,0.0,-223.868,0.0,20.638,,
03/31/2018,618.743,477.98,36.358,71.863,82.422,-6.366,-4.193,32.542,30.408,-88.76,,90.894,0.0,-425.412,-79.375,0.0,0.0,0.0,-79.375,-79.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.037,13.427,0.0,0.0,0.0,0.0,0.0,13.427,13.427,0.0,0.0,0.0,206.758,,
06/30/2018,394.657,551.42,33.642,46.937,106.778,-9.134,-50.707,-237.342,-95.308,-93.34,,-48.694,0.0,-484.988,-112.025,0.0,0.0,0.0,-112.025,-112.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-372.963,-11.227,0.0,0.0,0.0,0.0,0.0,20.673,20.673,0.0,-31.9,0.0,-101.558,,
09/30/2018,452.9,594.6,35.4,65.7,111.5,-18.0,-27.8,-242.8,-163.7,-99.5,,20.4,0.0,-286.7,-106.2,0.0,0.0,0.0,-106.2,-106.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.5,3.7,0.0,0.0,0.0,0.0,0.0,48.9,53.3,-4.4,-45.2,0.0,169.9,,
12/31/2018,728.8,820.4,42.8,115.0,126.7,-106.5,94.8,-249.4,-40.3,-106.3,,-102.8,0.0,-265.9,-85.5,0.0,0.0,0.0,-85.5,-85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.4,-83.0,0.0,0.0,0.0,0.0,0.0,27.1,27.1,0.0,-110.1,0.0,379.9,,
03/31/2019,897.0,461.1,51.0,73.4,107.9,-10.7,-23.8,311.5,-91.1,-58.6,,461.2,0.0,-776.1,-74.3,0.0,0.0,0.0,-74.3,-74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701.8,119.9,0.0,0.0,0.0,0.0,0.0,130.6,140.6,-10.0,-10.7,0.0,240.8,,
06/30/2019,188.3,193.1,52.1,125.7,105.8,-114.6,134.5,-182.6,-156.4,-109.6,,83.4,0.0,1184.2,-94.6,0.0,0.0,0.0,-94.6,-94.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1278.8,-15.3,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.0,-29.8,0.0,1357.2,,
09/30/2019,557.3,669.6,52.9,134.9,117.1,15.3,2.5,-300.1,-204.1,-59.0,,-37.0,0.0,-207.0,-121.7,0.0,0.0,0.0,-121.7,-121.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.3,-11.0,0.0,0.0,0.0,0.0,0.0,-11.0,8.4,-19.4,0.0,0.0,339.3,,
12/31/2019,787.4,792.0,54.3,-29.6,133.5,-20.6,-142.5,-29.3,-12.2,-108.3,,91.2,0.0,-208.7,-139.0,0.0,0.0,0.0,-139.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.7,-345.7,0.0,0.0,0.0,0.0,0.0,-198.2,48.3,-246.5,-147.5,0.0,233.0,,
03/31/2020,698.0,624.6,56.1,198.3,105.8,9.9,82.6,-181.0,-169.0,-70.8,,58.8,0.0,-443.2,-170.1,0.0,0.0,0.0,-170.1,-170.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-273.1,335.6,0.0,0.0,0.0,0.0,0.0,490.7,811.4,-320.7,-155.1,0.0,590.4,,
06/30/2020,943.4,897.3,58.8,-46.8,103.5,108.1,-258.4,34.1,121.9,-162.6,,74.8,0.0,1453.4,-129.9,0.0,0.0,0.0,-129.9,-129.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.3,-2612.8,0.0,1500.0,,,,-3696.3,1356.6,-5052.9,-416.5,0.0,-216.0,,
