Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
05/31/1992,94.750992,-81.931999,12.818993,-6.772,6.046994,-1.426,0.602,5.222994,-2.013,3.209994,0.0,0.0,3.209994,0.0,,3.209994,,,3.209994,,0.011875,0.011875,273.839966,0.011875,0.011875,0.011875,273.839966,
08/31/1992,112.627991,-98.281998,14.345993,-7.488,6.857992,-2.652,1.237,5.442992,-1.366,4.076993,0.0,0.0,4.076993,0.0,,4.076993,,,4.076992,,0.015,0.015,274.559967,0.015,0.015,0.015,274.559967,
11/30/1992,136.488983,-117.865997,18.622986,-10.336,8.28699,-2.599,1.006,6.69399,-2.589,4.10499,0.0,0.0,4.10499,0.0,,4.10499,,,4.10499,,0.015,0.015,275.135986,0.015,0.015,0.015,275.135986,
02/28/1993,187.42598,-164.757004,22.668976,-11.017,11.651987,-2.6,1.29,10.341987,-3.744,6.597987,0.0,0.0,6.597987,0.0,,6.597987,,,6.597987,,0.02375,0.02375,278.159973,0.02375,0.02375,0.02375,278.159973,
05/31/1993,241.953003,-216.324997,25.628006,-11.216,14.412,-2.626,2.012,13.798,-5.105,8.693,0.0,0.0,8.693,0.0,,8.693,,,8.693,,0.02625,0.02625,327.64801,0.02625,0.02625,0.02625,327.64801,
08/31/1993,270.458008,-238.509995,31.948013,-13.159,18.789022,-2.753,1.743,17.779022,-6.575,11.204022,0.0,0.0,11.204022,0.0,,11.204022,,,11.204023,,0.03375,0.03375,320.114288,0.03375,0.03375,0.03375,320.114288,
11/26/1993,321.839996,-288.960999,32.878998,-13.711,19.167999,-2.788,1.842,18.221999,-6.332,11.89,0.0,0.0,11.89,0.0,,11.89,,,11.889999,,0.035,0.035,336.032013,0.035,0.035,0.035,336.032013,
02/26/1994,327.208008,-292.440002,34.768005,-14.501,20.267,-2.637,1.335,18.965,-6.59,12.375,0.0,0.0,12.375,0.0,,12.375,,,12.375,,0.03625,0.03625,338.528015,0.03625,0.03625,0.03625,338.528015,
05/27/1994,365.083008,-326.497986,38.585022,-14.888,23.697001,-2.683,1.5,22.514,-7.824,14.69,0.0,0.0,14.69,0.0,,14.69,,,14.690001,,0.04375,0.04375,339.040009,0.04375,0.04375,0.04375,339.040009,
08/31/1994,442.64801,-402.552002,40.096008,-14.878,25.218,-2.567,1.807,24.458,-7.868,16.59,0.0,0.0,16.59,0.0,,16.59,,,16.59,0.04875,0.04875,0.04875,338.239992,0.04875,0.04875,0.04875,338.239992,
11/25/1994,506.678009,-461.234985,45.443024,-16.722,28.721001,-2.697,1.542,27.566001,-9.372,18.194,0.0,0.0,18.194,0.0,,18.194,,,18.194001,,0.05375,0.05375,338.200012,0.05375,0.05375,0.05375,338.200012,
02/24/1995,471.265991,-424.897003,46.368988,-17.950001,28.419001,-2.768,1.673,27.324001,-9.29,18.034,0.0,0.0,18.034,0.0,,18.034,,,18.034001,,0.05375,0.05375,337.743988,0.05375,0.05375,0.05375,337.743988,
05/26/1995,516.892029,-464.513,52.379028,-20.462,31.917,-2.641,1.524,30.8,-10.472,20.327999,0.0,0.0,20.327999,0.0,,20.327999,,,20.328,,0.06,0.06,339.911987,0.06,0.06,0.06,339.911987,
08/25/1995,570.723022,-513.083984,57.639038,-23.261999,34.376999,-1.445,1.872,34.803999,-11.834,22.969999,0.0,0.0,22.969999,0.0,,22.969999,,,22.969999,0.06,0.06,0.06,385.951992,0.06,0.06,0.06,385.951992,
11/24/1995,690.624023,-624.278015,66.346008,-25.542999,40.803001,-0.814,1.446,41.435001,-14.088,27.347,0.0,0.0,27.347,0.0,,27.347,,,27.347001,0.0675,0.0675,0.0675,408.264008,0.0675,0.0675,0.0675,408.264008,
02/23/1996,657.176025,-591.815002,65.361023,-23.417,41.944,-1.176,1.125,41.893,-14.243,27.65,0.0,0.0,27.65,0.0,,27.65,,,27.65,0.0675,0.0675,0.0675,412.23999,0.0675,0.0675,0.0675,412.23999,
05/24/1996,680.554016,-608.760986,71.79303,-27.091999,44.701,-7.158,4.456,41.999,-14.279,27.719999,0.0,0.0,27.719999,0.0,,27.719999,,,27.72,0.065,0.065,0.065,419.64801,0.065,0.065,0.065,419.64801,
08/31/1996,788.836975,-709.958984,78.877991,-30.900999,47.977001,-6.502,6.275,47.750001,-16.235001,31.514999,0.0,0.0,31.514999,0.0,,31.514999,0.0,0.0,31.515,0.075,0.075,0.075,426.976016,0.075,0.075,0.075,426.976016,
11/29/1996,807.724976,-721.577026,86.147949,-33.862,52.285999,-6.811,2.213,47.687999,-16.212999,31.475,0.0,0.0,31.475,0.0,,31.475,4.0,-1.375,34.1,0.08125,0.075,0.075,419.664001,0.07875,0.0725,0.0725,438.391998,
02/28/1997,858.697998,-756.5,102.197998,-46.634998,55.563,-6.183,7.536,56.915999,-19.351,37.564999,0.0,0.0,37.564999,0.0,,37.564999,0.0,0.0,37.565,0.0825,0.0825,0.0825,450.208008,0.08,0.08,0.08,465.76001,
05/30/1997,983.221985,-867.344971,115.877014,-53.257999,62.618999,-6.787,7.102,62.934,-21.396999,41.536999,0.0,0.0,41.536999,0.0,,41.536999,0.0,0.0,41.537,0.0925,0.0925,0.0925,453.424011,0.09,0.09,0.09,493.391998,
08/28/1997,1044.73999,-920.684021,124.055969,-54.102001,69.954002,-6.77,7.685,70.869002,-23.386999,47.481998,0.0,0.0,47.481998,0.0,,47.481998,0.0,0.0,47.482003,0.105,0.105,0.105,456.936004,0.1,0.1,0.1,501.384004,
11/29/1997,1136.819946,-1013.060974,123.758972,-56.320999,67.438004,-6.513,6.577,67.502004,-22.614,44.888,0.0,0.0,44.888,0.0,,44.888,0.0,0.0,44.888003,0.1,0.1,0.1,459.200012,0.095,0.095,0.095,504.0,
02/27/1998,1186.831055,-1060.668945,126.162109,-52.93,73.232002,-6.326,6.542,73.448002,-24.605,48.842999,0.0,0.0,48.842999,0.0,,48.842999,0.0,0.0,48.843002,0.105,0.105,0.105,461.600006,0.1,0.1,0.1,504.600006,
05/29/1998,1278.166992,-1145.043945,133.123047,-60.751999,72.371002,-4.945,6.526,73.952002,-24.774,49.178001,0.0,0.0,49.178001,0.0,,49.178001,0.0,0.0,49.178002,0.105,0.105,0.105,464.200012,0.1,0.1,0.1,507.399994,
08/28/1998,1686.475952,-1531.213989,155.261963,-69.314003,85.947998,-6.975,5.108,84.080998,-28.166,55.915001,0.0,0.0,55.915001,0.0,,55.915001,0.0,0.0,55.914998,0.12,0.12,0.12,468.708008,0.115,0.115,0.115,510.09201,
11/27/1998,1945.599976,-1769.699951,175.900024,-78.699997,97.199997,-5.5,4.4,96.099997,-32.200001,63.900002,0.0,0.0,63.900002,0.0,,63.900002,0.0,0.0,63.899996,0.135,0.135,0.135,473.600006,0.13,0.13,0.13,515.0,
02/26/1999,2249.300049,-2032.400024,216.900024,-99.900002,117.0,-9.4,5.5,113.1,-34.700001,78.400002,0.0,0.0,78.400002,0.0,,78.400002,0.0,0.0,78.4,0.15,0.15,0.15,522.299988,0.14,0.14,0.14,570.5,
05/28/1999,2151.5,-1949.900024,201.599976,-88.300003,113.300003,-11.1,9.1,111.300003,-35.599998,75.699997,0.0,0.0,75.699997,0.0,,75.699997,0.0,0.0,75.700005,0.15,0.15,0.15,504.200012,0.145,0.145,0.145,526.400024,
08/27/1999,2707.5,-2440.600098,266.899902,-116.900002,150.0,-12.3,15.0,152.7,-49.200001,103.5,0.0,0.0,103.5,0.0,,103.5,0.0,0.0,103.499999,0.18,0.18,0.18,567.200012,0.17,0.17,0.17,592.799988,
11/26/1999,2501.800049,-2268.699951,233.100098,-94.199997,138.899994,-10.9,21.200001,149.199995,-47.700001,101.5,-3.5,,98.0,,,98.0,,,101.499994,0.185,0.185,0.18,543.400024,0.18,0.18,0.175,567.0,
02/25/2000,2859.699951,-2583.600098,276.099854,-113.199997,162.899994,-11.3,-4.6,146.999994,-47.099998,99.900002,0.0,0.0,99.900002,,,99.900002,25.0,,124.899995,0.085,0.085,0.085,1187.0,0.08,0.08,0.08,1239.0,
05/26/2000,3592.300049,-3290.199951,302.100098,-122.900002,179.199997,-15.5,17.0,180.699997,-57.799999,119.699997,0.0,0.0,122.900002,0.0,0.0,122.900002,9.1,,131.999998,0.22,0.2,0.2,601.400024,0.21,0.19,0.19,623.799988,
08/25/2000,4736.200195,-4323.299805,412.900391,-164.0,248.899994,-33.900002,36.5,251.499992,-80.5,171.0,0.0,0.0,171.0,0.0,0.0,171.0,2.6,,173.599992,0.28,0.28,0.28,604.200012,0.27,0.27,0.27,700.299988,
12/01/2000,5695.5,-5210.799805,484.700195,-208.300003,276.399994,-32.700001,36.599998,280.299992,-89.699997,190.600006,0.0,0.0,190.600006,0.0,0.0,190.600006,11.2,,201.799994,0.33,0.31,0.31,610.299988,0.31,0.29,0.29,709.099976,
03/02/2001,5418.5,-4930.299805,488.200195,-241.199997,247.0,-47.099998,-17.9,182.000002,-60.099998,121.900002,0.0,0.0,121.900002,0.0,0.0,121.900002,79.716003,,201.616007,0.31,0.19,0.19,648.400024,0.3,0.18,0.18,664.299988,
06/01/2001,3983.399902,-3677.699951,305.699951,-274.899994,30.799999,-48.200001,-262.600006,-280.000008,94.300003,-185.699997,0.0,0.0,-185.699997,0.0,0.0,-185.699997,261.299988,,75.599983,0.12,-0.28,-0.28,654.099976,0.12,-0.28,-0.28,654.099976,
08/31/2001,3594.899902,-3387.399902,207.5,-313.299988,-105.800003,-48.0,-186.199997,-340.0,89.699997,-250.300003,0.0,0.0,-250.300003,0.0,0.0,-250.300003,293.421997,,43.121994,0.06,-0.38,-0.38,657.299988,0.06,-0.38,-0.38,657.299988,
11/30/2001,3052.899902,-2938.800049,114.099854,-212.399994,-98.300003,-42.700001,66.400002,-74.600002,21.799999,-52.799999,0.3,0.0,-52.5,0.0,0.0,-52.5,90.5,,37.699997,0.05,-0.08,-0.08,663.700012,0.05,-0.08,-0.08,663.700012,
03/01/2002,2974.600098,-2785.399902,189.200195,-236.600006,-47.400002,-62.5,-90.199997,-200.099998,74.099998,-126.0,0.0,0.0,-126.0,0.0,0.0,-126.0,134.300003,,8.300003,0.01,-0.15,-0.15,818.0,0.01,-0.15,-0.15,818.0,
05/31/2002,3032.800049,-2821.600098,211.199951,-245.5,-34.299999,-72.199997,-296.799988,-403.299984,118.900002,-284.399994,0.0,0.0,-284.399994,0.0,0.0,-284.399994,251.899994,,-32.499989,-0.04,-0.35,-0.35,823.200012,-0.04,-0.35,-0.35,823.200012,
08/30/2002,2928.100098,-2468.899902,459.200195,-203.600006,255.600006,-64.199997,-3116.300049,-2924.90004,268.200012,-2656.699951,9.4,0.0,-2647.300049,0.0,0.0,-2647.300049,2614.699951,,-42.000076,-0.05,-3.22,-3.21,824.599976,-0.05,-3.22,-3.21,824.599976,
11/29/2002,2943.300049,-2747.5,195.800049,-187.100006,8.7,-56.5,-55.900002,-103.700002,28.9,-74.800003,3.9,0.0,-70.900002,0.0,0.0,-70.900002,68.0,-3.9,-10.700002,-0.01,-0.09,-0.09,825.5,-0.01,-0.09,-0.09,825.5,
02/28/2003,2359.600098,-2299.199951,60.400146,-139.399994,-79.0,-53.700001,-21.0,-153.700001,49.799999,-103.900002,-6.9,0.0,-110.800003,0.0,0.0,-110.800003,129.0,-27.9,-2.800001,-0.01,-0.13,-0.13,827.599976,-0.01,-0.13,-0.13,827.599976,
05/30/2003,2357.300049,-2258.100098,99.199951,-138.100006,-38.900002,-51.400002,-1979.800049,-2070.100052,-615.799988,-2685.899902,-415.299988,0.0,-3101.199951,0.0,0.0,-3101.199951,2660.399902,0.0,-25.500137,-0.03,-3.24,-3.74,828.799988,-0.03,-3.24,-3.74,828.799988,
08/31/2003,2778.0,-2622.199951,155.800049,-177.300003,-21.5,-45.5,-170.199997,-237.199997,63.299999,-175.300003,-3.8,0.0,-179.100006,0.0,0.0,-179.100006,146.0,-4.7,-32.599998,-0.04,-0.21,-0.22,829.599976,-0.04,-0.21,-0.22,829.599976,
11/28/2003,2696.800049,-2569.300049,127.5,-114.699997,12.8,-43.900002,-18.6,-49.700002,-2.5,-52.200001,-67.600003,0.0,-119.800003,0.0,0.0,-119.800003,27.0,-2.5,-27.700002,-0.03,-0.06,-0.14,833.599976,-0.03,-0.06,-0.14,833.599976,
02/27/2004,2887.399902,-2756.300049,131.099854,-109.199997,21.9,-44.400002,-66.699997,-89.199999,-0.5,-89.699997,21.699999,0.0,-68.0,0.0,0.0,-68.0,73.599998,0.0,-16.1,-0.02,-0.11,-0.08,835.599976,-0.02,-0.11,-0.08,835.599976,
05/28/2004,3039.899902,-2880.699951,159.199951,-103.900002,55.299999,-42.900002,-78.599998,-66.200001,-0.3,-65.400002,86.700003,0.0,21.299999,0.0,0.0,21.299999,77.900002,0.0,11.400001,0.01,-0.08,0.02,868.299988,0.01,-0.08,0.02,868.299988,
08/31/2004,3040.600098,-2880.800049,159.800049,-114.800003,45.0,-14.1,-76.699997,-45.799997,5.7,-40.099998,42.800001,0.0,2.7,0.0,0.0,2.7,85.900002,0.0,45.800004,0.05,-0.04,0.0,960.700012,0.05,-0.04,0.0,960.700012,
11/26/2004,2690.600098,-2534.399902,156.200195,-95.5,60.700001,-16.299999,7.2,51.600001,-4.7,46.900002,9.0,,55.900002,0.0,0.0,55.900002,1.6,0.0,48.500002,0.05,0.05,0.06,963.200012,0.05,0.05,0.06,967.400024,
02/25/2005,2756.0,-2598.1,157.9,-104.7,53.2,-16.7,-33.0,3.5,-6.6,-3.1,0.9,0.0,-2.2,0.0,0.0,-2.2,45.0,0.0,41.9,0.04,0.0,0.0,977.1,0.04,0.0,0.0,977.1,
05/27/2005,2596.0,-2461.4,134.6,-109.7,24.9,-17.3,-75.7,-68.1,1.4,-66.7,2.6,0.0,-64.1,0.0,0.0,-64.1,102.9,0.0,36.2,0.04,-0.07,-0.07,978.4,0.04,-0.07,-0.07,978.4,
08/26/2005,2398.5,-2274.2,124.3,-102.8,21.5,-6.2,1.1,16.4,-4.6,11.8,-0.3,0.0,11.5,0.0,0.0,11.5,26.7,0.0,38.5,0.04,0.01,0.01,967.9,0.04,0.01,0.01,969.2,
11/25/2005,2456.4,-2330.8,125.6,-107.4,18.2,-6.7,13.1,24.6,-4.4,20.2,3.8,0.0,24.0,0.0,0.0,24.0,0.9,0.0,21.1,0.02,0.02,0.03,925.2,0.02,0.02,0.03,925.9,
02/28/2006,2499.6,-2370.6,129.0,-104.3,24.7,-6.9,4.8,22.6,-5.5,17.1,13.3,0.0,30.4,0.0,0.0,30.4,5.6,0.0,22.7,0.03,0.02,0.03,908.8,0.03,0.02,0.03,909.7,
05/26/2006,2702.6,-2560.4,142.2,-112.2,30.0,-7.2,8.9,31.7,10.7,42.4,-0.4,0.0,42.0,0.0,0.0,42.0,-14.9,-0.91,26.59,0.03,0.05,0.05,908.1,0.03,0.05,0.05,909.6,
08/31/2006,2902.1,-2751.3,150.8,-109.4,41.4,-7.7,4.6,38.3,0.5,38.8,-2.0,0.0,36.8,0.0,0.0,36.8,4.9,0.0,43.7,0.05,0.04,0.04,902.1,0.05,0.04,0.04,903.0,
11/24/2006,2999.1,-2849.7,149.4,-144.4,5.0,-7.3,9.3,7.0,-0.4,6.6,-0.6,0.0,6.0,0.0,0.0,6.0,34.6,0.0,41.2,0.05,0.01,0.01,895.4,0.05,0.01,0.01,897.4,
03/02/2007,2901.9,-2749.1,152.8,-116.7,36.1,-5.1,-11.0,20.0,-4.4,15.6,-0.3,0.0,15.3,0.0,0.0,15.3,16.5,0.0,32.1,0.04,0.02,0.02,896.0,0.04,0.02,0.02,899.4,
06/01/2007,2985.3,-2833.9,151.4,-112.1,39.3,-5.5,-13.4,20.4,-8.2,12.2,-0.1,0.0,12.1,0.0,0.0,12.1,33.8,0.0,46.0,0.05,0.01,0.01,898.6,0.05,0.01,0.01,904.7,
