Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/29/1991,445.100006,2.8,2.8,0.0,134.699997,,,143.800003,,,,,1.5,,,,,,,282.799988,148.300003,241.5,-93.199997,0.0,14.0,,,,,,14.0,162.300003,,24.700001,24.700001,,,,23.5,,,,,57.200001,,,,57.200001,105.400002,20.9,,,,12.6,,,12.6,33.5,138.900002,0.0,95.400002,,,0,,210.800003,306.200005,0.0,306.200005,445.100006,
03/31/1992,442.700012,25.299999,25.299999,0.0,110.300003,,,141.600006,,,,,1.1,,,,,,,278.299988,150.899994,246.399994,-95.5,0.0,13.5,,,,,,13.5,164.399994,,26.1,26.1,,,,7.6,,,,,58.999997,,,,58.999997,92.699997,18.6,,,,12.6,,,12.6,31.2,123.899997,0.0,97.800003,,,0,,221.0,318.800003,0.0,318.800003,442.7,
06/28/1992,445.899994,22.9,5.5,17.4,111.300003,,,144.899994,,,,,1.4,,,,,,,280.5,151.899994,253.199997,-101.300003,0.0,13.5,,,,,,13.5,165.399994,,21.5,21.5,,,,11.4,,,,,53.799997,,,,53.799997,86.699997,18.4,,,,12.6,,,12.6,31.0,117.699997,0.0,98.599998,,,0,,229.600006,328.200005,0.0,328.200005,445.900002,
09/27/1992,451.899994,26.9,11.2,15.7,117.800003,,,140.699997,,,,,2.2,,,,,,,287.600006,151.0,257.399994,-106.400002,0.0,13.3,,,,,,13.3,164.3,,21.0,21.0,,,,20.9,,,,,47.299997,,,,47.299997,89.199997,15.4,,,,12.6,,,12.6,28.0,117.199997,0.0,99.5,,,0,,235.199997,334.699997,0.0,334.699997,451.899994,
12/27/1992,426.299988,37.599998,18.799999,18.799999,92.699997,,,131.399994,,,,,14.3,,,,,,,276.0,137.199997,258.0,-120.800003,0.0,13.1,,,,,,13.1,150.299997,,16.799999,16.799999,,,,6.3,,,,,59.999999,,,,59.999999,83.099998,14.7,,,,13.9,,,13.9,28.599999,111.699998,0.0,99.599998,,,0,,215.0,314.599998,0.0,314.599998,426.299996,
03/31/1993,433.299988,68.900002,68.900002,0.0,89.599998,,,114.199997,,,,,12.2,,,,,,,284.899994,135.300003,248.699997,-113.400002,0.0,13.1,,,,,,13.1,148.400003,,14.8,14.8,,,,4.7,,,,,130.5,,,,130.5,150.0,14.7,,,,65.300003,,,65.300003,80.000003,230.000003,0.0,13.0,,,0,,190.300003,203.300003,0.0,203.300003,433.300006,
06/27/1993,336.100006,2.7,2.7,0.0,79.300003,,,102.300003,,,,,5.2,,,,,,,189.5,132.100006,246.699997,-114.599998,0.0,14.5,,,,,,14.5,146.600006,,14.4,14.4,,,,8.3,,,,,57.700002,,,,57.700002,80.400002,39.299999,,,,12.7,,,12.7,51.999999,132.400001,0.0,13.3,,,0,,190.399994,203.699994,0.0,203.699994,336.099995,
09/26/1993,317.0,0.8,0.8,0.0,80.300003,,,90.099998,,,,,3.7,,,,,,,174.899994,127.0,247.899994,-120.900002,0.0,15.1,,,,,,15.1,142.1,,16.4,16.4,,,,8.0,,,,,59.500002,,,,59.500002,83.900002,11.1,,,,13.1,,,13.1,24.200001,108.100002,0.0,13.4,,,0,,195.5,208.9,0.0,208.9,317.000002,
01/02/1994,313.600006,12.5,12.5,0.0,79.099998,,,80.900002,,,,,5.7,,,,,,,178.199997,120.5,247.5,-127.0,0.0,14.9,,,,,,14.9,135.4,,13.4,13.4,,,,4.1,,,,,55.699997,,,,55.699997,73.199997,10.9,,,,14.1,,,14.1,25.0,98.199997,0.0,15.4,,,0,,200.0,215.4,0.0,215.4,313.599997,
04/03/1994,342.899994,55.200001,55.200001,0.0,69.0,,,74.0,,,,,12.9,,,,,,,211.100006,116.5,245.100006,-128.600006,0.0,15.3,,,,,,15.3,131.8,,17.9,17.9,,,,4.9,,,,,62.600002,,,,62.600002,85.400002,10.8,,,,23.9,,,23.9,34.7,120.100002,0.0,16.200001,,,0,,206.600006,222.800007,0.0,222.800007,342.900009,
07/03/1994,348.799988,44.200001,44.200001,0.0,76.5,,,77.400002,,,,,12.4,,,,,,,210.5,115.199997,248.399994,-133.199997,0.0,23.1,,,,,,23.1,138.299997,,17.0,17.0,,,,4.7,,,,,60.8,,,,60.8,82.5,7.0,,,,28.1,,,28.1,35.1,117.6,0.0,17.5,,,0,,213.699997,231.199997,0.0,231.199997,348.799997,
10/02/1994,356.100006,55.799999,55.799999,0.0,72.599998,,,80.199997,,,,,12.4,,,,,,,221.0,110.900002,247.5,-136.600006,0.0,24.200001,,,,,,24.200001,135.100003,,15.8,15.8,,,,4.6,,,,,58.299997,,,,58.299997,78.699997,6.9,,,,26.4,,,26.4,33.3,111.999997,0.0,24.1,,,0,,220.0,244.1,0.0,244.1,356.099997,
01/01/1995,358.100006,59.400002,59.400002,0.0,74.099998,,,78.400002,,,,,13.5,,,,,,,225.399994,107.900002,250.300003,-142.399994,0.0,24.799999,,,,,,24.799999,132.700001,,15.4,15.4,,,,4.2,,,,,56.200003,,,,56.200003,75.800003,6.8,,,,25.1,,,25.1,31.9,107.700003,0.0,25.200001,,,0,,225.199997,250.399998,0.0,250.399998,358.100001,
04/02/1995,406.700012,3.9,3.9,0.0,83.099998,,,90.900002,,,,,12.2,,,,,,,190.100006,136.199997,279.200012,-143.0,0.0,80.400002,,,,,,80.400002,216.599999,,25.6,25.6,,,,12.3,,,,,62.299997,,,,62.299997,100.199997,13.7,,,,34.400002,,,34.400002,48.100002,148.299999,0.0,25.4,,,0,,233.0,258.4,0.0,258.4,406.699999,
07/02/1995,411.600006,3.0,3.0,0.0,86.599998,,,96.199997,,,,,11.8,,,,,,,197.600006,134.100006,281.799988,-147.699997,0.0,79.900002,,,,,,79.900002,214.000008,,21.6,21.6,,,,7.1,,,,,68.899998,,,,68.899998,97.599998,10.0,,,,35.099998,,,35.099998,45.099998,142.699997,0.0,27.9,,,0,,241.0,268.9,0.0,268.9,411.599997,
10/01/1995,412.5,9.0,9.0,0.0,83.400002,,,96.199997,,,,,11.3,,,,,,,199.899994,133.399994,285.5,-152.100006,0.0,79.199997,,,,,,79.199997,212.599991,,21.0,21.0,,,,5.5,,,,,62.400002,,,,62.400002,88.900002,9.7,,,,34.400002,,,34.400002,44.100001,133.000003,0.0,30.200001,,,0,,249.300003,279.500004,0.0,279.500004,412.500007,
12/31/1995,416.5,12.6,12.6,0.0,84.099998,,,100.300003,,,,,10.3,,,,,,,207.300003,131.899994,289.299988,-157.399994,0.0,77.300003,,,,,,77.300003,209.199997,,22.4,22.4,,,,5.7,,,,,52.499999,,,,52.499999,80.599998,9.1,,,,34.799999,,,34.799999,43.9,124.499998,0.0,32.0,,,0,,260.0,292.0,0.0,292.0,416.499998,
03/31/1996,450.5,26.200001,26.200001,0.0,82.0,,,105.199997,,,,,10.7,,,,,,,224.100006,143.800003,305.0,-161.199997,0.0,82.599998,,,,,,82.599998,226.400002,,38.200001,38.200001,,,,5.1,,,,,55.000002,,,,55.000002,98.300003,8.8,,,,40.299999,,,40.299999,49.099999,147.400002,0.0,34.400002,,,0,,268.700012,303.100014,0.0,303.100014,450.500016,
06/30/1996,522.0,3.6,3.6,0.0,102.0,,,136.600006,,,,,12.1,,,,,,,254.300003,154.199997,312.100006,-157.899994,0.0,113.5,,,,,,113.5,267.699997,,41.299999,41.299999,,,,3.3,,,,,63.200004,,,,63.200004,107.800003,46.900002,,,,53.099998,,,53.099998,100.0,207.800003,0.0,35.5,,,0,,278.700012,314.200012,0.0,314.200012,522.000015,
09/29/1996,1010.700012,12.0,12.0,0.0,162.0,,,215.899994,,,,,26.200001,,,,,,,416.100006,219.699997,381.5,-161.800003,0.0,374.899994,,,,,,374.899994,594.599991,,64.5,64.5,,,,26.799999,,,,,113.599995,,,,113.599995,204.899994,413.5,,,,64.099998,,,64.099998,477.599998,682.499992,0.0,36.200001,,,0,,292.0,328.200001,0.0,328.200001,1010.699993,
12/29/1996,1052.900024,12.8,12.8,0.0,177.199997,,,222.300003,,,,,27.5,,,,,,,439.799988,231.600006,395.700012,-164.100006,0.0,381.5,,,,,,381.5,613.100006,,69.599998,69.599998,,,,30.5,,,,,119.099998,,,,119.099998,219.199997,276.799988,,,,65.0,,,65.0,341.799988,560.999985,0.0,183.199997,,,0,,308.700012,491.900009,0.0,491.900009,1052.899994,
03/30/1997,1070.099976,10.1,10.1,0.0,178.199997,,,235.800003,,,,,30.0,,,,,,,454.100006,229.100006,398.799988,-169.699997,0.0,386.899994,,,,,,386.899994,616.0,,84.400002,84.400002,,,,39.5,,,,,124.999992,,,,124.999992,248.899994,261.0,,,,55.799999,,,55.799999,316.799999,565.699993,0.0,184.800003,,,0,,319.600006,504.400009,0.0,504.400009,1070.100002,
06/29/1997,1091.199951,2.2,2.2,0.0,202.699997,,,232.800003,,,,,32.299999,,,,,,,470.0,236.399994,414.200012,-177.800003,0.0,384.799988,,,,,,384.799988,621.199982,,73.400002,73.400002,,,,45.599998,,,,,133.300003,,,,133.300003,252.300003,254.0,,,,58.0,,,58.0,312.0,564.300003,0.0,189.0,,,0,,337.899994,526.899994,0.0,526.899994,1091.199997,
09/28/1997,1098.800049,8.7,8.7,0.0,203.399994,,,234.199997,,,,,36.099998,,,,,,,482.399994,245.100006,430.0,-184.899994,0.0,371.299988,,,,,,371.299988,616.399994,,69.800003,69.800003,,,,41.5,,,,,138.399994,,,,138.399994,249.699997,242.5,,,,59.900002,,,59.900002,302.400002,552.099998,0.0,191.300003,,,0,,355.399994,546.699997,0.0,546.699997,1098.799995,
12/28/1997,1233.699951,13.6,13.6,0.0,218.600006,,,243.300003,,,,,36.0,,,,,,,511.5,267.200012,459.899994,-192.699997,0.0,455.0,,,,,,455.0,722.200012,,71.900002,71.900002,,,,28.6,,,,,144.899992,,,,144.899992,245.399994,359.700012,,,,59.799999,,,59.799999,419.500011,664.900005,0.0,192.199997,,,0,,376.600006,568.800003,0.0,568.800003,1233.700008,
03/29/1998,1274.599976,25.0,25.0,0.0,208.600006,,,240.899994,,,,,36.299999,,,,,,,510.799988,292.700012,490.200012,-197.5,0.0,471.100006,,,,,,471.100006,763.800018,,87.5,87.5,,,,24.4,,,,,152.899988,,,,152.899988,264.799988,347.0,,,,67.5,,,67.5,414.5,679.299988,0.0,196.699997,,,0,,398.600006,595.300003,0.0,595.300003,1274.599991,
06/28/1998,1372.6,9.4,9.4,0.0,237.4,237.4,,245.5,,,,,36.8,,,,,,,529.1,303.9,510.8,-206.9,0.0,539.6,518.4,518.4,0.0,,,21.2,843.5,,84.2,84.2,,,,43.5,,,,,160.6,,,,160.6,288.3,392.1,,,,73.0,,,73.0,465.1,753.4,0.0,198.4,,,0,422.6,-1.8,619.2,0.0,619.2,1372.6,
09/27/1998,1398.2,5.8,5.8,0.0,242.2,242.2,,255.2,,,,,38.2,,,,,,,541.4,315.8,532.5,-216.7,0.0,541.0,516.0,516.0,0.0,,,25.0,856.8,,88.7,88.7,,,,48.0,,,,,156.8,,,,156.8,293.5,384.2,,,,75.5,,,75.5,459.7,753.2,0.0,198.5,,,0,446.5,0.0,645.0,0.0,645.0,1398.2,
12/27/1998,1431.6,3.8,3.8,0.0,250.4,250.4,,267.7,,,,,38.5,,,,,,,560.4,320.9,545.0,-224.1,0.0,550.3,521.8,521.8,0.0,,,28.5,871.2,,95.0,95.0,,,,42.7,,,,,164.2,,,,164.2,301.9,383.9,,,,78.1,,,78.1,462.0,763.9,0.0,198.9,,,0,470.7,-1.9,667.7,0.0,667.7,1431.6,
03/28/1999,1449.6,14.8,14.8,0.0,255.1,255.1,,253.6,,,,-2.4,33.4,,,,,,,556.9,331.4,562.6,-231.2,0.0,561.3,525.9,525.9,0.0,,,35.4,892.7,,102.1,102.1,,,,56.2,,,,,146.3,,,,146.3,304.6,369.7,,,,77.9,,,77.9,447.6,752.2,0.0,202.9,,,0,497.1,-2.6,697.4,0.0,697.4,1449.6,
06/27/1999,1443.8,16.6,16.6,0.0,252.9,252.9,,255.3,,,,,32.7,,,,,,,557.5,328.9,569.8,-240.9,0.0,557.4,520.8,520.8,0.0,,,36.6,886.3,,91.3,91.3,,,,57.2,,,,,139.0,,,,139.0,287.5,356.0,,,,83.4,,,83.4,439.4,726.9,0.0,203.3,,,0,517.9,-4.3,716.9,0.0,716.9,1443.8,
09/26/1999,1453.5,31.6,31.6,0.0,253.2,253.2,,248.1,,,,,33.8,,,,,,,566.7,328.9,579.6,-250.7,0.0,557.9,519.3,519.3,0.0,,,38.6,886.8,,98.1,98.1,,,,60.3,,,,,129.2,,,,129.2,287.6,341.9,,,,82.9,,,82.9,424.8,712.4,0.0,203.7,,,0,539.8,-2.4,741.1,0.0,741.1,1453.5,
12/26/1999,2461.2,23.8,23.8,0.0,367.9,367.9,,330.5,,,,,115.7,,,,,,,837.9,485.9,744.8,-258.9,0.0,1137.4,1092.3,1092.3,0.0,,,45.1,1623.3,,142.9,142.9,,,,455.9,,,,,243.9,,,,243.9,842.7,716.2,,,,152.6,,,152.6,868.8,1711.5,0.0,204.0,,,0,551.0,-5.3,749.7,0.0,749.7,2461.2,
04/02/2000,2415.7,17.6,17.6,0.0,330.7,330.7,,337.3,,,,,66.3,,,,,,,751.9,499.3,763.8,-264.5,0.0,1164.5,1059.6,1059.6,0.0,,,104.9,1663.8,,152.8,152.8,,,,183.7,,,,,255.0,,,,255.0,591.5,884.5,,,,165.8,,,165.8,1050.3,1641.8,0.0,206.8,,,0,576.5,-9.4,773.9,0.0,773.9,2415.7,
07/02/2000,2473.1,27.7,27.7,0.0,336.8,336.8,,354.9,,,,,67.2,,,,,,,786.6,504.2,782.3,-278.1,0.0,1182.3,1078.3,1078.3,0.0,,,104.0,1686.5,,163.1,163.1,,,,206.8,,,,,243.3,,,,243.3,613.2,894.3,,,,169.8,,,169.8,1064.1,1677.3,0.0,207.7,,,0,603.4,-15.3,795.8,0.0,795.8,2473.1,
10/01/2000,2493.2,20.2,20.2,0.0,362.8,362.8,,364.6,,,,,68.0,,,,,,,815.6,500.9,798.2,-297.3,0.0,1176.7,1072.9,1072.9,0.0,,,103.8,1677.6,,171.7,171.7,,,,221.4,,,,,246.6,,,,246.6,639.7,864.3,,,,168.4,,,168.4,1032.7,1672.4,0.0,213.0,,,0,631.2,-23.4,820.8,0.0,820.8,2493.2,
12/31/2000,2559.2,34.2,34.2,0.0,377.3,377.3,,371.6,,,,,34.8,,,,,,,817.9,530.6,843.2,-312.6,0.0,1210.7,1079.2,1079.2,0.0,,,131.5,1741.3,,177.5,177.5,,,,214.6,,,,,238.8,,,,238.8,630.9,880.5,,,,177.6,,,177.6,1058.1,1689.0,0.0,236.8,,,0,657.6,-24.2,870.2,0.0,870.2,2559.2,
04/01/2001,2572.9,40.1,40.1,0.0,398.0,398.0,,363.3,,,,,61.7,,,,,,,863.1,534.8,861.6,-326.8,0.0,1175.0,1073.7,1073.7,0.0,,,101.3,1709.8,,199.7,199.7,,,,214.2,,,,,242.8,,,,242.8,656.7,838.5,,,,175.9,,,175.9,1014.4,1671.1,0.0,242.9,,,0,695.5,-36.6,901.8,0.0,901.8,2572.9,
07/01/2001,2604.300049,21.299999,21.299999,0.0,400.399994,,,403.799988,,,,,63.900002,,,,,,,889.400024,543.799988,886.200012,-342.399994,0.0,1171.099976,1067.900024,1067.900024,0.0,,,103.199951,1714.899963,,220.300003,220.300003,,,,215.899994,,,,,226.599991,,,,226.599991,662.799988,828.0,,,,178.800003,,,178.800003,1006.800003,1669.599991,0.0,247.5,,,0,,687.200012,934.700012,0.0,934.700012,2604.300003,
09/30/2001,2646.6,30.4,30.4,0.0,419.4,419.4,,410.0,,,,,67.0,,,,,,,926.8,564.2,924.7,-360.5,0.0,1155.6,1061.8,1061.8,0.0,,,93.8,1719.8,,235.3,235.3,,,,215.4,,,,,235.6,,,,235.6,686.3,820.0,,,,185.9,,,185.9,1005.9,1692.2,0.0,247.8,,,0,745.0,-38.4,954.4,0.0,954.4,2646.6,
12/30/2001,2638.9,76.5,76.5,0.0,426.6,426.6,,423.3,,,,,69.2,,,,,,,995.6,569.0,947.5,-378.5,0.0,1074.3,973.3,973.3,0.0,,,101.0,1643.3,,234.9,234.9,,,,214.3,,,,,273.3,,,,273.3,722.5,841.3,,,,184.9,,,184.9,1026.2,1748.7,0.0,248.0,,,0,684.4,-42.2,890.2,0.0,890.2,2638.9,
03/31/2002,2564.9,38.1,38.1,0.0,352.3,352.3,,412.6,116.1,214.0,66.8,-15.7,75.5,,,,,,,878.5,590.1,977.4,-387.3,0.0,1096.3,994.0,984.1,9.9,,,102.3,1686.4,,242.4,242.4,,,,204.5,,,,,280.2,,,,280.2,727.1,697.0,,,,189.0,,,189.0,886.0,1613.1,0.0,267.0,,,0,731.7,-46.9,951.8,0.0,951.8,2564.9,
06/30/2002,2579.1,25.7,25.7,0.0,362.5,362.5,,405.1,124.5,200.0,65.0,-15.6,75.6,,,,,,,868.9,603.1,1012.1,-409.0,0.0,1107.1,1005.7,1005.7,0.0,,,101.4,1710.2,,220.8,220.8,,,,209.7,,,,,259.9,,,,259.9,690.4,668.6,,,,201.6,,,201.6,870.2,1560.6,0.0,270.8,,,0,771.4,-23.7,1018.5,0.0,1018.5,2579.1,
09/29/2002,2554.0,35.2,35.2,0.0,356.4,356.4,,382.8,117.6,183.3,64.5,-17.4,76.8,,,,,,,851.2,592.0,1015.4,-423.4,0.0,1110.8,1003.4,1003.4,0.0,,,107.4,1702.8,,207.9,207.9,,,,230.3,,,,,246.3,,,,246.3,684.5,611.7,,,,214.6,,,214.6,826.3,1510.8,0.0,272.6,,,0,796.3,-25.7,1043.2,0.0,1043.2,2554.0,
12/29/2002,2524.9,27.3,27.3,0.0,340.9,340.9,,364.5,120.7,158.9,60.0,-24.9,75.7,,,,,,,808.4,588.5,1045.7,-457.2,0.0,1128.0,1008.0,1008.0,0.0,,,120.0,1716.5,,213.7,213.7,,,,217.8,,,,,239.3,,,,239.3,670.8,553.8,,,,212.2,,,212.2,766.0,1436.8,0.0,273.4,,,0,831.2,-16.5,1088.1,0.0,1088.1,2524.9,
03/30/2003,2467.2,28.7,28.7,0.0,322.3,334.5,,326.2,106.2,152.7,67.9,-20.7,108.7,,,,,,,785.9,562.1,1024.8,-462.7,0.0,1119.2,989.5,981.2,8.3,,,129.7,1681.3,,216.1,216.1,,,,159.8,,,,,248.9,,,,248.9,624.8,530.5,,,,250.2,,,250.2,780.7,1405.5,0.0,281.7,,,0,849.7,-69.7,1061.7,0.0,1061.7,2467.2,
06/29/2003,2494.5,35.0,35.0,0.0,314.6,314.6,,376.7,118.4,150.4,87.4,-20.5,77.3,,,,,,,803.6,592.7,1081.2,-488.5,0.0,1098.2,1001.0,992.9,8.1,,,97.2,1690.9,,211.3,211.3,,,,155.7,,,,,238.4,,,,238.4,605.4,528.4,,,,247.9,,,247.9,776.3,1381.7,0.0,283.7,,,0,882.4,-53.3,1112.8,0.0,1112.8,2494.5,
09/28/2003,2450.6,30.6,30.6,0.0,320.5,320.5,,360.7,117.2,130.3,89.1,-24.1,57.4,,,,,,,769.2,587.5,1094.4,-506.9,0.0,1093.9,1000.5,992.5,8.0,,,93.4,1681.4,,200.6,200.6,,,,158.2,,,,,238.6,,,,238.6,597.4,480.5,,,,234.7,,,234.7,715.2,1312.6,0.0,287.8,,,0,895.4,-45.2,1138.0,0.0,1138.0,2450.6,
12/28/2003,3675.4,47.6,47.6,0.0,454.6,454.6,,534.4,162.7,191.0,155.6,-25.1,81.2,,,,,,,1117.8,804.6,1335.0,-530.4,0.0,1753.0,1623.3,1607.6,15.7,,,129.7,2557.6,,262.8,262.8,,,,48.6,,,,,317.4,,,,317.4,628.8,1047.1,,,,335.7,,,335.7,1382.8,2011.6,0.0,755.5001,,,0,921.5001,-13.2001,1663.8001,0.0,1663.8001,3675.4001,
03/28/2004,3755.5,80.3,80.3,0.0,389.0,389.0,,453.6,103.6,186.2,136.1,27.7,265.7,,,,,,,1188.6,704.4,1219.1,-514.7,0.0,1862.5,1407.9,1401.8,6.1,,,454.6,2566.9,,255.2,255.2,,,,253.3,,,,,405.4,,,,405.4,913.9,823.0,,,,304.0,,,304.0,1127.0,2040.9,0.0,782.4,,,0,961.2,-29.0,1714.6,0.0,1714.6,3755.5,
06/27/2004,3819.9,124.0,124.0,0.0,436.3,436.3,,567.7,164.9,230.0,137.1,35.7,134.4,,,,,,,1262.4,741.8,1316.3,-574.5,0.0,1815.7,1638.1,1624.6,13.5,,,177.6,2557.5,,294.4,294.4,,,,268.1,,,,,383.2,,,,383.2,945.7,803.8,,,,300.1,,,300.1,1103.9,2049.6,0.0,786.7,,,0,1012.9,-29.3,1770.3,0.0,1770.3,3819.9,
09/26/2004,3606.3,162.2,162.2,0.0,426.4,426.4,,480.4,115.5,210.8,127.1,27.0,224.8,,,,,,,1293.8,679.2,1236.5,-557.3,0.0,1633.3,1422.4,1416.7,5.7,,,210.9,2312.5,,300.5,300.5,,,,286.5,,,,,372.1,,,,372.1,959.1,767.7,,,,289.1,,,289.1,1056.8,2015.9,0.0,791.9,,,0,828.0,-29.5,1590.4,0.0,1590.4,3606.3,
