Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,11129.552,1679.647,1679.647,0.0,152.307,152.307,,15.914,0.0,0.0,15.914,0.0,354.728,,,,2202.596,7656.712,8246.817,-590.105,0,1270.244,,,,1270.244,8926.956,,68.118,68.118,,,,1329.829,,,,,,1377.765,,,,1377.765,2775.712,5961.369,,,,,189.448,,,,,189.448,6150.817,8926.529,0.0,1045.845,,,0.0,1157.651,-0.473,2203.023,0.0,2203.023,11129.552,
12/31/2007,11466.517,857.15,857.15,0.0,187.195,187.195,,19.902,0.0,0.0,19.902,0.0,314.839,,,,1379.086,8574.614,9182.397,-607.783,0,1512.817,,,,1512.817,10087.431,,99.023,99.023,,,,54.333,,,,,,1339.917,,,,1339.917,1493.273,7517.997,,,,,194.973,,,,,194.973,7712.97,9206.243,0.0,1065.233,,,0.0,1197.534,-2.493,2260.274,0.0,2260.274,11466.517,
03/31/2008,12568.401,855.362,855.362,0.0,253.614,253.614,,24.035,0.0,0.0,24.035,0.0,365.05,,,,1498.061,9426.585,10143.404,-716.819,0,1643.755,,,,1643.755,11070.34,,99.479,99.479,,,,78.286,,,,,,1322.246,,,,1322.246,1500.011,8290.332,,,,,487.258,,,,,487.258,8777.59,10277.601,0.0,1082.448,,,0.0,1186.3,22.052,2290.8,0.0,2290.8,12568.401,
06/30/2008,13282.222,801.77,801.77,0.0,270.025,270.025,,24.864,0.0,0.0,24.864,0.0,263.984,,,,1360.643,10382.88,11212.118,-829.238,0,1538.699,,,,1538.699,11921.579,,103.61,103.61,,,,110.655,,,,,,1454.463,,,,1454.463,1668.728,8812.773,,,,,495.011,,,,,495.011,9307.784,10976.512,0.0,1099.707,,,0.0,1177.504,28.499,2305.71,0.0,2305.71,13282.222,
09/30/2008,14759.412,1275.975,1275.975,0.0,333.176,333.176,,27.284,0.0,0.0,27.284,0.0,360.54,,,,1996.975,11275.621,12232.405,-956.784,0,1486.816,,,,1486.816,12762.437,,96.345,96.345,,,,99.314,,,,,,1526.323,,,,1526.323,1721.982,10251.106,,,,,507.943,,,,,507.943,10759.049,12481.031,0.0,1117.11,,,0.0,1145.296,15.975,2278.381,0.0,2278.381,14759.412,
12/31/2008,17144.113,3038.163,3038.163,0.0,384.819,384.819,,28.837,,,,,289.457,,,,3741.276,11868.228,12959.092,-1090.864,0,1534.609,,,,1534.609,13402.837,,71.035,71.035,,,,114.623,,,,,,1344.758,,,,1344.758,1530.416,10356.115,,,,,517.185,,,,,517.185,10873.3,12403.716,616.355,3090.934,,,0.0,1015.554,17.554,4740.397,0.0,4740.397,17144.113,
03/31/2009,16961.632,2758.472,2758.472,0.0,345.954,345.954,0.0,27.188,,,,,232.294,,31.89,210.645,3363.908,12136.005,13368.442,-1232.437,0,1461.719,,,,1429.829,13597.724,,665.994,68.216,,7.479,590.299,134.116,0.0,,,,134.116,684.763,300.798,,,684.763,1484.873,10274.76,10274.76,,,,528.839,,,,,228.041,10803.599,12288.472,592.22,3149.212,0.656,3148.556,-0.013,933.339,-3.472,4671.286,1.874,4673.16,16961.632,
06/30/2009,17296.995,2585.033,2585.033,0.0,367.244,367.244,0.0,27.18,,,,,238.484,,98.447,215.113,3217.941,12507.769,13879.513,-1371.744,0,1571.285,,,,1472.838,14079.054,,710.111,88.141,,10.057,611.913,141.144,0.0,,,,141.144,781.191,299.933,,,781.191,1632.446,10636.26,10636.26,,,,530.189,,,,,230.256,11166.449,12798.895,599.168,3173.857,0.66,3173.197,-0.013,710.739,14.798,4498.549,-0.449,4498.1,17296.995,
09/30/2009,18273.058,3091.845,3091.845,0.0,375.201,375.201,0.0,26.153,,,,,285.058,,24.443,262.053,3778.257,12956.106,14474.181,-1518.075,0,1538.695,,,,1514.252,14494.801,,781.254,78.672,,11.831,690.751,159.921,0.0,,,,159.921,784.421,299.066,,,784.421,1725.596,11604.476,11604.476,,,,525.442,,,,,226.376,12129.918,13855.514,622.304,3186.074,0.66,3185.414,-0.013,587.747,25.992,4422.104,-4.56,4417.544,18273.058,
12/31/2009,20572.106,4955.416,4955.416,0.0,460.766,460.766,0.0,27.073,,,,,180.419,0.0,22.219,153.977,5623.674,13351.271,15006.896,-1655.625,0,1597.161,50.129,0.0,50.129,1524.813,14948.432,,887.219,82.695,0.0,18.332,786.192,173.315,0.0,0.0,0.0,,173.315,778.771,298.2,0.0,,778.771,1839.305,10852.147,10852.147,0.0,0.0,,529.233,0.0,0.0,0.0,0.0,231.033,11381.38,13220.685,645.441,5115.511,0.66,5114.851,0.0,473.833,26.748,6261.533,1089.888,7351.421,20572.106,
03/31/2010,20093.458,3925.713,3751.845,173.868,436.074,436.074,0.0,24.922,,,,,369.849,,22.989,341.073,4756.558,13736.138,15540.146,-1804.008,0,1600.762,,,,1577.773,15336.9,,936.105,86.829,7.033,16.592,825.651,286.819,0.0,,,,286.819,773.252,297.334,,,773.252,1996.176,10174.574,10174.574,,,,533.388,,,,,236.054,10707.962,12704.138,668.577,5130.417,0.66,5129.757,0.0,444.928,25.871,6269.793,1119.527,7389.32,20093.458,
06/30/2010,20267.154,3692.296,3518.835,173.461,530.331,530.331,0.0,26.523,,,,,207.674,,26.046,131.816,4456.824,14122.595,16085.356,-1962.761,0,1687.735,92.01,,92.01,1569.679,15810.33,,1070.782,119.156,15.011,20.952,915.663,569.196,0.0,,,,569.196,754.667,296.468,,50.229,754.667,2394.645,9826.661,9826.661,,,,584.86,,,,,238.163,10411.521,12806.166,691.713,5150.515,0.661,5149.854,0.0,440.249,26.4,6308.877,1152.111,7460.988,20267.154,
09/30/2010,20247.997,2394.712,2394.712,0.0,618.998,618.998,0.0,27.751,,,,,272.099,,16.855,245.168,3313.56,14471.865,16626.856,-2154.991,0,2462.572,91.735,,91.735,2353.982,16934.437,,1172.306,101.163,8.051,15.017,1048.075,572.458,0.0,,,,572.458,571.197,295.602,,44.762,571.197,2315.961,9567.391,9567.391,,,,562.426,,,,,222.062,10129.817,12445.778,714.845,5167.057,0.661,5166.396,0.0,608.26,101.619,6591.781,1210.438,7802.219,20247.997,
12/31/2010,21044.308,3037.081,3037.081,0.0,716.919,716.919,0.0,32.26,,,,,272.647,0.0,10.423,211.041,4058.907,14502.197,16834.069,-2331.872,0,2483.204,89.805,0.0,89.805,2382.976,16985.401,,1316.364,113.505,0.0,42.625,1160.234,767.068,0.0,,,,767.068,516.981,294.736,0.0,115.219,516.981,2600.413,9373.755,9373.755,,,,635.573,0.0,0.0,0.0,0.0,225.618,10009.328,12609.741,710.735,5445.413,0.708,5444.705,0.0,880.703,129.519,7166.37,1268.197,8434.567,21044.308,
03/31/2011,21236.99,3133.941,3133.941,0.0,803.1,803.1,0.0,33.633,,,,,234.611,,8.729,200.751,4205.285,14693.989,17211.682,-2517.693,0,2337.716,87.905,,,2241.082,17031.705,,1191.978,87.734,8.631,23.421,1072.192,917.007,0.0,,,,917.007,477.989,293.87,,124.038,477.989,2586.974,9185.752,9185.752,,,,638.482,,,,,220.574,9824.234,12411.208,666.334,5544.891,0.729,5544.162,0.0,1108.859,164.012,7484.096,1341.686,8825.782,21236.99,
06/30/2011,21737.157,3479.106,3479.106,0.0,968.988,968.988,0.0,35.634,,,,,237.577,,9.259,222.864,4721.305,14892.79,17611.972,-2719.182,0,2123.062,85.844,,,2027.959,17015.852,,1282.369,92.953,39.13,13.982,1136.304,1073.484,0.0,,,,1073.484,383.489,315.26,,133.859,383.489,2739.342,8985.396,8985.396,,,,645.769,,,,,196.65,9631.165,12370.507,687.669,5565.019,0.73,5564.289,0.0,1476.466,218.495,7947.649,1419.001,9366.65,21737.157,
09/30/2011,21965.251,3951.575,3951.575,0.0,1112.896,1112.896,0.0,33.462,,,,,244.723,,14.361,235.059,5342.656,14804.973,17704.755,-2899.782,0,1817.622,82.546,,,1720.715,16622.595,,1519.941,103.319,78.447,19.318,1318.857,457.344,0.0,,,,457.344,355.686,314.795,,134.928,355.686,2332.971,9282.084,9282.084,,,,651.958,,,,,202.235,9934.042,12267.013,680.155,5588.624,0.732,5587.892,0.0,1830.097,103.067,8201.943,1496.295,9698.238,21965.251,
12/31/2011,22244.123,3902.718,3902.718,0.0,1336.817,1336.817,0.0,34.99,,,,,122.627,0.0,0.153,50.435,5397.152,15030.979,18123.136,-3092.157,0,1815.992,80.068,0.0,80.068,1735.771,16846.971,,1682.951,104.113,108.06,31.668,1439.11,455.846,0.0,,,,455.846,359.909,314.336,0.0,205.438,359.909,2498.706,9577.131,9577.131,,,,729.134,0.0,0.0,0.0,0.0,209.36,10306.265,12804.971,,5610.893,0.733,5610.16,0.0,2145.692,94.104,7850.689,1588.463,9439.152,22244.123,
03/31/2012,22871.032,4056.36,4056.36,0.0,1530.34,1530.34,0.0,40.014,,,,,96.025,,18.889,80.959,5722.739,15329.602,18636.695,-3307.093,0,1818.691,78.017,,78.017,1721.785,17148.293,,1711.926,105.205,176.853,6.937,1422.931,469.324,0.0,,,,469.324,311.568,313.706,,159.427,311.568,2492.818,9382.649,9382.649,,,,697.717,,,,,224.584,10080.366,12573.184,0.0,6175.596,0.823,6174.773,0.0,2438.945,191.935,8806.476,1491.372,10297.848,22871.032,
06/30/2012,22416.806,3522.0,3522.0,0.0,1561.776,1561.776,0.0,40.537,,,,,101.284,,28.378,87.209,5225.597,15299.92,18816.908,-3516.988,0,1891.289,75.435,,,1787.476,17191.209,,1855.378,134.447,162.525,7.416,1550.99,97.737,0.0,,,,97.737,296.355,313.079,,153.918,296.355,2249.47,9276.476,9276.476,,,,703.83,,,,,236.833,9980.306,12229.776,0.0,6192.495,0.823,6191.672,0.0,2473.724,162.529,8828.748,1358.282,10187.03,22416.806,
09/30/2012,23158.362,3745.415,3745.415,0.0,1702.458,1702.458,0.0,42.511,,,,,108.693,,31.748,96.67,5599.077,15638.535,19360.48,-3721.945,0,1920.75,73.165,,,1815.837,17559.285,,2049.521,150.192,163.209,10.249,1725.871,98.136,0.0,,,,98.136,372.32,312.456,,156.346,372.32,2519.977,9397.866,9397.866,,,,716.465,,,,,247.663,10114.331,12634.308,0.0,6212.99,0.823,6212.167,0.0,2598.984,256.222,9068.196,1455.858,10524.054,23158.362,
12/31/2012,22163.652,2512.766,2512.766,0.0,1819.26,1819.26,0.0,43.875,,,,,101.613,0.0,43.28,99.314,4477.514,15766.748,19722.837,-3956.089,0,1919.39,70.618,0.0,70.618,1805.492,17686.138,,2181.649,106.498,164.126,15.542,1895.483,97.802,0.0,,,,97.802,343.372,311.836,0.0,185.945,343.372,2622.823,10132.265,10132.265,,,,750.152,0.0,0.0,0.0,0.0,252.371,10882.417,13505.24,0.0,6238.312,0.824,6237.488,0.0,560.452,263.078,7061.842,1596.57,8658.412,22163.652,
03/31/2013,22010.953,2379.748,2379.748,0.0,1973.984,1973.984,0.0,42.381,,,,,105.588,,37.315,103.823,4501.701,15648.642,19837.305,-4188.663,0,1860.61,68.036,,,1755.259,17509.252,,2224.863,132.931,217.978,3.472,1870.482,97.347,0.0,,,,97.347,366.816,311.113,,179.026,366.816,2689.026,9731.002,9731.002,,,,746.8,,,,,256.661,10477.802,13166.828,0.0,6265.062,0.825,6264.237,0.0,843.679,217.302,7326.043,1518.082,8844.125,22010.953,
06/30/2013,21783.824,2514.141,2514.141,0.0,1803.357,1803.357,0.0,41.229,,,,,106.632,,40.435,104.989,4465.359,15437.067,19853.723,-4416.656,0,1881.398,109.678,,,1731.285,17318.465,,2309.598,121.035,171.013,11.635,2005.915,980.168,0.0,,,,980.168,285.661,310.392,,170.906,285.661,3575.427,8511.231,8511.231,,,,740.119,,,,,258.821,9251.35,12826.777,0.0,6287.049,0.825,6286.224,-46.562,1084.511,175.107,7500.105,1456.942,8957.047,21783.824,
09/30/2013,22485.095,3209.12,3209.12,0.0,1848.522,1848.522,0.0,41.683,,,,,107.943,,40.982,105.443,5207.268,15413.209,20073.125,-4659.916,0,1864.618,106.234,,106.234,1717.402,17277.827,,2478.463,114.741,140.248,1.427,2222.047,1301.624,0.0,,,,1301.624,265.031,309.674,,173.166,265.031,4045.118,8461.992,8461.992,,,,746.989,,,,,264.149,9208.981,13254.099,0.0,6315.742,0.826,6314.916,-346.253,1422.519,194.212,7586.22,1644.776,9230.996,22485.095,
12/31/2013,22724.264,3600.414,3600.414,0.0,1762.11,1762.11,0.0,41.946,,,,,111.069,0.0,13.821,111.069,5515.539,15358.953,20219.954,-4861.001,0,1849.772,102.081,0.0,102.081,1733.87,17208.725,,2497.289,119.194,176.678,6.551,2194.866,377.507,0.0,,,,377.507,254.869,425.912,0.0,173.211,241.56,3129.665,9382.752,9382.752,,,,711.318,0.0,0.0,0.0,0.0,112.195,10094.07,13223.735,0.0,6348.892,0.827,6348.065,-570.52,1713.339,173.783,7665.494,1835.035,9500.529,22724.264,
03/31/2014,22474.601,3303.402,3303.402,0.0,1781.09,1781.09,0.0,41.385,,,,,116.235,,21.654,116.235,5242.112,15352.474,20456.237,-5103.763,0,1880.015,98.522,,,1759.839,17232.489,,2419.484,131.714,234.477,1.483,2051.81,304.947,0.0,,,,304.947,234.824,308.132,,170.833,217.852,2959.255,9968.879,9968.879,,,,713.454,,,,,234.489,10682.333,13641.588,0.0,6398.989,0.829,6398.16,-1380.529,2083.717,184.631,7286.808,1546.205,8833.013,22474.601,
06/30/2014,22249.123,3292.727,3292.727,0.0,1531.555,1531.555,0.0,43.083,,,,,110.752,,19.614,110.752,4978.117,15403.354,20746.124,-5342.77,0,1867.652,95.002,,,1753.036,17271.006,,2191.329,118.538,191.073,1.545,1880.173,435.794,0.0,,,,435.794,231.077,307.386,,169.371,214.399,2858.2,9943.17,9943.17,,,,709.195,,,,,232.438,10652.365,13510.565,0.0,6417.127,0.829,6416.298,-1700.565,2351.879,207.321,7275.762,1462.796,8738.558,22249.123,
09/30/2014,22027.781,3147.109,3147.109,0.0,1496.987,1496.987,0.0,43.09,,,,,130.151,,20.615,130.151,4817.337,15355.117,20905.931,-5550.814,0,1855.327,90.73,,,1743.982,17210.444,,2266.439,109.868,148.94,1.525,2006.106,102.602,0.0,,,,102.602,250.376,307.345,,168.291,241.396,2619.417,9836.015,9836.015,,,,716.751,,,,,241.115,10552.766,13172.183,0.0,6427.24,0.829,6426.411,-2000.381,2622.413,158.022,7207.294,1648.304,8855.598,22027.781,
12/31/2014,22354.047,3506.319,3506.319,0.0,1510.772,1510.772,0.0,41.674,,,,,131.734,0.0,24.076,131.734,5190.499,15372.474,21055.743,-5683.269,0,1791.074,86.26,0.0,86.26,1680.738,17163.548,,2329.309,112.721,224.201,7.943,1984.444,99.734,0.0,,,,99.734,270.929,422.153,0.0,193.813,270.929,2699.972,9892.913,9892.913,,,,740.58,0.0,0.0,0.0,0.0,124.614,10633.493,13333.465,0.0,6429.591,0.829,6428.762,-2237.952,2945.846,76.101,7213.586,1806.996,9020.582,22354.047,
03/31/2015,21046.082,2406.465,2406.465,0.0,1408.381,1408.381,0.0,42.088,,,,,129.85,,38.285,129.85,3986.784,15313.332,21196.181,-5882.849,0,1745.966,82.094,,,1625.587,17059.298,,2073.703,93.728,268.085,8.376,1703.514,97.165,0.0,,,,97.165,265.039,305.899,,179.778,251.43,2435.907,9143.833,9143.833,,,,725.459,,,,,239.782,9869.292,12305.199,0.0,6450.083,0.83,6449.253,-2237.952,2938.628,-6.696,7144.063,1596.82,8740.883,21046.082,
06/30/2015,21608.209,2818.68,2818.68,0.0,1342.146,1342.146,0.0,39.82,,,,,117.964,,46.613,117.964,4318.61,15525.414,21658.06,-6132.646,0,1764.185,78.845,,,1638.727,17289.599,,2291.044,93.621,216.939,1.658,1978.826,98.227,0.0,,,,98.227,302.063,305.119,,180.514,288.289,2691.334,9720.134,9720.134,,,,727.982,,,,,242.349,10448.116,13139.45,0.0,6458.535,0.83,6457.705,-2302.946,2889.392,26.403,7071.384,1397.375,8468.759,21608.209,
09/30/2015,20502.89,1855.466,1855.466,0.0,1315.191,1315.191,0.0,39.755,,,,,118.811,,29.992,118.811,3329.223,15510.104,21787.722,-6277.618,0,1663.563,74.869,,,1558.702,17173.667,,1923.349,96.027,174.687,9.774,1642.861,94.672,0.0,,,,94.672,346.619,304.338,,176.076,331.85,2364.64,9034.271,9034.271,,,,717.628,,,,,237.214,9751.899,12116.539,0.0,6469.732,0.83,6468.902,-2382.972,2891.109,-86.34,6891.529,1494.822,8386.351,20502.89,
12/31/2015,20863.0,2179.0,2179.0,0.0,1268.0,1268.0,0.0,43.0,,,,,119.0,0.0,24.0,119.0,3609.0,15732.0,22237.0,-6505.0,0,1522.0,71.0,0.0,71.0,1427.0,17254.0,,2005.0,111.0,198.0,,1696.0,95.0,0.0,,,,95.0,364.0,417.0,0.0,202.0,364.0,2464.0,9249.0,9249.0,,,,732.0,0.0,0.0,0.0,0.0,113.0,9981.0,12445.0,0.0,6486.0,1.0,6485.0,-2443.0,2840.0,-66.0,6817.0,1601.0,8418.0,20863.0,
03/31/2016,20384.909,1695.643,1695.643,0.0,1081.544,1081.544,0.0,43.174,,,,,131.533,,10.389,131.533,2951.894,15909.76,22689.826,-6780.066,0,1523.255,68.26,,,1444.606,17433.015,,1899.599,110.236,223.588,1.501,1564.274,152.02,0.0,,,,152.02,344.081,302.657,,207.548,344.081,2395.7,9235.223,9235.223,,,,740.009,,,,,229.804,9975.232,12370.932,0.0,6497.299,0.83,6496.469,-2443.036,2588.317,-7.592,6634.988,1378.989,8013.977,20384.909,
06/30/2016,20980.532,2225.303,2225.303,0.0,925.971,925.971,0.0,42.358,,,,,115.638,,8.056,115.638,3309.27,16107.145,23142.508,-7035.363,0,1564.117,113.304,,,1442.757,17671.262,,2016.958,106.405,199.008,2.82,1708.725,211.751,0.0,,,,211.751,391.064,301.754,,205.018,391.064,2619.773,10061.882,10061.882,,,,739.077,,,,,232.305,10800.959,13420.732,0.0,6504.491,0.83,6503.661,-2443.036,2344.018,22.015,6427.488,1132.312,7559.8,20980.532,
09/30/2016,20680.66,1790.4,1790.4,0.0,868.09,868.09,0.0,43.764,,,,,136.429,,0.0,136.429,2838.683,16304.695,23589.98,-7285.285,0,1537.282,108.784,,,1428.498,17841.977,,2109.68,123.218,172.021,1.097,1813.344,163.825,0.0,,,,163.825,500.448,300.85,,207.645,500.448,2773.953,9593.099,9593.099,,,,746.981,,,,,238.486,10340.08,13114.033,0.0,6505.007,0.83,6504.177,-2443.036,2285.163,-3.252,6343.882,1222.745,7566.627,20680.66,
12/31/2016,20469.0,2128.0,2128.0,0.0,776.0,776.0,0.0,46.0,,,,,148.0,0.0,0.0,148.0,3098.0,15903.0,23372.0,-7469.0,0,1468.0,103.0,0.0,103.0,1365.0,17371.0,,2255.0,128.0,192.0,,1935.0,167.0,0.0,,,,167.0,384.0,413.0,0.0,200.0,384.0,2806.0,9428.0,9428.0,,,,739.0,0.0,0.0,0.0,0.0,126.0,10167.0,12973.0,0.0,6517.0,1.0,6516.0,-2443.0,2222.0,-119.0,6177.0,1319.0,7496.0,20469.0,
03/31/2017,20042.0,1956.0,1956.0,0.0,683.0,683.0,0.0,47.0,,,,,134.0,,,134.0,2820.0,15741.0,23549.0,-7808.0,0,1481.0,100.0,,100.0,1381.0,17222.0,,2153.0,104.0,233.0,,1816.0,119.0,0.0,,,,119.0,240.0,411.0,,208.0,240.0,2512.0,9671.0,9671.0,,,,753.0,,,,,134.0,10424.0,12936.0,0.0,6530.0,1.0,6529.0,-2593.0,2121.0,-61.0,5997.0,1109.0,7106.0,20042.0,
06/30/2017,20142.0,2307.0,2307.0,0.0,623.0,623.0,0.0,47.0,,,,,123.0,,,123.0,3100.0,15566.0,23563.0,-7997.0,0,1476.0,96.0,,96.0,1380.0,17042.0,,2222.0,107.0,210.0,,1905.0,126.0,0.0,,,,126.0,211.0,410.0,,216.0,211.0,2559.0,10014.0,10014.0,,,,764.0,,,,,138.0,10778.0,13337.0,0.0,6548.0,1.0,6547.0,-2668.0,2089.0,-46.0,5923.0,882.0,6805.0,20142.0,
09/30/2017,19808.0,2001.0,2001.0,0.0,637.0,637.0,0.0,45.0,,,,,153.0,,0.0,153.0,2836.0,15498.0,23743.0,-8245.0,0,1474.0,93.0,,93.0,1381.0,16972.0,,2362.0,141.0,229.0,,1992.0,134.0,0.0,,,,134.0,165.0,408.0,,229.0,165.0,2661.0,9483.0,9483.0,,,,773.0,,,,,136.0,10256.0,12917.0,0.0,6570.0,1.0,6569.0,-2743.0,2082.0,-13.0,5896.0,995.0,6891.0,19808.0,
