Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/04/2010,15330.0,15330.0,-4630.0,4630.0,10700.0,0.0,-6404.0,4756.0,,1648.0,0.0,4296.0,-76.0,58.0,101.0,-43.0,,,18.0,4220.0,-771.0,3449.0,0.0,0.0,0.0,3449.0,0.0,3449.0,0.0,0.0,3449.0,3395.65,-53.35,2756.6,1.25,1.25,1.231825,2796.0,1.23,1.23,1.210919,
10/03/2010,14982.0,14982.0,-4594.0,4594.0,10388.0,0.0,-6366.0,4709.0,,1657.0,0.0,4022.0,197.0,95.0,108.0,-13.0,,,-292.0,4219.0,-802.0,3417.0,0.0,0.0,0.0,3417.0,0.0,3417.0,0.0,0.0,3417.0,3417.0,0.0,2751.6,1.24,1.24,1.24,2786.4,1.23,1.23,1.23,
01/02/2011,15644.0,15644.0,-5040.0,5040.0,10604.0,0.0,-7162.0,5180.0,,1982.0,0.0,3442.0,-1214.0,114.0,138.0,-24.0,,,1100.0,2228.0,-286.0,1942.0,0.0,0.0,0.0,1942.0,0.0,1942.0,0.0,0.0,1942.0,2864.0,922.0,2781.6,0.7,0.7,1.029623,2781.6,0.7,0.7,1.029623,
04/03/2011,16173.0,16173.0,-4778.0,4778.0,11395.0,0.0,-6794.0,5056.0,,1738.0,0.0,4601.0,-91.0,104.0,125.0,-21.0,,,-13.0,4510.0,-1034.0,3476.0,0.0,0.0,0.0,3476.0,0.0,3476.0,0.0,0.0,3476.0,3747.0,271.0,2738.4,1.27,1.27,1.368317,2772.7,1.25,1.25,1.347739,
07/03/2011,16597.0,16597.0,-5172.0,5172.0,11425.0,0.0,-7686.0,5215.0,,1882.0,589.0,3739.0,-317.0,111.0,129.0,-18.0,,,206.0,3422.0,-646.0,2776.0,0.0,0.0,0.0,2776.0,0.0,2776.0,0.0,0.0,2776.0,3532.4,756.4,2740.5,1.01,1.01,1.288962,2781.3,1.0,1.0,1.271959,
10/02/2011,16005.0,16005.0,-5072.0,5072.0,10933.0,0.0,-7013.0,5240.0,,1773.0,0.0,3920.0,191.0,117.0,134.0,-17.0,,,-308.0,4111.0,-909.0,3202.0,0.0,0.0,0.0,3202.0,0.0,3202.0,0.0,0.0,3202.0,3443.0,241.0,2737.0,1.17,1.17,1.257947,2778.2,1.15,1.15,1.236747,
01/01/2012,16255.0,16255.0,-5338.0,5338.0,10917.0,0.0,-7593.0,5458.0,,2155.0,-20.0,3324.0,-3006.0,148.0,183.0,-35.0,,,2858.0,318.0,-100.0,218.0,0.0,0.0,0.0,218.0,0.0,218.0,0.0,0.0,218.0,3129.0,2911.0,2768.9,0.08,0.08,1.130052,2768.9,0.08,0.08,1.130052,
04/01/2012,16139.0,16139.0,-4915.0,4915.0,11224.0,0.0,-6660.0,5015.0,,1645.0,0.0,4564.0,481.0,130.0,147.0,-17.0,,,-611.0,5045.0,-1135.0,3910.0,0.0,0.0,0.0,3910.0,0.0,3910.0,0.0,0.0,3910.0,3804.0,-106.0,2736.9,1.43,1.43,1.389894,2774.9,1.41,1.41,1.3718,
07/01/2012,16475.0,16475.0,-5143.0,5143.0,11332.0,0.0,-7160.0,4965.0,,1766.0,429.0,4172.0,-2137.0,129.0,143.0,-14.0,0.0,0.0,2008.0,2035.0,-627.0,1408.0,0.0,0.0,0.0,1408.0,0.0,1408.0,0.0,0.0,1408.0,3644.0,2236.0,2747.4,0.51,0.51,1.326345,2798.2,0.5,0.5,1.299085,
09/30/2012,17052.0,17052.0,-5597.0,5597.0,11455.0,0.0,-7830.0,5228.0,,1923.0,679.0,3625.0,-30.0,120.0,135.0,-15.0,0.0,0.0,-90.0,3595.0,-966.0,2629.0,0.0,0.0,0.0,2629.0,339.0,2968.0,0.0,0.0,2968.0,3521.0,553.0,2757.4,1.08,1.08,1.276928,2818.1,1.05,1.05,1.246232,
12/30/2012,17558.0,17558.0,-6003.0,6003.0,11555.0,0.0,-8047.0,5661.0,,2331.0,55.0,3508.0,-408.0,89.0,107.0,-18.0,,,319.0,3100.0,-533.0,2567.0,0.0,0.0,0.0,2567.0,0.0,2567.0,0.0,0.0,2567.0,3376.0,809.0,2833.4,0.91,0.91,1.191501,2833.4,0.91,0.91,1.191501,
03/31/2013,17505.0,17505.0,-5554.0,5554.0,11951.0,0.0,-7071.0,5223.0,,1784.0,64.0,4880.0,-619.0,104.0,125.0,-21.0,0.0,,515.0,4261.0,-764.0,3497.0,0.0,0.0,0.0,3497.0,0.0,3497.0,0.0,0.0,3497.0,4071.25,574.25,2790.2,1.25,1.25,1.459125,2858.8,1.22,1.22,1.420871,
06/30/2013,17877.0,17877.0,-5489.0,5489.0,12388.0,0.0,-7322.0,5376.0,,1946.0,0.0,5066.0,-273.0,101.0,118.0,-17.0,0.0,,172.0,4793.0,-960.0,3833.0,0.0,0.0,0.0,3833.0,0.0,3833.0,0.0,0.0,3833.0,4289.0,456.0,2809.7,1.36,1.36,1.526497,2893.0,1.33,1.33,1.487622,
09/29/2013,17575.0,17575.0,-5344.0,5344.0,12231.0,0.0,-7534.0,5314.0,,2042.0,178.0,4697.0,-1030.0,87.0,105.0,-18.0,0.0,0.0,943.0,3667.0,-685.0,2982.0,0.0,0.0,0.0,2982.0,0.0,2982.0,0.0,0.0,2982.0,3919.0,937.0,2818.4,1.06,1.06,1.390505,2881.2,1.04,1.04,1.365212,
12/29/2013,18355.0,18355.0,-5955.0,5955.0,12400.0,0.0,-8666.0,5917.0,,2411.0,338.0,3734.0,-984.0,116.0,134.0,-18.0,0.0,0.0,868.0,2750.0,769.0,3519.0,0.0,0.0,0.0,3519.0,0.0,3519.0,0.0,0.0,3519.0,3561.0,42.0,2815.2,1.25,1.25,1.264919,2872.0,1.23,1.23,1.244624,
03/30/2014,18115.0,18115.0,-5455.0,5455.0,12660.0,0.0,-7032.0,5183.0,,1831.0,18.0,5628.0,-204.0,118.0,136.0,-18.0,0.0,,86.0,5424.0,-697.0,4727.0,0.0,0.0,0.0,4727.0,0.0,4727.0,0.0,0.0,4727.0,4426.0,-301.0,2826.8,1.67,1.67,1.565728,2874.7,1.64,1.64,1.535293,
06/29/2014,19495.0,19495.0,-6039.0,6039.0,13456.0,0.0,-7490.0,5481.0,,2005.0,4.0,5966.0,-340.0,114.0,128.0,-14.0,0.0,,226.0,5626.0,-1300.0,4326.0,0.0,0.0,0.0,4326.0,0.0,4326.0,0.0,0.0,4326.0,4775.0,449.0,2826.4,1.53,1.53,1.689428,2874.2,1.51,1.51,1.666217,
09/28/2014,18467.0,18467.0,-5399.0,5399.0,13068.0,0.0,-7491.0,5468.0,,2023.0,0.0,5577.0,1233.0,112.0,130.0,-18.0,0.0,,-1345.0,6810.0,-2061.0,4749.0,0.0,0.0,0.0,4749.0,0.0,4749.0,0.0,0.0,4749.0,4292.0,-457.0,2814.4,1.69,1.69,1.525014,2864.3,1.66,1.66,1.50045,
12/28/2014,18254.0,18254.0,-5853.0,5853.0,12401.0,0.0,-8613.0,5822.0,,2635.0,156.0,3788.0,-1085.0,122.0,139.0,-17.0,0.0,,963.0,2703.0,-182.0,2521.0,0.0,0.0,0.0,2521.0,0.0,2521.0,0.0,0.0,2521.0,3612.0,1091.0,2801.111111,0.9,0.9,1.289488,2845.3,0.89,0.89,1.273439,
03/29/2015,17374.0,17374.0,-5282.0,5282.0,12092.0,0.0,-6746.0,4847.0,,1899.0,0.0,5346.0,229.0,119.0,138.0,-19.0,0.0,,-348.0,5575.0,-1255.0,4320.0,0.0,0.0,0.0,4320.0,0.0,4320.0,0.0,0.0,4320.0,4163.74,-156.26,2782.6,1.55,1.55,1.496349,2826.0,1.53,1.53,1.474706,
06/28/2015,17787.0,17787.0,-5357.0,5357.0,12430.0,0.0,-7513.0,5384.0,,2129.0,0.0,4917.0,824.0,107.0,131.0,-24.0,0.0,,-931.0,5741.0,-1225.0,4516.0,0.0,0.0,0.0,4516.0,0.0,4516.0,0.0,0.0,4516.0,3934.6,-581.4,2772.3,1.63,1.63,1.419255,2812.0,1.61,1.61,1.403243,
09/27/2015,17102.0,17102.0,-5224.0,5224.0,11878.0,0.0,-7245.0,5081.0,,2154.0,10.0,4633.0,-511.0,91.0,123.0,-32.0,0.0,,420.0,4122.0,-764.0,3358.0,0.0,0.0,0.0,3358.0,0.0,3358.0,0.0,0.0,3358.0,3780.9,422.9,2768.4,1.21,1.21,1.365735,2807.2,1.2,1.2,1.350648,
01/03/2016,17811.0,17811.0,-5673.0,5673.0,12138.0,0.0,-8969.0,5891.0,,2864.0,214.0,3169.0,589.0,107.0,160.0,-53.0,0.0,,-696.0,3758.0,-543.0,3215.0,0.0,0.0,0.0,3215.0,0.0,3215.0,0.0,0.0,3215.0,4048.45,833.45,2803.3,1.16,1.16,1.444173,2803.3,1.15,1.15,1.444173,
04/03/2016,17482.0,17482.0,-5329.0,5329.0,12153.0,0.0,-6701.0,4688.0,,2013.0,0.0,5452.0,-158.0,77.0,160.0,-83.0,0.0,,81.0,5294.0,-837.0,4457.0,0.0,0.0,0.0,4457.0,0.0,4457.0,0.0,0.0,4457.0,4655.0,198.0,2757.2,1.62,1.62,1.688307,2803.8,1.59,1.59,1.660618,
07/03/2016,18482.0,18482.0,-5336.0,5336.0,13146.0,0.0,-7469.0,5176.0,,2264.0,29.0,5677.0,-773.0,102.0,190.0,-88.0,0.0,,671.0,4904.0,-907.0,3997.0,0.0,0.0,0.0,3997.0,0.0,3997.0,0.0,0.0,3997.0,4610.0,613.0,2745.4,1.46,1.46,1.679172,2794.2,1.43,1.43,1.649383,
10/02/2016,17820.0,17820.0,-5486.0,5486.0,12334.0,0.0,-6950.0,4772.0,,2178.0,0.0,5384.0,-103.0,95.0,192.0,-97.0,0.0,0.0,8.0,5281.0,-1009.0,4272.0,0.0,0.0,0.0,4272.0,0.0,4272.0,0.0,0.0,4272.0,4334.85,62.85,2731.6,1.56,1.56,1.586927,2785.4,1.53,1.53,1.552564,
01/01/2017,18106.0,18106.0,-5534.0,5534.0,12572.0,0.0,-7949.0,5309.0,,2640.0,0.0,4623.0,-299.0,84.0,184.0,-100.0,0.0,,215.0,4324.0,-510.0,3814.0,0.0,0.0,0.0,3814.0,0.0,3814.0,0.0,0.0,3814.0,4152.0,338.0,2764.5,1.38,1.38,1.501899,2764.5,1.38,1.38,1.501899,
04/02/2017,17766.0,17766.0,-5409.0,5409.0,12357.0,0.0,-6833.0,4763.0,,2070.0,0.0,5524.0,51.0,83.0,204.0,-121.0,0.0,,-134.0,5575.0,-1153.0,4422.0,0.0,0.0,0.0,4422.0,0.0,4422.0,0.0,0.0,4422.0,4794.0,372.0,2706.6,1.63,1.63,1.771226,2754.5,1.61,1.61,1.745052,
07/02/2017,18839.0,18839.0,-5846.0,5846.0,12993.0,0.0,-7585.0,5289.0,,2296.0,0.0,5408.0,-660.0,122.0,227.0,-105.0,0.0,,538.0,4748.0,-921.0,3827.0,0.0,0.0,0.0,3827.0,0.0,3827.0,0.0,0.0,3827.0,4661.75,834.75,2691.9,1.42,1.42,1.731769,2741.5,1.4,1.4,1.704487,
10/01/2017,19650.0,19650.0,-6925.0,6925.0,12725.0,0.0,-8008.0,5423.0,,2585.0,0.0,4717.0,73.0,155.0,229.0,-74.0,0.0,,-228.0,4790.0,-1026.0,3764.0,0.0,0.0,0.0,3764.0,0.0,3764.0,0.0,0.0,3764.0,4278.7,514.7,2684.6,1.4,1.4,1.593794,2737.7,1.37,1.37,1.558005,
12/31/2017,20195.0,20195.0,-7259.0,7259.0,12936.0,0.0,-10096.0,6045.0,,3643.0,408.0,2840.0,-280.0,189.0,274.0,-85.0,0.0,,91.0,2560.0,-13273.0,-10713.0,0.0,0.0,0.0,-10713.0,0.0,-10713.0,0.0,0.0,-10713.0,3851.0,14564.0,2684.9,-3.99,-3.99,1.434318,2684.9,-3.99,-3.99,1.434318,
04/01/2018,20009.0,20009.0,-6614.0,6614.0,13395.0,0.0,-7667.0,5263.0,,2404.0,0.0,5728.0,-247.0,145.0,259.0,-114.0,0.0,,102.0,5481.0,-1114.0,4367.0,0.0,0.0,0.0,4367.0,0.0,4367.0,0.0,0.0,4367.0,4639.0,272.0,2682.2,1.63,1.63,1.72955,2731.9,1.6,1.6,1.699564,
07/01/2018,20830.0,20830.0,-6927.0,6927.0,13903.0,0.0,-8382.0,5743.0,,2639.0,0.0,5521.0,-548.0,127.0,253.0,-126.0,0.0,,421.0,4973.0,-1019.0,3954.0,0.0,0.0,0.0,3954.0,0.0,3954.0,0.0,0.0,3954.0,4751.0,797.0,2682.3,1.47,1.47,1.771241,2721.3,1.45,1.45,1.742875,
09/30/2018,20348.0,20348.0,-6589.0,6589.0,13759.0,0.0,-9177.0,5543.0,5543.0,2508.0,1126.0,4582.0,-159.0,68.0,243.0,-175.0,,,91.0,4423.0,-489.0,3934.0,0.0,0.0,0.0,3934.0,0.0,3934.0,0.0,0.0,3934.0,4622.0,688.0,2683.2,1.47,1.47,1.72257,2727.6,1.44,1.44,1.692236,
12/30/2018,20394.0,20394.0,-6961.0,6961.0,13433.0,0.0,-9215.0,5991.0,,3224.0,0.0,4218.0,-1096.0,54.0,250.0,-196.0,,0.0,1042.0,3122.0,-80.0,3042.0,0.0,0.0,0.0,3042.0,0.0,3042.0,0.0,0.0,3042.0,4415.0,1373.0,2724.0,1.12,1.12,1.620778,2724.0,1.12,1.12,1.620778,
03/31/2019,20021.0,20021.0,-6615.0,6615.0,13406.0,0.0,-8967.0,5219.0,,2858.0,890.0,4439.0,-17.0,3.0,102.0,-99.0,,,14.0,4422.0,-673.0,3749.0,0.0,0.0,0.0,3749.0,0.0,3749.0,0.0,0.0,3749.0,4815.0,1066.0,2660.8,1.41,1.41,1.809606,2698.8,1.39,1.39,1.78499,
06/30/2019,20562.0,20562.0,-6940.0,6940.0,13622.0,0.0,-8212.0,5546.0,,2666.0,0.0,5410.0,1631.0,-5.0,83.0,-88.0,0.0,,-1626.0,7041.0,-1434.0,5607.0,0.0,0.0,0.0,5607.0,0.0,5607.0,0.0,0.0,5607.0,5971.0,364.0,2652.5,2.11,2.11,2.251084,2691.7,2.08,2.08,2.215231,
09/29/2019,20729.0,20729.0,-6867.0,6867.0,13862.0,0.0,-7973.0,5374.0,,2599.0,0.0,5889.0,-4242.0,-41.0,48.0,-89.0,,,4283.0,1647.0,106.0,1753.0,0.0,0.0,0.0,1753.0,0.0,1753.0,0.0,0.0,1753.0,2014.49,261.49,2635.2,0.67,0.67,0.764454,2669.9,0.66,0.66,0.75794,
12/29/2019,20747.0,20747.0,-7134.0,7134.0,13613.0,0.0,-9271.0,6039.0,,3232.0,0.0,4342.0,-124.0,4.0,85.0,-81.0,,0.0,120.0,4218.0,-208.0,4010.0,0.0,0.0,0.0,4010.0,0.0,4010.0,0.0,0.0,4010.0,4019.0,9.0,2669.1,1.52,1.52,1.505751,2669.1,1.5,1.5,1.503372,
03/29/2020,20691.0,20691.0,-7062.0,7062.0,13629.0,0.0,-7783.0,5203.0,,2580.0,0.0,5846.0,663.0,-42.0,25.0,-67.0,,,-621.0,6509.0,-713.0,5796.0,0.0,0.0,0.0,5796.0,0.0,5796.0,0.0,0.0,5796.0,5442.130612,-353.869388,2633.7,2.2,2.2,2.066344,2671.0,2.17,2.17,2.037514,
06/28/2020,18336.0,18336.0,-6579.0,6579.0,11757.0,0.0,-7706.0,4993.0,,2707.0,6.0,4051.0,-111.0,26.0,45.0,-19.0,0.0,,85.0,3940.0,-314.0,3626.0,0.0,0.0,0.0,3626.0,0.0,3626.0,0.0,0.0,3626.0,3523.102362,-102.897638,2632.9,1.38,1.38,1.338107,2665.5,1.36,1.36,1.321396,
09/30/2020,20063.571,,,,14223.26611761,,,,,,,6206.3,,,,,,,,6448.455,,3819.333,,,,,,3819.333,,,3819.333,5232.667,,,1.658,1.658,1.968,,1.658,1.658,1.968,
12/31/2020,21379.714,,,,15146.88597758,,,,,,,5986.1,,,,,,,,6212.727,,4267.5,,,,,,4267.5,,,4267.5,5122.75,,,1.588,1.588,1.926,,1.588,1.588,1.926,
