Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/25/2010,1618.0,1618.0,-879.0,879.0,739.0,0.0,-611.0,236.0,,359.0,16.0,128.0,-59.0,53.0,56.0,-3.0,,-186.0,6.0,69.0,-1.0,,,-118.0,0.0,0.0,0.0,-118.0,0.0,-118.0,0.0,0.0,-118.0,-118.0,0.0,713.0,-0.17,-0.17,-0.17,713.0,-0.17,-0.17,-0.17,
12/25/2010,1649.0,1649.0,-906.0,906.0,743.0,0.0,-330.0,250.0,,352.0,-272.0,413.0,-23.0,37.0,39.0,-2.0,,27.0,-14.0,390.0,-42.0,,,375.0,0.0,0.0,0.0,375.0,0.0,375.0,0.0,0.0,375.0,191.05,-183.95,717.0,0.52,0.52,0.266457,758.0,0.5,0.5,0.257322,
04/02/2011,1613.0,1613.0,-922.0,922.0,691.0,0.0,-637.0,261.0,,367.0,9.0,54.0,-34.0,45.0,48.0,-3.0,,492.0,-11.0,20.0,-2.0,,,510.0,0.0,0.0,0.0,510.0,0.0,510.0,0.0,0.0,510.0,513.25,3.25,720.0,0.71,0.71,0.712847,764.0,0.68,0.68,0.684254,
07/02/2011,1574.0,1574.0,-854.0,854.0,720.0,0.0,-615.0,239.0,,367.0,9.0,105.0,-41.0,45.0,47.0,-2.0,,0.0,-4.0,64.0,-3.0,,,61.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,61.0,0.0,724.0,0.08,0.08,0.08,743.0,0.08,0.08,0.08,
10/01/2011,1690.0,1690.0,-934.0,934.0,756.0,0.0,-618.0,249.0,,361.0,8.0,138.0,-46.0,39.0,42.0,-3.0,,0.0,7.0,92.0,5.0,,,97.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,0.0,97.0,97.0,0.0,729.0,0.13,0.13,0.13,741.0,0.13,0.13,0.13,
12/31/2011,1691.0,1691.0,-918.0,918.0,773.0,0.0,-702.0,243.0,,358.0,101.0,71.0,-248.0,41.0,43.0,-2.0,,0.0,207.0,-177.0,-4.0,,,-181.0,-4.0,-4.0,0.0,-177.0,0.0,-177.0,0.0,0.0,-177.0,-117.3,63.7,732.0,-0.24,-0.24,-0.160246,732.0,-0.24,-0.24,-0.160246,
03/31/2012,1585.0,1585.0,-1558.0,1558.0,27.0,0.0,-607.0,230.0,,368.0,9.0,-580.0,-42.0,41.0,43.0,-2.0,,,1.0,-622.0,32.0,,,-590.0,0.0,0.0,0.0,-590.0,0.0,-590.0,0.0,0.0,-590.0,-580.9,9.1,734.0,-0.8,-0.8,-0.791417,734.0,-0.8,-0.8,-0.791417,
06/30/2012,1413.0,1413.0,-775.0,775.0,638.0,0.0,-561.0,212.0,,345.0,4.0,77.0,-46.0,41.0,43.0,-2.0,,,5.0,31.0,6.0,,,37.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,0.0,37.0,40.25,3.25,739.0,0.05,0.05,0.054465,755.0,0.05,0.05,0.054305,
09/29/2012,1269.0,1269.0,-877.0,877.0,392.0,0.0,-523.0,188.0,,328.0,7.0,-131.0,-26.0,42.0,44.0,-2.0,,,-16.0,-157.0,0.0,0.0,0.0,-157.0,0.0,0.0,0.0,-157.0,0.0,-157.0,0.0,0.0,-157.0,-155.05,1.95,745.0,-0.21,-0.21,-0.208121,745.0,-0.21,-0.21,-0.208121,
12/29/2012,1155.0,1155.0,-977.0,977.0,178.0,0.0,-600.0,193.0,,313.0,94.0,-422.0,-47.0,43.0,45.0,-2.0,,,4.0,-469.0,-4.0,,,-473.0,0.0,0.0,0.0,-473.0,0.0,-473.0,0.0,0.0,-473.0,-411.9,61.1,747.0,-0.63,-0.63,-0.551406,747.0,-0.63,-0.63,-0.551406,
03/30/2013,1088.0,1088.0,-643.0,643.0,445.0,0.0,-543.0,179.0,,312.0,52.0,-98.0,-46.0,43.0,44.0,-1.0,,,3.0,-144.0,-2.0,,,-146.0,0.0,0.0,0.0,-146.0,0.0,-146.0,0.0,0.0,-146.0,-115.45,30.55,749.0,-0.19,-0.19,-0.154139,749.0,-0.19,-0.19,-0.154139,
06/29/2013,1161.0,1161.0,-702.0,702.0,459.0,0.0,-488.0,171.0,,308.0,9.0,-29.0,-42.0,40.0,42.0,-2.0,,,2.0,-71.0,-3.0,,,-74.0,0.0,0.0,0.0,-74.0,0.0,-74.0,0.0,0.0,-74.0,-70.75,3.25,752.0,-0.1,-0.1,-0.094082,752.0,-0.1,-0.1,-0.095678,
09/28/2013,1461.0,1461.0,-940.0,940.0,521.0,0.0,-426.0,155.0,,288.0,-17.0,95.0,-44.0,46.0,47.0,-1.0,,,-2.0,51.0,-3.0,,,48.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,48.0,33.7,-14.3,757.0,0.06,0.06,0.044518,764.0,0.06,0.06,0.041283,
12/28/2013,1589.0,1589.0,-1036.0,1036.0,553.0,0.0,-418.0,169.0,,293.0,-44.0,135.0,-45.0,43.0,44.0,-1.0,,,2.0,90.0,-1.0,,,89.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,89.0,58.45,-30.55,759.0,0.12,0.12,0.077009,766.0,0.12,0.12,0.077009,
03/29/2014,1397.0,1397.0,-910.0,910.0,487.0,0.0,-438.0,156.0,,279.0,3.0,49.0,-67.0,46.0,47.0,-1.0,,,21.0,-18.0,-2.0,,,-20.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,-20.0,-1.15,18.85,761.0,-0.03,-0.03,-0.001511,761.0,-0.03,-0.03,-0.00523,
06/28/2014,1441.0,1441.0,-943.0,943.0,498.0,0.0,-435.0,154.0,,277.0,4.0,63.0,-95.0,46.0,46.0,0.0,,,49.0,-32.0,-4.0,,,-36.0,0.0,0.0,0.0,-36.0,0.0,-36.0,0.0,0.0,-36.0,-4.15,31.85,764.0,-0.05,-0.05,-0.005432,764.0,-0.05,-0.05,-0.008312,
09/27/2014,1429.0,1429.0,-935.0,935.0,494.0,0.0,-431.0,150.0,,278.0,3.0,63.0,-44.0,42.0,43.0,-1.0,,,2.0,19.0,-2.0,,,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,17.0,0.0,770.0,0.02,0.02,0.02,785.0,0.02,0.02,0.02,
12/27/2014,1239.0,1239.0,-879.0,879.0,360.0,0.0,-690.0,144.0,,238.0,308.0,-330.0,-37.0,40.0,41.0,-1.0,,,-3.0,-367.0,3.0,,,-364.0,0.0,0.0,0.0,-364.0,0.0,-364.0,0.0,0.0,-364.0,-84.85,279.15,776.0,-0.47,-0.47,-0.109343,776.0,-0.47,-0.47,-0.110271,
03/28/2015,1030.0,1030.0,-704.0,704.0,326.0,0.0,-463.0,131.0,,242.0,90.0,-137.0,-40.0,40.0,40.0,0.0,0.0,,0.0,-177.0,-3.0,,,-180.0,0.0,0.0,0.0,-180.0,0.0,-180.0,0.0,0.0,-180.0,-93.0,87.0,777.0,-0.23,-0.23,-0.119691,777.0,-0.23,-0.23,-0.119691,
06/27/2015,942.0,942.0,-710.0,710.0,232.0,0.0,-369.0,134.0,,235.0,0.0,-137.0,-43.0,40.0,40.0,0.0,,,3.0,-180.0,-1.0,,,-181.0,0.0,0.0,0.0,-181.0,0.0,-181.0,0.0,0.0,-181.0,-148.0,33.0,778.0,-0.23,-0.23,-0.190231,778.0,-0.23,-0.23,-0.190231,
09/26/2015,1061.0,1061.0,-822.0,822.0,239.0,0.0,-397.0,108.0,,241.0,48.0,-158.0,-39.0,39.0,39.0,0.0,,0.0,0.0,-197.0,0.0,0.0,0.0,-197.0,0.0,0.0,0.0,-197.0,0.0,-197.0,0.0,0.0,-197.0,-149.0,48.0,785.0,-0.25,-0.25,-0.189809,785.0,-0.25,-0.25,-0.189809,
12/26/2015,958.0,958.0,-675.0,675.0,283.0,0.0,-332.0,109.0,,229.0,-6.0,-49.0,-43.0,41.0,41.0,0.0,0.0,0.0,2.0,-92.0,-10.0,,,-102.0,0.0,0.0,0.0,-102.0,0.0,-102.0,0.0,0.0,-102.0,-95.0,7.0,791.0,-0.13,-0.13,-0.120101,791.0,-0.13,-0.13,-0.12115,
03/26/2016,832.0,832.0,-563.0,563.0,269.0,0.0,-337.0,105.0,,242.0,-10.0,-68.0,-40.0,40.0,40.0,0.0,,,0.0,-108.0,-1.0,,,-109.0,0.0,0.0,0.0,-109.0,0.0,-109.0,0.0,0.0,-109.0,-112.0,-3.0,793.0,-0.14,-0.14,-0.141236,793.0,-0.14,-0.14,-0.143783,
06/25/2016,1027.0,1027.0,-708.0,708.0,319.0,0.0,-327.0,117.0,,243.0,-33.0,-8.0,109.0,,41.0,,,-3.0,-150.0,101.0,-29.0,,,69.0,0.0,0.0,0.0,69.0,0.0,69.0,0.0,0.0,69.0,-61.0,-130.0,794.0,0.09,0.09,-0.076826,821.0,0.08,0.08,-0.078343,
09/24/2016,1307.0,1307.0,-1248.0,1248.0,59.0,0.0,-352.0,117.0,,259.0,-24.0,-293.0,-104.0,41.0,41.0,0.0,,-5.0,63.0,-397.0,-4.0,,,-406.0,0.0,0.0,0.0,-406.0,0.0,-406.0,0.0,0.0,-406.0,-2.0,404.0,815.0,-0.5,-0.5,-0.002454,815.0,-0.5,-0.5,-0.004294,
12/31/2016,1153.0,1153.0,-797.0,797.0,356.0,0.0,-360.0,127.0,,264.0,-31.0,-4.0,-41.0,32.0,34.0,-2.0,,-2.0,9.0,-45.0,-5.0,,,-52.0,0.0,0.0,0.0,-52.0,0.0,-52.0,0.0,0.0,-52.0,232.5,284.5,937.0,-0.055496,-0.055496,0.248132,937.0,-0.055496,-0.055496,0.248132,
04/01/2017,1178.0,1178.0,-800.0,800.0,378.0,0.0,-367.0,123.0,,271.0,-27.0,11.0,-37.0,32.0,32.0,0.0,,-2.0,5.0,-26.0,-5.0,,,-33.0,0.0,0.0,0.0,-33.0,0.0,-33.0,0.0,0.0,-33.0,-29.0,4.0,939.0,-0.04,-0.04,-0.030884,939.0,-0.04,-0.04,-0.03574,
07/01/2017,1151.0,1151.0,-765.0,765.0,386.0,0.0,-387.0,127.0,,285.0,-25.0,-1.0,-35.0,32.0,32.0,0.0,,-3.0,3.0,-36.0,-3.0,,,-42.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,0.0,-42.0,-39.0,3.0,945.0,-0.04,-0.04,-0.04127,945.0,-0.04,-0.04,-0.04127,
09/30/2017,1584.0,1584.0,-1013.0,1013.0,571.0,0.0,-452.0,132.0,,320.0,0.0,119.0,-34.0,31.0,31.0,0.0,,-2.0,3.0,85.0,-22.0,,,61.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,63.0,2.0,957.0,0.06,0.06,0.065831,1042.0,0.06,0.06,0.061919,
12/30/2017,1340.0,1340.0,-888.0,888.0,452.0,0.0,-454.0,134.0,,320.0,0.0,-2.0,-29.0,31.0,31.0,0.0,,0.0,-2.0,-31.0,12.0,,,-19.0,0.0,0.0,0.0,-19.0,0.0,-19.0,0.0,0.0,-19.0,-17.95,1.05,965.0,-0.02,-0.02,-0.018601,965.0,-0.02,-0.02,-0.018912,
03/31/2018,1647.0,1647.0,-1050.0,1050.0,597.0,0.0,-477.0,134.0,,343.0,0.0,120.0,-30.0,31.0,31.0,0.0,,-1.0,-1.0,90.0,-8.0,,,81.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0,81.0,82.0,1.0,968.0,0.08,0.08,0.084711,1039.0,0.08,0.08,0.080962,
06/30/2018,1756.0,1756.0,-1104.0,1104.0,652.0,0.0,-499.0,142.0,,357.0,0.0,153.0,-30.0,31.0,31.0,0.0,,-1.0,-1.0,123.0,-6.0,,,116.0,0.0,0.0,0.0,116.0,0.0,116.0,0.0,0.0,116.0,116.0,0.0,972.0,0.12,0.12,0.12,1147.0,0.11,0.11,0.11,
09/29/2018,1653.0,1653.0,-992.0,992.0,661.0,0.0,-511.0,148.0,,363.0,0.0,150.0,-36.0,30.0,30.0,0.0,,0.0,6.0,114.0,-12.0,,,102.0,0.0,0.0,0.0,102.0,0.0,102.0,0.0,0.0,102.0,108.0,6.0,987.0,0.1,0.1,0.109422,1076.0,0.09,0.09,0.095576,
12/29/2018,1419.0,1419.0,-882.0,882.0,537.0,0.0,-509.0,138.0,,371.0,0.0,28.0,-25.0,29.0,29.0,0.0,,0.0,-4.0,3.0,35.0,,,38.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,38.0,45.0,7.0,1002.0,0.04,0.04,0.04491,1079.0,0.04,0.04,0.04491,
03/30/2019,1272.0,1272.0,-751.0,751.0,521.0,0.0,-483.0,170.0,,373.0,-60.0,38.0,-34.0,27.0,27.0,0.0,,-1.0,7.0,4.0,13.0,,,16.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,11.27,-4.73,1044.0,0.01,0.01,0.010795,1094.0,0.01,0.01,0.005676,
06/29/2019,1531.0,1531.0,-910.0,910.0,621.0,0.0,-562.0,189.0,,373.0,0.0,59.0,-22.0,25.0,25.0,0.0,,0.0,-3.0,37.0,-2.0,,,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0,40.87931,5.87931,1084.0,0.03,0.03,0.037712,1109.0,0.03,0.03,0.035301,
09/28/2019,1801.0,1801.0,-1024.0,1024.0,777.0,0.0,-591.0,185.0,,406.0,0.0,186.0,-60.0,24.0,24.0,0.0,,1.0,36.0,126.0,-7.0,,,120.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,120.0,160.0,40.0,1097.0,0.11,0.11,0.145852,1117.0,0.11,0.11,0.14581,
12/28/2019,2127.0,2127.0,-1178.0,1178.0,949.0,0.0,-601.0,206.0,,395.0,0.0,348.0,-143.0,18.0,18.0,0.0,,0.0,125.0,205.0,-35.0,,,170.0,0.0,0.0,0.0,170.0,0.0,170.0,0.0,0.0,170.0,314.253968,144.253968,1140.0,0.15,0.15,0.275661,1188.0,0.15,0.15,0.271426,
03/28/2020,1786.0,1786.0,-968.0,968.0,818.0,0.0,-641.0,199.0,,442.0,0.0,177.0,-9.0,13.0,13.0,0.0,,0.0,-4.0,168.0,-6.0,,,162.0,0.0,0.0,0.0,162.0,0.0,162.0,0.0,0.0,162.0,162.0,0.0,1170.0,0.14,0.14,0.14,1224.0,0.14,0.14,0.14,
06/27/2020,1932.0,1932.0,-1084.0,1084.0,848.0,0.0,-675.0,215.0,,460.0,0.0,173.0,-13.0,14.0,14.0,0.0,,1.0,-1.0,160.0,-4.0,,,157.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0.0,157.0,157.0,0.0,1174.0,0.13,0.13,0.13,1227.0,0.13,0.13,0.13,
09/30/2020,2557.552,,,,1124.01852848,,,,,,,452.571,,,,,,,,439.7,,,,375.706,,,,,,375.706,,,375.706,432.429,,,0.301,0.301,0.351,,0.301,0.301,0.351,
12/31/2020,2618.0,,,,1196.00712,,,,,,,498.667,,,,,,,,489.1,,,,413.353,,,,,,413.353,,,413.353,474.964,,,0.337,0.337,0.388,,0.337,0.337,0.388,
