Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1991,376.496002,8.18,8.18,0.0,61.283001,,,196.813995,,,,,12.563,,,,,278.839996,80.763,,,0.0,,16.893,,,,16.893,97.656,,67.012001,67.012001,,,,47.265999,,,,,,10.490997,,,10.490997,124.768997,50.0,,,,,9.443,,,9.443,59.443,184.211997,,66.175003,,,-0.091,,126.200001,192.284004,,192.284004,376.496001,
01/31/1992,394.881989,3.972,3.972,0.0,51.687,,,213.434998,,,,,12.777,,,,,281.871002,88.974998,105.746997,-16.771999,0.0,,24.035999,,,,24.035999,113.010997,,66.780998,66.780998,,,,43.566002,,,,,,12.057999,,,12.057999,122.404999,50.0,,,,,22.438,,,22.438,72.438,194.842999,,68.085999,,,-0.091,,132.044003,200.039002,,200.039002,394.882001,
04/30/1992,399.007996,3.708,3.708,0.0,47.669998,,,220.945999,,,,,11.537,,,,,283.860992,91.041,,,0.0,,24.106001,,,,24.106001,115.147001,,54.43,54.43,,,,63.806999,,,,,,7.292,,,7.292,125.528999,50.0,,,,,22.674,,,22.674,72.674,198.202999,,68.885002,,,-0.091,,132.010998,200.805,,200.805,399.007999,
07/31/1992,425.006989,3.691,3.691,0.0,46.268002,,,241.397995,,,,,12.858,,,,,304.214996,95.251999,,,0.0,,25.540001,,,,25.540001,120.792,,64.208,64.208,,,,69.575996,,,,,,6.141998,,,6.141998,139.925995,50.0,,,,,22.834999,,,22.834999,72.834999,212.760994,0.0,69.382004,,,-0.091,,142.954998,212.246002,0.0,212.246002,425.006996,
10/31/1992,438.752014,5.14,5.14,0.0,48.235001,,,247.613007,,,,,12.436,,,,,313.424011,93.971001,,,0.0,,31.357,,,,31.357,125.328001,,66.049004,66.049004,,,,90.433998,,,,,,5.595001,,,5.595001,162.078003,50.0,,,,,22.92,,,22.92,72.92,234.998003,0.0,69.205002,,,-0.091,,134.639996,203.753998,0.0,203.753998,438.752001,
01/31/1993,418.255005,6.672,6.672,0.0,51.377998,,,224.151001,,,,,10.107,,,,,292.308014,94.454002,120.302002,-25.848,0.0,,31.493,,,,31.493,125.947002,,29.531,29.531,,,,22.458,,,,,,40.385001,,,40.385001,92.374001,101.5,,,,,19.575001,,,19.575001,121.075001,213.449002,0.0,69.709,,,0.0,,135.097,204.806,0.0,204.806,418.255002,
04/30/1993,423.707001,9.988,9.988,0.0,52.273998,,,223.604004,,,,,10.439,,,,,296.304993,95.564003,,,0.0,,31.837999,,,,31.837999,127.402002,,54.772999,54.772999,,,,32.023998,,,,,,7.774002,,,7.774002,94.570999,101.5,,,,,19.106001,,,19.106001,120.606001,215.177,0.0,69.852997,,,0.0,,138.677002,208.529999,0.0,208.529999,423.706999,
07/31/1993,474.404999,6.665,6.665,0.0,51.431999,,,247.891006,,,,,24.688,,,,,330.675995,96.32,,,0.0,,47.409,,,,47.409,143.729,,98.497002,98.497002,,,,24.235001,,,,,,6.028999,,,6.028999,128.761002,127.972,,,,,48.199001,,,48.199001,176.171001,304.932003,0.0,70.125999,,,0.0,,99.347,169.473,0.0,169.473,474.405003,
10/31/1993,502.811005,5.887,5.887,0.0,60.084999,,,262.720001,,,,,29.851,,,,,358.542999,99.700996,,,0.0,,44.567001,,,,44.567001,144.267998,,91.652,91.652,,,,61.543999,,,,,,6.981003,,,6.981003,160.177002,126.995003,,,,,43.300999,,,43.300999,170.296001,330.473003,0.0,70.457001,,,0.0,,101.880997,172.337997,0.0,172.337997,502.811001,
01/31/1994,504.408997,4.994,4.994,0.0,67.330002,,,262.282013,,,,,30.235001,,,,,364.841003,97.364998,134.011002,-36.646,0.0,,42.202999,,,,42.202999,139.567997,,40.476002,40.476002,,,,59.289001,,,,,,52.809994,,,52.809994,152.574997,126.893997,,,,,35.859001,,,35.859001,162.752998,315.327995,0.0,70.654999,,,0.0,,118.426003,189.081002,0.0,189.081002,504.408997,
04/30/1994,521.580994,8.26,8.26,0.0,54.971001,,,282.053986,,,,,33.780998,,,,,379.06601,96.696999,,,0.0,,45.818001,,,,45.818001,142.514999,,80.557999,80.557999,,,,74.598999,,,,,,9.31601,,,9.31601,164.473007,128.600998,,,,,35.874001,,,35.874001,164.474998,328.948006,0.0,70.728996,,,0.0,,121.903999,192.632996,0.0,192.632996,521.581001,
07/31/1994,535.643982,7.619,7.619,0.0,58.310001,,,291.031006,,,,,35.105,,,,,392.065002,98.431,,,0.0,,45.147999,,,,45.147999,143.578999,,73.844002,73.844002,,,,87.586998,,,,,,11.134003,,,11.134003,172.565002,128.959,,,,,36.811001,,,36.811001,165.77,338.335003,0.0,71.161003,,,0.0,,126.148003,197.309006,0.0,197.309006,535.644009,
10/31/1994,551.208984,4.573,4.573,,61.23,,,305.699005,,,,,31.374001,,,,,402.876007,101.306,,,0.0,,47.027,,,,47.027,148.333,,89.988998,89.988998,,,,82.183998,,,,,,7.397011,,,7.397011,179.570007,129.880005,,,,,36.490002,,,36.490002,166.370007,345.940014,0.0,71.248001,,,0.0,,134.020996,205.268997,0.0,205.268997,551.209011,
01/31/1995,551.372009,44.318001,44.318001,0.0,61.622002,,,270.075012,,,,,25.792999,,,,,401.808014,103.477997,152.344998,-48.867001,0.0,,46.085999,,,,46.085999,149.563996,,84.289001,84.289001,,,,60.695999,,,,,,22.136002,,,22.136002,167.121002,129.091003,,,,,33.463001,,,33.463001,162.554004,329.675006,0.0,71.977997,,,0.0,,149.718994,221.696991,0.0,221.696991,551.371997,
04/30/1995,549.807007,16.631001,16.631001,0.0,58.216,,,295.369995,,,,,24.711,,,,,394.928009,107.815002,,,0.0,,47.063999,,,,47.063999,154.879002,,76.672997,76.672997,,,,58.122002,,,,,,12.988998,,,12.988998,147.783997,134.158997,,,,,36.278999,,,36.278999,170.437996,318.221992,0.0,72.914001,,,0.0,,158.671005,231.585007,0.0,231.585007,549.806999,
07/31/1995,563.953979,30.655001,30.655001,0.0,53.416,,,299.697998,,,,,23.492001,,,,,407.260986,111.893997,,,0.0,,44.799,,,,44.799,156.692997,,87.403999,87.403999,,,,55.994999,,,,,,16.550999,,,16.550999,159.949997,132.602997,,,,,36.361,,,36.361,168.963997,328.913994,0.0,73.112,,,0.0,,161.927994,235.039993,0.0,235.039993,563.953987,
10/31/1995,613.174988,38.178001,38.178001,0.0,68.625999,,,323.384003,,,,,21.914,,,,,452.10199,117.627998,,,0.0,,43.445,,,,43.445,161.072998,,107.941002,107.941002,,,,80.475998,,,,,,19.458,,,19.458,207.875,128.475006,,,,,41.490002,,,41.490002,169.965008,377.840008,0.0,75.334999,,,0.0,,160.0,235.334999,0.0,235.334999,613.175007,
01/31/1996,654.257019,81.966003,81.966003,0.0,80.084,,,311.252014,,,,,28.643999,,,,,501.946014,115.213997,176.727005,-61.513,0.0,,37.097,,,,37.097,152.310997,,108.829002,108.829002,,,,78.967003,,,,,,30.725998,,,30.725998,218.522003,127.188004,,,,,44.168999,,,44.168999,171.357003,389.879006,0.0,82.779999,,,0.0,,181.598007,264.378006,0.0,264.378006,654.257012,
04/30/1996,653.416992,40.167999,40.167999,0.0,68.161003,,,349.016998,,,,,32.505001,,,,,489.851013,118.932999,,,0.0,,44.632999,,,,44.632999,163.565998,,108.265999,108.265999,,,,62.005001,,,,,,13.193005,,,13.193005,183.464005,149.085007,,,,,42.793999,,,42.793999,191.879005,375.34301,0.0,91.891998,,,0.0,,186.182007,278.074005,0.0,278.074005,653.417015,
07/31/1996,658.583008,20.125,20.125,0.0,65.838997,,,365.675995,,,,,39.219002,,,,,490.859009,124.741997,,,0.0,,42.981998,,,,42.981998,167.723995,,103.379997,103.379997,,,,62.202999,,,,,,12.766003,,,12.766003,178.348999,98.305,,,,,41.747002,,,41.747002,140.052002,318.401001,0.0,146.828003,,,0.0,,193.354004,340.182007,0.0,340.182007,658.583008,
10/31/1996,702.388,19.794001,19.794001,0.0,80.403,,,389.910004,,,,,37.943001,,,,,528.049988,131.231995,,,0.0,,43.105999,,,,43.105999,174.337994,,131.276993,131.276993,,,,74.218002,,,,,,12.762009,,,12.762009,218.257004,95.339996,,,,,40.921001,,,40.921001,136.260998,354.518002,0.0,149.324005,,,0.0,,198.546005,347.87001,0.0,347.87001,702.388012,
01/31/1997,739.41803,117.161003,117.161003,0.0,80.772003,,,335.389008,,,,,35.660999,,,,,568.982971,129.345993,204.727005,-75.380997,0.0,,41.089001,,,,41.089001,170.434994,,110.068001,110.068001,,,,76.337997,,,,,,40.066002,,,40.066002,226.472,92.675003,,,,,42.007,,,42.007,134.682003,361.154003,0.0,150.389999,,,0.0,,227.873993,378.263992,0.0,378.263992,739.417995,
04/30/1997,716.536011,102.072998,87.072998,15.0,61.297001,,,343.437988,,,,,40.549999,,,,,547.357971,129.117996,209.479996,-80.362,0.0,,40.060001,,,,40.060001,169.177997,,109.207001,109.207001,,,,63.066002,,,,,,20.273002,,,20.273002,192.546005,90.855003,,,,,42.466,,,42.466,133.321003,325.867008,0.0,158.701996,,,0.0,,231.966995,390.668991,0.0,390.668991,716.535999,
07/31/1997,744.723022,76.537998,61.537998,15.0,69.412003,,,372.786987,,,,,50.542,,,,,569.278992,134.996002,220.410995,-85.415001,0.0,,40.448002,,,,40.448002,175.444004,,112.0,112.0,,,,68.488998,,,,,,22.477005,,,22.477005,202.966003,93.684998,,,,,42.513,,,42.513,136.197998,339.164001,0.0,164.931,,,0.0,,240.628006,405.559006,0.0,405.559006,744.723007,
10/31/1997,773.963989,39.483,24.483,15.0,82.305,,,415.371002,,,,,49.973,,,,,587.132019,146.942001,238.423004,-91.481003,0.0,,39.889999,,,,39.889999,186.832,,138.037003,138.037003,,,,65.195999,,,,,,18.940002,,,18.940002,222.173004,93.080002,,,,,41.705002,,,41.705002,134.785004,356.958008,0.0,167.912994,,,0.0,,249.093002,417.005996,0.0,417.005996,773.964004,
01/31/1998,827.067017,107.251999,107.251999,0.0,99.491997,,,386.431,,,,,37.911999,,,,,631.086975,156.367004,251.819,-95.452003,0.0,,39.612999,,,,39.612999,195.980003,,51.283001,51.283001,,,,90.054001,,,,,,108.666004,,,108.666004,250.003006,90.93,,,,,42.41,,,42.41,133.34,383.343006,0.0,168.434006,,,0.0,,275.290009,443.724014,0.0,443.724014,827.06702,
04/30/1998,833.002,74.609,74.609,0.0,79.983,79.983,,422.441,68.698,3.157,353.015,-2.429,46.078,,,,,623.111,163.46,,,0.0,,46.431,,,,46.431,209.891,,119.302,119.302,,,,92.271,,,,,,24.949,,,24.949,236.522,89.28,,,,,44.782,,,44.782,134.062,370.584,0.0,180.948,,,0.0,300.234,-18.764,462.418,0.0,462.418,833.002,
07/31/1998,829.894,53.326,53.326,,72.053,72.053,,430.886,69.188,3.131,362.253,-3.686,54.314,,,,,610.579,173.1,,,0.0,,46.215,,,,46.215,219.315,,118.794,118.794,,,,93.622,,,,,,26.921,,,26.921,239.337,86.305,,,,,45.414,,,45.414,131.719,371.056,0.0,182.445,,,0.0,299.898,-23.505,458.838,0.0,458.838,829.894,
10/31/1998,943.505,43.922,43.922,,92.457,92.457,,519.427,76.149,1.96,444.555,-3.237,56.04,,,,,711.846,183.397,,,0.0,,48.262,,,,48.262,231.659,,154.052,154.052,,,,153.969,,,,,,24.927,,,24.927,332.948,94.315,,,,,51.958,,,51.958,146.273,479.221,0.0,181.523,,,0.0,294.289,-11.528,464.284,0.0,464.284,943.505,
01/31/1999,1057.022949,188.593002,188.593002,0.0,108.380997,,,481.438995,0.0,0.0,481.438995,0.0,37.230999,,,,,815.643982,189.794998,310.067993,-120.273003,0.0,,51.584,,,,51.584,241.378998,,140.660004,140.660004,,,,97.370003,,,,,,54.687004,,,54.687004,292.71701,194.419998,,,,,53.432999,,,53.432999,247.852997,540.570007,0.0,185.585007,,,0.0,,330.868011,516.453018,0.0,516.453018,1057.023026,
04/30/1999,1054.557,140.25,140.25,0.0,92.599,92.599,,523.48,81.492,4.954,439.466,-2.432,48.28,,,,,804.609,194.352,,,0.0,,55.596,,,,55.596,249.948,,144.897,144.897,,,,82.729,,,,,,32.515,,,32.515,260.141,193.465,,,,,54.854,,,54.854,248.319,508.46,0.0,205.386,,,0.0,357.222,-16.511,546.097,0.0,546.097,1054.557,
07/31/1999,1186.802002,151.044006,151.044006,0.0,93.228996,93.228996,,536.603027,77.935997,8.46,453.496002,-3.289,59.459999,,,,,840.335999,205.526001,341.032013,-135.505997,0.0,,140.940002,,,,140.940002,346.466003,,150.473999,150.473999,,,,98.294998,,,,,,42.293015,,,42.293015,291.062012,194.845001,,,,,56.257,,,56.257,251.102001,542.164013,0.0,282.279999,,,0.0,375.963989,-13.605988,644.638,0.0,644.638,1186.802013,
10/31/1999,1262.390991,155.936996,155.936996,0.0,107.005997,107.005997,,575.961975,64.337997,7.127,507.933014,-3.436,64.752998,,,,,903.65802,217.003998,362.388,-145.382797,0.0,,141.729004,,,,141.729004,358.733002,,194.253006,194.253006,,,,43.959,,,,,,36.722992,,,36.722992,274.934998,251.617996,,,,,57.640999,,,57.640999,309.258995,584.193993,0.0,291.118988,,,0.0,393.587006,-6.509003,678.196991,0.0,678.196991,1262.390984,
01/31/2000,1343.562012,216.936005,216.936005,0.0,119.356003,,,504.799988,62.116001,6.81,438.498993,-2.625,50.569,,,,,891.661011,322.399994,474.520996,-152.121002,0.0,,129.501007,10.628,10.628,0.0,118.873007,451.901001,,61.787998,61.787998,,,,20.646,20.646,0.0,0.0,,,198.542015,,,198.542015,280.976013,249.580994,249.580994,0.0,0.0,,55.929001,,,55.929001,305.509995,586.486008,0.0,294.622986,,,0.0,,462.453003,757.075989,0.0,757.075989,1343.561996,
04/30/2000,1357.625,199.167,199.167,0.0,106.423,106.423,,525.594,75.666,7.33,448.383,-5.785,61.596,,,,,892.78,326.368,,,0.0,,138.477,,,,138.477,464.845,,178.897,178.897,,,,28.964,,,,,,55.206,,,55.206,263.067,250.179,,,,,57.778,,,57.778,307.957,571.024,0.0,305.447,,,0.0,494.444,-13.29,786.601,0.0,786.601,1357.625,
07/31/2000,1380.208,174.662,174.662,0.0,100.526,100.526,,559.675,94.516,6.291,464.031,-5.163,67.1,,,,,901.963,339.626,,,0.0,,138.619,,,,138.619,478.245,,181.246,181.246,,,,28.671,,,,,,50.636,,,50.636,260.553,247.239,,,,,59.664,,,59.664,306.903,567.456,0.0,307.407,,,0.0,522.638,-17.293,812.752,0.0,812.752,1380.208,
10/31/2000,1452.659,121.143,121.143,0.0,100.662,100.662,,657.106,131.413,6.54,524.263,-5.11,79.024,,,,,957.935,356.847,,,0.0,,137.877,,,,137.877,494.724,,213.848,213.848,,,,36.85,,,,,,38.429,,,38.429,289.127,247.859,,,,,61.614,,,61.614,309.473,598.6,0.0,322.35,,,0.0,553.126,-21.417,854.059,0.0,854.059,1452.659,
01/31/2001,1568.339966,195.613007,195.613007,0.0,106.987999,,,651.71698,87.207001,56.636002,510.888,-3.014,50.527,,,,,1004.844971,423.243988,615.822998,-192.578995,0.0,,140.251007,,,,140.251007,563.494995,,73.364998,73.364998,,,,69.525002,,,,,,194.307999,,,194.307999,337.197998,242.156998,,,,,63.501999,,,63.501999,305.658997,642.856995,0.0,320.252991,,,0.0,,605.22998,925.482971,0.0,925.482971,1568.339966,
04/30/2001,1542.29,124.695,124.695,0.0,94.011,94.011,,665.893,66.188,57.776,546.024,-4.095,70.098,,,,,954.697,444.489,,,0.0,,143.104,0.0,0.0,0.0,143.104,587.593,,162.942,162.942,,,,75.514,33.933,41.581,41.581,,,57.929,,,57.929,296.385,236.141,,,,,64.626,,,64.626,300.767,597.152,0.0,324.536,,,0.0,649.597,-28.995,945.138,0.0,945.138,1542.29,
07/31/2001,1577.567,112.73,112.73,0.0,92.077,92.077,,667.799,73.136,30.232,569.293,-4.862,74.611,,,,,947.217,473.107,,,0.0,,157.243,0.0,0.0,0.0,157.243,630.35,,151.986,151.986,,,,92.02,51.294,40.726,40.726,,,53.176,,,53.176,297.182,235.437,,,,,68.9,,,68.9,304.337,601.519,0.0,329.436,,,0.0,677.197,-30.585,976.048,0.0,976.048,1577.567,
10/31/2001,1656.793,106.404,106.404,0.0,99.094,99.094,,702.752,72.47,28.633,605.534,-3.885,80.825,,,,,989.075,511.271,,,0.0,,156.447,0.0,0.0,0.0,156.447,667.718,,183.685,183.685,,,,158.552,113.331,45.221,45.221,,,37.961,,,37.961,380.198,237.548,,,,,70.628,,,70.628,308.176,688.374,0.0,328.808,,,0.0,669.291,-29.68,968.419,0.0,968.419,1656.793,
01/31/2002,1631.073975,173.675003,173.675003,0.0,98.527,,,611.653015,67.778999,18.722,528.671021,-3.519,69.202003,,,,,953.057007,525.585022,764.737,-239.151993,0.0,,152.432007,,,,152.432007,678.017029,,56.291,56.291,,,,91.902,91.902,0.0,0.0,,,166.154991,,,166.154991,314.347992,179.065002,,,,,100.716003,,,100.716003,279.781006,594.128998,0.0,332.192993,,,0.0,,704.752014,1036.945007,0.0,1036.945007,1631.074005,
04/30/2002,1670.461,145.265,145.265,,100.982,100.982,,653.082,86.755,30.716,539.423,-3.812,79.637,,,,,978.966,540.384,,,0.0,,151.111,,,,151.111,691.495,,171.906,171.906,,,,93.475,,,,,,65.927,,,65.927,331.308,181.995,,,,,74.67,,,74.67,256.665,587.973,0.0,346.285,,,0.0,770.433,-34.23,1082.488,0.0,1082.488,1670.461,
07/31/2002,1777.356,191.326,191.326,,87.565,87.565,,689.732,95.119,34.477,564.477,-4.341,83.324,,,,,1051.947,573.475,,,0.0,,151.934,,,,151.934,725.409,,133.594,133.594,,,,89.813,,,,,,48.609,,,48.609,272.016,289.21,,,,,106.943,,,106.943,396.153,668.169,0.0,351.481,,,0.0,780.986,-23.28,1109.187,0.0,1109.187,1777.356,
10/31/2002,1867.86,90.646,90.646,,96.112,96.112,,777.932,90.567,36.038,655.853,-4.526,91.831,,,,,1056.521,650.499,,,0.0,,160.84,,,,160.84,811.339,,182.123,182.123,,,,109.768,,,,,,40.005,,,40.005,331.896,295.947,,,,,114.842,,,114.842,410.789,742.685,0.0,351.92,,,0.0,801.927,-28.672,1125.175,0.0,1125.175,1867.86,
01/31/2003,1923.58606,156.197006,156.197006,0.0,113.060997,,,732.088013,91.504997,29.698,615.247009,-4.362,69.042,,,,,1070.387939,677.630005,981.403992,-303.773987,0.0,,175.567993,,,,175.567993,853.197998,,67.150002,67.150002,,,,52.551998,,,,,,180.205013,,,180.205013,299.907013,297.106995,,,,,118.523003,,,118.523003,415.629997,715.53701,0.0,352.846985,,,0.0,874.69397,-19.491943,1208.049011,0.0,1208.049011,1923.586021,
04/30/2003,1943.966,123.449,123.449,,107.105,107.105,,765.78,107.091,36.821,626.313,-4.445,80.287,,,,,1076.621,688.092,,,,,179.253,,,,179.253,867.345,,156.829,156.829,,,,57.346,,,,,,70.578,,,70.578,284.753,298.419,,,,,123.556,,,123.556,421.975,706.728,,357.235,,,,900.456,-20.453,1237.238,,1237.238,1943.966,
07/31/2003,2127.034,116.119,116.119,,104.949,104.949,,814.406,134.012,49.923,634.754,-4.283,79.89,,,,,1115.364,844.631,,,,,167.039,,,,167.039,1011.67,,172.383,172.383,,,,186.157,,,,,,65.468,,,65.468,424.008,289.686,,,,,131.934,,,131.934,421.62,845.628,,365.295,,,,934.337,-18.226,1281.406,,1281.406,2127.034,
10/31/2003,2291.986,152.724,152.724,0.0,115.411,115.411,,897.482,141.52,53.911,706.653,-4.602,88.343,,,,,1253.96,877.205,,,0.0,,160.821,,,,160.821,1038.026,,199.756,199.756,,,,178.775,,,,,,45.819,,,45.819,424.35,386.677,,,,,134.311,,,134.311,520.988,945.338,0.0,385.778,,,0.0,955.06,5.81,1346.648,0.0,1346.648,2291.986,
01/31/2004,2391.087891,276.114994,248.664993,27.450001,131.990005,,,871.250977,165.768005,50.516998,659.557983,-4.592,68.725998,,,,,1348.082031,885.09198,1227.855957,-342.764008,0.0,,157.914001,21.909,21.909,0.0,136.005001,1043.005981,,209.841995,209.841995,,,,93.867996,,,,,,91.449005,,,91.449005,395.158997,392.990997,,,,,134.738007,,,134.738007,527.729004,922.888,0.0,396.648987,,,0.0,1058.203003,13.348022,1468.200012,0.0,1468.200012,2391.088013,
04/30/2004,2417.549,190.793,190.793,,115.512,115.512,,964.954,212.127,60.152,697.357,-4.682,86.825,,,,,1358.084,879.105,,,0.0,,180.36,,,,180.36,1059.465,,185.594,185.594,,,,145.815,,,,,,72.893,,,72.893,404.302,382.883,,,,,135.559,,,135.559,518.442,922.744,0.0,403.402,,,0.0,1087.202,4.201,1494.805,0.0,1494.805,2417.549,
07/31/2004,2475.61,153.623,153.623,,114.596,114.596,,1034.404,226.719,84.77,727.733,-4.818,98.19,,,,,1400.813,892.436,,,0.0,,182.361,,,,182.361,1074.797,,173.635,173.635,,,,206.974,,,,,,69.475,,,69.475,450.084,379.363,,,,,142.858,,,142.858,522.221,972.305,0.0,405.569,,,0.0,1094.666,3.07,1503.305,0.0,1503.305,2475.61,
10/31/2004,2586.114,129.776,129.776,0.0,124.08,124.08,,1130.767,241.046,70.16,824.736,-5.175,94.794,,,,,1479.417,917.837,,,0.0,,188.86,,,,188.86,1106.697,,193.458,193.458,,,,267.389,,,,,,62.655,,,62.655,523.502,393.194,,,,,159.523,,,159.523,552.717,1076.219,0.0,406.07,,,0.0,1086.641,17.184,1509.895,0.0,1509.895,2586.114,
