Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,1982.0,,,,,,-1542.0,,,,440.0,-103.0,,77.0,,0.0,26.0,337.0,-102.0,235.0,0.0,,,235.0,0.0,235.0,0.0,,235.0,235.0,,824.0,0.285,0.285,0.285,824.0,0.285,0.285,0.285,
03/31/1994,1860.0,,,,,,-1515.0,,,,345.0,84.0,,79.0,,0.0,-163.0,429.0,-144.0,285.0,2.0,,,283.0,0.0,283.0,0.0,,283.0,283.0,,822.799988,0.345,0.3475,,822.799988,0.345,0.3475,0.3475,
06/30/1994,1988.0,,,,,,-1567.0,,,,421.0,-87.0,,86.0,,0.0,1.0,334.0,-106.0,228.0,8.0,,,220.0,0.0,220.0,0.0,,220.0,220.0,,822.799988,0.2675,0.2775,,822.799988,0.2675,0.2775,0.2775,
09/30/1994,1958.0,,,,,,-1530.0,,,,428.0,-110.0,,85.0,,0.0,25.0,318.0,-108.0,210.0,423.0,,,-213.0,0.0,-213.0,0.0,,-213.0,-213.0,,822.400024,-0.26,0.255,,822.400024,-0.26,0.255,0.255,
12/31/1994,1992.0,,,,,,-1591.0,,,,401.0,-63.0,,86.0,,0.0,-23.0,338.0,-103.0,235.0,-21.0,,,256.0,0.0,256.0,0.0,,256.0,256.0,,822.400024,0.3125,0.285,,822.400024,0.3125,0.285,0.285,
03/31/1995,1664.0,,,,,,-1385.0,,,,279.0,-72.0,,91.0,,0.0,-19.0,207.0,-77.0,130.0,-61.0,,,191.0,0.0,191.0,0.0,,191.0,191.0,,822.0,0.2325,0.1575,,822.0,0.2325,0.1575,0.1575,
06/30/1995,1874.0,,,,,,-1537.0,,,,337.0,-113.0,,111.0,,0.0,2.0,224.0,-74.0,150.0,-74.0,,,224.0,0.0,224.0,0.0,,224.0,224.0,,822.400024,0.2725,0.1825,,822.400024,0.2725,0.1825,0.1825,
09/30/1995,1974.0,,,,,,-1595.0,,,,379.0,-118.0,,127.0,,0.0,-9.0,261.0,-101.0,160.0,-77.0,,,237.0,0.0,237.0,0.0,,237.0,237.0,,824.400024,0.2875,0.195,,824.400024,0.2875,0.195,0.195,
12/31/1995,1974.0,,,,,,-1628.0,,,,346.0,-167.0,,0.0,,0.0,167.0,179.0,0.0,179.0,-115.0,,,294.0,0.0,294.0,0.0,,294.0,294.0,,822.607971,0.3575,0.2175,,822.607971,0.3575,0.2175,0.2175,
03/31/1996,1968.0,,,,,,-1703.0,,,,265.0,-127.0,,117.0,,0.0,10.0,138.0,-31.0,107.0,-49.0,,,156.0,0.0,156.0,0.0,,156.0,156.0,,825.200012,0.19,0.13,0.13,825.200012,0.19,0.13,0.13,
06/30/1996,2012.0,,,,,,-1624.0,,,,388.0,-104.0,,114.0,,0.0,-10.0,284.0,-98.0,186.0,-58.0,,,244.0,0.0,244.0,0.0,,244.0,244.0,,825.599976,0.2975,0.2275,0.2275,825.599976,0.295,0.225,0.225,
09/30/1996,1996.0,,,,,,-1577.0,,,,419.0,-87.0,,115.0,,0.0,-28.0,332.0,-121.0,211.0,-64.0,,,275.0,0.0,275.0,0.0,,275.0,275.0,,847.599976,0.325,0.25,0.25,847.599976,0.3225,0.2475,0.2475,
12/31/1996,2810.0,,,,,,-2450.0,,,,360.0,-1.0,,155.0,,0.0,-154.0,359.0,-130.0,229.0,0.0,,,229.0,0.0,229.0,0.0,,229.0,229.0,,860.400024,0.235,0.235,0.235,860.400024,0.2325,0.2325,0.2325,
03/31/1997,2810.0,,,,,,-2493.0,,,,317.0,-112.0,,150.0,,0.0,-38.0,205.0,-77.0,128.0,0.0,,,128.0,0.0,128.0,0.0,,128.0,128.0,,981.955992,0.13,0.13,0.14,991.24402,0.13,0.13,0.14,
06/30/1997,2883.0,,,,,,-2175.0,,,,475.0,-127.0,,146.0,,0.0,-19.0,348.0,-132.0,216.0,0.0,,,216.0,0.0,216.0,0.0,,216.0,216.0,,991.599976,0.22,0.22,0.2475,991.599976,0.2175,0.2175,0.245,
09/30/1997,2825.0,,,,,,-2402.0,,,,423.0,-54.0,,156.0,,0.0,-102.0,369.0,-129.0,240.0,0.0,,,240.0,0.0,240.0,0.0,,240.0,240.0,,992.0,0.245,0.245,0.255,992.0,0.24,0.24,0.25,
12/31/1997,2561.0,,,,,,-2632.0,,,,-71.0,-175.0,,153.0,,0.0,22.0,-246.0,94.0,-152.0,0.0,,,-152.0,0.0,-152.0,0.0,,-152.0,-152.0,,983.599976,-0.155,-0.155,0.2525,983.599976,-0.155,-0.155,0.2525,
03/31/1998,2586.0,,,,,,-2553.0,,,,33.0,-138.0,,161.0,,0.0,-23.0,-105.0,43.0,-62.0,0.0,,,-62.0,0.0,-62.0,0.0,,-62.0,-62.0,,983.79602,-0.0625,-0.0625,-0.045,990.79602,-0.0625,-0.0625,-0.045,
06/30/1998,2623.0,,,,,,-2762.0,,,,-139.0,-123.0,,177.0,,0.0,-54.0,-262.0,108.0,-154.0,262.0,,,-416.0,0.0,-416.0,0.0,,-416.0,-416.0,,984.0,-0.4225,-0.1575,-0.1475,984.0,-0.4225,-0.1575,-0.1475,
09/30/1998,2660.0,,,,,,-2450.0,,,,210.0,-152.0,,188.0,,0.0,-36.0,58.0,-24.0,34.0,0.0,,,34.0,0.0,34.0,0.0,,34.0,34.0,,984.400024,0.035,0.035,0.035,986.799988,0.035,0.035,0.035,
12/31/1998,2645.0,,,,,,-2373.0,,,,272.0,-659.0,,188.0,,0.0,471.0,-387.0,-64.0,-451.0,-262.0,,,-189.0,0.0,-189.0,0.0,,-189.0,-189.0,,984.400024,-0.1925,-0.4575,0.0975,984.400024,-0.1925,-0.4575,0.0975,
03/31/1999,2740.0,,,,,,-2378.0,,,,362.0,-161.0,,192.0,-4.0,0.0,-27.0,201.0,-72.0,129.0,0.0,,,129.0,0.0,129.0,0.0,,129.0,129.0,,985.200012,0.13,0.13,0.14,989.599976,0.13,0.13,0.14,
06/30/1999,2773.0,,,,,,-2332.0,,,,441.0,-160.0,,184.0,-4.0,0.0,-20.0,281.0,-87.0,194.0,0.0,,,194.0,0.0,194.0,0.0,,194.0,194.0,,986.0,0.1975,0.1975,0.205,1082.400024,0.1925,0.1925,0.2,
09/30/1999,2893.0,,,,,,-2378.0,,,,515.0,-160.0,,184.0,-2.0,0.0,-22.0,355.0,-137.0,218.0,-27.0,,,245.0,0.0,245.0,0.0,,245.0,245.0,,986.400024,0.2475,0.22,0.2325,1080.400024,0.24,0.215,0.2275,
12/31/1999,2831.0,,,,,,-2345.0,,,,486.0,-121.0,,173.0,,0.0,-52.0,365.0,-123.0,242.0,0.0,,,242.0,0.0,242.0,0.0,,242.0,242.0,,987.599976,0.245,0.245,0.255,1080.0,0.2375,0.2375,0.245,
03/31/2000,2906.0,,,,,,-2454.0,,,,452.0,-162.0,,182.0,-2.0,0.0,-18.0,290.0,-105.0,185.0,0.0,,,185.0,0.0,185.0,0.0,0.0,185.0,185.0,,985.599976,0.1875,0.1875,0.1925,1077.199952,0.185,0.185,0.19,
06/30/2000,2966.0,,,,,,-2424.0,,,,542.0,-156.0,,180.0,-3.0,0.0,-21.0,386.0,-142.0,244.0,0.0,,,244.0,0.0,244.0,0.0,0.0,244.0,244.0,,985.599976,0.2475,0.2475,0.2525,1077.599976,0.24,0.24,0.245,
09/30/2000,3054.0,,,,,,-2484.0,,,,570.0,-164.0,,181.0,-2.0,0.0,-15.0,406.0,-150.0,256.0,0.0,,,256.0,0.0,256.0,0.0,0.0,256.0,256.0,,986.0,0.26,0.26,0.265,1077.599976,0.25,0.25,0.2525,
12/31/2000,2952.0,,,,,,-2613.0,,,,339.0,-111.0,,180.0,,0.0,-69.0,228.0,-71.0,157.0,0.0,,,157.0,0.0,157.0,0.0,0.0,157.0,157.0,,986.0,0.16,0.16,0.2325,992.0,0.1575,0.1575,0.225,
03/31/2001,2943.0,,,,,,-2504.0,,,,439.0,-151.0,,181.0,-2.0,0.0,-28.0,288.0,-107.0,181.0,0.0,,,181.0,0.0,181.0,0.0,0.0,181.0,181.0,,987.599976,0.1825,0.1825,0.1825,1084.0,0.18,0.18,0.18,
06/30/2001,2998.0,,,,,,-2504.0,,,,494.0,-103.0,,178.0,-3.0,0.0,-72.0,391.0,-148.0,243.0,0.0,,,243.0,0.0,243.0,0.0,0.0,243.0,243.0,,990.799988,0.245,0.245,0.245,1087.599976,0.2375,0.2375,0.2375,
09/30/2001,3026.0,,,,,,-2452.0,,,,574.0,-144.0,,175.0,-2.0,0.0,-29.0,430.0,-163.0,267.0,0.0,,,267.0,0.0,267.0,0.0,0.0,267.0,267.0,,991.599976,0.27,0.27,0.27,1086.400024,0.26,0.26,0.26,
12/31/2001,3006.0,,,,,,-2441.0,,,,565.0,-141.0,,167.0,-5.0,0.0,-21.0,424.0,-149.0,275.0,0.0,,,275.0,0.0,275.0,0.0,0.0,275.0,275.0,,997.200012,0.275,0.275,0.275,1091.599976,0.265,0.265,0.265,
03/31/2002,2971.0,,,,,,-2472.0,,,,499.0,-142.0,,163.0,-2.0,0.0,-19.0,357.0,-135.0,222.0,0.0,,,222.0,0.0,222.0,0.0,0.0,222.0,222.0,,1004.0,0.2225,0.2225,0.2225,1104.800048,0.215,0.215,0.215,
06/30/2002,3159.0,,,,,,-2467.0,,,,602.0,-124.0,,159.0,-4.0,0.0,-31.0,478.0,-174.0,304.0,0.0,,,304.0,0.0,304.0,0.0,0.0,304.0,304.0,,1007.200012,0.3025,0.3025,0.3025,1105.199952,0.2875,0.2875,0.2875,
09/30/2002,2850.0,,,,,,-2231.0,,,,619.0,3.0,,157.0,-3.0,0.0,-157.0,622.0,-234.0,388.0,-49.0,,,437.0,0.0,437.0,0.0,0.0,437.0,437.0,,1010.0,0.4325,0.385,0.3125,1109.199952,0.4075,0.3625,0.2975,
12/31/2002,2179.0,,,,,,-1646.0,,,,533.0,0.0,,154.0,-5.0,0.0,-149.0,533.0,-155.0,378.0,0.0,,,378.0,0.0,378.0,0.0,0.0,378.0,378.0,,1012.0,0.3725,0.3725,0.2875,1111.199952,0.3525,0.3525,0.275,
03/31/2003,2736.0,,,,,,-2367.0,,,,369.0,-138.0,,151.0,-3.0,0.0,-10.0,231.0,-83.0,148.0,-281.0,,,429.0,0.0,429.0,0.0,0.0,429.0,429.0,,1013.599976,0.4225,0.145,0.145,1024.800048,0.4175,0.1425,0.1425,
06/30/2003,2894.0,,,,,,-2311.0,,,,583.0,-145.0,,149.0,-1.0,0.0,-3.0,438.0,-163.0,275.0,-13.0,,,288.0,0.0,288.0,0.0,0.0,288.0,288.0,,1015.599976,0.2825,0.27,0.27,1086.800048,0.275,0.2625,0.2625,
09/30/2003,2956.0,,,-269.0,2687.0,0.0,-2364.0,,,,592.0,-125.0,138.0,140.0,-2.0,0.0,-13.0,467.0,-167.0,300.0,-17.0,,,317.0,0.0,317.0,0.0,0.0,317.0,317.0,,1017.200012,0.3125,0.295,0.295,1060.0,0.3025,0.2875,0.2875,
12/31/2003,2965.0,,,,,0.0,,,,,589.0,-88.0,,134.0,,,-46.0,501.0,-168.0,333.0,-218.0,,,551.0,0.0,551.0,0.0,0.0,551.0,551.0,,1024.4,0.5375,0.325,0.325,1039.6,0.53,0.32,0.32,
03/31/2004,2893.0,,,,,,-2579.0,,,,314.0,-107.0,,135.0,-2.0,0.0,-26.0,207.0,-42.0,165.0,0.0,,,165.0,0.0,165.0,0.0,0.0,165.0,165.0,,1034.800048,0.16,0.16,0.1575,1050.0,0.1575,0.1575,0.155,
06/30/2004,3029.0,,,,,,-2670.0,,0.0,,359.0,-122.0,0.0,130.0,-1.0,0.0,-7.0,237.0,-79.0,158.0,0.0,,,158.0,0.0,158.0,0.0,0.0,158.0,158.0,0.0,1035.599976,0.1525,0.1525,0.1525,1046.400024,0.15,0.15,0.15,
09/30/2004,3076.0,,,-317.0,2759.0,0.0,-2658.0,,,,418.0,-102.0,129.0,132.0,-3.0,0.0,-27.0,316.0,-114.0,202.0,0.0,,,202.0,0.0,202.0,0.0,0.0,202.0,202.0,,1036.0,0.195,0.195,0.195,1046.400024,0.1925,0.1925,0.1925,
12/31/2004,3217.0,,,,,,-2225.0,,,,204.0,-108.0,,130.0,,0.0,-22.0,96.0,-17.0,79.0,0.0,,,79.0,0.0,79.0,0.0,0.0,79.0,79.0,,1039.2,0.075,0.075,0.2225,1052.4,0.075,0.075,0.22,
03/31/2005,3152.0,,,,,,-2839.0,,,,313.0,-112.0,125.0,132.0,-7.0,0.0,-13.0,201.0,-73.0,128.0,0.0,,,128.0,0.0,128.0,0.0,0.0,128.0,128.0,,1045.6,0.1225,0.1225,0.1225,1057.2,0.12,0.12,0.12,
06/30/2005,3344.0,,,,,,-2876.0,,,,468.0,-99.0,124.0,128.0,-4.0,0.0,-25.0,369.0,-136.0,233.0,0.0,,,233.0,0.0,233.0,0.0,0.0,233.0,233.0,0.0,1051.2,0.2225,0.2225,0.2225,1062.4,0.22,0.22,0.22,
09/30/2005,3461.0,,,,,,-2980.0,,,,481.0,-82.0,122.0,124.0,-2.0,0.0,-40.0,399.0,-30.0,369.0,0.0,,,369.0,0.0,369.0,0.0,0.0,369.0,369.0,-119.0,1056.0,0.35,0.35,0.2375,1068.4,0.345,0.345,0.235,
12/31/2005,3621.0,,,,,,-1365.0,,,,533.0,-116.0,116.0,120.0,-4.0,0.0,-449.0,866.0,-171.0,296.0,0.0,,,695.0,0.0,296.0,,0.0,296.0,296.0,,1061.6,0.278824,0.278824,0.278824,1076.0,0.275093,0.275093,0.275093,
03/31/2006,3710.0,,,,,,-3105.0,,,,605.0,-110.0,115.0,120.0,-5.0,0.0,-5.0,495.0,-184.0,311.0,0.0,,,311.0,0.0,311.0,0.0,0.0,311.0,311.0,,1073.2,0.29,0.29,0.29,1084.0,0.2875,0.2875,0.2875,
06/30/2006,3923.0,,,,,,-3206.0,,,,717.0,-91.0,117.0,120.0,-3.0,0.0,-26.0,626.0,-236.0,390.0,0.0,,,390.0,0.0,390.0,0.0,0.0,390.0,390.0,,1077.2,0.3625,0.3625,0.3625,1088.4,0.36,0.36,0.36,
09/30/2006,3983.0,,,,,,-3231.0,,,,752.0,-97.0,112.0,119.0,-7.0,0.0,-15.0,655.0,-235.0,420.0,0.0,,,420.0,0.0,420.0,0.0,0.0,420.0,420.0,,1079.2,0.39,0.39,0.39,1087.6,0.385,0.385,0.385,
12/31/2006,3962.0,,,-446.0,3516.0,,-2706.0,,,,810.0,-61.0,,118.0,,,-57.0,749.0,-264.0,485.0,,,,485.0,,485.0,,0.0,485.0,485.0,,1081.2,0.4475,0.4475,0.4475,1090.8,0.445,0.445,0.445,
03/31/2007,3849.0,,,,,,-3130.0,,,,719.0,-98.0,104.0,113.0,-9.0,0.0,-6.0,621.0,-235.0,386.0,0.0,,,386.0,0.0,386.0,0.0,0.0,386.0,386.0,,1082.4,0.3575,0.3575,0.3575,1091.2,0.3525,0.3525,0.3525,
06/30/2007,4046.0,,,,,,-3259.0,,,,787.0,-84.0,108.0,120.0,-12.0,0.0,-24.0,703.0,-257.0,446.0,0.0,,,446.0,0.0,446.0,0.0,0.0,446.0,446.0,,1072.8,0.415,0.415,0.415,1082.8,0.4125,0.4125,0.4125,
09/30/2007,4191.0,,,,,,-3186.0,,,,1005.0,-99.0,116.0,124.0,-8.0,0.0,-17.0,906.0,-374.0,532.0,0.0,,,532.0,0.0,532.0,0.0,0.0,532.0,532.0,,1052.8,0.505,0.505,0.505,1062.8,0.5,0.5,0.5,
12/31/2007,4197.0,,,,,,-3333.0,,,,864.0,-85.0,104.0,125.0,-21.0,0.0,-19.0,779.0,-288.0,491.0,0.0,,,491.0,0.0,491.0,0.0,0.0,491.0,491.0,,2094.0,0.235,0.235,0.235,2114.4,0.2325,0.2325,0.2325,
03/31/2008,4270.0,,,,,,-3482.0,,,,788.0,-101.0,119.0,126.0,-7.0,0.0,-18.0,687.0,-244.0,443.0,0.0,,,443.0,0.0,443.0,0.0,0.0,443.0,443.0,-16.0,1036.8,0.4275,0.4275,0.4125,1045.6,0.425,0.425,0.41,
06/30/2008,4568.0,,,,,,-3637.0,,,,931.0,-109.0,124.0,128.0,-4.0,0.0,-15.0,822.0,-291.0,531.0,0.0,,,531.0,0.0,531.0,0.0,0.0,531.0,531.0,,1028.6,0.515,0.515,0.515,1038.0,0.51,0.51,0.51,
09/30/2008,4846.0,,,,,,-3631.0,,,,1215.0,-107.0,126.0,130.0,-4.0,0.0,-19.0,1108.0,-405.0,703.0,0.0,,,703.0,0.0,703.0,0.0,0.0,703.0,703.0,,1013.2,0.695,0.695,0.695,1022.6,0.69,0.69,0.69,
12/31/2008,4286.0,,,,,,-3145.0,,,,1141.0,-102.0,121.0,127.0,-6.0,0.0,-19.0,1039.0,-378.0,661.0,0.0,,,661.0,0.0,661.0,0.0,0.0,661.0,661.0,,1006.4,0.655,0.655,0.655,1013.0,0.655,0.655,0.655,
03/31/2009,3415.0,3240.0,175.0,,,0.0,-2744.0,341.0,,2403.0,671.0,-118.0,139.0,141.0,-2.0,,-21.0,553.0,-191.0,362.0,0.0,0.0,0.0,362.0,0.0,362.0,0.0,0.0,362.0,358.1,-3.9,1005.4,0.36,0.36,0.356177,1009.2,0.36,0.36,0.356135,
06/30/2009,3303.0,3121.0,182.0,,,0.0,-2555.0,350.0,,2205.0,748.0,-15.0,148.0,150.0,-2.0,,-133.0,733.0,-268.0,465.0,0.0,0.0,0.0,465.0,0.0,465.0,0.0,0.0,465.0,383.1,-81.9,1005.8,0.46,0.46,0.380891,1010.6,0.46,0.46,0.378959,
09/30/2009,3671.0,3471.0,200.0,,,0.0,-2710.0,363.0,,2347.0,961.0,-142.0,155.0,156.0,-1.0,,-13.0,819.0,-305.0,514.0,0.0,0.0,0.0,514.0,0.0,514.0,0.0,0.0,514.0,510.1,-3.9,1006.2,0.51,0.51,0.506957,1014.0,0.505,0.505,0.501154,
12/31/2009,3754.0,3541.0,213.0,,,0.0,-2755.0,373.0,,2382.0,999.0,-130.0,153.0,153.0,0.0,,-23.0,869.0,-320.0,549.0,0.0,0.0,0.0,549.0,0.0,549.0,0.0,0.0,549.0,533.4,-15.6,1007.0,0.545,0.545,0.529692,1015.6,0.54,0.54,0.52464,
03/31/2010,3965.0,3755.0,210.0,,,0.0,-2977.0,367.0,,2610.0,988.0,-154.0,154.0,155.0,-1.0,,0.0,834.0,-318.0,516.0,0.0,0.0,0.0,516.0,0.0,516.0,0.0,0.0,516.0,523.8,7.8,1009.0,0.51,0.51,0.519128,1017.4,0.505,0.505,0.512667,
06/30/2010,4182.0,3956.0,226.0,,,0.0,-2903.0,368.0,,2535.0,1279.0,-133.0,151.0,152.0,-1.0,,-18.0,1146.0,-435.0,711.0,0.0,0.0,0.0,711.0,0.0,711.0,0.0,0.0,711.0,712.3,1.3,1003.6,0.71,0.71,0.709745,1013.0,0.7,0.7,0.701283,
09/30/2010,4408.0,4187.0,221.0,,,0.0,-3007.0,372.0,,2635.0,1401.0,-128.0,152.0,153.0,-1.0,,-24.0,1273.0,-495.0,778.0,0.0,0.0,0.0,778.0,0.0,778.0,0.0,0.0,778.0,775.4,-2.6,986.0,0.79,0.79,0.786409,995.4,0.78,0.78,0.777388,
12/31/2010,4410.0,4171.0,239.0,,,0.0,-3097.0,380.0,,2717.0,1313.0,-133.0,141.0,142.0,-1.0,,-8.0,1180.0,-405.0,775.0,0.0,0.0,0.0,775.0,0.0,775.0,0.0,0.0,775.0,766.55,-8.45,982.6,0.79,0.79,0.780124,992.6,0.78,0.78,0.771487,
03/31/2011,4490.0,4248.0,242.0,,,0.0,-3353.0,395.0,,2958.0,1137.0,-126.0,140.0,141.0,-1.0,,-14.0,1011.0,-372.0,639.0,0.0,0.0,0.0,639.0,0.0,639.0,0.0,0.0,639.0,638.35,-0.65,979.2,0.655,0.655,0.65191,988.2,0.645,0.645,0.644342,
06/30/2011,4858.0,4595.0,263.0,,,0.0,-3466.0,401.0,,3065.0,1392.0,-122.0,147.0,148.0,-1.0,,-25.0,1270.0,-485.0,785.0,0.0,0.0,0.0,785.0,0.0,785.0,0.0,0.0,785.0,782.4,-2.6,976.8,0.805,0.805,0.800983,984.8,0.795,0.795,0.79236,
09/30/2011,5101.0,4836.0,265.0,,,0.0,-3523.0,408.0,,3115.0,1578.0,-125.0,,142.0,,,-17.0,1453.0,-549.0,904.0,0.0,0.0,0.0,904.0,0.0,904.0,0.0,0.0,904.0,900.1,-3.9,968.4,0.935,0.935,0.929472,976.2,0.925,0.925,0.921005,
12/31/2011,5108.0,4829.0,279.0,,,0.0,-3491.0,413.0,,3078.0,1617.0,-87.0,140.0,141.0,-1.0,,-53.0,1530.0,-566.0,964.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,0.0,964.0,946.45,-17.55,961.4,1.005,1.005,0.98445,969.4,0.995,0.995,0.976896,
03/31/2012,5112.0,4823.0,289.0,,,0.0,-3602.0,427.0,,3175.0,1510.0,-119.0,,135.0,,,-16.0,1391.0,-528.0,863.0,0.0,0.0,0.0,863.0,0.0,863.0,0.0,0.0,863.0,862.35,-0.65,955.6,0.905,0.905,0.902417,962.8,0.895,0.895,0.894325,
06/30/2012,5221.0,4913.0,308.0,,,0.0,-3497.0,433.0,,3064.0,1724.0,-114.0,,135.0,,,-21.0,1610.0,-608.0,1002.0,0.0,0.0,0.0,1002.0,0.0,1002.0,0.0,0.0,1002.0,996.15,-5.85,947.6,1.055,1.055,1.051235,954.4,1.05,1.05,1.04387,
09/30/2012,5343.0,5019.0,324.0,,,0.0,-3557.0,447.0,,3110.0,1786.0,-109.0,,137.0,,,-28.0,1677.0,-635.0,1042.0,0.0,0.0,0.0,1042.0,0.0,1042.0,0.0,0.0,1042.0,1034.85,-7.15,944.0,1.105,1.105,1.09624,950.4,1.095,1.095,1.087477,
