Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/05/1992,337.895996,-267.118988,70.777008,-13.897,56.880001,-18.999001,,4.947,42.828001,-16.746,26.082001,0.0,0.0,26.082001,-1.526,24.556001,24.556,,0.59,0.59,41.868999,,,,,
01/02/1993,454.565002,-378.083008,76.481994,-22.034,54.448002,-28.562,0.0,-1.403,24.483002,-9.614,14.869,0.0,0.0,14.869,-1.882,12.987,12.987002,0.31,0.31,0.31,41.933998,0.31,0.31,0.31,41.933998,
03/27/1993,319.843994,-269.513,50.330994,-15.232,35.098999,-19.794001,0.0,-0.189,15.115998,-6.016,9.1,0.0,0.0,9.1,-1.526,7.574,7.573999,,0.18,0.18,42.195,,,,,
06/19/1993,329.57901,-277.851013,51.727997,-13.465,38.263,-20.038,0.0,-18.253,-0.028,-5.172,-5.2,0.0,0.0,-5.2,-1.525,-6.725,-6.725,,-0.16,-0.16,41.981998,,,,,
09/11/1993,324.024994,-282.18399,41.841003,-14.308,27.533001,-19.525,0.0,-1.879,6.129001,-13.329,-7.2,0.0,0.0,-7.2,-1.525,-8.725,-8.724999,,-0.21,-0.21,41.991001,,,,,
01/01/1994,412.937988,-353.324005,59.613983,-17.143999,42.470001,-25.152,0.0,-12.235,5.083001,4.617,9.7,0.0,0.0,9.7,-2.034,7.666,7.666001,0.18,0.18,0.18,42.0,0.18,0.18,0.18,42.0,
03/26/1994,319.45401,-279.40799,40.046021,-14.999,25.047001,-19.841999,0.0,-10.644,-5.438998,2.139,-3.3,0.0,0.0,-3.3,-1.525,-4.825,-4.824998,,-0.11,-0.11,42.174,,,,,
06/18/1994,347.976013,-293.322998,54.653015,-16.351,38.301998,-18.996,0.0,-4.592,14.713998,-2.714,12.0,0.0,0.0,12.0,-1.524,10.476,10.475998,,0.25,0.25,42.209999,,,,,
09/10/1994,373.871002,-306.528992,67.34201,-15.954,51.388,-20.259001,0.0,-6.476,24.653,-9.453,15.2,0.0,0.0,15.2,-1.524,13.676,13.676,,0.32,0.32,42.299999,,,,,
12/31/1994,528.276001,-410.567993,117.708008,-26.882999,90.824997,-29.698,0.0,4.072,65.198997,-17.099001,48.099998,0.0,0.0,48.099998,-1.946,46.153998,46.153996,,1.09,1.09,42.5,,,,,
03/25/1995,435.791992,-324.304993,111.487,-20.636,90.850998,-21.615999,0.0,5.935,75.169999,-28.27,46.900002,0.0,0.0,46.900002,-1.446,45.454002,45.453998,,1.07,1.07,42.596001,,,0.99,47.355,
06/17/1995,463.378998,-330.84201,132.536987,-21.327,111.209999,-20.976,0.0,0.56,90.793999,-32.793999,58.0,0.0,0.0,58.0,-1.331,56.669,56.669001,,1.32,1.32,42.838001,,,,,
09/09/1995,457.884003,-330.43399,127.450012,-21.485001,105.964996,-20.775,0.0,-1.637,83.552997,-28.253,55.299999,0.0,0.0,55.299999,-0.166,55.133999,55.133997,,1.2,1.2,46.042,,,1.12,49.165001,
12/30/1995,556.099976,,,,,,,,,,,,,-17.9,,-17.9,,,-0.38,-0.38,47.200001,,,,,
