Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1994,564.429016,,-452.816986,,111.61203,,-64.976997,,,,,46.634998,-11.75,,14.699,,0.8,,-3.749,34.884998,-11.031,,23.854,0.0,,,23.853998,-1.557,22.297001,0.0,,22.297001,22.297001,,8.951,2.49,2.49,2.49,8.951,2.49,2.49,2.49,
03/19/1995,502.371002,,-401.618011,,100.752991,,-66.519997,,,,,34.233002,-13.342,,14.023,,,,-0.681,20.891002,-7.878,,13.013,1.28,,,11.733002,-0.208,11.525,0.0,,11.525,11.525,,8.958,1.29,1.43,,8.958,1.29,1.43,1.43,
06/30/1995,517.598999,,-417.890015,,99.708984,,-67.521004,,,,,32.188,-9.524,,12.385,,,,-2.861,22.664,-7.448,,15.216,0.0,,,15.216,-0.484,14.732,0.0,,14.732,14.732,,8.965,1.64,1.64,,8.965,1.64,1.64,1.64,
09/30/1995,538.330017,,-436.990997,,101.33902,,-66.916,,,,,34.423,-12.143,,13.459,,,,-1.316,22.280001,-7.526,,14.754,2.102,,,12.652001,-1.096,11.556,0.0,,11.556,11.556,,8.965,1.29,1.53,,8.965,1.29,1.53,1.53,
12/31/1995,646.21698,,-522.280029,,123.936951,,-73.719002,,,,,50.217999,-12.535,,12.012,,,,0.523,37.682999,-11.829,,25.854,-32.316002,,,58.170001,-1.543,56.626999,0.0,,56.626999,56.626999,,8.966,6.32,2.71,2.71,8.966,6.32,2.71,2.71,
03/31/1996,559.476013,,-452.174011,,107.302002,,-75.690002,,,,,31.612,-11.888,,13.001,,,,-1.113,19.723999,-6.657,,13.067,0.0,,,13.066999,-0.148,12.919,0.0,,12.919,12.919,,8.975,1.44,1.44,1.44,8.975,1.44,1.44,1.44,
06/30/1996,560.890991,,-452.558014,,108.332977,,-73.596001,,,,,34.737,-9.199,,12.991,,,,-3.792,25.537999,-10.946,,14.592,0.0,,,14.591999,-0.58,14.012,0.0,,14.012,14.012,,8.984,1.56,1.56,1.56,8.984,1.56,1.56,1.56,
09/30/1996,537.051025,,-437.433014,,99.618011,,-72.741997,,,,,26.875999,-12.579,,12.899,,,,-0.32,14.296999,-6.072,,8.225,0.0,,,8.224999,-0.617,7.608,0.0,,7.608,7.608,,8.985,0.85,0.85,0.85,8.985,0.85,0.85,0.85,
12/31/1996,615.781982,,-502.035004,,113.746978,,-75.772003,,,,,37.974998,-11.234,,7.009,,,,4.225,26.740998,-10.625,,16.115999,0.0,,,16.115998,-0.055,16.061001,0.0,,16.061001,16.061001,,8.786,1.83,1.83,1.83,8.825,1.82,1.82,1.82,
03/31/1997,479.700012,,-397.600006,,82.100006,,-66.099998,,,,,16.0,-10.8,,10.0,,,,0.8,5.2,-2.3,,2.9,0.0,,,2.9,-0.1,2.8,0.0,,2.8,2.8,,8.196,0.35,0.35,0.35,8.205,0.35,0.35,0.35,
06/30/1997,541.099976,,-440.700012,,100.399963,,-66.599998,,,,,33.799999,-7.3,,9.3,,,,-2.0,26.499999,-11.3,,15.2,0.0,,,15.199999,-0.3,14.9,0.0,,14.9,14.9,,8.183,1.82,1.82,1.82,8.193,1.82,1.82,1.82,
09/30/1997,557.400024,,-451.600006,,105.800018,,-68.300003,,,,,37.5,-12.2,,8.8,,,,3.4,25.3,-10.6,,14.7,0.0,,,14.699999,-0.2,14.5,0.0,,14.5,14.5,,8.153,1.78,1.78,1.78,8.168,1.78,1.78,1.78,
12/31/1997,668.700012,,-536.0,,132.700012,,-80.0,,,,,52.700001,-20.6,,8.5,,,,12.1,32.1,-2.2,,29.9,0.0,,,29.9,-0.3,29.6,0.0,,29.6,29.6,,8.153,3.63,3.63,3.63,8.177,3.62,3.62,3.62,
03/31/1998,599.299988,,-480.299988,,119.0,,-69.900002,,,,,49.099998,-8.9,,8.0,,,,0.9,40.199998,-15.6,,24.6,0.0,,,24.599998,-0.5,24.1,0.0,,24.1,24.1,,8.159,2.95,2.95,2.95,8.177,2.95,2.95,2.95,
06/30/1998,614.200012,,-494.0,,120.200012,,-73.199997,,,,,47.0,-4.0,,8.2,,,,-4.2,43.0,-16.1,,26.9,0.0,,,26.9,-0.6,26.299999,0.0,,26.299999,26.299999,,8.164,3.22,3.22,3.22,8.184,3.21,3.21,3.21,
09/30/1998,583.700012,,-465.5,,118.200012,,-74.900002,,,,,43.299999,-10.4,,8.9,,,,1.5,32.9,-12.2,,20.700001,0.0,,,20.7,-0.3,20.4,0.0,,20.4,20.4,,8.15,2.5,2.5,2.5,8.169,2.5,2.5,2.5,
12/31/1998,739.0,,-580.900024,,158.099976,,-97.800003,,,,,60.299999,-10.4,,9.5,,,,0.9,49.899999,-16.799999,,33.099998,0.0,,,33.1,-1.6,31.5,0.0,,31.5,31.5,,8.118,3.88,3.88,3.88,8.17,3.87,3.87,3.87,
03/31/1999,621.900024,,-506.200012,,115.700012,,-84.300003,,,,,31.4,-10.6,,10.2,,,,0.4,20.8,-7.9,,12.9,1.2,,,11.7,0.0,11.7,0.0,0.0,11.7,11.7,,8.137,1.44,1.59,1.59,8.146,1.44,1.59,1.59,
06/30/1999,653.200012,,-529.099976,,124.100037,,-86.900002,,,,,37.200001,-10.7,10.6,10.6,,,,0.1,26.5,-10.2,,16.299999,0.0,,,16.300001,0.0,16.299999,0.0,0.0,16.299999,16.299999,,8.155,2.0,2.0,2.0,8.155,2.0,2.0,2.0,
09/30/1999,622.0,,-509.5,,112.5,,-87.900002,,,,,24.6,-12.6,12.3,12.3,,,,0.3,12.0,-4.6,,7.4,0.0,,,7.4,-0.4,7.0,0.0,0.0,7.0,7.0,,8.155,0.86,0.86,0.86,8.155,0.86,0.86,0.86,
12/31/1999,738.799988,,-606.400024,,132.399963,,-93.099998,,,,,39.299999,-12.0,,10.2,,,,1.8,27.299999,-9.0,,18.299999,0.0,,,18.299999,-0.2,18.1,0.0,0.0,18.1,18.1,,8.156,2.22,2.22,2.22,8.156,2.22,2.22,2.22,
03/31/2000,681.900024,,-561.700012,,120.200012,,-93.400002,,,,,26.799999,-12.3,10.7,10.7,,,,1.6,14.499999,-5.6,,8.9,0.0,,,8.899999,0.3,9.2,0.0,0.0,9.2,9.2,,8.162,1.13,1.13,1.13,8.162,1.13,1.13,1.13,
06/30/2000,706.400024,,-579.700012,,126.700012,,-93.5,,,,,33.200001,-11.5,11.3,11.3,,,,0.2,21.700001,-8.1,,13.6,0.0,,,13.6,0.0,13.6,0.0,0.0,13.6,13.6,,8.168,1.67,1.67,1.8,8.168,1.67,1.67,1.8,
09/30/2000,699.799988,,-575.400024,,124.399963,,-94.300003,,,,,30.1,-14.5,12.1,12.1,,,,2.4,15.6,-6.4,,9.2,0.0,,,9.2,-0.3,8.9,0.0,0.0,8.9,8.9,,8.169,1.09,1.09,1.25,8.169,1.09,1.09,1.25,
12/31/2000,783.200012,,-638.299988,,144.900024,,-101.5,,,,,43.400002,-35.200001,,13.0,,,,22.200001,8.200001,-2.2,,6.0,-29.9,,,35.9,0.1,36.0,0.0,0.0,36.0,36.0,,8.17,4.41,0.75,2.39,8.17,4.41,0.75,2.39,
03/31/2001,717.200012,,-586.900024,,130.299988,,-97.199997,,,,,33.099998,-10.0,11.4,11.4,,,,-1.4,23.099999,-8.9,,14.2,1.3,,,12.899999,0.2,13.1,0.0,0.0,13.1,13.1,,8.182,1.6,1.76,1.76,8.182,1.6,1.76,1.76,
06/30/2001,668.0,,-551.700012,,116.299988,,-98.199997,,,,,18.1,-8.9,14.8,14.8,,,,-5.9,9.2,-3.3,,5.9,0.0,,,5.9,0.2,6.1,0.0,0.0,6.1,6.1,,8.193,0.74,0.74,0.74,8.193,0.74,0.74,0.74,
09/30/2001,597.5,,-510.299988,,87.200012,,-96.400002,,,,,-9.2,-26.7,15.2,15.2,,,,11.5,-35.9,8.2,,-27.700001,0.0,,,-27.7,0.2,-27.5,0.0,0.0,-27.5,-27.5,,8.194,-3.36,-3.36,-2.58,8.194,-3.36,-3.36,-2.58,
12/31/2001,655.200012,,-554.5,,100.700012,,-105.099998,,,,,-4.4,-37.4,,15.5,,,,21.9,-41.8,13.9,,-27.9,0.0,,,-27.9,0.2,-27.700001,0.0,0.0,-27.700001,-27.700001,,8.195,-3.38,-3.38,-2.31,8.195,-3.38,-3.38,-2.31,
03/31/2002,576.5,,-476.100006,,100.399994,,-81.599998,,,,,18.799999,-12.8,,14.5,,,,-1.7,5.999999,0.1,,6.1,0.0,,,6.099999,0.2,6.3,0.0,0.0,6.3,6.3,,8.196,0.77,0.77,0.77,8.196,0.77,0.77,0.77,
06/30/2002,609.599976,,-495.799988,,113.799988,,-88.199997,,,,,25.6,-21.900001,,17.200001,,,,4.7,3.7,-1.2,,2.5,0.0,,,2.5,0.3,2.8,0.0,0.0,2.8,2.8,,8.197,0.34,0.34,0.34,8.197,0.34,0.34,0.34,
09/30/2002,624.099976,,-502.200012,,121.899963,,-86.599998,,,,,35.299999,-25.1,,19.6,,,,5.5,10.199999,-2.6,,7.6,0.0,,,7.599999,0.4,8.0,0.0,0.0,8.0,8.0,,8.198,0.98,0.98,0.98,8.198,0.98,0.98,0.98,
12/31/2002,737.9,,-573.7,,164.2,,-98.6,,,,,65.6,-25.8,16.3,18.0,-1.7,0.0,,9.5,39.8,-7.6,,32.2,7.2,,,25.0,0.3,25.3,0.0,0.0,25.3,25.3,,8.199,3.09,3.97,4.43,8.199,3.09,3.97,4.43,
03/31/2003,558.200012,,-458.100006,,100.100006,,-92.199997,,,,,7.9,-4.099999,12.7,12.7,,,,-8.6,3.800001,-1.2,,2.6,-1.2,,,3.800001,0.3,4.1,0.0,0.0,4.1,4.1,,8.202,0.5,0.35,0.35,8.202,0.5,0.35,0.35,
06/30/2003,637.5,,-520.6,,116.9,0.0,-87.3,87.3,,,0.0,29.6,-16.1,16.0,16.8,-0.8,,-1.0,1.1,13.5,-4.1,,9.4,,,,9.4,0.2,9.6,,0.0,9.6,9.6,,8.204,1.17,1.17,1.17,8.204,1.17,1.17,1.17,
09/30/2003,582.0,,-469.899994,,112.100006,,-95.800003,,,,,16.299999,-4.6,12.5,12.5,,,,-7.9,11.699999,-0.4,,11.3,0.0,,,11.299999,0.4,11.7,0.0,0.0,11.7,11.7,,8.205,1.43,1.43,1.43,8.205,1.43,1.43,1.43,
12/31/2003,559.099976,,-446.5,,112.599976,,-106.199997,,,,,6.4,29.6,,0.8,,,,-30.4,36.0,-10.1,,25.9,-1.8,,,27.699999,-0.3,27.4,0.0,0.0,27.4,27.4,,8.206,3.34,3.12,3.12,8.206,3.34,3.12,3.12,
03/31/2004,614.200012,,-509.799988,,104.400024,,-98.900002,,,,,5.5,-12.2,12.1,12.1,,0.0,,0.1,-6.7,1.9,,-4.8,0.0,,,-4.8,0.3,-4.5,0.0,0.0,-4.5,-4.5,,8.208,-0.55,-0.55,0.13,8.208,-0.55,-0.55,0.13,
06/30/2004,644.299988,,-538.099976,,106.200012,,-100.5,,,,,5.7,-1.9,12.0,12.0,,0.0,,-10.1,3.8,2.5,,6.3,0.0,,,6.3,0.1,6.4,0.0,0.0,6.4,6.4,,8.212,0.78,0.78,0.69,8.212,0.78,0.78,0.69,
09/30/2004,668.0,,-555.8,,112.2,,-100.1,,,,,12.1,4.9,11.7,11.7,,0.0,,-16.6,17.0,-3.7,,13.3,0.0,,,13.3,0.1,13.4,0.0,0.0,13.4,13.4,,8.213,1.63,1.63,1.6,8.213,1.63,1.63,1.6,
12/31/2004,856.1,,-701.2,,154.9,0.0,-107.0,,,,,47.9,-9.7,,,,,,9.7,38.2,-6.0,,32.2,-0.5,,,32.7,-0.1,32.6,0.0,0.0,32.6,32.6,,8.214,3.97,3.91,3.91,8.221,3.97,3.91,3.91,
03/31/2005,727.799988,,-617.200012,,110.599976,,-106.800003,,,,,3.8,-0.6,10.4,11.6,-1.2,0.0,,-9.8,3.2,1.9,,5.1,0.0,,,5.1,0.1,5.2,0.0,0.0,5.2,5.2,,8.219,0.63,0.63,0.63,8.219,0.63,0.63,0.63,
06/30/2005,778.5,,-653.799988,,124.700012,,-107.400002,,,,,17.299999,-1.9,10.7,11.7,-1.0,0.0,,-8.8,15.4,-4.1,,11.3,0.0,,,11.3,0.0,11.3,0.0,0.0,11.3,11.3,,8.224,1.37,1.37,1.32,8.224,1.37,1.37,1.32,
09/30/2005,744.299988,,-623.200012,,121.099976,,-102.699997,,,,,18.4,-1.5,11.5,12.2,-0.7,0.0,,-10.0,16.9,-3.3,,13.6,0.0,,,13.6,0.0,13.6,0.0,0.0,13.6,13.6,,8.225,1.65,1.65,1.65,8.225,1.65,1.65,1.65,
12/31/2005,906.8,,-750.0,,156.8,,-119.4,,,,,37.4,-2.1,,12.0,-0.7,0.0,,-9.2,35.3,-7.6,,27.7,-4.7,,,32.4,0.0,32.4,0.0,0.0,32.4,32.4,,8.226,3.94,3.37,3.98,8.232,3.94,3.37,3.98,
03/31/2006,770.4,,-649.0,,121.4,,-109.1,,,,,12.3,2.9,9.9,13.5,-3.6,0.0,,-12.8,15.2,-3.0,,12.2,0.0,,,12.2,0.5,12.7,0.0,0.0,12.7,12.7,,8.229,1.54,1.54,1.16,8.232,1.54,1.54,1.16,
06/30/2006,796.9,,-666.8,,130.1,,-96.3,,,,,33.8,-26.8,10.8,10.8,,0.0,,16.0,7.0,-2.4,,4.6,0.0,,,4.6,0.1,4.7,0.0,0.0,4.7,4.7,,8.236,0.57,0.57,1.97,8.24,0.57,0.57,1.97,
09/30/2006,803.099976,,-669.200012,,133.899963,,-112.099998,,,,,21.799999,4.5,7.9,7.9,,0.0,,-12.4,26.299999,-7.5,,18.799999,0.0,,,18.799999,0.0,18.799999,0.0,0.0,18.799999,18.799999,,8.237,2.28,2.28,2.25,8.246,2.28,2.28,2.25,
12/31/2006,978.6,,-801.8,,176.8,,-133.7,,,,,43.1,28.9,,9.6,-4.1,0.0,,-34.4,72.0,-14.9,,57.1,-12.8,,,69.9,0.1,70.0,0.0,0.0,70.0,70.0,,8.238,8.5,6.94,6.94,8.254,8.48,6.93,6.93,
03/31/2007,803.9,,-672.9,,131.0,,-122.9,,,,,8.1,0.6,8.0,8.0,,0.0,,-8.6,8.7,-2.2,,6.5,0.0,,,6.5,0.1,6.6,0.0,0.0,6.6,6.6,,8.252,0.8,0.8,0.99,8.267,0.8,0.8,0.99,
06/30/2007,830.9,,-701.5,,129.4,,-119.8,,,,,9.6,2.0,9.8,9.8,,0.0,,-11.8,11.6,-1.7,,9.9,0.0,,,9.9,0.0,9.9,0.0,0.0,9.9,9.9,,8.267,1.2,1.2,1.12,8.27,1.2,1.2,1.12,
09/30/2007,875.200012,,-724.599976,,150.600037,,-122.900002,,,,,27.700001,-1.2,11.3,11.3,,0.0,,-10.1,26.500001,-5.4,,21.1,0.0,,,21.100001,,21.1,0.0,0.0,21.1,21.1,,8.267,2.55,2.55,2.68,8.274,2.55,2.55,2.68,
12/31/2007,1092.7,,-902.5,,190.2,,-126.7,,,,,63.5,3.9,,11.6,-3.9,0.0,,-11.6,67.4,-14.6,,52.8,0.0,,,52.8,0.0,52.8,0.0,0.0,52.8,52.8,,8.266,6.39,6.39,6.77,8.266,6.38,6.38,6.76,
03/31/2008,865.0,,-732.7,,132.3,,-124.2,124.2,,,0.0,8.1,0.0,7.9,11.0,-3.1,,-10.4,2.5,8.1,-2.5,,5.6,0.0,,,5.6,0.0,5.6,0.0,0.0,5.6,5.6,,8.275,0.68,0.68,0.73,8.282,0.68,0.68,0.73,
06/30/2008,948.1,,-826.2,,121.9,,-119.7,119.7,,,0.0,2.2,0.9,9.0,10.7,-1.7,,-10.9,1.0,3.1,-0.7,,2.4,,,,2.4,-0.1,2.3,0.0,0.0,2.3,2.3,,8.282,0.28,0.28,0.34,8.288,0.28,0.28,0.34,
09/30/2008,917.8,,-813.8,,104.0,,-109.2,109.2,,,0.0,-5.2,1.3,8.3,9.9,-1.6,,-11.0,1.4,-3.9,-13.2,,-17.1,,,,-17.1,-0.2,-17.3,0.0,0.0,-17.3,-17.3,0.91,8.283,-2.09,-2.09,-1.980136,8.283,-2.09,-2.09,-1.980136,
12/31/2008,945.7,,-811.1,,134.6,,-110.6,122.4,,,-11.8,24.0,-450.6,7.8,9.0,-1.2,,0.1,442.7,-426.6,-2.2,,-428.8,-0.5,,,-428.3,0.1,-428.2,0.0,0.0,-428.2,-428.2,,8.284,-51.69,-51.75,-17.08,8.284,-51.69,-51.75,-17.08,
03/31/2009,554.7,554.7,-468.8,468.8,85.9,0.0,-86.5,98.0,,,-11.5,-0.6,-7.9,7.4,8.2,-0.8,,0.8,-0.3,-8.5,-0.6,,-9.1,0.0,0.0,0.0,-9.1,,-9.1,0.0,0.0,-9.1,-10.92,-1.82,8.287,-1.1,-1.1,-1.317727,8.287,-1.1,-1.1,-1.319621,
06/30/2009,540.5,540.5,-447.7,447.7,92.8,0.0,-79.5,88.3,,,-8.8,13.3,-7.2,,7.8,,,,-0.6,6.1,-5.0,,1.1,-0.3,-0.3,0.0,1.4,0.2,1.6,0.0,0.0,1.6,-1.04,-2.34,8.289,0.19,0.15,-0.125467,8.294,0.19,0.15,-0.132132,
09/30/2009,527.8,527.8,-433.7,433.7,94.1,0.0,-85.1,94.6,,,-9.5,9.0,-7.7,,8.3,,,,-0.6,1.3,-5.7,,-4.4,-0.4,-0.4,0.0,-4.0,0.1,-3.9,0.0,0.0,-3.9,-3.78,0.52,8.291,-0.47,-0.52,-0.455916,8.291,-0.47,-0.52,-0.457281,
12/31/2009,687.6,687.6,-552.3,552.3,135.3,0.0,-97.9,107.4,,,-9.5,37.4,-7.4,7.4,7.9,-0.5,,,0.0,30.0,-9.2,,20.8,-21.9,-21.9,0.0,42.7,-0.2,42.5,0.0,0.0,42.5,21.58,0.78,8.293,5.12,2.48,2.578078,8.305,5.12,2.48,2.573919,
03/31/2010,557.6,557.6,-451.9,451.9,105.7,0.0,-81.5,94.0,,,-12.5,24.2,-9.2,,6.8,,,,2.4,15.0,-3.4,,11.6,0.0,0.0,0.0,11.6,0.1,11.7,0.0,0.0,11.7,11.18,-0.52,8.321,1.41,1.41,1.343589,8.331,1.4,1.4,1.337583,
06/30/2010,598.8,598.8,-475.7,475.7,123.1,0.0,-95.8,104.8,,,-9.0,27.3,-10.4,,6.9,,,,3.5,16.9,-0.9,,16.0,0.0,0.0,0.0,16.0,-0.1,15.9,0.0,0.0,15.9,18.76,2.86,8.331,1.91,1.91,2.251831,8.338,1.91,1.91,2.251831,
09/30/2010,664.9,664.9,-534.8,534.8,130.1,0.0,-98.0,105.2,,,-7.2,32.1,-12.7,,7.0,,,,5.7,19.4,-6.1,,13.3,0.0,0.0,0.0,13.3,0.2,13.5,0.0,0.0,13.5,20.715,7.215,8.332,1.62,1.62,2.486198,8.346,1.62,1.62,2.484486,
12/31/2010,866.2,866.2,-698.9,698.9,167.3,0.0,-110.6,122.7,,,-12.1,56.7,-11.2,,6.7,,,,4.5,45.5,-7.0,,38.5,0.0,0.0,0.0,38.5,-0.1,38.4,0.0,0.0,38.4,45.03,6.63,8.333,4.61,4.61,5.403816,8.362,4.59,4.59,5.382873,
03/31/2011,745.5,745.5,-608.9,608.9,136.6,0.0,-101.3,113.4,,,-12.1,35.3,51.7,,6.2,,,,-57.9,87.0,-24.2,,62.8,0.0,0.0,0.0,62.8,,62.8,0.0,0.0,62.8,29.26,-33.54,8.363,7.51,7.51,3.498744,8.399,7.48,7.48,3.486667,
06/30/2011,811.0,811.0,-673.1,673.1,137.9,0.0,-106.8,116.4,,,-9.6,31.1,-4.8,,6.1,,,,-1.3,26.3,-7.2,,19.1,0.0,0.0,0.0,19.1,0.1,19.2,0.0,0.0,19.2,20.045,0.845,8.393,2.29,2.29,2.3883,8.407,2.28,2.28,2.380511,
09/30/2011,194.6,194.6,-146.1,146.1,48.5,0.0,-35.2,46.4,,,-11.2,13.3,-3.0,,2.3,,,,0.7,10.3,-2.1,,8.2,-17.5,-17.5,0.0,25.7,,25.7,0.0,0.0,25.7,8.265,0.065,8.395,3.06,0.98,0.984515,8.416,3.05,0.97,0.977723,
12/31/2011,273.9,273.9,-193.6,193.6,80.3,0.0,-38.0,50.8,,,-12.8,42.3,-1.4,,1.9,,,,-0.5,40.9,-11.0,,29.9,-24.5,-24.5,0.0,54.4,,54.4,0.0,0.0,54.4,26.52,-3.38,8.391,6.48,3.56,3.160529,8.411,6.47,3.56,3.158145,
