Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,111.730003,1.736,0.736,1.0,11.277,,,53.75,,,,,3.515,,,,,70.278,38.419998,53.048,-14.628,0.0,,,3.032,,,,3.032,41.451998,,14.054,14.054,,,,13.351,,,,,,5.138,,,,5.138,32.542999,0.489,,,,,0.885,,,,,0.885,1.374,33.916999,0.0,22.802,,,0.0,,55.011002,77.813002,0.0,77.813002,111.730001,
09/30/1995,118.849998,4.119,3.119,1.0,10.573,,,53.605999,,,,,3.161,,,,,71.459,44.386002,59.806999,-15.421,0.0,,,3.005,,,,3.005,47.391002,,11.899,11.899,,,,9.325,,,,,,5.379001,,,,5.379001,26.603001,8.939,,,,,0.97,,,,,0.97,9.909,36.512001,0.0,23.188,,,0.0,,59.150002,82.338001,0.0,82.338001,118.850002,
12/31/1995,153.604004,26.243,2.833,23.41,9.46,,,58.979,,,,,3.964,,,,,98.646004,51.951,68.390999,-16.440001,1.54,,,1.467,,,,1.467,54.958,,13.013,13.013,,,,0.231,,,,,,4.930999,,,,4.930999,18.174999,0.358,,,,,1.201,,,,,1.201,1.559,19.733999,0.0,71.127998,,,0.0,,62.742001,133.869999,0.0,133.869999,153.603998,
03/31/1996,173.061005,23.568001,2.812,20.756001,10.816,,,74.191002,,,,,3.261,,,,,111.835999,58.077999,75.124001,-17.046,0.0,,,3.147,,,,3.147,61.224999,,25.893,25.893,,,,0.182,,,,,,5.650001,,,,5.650001,31.725,0.352,,,,,1.256,,,,,1.256,1.608,33.333,0.0,72.898003,,,0.0,,66.830002,139.728004,0.0,139.728004,173.061005,
06/30/1996,173.339996,12.672,3.468,9.204,12.751,,,77.817001,,,,,2.077,,,,,105.317001,64.847,83.265999,-18.419001,0.0,,,3.176,,,,3.176,68.023,,19.118,19.118,,,,0.165,,,,,,7.252,,,,7.252,26.535,0.322,,,,,1.338,,,,,1.338,1.66,28.195,0.0,73.367996,,,0.0,,71.777,145.144997,0.0,145.144997,173.339997,
09/30/1996,180.509003,10.88,3.686,7.194,11.858,,,80.310997,,,,,2.542,,,,,105.591003,71.587997,91.452003,-19.864,0.0,,,3.33,,,,3.33,74.917997,,19.492001,19.492001,,,,0.127,,,,,,8.568,,,,8.568,28.187,0.311,,,,,1.183,,,,,1.183,1.494,29.681,0.0,73.628998,,,0.0,,77.198997,150.827995,0.0,150.827995,180.508996,
12/31/1996,183.623001,2.207,1.207,1.0,11.296,,,83.908997,,,,,2.74,,,,,100.152,79.785004,101.220001,-21.434999,1.51,,,2.176,,,,2.176,83.471004,,17.288,17.288,,,,3.154,,,,,,5.307001,,,,5.307001,25.749001,0.237,,,,,1.855,,,,,1.855,2.092,27.841001,0.0,74.069,,,0.0,,81.712997,155.781997,0.0,155.781997,183.622998,
03/31/1997,199.345001,4.785,3.785,1.0,11.589,,,90.244003,,,,,1.877,,,,,108.495003,86.910004,109.792999,-22.882999,0.0,,,3.94,,,,3.94,90.850004,,20.906,20.906,,,,5.106,,,,,,9.225999,,,,9.225999,35.237999,0.246,,,,,1.933,,,,,1.933,2.179,37.416999,0.0,75.208,,,0.0,,86.720001,161.928001,0.0,161.928001,199.345,
06/30/1997,215.300995,3.008,2.008,1.0,14.422,,,100.139,,,,,1.491,,,,,119.059998,91.745003,116.571999,-24.827,0.0,,,4.496,,,,4.496,96.241003,,22.250999,22.250999,,,,11.801,,,,,,10.309001,,,,10.309001,44.361,0.221,,,,,2.039,,,,,2.039,2.26,46.621,0.0,75.984001,,,0.0,,92.695999,168.68,0.0,168.68,215.301,
09/30/1997,229.720993,2.625,1.625,1.0,13.637,,,107.330002,,,,,2.759,,,,,126.350998,98.599998,125.524002,-26.924,,,,4.77,,,,4.77,103.369998,,25.445,25.445,,,,0.098,,,,,,12.239002,,,,12.239002,37.782001,13.898,,,,,2.176,,,,,2.176,16.074,53.856001,0.0,76.545998,,,0.0,,99.319,175.864998,0.0,175.864998,229.720999,
12/31/1997,247.617004,3.285,2.285,1.0,12.469,,,111.848,,,,,6.538,,,,,134.139999,108.440002,137.533005,-29.093,2.28,,,2.757,,,,2.757,113.477002,,29.712999,29.712999,,,,0.13,,,,,,10.534,,,,10.534,40.376999,22.641001,,,,,2.56,,,,,2.56,25.201001,65.578,0.0,77.288002,,,0.0,,104.750999,182.039001,0.0,182.039001,247.617001,
03/31/1998,404.221008,2.878,1.878,1.0,23.681,,,204.707993,0.0,0.0,204.707993,0.0,20.827,,,,,252.093994,140.052994,170.149002,-30.096001,0.0,,,12.074,,,,12.074,152.126994,,50.016998,50.016998,,,,2.0,,,,,,31.858002,,,,31.858002,83.875,124.132004,,,,,6.649,,,,,6.649,130.781004,214.656004,0.0,78.995003,,,0.0,,110.57,189.565003,0.0,189.565003,404.221007,
06/30/1998,421.545013,2.416,1.416,1.0,25.554001,,,213.921997,0.0,0.0,213.921997,0.0,14.966,,,,,256.858002,150.740005,225.412994,-74.672997,0.0,,,13.947,,,,13.947,164.687005,,44.757999,44.757999,,,,6.966,,,,,,28.723999,,,,28.723999,80.447998,130.753998,,,,,12.671,,,,,12.671,143.424998,223.872996,0.0,79.43,,,0.0,,118.241997,197.671997,0.0,197.671997,421.544993,
09/30/1998,454.06601,2.584,1.584,1.0,26.459,,,234.848999,0.0,0.0,234.848999,0.0,13.22,,,,,277.112,163.237,241.591003,-78.353996,0.0,,,13.717,,,,13.717,176.954,,40.09,40.09,,,,7.098,,,,,,37.056003,,,,37.056003,84.244003,160.473999,,,,,2.616,,,,,2.616,163.089999,247.334002,0.0,80.128998,,,0.0,,126.602997,206.731995,0.0,206.731995,454.065997,
12/31/1998,493.287994,2.228,1.728,0.5,27.58,,,246.011993,0.0,0.0,246.011993,0.0,35.062,,,,,310.881989,170.951004,210.207001,-39.256001,0.0,,,11.455,,,,11.455,182.406004,,66.737,66.737,,,,13.691,,,,,,22.090997,,,,22.090997,102.518997,170.166,,,,,2.209,,,,,2.209,172.375,274.893997,0.0,82.871002,,,0.0,,135.522995,218.393997,0.0,218.393997,493.287994,
03/31/1999,513.541992,3.73,3.23,0.5,27.163,27.163,,260.778015,0.0,0.0,260.778015,0.0,30.176001,,,,,321.846985,180.699005,223.520004,-42.820999,0.0,,,10.996,0.0,0.0,0.0,10.996,191.695005,,76.550003,76.550003,,,,10.259,,,,,,27.895999,,,,27.895999,114.705002,55.728001,,,,,0.681,,,,,0.681,56.409001,171.114002,0.0,198.302002,,,0.0,144.126007,0.0,342.428009,0.0,342.428009,513.542011,
06/30/1999,557.320984,4.614,4.114,0.5,32.282001,32.282001,,285.431,0.0,0.0,285.431,0.0,29.204,,,,,351.531006,191.977005,239.014008,-47.035,0.0,,,13.811,0.0,0.0,0.0,13.811,205.788005,,82.343002,82.343002,,,,13.811,,,,,,33.459004,,,,33.459004,129.613007,51.707001,,,,,0.638,,,,,0.638,52.345001,181.958007,0.0,219.468002,,,0.0,155.895004,0.0,375.363007,0.0,375.363007,557.321014,
09/30/1999,581.346008,3.229,2.729,0.5,33.187,33.187,,288.822998,0.0,0.0,288.822998,0.0,25.063,,,,,350.302002,209.292999,260.549988,-51.257,0.0,,,21.750999,0.0,0.0,0.0,21.750999,231.043999,,79.592003,79.592003,,,,17.808001,,,,,,43.172995,,,,43.172995,140.572998,50.432999,,,,,0.631,,,,,0.631,51.063999,191.636997,0.0,220.401993,,,0.0,169.307007,0.0,389.709,0.0,389.709,581.345996,
12/31/1999,610.442017,10.291,9.791,0.5,26.462,26.462,,293.924011,0.0,0.0,293.924011,0.0,33.675999,,,,,364.352997,236.516998,292.806,-56.289001,0.0,,,9.572,0.0,0.0,0.0,9.572,246.088998,,64.885002,64.885002,,,,19.358,,,,,,30.758997,,,,30.758997,115.001999,90.704002,,,,,1.692,,,,,1.692,92.396002,207.398001,0.0,222.136002,,,0.0,180.908005,0.0,403.044006,0.0,403.044006,610.442008,
03/31/2000,633.534973,9.932,9.432,0.5,28.677999,28.677999,,307.946991,0.0,0.0,307.946991,0.0,25.247999,,,,,371.804993,252.598999,313.855011,-61.256001,0.0,,,9.131,0.0,0.0,0.0,9.131,261.729999,,61.651001,61.651001,,,,19.523001,,,,,,32.754999,,,,32.754999,113.929001,100.303001,,,,,2.029,,,,,2.029,102.332001,216.261002,0.0,224.798996,,,0.0,192.475006,0.0,417.274002,0.0,417.274002,633.535004,
06/30/2000,676.987976,11.485,10.985,0.5,32.589001,32.589001,,328.143005,0.0,0.0,328.143005,0.0,26.134001,,,,,398.351013,267.915009,334.397003,-66.482002,0.0,,,10.722,0.0,0.0,0.0,10.722,278.637009,,67.125999,67.125999,,,,19.358,,,,,,35.760004,,,,35.760004,122.244003,118.236,,,,,2.583,,,,,2.583,120.819,243.063003,0.0,227.097,,,0.0,206.828003,0.0,433.925003,0.0,433.925003,676.988006,
09/30/2000,722.007019,12.769,12.269,0.5,36.189999,36.189999,,347.921997,0.0,0.0,347.921997,0.0,32.279999,,,,,429.161011,282.622009,354.862,-72.239998,0.0,,,10.224,0.0,0.0,0.0,10.224,292.846009,,72.471001,72.471001,,,,19.177,,,,,,37.525995,,,,37.525995,129.173996,136.983002,,,,,3.67,,,,,3.67,140.653002,269.826998,0.0,228.779999,,,0.0,223.399994,0.0,452.179993,0.0,452.179993,722.00699,
12/31/2000,715.994995,9.704,9.204,0.5,32.673,32.673,,372.069,0.0,0.0,372.069,0.0,34.757999,,,,,449.20401,246.854004,323.020996,-76.167,0.0,,,19.937,0.0,0.0,0.0,19.937,266.791004,,68.946999,68.946999,,,,49.120998,,,,,,34.86401,,,,34.86401,152.932007,90.462997,,,,,8.869,,,,,8.869,99.331998,252.264005,0.0,231.115005,,,0.0,232.615997,0.0,463.731003,0.0,463.731003,715.995008,
03/31/2001,730.015015,12.039,11.539,0.5,35.244999,35.244999,,383.135986,0.0,0.0,383.135986,0.0,27.509001,,,,,457.928986,252.123993,334.640991,-82.516998,2.664,,,17.298,0.0,0.0,0.0,17.298,272.085993,,62.612,62.612,,,,24.421,,,,,,35.367002,,,,35.367002,122.400002,119.783997,,,,,9.746,,,,,9.746,129.529997,251.929998,0.0,233.151993,,,0.0,244.932999,0.0,478.084991,0.0,478.084991,730.01499,
06/30/2001,758.002991,17.301001,16.801001,0.5,41.401001,41.401001,,397.709015,0.0,0.0,397.709015,0.0,20.216999,,,,,476.627991,264.815002,354.222992,-89.407997,2.485,,,14.075,0.0,0.0,0.0,14.075,281.375002,,72.056,72.056,,,,14.908,,,,,,42.509999,,,,42.509999,129.473999,112.196999,,,,,10.562,,,,,10.562,122.758999,252.232998,0.0,242.850998,,,0.0,262.919006,0.0,505.770004,0.0,505.770004,758.003002,
09/30/2001,789.98999,33.778999,33.278999,0.5,39.109001,39.109001,,395.694,0.0,0.0,395.694,0.0,36.280998,,,,,504.863007,268.681,365.037994,-96.357002,2.311,,,14.135,0.0,0.0,0.0,14.135,285.127,,67.566002,67.566002,,,,15.241,,,,,,57.636998,,,,57.636998,140.444,104.308998,,,,,11.572,,,,,11.572,115.880998,256.324998,0.0,250.604996,,,0.0,283.059998,0.0,533.664993,0.0,533.664993,789.989991,
12/31/2001,856.859009,15.541,15.041,0.5,41.486,41.486,,447.792999,0.0,0.0,447.792999,0.0,45.842999,,,,,550.663025,289.003998,392.36499,-103.361,2.557,,,14.635,0.0,0.0,0.0,14.635,306.195998,,61.875,61.875,,,,16.843,,,,,,42.418001,,,,42.418001,121.136002,165.617996,,,,,13.814,,,,,13.814,179.431996,300.567998,0.0,257.322998,,,0.0,298.967987,0.0,556.290985,0.0,556.290985,856.858983,
03/31/2002,894.78302,20.891001,20.391001,0.5,46.243999,46.243999,,462.061005,0.0,0.0,462.061005,0.0,44.334999,,,,,573.531006,302.02301,413.248993,-111.225998,2.227,,,17.002001,0.0,0.0,0.0,17.002001,321.252011,,72.350998,72.350998,,,,11.069,,,,,,55.007004,,,,55.007004,138.427002,168.145004,,,,,13.187,,,,,13.187,181.332005,319.759007,0.0,259.414001,,,0.0,315.609985,0.0,575.023987,0.0,575.023987,894.782993,
06/30/2002,944.445,27.851999,27.351999,0.5,52.777,52.777,,479.54599,0.0,0.0,479.54599,0.0,48.044998,,,,,608.219971,316.877014,436.569,-119.692001,2.065,,,17.283001,0.0,0.0,0.0,17.283001,336.225015,,84.305,84.305,,,,4.515,,,,,,67.197,,,,67.197,156.017,170.559998,,,,,15.082,,,,,15.082,185.641998,341.658998,0.0,264.628998,,,0.0,338.157013,0.0,602.786011,0.0,602.786011,944.445009,
09/30/2002,974.963,32.381001,31.881001,0.5,50.132999,50.132999,,490.402008,0.0,0.0,490.402008,0.0,46.902,,,,,619.817993,334.373993,463.221008,-128.847,2.016,,,18.754999,0.0,0.0,0.0,18.754999,355.144992,,92.642998,92.642998,,,,0.748,,,,,,72.913002,,,,72.913002,166.304,160.619003,,,,,17.900999,,,,,17.900999,178.520002,344.824002,0.0,267.885986,,,0.0,362.252991,0.0,630.138977,0.0,630.138977,974.962979,
12/31/2002,1009.419,29.333,29.333,0.0,45.421001,45.421001,,504.097992,0.0,0.0,504.097992,0.0,52.193001,,,,,631.044983,353.601013,491.52301,-137.921997,1.88,,,22.893,,0.0,,22.893,378.374013,,85.370003,85.370003,,,,0.682,,,,,,61.369997,,,,61.369997,147.422,190.470001,,,,,21.003,,,,,21.003,211.473001,358.895001,0.0,269.563995,,,0.0,380.959991,0.0,650.523986,0.0,650.523986,1009.418987,
03/31/2003,1028.663,19.743999,19.743999,0.0,51.644001,51.644001,,502.506012,0.0,0.0,502.506012,0.0,52.698002,,,,,626.59198,375.652008,523.440002,-147.787994,1.861,,,24.558001,0.0,0.0,0.0,24.558001,402.071009,,112.552002,112.552002,,,,0.578,,,,,,62.516998,,,,62.516998,175.647,155.371002,,,,,24.535,,,,,24.535,179.906002,355.553002,0.0,272.421997,,,0.0,400.687988,0.0,673.109985,0.0,673.109985,1028.662987,
06/30/2003,1093.802,26.23,26.23,0.0,56.344002,56.344002,,528.005981,0.0,0.0,528.005981,0.0,55.893002,,,,,666.473022,400.808014,557.916016,-157.108002,1.82,,,24.701,0.0,0.0,0.0,24.701,427.329014,,142.75,142.75,,,,0.475,,,,,,76.0,,,,76.0,219.225,135.317001,,,,,29.128,,,,,29.128,164.445001,383.670001,0.0,282.519989,,,0.0,427.612,0.0,710.131989,0.0,710.131989,1093.80199,
09/30/2003,1140.617,33.044998,33.044998,0.0,55.869999,55.869999,,538.463013,0.0,0.0,538.463013,0.0,61.948002,,,,,689.325989,422.238007,589.309021,-167.070999,1.793,,,27.26,0.0,0.0,0.0,27.26,451.291007,,154.766998,154.766998,,,,0.407,,,,,,93.859002,,,,93.859002,249.033,110.216003,,,,,32.369999,,,,,32.369999,142.586002,391.619002,0.0,291.852997,,,0.0,457.144989,0.0,748.997986,0.0,748.997986,1140.616988,
12/31/2003,1157.032959,21.094,21.094,0.0,52.235001,52.235001,,523.75,0.0,0.0,523.75,0.0,59.847,,,,,656.926025,449.058014,626.142029,-177.084,24.313,,,26.736,0.0,0.0,0.0,26.736,500.107014,,145.953995,145.953995,,,,0.925,,,,,,68.430011,,,,68.430011,215.309006,120.976997,,,,,36.462002,,,,,36.462002,157.438999,372.748005,0.0,303.238007,,,0.0,481.046997,0.0,784.285004,0.0,784.285004,1157.033009,
03/31/2004,1252.97998,45.337002,45.337002,0.0,58.068001,58.068001,,561.914001,0.0,0.0,561.914001,0.0,57.319,,,,,722.638,477.743988,663.294006,-185.550003,23.377001,,,29.218,0.0,0.0,0.0,29.218,530.338989,,216.535995,216.535995,,,,0.833,,,,,,80.273003,,,,80.273003,297.641998,100.822998,,,,,39.707001,,,,,39.707001,140.529999,438.171997,0.0,306.631989,,,0.0,508.173004,0.0,814.804993,0.0,814.804993,1252.97699,
06/30/2004,1352.715,88.116997,88.116997,0.0,60.573002,61.493,,582.992981,0.0,0.0,582.992981,0.0,61.080002,,,,,792.763,507.53299,704.044983,-196.511993,22.455999,,,29.962999,0.0,0.0,0.0,29.962999,559.951988,,258.987,258.987,,,,0.776,,,,,,91.1,,,,91.1,350.863,100.615997,,,,,43.091,,,,,43.091,143.706997,494.569997,0.0,317.320007,,,0.0,540.825012,0.0,858.145019,0.0,858.145019,1352.715016,
09/30/2004,1405.328,83.619003,83.619003,0.0,61.493,60.573002,,612.698975,0.0,0.0,612.698975,0.0,56.272999,,,,,814.083984,539.669006,747.749023,-208.080002,22.082001,,,29.493,0.0,0.0,0.0,29.493,591.244007,,268.153015,268.153015,,,,0.592,,,,,,95.553985,,,,95.553985,364.299,100.469002,,,,,45.889999,,,,,45.889999,146.359001,510.658001,0.0,320.60199,,,0.0,574.067993,0.0,894.669983,0.0,894.669983,1405.327984,
12/31/2004,1432.356934,69.028,69.028,0.0,60.928001,60.928001,,625.320007,0.0,0.0,625.320007,0.0,58.201,,,,,813.47699,567.492981,791.794006,-224.300995,21.690001,,,29.697001,,0.0,,29.697001,618.879982,,240.548004,240.548004,,,,0.592,0.592,0.0,0.0,,,92.674998,,,,92.674998,333.815002,100.321999,100.321999,0.0,0.0,,50.403,,,,,50.403,150.724998,484.540001,0.0,327.20401,,,0.0,620.612976,0.0,947.816986,0.0,947.816986,1432.356987,
03/31/2005,1505.067,89.27,89.27,0.0,63.18,63.18,,649.297,0.0,0.0,649.297,0.0,48.394,,,,,850.141,599.898,835.86,-235.962,27.375,,,27.653,0.0,0.0,0.0,27.653,654.926,,258.47,258.47,,,,0.591,0.591,0.0,0.0,,,106.468,,,,106.468,365.529,100.173,100.173,0.0,0.0,,50.349,,,,,50.349,150.522,516.051,0.0,335.19,,,0.0,653.826,0.0,989.016,0.0,989.016,1505.067,
06/30/2005,1608.109,36.452,36.452,0.0,75.481,75.481,,695.842,0.0,0.0,695.842,0.0,60.397,,,,,868.172,646.921,895.448,-248.527,31.29,,,61.726,0.0,0.0,0.0,61.726,739.937,,272.1,272.1,,,,75.587,75.587,0.0,0.0,,,147.014,,,,147.014,494.701,25.471,25.471,0.0,0.0,,44.351,,,,,44.351,69.822,564.523,0.0,347.396,,,0.0,696.19,0.0,1043.586,0.0,1043.586,1608.109,
09/30/2005,1662.01,51.591,51.591,0.0,72.791,72.791,,715.257,0.0,0.0,715.257,0.0,55.774,,,,,895.413,679.032,941.043,-262.011,30.197,,,57.368,0.0,0.0,0.0,57.368,766.597,,287.851,287.851,,,,75.444,75.444,0.0,0.0,,,122.109,,,,122.109,485.404,25.468,25.468,0.0,0.0,,53.46,,,,,53.46,78.928,564.332,0.0,352.865,,,0.0,744.813,0.0,1097.678,0.0,1097.678,1662.01,
12/31/2005,1718.896,31.384,31.384,0.0,73.849,73.849,,725.339,0.0,0.0,725.339,0.0,80.069,,,,,910.641,718.366,992.899,-274.533,29.062,,,60.827,0.0,0.0,0.0,60.827,808.255,,292.667,292.667,,,,75.313,75.313,0.0,0.0,,,117.687,,,,117.687,485.667,25.461,25.461,0.0,0.0,,61.999,,,,,61.999,87.46,573.127,0.0,361.449,,,0.0,784.32,0.0,1145.769,0.0,1145.769,1718.896,
03/31/2006,1802.994,55.29,55.29,0.0,74.575,74.575,,755.026,0.0,0.0,755.026,0.0,78.111,,,,,963.002,750.645,1038.221,-287.576,27.898,,,61.449,0.0,0.0,0.0,61.449,839.992,,312.509,312.509,,,,75.154,75.154,0.0,0.0,,,120.904,,,,120.904,508.567,25.436,25.436,0.0,0.0,,62.519,,,,,62.519,87.955,596.522,0.0,381.588,,,0.0,824.884,0.0,1206.472,0.0,1206.472,1802.994,
06/30/2006,1916.326,55.247,55.247,0.0,82.612,82.612,,800.459,0.0,0.0,800.459,0.0,77.545,,,,,1015.863,807.85,1108.717,-300.867,32.532,,,60.081,0.0,0.0,0.0,60.081,900.463,,358.09,358.09,,,,0.265,0.265,0.0,0.0,,,128.463,,,,128.463,486.818,100.678,100.678,0.0,0.0,,67.128,,,,,67.128,167.806,654.624,0.0,387.505,,,0.0,874.197,0.0,1261.702,0.0,1261.702,1916.326,
09/30/2006,1945.868,40.823,40.823,0.0,82.154,82.154,,816.661,0.0,0.0,816.661,0.0,66.566,,,,,1006.204,846.664,1162.664,-316.0,31.033,,,61.967,0.0,0.0,0.0,61.967,939.664,,341.375,341.375,,,,0.307,0.307,0.0,0.0,,,114.507,,,,114.507,456.189,100.548,100.548,0.0,0.0,,73.052,,,,,73.052,173.6,629.789,0.0,394.026,,,0.0,922.053,0.0,1316.079,0.0,1316.079,1945.868,
12/31/2006,1977.496,29.903,29.903,0.0,81.048,81.048,,812.938,0.0,0.0,812.938,0.0,76.787,,,,,1000.676,883.095,1214.854,-331.759,30.288,,,63.437,0.0,0.0,0.0,63.437,976.82,,318.404,318.404,,,,0.309,0.309,0.0,0.0,,,115.071,,,,115.071,433.784,110.17,110.17,0.0,0.0,,69.446,,,,,69.446,179.616,613.4,0.0,401.691,,,0.0,962.405,0.0,1364.096,0.0,1364.096,1977.496,
03/31/2007,2093.628,90.217,90.217,0.0,87.309,87.309,,825.206,0.0,0.0,825.206,0.0,67.957,,,,,1070.689,931.091,1276.41,-345.319,29.151,,,62.697,0.0,0.0,0.0,62.697,1022.939,,372.061,372.061,,,,0.312,0.312,0.0,0.0,,,125.142,,,,125.142,497.515,100.39,100.39,0.0,0.0,,75.238,,,,,75.238,175.628,673.143,0.0,409.673,,,0.0,1010.812,0.0,1420.485,0.0,1420.485,2093.628,
