Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,2671.625977,1220.138031,847.309021,372.82901,503.761993,,,179.673004,,,,,244.865997,,,,2148.438965,413.007996,915.521973,-502.514008,0.0,,110.179001,,,,,110.179001,523.186997,,235.619995,235.619995,,132.809006,,,,,470.485977,,,470.485977,838.914978,312.917999,,,,34.710999,,,34.710999,347.628998,1186.543976,0.0,928.934021,,,-42.556999,,598.705009,1485.082031,0.0,1485.082031,2671.626007,
09/25/1992,2653.778076,1097.111969,644.953979,452.15799,583.29303,,,229.188995,,,,,237.044006,,,,2146.637939,354.020996,787.750977,-433.730011,0.0,,153.119003,,,,,153.119003,507.139999,,291.708008,291.708008,,124.376999,,,,,472.208023,,,472.208023,888.29303,328.783997,,,,,,,,328.783997,1217.077026,0.0,,,,,,1436.70105,1436.70105,0.0,1436.70105,2653.778076,
12/27/1992,2769.310059,1156.018005,706.335999,449.682007,622.23999,,,259.201996,,,,,242.427002,,,,2279.886963,347.114014,797.848022,-450.734009,0.0,,142.309006,,,,,142.309006,489.423019,,382.321014,382.321014,,140.451004,,,,,479.30098,,,479.30098,1002.072998,172.149994,,,,,,,,172.149994,1174.222992,0.0,,,,,,1595.087036,1595.087036,0.0,1595.087036,2769.310028,
03/28/1993,2845.791016,1101.033997,680.60199,420.432007,743.02002,,,264.166992,,,,,238.643005,,,,2346.864014,354.743011,765.536987,-410.794006,0.0,,144.184006,,,,,144.184006,498.927017,,327.98999,327.98999,,128.720993,,,,,547.513992,,,547.513992,1004.224976,175.626007,,,,,,,,175.626007,1179.850983,0.0,,,,,,1665.939941,1665.939941,0.0,1665.939941,2845.790924,
06/30/1993,2767.628906,1138.711975,828.838989,309.872986,627.174011,,,256.274994,,,,,250.184998,,,,2272.345947,348.381989,775.038025,-426.656006,0.0,,146.901001,,,,,146.901001,495.28299,,270.440002,270.440002,,129.289993,,,,,547.314011,,,547.314011,947.044006,154.294006,,,,23.507999,,,23.507999,177.802005,1124.846011,0.0,1053.878052,,,-119.052002,,707.957031,1642.783081,0.0,1642.783081,2767.629092,
09/26/1993,2574.102051,901.571991,489.109985,412.462006,652.078003,,,281.890991,,,,,243.595993,,,,2079.136963,349.812988,795.362976,-445.549988,0.0,,145.151993,,,,,145.151993,494.964981,,256.181,256.181,,83.713997,,,,,571.133995,,,571.133995,911.028992,158.272003,,,,0.0,,,0.0,158.272003,1069.300995,0.0,,,,0.0,,1504.801025,1504.801025,0.0,1504.801025,2574.10202,
12/26/1993,2609.548096,869.625,443.580994,426.044006,742.226013,,,231.382004,,,,,245.737,,,,2088.969971,345.540009,820.458984,-474.919006,0.0,,175.037994,,,,,175.037994,520.578003,,313.298004,313.298004,,89.405998,,,,,608.666969,,,608.666969,1011.370972,128.690994,,,,0.0,,,0.0,128.690994,1140.061966,0.0,,,,0.0,,1469.485962,1469.485962,0.0,1469.485962,2609.547928,
03/31/1994,2850.690918,910.839996,482.087006,428.752991,802.729004,,,243.143005,,,,,297.951996,,,,2254.664062,348.847992,833.659973,-484.812012,0.0,,247.179001,,,,,247.179001,596.026993,,357.527008,357.527008,,46.852001,,,,,778.195942,,,778.195942,1182.574951,118.311996,,,,0.0,,,0.0,118.311996,1300.886948,0.0,,,,0.0,,1549.803955,1549.803955,0.0,1549.803955,2850.690903,
06/30/1994,2897.991943,882.81601,433.937012,448.878998,853.031006,,,294.947998,,,,,274.298004,,,,2305.093018,360.247986,877.268005,-517.02002,0.0,,232.651001,,,,,232.651001,592.898987,,363.828003,363.828003,,117.086998,,,,,666.923012,,,666.923012,1147.838013,121.831001,,,,0.0,,,0.0,121.831001,1269.669014,0.0,1066.642944,,,-329.244995,,890.924988,1628.322937,0.0,1628.322937,2897.991951,
10/02/1994,2809.635986,783.45401,372.100006,411.354004,839.403992,,,339.466003,,,,,277.136993,,,,2239.460938,334.835999,878.072021,-543.236023,0.0,,235.339005,,,,,235.339005,570.175003,,270.920013,270.920013,,68.059998,,,,,697.264008,,,697.264008,1036.244019,83.648003,,,,0.0,,,0.0,83.648003,1119.892021,0.0,,,,,,1689.744019,1689.744019,0.0,1689.744019,2809.63604,
01/01/1995,2980.589111,878.916016,474.341003,404.575012,844.830017,,,315.18399,,,,,308.683014,,,,2347.613037,399.631989,980.234009,-580.60199,0.0,,233.343994,,,,,233.343994,632.975983,,269.584991,269.584991,,32.506001,,,,,821.534008,,,821.534008,1123.625,81.478996,,,,0.0,,,0.0,81.478996,1205.103996,0.0,,,,,,1775.484985,1775.484985,0.0,1775.484985,2980.588982,
04/02/1995,3276.029053,1071.13501,451.776001,619.359009,886.807983,,,326.734009,,,,,338.463989,,,,2623.141113,425.276001,1012.257019,-586.981018,0.0,,227.612,,,,,227.612,652.888,,291.631012,291.631012,,21.989,,,,,969.473005,,,969.473005,1283.093018,82.009003,,,,0.0,,,0.0,82.009003,1365.10202,0.0,,,,,,1910.927002,1910.927002,0.0,1910.927002,3276.029022,
06/30/1995,3544.552979,1228.019989,413.868988,814.151001,1041.803955,,,319.671997,,,,,344.868011,,,,2934.364014,429.005005,1045.875977,-616.870972,0.0,,181.184006,,,,,181.184006,610.189011,,303.994995,303.994995,,89.185997,,,,,937.60099,,,937.60099,1330.781982,91.176003,,,,0.0,,,0.0,91.176003,1421.957985,0.0,1089.550049,,,-206.067001,,1239.112045,2122.595093,0.0,2122.595093,3544.553078,
10/01/1995,3045.447021,749.155975,385.61499,363.540985,927.585999,,,352.703003,,,,,387.837006,,,,2417.281982,441.549011,1087.024048,-645.474976,0.0,,186.615997,,,,,186.615997,628.165009,,329.339996,329.339996,,28.077,,,,,855.19006,,,855.19006,1212.607056,50.386002,,,,,,,,50.386002,1262.993057,0.0,,,,,,1782.453979,1782.453979,0.0,1782.453979,3045.447037,
12/31/1995,3268.499023,776.131012,470.591003,305.540009,1072.491943,,,379.936005,,,,,394.161987,,,,2622.720947,462.77301,1148.614014,-685.841003,0.0,,183.005005,,,,,183.005005,645.778015,,344.493011,344.493011,,13.877,,,,,918.406966,,,918.406966,1276.776978,65.843002,,,,,,,,65.843002,1342.61998,0.0,,,,,,1925.879028,1925.879028,0.0,1925.879028,3268.499008,
03/31/1996,3610.843018,856.503998,453.135986,403.368011,1187.459961,,,507.998993,,,,,386.207001,,,,2938.169922,501.505005,1221.463989,-719.958984,0.0,,171.167999,,,,,171.167999,672.673004,,399.57901,399.57901,,27.708,,,,,1043.650002,,,1043.650002,1470.937012,63.393002,,,,,,,,63.393002,1534.330013,0.0,,,,,,2076.512939,2076.512939,0.0,2076.512939,3610.842953,
06/30/1996,3800.908936,989.597015,528.854004,460.743011,1206.612061,,,460.914001,,,,,376.613007,,,,3033.736084,533.848999,1282.384033,-748.534973,0.0,,233.324005,,,,,233.324005,767.173004,,325.066986,325.066986,,87.560997,,,,,1076.64106,,,1076.64106,1489.269043,60.153999,,,,0.0,,,0.0,60.153999,1549.423042,0.0,1164.421021,,,-596.909973,,1683.974914,2251.485962,0.0,2251.485962,3800.909004,
09/29/1996,3622.4021,663.955002,460.744995,203.210007,1295.428955,,,461.84201,,,,,431.609009,,,,2852.834961,562.893005,1356.147949,-793.255005,0.0,,206.673996,,,,,206.673996,769.567001,,345.139008,345.139008,,44.923,,,,,1043.157963,,,1043.157963,1433.219971,68.944,,,,0.0,,,0.0,68.944,1502.163971,0.0,,,,,,2120.238037,2120.238037,0.0,2120.238037,3622.402008,
12/29/1996,3866.620117,750.740021,438.083008,312.657013,1392.873047,,,394.919006,,,,,430.358002,,,,2968.889893,700.937988,1549.677002,-848.739014,0.0,,196.792007,,,,,196.792007,897.729996,,383.980988,383.980988,,26.900999,,,,,1070.569063,,,1070.569063,1481.45105,81.001999,,,,0.0,,,0.0,81.001999,1562.453049,0.0,,,,,,2304.166992,2304.166992,0.0,2304.166992,3866.620041,
03/30/1997,4222.793945,972.059998,484.479004,487.580994,1421.489014,,,491.470001,,,,,439.626007,,,,3324.64502,726.458008,1591.713989,-865.255981,0.0,,171.690994,,,,,171.690994,898.149002,,521.713989,521.713989,,4.556,,,,,1105.358062,,,1105.358062,1631.628052,107.265999,,,,0.0,,,0.0,107.265999,1738.894051,0.0,,,,,,2483.899902,2483.899902,0.0,2483.899902,4222.793953,
06/30/1997,4697.273926,1112.759979,660.169983,452.589996,1666.522949,,,437.977997,,,,,511.188995,,,,3728.449951,799.893005,1658.340942,-858.447998,0.0,,168.931,,,,,168.931,968.824005,,468.911987,468.911987,,100.93,,,,,1279.195977,,,1279.195977,1849.037964,106.299004,,,,0.0,,,0.0,106.299004,1955.336968,0.0,1230.084961,,,-915.426025,,2427.278076,2741.937012,0.0,2741.937012,4697.27398,
09/28/1997,4547.696777,987.388977,513.844971,473.544006,1450.708984,,,466.868011,,,,,571.080017,,,,3476.045898,878.677979,1760.843994,-882.166016,0.0,,192.973007,,,,,192.973007,1071.650986,,428.402008,428.402008,,24.242001,,,,,1124.669956,,,1124.669956,1577.313965,120.487999,,,,0.0,,,0.0,120.487999,1697.801964,0.0,,,,0.0,,2849.89502,2849.89502,0.0,2849.89502,4547.696983,
12/28/1997,4936.604004,902.744019,573.268005,329.476013,1652.870972,,,459.57901,,,,,580.447021,,,,3595.641113,1071.233032,1933.510986,-862.278015,0.0,,269.730011,,,,,269.730011,1340.963043,,520.999023,520.999023,,0.482,,,,,1250.13299,,,1250.13299,1771.614014,137.781998,,,,0.0,,,0.0,137.781998,1909.396011,0.0,,,,0.0,,3027.208008,3027.208008,0.0,3027.208008,4936.604019,
03/29/1998,5171.245117,1013.863007,656.765015,357.097992,1675.899048,,,476.471008,,,,,588.33197,,,,3754.564941,1138.708008,2040.089966,-901.382019,0.0,,277.971985,,,,,277.971985,1416.679993,,521.937988,521.937988,,0.0,,,,,1287.907959,,,1287.907959,1809.845947,137.636993,,,,0.0,,,0.0,137.636993,1947.482941,0.0,,,,0.0,,3223.761963,3223.761963,0.0,3223.761963,5171.244904,
06/30/1998,5711.062012,1298.452027,822.267029,476.184998,1845.765015,,,346.446014,92.196999,58.764999,195.483994,,656.862,,,,4147.524902,1300.612061,2257.228027,-956.616028,0.0,,262.924988,0.0,,,,262.924988,1563.537049,,495.602997,495.602997,,7.169,,,,,1620.099097,,,1620.099097,2122.871094,0.0,,,,74.563004,,,74.563004,74.563004,2197.434098,0.0,1345.796021,,,-1003.190979,,3171.02301,3513.628052,0.0,3513.628052,5711.06215,
09/27/1998,6056.660156,1439.147034,755.364014,683.78302,1770.23999,,,384.38501,124.959,23.148001,236.278,,730.30603,,,,4324.078125,1399.776001,2459.941895,-1060.166016,0.0,,332.806,,,,,332.806,1732.582001,,554.603027,554.603027,,1.99,1.99,0.0,0.0,,1632.042959,,,1632.042959,2188.635986,0.0,0.0,0.0,0.0,91.105003,,,91.105003,91.105003,2279.74099,0.0,,,,,,3776.918945,3776.918945,0.0,3776.918945,6056.659935,
12/27/1998,6561.52002,1572.791016,669.862,902.929016,2108.237061,,,363.664001,127.114998,40.577,195.972,,701.002014,,,,4745.693848,1452.608032,2593.985107,-1141.376953,0.0,,363.217987,,,,,363.217987,1815.826019,,611.411987,611.411987,,12.351,12.351,0.0,0.0,,1724.227003,,,1724.227003,2347.98999,0.0,0.0,0.0,0.0,112.527,,,112.527,112.527,2460.516991,0.0,,,,,,4101.00293,4101.00293,0.0,4101.00293,6561.51992,
03/28/1999,7509.273926,1998.841003,707.403015,1291.437988,2211.592041,,,311.84201,97.316002,37.362999,177.162994,,778.666016,,,,5300.940918,1506.047974,2669.308105,-1163.26001,0.0,,702.284973,0.0,,,,702.284973,2208.332947,,720.742004,720.742004,,17.559999,17.559999,0.0,0.0,,2060.228025,,,2060.228025,2798.530029,0.0,0.0,0.0,0.0,299.597992,,,299.597992,299.597992,3098.128021,0.0,,,,,,4411.145996,4411.145996,0.0,4411.145996,7509.274017,
06/30/1999,8498.834961,2691.71997,1100.760986,1590.958984,2310.14209,,,307.872986,113.07,51.182999,143.619995,,878.890991,,,,6188.625977,1613.628052,2876.054932,-1262.427002,0.0,,696.580994,205.431,0.0,205.431,,491.149994,2310.209046,,755.796997,755.796997,,1.646,1.646,0.0,0.0,,2490.818966,,,2490.818966,3248.261963,,0.0,0.0,0.0,0.0,,,0.0,0.0,3248.261963,0.0,,,,-1045.96106,,5913.236939,4867.275879,0.0,4867.275879,8115.537842,
09/26/1999,10132.549805,4113.515991,1925.005981,2188.51001,2150.696045,,,405.869995,109.428001,56.428001,240.014008,,992.260986,,,,7662.342773,1722.581055,3072.844971,-1350.264038,0.0,,747.627014,0.0,,,,747.627014,2470.208069,,736.65802,736.65802,,1.144,1.144,0.0,0.0,,2391.17796,,,2391.17796,3128.97998,1500.0,1500.0,0.0,0.0,380.169006,,,380.169006,1880.169006,5009.148987,0.0,,,,,,5123.401855,5123.401855,0.0,5123.401855,10132.550842,
12/26/1999,11436.299805,4460.328857,1311.292969,3149.035889,2038.139038,,,559.151978,201.923996,66.292,290.936005,,1088.505981,,,,8146.125977,1818.462036,3282.36499,-1463.902954,745.875977,,725.838013,234.283997,,,,491.554016,3290.176025,,673.473999,673.473999,,0.009,0.009,0.0,0.0,,2670.823886,,,2670.823886,3344.306885,2154.974121,2154.974121,0.0,0.0,0.0,,,0.0,2154.974121,5499.281006,0.0,,,,,,5937.020996,5937.020996,0.0,5937.020996,11436.302002,
03/26/2000,12501.769531,3132.860962,1464.093018,1668.767944,2531.549072,,,557.588989,174.567993,76.044998,306.976013,0.0,1122.078979,,,,7344.078125,1894.416016,3436.943115,-1542.526978,1912.357056,,1350.916016,221.522003,,,,1129.394012,5157.689087,,851.661011,851.661011,,1.722,1.722,0.0,0.0,,2990.442917,,,2990.442917,3843.825928,2134.204102,2134.204102,0.0,0.0,0.0,,,0.0,2134.204102,5978.030029,0.0,,,,,,6523.736816,6523.736816,0.0,6523.736816,12501.766846,
06/30/2000,14152.0,2475.0,1849.0,626.0,2690.0,,,557.0,169.0,82.0,306.0,0.0,1155.0,,,,6877.0,2095.0,3692.0,-1597.0,4496.0,,684.0,205.0,163.0,42.0,,479.0,7275.0,,924.0,924.0,,7.0,7.0,0.0,0.0,,3828.0,,,3828.0,4759.0,1720.0,1720.0,0.0,0.0,364.0,,,364.0,2084.0,6843.0,0.0,2728.0,,,-1438.0,,6019.0,7309.0,0.0,7309.0,14152.0,
10/01/2000,15331.0,2492.0,1804.0,688.0,2956.0,,,675.0,257.0,87.0,331.0,0.0,1434.0,,,,7557.0,2196.0,3888.0,-1692.0,4894.0,,684.0,,,,,684.0,7774.0,,1143.0,1143.0,,2.0,2.0,0.0,0.0,,3737.0,,,3737.0,4882.0,2137.0,2137.0,0.0,0.0,0.0,,,0.0,2137.0,7019.0,0.0,,,,,,8312.0,8312.0,0.0,8312.0,15331.0,
12/31/2000,18080.0,2140.0,1403.0,737.0,3215.0,,,792.0,339.0,109.0,344.0,0.0,1593.0,,,,7740.0,2382.0,4178.0,-1796.0,5302.0,,2656.0,2110.0,,,,546.0,10340.0,,1219.0,1219.0,,2.0,2.0,0.0,0.0,,3927.0,,,3927.0,5148.0,2183.0,2183.0,0.0,0.0,0.0,,,0.0,2183.0,7331.0,0.0,,,,,,10749.0,10749.0,0.0,10749.0,18080.0,
04/01/2001,17911.0,2229.0,1287.0,942.0,2913.0,,,899.0,429.0,117.0,353.0,0.0,1687.0,,,,7728.0,2564.0,4527.0,-1963.0,5020.0,,2599.0,1991.0,,,,608.0,10183.0,,1023.0,1023.0,,2.0,2.0,0.0,0.0,,4143.0,,,4143.0,5168.0,2181.0,2181.0,0.0,0.0,0.0,,,0.0,2181.0,7349.0,0.0,,,,,,10562.0,10562.0,0.0,10562.0,17911.0,
06/30/2001,18181.0,1859.0,1472.0,387.0,2955.0,,,1049.0,600.0,137.0,312.0,0.0,2071.0,,,,7934.0,2697.0,4761.0,-2064.0,4677.0,,2873.0,2312.0,2041.0,271.0,,561.0,10247.0,,1050.0,1050.0,,3.0,3.0,0.0,0.0,,4093.0,,,4093.0,5146.0,1705.0,1705.0,0.0,0.0,744.0,,,744.0,2449.0,7595.0,0.0,6238.0,,,-2435.0,,6783.0,10586.0,0.0,10586.0,18181.0,
09/30/2001,17362.0,1938.0,1021.0,917.0,2183.0,,,845.0,449.0,129.0,267.0,0.0,2291.0,,,,7257.0,2744.0,,,4404.0,,2957.0,2333.0,2181.0,152.0,,624.0,10105.0,,813.0,813.0,,9.0,9.0,0.0,0.0,,3779.0,,,3779.0,4601.0,2509.0,2509.0,0.0,0.0,0.0,,,0.0,2509.0,7110.0,0.0,,,,,,10252.0,10252.0,0.0,10252.0,17362.0,
12/31/2001,17153.0,1853.0,1205.0,648.0,2274.0,,,624.0,305.0,104.0,215.0,0.0,2512.0,,,,7263.0,2596.0,,,4431.0,,2863.0,2314.0,2180.0,134.0,,549.0,9890.0,,871.0,871.0,,217.0,217.0,0.0,0.0,,3773.0,,,3773.0,4861.0,2393.0,2393.0,0.0,0.0,0.0,,,0.0,2393.0,7254.0,0.0,,,,,,9899.0,9899.0,0.0,9899.0,17153.0,
03/31/2002,16874.0,2384.0,1672.0,712.0,2407.0,2407.0,,554.0,206.0,118.0,230.0,0.0,2348.0,,,,7693.0,2512.0,,,3564.0,,3105.0,2303.0,2182.0,121.0,,802.0,9181.0,,935.0,935.0,,207.0,207.0,0.0,0.0,,3744.0,,,3744.0,4886.0,1384.0,1384.0,0.0,0.0,873.0,,,873.0,2257.0,7143.0,0.0,,,,,,9731.0,9731.0,0.0,9731.0,16874.0,
06/30/2002,16522.0,2885.0,2024.0,861.0,2745.0,,,591.0,168.0,125.0,298.0,0.0,1556.0,,,,7777.0,2453.0,4993.0,-2540.0,2979.0,,3313.0,2286.0,2182.0,104.0,,1027.0,8745.0,,1044.0,1044.0,,205.0,205.0,0.0,0.0,,3808.0,,,3808.0,5057.0,1449.0,1449.0,0.0,0.0,215.0,,,215.0,1664.0,6721.0,0.0,6485.0,,,-2905.0,,6221.0,9801.0,0.0,9801.0,16522.0,
09/29/2002,15376.0,2632.0,1636.0,996.0,2133.0,,,509.0,136.0,123.0,250.0,0.0,1629.0,,,,6903.0,2408.0,,,2612.0,,3453.0,2330.0,2182.0,148.0,,1123.0,8473.0,,798.0,798.0,,0.0,0.0,0.0,0.0,,3516.0,,,3516.0,4314.0,1500.0,1500.0,0.0,0.0,253.0,,,253.0,1753.0,6067.0,0.0,,,,,,9309.0,9309.0,0.0,9309.0,15376.0,
12/29/2002,13469.0,2606.0,1557.0,1049.0,2291.0,,,484.0,119.0,130.0,235.0,0.0,1447.0,,,,6828.0,2321.0,,,2671.0,,1649.0,447.0,326.0,121.0,,1202.0,6641.0,,809.0,809.0,,0.0,0.0,0.0,0.0,,3489.0,,,3489.0,4298.0,1519.0,1519.0,0.0,0.0,379.0,,,379.0,1898.0,6196.0,0.0,,,,,,7273.0,7273.0,0.0,7273.0,13469.0,
03/30/2003,13545.0,2636.0,1838.0,798.0,2296.0,,,397.0,101.0,82.0,214.0,0.0,1302.0,,,,6631.0,2265.0,,,2902.0,,1747.0,432.0,326.0,106.0,,1315.0,6914.0,,870.0,870.0,,0.0,0.0,0.0,0.0,,3454.0,,,3454.0,4324.0,1495.0,1495.0,0.0,0.0,366.0,,,366.0,1861.0,6185.0,0.0,,,,,,7360.0,7360.0,0.0,7360.0,13545.0,
06/30/2003,12985.0,3062.0,2015.0,1047.0,2381.0,,,416.0,114.0,75.0,227.0,0.0,920.0,,,,6779.0,2267.0,4966.0,-2699.0,2679.0,,1260.0,417.0,326.0,91.0,,843.0,6206.0,,903.0,903.0,,0.0,0.0,0.0,0.0,,3226.0,,,3226.0,4129.0,1531.0,1531.0,0.0,0.0,834.0,,,834.0,2365.0,6494.0,0.0,6647.0,,,-3169.0,177.0,2836.0,6491.0,0.0,6491.0,12985.0,
09/28/2003,12113.0,2520.0,1481.0,1039.0,1905.0,,,426.0,133.0,73.0,220.0,0.0,890.0,,,,5741.0,2152.0,,,3006.0,,1214.0,483.0,389.0,94.0,,731.0,6372.0,,780.0,780.0,,263.0,263.0,0.0,0.0,,2866.0,,,2866.0,3909.0,1215.0,1215.0,0.0,0.0,826.0,,,826.0,2041.0,5950.0,0.0,,,,,,6163.0,6163.0,0.0,6163.0,12113.0,
12/28/2003,12224.0,2160.0,1428.0,732.0,2214.0,,,480.0,120.0,107.0,253.0,0.0,966.0,,,,5820.0,2115.0,,,3001.0,,1288.0,586.0,466.0,120.0,,702.0,6404.0,,906.0,906.0,,263.0,263.0,0.0,0.0,,2796.0,,,2796.0,3965.0,1214.0,1214.0,0.0,0.0,806.0,,,806.0,2020.0,5985.0,0.0,,,,,,6239.0,6239.0,0.0,6239.0,12224.0,
