Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2007,5620.642667,,-2276.642688,,3343.999979,,-1616.242519,1746.584658,1383.074916,363.509742,-130.342139,1727.75746,282.407967,,,-1.448246,-280.959721,2010.165427,-269.373753,,1740.791674,0.0,,,1740.791674,-437.370287,1303.421386,0.0,0.0,1303.421386,1303.421386,-324.079652,975.726796,1.340003,1.340003,1.003705,975.726796,1.340003,1.340003,1.003705,
03/31/2008,4780.0,,-2044.0,,2736.0,,-1667.0,1746.0,1370.0,376.0,-79.0,1069.0,-274.0,,,-1.0,275.0,795.0,-132.0,,663.0,0.0,,,663.0,-290.0,373.0,0.0,0.0,373.0,373.0,25.0838,1541.968249,0.243818,0.243818,0.258166,1541.968249,0.243818,0.243818,0.258166,
06/30/2008,5789.0,,-2424.0,,3365.0,,-1870.0,1975.0,1621.0,354.0,-105.0,1495.0,-291.0,,,-2.0,293.0,1204.0,-100.0,,1104.0,0.0,,,1104.0,-268.0,836.0,0.0,0.0,836.0,836.0,10.5616,1535.57004,0.543902,0.543902,0.551301,1535.57004,0.543902,0.543902,0.551301,
09/30/2008,6061.0,,-2559.0,,3502.0,,-1831.0,1935.0,1595.0,340.0,-104.0,1671.0,-398.0,262.0,,-1.0,137.0,1273.0,-275.0,,998.0,0.0,,,998.0,-308.0,690.0,0.0,0.0,690.0,690.0,102.9756,1529.171832,0.450126,0.450126,0.518565,1529.171832,0.450126,0.450126,0.518565,
12/31/2008,6884.0,,-3314.0,,3570.0,,-1905.0,2057.0,1650.0,407.0,-152.0,1665.0,-1136.0,493.0,,-56.0,699.0,529.0,-167.0,,362.0,0.0,,,362.0,-333.0,29.0,0.0,0.0,29.0,29.0,366.10586,999.0,0.03,0.03,0.395501,999.0,0.03,0.03,0.395501,
03/31/2009,8197.0,8197.0,-4007.0,4007.0,4190.0,,-2119.0,2145.0,1642.0,503.0,-26.0,2071.0,-736.0,,,-105.0,841.0,1335.0,-342.0,,993.0,0.0,0.0,0.0,993.0,-277.0,716.0,0.0,0.0,716.0,749.005,33.005,1582.0,0.45,0.45,0.473454,1582.0,0.45,0.45,0.473454,
06/30/2009,9501.0,9501.0,-4383.0,4383.0,5118.0,,-2260.0,2490.0,1903.0,587.0,-230.0,2858.0,-1029.0,,,-123.0,1152.0,1829.0,-478.0,,1351.0,0.0,0.0,0.0,1351.0,-280.0,1071.0,0.0,0.0,1071.0,1099.3843,28.3843,1582.0,0.68,0.68,0.694933,1582.0,0.68,0.68,0.694933,
09/30/2009,9763.0,9763.0,-4505.0,4505.0,5258.0,,-2004.0,2533.0,2005.0,528.0,-529.0,3254.0,-809.0,816.0,,-157.0,150.0,2445.0,-601.0,,1844.0,0.0,0.0,0.0,1844.0,-298.0,1546.0,0.0,0.0,1546.0,1270.7383,-275.2617,1583.0,0.98,0.98,0.802741,1583.0,0.98,0.98,0.802741,
12/31/2009,9297.0,9297.0,-4304.0,4304.0,4993.0,,-1606.0,2804.0,2112.0,692.0,-1198.0,3387.0,-1332.0,820.0,,-128.0,640.0,2055.0,-365.0,,1690.0,0.0,0.0,0.0,1690.0,-410.0,1280.0,0.0,0.0,1280.0,882.6642,-397.3358,1584.0,0.81,0.81,0.557238,1584.0,0.81,0.81,0.557238,
03/31/2010,8327.0,8327.0,-3718.0,3718.0,4609.0,,-2185.0,2225.0,1722.0,503.0,-40.0,2424.0,-1224.0,713.0,,-95.0,606.0,1200.0,-355.0,,845.0,0.0,0.0,0.0,845.0,-370.0,475.0,0.0,0.0,475.0,781.9465,306.9465,1591.0,0.3,0.3,0.491481,1591.0,0.3,0.3,0.491481,
06/30/2010,9174.0,9174.0,-4112.0,4112.0,5062.0,,-2458.0,2444.0,1953.0,491.0,14.0,2604.0,-633.0,673.0,,-138.0,98.0,1971.0,-470.0,,1501.0,0.0,0.0,0.0,1501.0,-352.0,1149.0,0.0,0.0,1149.0,1405.7789,256.7789,1591.0,0.72,0.72,0.883582,1591.0,0.72,0.72,0.883582,
09/30/2010,9323.0,9323.0,-4130.0,4130.0,5193.0,,-2305.0,2464.0,1984.0,480.0,-159.0,2888.0,-481.0,664.0,,-162.0,-21.0,2407.0,-547.0,,1860.0,0.0,0.0,0.0,1860.0,-426.0,1434.0,0.0,0.0,1434.0,1472.9459,38.9459,1591.0,0.9,0.9,0.925799,1591.0,0.9,0.9,0.925799,
12/31/2010,9473.0,9473.0,-4192.0,4192.0,5281.0,,-2300.0,2452.0,1966.0,486.0,-152.0,2981.0,-876.0,665.0,,-126.0,337.0,2105.0,-548.0,,1557.0,0.0,0.0,0.0,1557.0,-589.0,968.0,0.0,0.0,968.0,1074.2761,106.2761,1592.0,0.61,0.61,0.674797,1592.0,0.61,0.61,0.674797,
03/31/2011,9003.0,9003.0,-3899.0,3899.0,5104.0,,-2390.0,2454.0,1934.0,520.0,-64.0,2714.0,-816.0,657.0,,-110.0,269.0,1898.0,-427.0,,1471.0,0.0,0.0,0.0,1471.0,-507.0,964.0,0.0,0.0,964.0,1102.149,138.149,1593.0,0.61,0.61,0.69187,1593.0,0.61,0.61,0.69187,
06/30/2011,9952.0,9952.0,-4332.0,4332.0,5620.0,,-2625.0,2696.0,2227.0,469.0,-71.0,2995.0,-711.0,619.0,,-152.0,244.0,2284.0,-369.0,,1915.0,0.0,0.0,0.0,1915.0,-465.0,1450.0,0.0,0.0,1450.0,1620.3058,170.3058,1594.0,1.0,1.0,1.016503,1594.0,1.0,1.0,1.016503,
09/30/2011,10217.0,10217.0,-4389.0,4389.0,5828.0,,-2620.0,2742.0,2242.0,500.0,-122.0,3208.0,-741.0,561.0,,-200.0,380.0,2467.0,-434.0,,2033.0,0.0,0.0,0.0,2033.0,-442.0,1591.0,0.0,0.0,1591.0,1701.2367,110.2367,1594.0,1.0,1.0,1.067275,1594.0,1.0,1.0,1.067275,
12/31/2011,9873.0,9873.0,-4013.0,4013.0,5860.0,,-2448.0,2607.0,2053.0,554.0,-159.0,3412.0,-246.0,496.0,,-161.0,-89.0,3166.0,-626.0,,2540.0,0.0,0.0,0.0,2540.0,-690.0,1850.0,0.0,0.0,1850.0,1717.7539,-132.2461,1595.0,1.16,1.16,1.076962,1595.0,1.16,1.16,1.076962,
03/31/2012,9332.0,9332.0,-3849.0,3849.0,5483.0,,-2569.0,2718.0,2206.0,512.0,-149.0,2914.0,-296.0,448.0,,-126.0,-26.0,2618.0,-427.0,,2191.0,0.0,0.0,0.0,2191.0,-525.0,1666.0,0.0,0.0,1666.0,1650.1576,-15.8424,1598.0,1.042553,1.042553,1.032639,1598.0,1.042553,1.042553,1.032639,
06/30/2012,9871.0,9871.0,-4203.0,4203.0,5668.0,,-2760.0,2904.0,2382.0,522.0,-144.0,2908.0,-255.0,435.0,,-202.0,22.0,2653.0,-305.0,,2348.0,0.0,0.0,0.0,2348.0,-408.0,1940.0,0.0,0.0,1940.0,1941.3202,1.3202,1599.0,1.22,1.22,1.214084,1599.0,1.22,1.22,1.214084,
09/30/2012,10269.0,10269.0,-4271.0,4271.0,5998.0,,-2709.0,2883.0,2283.0,600.0,-174.0,3289.0,-519.0,466.0,,-170.0,223.0,2770.0,-456.0,,2314.0,0.0,0.0,0.0,2314.0,-496.0,1818.0,0.0,0.0,1818.0,1831.86,13.86,1599.0,1.13,1.13,1.145629,1599.0,1.13,1.13,1.145629,
12/31/2012,10287.0,10287.0,-4100.0,4100.0,6187.0,,-2551.0,2736.0,2170.0,566.0,-185.0,3636.0,-672.0,453.0,,-126.0,345.0,2964.0,-492.0,,2472.0,0.0,0.0,0.0,2472.0,-736.0,1736.0,0.0,0.0,1736.0,1755.5813,19.5813,1600.0,1.09,1.09,1.097238,1600.0,1.09,1.09,1.097238,
03/31/2013,9169.0,9169.0,-3904.0,3904.0,5265.0,,-2540.0,2707.0,2216.0,491.0,-167.0,2725.0,135.0,443.0,,-167.0,-411.0,2860.0,-333.0,,2527.0,0.0,0.0,0.0,2527.0,-476.0,2051.0,0.0,0.0,2051.0,1920.9603,-130.0397,1602.0,1.280275,1.280275,1.199101,1602.0,1.280275,1.280275,1.199101,
06/30/2013,10587.0,10587.0,-4451.0,4451.0,6136.0,,3348.0,3172.0,2589.0,583.0,-6520.0,9484.0,-1126.0,457.0,,-116.0,785.0,8358.0,-516.0,,7842.0,0.0,0.0,0.0,7842.0,-384.0,7458.0,0.0,0.0,7458.0,1275.3552,-6182.6448,1606.0,4.64,4.64,0.794119,1606.0,4.64,4.64,0.794119,
09/30/2013,11729.0,11729.0,-4757.0,4757.0,6972.0,,-3090.0,3354.0,2691.0,663.0,-264.0,3882.0,-387.0,430.0,,-5.0,-38.0,3495.0,-699.0,,2796.0,0.0,0.0,0.0,2796.0,-430.0,2366.0,0.0,0.0,2366.0,2272.66,-93.34,1613.0,1.44,1.44,1.408965,1613.0,1.44,1.44,1.408965,
12/31/2013,11711.0,11711.0,-4482.0,4482.0,7229.0,,-2877.0,3326.0,2524.0,802.0,-449.0,4352.0,-531.0,389.0,,-6.0,148.0,3821.0,-468.0,,3353.0,0.0,0.0,0.0,3353.0,-834.0,2519.0,0.0,0.0,2519.0,2494.3249,-24.6751,1617.0,1.54,1.54,1.542563,1617.0,1.54,1.54,1.542563,
03/31/2014,10605.0,10605.0,-4287.0,4287.0,6318.0,,-3211.0,3394.0,2705.0,689.0,-183.0,3107.0,-889.0,441.0,,-8.0,456.0,2218.0,-419.0,,1799.0,0.0,0.0,0.0,1799.0,-427.0,1372.0,0.0,0.0,1372.0,1405.6651,33.6651,1631.0,0.84,0.84,0.861842,1631.0,0.84,0.84,0.861842,
06/30/2014,12201.0,12201.0,-4867.0,4867.0,7334.0,,-3366.0,3796.0,3126.0,670.0,-430.0,3968.0,-110.0,442.0,,-3.0,-329.0,3858.0,-647.0,,3211.0,0.0,0.0,0.0,3211.0,-393.0,2818.0,0.0,0.0,2818.0,2697.2017,-120.7983,1632.0,1.73,1.73,1.652697,1632.0,1.73,1.73,1.652697,
09/30/2014,12239.0,12239.0,-4966.0,4966.0,7273.0,,-3312.0,3659.0,3008.0,651.0,-347.0,3961.0,-261.0,377.0,,-2.0,-114.0,3700.0,-684.0,,3016.0,0.0,0.0,0.0,3016.0,-517.0,2499.0,0.0,0.0,2499.0,2387.4431,-111.5569,1633.0,1.53,1.53,1.461998,1633.0,1.53,1.53,1.461998,
12/31/2014,12018.0,12018.0,-4636.0,4636.0,7382.0,,-3307.0,3536.0,2755.0,781.0,-229.0,4075.0,-50.0,374.0,,4.0,-328.0,4025.0,-749.0,,3276.0,0.0,0.0,0.0,3276.0,-749.0,2527.0,0.0,0.0,2527.0,2505.4384,-21.5616,1634.0,1.54,1.54,1.533316,1634.0,1.54,1.54,1.533316,
03/31/2015,10453.0,10453.0,-4200.0,4200.0,6253.0,,-3049.0,3290.0,2645.0,645.0,-241.0,3204.0,487.0,408.0,,-1.0,-894.0,3691.0,-593.0,,3098.0,0.0,0.0,0.0,3098.0,-417.0,2681.0,0.0,0.0,2681.0,2426.2014,-254.7986,1642.0,1.63,1.63,1.477589,1642.0,1.63,1.63,1.477589,
06/30/2015,11052.0,11052.0,-4462.0,4462.0,6590.0,,-3188.0,3441.0,2823.0,618.0,-253.0,3402.0,-607.0,352.0,,-7.0,262.0,2795.0,-532.0,,2263.0,0.0,0.0,0.0,2263.0,-334.0,1929.0,0.0,0.0,1929.0,1955.404,26.404,1640.0,1.18,1.18,1.19232,1640.0,1.18,1.18,1.19232,
09/30/2015,11376.0,11376.0,-4444.0,4444.0,6932.0,,-3232.0,3527.0,2912.0,615.0,-295.0,3700.0,-1133.0,338.0,,-4.0,799.0,2567.0,-795.0,,1772.0,0.0,0.0,0.0,1772.0,-397.0,1375.0,0.0,0.0,1375.0,1547.2861,172.2861,1639.0,0.84,0.84,0.944043,1639.0,0.84,0.84,0.944043,
12/31/2015,10723.0,10723.0,-4031.0,4031.0,6692.0,,-3094.0,3474.0,2792.0,682.0,-380.0,3598.0,-190.0,368.0,,2.0,-180.0,3408.0,-674.0,,2734.0,0.0,0.0,0.0,2734.0,-447.0,2287.0,0.0,0.0,2287.0,2543.3943,256.3943,1638.0,1.4,1.4,1.552744,1638.0,1.4,1.4,1.552744,
03/31/2016,9400.0,9400.0,-3778.0,3778.0,5622.0,,-2963.0,3092.0,2537.0,555.0,-129.0,2659.0,-1902.0,681.0,,-1.0,1222.0,757.0,-338.0,,419.0,0.0,0.0,0.0,419.0,-287.0,132.0,0.0,0.0,132.0,605.9518,473.9518,1641.0,0.08,0.08,0.369258,1641.0,0.08,0.08,0.369258,
06/30/2016,10806.0,10806.0,-4225.0,4225.0,6581.0,,-3465.0,3619.0,,,-154.0,3116.0,-2209.0,896.0,,-1.0,1314.0,907.0,-497.0,,410.0,0.0,0.0,0.0,410.0,-258.0,152.0,0.0,0.0,152.0,1741.0,1589.0,1641.0,0.09,0.09,1.058312,1641.0,0.09,0.09,1.058312,
09/30/2016,11109.0,11109.0,-4393.0,4393.0,6716.0,,-3640.0,3649.0,3052.0,597.0,-9.0,3076.0,-1901.0,881.0,,-3.0,1023.0,1175.0,-225.0,225.0,950.0,0.0,0.0,0.0,950.0,-393.0,557.0,0.0,0.0,557.0,1277.528,720.528,1642.0,0.34,0.34,0.778032,1642.0,0.34,0.34,0.778032,
12/31/2016,14202.0,14202.0,-5407.0,5407.0,8795.0,,-4764.0,4811.0,,4811.0,-47.0,4031.0,-2537.0,1091.0,,-10.0,1456.0,1494.0,-553.0,,941.0,-48.0,-48.0,0.0,989.0,-589.0,400.0,0.0,0.0,400.0,765.8827,413.8827,1904.761905,0.21,0.1848,0.402088,1904.761905,0.21,0.1848,0.402088,
03/31/2017,12922.0,12922.0,-5229.0,5229.0,7693.0,,-4193.0,4228.0,0.0,4228.0,-35.0,3500.0,-1339.0,1113.0,,-54.0,280.0,2161.0,-418.0,,1743.0,-28.0,-28.0,0.0,1771.0,-366.0,1405.0,0.0,0.0,1405.0,1457.5322,80.5322,1970.0,0.71,0.698985,0.739864,1970.0,0.71,0.698985,0.739864,
06/30/2017,14182.0,14182.0,-5444.0,5444.0,8738.0,,-4466.0,4551.0,,,-85.0,4272.0,-1868.0,999.0,,-70.0,939.0,2404.0,-575.0,,1829.0,0.0,0.0,0.0,1829.0,-327.0,1502.0,0.0,0.0,1502.0,1750.1976,248.1976,1970.0,0.76,0.76,0.885989,1970.0,0.76,0.76,0.885989,
09/30/2017,14740.0,14740.0,-5546.0,5546.0,9194.0,0.0,-4686.0,4652.0,,,34.0,4508.0,-870.0,1026.0,,-88.0,-68.0,3638.0,-1494.0,,2144.0,0.0,0.0,0.0,2144.0,-89.0,2055.0,0.0,0.0,2055.0,2051.668,-3.332,1970.0,1.04,1.04,1.038309,1970.0,1.04,1.04,1.038309,
12/31/2017,14600.0,14600.0,-5166.0,5166.0,9434.0,,-4562.0,4668.0,,4668.0,-106.0,4872.0,-2000.0,968.0,,-217.0,1249.0,2872.0,569.0,,3441.0,0.0,0.0,0.0,3441.0,-404.0,3037.0,0.0,0.0,3037.0,1762.0259,-1274.9741,1972.077922,1.54,1.54,0.893487,1972.077922,1.54,1.54,0.893487,
03/31/2018,13095.0,13095.0,-5004.0,5004.0,8091.0,0.0,-4227.0,4320.0,3598.0,722.0,-93.0,3864.0,-1850.0,993.0,,-57.0,914.0,2014.0,-666.0,,1348.0,0.0,0.0,0.0,1348.0,-329.0,1019.0,0.0,0.0,1019.0,1321.285,302.285,2019.0,0.52,0.52,0.66972,2019.0,0.52,0.52,0.66972,
06/30/2018,13992.0,13992.0,-5163.0,5163.0,8829.0,,-4403.0,4519.0,,,-116.0,4426.0,-1429.0,1010.0,,-36.0,455.0,2997.0,-753.0,,2244.0,0.0,0.0,0.0,2244.0,-309.0,1935.0,0.0,0.0,1935.0,2074.613,139.613,1975.0,0.98,0.98,1.05069,1975.0,0.98,0.98,1.05069,
09/30/2018,12916.0,12916.0,-4861.0,4861.0,8055.0,0.0,-3932.0,4096.0,,,-164.0,4123.0,-2360.0,941.0,,-32.0,1451.0,1763.0,-605.0,,1158.0,-99.0,-99.0,0.0,1257.0,-298.0,959.0,0.0,0.0,959.0,1315.6174,455.6174,1975.0,0.49,0.435443,0.666135,1975.0,0.49,0.435443,0.666135,
12/31/2018,13792.0,13792.0,-5063.0,5063.0,8729.0,,-4340.0,4086.0,,,254.0,4389.0,-3028.0,935.0,,-27.0,2120.0,1361.0,-678.0,,683.0,-157.0,-157.0,0.0,840.0,-384.0,456.0,0.0,0.0,456.0,1253.0704,954.0704,1986.956521,0.23,0.150481,0.630648,1986.956521,0.23,0.150481,0.630648,
03/31/2019,12224.0,12224.0,-4777.0,4777.0,7447.0,0.0,-3824.0,3938.0,3290.0,648.0,-114.0,3623.0,809.0,998.0,,-53.0,-1754.0,4432.0,-671.0,,3761.0,-121.0,-121.0,0.0,3882.0,-311.0,3571.0,0.0,0.0,3571.0,2717.5766,-732.4234,2019.0,1.768697,1.708767,1.346001,2019.0,1.768697,1.708767,1.346001,
06/30/2019,13599.0,13599.0,-5176.0,5176.0,8423.0,0.0,-3968.0,4139.0,,,-171.0,4455.0,-916.0,996.0,,-9.0,-71.0,3539.0,-894.0,,2645.0,-115.0,-115.0,0.0,2760.0,-276.0,2484.0,0.0,0.0,2484.0,2346.6202,-22.3798,1980.0,1.25,1.196465,1.185162,1980.0,1.25,1.196465,1.185162,
09/30/2019,13172.0,13172.0,-5140.0,5140.0,8032.0,0.0,-3973.0,4193.0,,,-220.0,4059.0,-65.0,886.0,,-31.0,-790.0,3994.0,-768.0,,3226.0,-73.0,-73.0,0.0,3299.0,-296.0,3003.0,0.0,0.0,3003.0,2559.5908,-370.4092,1982.0,1.51,1.478305,1.291418,1982.0,1.51,1.478305,1.291418,
12/31/2019,13334.0,13334.0,-5269.0,5269.0,8065.0,,-4101.0,4149.0,,,-48.0,3964.0,-3150.0,956.0,,-58.0,2252.0,814.0,-454.0,,360.0,-114.0,-114.0,0.0,474.0,-360.0,114.0,0.0,0.0,114.0,630.973,630.973,1900.0,0.06,0.0,0.332091,1900.0,0.06,0.0,0.332091,
03/31/2020,11003.0,11003.0,-4573.0,4573.0,6430.0,0.0,-3669.0,3721.0,3099.0,622.0,-52.0,2761.0,-4709.0,915.0,,-13.0,3807.0,-1948.0,-318.0,,-2266.0,-125.0,-125.0,0.0,-2141.0,-109.0,-2250.0,0.0,0.0,-2250.0,-1245.25,1129.75,2019.0,-1.13,-1.176325,-0.616766,2019.0,-1.13,-1.176325,-0.616766,
06/30/2020,10294.0,10294.0,-4524.0,4524.0,5770.0,0.0,-6223.0,3536.0,,,2687.0,-453.0,-850.0,1024.0,,-20.0,-154.0,-1303.0,-174.0,,-1477.0,-1930.0,-1930.0,0.0,453.0,-102.0,351.0,0.0,0.0,351.0,-1565.25,13.75,1995.0,0.18,-0.791479,-0.784586,1995.0,0.18,-0.791479,-0.784586,
