Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Income from Uncon JVs,Disposal of Con Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2004,172.292,167.587,0.0,0.0,0.0,4.705,-64.971,58.32,6.651,85.464,,3.345,18.512,-100.663,68.021,,32.642,-82.151,19.269,,0.0,,0.0,-65.197,,-65.197,,,-65.197,-65.197,36.761,223.578,-0.291607,-0.281253,-0.10368,223.578,-0.291607,-0.281253,-0.10368,,,,,,,,,,,,,,,,,,,,
09/30/2004,180.881,174.946,0.0,0.0,0.0,5.935,-66.699,59.838,6.861,81.569,,5.134,27.479,-116.525,65.631,,50.894,-89.046,30.396,,0.0,,0.0,-60.122,,-60.122,,,-60.122,-60.122,54.468,224.839,-0.2674,-0.260853,-0.001948,224.839,-0.2674,-0.260853,-0.001948,,,,,,,,,,,,,,,,,,,,
12/31/2004,184.696,177.313,0.0,0.0,0.0,7.383,-80.911,18.208,62.703,81.071,,4.18,18.534,-54.477,59.428,,-4.951,-95.371,20.655,,0.0,,0.0,-79.541,-2.366,-81.907,,,-81.907,-81.907,58.696,228.519,-0.358425,-0.337311,-0.080457,228.519,-0.358425,-0.337311,-0.080457,,,,,,,,,,,,,,,,,,,,
03/31/2005,184.355,181.57,0.0,0.0,0.0,2.785,-67.153,60.18,6.973,81.971,,2.202,33.029,-67.668,54.716,,12.952,-34.639,4.338,,0.0,,0.0,-31.561,,-31.561,,,-31.561,-31.561,17.819,230.158,-0.137128,-0.131653,-0.1196,230.158,-0.137128,-0.131653,-0.1196,,,,,,,,,,,,,,,,,,,,
06/30/2005,188.06,184.609,0.0,0.0,0.0,3.451,-68.963,46.599,22.364,84.784,,2.09,32.223,-67.672,53.043,,14.629,-35.449,1.404,,0.0,,0.0,-36.151,,-36.151,,,-36.151,-36.151,17.861,230.793,-0.156638,-0.147513,-0.1411,230.793,-0.156638,-0.147513,-0.1411,,,,,,,,,,,,,,,,,,,,
09/30/2005,264.746,264.746,0.0,0.0,0.0,,-102.37,69.776,32.594,116.752,,2.364,43.26,-72.086,57.651,,14.435,-28.826,7.666,,0.0,,0.0,-22.08,,-22.08,,,-22.08,-22.08,20.507,334.141,-0.06608,-0.063327,-0.0415,334.141,-0.06608,-0.063327,-0.0415,,,,,,,,,,,,,,,,,,,,
12/31/2005,307.625,302.792,0.0,0.0,0.0,4.833,-117.354,71.226,46.128,127.747,,1.69,60.834,-40.465,57.009,,-16.544,-36.64,-19.122,,0.0,,0.0,-90.992,-0.575,-91.567,,,-91.567,-91.567,91.005,414.948,-0.220671,-0.13453,0.008025,414.948,-0.220671,-0.13453,0.008025,,,,,,,,,,,,,,,,,,,,
03/31/2006,320.409,316.259,0.0,0.0,0.0,4.15,-115.854,79.541,36.313,133.261,,2.071,69.223,-68.763,54.257,0.004,14.506,0.46,-1.826,,0.0,,0.0,-1.68,-0.257,-1.941,,,-1.941,-1.941,-20.063,417.379,-0.00465,-0.003889,-0.0011,417.379,-0.00465,-0.003889,-0.0011,,,,,,,,,,,,,,,,,,,,
06/30/2006,325.863,320.169,0.0,0.0,0.0,5.694,-119.738,83.128,36.61,132.811,,2.609,70.705,-49.504,53.69,,-4.186,21.201,-12.936,,0.0,,0.0,7.664,,7.664,,,7.664,7.664,3.43,423.252,0.018107,0.019527,0.0068,423.252,0.018107,0.019527,0.0068,,,,,,,,,,,,,,,,,,,,
09/30/2006,333.467,333.467,0.0,0.0,0.0,,-126.985,84.601,42.384,131.357,,2.961,72.164,-55.038,54.448,,0.59,17.126,-13.35,,0.0,,0.0,3.472,,3.472,,,3.472,3.472,1.05,425.942,0.008151,0.008865,-0.005321,435.138,0.007979,0.008678,-0.005321,,,,,,,,,,,,,,,,,,,,
12/31/2006,337.646,331.237,0.0,0.0,0.0,6.409,-130.331,84.976,45.355,130.622,,3.65,73.043,10.944,53.248,,-64.192,30.739,-11.67,,0.0,,0.0,19.717,-0.784,18.933,,,18.933,18.933,28.191,431.527,0.043874,0.042373,0.084836,469.099,0.04036,0.04036,0.084836,,,,,,,,,,,,,,,,,,,,
03/31/2007,352.474,346.029,0.0,0.0,0.0,6.445,-132.404,83.761,48.643,130.194,,3.522,86.354,-47.557,53.274,0.002,-5.717,38.797,-17.631,,0.0,,0.0,22.316,-0.088,22.226,,,22.226,22.226,-3.908,421.627,0.05,0.049992,0.05,439.557,0.05,0.047388,0.05,,,,,,,,,,,,,,,,,,,,
06/30/2007,358.423,350.775,0.0,0.0,0.0,7.648,-127.973,85.91,42.063,131.637,,4.132,94.681,-67.995,58.384,,9.611,26.686,-14.566,,0.0,,0.0,-19.991,,-19.991,,,-19.991,-19.991,30.293,417.682,-0.05,0.03,0.03,429.846,-0.05,0.03,0.03,,,,,,,,,,,,,,,,,,,,
09/30/2007,367.585,358.623,0.0,0.0,0.0,8.962,-132.966,83.936,49.03,131.484,,4.841,98.294,-52.56,59.919,,-7.359,45.734,14.483,,0.0,,0.0,59.628,,59.628,,,59.628,59.628,-0.089,410.071,0.15,0.15,0.15,418.012,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,
12/31/2007,378.112,370.548,0.0,0.0,0.0,7.564,-136.59,89.843,46.747,129.613,,3.677,108.232,-2.362,64.247,,-61.885,41.623,-42.095,,0.0,,0.0,-5.297,-0.25,-5.547,,,-5.547,-5.547,41.3598,403.288,-0.013754,-0.00179,0.100766,416.901,-0.013754,-0.013754,0.085453,,,,,,,,,,,,,,,,,,,,
03/31/2008,382.184,373.983,0.0,0.0,0.0,8.201,-135.84,86.931,48.909,97.072,,3.627,145.645,-62.602,65.514,,-2.912,83.043,-40.801,,0.0,,0.0,42.228,-0.073,42.155,,,42.155,42.155,0.814,397.128,0.11,0.11,0.11,421.622,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,
06/30/2008,393.728,393.728,,,,,-133.736,91.952,41.784,99.697,,4.922,155.373,-60.065,62.508,,-2.443,95.308,-44.535,,-108.111,,,158.884,-0.098,158.786,,,158.786,158.786,0.794,396.935,0.4,0.13,0.13,421.617,0.38,0.12,0.12,,,,,,,,,,,,,,,,,,,,
09/30/2008,409.268,394.396,0.0,0.0,0.0,14.872,-138.415,93.696,44.719,104.389,,10.161,156.303,-60.779,63.546,,-2.767,95.524,-34.918,,0.0,,0.0,60.561,-0.095,60.466,,,60.466,60.466,2.895,393.567,0.15,0.15,0.15,416.541,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,
12/31/2008,408.324,394.313,0.0,0.0,0.0,14.011,-135.407,90.445,44.962,104.174,,8.121,160.622,-0.561,62.016,,-61.455,98.045,-15.255,,0.0,,0.0,85.742,0.097,85.839,,,85.839,85.839,11.59,396.158,0.216679,0.209227,0.238483,413.648,0.207517,0.207517,0.235536,,,,,,,,,,,,,,,,,,,,
03/31/2009,408.678,395.947,0.0,0.0,0.0,12.731,-147.721,90.09,57.631,99.868,,7.615,153.474,-60.688,61.568,,-0.88,92.786,-37.107,,0.0,,0.0,58.759,-0.158,58.601,,,58.601,58.601,3.189,397.18,0.15,0.14,0.14,408.25,0.15,0.14,0.14,,,,,,,,,,,,,,,,0.0,,,,
06/30/2009,423.358,406.751,0.0,0.0,0.0,16.607,-142.191,92.33,49.861,102.463,,10.243,168.461,-65.612,62.654,,2.958,102.849,-51.428,,0.0,,0.0,56.488,-0.199,56.289,,,56.289,56.289,8.008,397.418,0.14,0.13,0.13,408.832,0.14,0.13,0.13,,,,,,,,,,,,,,,,0.0,,,,
09/30/2009,444.105,430.525,0.0,0.0,0.0,13.58,-148.993,101.128,47.865,105.543,,7.466,182.103,-63.176,64.122,,-0.946,118.927,-51.348,,0.0,,0.0,67.578,-0.223,67.355,,,67.355,67.355,3.417,397.315,0.17,0.17,0.17,405.728,0.17,0.17,0.17,,,,,,,,,,,,,,,,0.0,,,,
12/31/2009,447.973,435.197,0.0,0.0,0.0,12.776,-146.779,100.442,46.337,106.745,,7.061,187.388,-19.004,61.459,,-42.455,106.925,-42.682,,0.0,,0.0,64.302,0.048,64.35,,,64.35,64.35,22.748,401.587,0.160239,0.160092,0.160092,404.982,0.158896,0.158896,0.158896,,,,,,,,,,,,,,,,0.0,,,,
03/31/2010,454.434,443.818,,0.0,0.0,10.616,-275.585,100.424,53.527,110.835,,10.799,178.849,-54.02,58.417,,-4.397,124.829,-28.389,,-0.043,-0.043,0.0,96.483,-0.165,96.318,,,96.318,96.275,,402.346,0.24,0.24,0.24,406.08,0.24,0.24,0.24,,,,,,,,,,,,,,,,0.0,,,,
06/30/2010,469.937,456.481,,0.0,0.0,13.456,-281.221,105.773,53.582,110.403,,11.463,188.716,-58.549,56.074,,2.475,130.167,-30.352,,-0.004,-0.004,0.0,99.819,-0.154,99.665,,8503.052,99.665,99.661,,402.733,0.25,0.25,0.25,405.024,0.25,0.25,0.25,,,,,,,,,,,,,,,,0.0,,,,
09/30/2010,513.322,499.821,,0.0,0.0,13.501,-299.95,115.39,57.295,115.383,,11.882,213.372,-49.129,62.904,,-13.775,164.243,-70.649,,-0.007,-0.007,0.0,93.601,-0.162,93.439,,8548.78,93.439,93.432,,400.602,0.23,0.23,0.23,403.455,0.23,0.23,0.23,,,,,,,,,,,,,,,,0.0,,,,
12/31/2010,547.642,536.253,,0.0,0.0,11.389,-344.201,126.042,65.365,124.105,,28.689,203.441,-66.615,68.623,,3.409,136.826,-53.099,,0.024,0.024,0.0,83.703,-0.189,83.514,,,83.514,85.424,1.886,398.927,0.209347,0.209407,0.214134,401.729,0.207886,0.207946,0.212641,,,,,,,,,,,,,,,,0.0,,,,
03/31/2011,562.695,546.655,0.0,0.0,0.0,16.04,-344.395,127.859,66.132,131.231,,19.173,218.3,-54.916,74.427,,-19.51,163.384,-71.423,91.961,0.0,0.0,0.0,91.961,-0.119,91.842,,15.019,91.842,91.842,0.0,397.768,0.23,0.23,0.23,401.899,0.23,0.23,0.23,,114.209,,,60.791,266.961,0.0,266.961,-22.704,12.358,2.502,-12.837,261.299,0.664249,0.650161,0.0,0.0,0.0,0.0,
06/30/2011,597.235,583.839,0.0,0.0,0.0,13.396,-371.446,144.33,72.321,138.558,,16.237,225.789,-46.741,74.512,,-27.76,179.048,-65.877,113.171,0.0,0.0,0.0,113.171,2.04,115.211,,4.436,115.211,115.211,0.0,396.599,0.29,0.29,0.29,400.25,0.29,0.29,0.29,,119.025,,,54.187,286.383,,286.383,-22.353,11.687,2.963,-20.286,262.83,0.71551,0.656665,0.0,0.0,0.0,0.0,
09/30/2011,630.403,614.808,0.0,0.0,0.0,15.595,-402.098,160.265,76.476,142.113,,23.244,228.305,-223.35,77.796,,145.556,4.955,-24.681,-19.726,0.0,0.0,0.0,-19.726,4.025,-15.701,,179.519,-15.701,-15.701,0.0,395.183,-0.04,-0.04,-0.04,395.183,-0.04,-0.04,-0.04,,123.715,,,8.499,112.488,,112.488,-24.818,12.14,2.813,-24.495,257.647,0.284648,0.651969,0.0,0.0,0.0,0.0,
12/31/2011,653.199,640.883,0.0,0.0,0.0,12.316,-405.461,157.818,73.895,143.615,,30.133,247.738,-88.205,85.119,,3.097,159.533,36.901,196.434,0.0,0.0,0.0,196.434,8.676,205.11,,46.804,205.11,205.11,0.0,393.347,0.52,0.52,0.52,397.724,0.52,0.52,0.52,,124.977,,,-40.57,280.841,0.0,280.841,-43.167,11.252,2.742,-21.898,276.574,0.70612,0.695392,0.35,49.566623,50.33134,49.021137,
03/31/2012,696.517,683.99,0.0,0.0,0.0,12.527,-422.071,163.724,79.584,149.655,,29.108,274.446,-36.84,95.117,,-58.259,237.606,-27.248,210.358,0.0,0.0,0.0,210.358,10.948,221.306,,3.522,221.306,221.704,0.398,393.885,0.56,0.56,0.562865,398.453,0.56,0.56,0.560999,,132.832,6.617,3.815,,353.622,0.398,354.02,-28.768,13.045,1.852,-18.141,325.53,0.888486,0.816985,0.21,23.635707,25.704276,23.391036,
06/30/2012,697.734,682.262,0.0,0.0,0.0,15.472,-427.248,165.06,76.848,172.072,,13.268,270.486,-212.982,100.233,,112.754,57.504,-23.815,33.689,0.0,0.0,0.0,33.689,14.52,48.209,,142.536,48.209,48.209,0.0,394.743,0.12,0.12,0.12,398.811,0.12,0.12,0.12,,152.194,9.856,2.195,,197.934,0.0,197.934,-30.762,13.551,2.41,-19.183,306.486,0.49631,0.768499,0.22,44.327109,28.62722,43.874958,
09/30/2012,713.335,697.554,0.0,0.0,0.0,15.781,-417.783,177.336,81.459,144.061,,14.927,295.552,-50.673,102.272,,-51.597,244.879,-13.054,231.825,0.0,0.0,0.0,231.825,0.264,232.089,,-16.016,232.089,232.089,0.0,395.244,0.59,0.59,0.59,399.487,0.58,0.58,0.58,,122.944,-6.338,1.901,,350.332,0.0,350.332,-32.868,13.058,2.254,-21.457,295.303,0.876955,0.739206,0.23,26.227125,31.114486,25.948563,
12/31/2012,768.374,739.684,0.0,0.0,0.0,28.69,-489.139,180.561,89.41,178.488,,40.68,279.235,-117.895,104.043,,13.862,161.34,-43.187,118.153,0.0,0.0,0.0,118.153,17.526,135.679,,72.401,135.679,135.679,0.0,395.195,0.34,0.34,0.34,399.625,0.34,0.34,0.34,,154.329,,,,272.482,0.0,272.482,-39.707,12.329,14.492,-42.33,289.667,0.681844,0.724847,0.24,35.198655,33.110434,34.808464,
03/31/2013,802.728,777.433,0.0,0.0,0.0,25.295,-503.042,191.295,101.153,185.804,,24.79,299.686,-119.516,111.766,,7.75,180.17,-19.222,160.948,0.0,0.0,0.0,160.948,10.459,171.407,,16.67,171.407,206.705,35.298,395.239,0.43,0.43,0.522987,399.659,0.43,0.43,0.51832,,163.742,2.83,0.269,,327.789,35.298,363.087,-27.125,21.042,7.527,-23.4,357.801,0.908492,0.895266,0.26,28.618854,29.041657,31.350088,
06/30/2013,808.83,789.199,0.0,0.0,0.0,19.631,-496.018,198.217,99.803,184.608,,13.39,312.812,-240.146,100.815,,139.331,72.666,11.447,84.113,0.0,0.0,0.0,84.113,15.708,99.821,0.0,145.285,99.821,102.49,2.669,395.42,0.25,0.25,0.259193,399.458,0.25,0.25,0.256682,,160.61,8.813,2.401,,255.937,2.669,258.606,-26.531,17.055,7.395,-35.599,366.211,0.647392,0.91677,0.27,41.705784,29.451234,41.714719,
09/30/2013,807.88,796.575,0.0,0.0,0.0,11.305,-499.001,195.953,97.781,184.922,,20.345,308.879,-130.071,106.335,,23.736,178.808,-15.586,163.222,0.0,0.0,0.0,163.222,16.901,180.123,0.0,61.928,180.123,180.123,0.0,394.759,0.46,0.46,0.46,398.348,0.45,0.45,0.45,,160.976,10.516,6.16,,340.874,0.0,340.874,-30.993,15.058,7.127,-26.654,367.34,0.855719,0.922159,0.28,32.721017,30.363543,32.42621,
12/31/2013,941.969,923.883,0.0,0.0,0.0,18.086,-649.041,243.277,116.808,244.811,,44.145,292.928,-182.823,139.38,,43.443,110.105,-36.18,73.925,0.0,0.0,0.0,73.925,26.057,99.982,,88.399,99.982,100.716,0.734,394.751,0.25,0.25,0.255138,398.609,0.25,0.25,0.251841,,215.964,18.841,23.645,,332.375,0.734,333.109,-33.283,14.983,0.906,-25.948,378.166,0.835679,0.948714,0.29,34.702338,30.56769,34.442359,
03/31/2014,984.089,960.12,0.0,0.0,0.0,23.969,-630.452,250.835,110.029,245.763,,23.825,353.637,-142.675,143.307,,-0.632,210.962,-17.649,193.313,0.0,0.0,0.0,193.313,9.186,202.499,,40.818,202.499,202.737,0.238,395.146,0.51,0.51,0.513069,399.12,0.51,0.51,0.510596,,217.018,2.446,1.67,,414.447,0.238,414.685,-21.752,24.604,3.417,-22.454,439.318,1.038998,1.100717,0.32,30.798896,29.071971,30.509744,
06/30/2014,1031.457,1005.761,0.0,0.0,0.0,25.696,-628.958,263.184,98.499,245.427,,21.848,402.499,-159.038,146.234,,12.804,243.461,-21.802,221.659,0.0,0.0,0.0,221.659,12.772,234.431,-4.375,53.072,230.056,231.34,1.284,395.872,0.58,0.58,0.584381,399.588,0.58,0.58,0.583213,,219.171,6.965,0.559,,443.979,1.284,445.263,-25.276,18.835,3.176,-21.164,473.906,1.114305,1.185987,0.34,30.512286,28.668116,30.315956,
09/30/2014,1038.188,1011.119,0.0,0.0,0.0,27.069,-653.381,272.355,108.909,249.066,,23.051,384.807,-167.751,143.212,,24.539,217.056,-10.426,206.63,0.0,0.0,0.0,206.63,0.963,207.593,-7.7,71.558,199.893,196.924,-2.969,396.243,0.5,0.5,0.496978,400.397,0.5,0.5,0.492585,,219.977,-4.049,0.626,,415.484,-2.969,412.515,-19.578,18.269,-1.46,-21.506,459.798,1.030265,1.148355,0.36,34.942468,31.349184,34.332846,
12/31/2014,1046.314,1029.854,0.0,0.0,0.0,16.46,-700.335,269.803,129.105,263.546,,37.881,345.979,-151.754,147.481,,4.273,194.225,-12.628,181.597,0.0,0.0,0.0,181.597,-1.21,180.387,-11.813,67.165,168.574,173.494,4.92,396.553,0.43,0.43,0.437505,400.899,0.42,0.42,0.432272,,222.548,-7.177,15.305,,400.46,4.92,405.38,-18.732,18.445,3.489,-34.063,441.684,1.011177,1.101734,0.38,37.579955,34.491089,37.629261,
03/31/2015,1079.19,1062.18,0.0,0.0,0.0,17.01,-659.224,259.257,123.29,263.52,,13.157,419.966,-200.602,147.934,,52.668,219.364,-23.872,195.492,0.0,0.0,0.0,195.492,-2.175,193.317,-9.819,109.672,183.498,187.223,3.725,405.111,0.45,0.45,0.462152,409.399,0.45,0.45,0.459099,,228.828,-7.226,3.681,,410.956,3.725,414.681,-25.074,29.861,3.603,-19.096,513.647,1.012902,1.254637,0.42,41.465025,33.475827,41.402637,
06/30/2015,1174.375,1154.235,0.0,0.0,0.0,20.14,-784.601,314.285,116.338,328.356,,25.622,389.774,-218.638,148.507,,70.131,171.136,-13.956,157.18,0.0,0.0,0.0,157.18,-1.124,156.056,-26.782,42.0,129.274,204.342,75.068,423.154,0.31,0.31,0.482902,426.933,0.3,0.3,0.475831,,291.183,-5.856,6.775,,422.5,75.068,497.568,-21.58,24.045,5.297,-23.074,524.256,1.165448,1.227958,0.44,37.753738,35.83183,44.068109,
09/30/2015,1237.91,1212.849,0.0,0.0,0.0,25.061,-836.985,356.082,114.832,341.096,,24.975,400.925,-208.95,149.787,,59.163,191.975,-94.235,97.74,0.0,0.0,0.0,97.74,5.259,102.999,-26.781,162.708,76.218,77.418,1.2,423.375,0.18,0.18,0.182859,427.227,0.18,0.18,0.182809,,297.263,0.804,1.2,,370.226,0.0,370.226,-22.365,18.345,7.292,-26.545,509.661,0.866579,1.192951,0.46,53.082285,38.559831,52.60368,
12/31/2015,1280.041,1251.124,0.0,0.0,0.0,28.917,-877.917,345.812,143.375,352.356,0.0,36.374,402.124,-154.637,149.721,,4.916,247.487,-25.892,221.595,0.0,0.0,0.0,221.595,11.107,232.702,-26.781,54.209,205.921,206.734,0.813,423.736,0.49,0.49,0.487884,427.802,0.48,0.48,0.4819,,311.066,5.849,17.771,,529.5,0.813,530.313,-29.864,18.286,6.383,-37.599,541.728,1.239623,1.266305,0.49,39.528162,38.695246,39.212585,
03/31/2016,1289.047,1267.651,0.0,0.0,0.0,21.396,-837.194,342.29,135.315,341.634,,17.955,451.853,-141.422,159.88,,-18.458,310.431,-29.124,281.307,0.0,0.0,0.0,281.307,-6.148,275.159,-26.781,41.193,248.378,248.378,0.0,424.059,0.59,0.59,0.59,427.888,0.58,0.58,0.58,,297.513,-11.016,4.602,,545.625,0.0,545.625,-16.171,28.079,7.429,-19.391,586.764,1.275158,1.371303,0.51,39.99503,37.190912,39.63713,
06/30/2016,1442.227,1426.192,0.0,0.0,0.0,16.035,-1009.421,452.571,138.234,397.765,,20.851,432.806,-196.832,181.036,,15.796,235.974,-43.51,192.464,0.0,0.0,0.0,192.464,-4.914,187.55,-26.782,85.828,160.768,161.598,0.83,424.909,0.38,0.38,0.380312,429.004,0.37,0.37,0.371935,,360.333,-22.942,5.13,,508.203,-0.83,507.373,-18.76,21.907,4.417,-30.31,570.455,1.182677,1.32972,0.53,44.813603,39.858029,44.313349,
09/30/2016,1514.845,1497.936,0.0,0.0,0.0,16.909,-1035.771,485.525,131.537,397.999,0.0,20.71,479.074,-193.302,190.16,,3.142,285.772,-22.037,263.735,0.0,0.0,0.0,263.735,0.774,264.509,-26.781,100.246,237.728,237.728,0.0,425.517,0.56,0.56,0.56,429.925,0.55,0.55,0.55,,355.721,-27.224,12.15,,577.601,0.0,577.601,-16.831,20.226,5.578,-30.483,656.337,1.343492,1.526631,0.55,40.938078,36.027033,40.518342,
12/31/2016,1539.6,1521.3,0.0,0.0,0.0,18.3,-1050.3,482.3,138.3,388.2,0.0,41.5,489.3,-195.6,186.0,,9.6,293.7,-60.8,232.853,0.0,0.0,0.0,232.9,-3.7,229.2,-26.781,131.309,202.4,202.062,-0.338,426.071,0.48,0.48,0.474245,429.896,0.47,0.47,0.469214,,345.36,-26.951,32.583,,557.064,-0.338,556.726,-12.134,19.686,5.715,-46.503,654.799,1.295025,1.523157,0.51,39.381484,33.483093,38.864475,
03/31/2017,1616.2,1594.1,0.0,0.0,0.0,22.1,-1084.8,486.2,164.8,421.1,,12.7,531.4,-197.2,183.7,,13.5,334.2,-26.8,307.4,0.0,0.0,0.0,307.4,8.7,316.1,-26.8,7.2,289.3,344.7,55.4,427.279,0.68,0.68,0.806733,430.199,0.67,0.67,0.798778,,378.0,-31.7,7.4,,634.3,55.4,689.7,-34.9,36.2,6.0,-23.7,680.5,1.603212,1.581826,0.62,38.672376,39.195206,41.620684,
