Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1995,1627,,-1477.0,,150.0,,-17.0,,,,,133.0,-11.0,,36.0,,0.0,,-25.0,122.0,-41.0,,,81.0,0.0,,,81.0,0.0,81.0,-7.0,,74.0,74.0,,76.561996,0.99,0.99,,87.484001,0.95,0.95,0.95,
09/30/1995,1620,,-1452.0,,168.0,,-23.0,,,,,145.0,-10.0,,32.0,,0.0,,-22.0,135.0,-49.0,,,86.0,1.0,,,85.0,0.0,85.0,-6.0,,79.0,79.0,,80.699997,0.98,0.99,,90.008003,0.94,0.95,0.95,
12/31/1995,1648,,-1529.0,,119.0,,-18.0,,,,,101.0,-21.0,,,,0.0,,21.0,80.0,-18.0,,,62.0,2.0,,,60.0,0.0,61.0,-5.0,,56.0,56.0,,82.800003,0.67,0.68,0.68,82.800003,0.67,0.68,0.68,
03/31/1996,1591,,-1493.0,,98.0,,-17.0,,,,,81.0,-20.0,,29.0,,0.0,,-9.0,61.0,-15.0,,,46.0,0.0,,,46.0,0.0,46.0,-6.0,,40.0,40.0,,83.196999,0.49,0.49,0.49,85.029999,0.48,0.48,0.48,
06/30/1996,1580,,-1559.0,,21.0,,-20.0,,,,,1.0,39.0,,29.0,,0.0,,-68.0,40.0,-8.0,,,32.0,0.0,,,32.0,0.0,32.0,-5.0,,27.0,27.0,,83.653,0.32,0.32,0.05,83.653,0.32,0.32,0.05,
09/30/1996,1611,,-1492.0,,119.0,,-16.0,,,,,103.0,-10.0,,30.0,,0.0,,-20.0,93.0,-23.0,,,70.0,0.0,,,70.0,0.0,70.0,-6.0,,64.0,64.0,,84.487,0.76,0.76,0.75,86.421997,0.75,0.75,0.75,
12/31/1996,1751,,-1577.0,,174.0,,-13.0,,,,,161.0,12.0,,0.0,,0.0,,-12.0,173.0,-46.0,,,127.0,2.0,,,125.0,0.0,125.0,-5.0,,120.0,120.0,,84.799004,1.41,1.43,1.43,86.5,1.34,1.36,1.36,
03/31/1997,1619,,-1478.0,,141.0,,-22.0,,,,,119.0,1.0,,11.0,,0.0,,-12.0,120.0,-33.0,,,87.0,0.0,,,87.0,0.0,87.0,-6.0,,81.0,81.0,,85.01,0.96,0.96,0.96,94.581001,0.93,0.93,0.93,
06/30/1997,1715,,-1517.0,,198.0,,-27.0,,,,,171.0,-15.0,,37.0,,0.0,,-22.0,156.0,-59.0,,,97.0,0.0,,,97.0,0.0,97.0,0.0,,97.0,97.0,,85.64,1.13,1.13,1.13,93.75,1.03,1.03,1.03,
09/30/1997,1701,,-1505.0,,196.0,,-33.0,,,,,163.0,12.0,,22.0,,0.0,,-34.0,175.0,-59.0,,,116.0,0.0,,,116.0,0.0,116.0,-2.0,,114.0,114.0,,85.769997,1.32,1.32,1.15,93.952003,1.25,1.25,1.08,
12/31/1997,1779,,-1565.0,,214.0,,-21.0,,,,,193.0,42.0,,,,0.0,,-42.0,235.0,-83.0,,,152.0,0.0,,,152.0,0.0,152.0,0.0,,152.0,152.0,,86.285004,1.74,1.74,1.62,94.274002,1.64,1.64,1.52,
03/31/1998,1670,,-1532.0,,138.0,,-2.0,,,,,136.0,-2.0,,28.0,,0.0,,-26.0,134.0,-47.0,,,87.0,0.0,,,87.0,0.0,87.0,-2.0,,85.0,85.0,,86.599998,0.98,0.98,1.01,94.125,0.95,0.95,0.98,
06/30/1998,1689,,-1508.0,,181.0,,-8.0,,,,,173.0,22.0,,22.0,,0.0,,-44.0,195.0,-59.0,,,136.0,0.0,,,136.0,0.0,136.0,-3.0,,133.0,133.0,,86.953003,1.53,1.53,1.23,94.507004,1.46,1.46,1.16,
09/30/1998,1483,,-1383.0,,100.0,,-9.0,,,,,91.0,4.0,,10.0,,0.0,,-14.0,95.0,-30.0,,,65.0,0.0,,,65.0,0.0,65.0,-2.0,,63.0,63.0,,88.098999,0.72,0.72,0.64,92.359001,0.71,0.71,0.63,
12/31/1998,1342,,-1211.0,,131.0,,-51.0,,,,,80.0,33.0,,,,0.0,,-33.0,113.0,-37.0,,,76.0,0.0,,,76.0,0.0,76.0,-2.0,,74.0,74.0,,88.353996,0.83,0.83,0.65,95.612999,0.81,0.81,0.63,
03/31/1999,1246,,-1213.0,,33.0,,,,,,,33.0,-43.0,,8.0,,0.0,,35.0,-10.0,1.0,,,-9.0,5.0,,,-14.0,0.0,-14.0,-2.0,,-16.0,-16.0,,88.367996,-0.18,-0.13,0.02,88.367996,-0.18,-0.13,0.02,
06/30/1999,1303,,-1296.0,,7.0,,,,,,,7.0,76.0,,20.0,,0.0,,-96.0,83.0,-28.0,,,55.0,0.0,,,55.0,0.0,55.0,-3.0,,52.0,52.0,,88.387001,0.6,0.6,0.35,92.647003,0.59,0.59,0.34,
09/30/1999,1377,,-1268.0,,109.0,,,,,,,109.0,-155.0,,20.0,,0.0,,135.0,-46.0,17.0,,,-29.0,2.0,,,-31.0,0.0,-31.0,-2.0,,-33.0,-33.0,,88.393997,-0.37,-0.35,0.07,88.393997,-0.37,-0.35,0.07,
12/31/1999,1492,,-1425.0,,67.0,,,,,,,67.0,-18.0,,26.0,,0.0,,-8.0,49.0,-15.0,,,34.0,0.0,,,34.0,0.0,34.0,-2.0,,32.0,32.0,,88.418999,0.35,0.35,0.42,88.428001,0.35,0.35,0.42,
03/31/2000,1582,,-1498.0,,84.0,,,,,,,84.0,-17.0,,24.0,,0.0,,-7.0,67.0,-24.0,,,43.0,0.0,,,43.0,0.0,43.0,-2.0,0.0,41.0,41.0,,88.421997,0.45,0.45,0.45,88.43,0.45,0.45,0.45,
06/30/2000,1629,,-1543.0,,86.0,,,,,,,86.0,2.0,,24.0,,0.0,,-26.0,88.0,-32.0,,,56.0,0.0,,,56.0,0.0,56.0,-2.0,,54.0,54.0,,88.499001,0.62,0.62,0.72,92.754997,0.62,0.62,0.72,
09/30/2000,1462,,-1415.0,,47.0,,,,,,,47.0,-14.0,,27.0,,0.0,,-13.0,33.0,-14.0,,,19.0,0.0,,,19.0,0.0,19.0,-2.0,0.0,17.0,17.0,,88.737999,0.19,0.19,0.26,88.737999,0.19,0.19,0.26,
12/31/2000,1417,,-1572.0,,-155.0,,,,,,,-155.0,-34.0,,30.0,,0.0,,4.0,-189.0,50.0,,,-139.0,0.0,,,-139.0,0.0,-139.0,-2.0,,-141.0,-141.0,,88.788002,-1.59,-1.59,-0.67,88.788002,-1.59,-1.59,-0.67,
03/31/2001,1510,,-1622.0,,-112.0,,-43.0,,,,,-155.0,66.0,,,,,,-66.0,-89.0,98.0,,,9.0,0.0,,,9.0,0.0,9.0,-2.0,0.0,7.0,7.0,,89.223,0.1,0.1,-1.1,89.223,0.1,0.1,-1.1,
06/30/2001,1733,,-1678.0,,55.0,,-86.0,,,,,-31.0,-44.0,,48.0,,,,-4.0,-75.0,45.0,,,-30.0,0.0,,,-30.0,0.0,-30.0,-2.0,0.0,-32.0,-32.0,,89.223,-0.34,-0.34,-0.34,89.223,-0.34,-0.34,-0.34,
09/30/2001,1645,,-1613.0,,32.0,,-72.0,,,,,-40.0,-23.0,,38.0,,,,-15.0,-63.0,40.0,,,-23.0,0.0,,,-23.0,0.0,-23.0,-2.0,0.0,-25.0,-25.0,,89.223,-0.26,-0.26,-0.2,89.223,-0.26,-0.26,-0.2,
12/31/2001,1398,,-1531.0,,-133.0,,-135.0,,,,,-268.0,-51.0,67.0,67.0,,,,-16.0,-319.0,145.0,,,-174.0,0.0,,,-174.0,0.0,-174.0,-2.0,0.0,-176.0,-176.0,53.0,89.223,-1.95,-1.95,-1.36,89.223,-1.95,-1.95,-1.36,
03/31/2002,1431,,-1424.0,,7.0,,-71.0,,,,,-64.0,-31.0,34.0,34.0,,,,-3.0,-95.0,12.0,,,-83.0,0.0,,,-83.0,0.0,-83.0,0.0,0.0,-83.0,-83.0,,89.569,-0.93,-0.93,-1.07,89.569,-0.93,-0.93,-1.07,
06/30/2002,1761,,-1660.0,,101.0,,-100.0,,,,,1.0,27.0,19.0,19.0,,,,-46.0,28.0,-1.0,,,27.0,0.0,,,27.0,0.0,27.0,0.0,0.0,27.0,27.0,,95.67,0.28,0.28,0.18,95.675,0.28,0.28,0.18,
09/30/2002,1905,,-1700.0,,205.0,,-74.0,,,,,131.0,-23.0,32.0,32.0,,,,-9.0,108.0,-2.0,,,106.0,0.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,101.926,1.04,1.04,1.0,101.926,1.04,1.04,1.0,
12/31/2002,1852,,-1724.0,,128.0,,-173.0,,,,,-45.0,17.0,,30.0,,,,-47.0,-28.0,39.0,,,11.0,0.0,,,11.0,0.0,11.0,0.0,0.0,11.0,11.0,,102.348999,0.1,0.1,0.42,102.348999,0.1,0.1,0.42,
03/31/2003,1898,,-1822.0,,76.0,,-129.0,,,,,-53.0,-29.0,38.0,38.0,,,,-9.0,-82.0,49.0,,,-33.0,5.0,,,-38.0,0.0,-38.0,-2.0,0.0,-40.0,-40.0,,102.731,-0.4,-0.35,-0.19,102.731,-0.4,-0.35,-0.19,
06/30/2003,2311,,-2178.0,,133.0,,-142.0,,,,,-9.0,9.0,42.0,42.0,,,,-51.0,0.0,3.0,,,3.0,52.0,,,-49.0,0.0,-49.0,-5.0,0.0,-54.0,-54.0,,103.228,-0.51,-0.01,-0.23,103.228,-0.51,-0.01,-0.23,
09/30/2003,2506,,-2883.0,,-377.0,,-319.0,,,,,-696.0,-24.0,26.0,26.0,,,,-2.0,-720.0,366.0,,,-354.0,0.0,,,-354.0,0.0,-354.0,-4.0,0.0,-358.0,-358.0,,103.321,-3.47,-3.47,0.45,103.321,-3.47,-3.47,0.45,
12/31/2003,2613,,-2444.0,,169.0,,-252.0,,,,,-83.0,25.0,24.0,24.0,,,,-49.0,-58.0,36.0,,,-22.0,0.0,,,-22.0,0.0,-22.0,-5.0,0.0,-27.0,-27.0,23.0,103.423,-0.26,-0.26,-0.03,103.423,-0.26,-0.26,-0.03,
03/31/2004,2906,,-2622.0,,284.0,,-190.0,,,,,94.0,5.0,52.0,52.0,,,,-57.0,99.0,-51.0,,,48.0,-14.0,,,62.0,-4.0,58.0,-4.0,0.0,54.0,54.0,,106.653,0.51,0.38,0.47,123.254,0.47,0.36,0.44,
06/30/2004,3448,,-2909.0,,539.0,,-169.0,,,,,370.0,-68.0,86.0,86.0,,,,-18.0,302.0,-86.0,,,216.0,0.0,,,216.0,-5.0,211.0,-5.0,0.0,206.0,206.0,,113.332,1.82,1.82,1.82,129.874,1.62,1.62,1.62,
09/30/2004,3707,,-3063.0,,644.0,,-172.0,,,,,472.0,18.0,,4.0,,,,-22.0,490.0,-126.0,,,364.0,0.0,,,364.0,-10.0,354.0,-4.0,0.0,350.0,350.0,,113.523,3.08,3.08,2.87,130.021,2.72,2.72,2.56,
12/31/2004,3890,,-3171.0,,719.0,,-218.0,,,,,501.0,55.0,,12.0,,0.0,,-67.0,556.0,-91.0,,,465.0,0.0,,,465.0,-14.0,451.0,-5.0,0.0,446.0,446.0,,113.853,3.92,3.92,3.81,130.322,3.46,3.46,3.35,
03/31/2005,3787,,-3001.0,,786.0,,-157.0,,,,,629.0,-6.0,20.0,20.0,,30.0,,-44.0,623.0,-156.0,,,467.0,0.0,,,467.0,-8.0,459.0,-4.0,0.0,455.0,455.0,,114.169,3.98,3.98,3.98,130.83,3.51,3.51,3.51,
06/30/2005,3582,,-3015.0,,567.0,,-166.0,,,,,401.0,-48.0,20.0,29.0,-9.0,48.0,,-20.0,353.0,-92.0,,,261.0,0.0,,,261.0,-12.0,249.0,-5.0,0.0,244.0,244.0,,114.222,2.14,2.14,2.14,130.646,1.91,1.91,1.91,
09/30/2005,3200,,-2918.0,,282.0,,-134.0,,,,,148.0,-20.0,17.0,28.0,-11.0,3.0,,0.0,128.0,-27.0,,,101.0,0.0,,,101.0,-8.0,93.0,-4.0,0.0,89.0,89.0,,113.98,0.77,0.77,0.82,130.339,0.71,0.71,0.76,
12/31/2005,3470,,-3066.0,,404.0,,-192.0,,,,,212.0,-5.0,,53.0,,0.0,,-48.0,207.0,-89.0,,,118.0,0.0,,,118.0,-9.0,109.0,-5.0,0.0,104.0,104.0,,111.739,0.94,0.94,1.29,128.151,0.85,0.85,1.15,
03/31/2006,3728,,-3210.0,,518.0,,-158.0,,,,,360.0,-7.0,17.0,17.0,,-1.0,,-9.0,353.0,-90.0,,,263.0,0.0,,,263.0,-7.0,256.0,-4.0,0.0,252.0,252.0,,108.809,2.31,2.31,2.36,125.559,2.04,2.04,2.08,
06/30/2006,4107,,-3453.0,,654.0,,-156.0,,,,,498.0,2.0,14.0,31.0,-17.0,0.0,,-16.0,500.0,-91.0,,,409.0,0.0,,,409.0,-5.0,404.0,-4.0,0.0,400.0,400.0,,111.129,3.6,3.6,3.46,125.242,3.22,3.22,3.1,
09/30/2006,4106,,-3421.0,,685.0,,-124.0,,,,,561.0,-7.0,13.0,30.0,-17.0,-6.0,,0.0,554.0,-136.0,,,418.0,0.0,,,418.0,-1.0,417.0,0.0,0.0,417.0,417.0,,121.27,3.44,3.44,3.61,121.964,3.42,3.42,3.59,
12/31/2006,3774,,-3325.0,,449.0,,-166.0,,,,,283.0,33.0,,33.0,-23.0,-20.0,,-23.0,316.0,-7.0,,,309.0,0.0,,,309.0,-12.0,297.0,0.0,0.0,297.0,297.0,,118.34,2.51,2.51,2.58,119.01,2.5,2.5,2.57,
03/31/2007,3756,,-3290.0,,466.0,,-139.0,,,,,327.0,14.0,5.0,5.0,,0.0,,-19.0,341.0,-66.0,,,275.0,0.0,,,275.0,-2.0,273.0,0.0,0.0,273.0,273.0,,118.244,2.31,2.31,2.27,119.005,2.3,2.3,2.26,
06/30/2007,4228,,-3713.0,,515.0,,-138.0,,,,,377.0,-20.0,34.0,34.0,,0.0,,-14.0,357.0,-53.0,,,304.0,0.0,,,304.0,-2.0,302.0,0.0,0.0,302.0,302.0,,118.221,2.55,2.55,2.65,118.891,2.54,2.54,2.64,
09/30/2007,4354,,-3873.0,,481.0,,-134.0,,,,,347.0,-9.0,26.0,37.0,-11.0,0.0,,-17.0,338.0,-68.0,,,270.0,0.0,,,270.0,-1.0,269.0,0.0,0.0,269.0,269.0,,118.086,2.28,2.28,2.42,118.755,2.27,2.27,2.41,
12/31/2007,4535,,-4263.0,,272.0,,-178.0,,,,,94.0,-22.0,55.0,76.0,-21.0,0.0,,-33.0,72.0,-31.0,,,41.0,0.0,,,41.0,-6.0,35.0,0.0,0.0,35.0,35.0,115.05,117.813,0.29,0.29,1.25,118.581,0.29,0.29,1.25,
03/31/2008,5196,,-4799.0,,397.0,0.0,-142.0,142.0,,,0.0,255.0,43.0,41.0,46.0,-5.0,,-7.0,-77.0,298.0,-58.0,,,240.0,0.0,,,240.0,-5.0,235.0,0.0,0.0,235.0,235.0,-0.65,117.595,2.0,2.0,2.0,118.405,1.98,1.98,1.98,
06/30/2008,6744,,-5656.0,,1088.0,0.0,-171.0,171.0,,,0.0,917.0,12.0,39.0,42.0,-3.0,,-34.0,-17.0,929.0,-255.0,,,674.0,0.0,,,674.0,-6.0,668.0,0.0,0.0,668.0,668.0,-0.65,117.507,5.69,5.69,5.69,118.217,5.65,5.65,5.644502,
09/30/2008,7312,,-5901.0,,1411.0,,-151.0,,,,,1260.0,21.0,37.0,40.0,-3.0,6.0,,-64.0,1281.0,-339.0,,,942.0,0.0,,,942.0,-23.0,919.0,0.0,0.0,919.0,919.0,,117.169,7.84,7.84,8.48,117.826,7.79,7.79,8.43,
12/31/2008,4502,,-3972.0,,530.0,,-161.0,,,,,369.0,130.0,,41.0,-3.0,97.0,,-265.0,499.0,-201.0,,,298.0,0.0,,,298.0,-8.0,290.0,0.0,0.0,290.0,290.0,,116.15,2.65,2.65,1.95,116.44,2.65,2.65,1.95,
03/31/2009,2750,2750.0,-3007.0,3007.0,-257.0,4.0,-225.0,143.0,,158.0,-76.0,-478.0,-71.0,34.0,36.0,-2.0,,,37.0,-549.0,110.0,,,-439.0,0.0,0.0,0.0,-439.0,0.0,-439.0,0.0,0.0,-439.0,-452.65,-13.65,116.103,-3.78,-3.78,-3.898693,116.103,-3.78,-3.78,-3.898693,
06/30/2009,2127,2127.0,-2340.0,2340.0,-213.0,25.0,-277.0,154.0,,159.0,-36.0,-465.0,-9.0,37.0,38.0,-1.0,,,-28.0,-474.0,82.0,,,-392.0,0.0,0.0,0.0,-392.0,0.0,-392.0,0.0,0.0,-392.0,-478.65,-86.65,134.634,-2.92,-2.92,-3.555194,134.634,-2.92,-2.92,-3.563597,
09/30/2009,2817,2817.0,-2902.0,2902.0,-85.0,3.0,-330.0,163.0,,167.0,0.0,-412.0,-25.0,40.0,42.0,-2.0,,,-15.0,-437.0,130.0,,,-307.0,0.0,0.0,0.0,-307.0,4.0,-303.0,0.0,0.0,-303.0,-303.65,-0.65,143.363,-2.11,-2.11,-2.11805,143.363,-2.11,-2.11,-2.11805,
12/31/2009,3354,3354.0,-3348.0,3348.0,6.0,10.0,-345.0,158.0,,177.0,10.0,-329.0,-56.0,51.0,56.0,-5.0,,,5.0,-385.0,117.0,,,-268.0,0.0,0.0,0.0,-268.0,1.0,-267.0,0.0,0.0,-267.0,-228.65,38.35,143.38,-1.86,-1.86,-1.594713,143.38,-1.86,-1.86,-1.594713,
03/31/2010,3896,3896.0,-3639.0,3639.0,257.0,1.0,-315.0,148.0,,165.0,2.0,-57.0,-108.0,40.0,43.0,-3.0,,,68.0,-165.0,7.0,,,-158.0,0.0,0.0,0.0,-158.0,1.0,-157.0,0.0,0.0,-157.0,-158.95,-1.95,143.39,-1.1,-1.1,-1.108515,143.39,-1.1,-1.1,-1.113599,
06/30/2010,4681,4681.0,-4184.0,4184.0,497.0,13.0,-312.0,152.0,,162.0,-2.0,198.0,-150.0,51.0,52.0,-1.0,,,99.0,48.0,-72.0,,,-24.0,0.0,0.0,0.0,-24.0,-1.0,-25.0,0.0,0.0,-25.0,-26.3,-1.3,143.504,-0.17,-0.17,-0.18327,143.504,-0.17,-0.17,-0.18327,
09/30/2010,4497,4497.0,-4321.0,4321.0,176.0,2.0,-316.0,148.0,,163.0,5.0,-138.0,78.0,49.0,50.0,-1.0,,,-127.0,-60.0,9.0,,,-51.0,0.0,0.0,0.0,-51.0,,-51.0,0.0,0.0,-51.0,-60.75,-9.75,143.66,-0.35,-0.35,-0.422873,143.66,-0.35,-0.35,-0.422873,
12/31/2010,4300,4300.0,-4115.0,4115.0,185.0,8.0,-307.0,162.0,,168.0,-23.0,-114.0,-94.0,,94.0,,0.0,0.0,0.0,-208.0,-41.0,,,-249.0,0.0,0.0,0.0,-249.0,0.0,-249.0,,0.0,-249.0,-259.4,-10.4,143.712,-1.74,-1.74,-1.804999,143.712,-1.74,-1.74,-1.812367,
03/31/2011,4864,4864.0,-4621.0,4621.0,243.0,9.0,-343.0,180.0,,169.0,-6.0,-91.0,21.0,48.0,50.0,-2.0,,,-69.0,-70.0,-16.0,,,-86.0,0.0,0.0,0.0,-86.0,,-86.0,0.0,0.0,-86.0,-89.9,-3.9,143.801,-0.6,-0.6,-0.62517,143.801,-0.6,-0.6,-0.627121,
06/30/2011,5120,5120.0,-4498.0,4498.0,622.0,34.0,-356.0,189.0,,171.0,-4.0,300.0,-13.0,47.0,48.0,-1.0,,,-34.0,287.0,-65.0,,,222.0,0.0,0.0,0.0,222.0,0.0,222.0,0.0,0.0,222.0,219.4,-2.6,143.922,1.54,1.54,1.524437,171.591,1.33,1.33,1.314848,
09/30/2011,5081,5081.0,-4560.0,4560.0,521.0,31.0,-353.0,181.0,,172.0,0.0,199.0,-144.0,46.0,47.0,-1.0,,,98.0,55.0,-33.0,,,22.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,22.0,22.0,0.0,144.067,0.15,0.15,0.15,144.452,0.15,0.15,0.15,
12/31/2011,4819,4819.0,-4647.0,4647.0,172.0,3.0,-318.0,183.0,,169.0,-34.0,-143.0,-102.0,100.0,102.0,-2.0,,,2.0,-245.0,34.0,,,-211.0,0.0,0.0,0.0,-211.0,0.0,-211.0,,0.0,-211.0,-209.75,1.25,144.071,-1.46,-1.46,-1.455879,144.071,-1.46,-1.46,-1.455879,
03/31/2012,5172,5172.0,-4626.0,4626.0,546.0,26.0,-645.0,173.0,,163.0,309.0,-73.0,-50.0,45.0,49.0,-4.0,,,5.0,-123.0,-96.0,,,-219.0,0.0,0.0,0.0,-219.0,0.0,-219.0,0.0,0.0,-219.0,110.0,329.0,144.075,-1.52,-1.52,0.763491,144.075,-1.52,-1.52,0.763491,
06/30/2012,5017,5017.0,-4485.0,4485.0,532.0,6.0,-285.0,165.0,,164.0,-44.0,253.0,-82.0,65.0,66.0,-1.0,,,17.0,171.0,-70.0,,,101.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,112.0,11.0,144.176,0.7,0.7,0.776828,171.416,0.62,0.62,0.684171,
