Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1139.525024,1139.525024,,,0.0,,,0.0,0.0,,-350.071014,350.070999,216.757996,133.313004,0.0,,,,789.45401,-434.395996,92.310997,123.257004,58.112,160.716003,355.058014,-51.839002,,4.391,85.803001,66.160004,-1.565,21.208,-29.573,303.219012,-112.699997,,190.518997,0.0,,,190.519015,0.0,190.518997,-15.297,,175.221997,175.221997,,136.572649,1.275,1.275,1.275,136.572649,1.275,1.275,1.275,
12/31/1992,941.309998,941.309998,,,0.0,,,0.0,0.0,,-266.128998,266.128997,137.662994,128.466003,0.0,,,,675.181,-439.472992,108.681,120.835999,50.653999,159.302002,235.707993,-37.410996,,4.224,67.228996,64.674004,-1.506,4.061,-25.594,198.296997,-74.036003,,124.261002,0.0,,,124.260994,0.0,124.261002,-13.429,,110.832002,110.832002,,136.545986,0.825,0.825,0.825,136.545986,0.825,0.825,0.825,
03/31/1993,1007.78302,1007.78302,,,0.0,,,0.0,0.0,,-292.987,292.987007,168.171005,124.816002,0.0,,,,714.796021,-440.145996,91.345001,127.827003,57.597,163.376999,274.649994,-45.511998,,3.644,67.348999,66.887001,-2.556,3.018,-18.193001,229.137996,-87.454002,,141.684006,0.0,,,141.683993,0.0,141.684006,-13.386,,128.298006,128.298006,,136.572649,0.945,0.945,0.945,136.572649,0.945,0.945,0.945,
06/30/1993,987.218018,987.218018,,,0.0,,,0.0,0.0,,-298.679993,298.680008,161.630005,137.050003,0.0,,,,688.538025,-444.688995,93.931999,125.291,54.970001,170.496002,243.848999,-42.989002,,4.909,63.595001,63.771,-3.044,2.868,-15.697,200.859997,-78.389999,,122.470001,0.0,,,122.469998,0.0,122.470001,-13.542,,108.928001,108.928001,,136.572649,0.795,0.795,0.795,136.572649,0.795,0.795,0.795,
09/30/1993,1289.994019,1289.994019,,,0.0,,,0.0,0.0,,-380.032013,380.031998,233.151993,146.880005,0.0,,,,909.962006,-467.792999,100.338997,126.223999,61.487999,179.742004,442.169006,-38.840003,,2.884,67.274002,64.827003,-1.417,3.864,-25.549999,403.329004,-161.919998,,241.408997,0.0,,,241.409005,0.0,241.408997,-12.551,,228.857997,228.857997,,136.572649,1.68,1.68,1.68,136.572649,1.68,1.68,1.68,
12/31/1993,996.880981,996.880981,,,0.0,,,0.0,0.0,,-295.579987,295.580002,169.292999,126.287003,0.0,,,,701.300994,-444.944,89.841003,109.098999,57.625,188.378998,256.356995,-52.588,,5.784,60.701,60.862,-2.842,2.681,-2.329,203.768995,-82.917,,120.851997,0.0,,,120.851995,0.0,120.851997,-12.95,,107.901997,107.901997,,136.572649,0.78,0.78,0.78,136.572649,0.78,0.78,0.78,
03/31/1994,1055.19397,1055.19397,,,0.0,,,0.0,0.0,,-306.204987,306.205002,169.046005,137.158997,0.0,,,,748.988983,-436.201996,96.643997,113.848,60.750999,164.959,312.786987,-26.736999,,6.254,59.882,61.014,-3.199,2.067,-26.891001,286.049988,-112.432999,,173.617004,0.0,,,173.61699,0.0,173.617004,-12.322,,161.295005,161.295005,,136.572649,1.185,1.185,1.185,136.572649,1.185,1.185,1.185,
06/30/1994,1083.310059,1083.310059,,,0.0,,,0.0,0.0,,-323.01001,323.009995,183.029999,139.979996,0.0,,,,760.300049,-517.880981,99.456001,116.166,61.916,240.343002,242.419006,-32.292001,,5.627,65.692001,66.166,-2.878,2.404,-27.773001,210.127006,-82.125,,128.001999,0.0,,,128.002006,0.0,128.001999,-12.385,,115.616999,115.616999,,136.572649,0.84,0.84,0.84,136.572649,0.84,0.84,0.84,
09/30/1994,1215.807983,1215.807983,,,0.0,,,0.0,0.0,,-343.141998,343.141998,198.197998,144.944,0.0,,,,872.665985,-454.007996,106.666,113.320999,61.653999,172.367004,418.65799,-22.576004,,7.181,64.092003,64.383003,-3.328,3.037,-34.334999,396.081986,-152.341003,,243.740997,0.0,,,243.740983,0.0,243.740997,-12.472,,231.268997,231.268997,,136.572649,1.695,1.695,1.695,136.572649,1.695,1.695,1.695,
12/31/1994,1185.953979,1185.953979,,,0.0,,,0.0,0.0,,-287.316986,287.317001,154.744995,132.572006,0.0,,,,898.636993,-679.312988,126.849998,118.764999,67.265999,366.432007,219.324005,-75.416999,,8.349,71.084999,65.649002,-3.87,9.306,12.681,143.907006,-50.390999,,93.515999,0.0,,,93.516007,0.0,93.515999,-12.545,,80.970999,80.970999,,136.572649,0.6,0.6,0.6,136.572649,0.6,0.6,0.6,
03/31/1995,1111.064941,1111.064941,,,0.0,,,0.0,0.0,,-283.627014,283.626999,169.367996,114.259003,0.0,,,,827.437927,-458.023987,,112.735001,63.159,282.130005,369.414001,-38.878004,,5.928,72.523003,72.523003,0.0,,-27.716999,330.535998,-129.259995,,201.276001,0.0,,,201.276003,0.0,201.276001,-12.735,,188.541001,188.541001,,136.572649,1.38,1.38,1.38,136.572649,1.38,1.38,1.38,
06/30/1995,1052.402954,1052.402954,,,0.0,,,0.0,0.0,,-289.304993,289.305008,167.408005,121.897003,0.0,,,,763.097961,-499.221985,,113.699997,61.159,324.363007,263.876007,-37.813998,,6.3,72.684998,72.684998,0.0,,-28.570999,226.062009,-88.539001,,137.522995,0.0,,,137.523007,0.0,137.522995,-12.677,,124.845995,124.845995,,136.572649,0.915,0.915,0.915,136.572649,0.915,0.915,0.915,
09/30/1995,1379.978027,1379.978027,,,0.0,,,0.0,0.0,,-344.976013,344.975998,222.688995,122.287003,0.0,,,,1035.002014,-530.494995,,115.055,67.133003,348.307007,504.506989,-37.365004,,5.972,72.119003,72.119003,,,-28.782,467.141985,-181.942001,,285.200012,0.0,,,285.199984,0.0,285.200012,-12.409,,272.791012,272.791012,,136.572649,1.995,1.995,1.995,136.572649,1.995,1.995,1.995,
12/31/1995,1133.238037,1133.238037,,,0.0,,,0.0,0.0,,-294.610992,294.611,184.761002,109.849998,0.0,,,,838.627045,-627.372986,,116.640999,61.985001,448.747009,211.253998,-54.014999,,4.882,58.085999,58.085999,,,0.811,157.238999,-66.699997,,90.539001,0.0,,,90.539002,0.0,90.539001,-11.082,,79.457002,79.457002,,136.572649,0.585,0.585,0.585,136.572649,0.585,0.585,0.585,
03/31/1996,2859.100098,1162.077026,,,1697.022949,,,0.0,,,-1764.564941,285.830002,176.544998,109.285004,1478.734985,,,,1094.535156,-518.835022,,122.737,66.025002,330.072998,575.700012,-156.107,,3.421,71.462997,71.462997,,,88.065002,419.593012,-126.492996,,293.100006,0.0,,,293.100016,0.0,293.100006,-11.1,,282.000006,282.000006,,241.025305,1.17,1.17,1.17,241.025305,1.17,1.17,1.17,
06/30/1996,2559.300049,1060.800049,,,1407.300049,,,0.0,91.199997,,-1257.900024,281.0,182.199997,98.800003,976.900024,,,,1301.400024,-822.200012,,195.800003,83.300003,543.099976,479.200012,-89.800003,,,123.800003,123.800003,,,-34.0,389.400009,-152.300003,,237.100006,0.0,,,237.100006,0.0,237.100006,-11.0,,226.100006,226.100006,,241.599972,0.93,0.93,0.93,241.599972,0.93,0.93,0.93,
09/30/1996,3133.399902,1256.699951,,,1795.199951,,,0.0,81.5,,-1641.699951,284.199997,214.699997,69.5,1357.5,,,,1491.699951,-838.599976,,196.600006,87.900002,554.099976,653.099976,-81.5,,,125.900002,125.900002,,,-44.400002,571.599976,-218.199997,,353.399994,0.0,,,353.399979,-2.2,351.200012,-11.0,,340.200012,340.200012,,240.39998,1.41,1.41,1.41,240.39998,1.41,1.41,1.41,
12/31/1996,3750.600098,1034.822998,,,2471.376953,,,0.0,244.399994,,-1965.435059,364.269989,185.054993,179.214996,1601.165039,,,,1785.165039,-1334.564941,,274.263,104.775002,955.526978,450.600006,-36.193009,,,178.037003,178.037003,,,-141.843994,414.406997,-200.807007,,213.600006,16.700001,,,196.899989,-4.0,192.899994,-11.1,,181.799994,181.799994,,237.647315,0.765,0.84,0.84,237.647315,0.765,0.84,0.84,
03/31/1997,3785.800049,1133.295044,,,2652.504883,,,0.0,,,-2623.491943,250.000008,171.020004,78.980003,2373.491943,,,,1162.308105,-552.307983,,125.846001,67.165001,359.296997,610.0,-180.521001,,3.95,70.023003,70.023003,,,114.447998,429.478999,-117.778999,,311.700012,0.0,,,311.7,0.0,311.700012,-11.0,,300.700012,300.700012,,239.733313,1.26,1.26,1.26,241.525977,1.245,1.245,1.245,
06/30/1997,3112.800049,1095.400024,,,1865.300049,,,0.0,152.100006,,-1780.699951,364.100006,167.5,196.600006,1416.599976,,,,1332.100098,-980.099976,,205.399994,89.199997,685.5,352.0,-56.599998,,,111.599998,111.599998,,,-55.0,295.400002,-125.0,,170.399994,0.0,,,170.400002,-1.8,168.600006,-11.0,,157.600006,157.600006,,239.866635,0.645,0.645,0.645,239.866635,0.645,0.645,0.645,
09/30/1997,4820.600098,2246.0,,,2392.5,,,0.0,182.100006,,-3232.199951,1263.5,208.5,1055.0,1968.699951,,,,1588.400146,-982.099976,,213.5,95.300003,673.299988,606.299988,-94.699999,,,120.599998,120.599998,,,-25.9,511.599989,-203.699997,,307.899994,0.0,,,307.899992,1.6,309.5,-11.1,,298.4,298.4,,239.933305,1.245,1.245,1.245,239.933305,1.24498,1.245,1.245,
12/31/1997,4589.700195,1524.704956,,,2743.89502,,,0.0,321.100006,,-2771.808105,825.399994,195.779999,629.619995,1946.407959,,,,1817.89209,-1416.192017,,296.253998,117.135002,1002.802979,401.700012,-1.878998,,,169.576996,169.576996,,,-167.697998,399.821014,-192.421005,,207.399994,0.0,,,207.400009,-22.799999,184.600006,-39.700001,,144.900005,144.900005,,235.599972,0.615,1.155,1.155,241.499976,0.6,1.14,1.14,
03/31/1998,4114.799805,1557.099976,,,2363.199951,,,0.0,194.5,,-2633.0,764.300003,152.800003,611.5,1868.699951,,,,1481.799805,-873.400024,,222.199997,82.0,569.200012,608.400024,-54.100002,,,100.400002,100.400002,,,-46.299999,554.300022,-210.800003,,343.5,8.0,,,335.500019,-15.4,320.100006,-6.5,,313.600006,313.600006,,240.066647,1.305,1.335,1.335,240.066647,1.305,1.335,1.335,
06/30/1998,4013.699951,1530.900024,,,2221.800049,,,0.0,261.0,,-2474.100098,678.299988,194.0,484.299988,1795.800049,,,,1539.599854,-990.799988,,223.5,91.5,675.799988,548.799988,-89.200005,,,122.800003,122.800003,,,-33.599998,459.599983,-163.399994,,296.200012,0.0,,,296.199989,-16.700001,279.5,-5.1,,274.4,274.4,,240.333309,1.14,1.14,1.14,240.333309,1.14,1.14,1.14,
09/30/1998,5298.200195,2850.800049,,,2213.899902,,,0.0,233.5,,-3478.800049,1712.499969,243.399994,1469.099976,1766.300049,,,,1819.400146,-993.599976,,238.399994,95.800003,659.400024,825.799988,-93.599998,,,138.699997,138.699997,,,-45.099998,732.199989,-273.5,,458.700012,0.0,,,458.699989,-30.0,428.700012,-4.9,,423.800012,423.800012,,239.435319,1.77,1.77,1.77,241.666642,1.755,1.755,1.755,
12/31/1998,4183.299805,1435.199951,,,2505.100098,,,0.0,243.0,,-2594.100098,527.893814,176.800003,351.093811,2066.199951,,,,1589.199707,-1139.199951,,224.899994,80.699997,833.599976,450.0,-63.100006,,,152.100006,152.100006,,,-89.0,386.899994,-129.300003,,257.600006,0.0,,,257.599991,-33.900002,223.699997,-4.5,,219.199997,219.199997,,241.333309,0.9,0.9,0.9,241.333309,0.9,0.9,0.9,
03/31/1999,4178.0,1536.0,,,2393.0,,,0.0,249.0,,-2589.0,649.0,165.0,484.0,1940.0,,,,1589.0,-944.0,,225.0,99.0,620.0,645.0,-94.0,,,132.0,132.0,,,-38.0,551.0,-209.0,,342.0,-660.0,,,1002.0,-35.0,967.0,-5.0,,962.0,962.0,,241.999976,3.975001,1.245,1.245,241.999976,3.960001,1.245,1.245,
06/30/1999,4691.0,1780.0,,,2641.0,,,0.0,270.0,,-3167.0,860.0,195.0,665.0,2307.0,,,,1524.0,-993.0,,233.0,87.0,673.0,531.0,-83.0,,,120.0,120.0,,,-37.0,448.0,-127.0,,321.0,0.0,,,321.0,-33.0,288.0,-5.0,,283.0,283.0,,242.866634,1.155,1.155,1.155,243.266638,1.155,1.155,1.155,
09/30/1999,6676.0,3124.0,,,3236.0,,,0.0,316.0,,-4687.0,1763.0,227.0,1536.0,2924.0,,,,1989.0,-1123.0,,246.0,105.0,772.0,866.0,-111.0,,,131.0,153.0,-22.0,,-20.0,755.0,-283.0,,472.0,0.0,,,472.0,-31.0,441.0,-5.0,,436.0,436.0,,243.333309,1.8,1.8,1.8,243.666642,1.785,1.785,1.785,
12/31/1999,6197.0,5621.0,,,274.0,,,0.0,302.0,,-4464.0,999.0,177.0,822.0,3465.0,,,,1733.0,-1980.0,,264.0,80.0,1636.0,-247.0,-65.0,,,239.0,217.0,,,-174.0,-312.0,166.0,,-146.0,0.0,,,-146.0,-43.0,-189.0,-5.0,,-194.0,-194.0,,243.999976,-0.795,-0.795,1.215,244.666642,-0.795,-0.795,1.215,
03/31/2000,7290.0,2449.0,,,4546.0,,,0.0,295.0,,-5449.0,1386.0,180.0,1206.0,4063.0,,,,1841.0,-1029.0,,260.0,102.0,667.0,812.0,-138.0,,,185.0,185.0,,,-47.0,674.0,-250.0,,424.0,0.0,,,424.0,-31.0,393.0,-5.0,,388.0,388.0,,244.666642,1.59,1.59,1.59,244.666642,1.59,1.59,1.59,
06/30/2000,10926.0,3819.0,,,6816.0,,,0.0,291.0,,-8814.0,2568.0,188.0,2380.0,6246.0,,,,2112.0,-1318.0,,102.0,304.0,912.0,794.0,-185.0,,,228.0,228.0,,,-43.0,609.0,-191.0,,418.0,0.0,,,418.0,-89.0,329.0,-5.0,,324.0,324.0,,245.066646,1.32,1.32,1.32,245.799984,1.32,1.32,1.32,
09/30/2000,15284.0,7293.0,,,7694.0,,,0.0,297.0,,-12871.0,5676.0,215.0,5461.0,7195.0,,,,2413.0,-1319.0,,300.0,111.0,908.0,1094.0,205.0,,,242.0,257.0,-15.0,,-447.0,1299.0,-498.0,,801.0,0.0,,,801.0,-31.0,770.0,-4.0,,766.0,766.0,,245.46665,3.12,3.12,2.115,246.999975,3.105,3.105,2.1,
12/31/2000,14284.0,4814.0,,,10299.0,,,0.0,-829.0,,-13317.0,3151.0,198.0,2953.0,10166.0,,,,967.0,-1388.0,,505.0,,883.0,-421.0,942.0,,,256.0,241.0,,,-1198.0,521.0,-81.0,,440.0,0.0,,,440.0,-156.0,284.0,-5.0,,279.0,279.0,,245.999975,1.14,1.14,1.41,248.333308,1.14,1.14,1.41,
03/31/2001,5553.0,5553.0,,,,,,0.0,,,,,,,,,,,,-4376.0,,,,4376.0,1177.0,-136.0,,,228.0,228.0,,,-92.0,1041.0,-327.0,,714.0,96.0,,,618.0,-160.0,458.0,-4.0,0.0,454.0,454.0,,248.433304,1.83,2.22,2.22,250.666642,1.8,2.19,2.19,
06/30/2001,4127.0,4127.0,,,,,,0.0,,,,,,,,,,,,-3304.0,,,,3304.0,823.0,-123.0,,,217.0,217.0,,,-94.0,700.0,-236.0,,464.0,0.0,,,464.0,-45.0,419.0,-4.0,,415.0,415.0,,257.666641,1.62,1.62,1.62,259.699966,1.59,1.59,1.59,
09/30/2001,4552.0,4552.0,,,,,,0.0,,,,,,,,,,,,-3138.0,,,,3138.0,1414.0,-76.0,,,191.0,191.0,0.0,0.0,-115.0,1338.0,-480.0,,858.0,0.0,,,858.0,-62.0,796.0,-4.0,,792.0,792.0,,258.333307,3.06,3.06,3.06,260.333307,3.03,3.03,3.03,
12/31/2001,3965.0,3965.0,,,,,,0.0,,,,,,,,,,,,-3438.0,,,,3438.0,527.0,-135.0,,,134.0,134.0,,,1.0,392.0,-107.0,,285.0,0.0,,,285.0,-60.0,225.0,-2.0,,223.0,223.0,,258.666641,0.87,0.87,1.05,260.333307,0.84,0.84,1.02,
03/31/2002,3308.0,1587.0,,,1307.0,,,0.0,414.0,,-1317.0,423.0,315.0,108.0,894.0,,,,1991.0,-1323.0,,344.0,127.0,852.0,668.0,-96.0,,,198.0,198.0,,,-102.0,572.0,-158.0,,414.0,0.0,,,414.0,-32.0,382.0,-3.0,0.0,379.0,379.0,,262.566644,1.44,1.44,1.44,263.866632,1.44,1.44,1.44,
06/30/2002,3617.0,1582.0,,,1868.0,,,0.0,167.0,,-1423.0,434.0,312.0,122.0,989.0,,,,2194.0,-1352.0,,397.0,132.0,823.0,842.0,-59.0,,,274.0,274.0,,,-215.0,783.0,-247.0,,536.0,0.0,,,536.0,-62.0,474.0,-4.0,0.0,470.0,470.0,,276.866631,1.71,1.71,1.56,278.066643,1.68,1.68,1.53,
09/30/2002,3982.0,2238.0,,,1613.0,,,0.0,131.0,,-1788.0,844.0,553.0,291.0,944.0,,,,2194.0,-1654.0,,425.0,139.0,1090.0,540.0,-188.0,,0.0,314.0,314.0,0.0,0.0,-126.0,352.0,-108.0,,244.0,0.0,,,244.0,-14.0,230.0,-3.0,0.0,227.0,227.0,,277.999972,0.81,0.81,0.81,277.999972,0.81,0.81,0.81,
12/31/2002,4756.0,4756.0,,,,,,0.0,,,,,,,,,,,,-4363.0,,,,4363.0,393.0,-341.0,,,341.0,341.0,,,0.0,52.0,-105.0,,-53.0,0.0,,,-53.0,1.0,-52.0,-3.0,,-55.0,-55.0,,297.333304,-0.18,-0.18,0.96,297.666637,-0.18,-0.18,0.96,
03/31/2003,6172.0,1279.0,,,879.0,,,0.0,4014.0,,-4040.0,548.0,548.0,,3492.0,,,,2132.0,-1245.0,,431.0,140.0,674.0,887.0,-250.0,,0.0,326.0,326.0,0.0,0.0,-76.0,637.0,-195.0,,442.0,167.0,,,275.0,-50.0,225.0,-3.0,,222.0,222.0,,298.99997,0.75,1.29,1.26,298.99997,0.75,1.29,1.26,
06/30/2003,5152.0,1122.0,,,636.0,,,0.0,3394.0,,-3033.0,,,,2664.0,,,,2119.0,-1453.0,,438.0,134.0,881.0,666.0,-20.0,,,325.0,325.0,,,-305.0,646.0,-195.0,,451.0,-23.0,,,474.0,-50.0,424.0,-7.0,0.0,417.0,417.0,,300.666637,1.32,1.32,1.32,300.99997,1.32,1.32,1.32,
09/30/2003,5549.0,1387.0,,,590.0,,,,3572.0,,-3444.0,695.0,695.0,,2749.0,,,,2105.0,-1564.0,,473.0,127.0,964.0,541.0,-569.0,,,375.0,375.0,,,194.0,-28.0,22.0,,-6.0,-44.0,,,38.0,11.0,49.0,-3.0,0.0,46.0,46.0,,301.666636,0.15,0.0,0.72,302.333303,0.15,0.0,0.72,
12/31/2003,5457.0,5457.0,,,,,,0.0,,,-3202.0,579.0,579.0,,2623.0,,,,2255.0,-2002.0,0.0,413.0,125.0,1464.0,253.0,-3175.0,,0.0,308.0,308.0,0.0,0.0,2867.0,-2922.0,1019.0,,-1903.0,156.0,,,-2059.0,38.0,-2021.0,-2.0,,-2023.0,-2023.0,,302.666636,-6.690001,-6.18,0.66,302.666636,-6.690001,-6.18,0.66,
03/31/2004,5636.0,1252.0,,,1007.0,,,0.0,3377.0,,-3553.0,564.0,564.0,,2989.0,,,,2083.0,-1372.0,,434.0,154.0,784.0,711.0,-575.0,,0.0,356.0,356.0,0.0,0.0,219.0,136.0,-33.0,,103.0,-246.0,,,349.0,-38.0,311.0,-2.0,0.0,309.0,309.0,,303.99997,1.02,0.21,0.96,315.666635,0.99,0.21,0.96,
06/30/2004,5316.0,1269.0,,,656.0,,,0.0,3391.0,,-3163.0,605.0,605.0,,2558.0,,,,2153.0,-1371.0,,420.0,124.0,827.0,782.0,-196.0,,0.0,336.0,336.0,0.0,0.0,-140.0,586.0,-134.0,,452.0,-26.0,,,478.0,-43.0,435.0,-3.0,,432.0,432.0,,308.666636,1.38,1.29,1.26,309.333302,1.35,1.26,1.26,
09/30/2004,5081.0,1413.0,,,608.0,,,0.0,3060.0,,-2811.0,394.0,394.0,,2417.0,,,,2270.0,-1403.0,,500.0,125.0,778.0,867.0,-277.0,,0.0,329.0,329.0,0.0,0.0,-52.0,590.0,-147.0,,443.0,-8.0,,,451.0,-62.0,389.0,-2.0,0.0,387.0,387.0,,312.666635,1.23,1.2,1.11,324.333301,1.2,1.17,1.08,
12/31/2004,6046.0,1169.0,,,862.0,,,0.0,4015.0,,-3745.0,397.0,397.0,0.0,3348.0,,,,2301.0,-1613.0,0.0,469.0,127.0,1017.0,688.0,-27.0,,0.0,314.0,314.0,0.0,0.0,-287.0,661.0,-245.0,,416.0,3.0,,,413.0,-55.0,358.0,-2.0,,356.0,356.0,,315.666635,1.14,0.75,1.2,327.666634,1.08,0.9,0.51,
