Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/27/1996,193.576004,34.875,34.875,0.0,73.473,,,55.661999,,,,,2.933,,,,166.942993,25.166,,,0.0,,1.467,,,,1.467,26.633,,42.806,42.806,,,,0.147,,,,,,19.933002,,,19.933002,62.886002,3.018,,,,,9.535,,,,,,9.535,12.553,75.439001,21.898001,31.356001,,,0.0,,64.883003,118.137005,0.0,118.137005,193.576006,
04/27/1996,202.800003,46.056,46.056,0.0,77.214996,,,48.786999,,,,,2.627,,,,174.684998,25.74,37.728001,-11.988,0.0,,2.375,,,,2.375,28.115,,42.52,42.52,,,,0.151,,,,,,20.145002,,,20.145002,62.816002,3.024,,,,,9.839,,,,,,9.839,12.863,75.679002,21.885,31.612,,,0.0,,73.624001,127.121001,0.0,127.121001,202.800003,
07/27/1996,199.860992,42.549,42.549,0.0,70.929001,,,54.676998,,,,,3.679,,,,171.834,25.709999,,,0.0,,2.317,,,,2.317,28.026999,,34.356998,34.356998,,,,0.154,,,,,,19.313003,,,19.313003,53.824001,2.954,,,,,9.618,,,,,,9.618,12.572,66.396001,0.0,53.777,,,0.0,,79.688004,133.465004,0.0,133.465004,199.861005,
10/26/1996,228.391998,2.813,2.813,0.0,83.417999,,,57.033001,,,,,3.97,,,,147.233994,35.841999,,,0.0,,45.316002,,,,45.316002,81.158001,,48.224998,48.224998,,,,4.013,,,,,,20.703003,,,20.703003,72.941002,2.997,,,,,9.407,,,,,,9.407,12.404,85.345001,0.0,54.049999,,,0.0,,88.997002,143.047001,0.0,143.047001,228.392002,
01/25/1997,241.977005,11.521,11.521,0.0,77.601997,,,68.336998,,,,,4.038,,,,161.498001,35.845001,,,0.0,,44.633999,,,,44.633999,80.479,,54.269001,54.269001,,,,0.188,,,,,,22.382995,,,22.382995,76.839996,2.938,,,,,9.185,,,,,,9.185,12.123,88.962997,0.0,55.039001,,,0.0,,97.974998,153.014,0.0,153.014,241.976997,
04/26/1997,255.311005,9.095,9.095,0.0,95.132004,,,65.486,,,,,4.105,,,,173.817993,35.563,52.355999,-16.792999,0.0,,45.93,,,,45.93,81.493,,48.472,48.472,,,,23.226,,,,,,5.227003,,,5.227003,76.925003,5.565,,,,,9.159,,,,,,9.159,14.724,91.649003,0.0,56.387001,,,0.0,,107.275002,163.662003,0.0,163.662003,255.311006,
07/25/1997,243.309006,8.018,8.018,0.0,86.016998,,,65.457001,,,65.457001,,3.419,,,,162.910995,35.230999,,,0.0,,45.167,,,,45.167,80.397999,,35.661999,35.661999,,,,0.186,,,,,,23.356,,,23.356,59.203999,2.897,,,,,8.938,,,,,,8.938,11.835,71.038998,0.0,57.616001,,,0.0,,114.653999,172.27,0.0,172.27,243.308999,
10/25/1997,270.131989,21.219999,21.219999,0.0,94.175003,,,69.434998,,,69.434998,,4.032,,,,188.862,36.127998,55.796001,-19.667999,0.0,,45.141998,,,,45.141998,81.269997,,47.497002,47.497002,,,,3.717,,,,,,23.034999,,,23.034999,74.249001,3.81,,,,,8.717,,,,,,8.717,12.527,86.776,0.0,58.733002,,,0.0,,124.623001,183.356003,0.0,183.356003,270.132003,
01/24/1998,280.322998,34.706001,34.706001,0.0,90.517998,,,71.968002,,,71.968002,,2.579,,,,199.770996,36.071999,56.806,-20.733999,0.0,,44.48,,,,44.48,80.551998,,47.422001,47.422001,,,,1.102,,,,,,25.557,,,25.557,74.081001,2.843,,,,,1.362,,,,,,1.362,4.205,78.286001,0.0,60.563,,,0.0,,141.473999,202.036999,0.0,202.036999,280.323,
04/25/1998,316.372986,35.618999,35.618999,0.0,106.251999,,,81.809998,,,81.809998,,3.98,,,,227.660995,37.998001,60.263,-22.264999,0.0,,50.714001,48.013,,,2.701001,88.712002,,60.652,60.652,,,,4.466,,,,,,29.286999,,,29.286999,94.404999,2.736,,,,,8.929,,,,,,8.929,11.665,106.069999,0.0,63.466999,,,0.0,,146.835999,210.302998,0.0,210.302998,316.372997,
07/25/1998,322.0,38.143002,38.143002,0.0,97.335999,,,97.146004,,,97.146004,,3.919,,,,236.544006,35.609001,59.056,-23.447001,0.0,,49.847,,,,49.847,85.456001,,57.373001,57.373001,,,,3.599,,,,,,29.634002,,,29.634002,90.606003,2.665,,,,,2.017,,,,,,2.017,4.682,95.288003,0.0,63.901001,,,0.0,,162.811005,226.712006,0.0,226.712006,322.000008,
10/24/1998,323.80899,29.726999,29.726999,0.0,105.412003,,,98.689003,,,98.689003,,4.39,,,,238.218002,35.933998,59.699001,-23.764999,0.0,,49.657001,,,,49.657001,85.591,,54.589001,54.589001,,,,1.255,,,,,,24.853997,,,24.853997,80.697998,2.55,,,,,2.017,,,,,,2.017,4.567,85.264998,0.0,64.695,,,0.0,,173.848999,238.543999,0.0,238.543999,323.808997,
01/23/1999,343.931,34.782001,34.782001,0.0,121.775002,,,97.267998,,,97.267998,,4.647,,,,258.471985,36.306,61.563999,-25.257999,0.0,,49.153,46.653,,,2.5,85.459,,57.639999,57.639999,,,,1.421,,,,,,26.608999,,,26.608999,85.669998,1.547,,,,,2.017,,,,,,2.017,3.564,89.233998,0.0,66.987999,,,0.0,,187.709,254.696999,0.0,254.696999,343.930997,
04/24/1999,373.25,78.746,78.746,0.0,112.521004,,,91.722,,,91.722,,3.655,,,,286.644012,37.018002,65.189003,-28.171,0.0,,49.588001,46.867001,,,2.721,86.606003,,67.212997,67.212997,,,,0.415,,,,,,31.064004,,,31.064004,98.692001,1.682,,,,,7.677,,,,,,7.677,9.359,108.051001,0.0,67.328003,,,0.0,,197.871002,265.199005,0.0,265.199005,373.250006,
07/31/1999,382.59201,82.893,73.181999,9.711,105.919998,,,101.639999,,,,,4.869,,,,295.321991,38.574001,68.646004,-30.072001,0.0,,48.695999,46.318001,,,2.377998,87.27,,63.759998,63.759998,,,,0.445,,,,,,29.851001,,,29.851001,94.056,1.523,,,,,7.456,,,,,,7.456,8.979,103.035,0.0,67.448997,,,0.0,,212.108002,279.556999,0.0,279.556999,382.591999,
10/30/1999,408.964996,90.809999,79.557999,11.252,114.411003,,,106.609001,,,106.609001,,7.009,,,,318.838989,40.939999,72.561996,-31.622,0.0,,49.186001,46.188,,,2.998001,90.125999,,79.656998,79.656998,,,,0.402,,,,,,24.644005,,,24.644005,104.703003,1.447,,,,,7.234,,,,,,7.234,8.681,113.384003,0.0,68.060997,,,0.0,,227.520004,295.581001,0.0,295.581001,408.965004,
01/29/2000,420.721008,88.533002,81.871002,6.662,108.600998,,,110.053001,,,110.053001,,5.318,,,,312.505005,45.088001,79.597,-34.508999,15.93,,47.198002,45.588001,,,1.610001,108.216003,,72.985001,72.985001,,,,0.357,,,,,,27.536997,,,27.536997,100.878998,1.362,,,,,7.023,,,,,,7.023,8.385,109.263998,0.0,66.311996,,,0.0,,245.145004,311.457,0.0,311.457,420.720998,
04/29/2000,451.976013,118.173003,113.453003,4.72,132.419006,,,92.837997,,,92.837997,,7.978,,,,351.40799,46.021999,79.213997,-33.192001,0.0,,54.546001,50.73,6.435,44.295,3.816001,100.568,,80.097,80.097,,,,0.0,0.0,0.0,0.0,,,32.808998,,,32.808998,112.905998,0.0,0.0,0.0,0.0,,8.6,,,,,,8.6,8.6,121.505998,0.0,67.695999,,,0.0,,262.773987,330.469986,0.0,330.469986,451.975984,
07/29/2000,475.582001,129.649001,122.027,7.622,125.476997,,,107.040001,,,,,12.822,,,,374.988007,46.499001,82.524002,-36.025002,0.0,,54.095001,50.181999,,,3.913002,100.594002,,82.647003,82.647003,,,,0.0,,,,,,37.806999,,,37.806999,120.454002,0.0,,,,,8.282,,,,,,8.282,8.282,128.736002,0.0,67.850998,,,0.0,,278.994995,346.845993,0.0,346.845993,475.581995,
10/28/2000,490.463989,130.055997,124.852997,5.203,147.384003,,,99.155998,,,,,10.402,,,,386.997986,47.102001,84.190002,-37.088001,0.0,,56.363998,51.540001,,,4.823997,103.465999,,81.563004,81.563004,,,,0.0,,,,,,35.974998,,,35.974998,117.538002,0.0,,,,,7.938,,,,,,7.938,7.938,125.476002,0.0,67.958,,,0.0,,297.029999,364.987999,0.0,364.987999,490.464001,
01/27/2001,515.883972,157.644999,141.378998,16.266001,134.707993,,,110.887001,,,110.887001,,8.851,,,,412.091003,47.952999,86.851997,-38.898998,0.0,,55.84,50.785999,,,5.054001,103.792999,,80.399002,80.399002,,,,0.0,,,,,,41.324997,,,41.324997,121.723999,0.0,,,,,7.644,,,,,,7.644,7.644,129.367999,0.0,68.713997,,,0.0,,317.802002,386.515999,0.0,386.515999,515.883998,
04/28/2001,549.179993,184.508001,160.024002,24.483999,144.625,,,103.699997,,,103.699997,,9.928,,,,442.760986,48.575001,87.334,-38.758999,0.0,,57.844002,51.891998,2.651,49.240998,5.952004,106.419003,,89.320999,89.320999,,,,0.0,0.0,0.0,0.0,,,43.393997,,,43.393997,132.714996,0.0,0.0,0.0,0.0,,7.95,,,,,,7.95,7.95,140.664996,0.0,68.723999,,,0.0,,339.790985,408.514984,0.0,408.514984,549.17998,
07/28/2001,601.588989,118.453001,98.941002,19.511999,157.362,,,136.845001,0.0,0.0,136.845001,0.0,9.928,,,,422.588013,51.952999,,,0.0,,127.047997,120.897003,,,6.150993,179.000996,,101.244003,101.244003,,,,0.0,0.0,0.0,0.0,,,53.92099,,,53.92099,155.164993,0.0,0.0,0.0,0.0,,7.606,,,,,,7.606,7.606,162.770993,0.0,79.883003,,,0.0,,358.934998,438.818001,0.0,438.818001,601.588994,
10/27/2001,606.700012,114.802998,89.741997,25.061001,167.209,,,135.442993,0.0,0.0,135.442993,0.0,10.146,,,,427.601013,52.501999,,,0.0,,126.597,119.915001,,,6.681999,179.098999,,98.338997,98.338997,,,,0.0,0.0,0.0,0.0,,,46.155006,,,46.155006,144.494003,0.0,0.0,0.0,0.0,,7.276,,,,,,7.276,7.276,151.770003,0.0,72.646004,,,0.0,,382.283997,454.930001,0.0,454.930001,606.700004,
01/26/2002,637.556,130.359,107.611,22.748,168.049,168.049,,151.95,,,,,8.708,,,,459.066,52.452,,,,,126.038,119.221,,,6.817,178.49,,98.769,98.769,,,,0.0,0.0,0.0,0.0,,,51.358,,,51.358,150.127,0.0,,,,,6.952,,,,,,6.952,6.952,157.079,,74.611,,,0.0,422.092,-16.226,480.477,,480.477,637.556,
04/27/2002,718.376,151.237,125.986,25.251,222.435,222.435,,142.457,,,,,13.291,,,,529.42,57.14,106.279,-49.139,,,131.816,135.61,9.382,126.228,-3.794,188.956,,133.637,133.637,,,,0.0,,,,,,64.37,,,64.37,198.007,,,,,,6.009,,,,,,6.009,6.009,204.016,,91.458,,,0.0,449.661,-26.759,514.36,,514.36,718.376,
07/27/2002,720.822,132.437,102.666,29.771,218.86,218.86,,156.038,,,,,12.637,,,,519.972,56.647,,,,,144.203,131.012,120.483,10.529,13.191,200.85,,112.025,112.025,,,,,,,,,,63.044,,,63.044,175.069,,,,,,2.47,,,,,,2.47,2.47,177.539,,92.521,,,,478.109,-27.347,543.283,,543.283,720.822,
10/26/2002,736.956,167.032,143.031,24.001,201.774,201.774,,142.853,,,,,12.972,,,,524.631,57.089,,,,,155.236,131.34,121.43,9.91,23.896,212.325,,102.502,102.502,,,,,,,,,,59.895,,,59.895,162.397,,,,,,2.377,,,,,,2.377,2.377,164.774,,93.442,,,,505.654,-26.914,572.182,,572.182,736.956,
01/25/2003,764.090027,163.657005,135.365005,28.292,223.268997,,,150.630997,,,150.630997,0.0,12.73,,,,550.286987,56.636002,,,0.0,,157.167007,134.684998,125.394997,9.290001,22.482009,213.803009,,102.577003,102.577003,,,,0.0,0.0,0.0,0.0,,,65.857003,,,65.857003,168.434006,0.0,0.0,0.0,0.0,,2.393,,,,,,2.393,2.393,170.827006,0.0,83.341003,,,0.0,,509.921997,593.263,0.0,593.263,764.090006,
04/26/2003,823.978027,217.448008,195.182007,22.266001,248.585007,,,125.339996,,,125.339996,,14.744,,,,606.117004,57.254002,108.662003,-51.408001,0.0,,160.606995,136.514999,125.400002,11.114997,24.091996,217.860997,,111.542999,111.542999,,,,0.0,0.0,0.0,0.0,,,72.481003,,,72.481003,184.024002,0.0,0.0,0.0,0.0,,6.268,,,,,,6.268,6.268,190.292002,0.0,87.384003,,,0.0,569.353027,-23.051025,633.686005,0.0,633.686005,823.978007,
07/26/2003,881.609985,274.002998,253.210999,20.792,229.617996,,,145.328003,,,145.328003,,15.659,,,,664.607971,56.805,,,0.0,,160.197006,134.542999,125.457001,9.085999,25.654007,217.002007,,135.128006,135.128006,,,,0.0,0.0,0.0,0.0,,,73.414993,,,73.414993,208.542999,0.0,0.0,0.0,0.0,,6.155,,,,,,6.155,6.155,214.697999,0.0,89.720001,,,0.0,598.745972,-21.553955,666.912018,0.0,666.912018,881.610017,
10/25/2003,1424.880981,203.752005,192.755005,10.997,266.997986,,,152.664993,,,152.664993,,35.484001,,,,658.898987,70.577003,,,0.0,,695.405029,670.01001,661.515015,8.494995,25.39502,765.982033,,120.906998,120.906998,,,,500.0,500.0,0.0,0.0,,,76.058029,,,76.058029,696.965027,0.0,0.0,0.0,0.0,,21.933001,,,,,,21.933001,21.933001,718.898027,0.0,91.262001,,,0.0,633.632019,-18.911011,705.983009,0.0,705.983009,1424.881037,
01/24/2004,1504.009033,222.551998,215.016998,7.535,288.593994,,,164.613998,,,164.613998,,33.541,,,,709.301025,71.830002,,,0.0,,722.877991,694.447021,594.695984,99.751038,28.430969,794.707993,,114.087997,114.087997,,,,20.035,20.035,0.0,0.0,,,90.134998,,,90.134998,224.257996,484.563995,484.563995,0.0,0.0,,44.262001,,,,,,44.262001,528.825996,753.083992,0.0,95.252998,,,0.0,673.692993,-18.020996,750.924995,0.0,750.924995,1504.008987,
04/24/2004,1588.957031,295.178004,287.160004,8.018,285.248993,,,173.022003,,,173.022003,,24.694,,,,778.143005,77.233002,132.755005,-55.521999,0.0,,733.580994,698.21698,601.19397,97.02301,35.364014,810.813996,,149.528,149.528,,,,20.031,20.031,0.0,0.0,,,94.128988,,,94.128988,263.687988,479.556,479.556,0.0,0.0,,43.955002,,,,,,43.955002,523.511002,787.19899,0.0,101.68,,,0.0,718.817993,-18.73999,801.758003,0.0,801.758003,1588.956993,
07/31/2004,1636.345,298.255,288.298,9.957,258.421,258.421,,191.587,,,,,28.246,,,,776.509,83.917,,,26.658,,749.261,739.534,617.257,122.277,9.727,859.836,,154.028,154.028,,,,20.031,,,,,,96.697,,,96.697,270.756,471.549,,,,,43.955,,,,,,43.955,515.504,786.26,,107.452,,,0.0,759.633,-17.0,850.085,,850.085,1636.345,
10/30/2004,1657.088,286.197,265.806,20.391,279.53,279.53,,188.63,,,,,29.019,,,,783.376,86.417,,,26.238,,761.057,751.837,632.306,119.531,9.22,873.712,,176.632,176.632,,,,20.031,,,,,,93.783,,,93.783,290.446,416.542,,,,,46.946,,,,,,46.946,463.488,753.934,,114.403,,,0.0,801.45,-12.699,903.154,,903.154,1657.088,
01/29/2005,1747.979,341.568,329.343,12.225,296.021,296.021,,199.885,0.0,0.0,199.885,0.0,29.063,,,,866.537,91.742,,,32.066,,757.634,748.535,632.251,116.284,9.099,881.442,,180.073,180.073,,,,20.031,20.031,0.0,0.0,,,130.276,,,130.276,330.38,411.534,411.534,0.0,0.0,,48.881,,,,,,48.881,460.415,790.795,0.0,118.546,,,0.0,851.587,-12.949,957.184,0.0,957.184,1747.979,
04/30/2005,1685.301,245.931,232.549,13.382,317.168,317.168,,206.405,,,206.405,,30.533,,,,800.037,97.178,161.504,-64.326,33.573,,754.513,746.079,632.549,113.53,8.434,885.264,,174.536,174.536,,,,20.027,20.027,0.0,0.0,,,127.725,,,127.725,322.288,301.53,301.53,0.0,0.0,,46.411,,,,,,46.411,347.941,670.229,0.0,125.59,,,0.0,901.829,-12.347,1015.072,0.0,1015.072,1685.301,
07/30/2005,1719.201,155.226,145.204,10.022,305.824,305.824,,225.776,0.0,0.0,225.776,0.0,32.182,,,,719.008,109.826,,,37.891,,852.476,821.05,632.7,188.35,31.426,1000.193,,147.696,147.696,,,,20.027,20.027,0.0,0.0,,,144.902,,,144.902,312.625,296.523,296.523,0.0,0.0,,50.244,,,,,,50.244,346.767,659.392,0.0,128.367,,,0.0,944.711,-13.269,1059.809,0.0,1059.809,1719.201,
10/29/2005,1783.112,152.06,148.047,4.013,341.258,341.258,,237.011,,,237.011,,30.088,,,,760.417,119.82,,,34.394,,868.481,760.541,649.184,111.357,107.94,1022.695,,173.096,173.096,,,,21.527,,,,,,134.329,,,134.329,328.952,290.016,,,,,51.668,,,,,,51.668,341.684,670.636,,134.234,,,0.0,989.431,-11.189,1112.476,,1112.476,1783.112,
01/28/2006,1820.77,187.991,185.986,2.005,312.954,312.954,,242.573,0.0,0.0,242.573,0.0,30.453,,,,773.971,125.019,,,46.79,,874.99,767.339,657.606,109.733,107.651,1046.799,,145.236,145.236,,,,20.027,20.027,0.0,0.0,,,140.121,,,140.121,305.384,285.022,285.022,0.0,0.0,,54.162,,,,,,54.162,339.184,644.568,0.0,142.112,,,0.0,1043.435,-9.345,1176.202,0.0,1176.202,1820.77,
04/29/2006,1911.718,224.392,224.392,0.0,350.299,350.299,,244.709,,,244.709,0.0,27.974,,,,847.374,141.541,220.013,-78.472,49.277,,873.526,764.214,656.206,108.008,109.312,1064.344,,173.957,173.957,,,,90.027,90.027,0.0,0.0,,,145.663,,,145.663,409.647,210.014,210.014,0.0,0.0,,49.536,,,,,,49.536,259.55,669.197,0.0,148.195,,,0.0,1100.254,-5.928,1242.521,0.0,1242.521,1911.718,
07/29/2006,1950.257,265.224,265.224,0.0,327.92,327.92,,261.959,,,261.959,,25.802,,,,880.905,143.397,,,51.321,,874.634,766.834,660.207,106.627,107.8,1069.352,,154.181,154.181,,,,90.029,90.029,0.0,0.0,,,163.274,,,163.274,407.484,205.01,205.01,0.0,0.0,,48.202,,,,,,48.202,253.212,660.696,0.0,154.382,,,0.0,1141.838,-6.659,1289.561,0.0,1289.561,1950.257,
10/28/2006,1862.24,181.558,181.558,0.0,335.97,335.97,,235.733,0.0,0.0,235.733,0.0,25.206,,,,778.467,141.267,,,72.638,,869.868,762.358,657.167,105.191,107.51,1083.773,,136.517,136.517,,,,90.021,90.021,0.0,0.0,,,145.522,,,145.522,372.06,200.007,200.007,0.0,0.0,,48.094,,,,,,48.094,248.101,620.161,0.0,161.81,,,0.0,1190.075,-109.806,1242.079,0.0,1242.079,1862.24,
01/27/2007,1849.845,152.464,152.464,0.0,345.449,345.449,,242.951,0.0,0.0,242.951,0.0,27.986,,,,768.85,132.299,,,78.468,,870.228,764.044,660.358,103.686,106.184,1080.995,,141.742,141.742,,,,70.014,70.014,0.0,0.0,,,140.067,,,140.067,351.823,145.014,145.014,0.0,0.0,,49.214,,,,,,49.214,194.228,546.051,0.0,168.512,,,0.0,1248.666,-113.384,1303.794,0.0,1303.794,1849.845,
04/28/2007,1940.32,241.791,241.791,,361.401,361.401,,250.207,,,,,33.091,,,,886.49,131.952,225.046,-93.094,52.019,,869.859,762.93,660.573,102.357,106.929,1053.83,,182.761,182.761,,,,50.014,,,,,,144.694,,,144.694,377.469,130.01,,,,,53.627,,,,,,53.627,183.637,561.106,0.0,175.815,,,0.0,1308.59,-105.191,1379.214,,1379.214,1940.32,
07/28/2007,1996.8,294.232,294.232,0.0,333.642,333.642,,280.878,,,280.878,,34.589,,,,943.341,132.179,,,49.829,,871.451,764.446,663.285,101.161,107.005,1053.459,,171.403,171.403,,,,50.008,50.008,0.0,0.0,,,138.401,,,138.401,359.812,130.077,130.077,0.0,0.0,,68.02,,,,,,68.02,198.097,557.909,0.0,181.875,,,0.0,1356.134,-99.118,1438.891,0.0,1438.891,1996.8,
10/27/2007,2074.926,345.142,345.142,0.0,348.346,348.346,,280.444,,,280.444,,37.64,,,,1011.572,132.391,,,49.349,,881.614,772.844,670.725,102.119,108.77,1063.354,,181.774,181.774,,,,50.008,50.008,0.0,0.0,,,133.976,,,133.976,365.758,130.069,130.069,0.0,0.0,,67.532,,,,,,67.532,197.601,563.359,0.0,186.922,,,0.0,1409.876,-85.231,1511.567,0.0,1511.567,2074.926,
