Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1999,22,25,88,7,-3.0,10,-98,28.0,-28.0,,-98,,-113.0,-76.0,0.0,,,-76.0,,,0.0,0.0,0.0,,,,,-37.0,117.0,-35.0,203.0,,,,-50.0,0.0,-50.0,-1.0,,26.0,,,
06/30/1999,264,43,92,20,-3.0,23,109,50.0,16.0,,43,,-428.0,-58.0,0.0,,,-58.0,,,0.0,0.0,0.0,,,,,-370.0,199.0,-35.0,233.0,,,,-1.0,0.0,-1.0,2.0,,35.0,,,
09/30/1999,209,33,102,-17,-14.0,-3,91,89.0,25.0,,-23,,-44.0,-48.0,8.0,,,-56.0,,,0.0,0.0,0.0,,,,,4.0,-162.0,-34.0,-129.0,,,,0.0,0.0,0.0,1.0,,3.0,,,
12/31/1999,267,-52,101,48,,48,170,,,,170,,-130.0,-102.0,0.0,,,-102.0,,,0.0,0.0,0.0,,,,,-28.0,-26.0,-34.0,7.0,,,,0.0,0.0,0.0,1.0,,111.0,,,
03/31/2000,142,68,96,32,18.0,14,-54,-19.0,-44.0,,9,,-89.0,-24.0,10.0,,,-34.0,,,0.0,0.0,0.0,,,,,-65.0,-187.0,-34.0,-97.0,,,,-57.0,0.0,-57.0,1.0,,-134.0,,,
06/30/2000,182,86,103,4,-12.0,16,-11,5.0,-13.0,,-3,,-13.0,-28.0,50.0,,,-78.0,,,0.0,0.0,0.0,,,,,15.0,-398.0,-68.0,-274.0,,,,-57.0,0.0,-57.0,1.0,,117.0,,,
09/30/2000,409,97,307,102,58.0,44,-97,20.0,-78.0,,-39,,-375.0,-73.0,60.0,,,-133.0,,,0.0,0.0,0.0,,,,,-302.0,-300.0,-101.0,-144.0,,,,-57.0,0.0,-57.0,2.0,,-266.0,,,
12/31/2000,268,52,111,32,,32,73,,,,73,,-90.0,-92.0,1.0,,,-93.0,,,0.0,0.0,0.0,,,,,2.0,-151.0,-34.0,-119.0,,,,0.0,0.0,0.0,2.0,,27.0,,,
03/31/2001,-124,37,104,-13,-4.0,-9,-252,-47.0,-54.0,,-151,,-69.0,-55.0,0.0,,,-55.0,,,0.0,0.0,0.0,,,,,-14.0,137.0,-34.0,169.0,,,,0.0,0.0,0.0,2.0,,-56.0,,,
06/30/2001,188,-147,110,201,-81.0,282,24,-22.0,-86.0,,132,,-316.0,-58.0,4.0,,,-62.0,,,0.0,0.0,0.0,,,,,-258.0,153.0,-34.0,175.0,,,,-4.0,0.0,-4.0,16.0,,25.0,,,
09/30/2001,173,27,109,64,,64,-27,,,,-27,,-62.0,-54.0,0.0,,,-54.0,,,0.0,0.0,0.0,,,,,-8.0,-106.0,-33.0,-74.0,,,,19.0,19.0,0.0,-18.0,,5.0,,,
12/31/2001,194,-92,112,-163,,-163,337,,,,337,,-76.0,-63.0,0.0,,,-63.0,,,0.0,0.0,0.0,,,,,-13.0,-127.0,-34.0,-94.0,,,,1.0,1.0,0.0,0.0,,-9.0,,,
03/31/2002,80,6,99,-29,2.0,-31,4,3.0,2.0,19.0,-20,,-53.0,-41.0,0.0,,,-41.0,,,0.0,0.0,0.0,,,,,-12.0,-12.0,-34.0,14.0,,,,0.0,0.0,0.0,8.0,,15.0,,,
06/30/2002,253,44,100,107,21.0,86,2,-69.0,-21.0,,92,,-59.0,-49.0,6.0,,,-55.0,,,0.0,0.0,0.0,,,,,-10.0,-201.0,-34.0,-159.0,,,,0.0,0.0,0.0,-8.0,,-7.0,,,
09/30/2002,491,24,297,124,70.0,54,46,-18.0,-30.0,,94,,-188.0,-155.0,7.0,,,-162.0,,,,,,,,,,-33.0,-331.0,-102.0,-229.0,,,,,,,,,-28.0,,,
12/31/2002,273,-13,100,205,,205,-19,,,,-19,,-279.0,-263.0,2.0,,,-265.0,,,0.0,0.0,0.0,,,,,-16.0,-5.0,-33.0,29.0,,,,-1.0,0.0,-1.0,0.0,,-11.0,,,
03/31/2003,-168,21,96,-199,-5.0,-194,-86,-110.0,-9.0,,33,,-3.0,-17.0,28.0,,,-45.0,,,0.0,0.0,0.0,,,,,14.0,170.0,-34.0,201.0,,,,0.0,0.0,0.0,3.0,,-1.0,,,
06/30/2003,73,35,97,212,18.0,194,-271,-146.0,-18.0,,-107,,-59.0,-63.0,0.0,,,-63.0,,,0.0,0.0,0.0,,,,,4.0,-21.0,-34.0,14.0,,,,0.0,0.0,0.0,-1.0,,-7.0,,,
09/30/2003,141,-336,87,313,-151.0,464,77,-25.0,6.0,,96,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,,0.0,,,
12/31/2003,198,10,87,-2,,-2,103,,,,103,,-34.0,-28.0,43.0,,,-71.0,,,0.0,0.0,0.0,,,,,-6.0,341.0,-34.0,374.0,,,,0.0,0.0,0.0,1.0,,505.0,,,
03/31/2004,-34,-6,84,25,,25,-137,,,,-137,,-63.0,-59.0,0.0,,,-59.0,,,0.0,0.0,0.0,,,,,-4.0,-419.0,-34.0,-395.0,,,,0.0,0.0,0.0,10.0,,-516.0,,,
06/30/2004,216,84,81,-6,,-6,57,,,,57,,-64.0,-57.0,1.0,,,-58.0,,,0.0,0.0,0.0,,,,,-7.0,-47.0,-34.0,-16.0,,,,0.0,0.0,0.0,3.0,,105.0,,,
09/30/2004,119,38,78,30,,30,-27,,,,-27,,50.0,60.0,114.0,,,-54.0,,,0.0,0.0,0.0,,,,,-10.0,-137.0,-34.0,-104.0,,,,0.0,0.0,0.0,1.0,,32.0,,,
12/31/2004,193,54,79,-52,,-52,112,,,,112,,-71.0,-65.0,12.0,,,-77.0,,,0.0,0.0,0.0,,,,,-6.0,24.0,-35.0,-4.0,,,,77.0,77.0,0.0,-14.0,,146.0,,,
03/31/2005,102,162,76,34,-11.0,45,-170,-56.0,-94.0,,-20,,-51.0,-50.0,0.0,,,-50.0,,,0.0,0.0,0.0,,,,,-1.0,17.0,-35.0,6.0,,,,46.0,46.0,0.0,0.0,,68.0,,,
06/30/2005,109,206,77,-109,78.0,-187,-65,18.0,-79.0,,-4,,386.0,-74.0,0.0,,,-74.0,,,0.0,0.0,0.0,,,,,460.0,-647.0,-35.0,-654.0,,,,44.0,44.0,0.0,-2.0,,-152.0,,,
09/30/2005,165,123,76,20,63.0,-43,-54,3.0,32.0,,-89,,-105.0,-100.0,0.0,,,-100.0,,,0.0,0.0,0.0,,,,,-5.0,-15.0,-36.0,20.0,,,,1.0,1.0,0.0,0.0,,45.0,,,
12/31/2005,395,66,75,7,-15.0,22,247,95.0,31.0,,121,,-248.0,-119.0,0.0,,,-119.0,,,0.0,0.0,0.0,,,,,-129.0,91.0,-36.0,123.0,,,,9.0,9.0,0.0,-5.0,,238.0,,,
03/31/2006,37,105,74,40,22.0,18,-182,-55.0,-9.0,,-118,,-76.0,-71.0,7.0,,,-78.0,,,0.0,0.0,0.0,,,,,-5.0,0.0,-36.0,35.0,,,,1.0,1.0,0.0,0.0,,-39.0,,,
06/30/2006,126,114,76,-26,7.0,-33,-38,-101.0,-40.0,,103,,-91.0,-98.0,0.0,,,-98.0,,,0.0,0.0,0.0,,,,,7.0,-23.0,-36.0,-12.0,,,,23.0,23.0,0.0,2.0,,12.0,,,
09/30/2006,70,95,76,12,20.0,-8,-113,-33.0,-85.0,,5,,-112.0,-98.0,5.0,,,-103.0,,,0.0,0.0,0.0,,,,,-14.0,-25.0,-36.0,10.0,,,,1.0,1.0,0.0,0.0,,-67.0,,,
12/31/2006,376,95,82,38,-42.0,80,161,107.0,35.0,,19,,185.0,200.0,310.0,,,-110.0,,,0.0,0.0,0.0,,,,,-15.0,-52.0,-36.0,-83.0,,,,68.0,68.0,0.0,-1.0,,509.0,,,
03/31/2007,116,77,84,32,-15.0,47,-259,-29.0,15.0,-80.0,-165,,-91.0,-86.0,0.0,,,-86.0,,,0.0,0.0,0.0,,,,,-5.0,51.0,-38.0,73.0,,,,16.0,49.0,-33.0,0.0,,-106.0,,,
06/30/2007,165,105,85,142,-3.0,145,-167,-30.0,-33.0,,-104,,-55.0,-112.0,0.0,,,-112.0,,,0.0,0.0,0.0,,,,,57.0,-52.0,-37.0,2.0,,,,-14.0,39.0,-53.0,-3.0,,58.0,,,
09/30/2007,359,20,247,112,-5.0,117,106,81.0,19.0,,6,,-153.0,-148.0,0.0,,,-148.0,,,0.0,0.0,0.0,,,,,-5.0,-269.0,-37.0,-33.0,,,,-202.0,12.0,-214.0,3.0,,-158.0,,,
12/31/2007,321,98,80,-156,14.0,-170,299,-50.0,65.0,,284,,-36.0,-172.0,0.0,,,-172.0,,,0.0,0.0,0.0,,,,,136.0,-178.0,-35.0,-64.0,,,,-79.0,3.0,-82.0,0.0,,107.0,,,
03/31/2008,-53,133,65,13,-56.0,69,-264,-40.0,-116.0,-47.0,-61,,182.0,-132.0,0.0,,,-132.0,,,0.0,0.0,0.0,,,,,314.0,-224.0,-35.0,48.0,,,,-238.0,7.0,-245.0,1.0,,-95.0,,,
06/30/2008,132,115,67,-31,-3.0,-28,-19,-48.0,1.0,,28,,-176.0,-146.0,0.0,,,-146.0,,,0.0,0.0,0.0,,,,,-30.0,-187.0,-34.0,-160.0,,,,7.0,32.0,-25.0,0.0,,-231.0,,,
09/30/2008,214,100,67,11,3.0,8,36,72.0,-55.0,,19,,-151.0,-152.0,0.0,,,-152.0,,,0.0,0.0,0.0,,,,,1.0,-288.0,-34.0,-21.0,,,,-232.0,0.0,-232.0,-1.0,,-225.0,,,
12/31/2008,360,-2,68,85,-15.0,100,209,277.0,75.0,,-143,,-231.0,-204.0,0.0,,,-204.0,,,0.0,0.0,0.0,,,,,-27.0,-79.0,-32.0,-97.0,,,,0.0,0.0,0.0,50.0,,50.0,,,
03/31/2009,82,2,67,10,-13.0,23,3,5.0,70.0,-17.0,-55,,-108.0,-88.0,24.0,24.0,0.0,-112.0,-110.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-21.0,-32.0,6.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,-47.0,,,
06/30/2009,255,65,67,64,153.0,-89,59,-57.0,121.0,-38.0,33,,-118.0,-95.0,1.0,1.0,0.0,-96.0,-94.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,-27.0,-32.0,1.0,3.0,,-2.0,4.0,4.0,0.0,0.0,0.0,110.0,,,
09/30/2009,331,101,69,139,25.0,114,22,17.0,-50.0,47.0,8,,-87.0,-66.0,0.0,0.0,0.0,-66.0,-64.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-26.0,-32.0,0.0,14.0,,-14.0,6.0,6.0,0.0,0.0,0.0,218.0,,,
12/31/2009,90,-32,71,158,20.0,138,-107,37.0,-41.0,24.0,-127,0.0,-56.0,-69.0,0.0,0.0,0.0,-69.0,-67.0,-2.0,0.0,0.0,0.0,-68.0,0.0,-68.0,0.0,81.0,92.0,-32.0,143.0,-20.0,248.0,-85.0,-19.0,2.0,-21.0,0.0,-1.0,125.0,,,
03/31/2010,-225,101,69,28,16.0,12,-423,-414.0,-58.0,94.0,-45,,-47.0,-33.0,0.0,,0.0,-33.0,-31.0,-2.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,4.0,-38.0,-32.0,2.0,2.0,0.0,0.0,-8.0,12.0,-20.0,0.0,0.0,-310.0,,,
06/30/2010,206,148,70,8,-4.0,12,-20,-19.0,-32.0,-4.0,35,0.0,-210.0,-50.0,0.0,0.0,0.0,-50.0,-49.0,-1.0,0.0,0.0,0.0,-171.0,0.0,-171.0,0.0,11.0,-45.0,-32.0,-1.0,-1.0,,0.0,-12.0,21.0,-33.0,0.0,1.0,-48.0,,,
09/30/2010,316,170,73,62,40.0,22,11,36.0,-10.0,-34.0,19,0.0,-66.0,-59.0,0.0,0.0,0.0,-59.0,-57.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-43.0,-32.0,-4.0,0.0,,-4.0,-7.0,8.0,-15.0,0.0,0.0,207.0,,,
12/31/2010,278,19,68,105,7.0,98,86,39.0,-60.0,96.0,11,,-119.0,-112.0,0.0,0.0,0.0,-112.0,-110.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-6.0,-285.0,-31.0,-119.0,1.0,496.0,-616.0,-135.0,77.0,-212.0,0.0,0.0,-126.0,,,
03/31/2011,-146,240,68,-184,-40.0,-144,-270,-229.0,-49.0,8.0,0,,307.0,-99.0,0.0,0.0,0.0,-99.0,-97.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,-37.0,-34.0,1.0,1.0,0.0,0.0,-4.0,70.0,-74.0,0.0,0.0,124.0,,,
06/30/2011,207,220,67,52,8.0,44,-132,17.0,-72.0,62.0,-139,,-80.0,-112.0,0.0,,,-112.0,-109.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-133.0,-33.0,-2.0,0.0,,-2.0,-98.0,5.0,-103.0,0.0,0.0,-6.0,,,
09/30/2011,212,174,69,-95,37.0,-132,64,65.0,-104.0,-36.0,139,,-243.0,-129.0,0.0,,,-129.0,-127.0,-2.0,0.0,0.0,0.0,-154.0,0.0,-154.0,0.0,40.0,-156.0,-33.0,0.0,0.0,,0.0,-123.0,,,0.0,1.0,-186.0,,,
12/31/2011,352,12,69,213,-27.0,240,58,74.0,69.0,-85.0,0,0.0,-126.0,-126.0,0.0,,,-126.0,-124.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,2.0,-97.0,-39.0,-36.0,0.0,,-36.0,-22.0,2.0,-24.0,0.0,0.0,129.0,,,
03/31/2012,19,158,69,-99,13.0,-112,-109,-103.0,14.0,-20.0,0,,-10.0,-91.0,0.0,0.0,0.0,-91.0,-90.0,-1.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,91.0,-17.0,-36.0,-1.0,-1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,-8.0,,,
06/30/2012,316,179,71,93,10.0,83,-27,0.0,-16.0,-11.0,0,,-9.0,-89.0,0.0,0.0,0.0,-89.0,-87.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2124.0,-35.0,2165.0,0.0,2311.0,-146.0,-6.0,,,0.0,0.0,2431.0,,,
09/30/2012,353,154,112,-29,40.0,-69,116,40.0,32.0,44.0,0,,-2776.0,-121.0,0.0,,0.0,-121.0,-120.0,-1.0,0.0,0.0,0.0,-2658.0,0.0,-2658.0,0.0,3.0,-342.0,-36.0,-320.0,0.0,1450.0,-1770.0,14.0,14.0,0.0,0.0,2.0,-2763.0,,,
12/31/2012,440,-54,108,270,-15.0,285,116,111.0,8.0,-3.0,0,0.0,-167.0,-169.0,0.0,,,-169.0,-168.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,3.0,-261.0,-85.0,-200.0,,,-200.0,24.0,24.0,0.0,0.0,0.0,12.0,,,
03/31/2013,5,247,110,-117,26.0,-143,-235,-155.0,-53.0,-27.0,0,0.0,-83.0,-88.0,0.0,,,-88.0,-87.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,-4.0,0.0,200.0,,-200.0,14.0,46.0,-32.0,0.0,-3.0,-71.0,,,
06/30/2013,362,264,108,36,20.0,16,-46,-59.0,18.0,-5.0,0,0.0,-108.0,-100.0,0.0,,0.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-200.0,-50.0,-105.0,100.0,150.0,-355.0,-45.0,1.0,-46.0,0.0,2.0,56.0,,,
09/30/2013,427,308,108,50,72.0,-22,-39,95.0,21.0,-35.0,-120,,-117.0,-126.0,0.0,,,-126.0,-125.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-327.0,-40.0,-250.0,0.0,0.0,-250.0,-27.0,8.0,-35.0,-10.0,5.0,-12.0,,,
12/31/2013,503,346,107,-224,213.0,-437,274,81.0,8.0,65.0,120,,-149.0,-174.0,0.0,,,-174.0,-171.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-342.0,-46.0,-175.0,125.0,0.0,-300.0,-121.0,4.0,-125.0,0.0,3.0,15.0,,,
03/31/2014,-30,233,107,-115,32.0,-147,-255,-118.0,-116.0,-21.0,0,0.0,-119.0,-123.0,0.0,,,-123.0,-122.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0,-53.0,382.0,257.0,125.0,0.0,-228.0,32.0,-260.0,-3.0,-1.0,-52.0,,,
06/30/2014,419,292,110,51,29.0,22,-34,-73.0,62.0,-23.0,0,,-405.0,-124.0,8.0,8.0,0.0,-132.0,-132.0,0.0,0.0,0.0,0.0,-283.0,0.0,-283.0,0.0,2.0,-27.0,-53.0,134.0,-231.0,490.0,-125.0,-100.0,0.0,-100.0,-8.0,3.0,-10.0,,,
09/30/2014,560,210,111,156,-3.0,159,83,73.0,-22.0,32.0,0,,-194.0,-153.0,0.0,,,-153.0,-152.0,-1.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,1.0,-322.0,-53.0,-211.0,,,,-50.0,0.0,-50.0,-8.0,-7.0,37.0,,,
12/31/2014,455,16,122,183,41.0,142,134,137.0,15.0,-18.0,0,0.0,-3368.0,-188.0,0.0,,0.0,-188.0,-187.0,-1.0,0.0,0.0,0.0,-3179.0,0.0,-3179.0,0.0,-1.0,2915.0,-51.0,2945.0,-5.0,2950.0,0.0,21.0,21.0,0.0,0.0,1.0,3.0,,,
03/31/2015,91,171,145,-47,16.0,-63,-178,-91.0,21.0,-108.0,0,0.0,-122.0,-121.0,4.0,4.0,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.0,-59.0,93.0,,,,-15.0,11.0,-26.0,-2.0,-4.0,-18.0,,,
06/30/2015,591,297,142,143,-46.0,189,9,-12.0,22.0,-1.0,0,0.0,-143.0,-141.0,0.0,0.0,0.0,-141.0,-141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-376.0,-60.0,-311.0,64.0,250.0,-625.0,-5.0,0.0,-5.0,0.0,0.0,72.0,,,
09/30/2015,368,256,142,17,59.0,-42,-47,49.0,-66.0,-30.0,0,,-202.0,-161.0,0.0,,,-161.0,-160.0,-1.0,0.0,0.0,0.0,-45.0,0.0,-45.0,0.0,4.0,-122.0,-60.0,-50.0,,,,-9.0,8.0,-17.0,-3.0,-3.0,41.0,,,
12/31/2015,562,124,142,94,31.0,63,202,168.0,-3.0,37.0,0,0.0,-226.0,-226.0,0.0,0.0,0.0,-226.0,-226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-351.0,-59.0,-237.0,38.0,0.0,-275.0,-55.0,0.0,-55.0,0.0,-1.0,-16.0,124.0,265.0,
03/31/2016,47,251,147,-143,9.0,-152,-208,-144.0,-2.0,-62.0,0,0.0,-126.0,-104.0,6.0,6.0,0.0,-110.0,-110.0,0.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,-1.0,-12.0,-68.0,72.0,,,,-16.0,4.0,-20.0,0.0,0.0,-91.0,,,
06/30/2016,494,255,144,73,38.0,35,22,-7.0,43.0,-14.0,0,0.0,-86.0,-89.0,35.0,35.0,0.0,-124.0,-124.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,4.0,-369.0,-68.0,-280.0,-290.0,807.0,-797.0,-17.0,8.0,-25.0,-4.0,-1.0,38.0,,,
09/30/2016,450,232,145,46,42.0,4,27,46.0,-29.0,10.0,0,0.0,-147.0,-141.0,0.0,0.0,0.0,-141.0,-141.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,-2.0,-336.0,-68.0,-197.0,-47.0,0.0,-150.0,-67.0,8.0,-75.0,-4.0,0.0,-33.0,,,
12/31/2016,390,128,144,-74,96.0,-170,192,76.0,43.0,73.0,0,0.0,-296.0,-251.0,0.0,0.0,0.0,-251.0,-251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-117.0,-68.0,-23.0,105.0,1041.0,-1169.0,-25.0,0.0,-25.0,-1.0,-3.0,-26.0,,,
03/31/2017,52,278,145,-114,31.0,-145,-257,-149.0,-82.0,-26.0,0,0.0,-136.0,-132.0,1.0,1.0,0.0,-133.0,-133.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,0.0,102.0,-75.0,250.0,,,,-73.0,2.0,-75.0,0.0,-2.0,16.0,,,
06/30/2017,431,292,147,37,5.0,32,-45,-17.0,-26.0,-2.0,0,0.0,-147.0,-146.0,0.0,0.0,0.0,-146.0,-146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-260.0,-74.0,-95.0,,,,-90.0,10.0,-100.0,-1.0,1.0,25.0,,,
09/30/2017,528,323,148,106,34.0,72,-49,-22.0,-35.0,8.0,0,0.0,-147.0,-146.0,13.0,13.0,0.0,-159.0,-159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-410.0,-74.0,-234.0,166.0,100.0,-500.0,-98.0,2.0,-100.0,-4.0,2.0,-27.0,,,
12/31/2017,646,491,147,-342,-464.0,122,350,135.0,72.0,143.0,0,0.0,-213.0,-211.0,0.0,0.0,0.0,-211.0,-211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-438.0,-73.0,-290.0,,,,-73.0,2.0,-75.0,-2.0,1.0,-4.0,,,
03/31/2018,-35,290,152,-182,11.0,-193,-295,-223.0,-80.0,8.0,0,0.0,-78.0,-128.0,0.0,0.0,0.0,-128.0,-128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,116.0,-80.0,299.0,,,,-103.0,0.0,-103.0,0.0,0.0,3.0,,,
