Date,Revenue,Sales & Services Revenue,Other Operating Income,Operating Expenses,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2006,10258.0,,,-8759.0,,1499.0,-148.0,,127.0,,0.0,-22.0,43.0,1351.0,-344.0,1007.0,-37.0,,,1044.0,-58.0,986.0,0.0,,986.0,986.0,,2881.63208,0.34,0.327,,2966.729004,0.34,,,
09/30/2006,10122.0,,,-8543.0,,1579.0,-451.0,,449.0,,0.0,-15.0,17.0,1128.0,-349.0,779.0,-33.0,,,812.0,-75.0,737.0,0.0,,737.0,737.0,,2882.12207,0.25,0.239,,2968.519043,0.24,,,
12/31/2006,9727.0,,,-8749.0,,978.0,-53.0,90.0,117.0,-27.0,-14.0,-59.0,36.0,1042.0,-144.0,898.0,-1202.0,,,2100.0,-68.0,2032.0,0.0,,2032.0,2032.0,298.496,2883.3,0.70475,0.3114,0.394307,2972.5,0.6836,0.28,0.33068,
03/31/2007,9528.0,,,-8140.0,,1388.0,-56.0,,131.0,,,-75.0,0.0,1332.0,-280.0,1052.0,-22.0,,,1074.0,-61.0,1013.0,,,1013.0,1013.0,86.0,2890.542,0.35,0.34,0.369752,2984.902,0.34,0.33263,0.361441,
07/01/2007,10526.0,,,-8973.0,,1553.0,-141.0,,147.0,-71.0,,-33.0,98.0,1412.0,-259.0,1153.0,-54.0,,,1207.0,-63.0,1144.0,,,1144.0,1144.0,,2887.05,0.4,0.383676,,2984.504,0.38,,,
09/30/2007,10243.0,,,-8622.0,,1621.0,-251.0,,161.0,,,-24.0,114.0,1370.0,-301.0,1069.0,1.0,,,1068.0,-58.0,1010.0,,,1010.0,1010.0,,2880.727051,0.35,0.35,,2979.791992,0.34,,,
12/31/2007,9890.0,,,-8035.0,,1855.0,-785.0,,123.0,,-15.0,-20.0,697.0,1070.0,-288.0,782.0,-5.0,,,787.0,-66.0,721.0,0.0,,721.0,721.0,705.981481,2874.6,0.25,0.272,0.499651,2976.1,0.242,0.2627,0.48277,
03/31/2008,9571.0,,,-8149.0,,1422.0,360.0,145.0,145.0,,,-53.0,-452.0,1782.0,-375.0,1407.0,0.0,,,1407.0,-68.0,1339.0,,,1339.0,1339.0,,2839.9,0.47,0.47,0.47,2936.6,0.46,0.46,0.46,
06/30/2008,10374.0,,,-8793.0,,1581.0,-228.0,114.0,114.0,,,-29.0,143.0,1353.0,-375.0,978.0,0.0,,,978.0,-69.0,909.0,0.0,,909.0,909.0,,2828.1,0.32,0.32,0.394962,2925.6,0.31,0.310705,0.383169,
09/30/2008,10427.0,,,-7902.0,,2525.0,-23.0,,,,,-32.0,55.0,2502.0,-791.0,1711.0,,,,1711.0,-68.0,1643.0,0.0,,1643.0,1643.0,,2817.1,0.59,0.59,0.59,2913.5,0.57,0.57,0.57,
12/31/2008,10151.0,,,-5401.0,,4750.0,-3258.0,,250.0,,108.0,,2900.0,1492.0,-303.0,1189.0,,,,1189.0,-53.0,1136.0,0.0,,1136.0,1136.0,2487.303128,2809.6,0.41,0.41,1.294089,2905.9,0.39,0.39,1.24553,
03/31/2009,9505.0,9505.0,0.0,-8271.0,8271.0,1234.0,-144.0,,,,,-26.0,170.0,1090.0,-287.0,803.0,0.0,0.0,0.0,803.0,-72.0,731.0,0.0,0.0,731.0,845.0,114.0,2790.5,0.26,0.26,0.302813,2878.9,0.25,0.25,0.289598,
06/30/2009,10458.0,10458.0,0.0,-9138.0,9138.0,1320.0,-118.0,,,,,-34.0,152.0,1202.0,-369.0,833.0,0.0,0.0,0.0,833.0,-75.0,758.0,0.0,0.0,758.0,922.0,164.0,2807.41,0.27,0.27,0.328417,2807.41,0.27,0.27,0.328417,
09/30/2009,10201.0,10201.0,0.0,-8707.0,8707.0,1494.0,-75.0,,,,,-31.0,106.0,1419.0,-302.0,1117.0,0.0,0.0,0.0,1117.0,-67.0,1050.0,0.0,0.0,1050.0,1215.75,165.75,2794.5,0.38,0.38,0.435051,2885.6,0.36,0.36,0.41744,
12/31/2009,9659.0,9659.0,0.0,-8687.0,8687.0,972.0,233.0,,,,,-24.0,-209.0,1205.0,-299.0,906.0,0.0,0.0,0.0,906.0,-75.0,831.0,0.0,0.0,831.0,595.0,-236.0,2770.0,0.3,0.3,0.214801,2865.517241,0.29,0.29,0.207641,
03/31/2010,10143.0,10143.0,0.0,-8705.0,8705.0,1438.0,-48.0,,,,,-24.0,72.0,1390.0,-335.0,1055.0,0.0,0.0,0.0,1055.0,-82.0,973.0,0.0,0.0,973.0,1054.0,81.0,2808.0,0.35,0.35,0.375356,2902.4,0.34,0.34,0.367908,
06/30/2010,11752.0,11752.0,0.0,-10124.0,10124.0,1628.0,-42.0,,,,,-39.0,81.0,1586.0,-432.0,1154.0,0.0,0.0,0.0,1154.0,-92.0,1062.0,0.0,0.0,1062.0,1134.0,72.0,2870.27,0.37,0.37,0.395085,2950.0,0.36,0.36,0.384407,
09/30/2010,11548.0,11548.0,0.0,-9736.0,9736.0,1812.0,-59.0,,,,,-36.0,95.0,1753.0,-406.0,1347.0,0.0,0.0,0.0,1347.0,-93.0,1254.0,0.0,0.0,1254.0,1365.75,111.75,2812.1,0.45,0.45,0.485669,2905.4,0.43,0.43,0.468463,
12/31/2010,10819.0,10819.0,0.0,-9358.0,9358.0,1461.0,-58.0,,,,,-12.0,70.0,1403.0,-361.0,1042.0,0.0,0.0,0.0,1042.0,-87.0,955.0,0.0,0.0,955.0,901.0,-54.0,2812.3,0.34,0.34,0.320378,2905.1,0.33,0.33,0.311412,
03/31/2011,10857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2011,11931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2011,12115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2011,11564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2012,12144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2012,13254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2012,13364.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
12/31/2012,12562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2013,12164.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
06/30/2013,13336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2013,12491.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
12/31/2013,11806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2014,11403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2014,12695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2014,12244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2014,12094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2015,12804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2015,14187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2015,13396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2015,12884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2016,12548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2016,13735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2016,13380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2016,13050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2017,13319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2017,14406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2017,13166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2017,12824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2018,12622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2018,13730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2018,12529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2018,12150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2019,12416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2019,13710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2019,13254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2019,12638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2020,12440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2020,13292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2020,12708.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,12202.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
