Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2009,1981,1798,212,273,44,229,-302,241,-201,83.0,-425,,-373,-160,0.0,,,-160,-160.0,0.0,0.0,0.0,0.0,-226.0,0.0,-226.0,0.0,13,-2565,-1051,-107,-107.0,0.0,0.0,-1382.0,26.0,-1408.0,-25,130.0,-827,,,
12/31/2009,1465,1522,246,-9,8,-17,-294,-102,-483,-172.0,463,,-330,-232,0.0,,,-232,-232.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,-104,-1201,-1115,1252,1352.0,0.0,-100.0,-1321.0,46.0,-1367.0,-17,4.0,-62,,,
03/31/2010,1974,1703,223,-59,25,-84,107,-28,1218,17.0,-1100,0.0,-104,-150,0.0,,,-150,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,-2512,-1098,424,-706.0,1130.0,,-1646.0,78.0,-1724.0,-192,-48.0,-690,,,
06/30/2010,3465,1982,224,-21,-2,-19,1280,-242,146,103.0,1273,0.0,-147,-169,0.0,,,-169,-169.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,23,-2492,-1085,-252,-184.0,0.0,-68.0,-1092.0,12.0,-1104.0,-63,48.0,874,,,
09/30/2010,2417,1822,230,88,-26,114,277,430,-78,-38.0,-37,0.0,-195,-164,0.0,,,-164,-164.0,0.0,0.0,0.0,0.0,-41.0,0.0,-41.0,0.0,10,-503,-1071,1544,1544.0,0.0,0.0,-956.0,79.0,-1035.0,-20,64.0,1783,,,
12/31/2010,1581,1752,255,-17,104,-121,-409,-37,-215,-154.0,-3,0.0,-264,-230,0.0,,,-230,-230.0,0.0,0.0,0.0,0.0,-41.0,0.0,-41.0,0.0,7,-3071,-1169,-778,-663.0,0.0,-115.0,-1107.0,60.0,-1167.0,-17,-50.0,-1804,,,
03/31/2011,2395,1919,239,133,19,114,104,138,478,116.0,-628,0.0,-175,-159,0.0,,,-159,-159.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,4,-2659,-1159,-55,-32.0,,-23.0,-1253.0,55.0,-1308.0,-192,58.0,-381,,,
06/30/2011,4120,2409,249,66,-49,115,1396,-388,518,70.0,1196,0.0,-246,-186,0.0,,,-186,-186.0,0.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,-18,-3039,-1149,-196,-1174.0,990.0,-12.0,-1594.0,20.0,-1614.0,-100,21.0,856,,,
09/30/2011,3053,2377,255,89,-29,118,332,59,-26,-7.0,306,0.0,-261,-223,0.0,,,-223,-223.0,0.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,-20,-1356,-1133,1203,2016.0,616.0,-1429.0,-1445.0,0.0,-1445.0,19,-223.0,1213,,,
12/31/2011,961,1886,250,-177,74,-251,-998,-60,-1006,20.0,48,0.0,-350,-329,0.0,,,-329,-329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21,-1284,-1347,1106,-1036.0,2161.0,-19.0,-1005.0,0.0,-1005.0,-38,-168.0,-841,,,
03/31/2012,1898,2161,227,198,51,147,-688,-151,1036,23.0,-1596,0.0,-224,-227,0.0,,,-227,-227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-783,-1338,2117,2564.0,1220.0,-1667.0,-1427.0,0.0,-1427.0,-135,135.0,1026,,,
06/30/2012,3480,2317,222,139,-85,224,802,-262,-459,57.0,1466,0.0,-288,-249,0.0,,,-249,-249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39,-2705,-1325,332,-1371.0,1761.0,-58.0,-1632.0,0.0,-1632.0,-80,-217.0,270,,,
09/30/2012,2393,2227,216,90,-75,165,-140,21,-714,,633,0.0,-179,-243,0.0,,,-243,-243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,-1400,-1310,1455,-568.0,2535.0,-512.0,-1498.0,0.0,-1498.0,-47,157.0,971,,,
12/31/2012,1650,2095,233,-43,-139,96,-635,-6,-591,10.0,-48,0.0,-301,-337,0.0,,,-337,-337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,-3212,-1431,273,273.0,0.0,0.0,-1968.0,0.0,-1968.0,-86,29.0,-1834,,,
03/31/2013,1363,2125,222,270,79,191,-1254,-67,806,1.0,-1994,0.0,-222,-240,0.0,,,-240,-240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,-53,-1414,2951,-879.0,4569.0,-739.0,-1453.0,0.0,-1453.0,-137,-90.0,998,,,
06/30/2013,3137,2124,219,187,-10,197,607,-467,-334,60.0,1348,0.0,-269,-280,0.0,,,-280,-280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-3246,-1401,-189,1174.0,636.0,-1999.0,-1575.0,0.0,-1575.0,-81,-17.0,-395,,,
09/30/2013,3315,2340,218,167,4,163,590,328,74,-35.0,223,0.0,-980,-301,0.0,,,-301,-301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-679,-2604,-1387,1014,1014.0,0.0,0.0,-1488.0,0.0,-1488.0,-743,65.0,-204,,,
12/31/2013,2320,1987,223,263,-101,364,-153,-243,-1959,77.0,1972,0.0,-1209,-379,0.0,,,-379,-379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830,-2312,-1518,719,-1257.0,1976.0,0.0,-1447.0,0.0,-1447.0,-66,-27.0,-1228,,,
03/31/2014,715,1875,211,6,86,-80,-1377,395,1086,35.0,-2893,0.0,-208,-256,0.0,,,-256,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,-805,-1503,2053,934.0,2359.0,-1240.0,-1241.0,0.0,-1241.0,-114,-33.0,-331,,,
06/30/2014,2705,1851,216,361,-5,366,277,-640,398,-33.0,552,0.0,-336,-252,0.0,0.0,0.0,-252,-252.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,-64,-2682,-1490,-89,-1362.0,1273.0,0.0,-1039.0,1.0,-1040.0,-64,31.0,-282,,,
09/30/2014,2965,2155,233,46,-29,75,531,69,-158,125.0,495,0.0,-229,-296,0.0,,,-296,-296.0,0.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,-6,-2075,-1478,203,203.0,0.0,0.0,-769.0,0.0,-769.0,-31,-159.0,502,,,
12/31/2014,1354,1612,229,-138,-114,-24,-349,-287,-1221,50.0,1109,0.0,-223,-349,0.0,0.0,0.0,-349,-349.0,0.0,0.0,0.0,0.0,-163.0,0.0,-163.0,0.0,289,-1277,-1564,1104,-855.0,1959.0,0.0,-784.0,,,-33,-215.0,-361,,,
03/31/2015,-375,1795,192,9,132,-123,-2371,54,393,44.0,-2862,0.0,68,-203,0.0,,,-203,-203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,525,-1555,2153,2250.0,302.0,-399.0,-48.0,0.0,-48.0,-25,-376.0,-158,,,
06/30/2015,3675,1887,185,163,14,149,1440,8,416,-6.0,1022,0.0,-292,-210,0.0,,,-210,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82,-3165,-1555,-1678,-1677.0,0.0,-1.0,0.0,0.0,0.0,68,96.0,314,,,
09/30/2015,2693,1942,184,29,-44,73,538,113,-221,132.0,514,0.0,-164,-223,0.0,0.0,0.0,-223,-223.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,83,-1821,-1555,-250,-659.0,1237.0,-828.0,0.0,0.0,0.0,-16,-153.0,555,,,
12/31/2015,1872,1249,193,-29,-120,91,459,472,-1429,140.0,1276,0.0,-320,-324,0.0,0.0,0.0,-324,-324.0,0.0,0.0,0.0,0.0,-31.0,0.0,-31.0,0.0,35,-275,-1585,-181,-180.0,0.0,-1.0,0.0,0.0,0.0,1491,-253.0,1024,,,
03/31/2016,462,1530,175,67,10,57,-1310,-175,49,223.0,-1407,0.0,-419,-226,0.0,0.0,0.0,-226,-226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193,-593,-1585,1015,-136.0,1978.0,-827.0,0.0,0.0,0.0,-23,77.0,-473,,,
06/30/2016,2374,1788,185,162,34,128,239,-210,650,49.0,-250,0.0,-18,-254,0.0,,,-254,-254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,-1401,-1588,338,25.0,1558.0,-1245.0,0.0,0.0,0.0,-151,-85.0,870,,,
09/30/2016,3092,1938,188,112,6,106,854,-13,546,-92.0,413,0.0,-506,-254,0.0,,,-254,-254.0,0.0,0.0,0.0,0.0,-26.0,0.0,-26.0,0.0,-226,-1566,-1586,56,56.0,0.0,0.0,0.0,0.0,0.0,-36,50.0,1070,,,
12/31/2016,2149,1711,195,89,132,-43,154,-611,-1940,193.0,2512,0.0,109,-438,0.0,0.0,0.0,-438,-438.0,0.0,0.0,0.0,0.0,-15.0,0.0,-15.0,0.0,562,-1853,-1619,-278,43.0,0.0,-321.0,0.0,0.0,0.0,44,-1007.0,-602,,,
03/31/2017,843,1590,197,-58,27,-85,-886,504,1243,84.0,-2717,0.0,-543,-292,0.0,0.0,0.0,-292,-292.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-246,341,-1618,2042,374.0,2482.0,-814.0,0.0,0.0,0.0,-83,234.0,875,,,
06/30/2017,3228,1781,210,145,43,102,1092,-518,421,52.0,1137,0.0,-701,-268,0.0,0.0,0.0,-268,-268.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14.0,0.0,-419,-1932,-1618,-109,-108.0,0.0,-1.0,0.0,0.0,0.0,-205,486.0,1081,,,
09/30/2017,1920,1970,225,-303,-425,122,28,-104,-421,111.0,442,0.0,-1078,-435,0.0,0.0,0.0,-435,-435.0,0.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,-622,359,-1618,2015,2014.0,1239.0,-1238.0,0.0,0.0,0.0,-38,247.0,1448,,,
12/31/2017,2921,694,243,339,-146,485,1645,26,-513,178.0,1954,0.0,-761,-553,0.0,0.0,0.0,-553,-553.0,0.0,0.0,0.0,0.0,-71.0,0.0,-71.0,0.0,-137,-1537,-1666,224,-2407.0,3129.0,-498.0,0.0,0.0,0.0,-95,118.0,741,,,
03/31/2018,1380,1556,242,243,26,217,-661,-113,338,-62.0,-824,0.0,-1018,-365,0.0,0.0,0.0,-365,-365.0,0.0,0.0,0.0,0.0,-18.0,0.0,-18.0,0.0,-635,-1738,-1659,103,103.0,0.0,0.0,0.0,0.0,0.0,-182,131.0,-1245,,,
06/30/2018,3993,2198,246,-56,-71,15,1605,48,-864,-66.0,2487,0.0,335,-409,0.0,0.0,0.0,-409,-409.0,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0,756,-4277,-1673,-2467,16.0,0.0,-2483.0,0.0,0.0,0.0,-137,-660.0,-609,,,
09/30/2018,1683,2247,246,198,3,195,-1008,177,377,-248.0,-1314,0.0,-481,-328,0.0,0.0,0.0,-328,-328.0,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,0.0,-142,-1889,-1778,-44,-44.0,0.0,0.0,0.0,0.0,0.0,-67,-22.0,-709,,,
12/31/2018,2422,1910,255,29,-58,87,228,-59,-464,325.0,426,0.0,166,-334,0.0,0.0,0.0,-334,-334.0,0.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,522,-1747,-1775,179,180.0,0.0,-1.0,0.0,0.0,0.0,-151,-134.0,707,,,
03/31/2019,1241,1354,240,519,-94,613,-872,4,237,-7.0,-1106,0.0,-1596,-324,0.0,0.0,0.0,-324,-324.0,0.0,0.0,0.0,0.0,-24.0,0.0,-24.0,0.0,-1248,-3151,-1780,-1315,822.0,0.0,-2137.0,0.0,0.0,0.0,-56,-28.0,-3534,,,
06/30/2019,3442,2319,232,66,-31,97,825,-777,149,-94.0,1547,0.0,-153,-178,0.0,0.0,0.0,-178,-178.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,0.0,29,-2404,-1777,-457,-1251.0,1628.0,-834.0,0.0,0.0,0.0,-170,42.0,927,,,
09/30/2019,2083,1896,237,218,1,217,-268,267,-450,70.0,-155,0.0,122,-194,0.0,0.0,0.0,-194,-194.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,319,453,-1779,2280,89.0,2191.0,0.0,0.0,0.0,0.0,-48,-160.0,2498,,,
12/31/2019,3324,1616,255,383,-17,400,1070,175,-484,482.0,897,0.0,-184,-156,0.0,0.0,0.0,-156,-156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28,-2959,-1825,-1051,-24.0,0.0,-1027.0,0.0,0.0,0.0,-83,173.0,354,,,
03/31/2020,1111,1826,241,284,-24,308,-1240,116,-575,-65.0,-716,0.0,514,-170,0.0,0.0,0.0,-170,-170.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,686,-4549,-1828,-2519,1122.0,0.0,-3641.0,0.0,0.0,0.0,-202,-191.0,-3115,,,
06/30/2020,1925,1947,229,44,-70,114,-295,-454,555,-99.0,-297,0.0,-648,-140,0.0,0.0,0.0,-140,-140.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-507,-954,-1830,1078,-1152.0,2230.0,0.0,0.0,0.0,0.0,-202,134.0,457,,,
