Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2006,3470.5,337.9,,,,,0.0,,129.8,0.0,0.0,0.0,58.4,,2474.8,1139.5,,,,469.6,,0.0,113.5,,,262.2,,,,,,623.5,999.2,0.0,2.1,,,,2449.8,10.7,2462.6,8.7,2471.3,3470.5,
09/30/2006,3659.7,459.9,,,,,0.0,,142.9,0.0,0.0,0.0,55.5,,2460.1,1139.8,,,,541.3,,0.0,113.2,,,537.2,,,,,,625.9,1276.3,0.0,2.0,,,,2359.5,9.6,2371.1,12.3,2383.4,3659.7,
12/31/2006,3537.9,507.1,,,,,,,131.8,0.0,0.0,0.0,47.2,,2380.5,1090.5,,,,471.3,,0.0,0.0,,,537.2,,,,,,676.5,1213.7,,1.9,,,0.0,2293.4,11.1,2306.4,17.8,2324.2,3537.9,
03/31/2007,3327.3,311.3,,,,,,,178.3,0.0,0.0,0.0,58.2,,2529.9,1197.9,,,,249.6,,,0.0,,,537.2,,,,,,588.7,1125.9,0.0,1.8,,,0.0,2175.0,13.2,2190.0,11.4,2201.4,3327.3,
06/30/2007,3760.0,742.1,,,,,,,150.9,0.0,0.0,0.0,57.2,,2524.8,1197.5,,,,285.0,,0.0,0.0,,,1127.6,,,,,,632.3,1759.9,0.0,1.8,,,0.0,1975.8,16.2,1993.8,6.3,2000.1,3760.0,
09/30/2007,3644.6,605.4,,,,,0.0,,141.3,0.0,0.0,0.0,46.6,,2453.4,1140.1,,,,397.9,,0.0,0.0,,,1127.6,,,,,,665.9,1793.5,0.0,1.7,,,,1823.4,18.5,1843.6,7.5,1851.1,3644.6,
12/31/2007,3564.1,480.7,,,,,0.0,,170.4,0.0,0.0,0.0,46.5,,2451.5,1141.1,,,,415.0,,0.0,0.0,,,1127.7,,,,,,696.7,1824.4,0.0,1.7,,,0.0,1717.0,4.8,1723.5,16.2,1739.7,3564.1,
03/31/2008,3394.0,270.3,,,,,,,159.5,0.0,0.0,0.0,46.8,,2510.1,1178.8,,,,407.3,,0.0,0.0,,,1127.8,,,,,,612.6,1740.4,0.0,1.7,,,0.0,1630.8,4.6,1637.1,16.5,1653.6,3394.0,
06/30/2008,3392.6,275.7,,,,,,,166.7,0.0,0.0,0.0,48.4,,2511.6,1183.7,,,,390.2,,0.0,22.0,,,1105.8,,,,,,616.5,1744.3,0.0,1.6,,,0.0,1633.9,3.2,1638.7,9.6,1648.3,3392.6,
09/30/2008,3368.1,297.6,,,,,0.0,,168.1,0.0,0.0,0.0,49.5,,2508.8,1184.2,,,,344.1,,0.0,22.0,,,1105.9,,,,,,620.8,1748.7,0.0,1.6,,,0.0,1600.6,2.0,1604.2,15.2,1619.4,3368.1,
12/31/2008,3336.7,282.6,,,,,,,117.5,0.0,0.0,,51.1,,2641.5,1320.3,,,,244.0,,,22.0,,,1106.0,,,,,,585.1,1713.1,0.0,1.6,,,0.0,1611.8,-5.3,1608.1,15.5,1623.6,3336.7,
03/31/2009,2429.8,232.1,108.4,,,,,108.4,111.4,,,,52.0,52.0,1782.9,574.6,1208.3,,,143.0,,,22.0,22.0,0.0,1106.0,1106.0,,,,349.6,142.4,1620.0,0.0,1.6,1.6,0.0,0.0,697.2,-2.6,696.2,113.6,809.8,2429.8,
06/30/2009,2424.7,218.7,112.1,55.0,57.1,,,0.0,119.7,,,,53.3,53.3,1780.0,574.6,1205.4,,,140.9,,,,,,1106.1,1106.1,,,,352.4,162.5,1621.0,0.0,1.6,1.6,,0.0,708.2,-0.2,709.6,94.1,803.7,2424.7,
09/30/2009,2450.4,236.4,100.5,48.6,51.9,,,0.0,136.3,,,,50.5,50.5,1777.0,574.6,1202.4,,,149.7,,,0.0,,,790.2,790.2,,,,387.7,206.7,1384.6,0.0,1.8,1.8,,0.0,967.0,0.7,969.5,96.3,1065.8,2450.4,
12/31/2009,2530.3,324.7,168.9,119.0,49.9,,,0.0,126.8,,,,48.4,48.4,1773.6,488.2,1285.4,-91.3,,179.2,,,,,,792.0,792.0,0.0,0.0,0.0,390.1,235.5,1417.6,0.0,1.8,1.8,0.0,,998.3,1.0,1001.1,111.6,1112.7,2530.3,
03/31/2010,2487.8,269.0,105.5,57.2,48.3,,,0.0,135.9,,,,46.7,46.7,1770.7,488.2,1282.5,,,160.0,,,,,,793.9,793.9,,,,388.8,183.6,1366.3,0.0,1.8,1.8,0.0,,1031.3,0.9,1034.0,87.5,1121.5,2487.8,
06/30/2010,2542.3,259.5,89.4,45.2,44.2,,,0.0,130.9,,,,46.3,46.3,1767.7,488.2,1279.5,,,248.5,,,,,,795.8,795.8,,,,395.3,214.6,1405.7,0.0,1.8,1.8,0.0,,1050.5,-1.8,1050.5,86.1,1136.6,2542.3,
09/30/2010,2632.1,288.0,218.2,83.4,42.0,92.8,,0.0,145.3,,,,44.9,44.9,1764.8,488.2,1276.6,,,170.9,,,92.2,92.2,0.0,705.6,705.6,,,,409.8,238.3,1445.9,0.0,1.8,1.8,0.0,,1088.4,1.2,1091.4,94.8,1186.2,2632.1,
12/31/2010,2726.8,373.2,296.1,102.1,12.9,93.1,,88.0,177.9,,,,44.1,44.1,1761.8,488.2,1273.6,-86.6,,160.3,,,,,,586.7,586.7,0.0,0.0,0.0,410.3,463.8,1460.8,0.0,1.8,1.8,0.0,,1168.1,1.6,1171.5,94.5,1266.0,2726.8,
03/31/2011,2579.4,278.6,309.7,203.6,13.5,92.6,,0.0,126.3,,,,41.0,41.0,1758.8,488.2,1270.6,,,65.0,,,,,,588.8,588.8,,,,418.2,250.3,1257.3,0.0,1.9,1.9,0.0,,1202.8,2.7,1207.4,114.7,1322.1,2579.4,
06/30/2011,2669.4,269.5,404.0,292.6,19.0,92.4,,0.0,131.8,,,,39.2,39.2,1755.9,488.2,1267.7,,,69.0,,,,,,590.8,590.8,,,,416.3,291.6,1298.7,0.0,1.9,1.9,0.0,,1239.5,2.6,1244.0,126.7,1370.7,2669.4,
09/30/2011,2585.3,329.4,275.3,263.9,11.4,,,0.0,120.2,,,,38.4,38.4,1752.9,488.2,1264.7,,,69.1,,,,,,593.0,593.0,,,,417.9,177.9,1188.8,0.0,1.9,1.9,0.0,,1261.1,-0.4,1262.6,133.9,1396.5,2585.3,
12/31/2011,2644.0,360.0,322.8,312.0,10.8,,,0.0,118.7,,,,36.9,36.9,1750.0,488.2,1261.8,-80.7,,136.3,,,,,,595.2,595.2,0.0,0.0,0.0,421.7,192.6,1209.5,0.0,1.9,1.9,0.0,,1311.8,-0.5,1313.2,121.3,1434.5,2644.0,
03/31/2012,2573.0,252.1,356.6,320.8,35.8,,,0.0,127.4,,,,35.1,35.1,1747.0,488.2,1258.8,,,54.8,,,,,,538.1,538.1,,,,429.6,135.7,1103.4,0.0,1.9,1.9,0.0,,1333.6,1.0,1336.5,133.1,1469.6,2573.0,
06/30/2012,2588.2,304.1,334.5,303.1,31.4,,,0.0,111.1,,,,34.9,34.9,1743.9,488.2,1255.7,,,59.7,,,,,,540.4,540.4,,,,431.8,147.4,1119.6,0.0,1.9,1.9,0.0,,1359.5,-0.5,1360.9,107.7,1468.6,2588.2,
09/30/2012,2624.4,352.7,330.9,301.1,29.8,,,0.0,104.0,,,,33.4,33.4,1738.4,488.2,1250.2,,,65.0,,,,,,542.8,542.8,,,,435.0,178.8,1156.6,0.0,1.9,1.9,0.0,,1388.9,0.1,1390.9,76.9,1467.8,2624.4,
12/31/2012,2660.4,387.0,350.5,338.6,11.9,,,0.0,100.2,,,,33.3,33.3,1730.5,488.2,1242.3,-78.2,,137.1,,,,,,545.1,545.1,0.0,0.0,0.0,436.0,201.3,1182.4,0.0,1.9,1.9,0.0,,1415.4,0.6,1417.9,60.1,1478.0,2660.4,
03/31/2013,2624.4,319.9,399.8,358.3,28.8,,,12.7,102.6,,,,31.6,31.6,1727.4,488.2,1239.2,,,43.1,,,,,,547.6,547.6,,,,436.3,132.0,1115.9,0.0,1.9,1.9,0.0,,1449.1,-0.5,1450.5,58.0,1508.5,2624.4,
06/30/2013,2676.1,349.3,410.6,367.7,29.8,,,13.1,113.3,,,,31.0,31.0,1724.4,488.2,1236.2,,,47.5,,,38.9,38.9,0.0,510.5,510.5,,,,438.0,159.4,1146.8,0.0,1.9,1.9,0.0,,1458.5,-1.2,1459.2,70.1,1529.3,2676.1,
09/30/2013,2693.9,358.2,434.4,397.3,23.3,,,13.8,108.3,,,,29.8,29.8,1721.3,488.2,1233.1,,,41.9,,,95.9,95.9,0.0,447.1,447.1,,,,439.3,190.6,1172.9,0.0,1.9,1.9,0.0,,1475.1,-1.2,1475.8,45.2,1521.0,2693.9,
12/31/2013,2747.3,344.5,485.5,373.3,112.2,,,0.0,108.8,,,,29.9,29.9,1718.3,488.2,1230.1,-74.6,0.0,134.9,,,96.9,96.9,0.0,447.7,447.7,,,,447.7,237.2,1229.5,0.0,1.9,1.9,0.0,,1496.0,-1.1,1496.8,21.0,1517.8,2747.3,
03/31/2014,2671.5,380.0,388.6,236.8,136.9,,,14.9,111.3,,,,28.9,28.9,1715.5,488.2,1227.3,,0.0,47.2,,,97.8,97.8,0.0,448.4,448.4,,,,454.4,136.8,1137.4,0.0,1.9,1.9,0.0,,1511.3,-0.1,1513.1,21.0,1534.1,2671.5,
06/30/2014,2677.8,438.2,318.3,248.7,57.2,,,12.4,120.1,,,,30.0,30.0,1713.2,488.2,1225.0,,0.0,58.0,,,59.9,59.9,0.0,449.1,449.1,,,,461.6,165.0,1135.6,0.0,1.9,1.9,0.0,,1515.6,0.7,1518.2,24.0,1542.2,2677.8,
09/30/2014,2692.0,434.9,341.2,320.2,8.5,,,12.5,116.2,,,,29.8,29.8,1710.9,488.2,1222.7,,0.0,59.0,,,0.0,,,449.8,449.8,,,,463.0,206.5,1119.3,0.0,1.9,1.9,0.0,,1523.3,-1.1,1524.1,48.6,1572.7,2692.0,
12/31/2014,2793.2,452.5,344.0,262.7,68.3,,,13.0,130.9,,,,31.1,31.1,1767.1,509.7,1257.4,-68.8,0.0,136.4,,,0.0,,,450.5,450.5,,,,478.4,270.8,1199.7,0.0,1.9,1.9,0.0,,1540.3,-1.4,1540.8,52.7,1593.5,2793.2,
03/31/2015,2681.1,355.1,334.7,253.2,69.1,,,12.4,139.6,,,,29.4,29.4,1764.4,509.7,1254.7,,0.0,57.9,,,106.8,106.8,0.0,344.5,344.5,,,,485.9,149.4,1086.6,0.0,1.9,1.9,0.0,,1563.4,-1.1,1564.2,30.3,1594.5,2681.1,
06/30/2015,2762.0,299.2,355.1,260.5,82.2,,,12.4,135.8,,,,34.4,34.4,1762.0,509.7,1252.3,,0.0,175.5,,,107.5,107.5,0.0,344.5,344.5,,,,489.8,194.8,1136.6,0.0,1.9,1.9,0.0,,1591.3,-2.1,1591.1,34.3,1625.4,2762.0,
09/30/2015,2857.7,292.4,357.3,271.3,70.2,,,15.8,134.5,,,,35.5,35.5,1947.0,592.4,1354.6,,0.0,91.0,,,108.2,108.2,0.0,297.1,297.1,,,,523.7,238.8,1167.8,0.0,1.9,1.9,0.0,,1578.2,-11.5,1568.6,121.3,1689.9,2857.7,
12/31/2015,2867.7,364.4,464.9,239.8,71.0,,,154.1,0.0,,,,38.7,38.7,1955.3,602.8,1352.5,-60.3,0.0,104.7,,,107.5,107.5,0.0,294.8,294.8,,,,498.9,272.6,1173.8,0.0,1.8,1.8,0.0,0.0,1589.8,-8.9,1582.7,111.2,1693.9,2867.7,
03/31/2016,2801.1,307.9,301.2,208.6,75.9,,,16.7,136.2,,,,37.9,37.9,1962.3,607.6,1354.7,,0.0,55.6,,,0.0,,,403.3,403.3,,,,523.2,158.3,1084.8,0.0,1.8,1.8,0.0,,1594.1,-3.4,1592.5,123.8,1716.3,2801.1,
06/30/2016,2839.8,339.3,316.5,222.9,76.9,,,16.7,126.5,,,,37.0,37.0,1953.5,604.9,1348.6,,0.0,67.0,,,109.2,109.2,0.0,295.0,295.0,,,,520.1,198.3,1122.6,0.0,1.8,1.8,0.0,,1597.8,-5.9,1593.7,123.5,1717.2,2839.8,
09/30/2016,2908.7,371.0,490.4,266.9,78.6,,,144.9,0.4,,,,35.3,35.3,1955.8,607.5,1348.3,,0.0,55.8,,,110.1,110.1,0.0,295.2,295.2,,,,518.9,237.4,1161.6,0.0,1.8,1.8,0.0,,1615.7,-2.8,1614.7,132.4,1747.1,2908.7,
12/31/2016,2949.9,492.0,433.3,260.3,26.2,,,146.8,0.3,,,,34.2,34.2,1940.9,601.9,1339.0,-64.6,0.0,113.8,,,0.0,,,406.3,406.3,,,,502.8,278.4,1187.5,0.0,1.8,1.8,0.0,0.0,1636.5,-7.9,1630.4,132.0,1762.4,2949.9,
03/31/2017,2833.8,360.7,436.4,260.0,16.7,,,159.7,1.1,,,,32.8,32.8,1949.1,607.3,1341.8,,0.0,53.7,,,111.9,,111.9,295.5,295.5,,,,527.1,201.7,1136.2,0.0,1.8,1.8,0.0,0.0,1652.3,-2.0,1652.1,45.5,1697.6,2833.8,
