Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2010,967.0,967.0,-368.0,368.0,599.0,0.0,-299.0,199.0,125.0,74.0,100.0,0.0,300.0,1.0,,,,-1.0,,0.0,301.0,-82.0,,219.0,0.0,0.0,0.0,219.0,0.0,219.0,0.0,0.0,219.0,219.65,0.65,1232.0,0.18,0.18,0.178287,1248.0,0.17,0.17,0.170521,
09/30/2010,745.0,745.0,-349.0,349.0,396.0,0.0,-341.0,223.0,110.0,113.0,118.0,0.0,55.0,14.0,,,,-14.0,,0.0,69.0,-18.0,,51.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,51.0,51.0,0.0,1212.0,0.04,0.04,0.04,1227.0,0.04,0.04,0.04,
12/31/2010,1427.0,1427.0,-878.0,878.0,549.0,0.0,-946.0,347.0,225.0,122.0,273.0,326.0,-397.0,8.0,,,,-8.0,,0.0,-389.0,156.0,,-233.0,0.0,0.0,0.0,-233.0,0.0,-233.0,0.0,0.0,-233.0,-35.0,198.0,1198.0,-0.2,-0.2,-0.029215,1198.0,-0.2,-0.2,-0.034725,
03/31/2011,1449.0,1449.0,-452.0,452.0,997.0,0.0,-323.0,162.0,60.0,102.0,142.0,19.0,674.0,2.0,,,,-2.0,,0.0,676.0,-173.0,,503.0,0.0,0.0,0.0,503.0,0.0,503.0,0.0,-7.0,496.0,510.0,14.0,1173.0,0.42,0.42,0.434783,1182.0,0.42,0.42,0.431844,
06/30/2011,1146.0,1146.0,-343.0,343.0,803.0,0.0,-336.0,217.0,90.0,127.0,116.0,3.0,467.0,2.0,,,,-2.0,,0.0,469.0,-134.0,,335.0,0.0,0.0,0.0,335.0,0.0,335.0,0.0,-5.0,330.0,332.0,2.0,1141.0,0.29,0.29,0.290973,1150.0,0.29,0.29,0.290973,
09/30/2011,754.0,754.0,-237.0,237.0,517.0,0.0,-355.0,219.0,115.0,104.0,133.0,3.0,162.0,3.0,,,,-3.0,,0.0,165.0,-17.0,,148.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,-2.0,146.0,148.0,2.0,1140.0,0.13,0.13,0.129825,1148.0,0.13,0.13,0.129825,
12/31/2011,1407.0,1407.0,-729.0,729.0,678.0,0.0,-653.0,403.0,281.0,122.0,249.0,1.0,25.0,-5.0,,,,5.0,,0.0,20.0,79.0,,99.0,0.0,0.0,0.0,99.0,0.0,99.0,0.0,-5.0,94.0,108.95,14.95,1139.0,0.09,0.09,0.095654,1147.0,0.08,0.08,0.093034,
03/31/2012,1172.0,1172.0,-364.0,364.0,808.0,0.0,-295.0,181.0,79.0,102.0,114.0,0.0,513.0,1.0,,,,-1.0,,0.0,514.0,-130.0,,384.0,0.0,0.0,0.0,384.0,0.0,384.0,0.0,-7.0,377.0,378.3,1.3,1120.0,0.34,0.34,0.337768,1127.0,0.33,0.33,0.331154,
06/30/2012,1075.0,1075.0,-377.0,377.0,698.0,0.0,-471.0,326.0,136.0,190.0,145.0,0.0,227.0,2.0,,,,-2.0,,0.0,229.0,-44.0,,185.0,0.0,0.0,0.0,185.0,0.0,185.0,0.0,-4.0,181.0,181.0,0.0,1109.0,0.16,0.16,0.16,1115.0,0.16,0.16,0.16,
09/30/2012,841.0,841.0,-237.0,237.0,604.0,0.0,-377.0,252.0,131.0,121.0,125.0,0.0,227.0,1.0,,,,-1.0,,0.0,228.0,-2.0,,226.0,0.0,0.0,0.0,226.0,0.0,226.0,0.0,-5.0,221.0,221.0,0.0,1109.0,0.2,0.2,0.2,1114.0,0.2,0.2,0.2,
12/31/2012,1768.0,1768.0,-682.0,682.0,1086.0,0.0,-602.0,380.0,232.0,148.0,222.0,0.0,484.0,3.0,,,,-3.0,,0.0,487.0,-133.0,,354.0,0.0,0.0,0.0,354.0,0.0,354.0,0.0,-12.0,342.0,342.0,0.0,1111.0,0.31,0.31,0.31,1115.0,0.31,0.31,0.31,
03/31/2013,1324.0,1324.0,-416.0,416.0,908.0,0.0,-321.0,196.0,107.0,89.0,125.0,0.0,587.0,2.0,,,,-2.0,,0.0,589.0,-133.0,,456.0,0.0,0.0,0.0,456.0,0.0,456.0,0.0,-10.0,446.0,462.9,16.9,1113.0,0.4,0.4,0.415903,1120.0,0.4,0.4,0.415089,
06/30/2013,1050.0,1050.0,-285.0,285.0,765.0,0.0,-335.0,212.0,116.0,96.0,123.0,0.0,430.0,0.0,,,,0.0,,0.0,430.0,-106.0,,324.0,0.0,0.0,0.0,324.0,0.0,324.0,0.0,-6.0,318.0,318.0,0.0,1118.0,0.28,0.28,0.28,1127.0,0.28,0.28,0.28,
09/30/2013,691.0,691.0,-175.0,175.0,516.0,0.0,-446.0,306.0,144.0,162.0,140.0,0.0,70.0,-4.0,,,,4.0,,0.0,66.0,-10.0,,56.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,-1.0,55.0,94.0,39.0,1122.0,0.05,0.05,0.083779,1134.0,0.05,0.05,0.083779,
12/31/2013,1518.0,1518.0,-655.0,655.0,863.0,0.0,-579.0,382.0,239.0,143.0,197.0,0.0,284.0,-51.0,,,,,,51.0,233.0,-59.0,,174.0,0.0,0.0,0.0,174.0,0.0,174.0,0.0,-9.0,165.0,179.0,14.0,745.0,0.23,0.23,0.240268,757.0,0.22,0.22,0.238494,
03/31/2014,1111.0,1111.0,-342.0,342.0,769.0,0.0,-342.0,199.0,104.0,95.0,143.0,0.0,427.0,-51.0,,51.0,,,,0.0,376.0,-83.0,,293.0,0.0,0.0,0.0,293.0,0.0,293.0,0.0,-8.0,285.0,285.0,0.0,709.0,0.4,0.4,0.4,720.0,0.4,0.4,0.4,
06/30/2014,970.0,970.0,-300.0,300.0,670.0,0.0,-360.0,248.0,141.0,107.0,112.0,0.0,310.0,-50.0,,50.0,,,,0.0,260.0,-56.0,,204.0,0.0,0.0,0.0,204.0,0.0,204.0,0.0,-4.0,200.0,200.0,0.0,716.0,0.28,0.28,0.28,725.0,0.28,0.28,0.28,
09/30/2014,753.0,753.0,-253.0,253.0,500.0,0.0,-492.0,361.0,221.0,140.0,131.0,0.0,8.0,-51.0,,50.0,,,,1.0,-43.0,20.0,0.0,-23.0,0.0,0.0,0.0,-23.0,0.0,-23.0,0.0,0.0,-23.0,25.0,48.0,718.0,-0.03,-0.03,0.034819,718.0,-0.03,-0.03,0.034819,
12/31/2014,1575.0,1575.0,-631.0,631.0,944.0,0.0,-506.0,322.0,247.0,75.0,184.0,0.0,438.0,-50.0,,58.0,,,,-8.0,388.0,-27.0,,361.0,0.0,0.0,0.0,361.0,0.0,361.0,0.0,0.0,361.0,361.0,0.0,720.0,0.49,0.49,0.49,729.0,0.49,0.49,0.49,
03/31/2015,1278.0,1278.0,-413.0,413.0,865.0,0.0,-323.0,178.0,92.0,86.0,145.0,0.0,542.0,-50.0,,49.0,,,,1.0,492.0,-98.0,,394.0,0.0,0.0,0.0,394.0,0.0,394.0,0.0,-7.0,387.0,387.0,0.0,723.0,0.54,0.54,0.54,731.0,0.53,0.53,0.53,
06/30/2015,1044.0,1044.0,-297.0,297.0,747.0,0.0,-415.0,266.0,164.0,102.0,149.0,0.0,332.0,-50.0,,48.0,,,,2.0,282.0,-70.0,,212.0,0.0,0.0,0.0,212.0,0.0,212.0,0.0,-2.0,210.0,165.1,-44.9,727.0,0.29,0.29,0.227098,735.0,0.29,0.29,0.227098,
09/30/2015,990.0,990.0,-337.0,337.0,653.0,0.0,-457.0,298.0,189.0,109.0,159.0,0.0,196.0,-51.0,,48.0,,,,3.0,145.0,-18.0,,127.0,0.0,0.0,0.0,127.0,0.0,127.0,0.0,-2.0,125.0,126.15,1.15,730.0,0.17,0.17,0.172808,739.0,0.17,0.17,0.171556,
12/31/2015,1353.0,1353.0,-538.0,538.0,815.0,0.0,-565.0,372.0,289.0,83.0,193.0,0.0,250.0,-49.0,,48.0,,,,1.0,201.0,-42.0,,159.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,162.67647,3.67647,733.0,0.22,0.22,0.221932,744.0,0.21,0.21,0.214941,
03/31/2016,1455.0,1455.0,-491.0,491.0,964.0,0.0,-503.0,328.0,168.0,160.0,175.0,0.0,461.0,-52.0,,53.0,,,,-1.0,409.0,-46.0,,363.0,0.0,0.0,0.0,363.0,0.0,363.0,0.0,-3.0,360.0,262.3,-97.7,735.0,0.49,0.49,0.356871,749.0,0.48,0.48,0.349559,
06/30/2016,1570.0,1570.0,-598.0,598.0,972.0,0.0,-740.0,491.0,322.0,169.0,249.0,0.0,232.0,-65.0,,55.0,,,,10.0,167.0,-16.0,,151.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,151.0,154.29719,3.29719,739.0,0.2,0.2,0.208792,753.0,0.2,0.2,0.204379,
09/30/2016,1568.0,1568.0,-529.0,529.0,1039.0,0.0,-745.0,496.0,340.0,156.0,249.0,0.0,294.0,-63.0,,50.0,,,,13.0,231.0,-32.0,,199.0,0.0,0.0,0.0,199.0,0.0,199.0,0.0,1.0,200.0,210.584615,10.584615,742.0,0.27,0.27,0.283807,756.0,0.26,0.26,0.274001,
12/31/2016,2014.0,2014.0,-776.0,776.0,1238.0,0.0,-813.0,528.0,380.0,148.0,285.0,0.0,425.0,-125.0,,39.0,,,,86.0,300.0,-46.0,,254.0,0.0,0.0,0.0,254.0,0.0,254.0,0.0,0.0,254.0,318.63532,64.63532,744.0,0.34,0.34,0.428273,757.0,0.33,0.33,0.415383,
03/31/2017,1726.0,1726.0,-585.0,585.0,1141.0,0.0,-648.0,423.0,246.0,177.0,225.0,0.0,493.0,-40.0,,35.0,,,,5.0,453.0,-27.0,,426.0,0.0,0.0,0.0,426.0,0.0,426.0,0.0,0.0,426.0,442.679537,16.679537,749.0,0.57,0.57,0.591027,761.0,0.56,0.56,0.581918,
06/30/2017,1631.0,1631.0,-561.0,561.0,1070.0,0.0,-731.0,479.0,308.0,171.0,252.0,0.0,339.0,-46.0,,36.0,,,,10.0,293.0,-50.0,,243.0,0.0,0.0,0.0,243.0,0.0,243.0,0.0,0.0,243.0,253.9,10.9,754.0,0.32,0.32,0.336737,764.0,0.32,0.32,0.334267,
09/30/2017,1618.0,1618.0,-552.0,552.0,1066.0,0.0,-809.0,536.0,345.0,191.0,273.0,0.0,257.0,-37.0,,39.0,,,,-2.0,220.0,-32.0,,188.0,0.0,0.0,0.0,188.0,0.0,188.0,0.0,0.0,188.0,190.151899,2.151899,755.0,0.25,0.25,0.251857,766.0,0.25,0.25,0.251857,
12/31/2017,2043.0,2043.0,-803.0,803.0,1240.0,0.0,-1019.0,701.0,479.0,222.0,318.0,0.0,221.0,-36.0,,40.0,,,,-4.0,185.0,-769.0,,-584.0,0.0,0.0,0.0,-584.0,0.0,-584.0,0.0,0.0,-584.0,215.258964,799.258964,757.0,-0.77,-0.77,0.284358,757.0,-0.77,-0.77,0.284358,
03/31/2018,1965.0,1965.0,-662.0,662.0,1303.0,0.0,-708.0,449.0,251.0,198.0,259.0,0.0,595.0,-28.0,,40.0,,,,-12.0,567.0,-67.0,,500.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,500.0,500.0,0.0,759.0,0.66,0.66,0.66,770.0,0.65,0.65,0.65,
06/30/2018,1641.0,1641.0,-510.0,510.0,1131.0,0.0,-697.0,442.0,226.0,216.0,255.0,0.0,434.0,-26.0,,41.0,,,,-15.0,408.0,-6.0,,402.0,0.0,0.0,0.0,402.0,0.0,402.0,0.0,0.0,402.0,377.0,-25.0,761.0,0.53,0.53,0.495401,770.0,0.52,0.52,0.487532,
09/30/2018,1512.0,1512.0,-513.0,513.0,999.0,0.0,-734.0,471.0,263.0,208.0,263.0,0.0,265.0,-53.0,,32.0,,,,21.0,212.0,48.0,,260.0,0.0,0.0,0.0,260.0,0.0,260.0,0.0,0.0,260.0,218.786517,-41.213483,763.0,0.34,0.34,0.286745,771.0,0.34,0.34,0.286545,
12/31/2018,2381.0,2381.0,-832.0,832.0,1549.0,0.0,-855.0,520.0,321.0,199.0,325.0,10.0,694.0,-4.0,6.0,21.0,-15.0,,,-2.0,690.0,-5.0,,685.0,0.0,0.0,0.0,685.0,0.0,685.0,0.0,0.0,685.0,579.680556,-105.319444,763.0,0.9,0.9,0.759739,771.0,0.89,0.89,0.753399,
03/31/2019,1825.0,1825.0,-563.0,563.0,1262.0,0.0,-692.0,386.0,207.0,179.0,249.0,57.0,570.0,-3.0,2.0,23.0,-21.0,,,1.0,567.0,-120.0,,447.0,0.0,0.0,0.0,447.0,0.0,447.0,0.0,0.0,447.0,498.103448,51.103448,764.0,0.58,0.58,0.651968,770.0,0.58,0.58,0.646368,
06/30/2019,1396.0,1396.0,-433.0,433.0,963.0,0.0,-627.0,361.0,191.0,170.0,244.0,22.0,336.0,34.0,,21.0,,,,-55.0,370.0,-42.0,,328.0,0.0,0.0,0.0,328.0,0.0,328.0,0.0,0.0,328.0,342.0,14.0,766.0,0.43,0.43,0.446475,770.0,0.43,0.43,0.446475,
09/30/2019,1282.0,1282.0,-442.0,442.0,840.0,0.0,-593.0,359.0,182.0,177.0,210.0,24.0,247.0,2.0,,21.0,,,,-23.0,249.0,-45.0,,204.0,0.0,0.0,0.0,204.0,0.0,204.0,0.0,0.0,204.0,228.266667,24.266667,767.0,0.27,0.27,0.29761,771.0,0.26,0.26,0.291474,
12/31/2019,1986.0,1986.0,-656.0,656.0,1330.0,0.0,-876.0,551.0,346.0,205.0,296.0,29.0,454.0,-7.0,4.0,22.0,-18.0,,,3.0,447.0,78.0,,525.0,0.0,0.0,0.0,525.0,0.0,525.0,0.0,0.0,525.0,420.75,-104.25,768.0,0.68,0.68,0.547852,773.0,0.68,0.68,0.545136,
03/31/2020,1788.0,1788.0,-505.0,505.0,1283.0,0.0,-671.0,410.0,243.0,167.0,238.0,23.0,612.0,-8.0,7.0,23.0,-16.0,,,1.0,604.0,-99.0,,505.0,0.0,0.0,0.0,505.0,0.0,505.0,0.0,0.0,505.0,524.979798,19.979798,769.0,0.66,0.66,0.682679,774.0,0.65,0.65,0.675814,
06/30/2020,1932.0,1932.0,-469.0,469.0,1463.0,0.0,-714.0,417.0,242.0,175.0,291.0,6.0,749.0,-22.0,0.0,0.0,0.0,,,22.0,727.0,-147.0,,580.0,0.0,0.0,0.0,580.0,0.0,580.0,0.0,0.0,580.0,585.057143,5.057143,771.0,0.75,0.75,0.758829,776.0,0.75,0.75,0.756517,
09/30/2020,1702.958,,,,1301.94545016,,,,,,,,631.824,,,,,,,,607.125,,,480.5,,,,,,480.5,,,480.5,498.474,,,0.617,0.617,0.629,,0.617,0.617,0.629,
12/31/2020,2421.333,,,,1759.89746439,,,,,,,,965.059,,,,,,,,1030.625,,,583.917,,,,,,583.917,,,583.917,831.316,,,0.604,0.604,1.041,,0.604,0.604,1.041,
