Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1998,967.385,1.715,1.715,,75.565,75.565,,0.0,0.0,0.0,0.0,0.0,66.657,,,,,,,,143.937,266.743,354.101,-87.358,0.0,,556.705,527.235,527.235,0.0,29.47,823.448,,20.62,20.62,,,,1.731,1.731,0.0,0.0,,,121.121,,,121.121,143.472,454.447,454.447,0.0,0.0,,30.584,,,,,,30.584,485.031,628.503,0.0,356.221,,,0.0,-17.339,0.0,338.882,0.0,338.882,967.385,
03/31/1999,1052.744,4.899,4.899,0.0,84.378,49.814,,0.0,0.0,0.0,0.0,0.0,20.777,,,,,,,,110.054,311.821,421.594,-109.773,0.0,,630.869,600.715,,,30.154,942.69,,13.656,13.656,,,,4.219,,,,,,86.093,,,86.093,103.968,537.096,,,,,33.353,,,,,,33.353,570.449,674.417,0.0,356.921,,,0.0,,-18.064,338.857,39.47,378.327,1052.744,
06/30/1999,733.81,2.255,2.255,0.0,50.145,50.145,,1.133,0.0,0.0,0.0,0.0,6.675,,,,,,,,60.208,253.135,329.567,-76.432,0.0,,420.467,418.786,,,1.681,673.602,,7.843,7.843,,,,20.113,,,,,,58.764,,,58.764,86.72,550.437,,,,,23.542,,,,,,23.542,573.979,660.699,4.822,556.666016,,,0.0,,68.289,629.777016,39.787998,669.565014,1330.264014,
09/30/1999,751.058,2.028,2.028,,56.402,56.402,,1.051,,,,,7.307,,,,,,,,66.788,262.576,343.199,-80.623,,,421.694,419.119,,,2.575,684.27,,10.44,10.44,,,,19.243,,,,,,56.424,,,56.424,86.107,564.105,,,,,25.436,,,,,,25.436,589.541,675.648,4.927,,,,,,70.483,75.41,,75.41,751.058,
12/31/1999,1317.212,3.83,3.83,0.0,104.074,,,0.0,0.0,0.0,0.0,0.0,35.76,,,,,,,,143.664,403.739,497.369,-93.63,0.0,,769.809,729.213,,,40.596,1173.548,,25.77,25.77,,,,9.89,,,,,,114.688,,,114.688,150.348,603.057,,,,,32.775,,,,,,32.775,635.832,786.18,0.0,560.989,,,-39.484,,-32.751,488.754,42.278,531.032,1317.212,
03/31/2000,2469.619,10.104,10.104,0.0,160.86,160.86,,0.0,0.0,0.0,0.0,0.0,43.868,,,,,,,,214.832,697.773,804.849,-107.076,0.0,,1557.014,1505.066,1505.066,0.0,51.948,2254.787,,29.904,29.904,,,,34.657,,,,,,180.165,,,180.165,244.726,1183.536,,,,,44.83,,,,,,44.83,1228.366,1473.092,0.0,992.173,,,0.0,-36.941,-1.072,954.16,42.367,996.527,2469.619,
06/30/2000,2534.01709,8.347,8.347,0.0,169.259003,,,0.0,0.0,0.0,0.0,0.0,40.793999,,,,,,,,218.399994,720.562012,844.731995,-124.169998,0.0,,1595.055054,1532.651978,,,62.403076,2315.617065,,27.316999,27.316999,,,,32.810001,,,,,,203.526014,,,203.526014,263.653015,1229.949951,,,,,57.034,,,,,,57.034,1286.983952,1550.636967,0.0,1011.783997,,,0.0,,-68.856003,942.927994,40.452,983.379993,2534.01696,
09/30/2000,2619.168,74.587,74.587,0.0,177.888,177.888,,0.0,0.0,0.0,0.0,0.0,44.323,,,,,,,,296.798,748.534,889.459,-140.925,0.0,,1573.836,1511.019,1511.019,0.0,62.817,2322.37,,38.601,38.601,,,,41.268,,,,,,211.497,,,211.497,291.366,1311.2,,,,,48.711,,,,,,48.711,1359.911,1651.277,0.0,993.366,,,0.0,-63.479,-4.814,925.073,42.818,967.891,2619.168,
12/31/2000,2659.096,6.2,6.2,0.0,176.442,,,0.0,0.0,0.0,0.0,0.0,54.026,,,,,,,,236.668,832.394,984.939,-152.545,0.0,,1590.034,1525.63,1525.63,0.0,64.404,2422.428,,42.531,42.531,,,,40.789,40.789,0.0,0.0,,,230.733,,,230.733,314.053,1314.342,1314.342,0.0,0.0,,63.214,,,,,,63.214,1377.556,1691.609,0.0,991.407,,,0.0,-59.383,-7.566,924.458,43.029,967.487,2659.096,
03/31/2001,2738.053955,9.903,9.903,0.0,208.057007,208.057007,,0.0,0.0,0.0,0.0,0.0,58.818001,,,,,,,,276.778015,861.302979,1033.89502,-172.591995,0.0,,1599.973022,1535.901001,1535.901001,0.0,64.072021,2461.276001,,37.831001,37.831001,,,,31.629,,,,,,240.345999,,,240.345999,309.806,1371.442017,,,,,61.598999,,,,,,61.598999,1433.041016,1742.847015,0.0,994.981995,,,0.0,-56.438999,-12.607998,925.934998,69.272003,995.207001,2738.054016,
06/30/2001,2823.427979,36.837002,36.837002,0.0,215.531006,,,0.0,0.0,0.0,0.0,0.0,68.470001,,,,,,,,320.838013,886.054993,1080.348022,-194.292999,0.0,,1616.535034,1544.875,1544.875,0.0,71.660034,2502.590027,,48.821999,48.821999,,,,31.395,,,,,,260.844006,,,260.844006,341.061005,1420.946045,,,,,70.968002,,,,,,70.968002,1491.914047,1832.975052,0.0,999.185974,,,0.0,,-76.709,922.476974,67.975998,990.452972,2823.428024,
09/30/2001,2853.886963,60.138,60.138,0.0,223.759995,223.759995,,0.0,0.0,0.0,0.0,0.0,71.231003,,,,,,,,355.128998,908.627991,1122.636963,-214.009003,0.0,,1590.130005,1525.670044,1525.670044,0.0,64.459961,2498.757996,,50.998001,50.998001,,,,30.237,,,,,,268.472,,,268.472,349.707001,1469.865967,,,,,78.314003,,,,,,78.314003,1548.17997,1897.886971,0.0,1002.955994,,,0.0,-88.994003,-24.431999,889.529991,66.470001,955.999992,2853.886963,
12/31/2001,2859.906006,21.358999,21.358999,0.0,219.050003,,,0.0,0.0,0.0,0.0,0.0,68.907997,,,,,,,,309.316986,952.231018,1190.536987,-238.306,0.0,,1598.358032,1529.546997,1529.546997,0.0,68.811035,2550.58905,,64.596001,64.596001,,,,35.256001,35.256001,0.0,0.0,,,259.157001,,,259.157001,359.009003,1460.843018,1460.843018,0.0,0.0,,88.802002,,,,,,88.802002,1549.64502,1908.654022,0.0,1007.679016,,,0.0,,-121.720001,885.959015,65.292999,951.252014,2859.906036,
03/31/2002,2891.548096,11.419,11.419,0.0,228.399002,,,0.0,0.0,0.0,0.0,0.0,72.169998,,,,,,,,311.988007,983.508972,1245.258057,-261.748993,0.0,,1596.051025,1521.57605,1521.57605,0.0,74.474976,2579.559998,,69.475998,69.475998,,,,37.415001,,,,,,262.767998,,,262.767998,369.658997,1465.812012,,,,,97.383003,,,,,,97.383003,1563.195015,1932.854012,0.0,1009.304016,,,0.0,,-112.671997,896.632019,62.062,958.694019,2891.548031,
06/30/2002,2931.333984,26.055,26.055,0.0,232.380005,,,0.0,0.0,0.0,0.0,0.0,68.753998,,,,,,,,327.188995,1008.94397,1294.56604,-285.622009,0.0,,1595.20105,1520.243042,1520.243042,0.0,74.958008,2604.14502,,57.863998,57.863998,,,,38.752998,,,,,,261.799995,,,261.799995,358.416992,1487.20105,,,,,115.319,,,,,,115.319,1602.52005,1960.937042,0.0,1014.109009,,,0.0,,-98.920998,915.188011,55.209,970.397011,2931.334053,
09/30/2002,3032.241943,27.597,27.597,0.0,228.604996,228.604996,,0.0,0.0,0.0,0.0,0.0,64.959999,,,,,,,,321.161987,1109.073975,1422.668945,-313.595001,0.0,,1602.005981,1524.025024,1524.025024,0.0,77.980957,2711.079956,,61.644001,61.644001,,,,40.967999,,,,,,266.694,,,266.694,369.306,1546.482056,,,,,124.249001,,,,,,124.249001,1670.731056,2040.037056,0.0,1016.830017,,,0.0,-61.887001,-22.491997,932.451019,59.754002,992.205021,3032.242077,
12/31/2002,3230.655,56.292,56.292,0.0,225.416,225.416,,0.0,0.0,0.0,0.0,0.0,85.332,,,,,,,,367.04,1239.188,1577.588,-338.4,0.0,,1624.427,1544.974,1544.974,0.0,79.453,2863.615,,76.115,76.115,,,,69.732,69.732,0.0,0.0,,,282.115,,,282.115,427.962,1662.365,1662.365,0.0,0.0,,133.335,,,,,,133.335,1795.7,2223.662,0.0,1021.302,,,0.0,-45.403,-31.038,944.861,62.132,1006.993,3230.655,
03/31/2003,3268.87,13.581,13.581,0.0,248.973,248.973,,0.0,0.0,0.0,0.0,0.0,76.697,,,,,,,,339.251,1275.794,1643.511,-367.717,0.0,,1653.825,1572.663,1572.663,0.0,81.162,2929.619,,72.782,72.782,,,,43.858,,,,,,280.301,,,280.301,396.941,1679.861,,,,,148.015,,,,,,148.015,1827.876,2224.817,0.0,1024.996,,,0.0,-24.119,-24.465,976.412,67.641,1044.053,3268.87,
06/30/2003,3476.215088,177.863007,177.863007,0.0,239.987,,,0.0,0.0,0.0,0.0,0.0,68.878998,,,,,,,,486.729004,1306.994019,1701.035034,-394.040985,0.0,,1682.491943,1587.401978,1587.401978,0.0,95.089966,2989.485962,,73.459999,73.459999,,,,52.895,52.895,0.0,0.0,,,296.671001,,,296.671001,423.026001,1822.375,1822.375,0.0,0.0,,160.798004,,,,,,160.798004,1983.173004,2406.199005,0.0,1029.23999,,,0.0,-3.986,-23.698,1001.55599,68.459999,1070.015989,3476.214994,
09/30/2003,3739.541016,23.544001,23.544001,0.0,276.390991,,,0.0,0.0,0.0,0.0,0.0,96.182999,,,,,,,,396.118011,1473.475952,1897.790039,-424.313995,0.0,,1869.947021,1726.401978,1726.401978,0.0,143.545044,3343.422974,,77.958,77.958,,,,60.812,60.812,0.0,0.0,,,334.356007,,,334.356007,473.126007,2002.160034,2002.160034,0.0,0.0,,169.718994,,,,,,169.718994,2171.879028,2645.005035,0.0,1031.927979,,,0.0,10.808,-20.386,1022.349978,72.185997,1094.535975,3739.541011,
12/31/2003,3892.099,74.683,74.683,0.0,279.8,,,0.0,0.0,0.0,0.0,0.0,117.1,,,,,,,,471.583,1492.267,1950.893,-458.626,0.0,,1928.249,1776.279,1776.279,0.0,151.97,3420.516,,87.006,87.006,,,,115.781,115.781,0.0,0.0,,,381.958,,,381.958,584.745,1974.147,1974.147,0.0,0.0,,191.308,,,,,,191.308,2165.455,2750.2,0.0,1034.926,,,0.0,39.234,-8.046,1066.114,75.785,1141.899,3892.099,
03/31/2004,4008.889893,30.978001,30.978001,0.0,305.001007,305.001007,,0.0,0.0,0.0,0.0,0.0,93.733002,,,,,,,,429.712006,1524.829956,2019.640015,-494.812012,0.0,,2054.350098,1830.369995,1830.369995,0.0,223.980103,3579.180054,,82.677002,82.677002,,,,34.351002,,,,,,318.52,,,318.52,435.548004,2262.77002,,,,,198.537003,,,,,,198.537003,2461.307022,2896.855026,0.0,1042.310059,,,0.0,62.230999,-4.0,1100.541058,11.493,1112.034058,4008.889084,
06/30/2004,4066.889893,40.006001,40.006001,0.0,322.444,322.444,,0.0,0.0,0.0,0.0,0.0,98.936996,,,,,,,,461.386993,1542.890015,2071.26001,-528.369995,0.0,,2062.610107,1864.949951,1864.949951,0.0,197.660156,3605.500122,,85.153999,85.153999,,,,18.381001,18.381001,0.0,0.0,,,346.987003,,,346.987003,450.522003,2260.469971,2260.469971,0.0,0.0,,212.684006,,,,,,212.684006,2473.153976,2923.67598,0.0,1051.01001,,,0.0,85.087997,-4.826996,1131.271011,11.94,1143.211011,4066.886991,
09/30/2004,4206.22998,44.428001,44.428001,0.0,343.94101,343.94101,,0.0,0.0,0.0,0.0,0.0,91.259003,,,,,,,,479.627991,1575.449951,2143.419922,-567.973999,0.0,,2151.149902,1943.619995,1943.619995,0.0,207.529907,3726.599854,,96.619003,96.619003,,,,17.923,17.923,0.0,0.0,,,355.835011,,,355.835011,470.377014,2330.159912,2330.159912,0.0,0.0,,228.848007,,,,,,228.848007,2559.007919,3029.384933,0.0,1054.380005,,,0.0,103.538002,7.194,1165.112007,11.735,1176.847007,4206.23194,
12/31/2004,4442.387,31.942,31.942,0.0,354.434,354.434,,0.0,0.0,0.0,0.0,0.0,114.778,,,,,,,,501.154,1649.796,2266.839,-617.043,0.0,,2291.437,2040.217,2040.217,0.0,251.22,3941.233,,103.415,103.415,,,,39.435,39.435,0.0,0.0,,,372.613,,,372.613,515.463,2438.587,2438.587,0.0,0.0,,256.724,,,,,,256.724,2695.311,3210.774,0.0,1064.858,,,0.0,133.425,20.285,1218.568,13.045,1231.613,4442.387,
03/31/2005,4507.93,28.776,28.776,0.0,376.866,376.866,,0.0,,,,,106.682,,,,,,,,512.324,1673.966,2329.697,-655.731,0.0,,2321.64,2062.167,2062.167,0.0,259.473,3995.606,,101.068,101.068,,,,50.887,,,,,,381.128,,,381.128,533.083,2448.526,,,,,265.98,,,,,,265.98,2714.506,3247.589,0.0,1075.321,,,0.0,156.374,23.773,1255.468,4.873,1260.341,4507.93,
12/31/2005,4766.14,53.413,53.413,0.0,408.564,408.564,,0.0,0.0,0.0,0.0,0.0,92.191,,,,,,,,554.168,1781.266,2556.88,-775.614,0.0,,2430.706,2138.641,2138.641,0.0,292.065,4211.972,,148.234,148.234,,,,25.905,25.905,0.0,0.0,,,417.857,,,417.857,591.996,2503.526,2503.526,0.0,0.0,,294.622,,,,,,294.622,2798.148,3390.144,0.0,1106.921,,,0.0,244.524,18.684,1370.129,5.867,1375.996,4766.14,
03/31/2006,4797.357,42.552,42.552,0.0,421.936,421.936,,0.0,,,,,98.605,,,,,,,,563.093,1806.793,2627.264,-820.471,0.0,,2427.471,2131.372,2131.372,0.0,296.099,4234.264,,113.612,113.612,,,,33.218,,,,,,403.707,,,403.707,550.537,2531.267,,,,,308.832,,,,,,308.832,2840.099,3390.636,0.0,1113.13,,,0.0,271.797,17.122,1402.049,4.672,1406.721,4797.357,
06/30/2006,4956.912,40.952,40.952,,440.285,440.285,,0.0,,,,,108.359,,,,,,,,589.596,1875.516,2746.506,-870.99,,,2491.8,2186.367,2186.367,0.0,305.433,4367.316,,139.564,139.564,,,,65.762,,,,,,403.888,,,403.888,609.214,2541.996,,,,,337.016,,,,,,337.016,2879.012,3488.226,0.0,1124.944,,,0.0,309.639,29.02,1463.603,5.083,1468.686,4956.912,
09/30/2006,5058.947,45.389,45.389,,457.996,457.996,,0.0,,,,,116.534,,,,,,,,619.919,1927.782,2843.779,-915.997,,,2511.246,2185.659,2185.659,0.0,325.587,4439.028,,137.331,137.331,,,,59.748,,,,,,419.107,,,419.107,616.186,2575.081,,,,,359.054,,,,,,359.054,2934.135,3550.321,0.0,1133.072,,,0.0,336.252,34.261,1503.585,5.041,1508.626,5058.947,
12/31/2006,5209.521,45.369,45.369,0.0,473.366,473.366,,0.0,0.0,0.0,0.0,0.0,160.986,,,,,,,,679.721,2015.235,2965.995,-950.76,0.0,,2514.565,2165.129,2165.129,0.0,349.436,4529.8,,148.461,148.461,,,,63.105,63.105,0.0,0.0,,,427.081,,,427.081,638.647,2605.711,2564.327,41.384,41.384,,406.6,,,,,,406.6,3012.311,3650.958,0.0,1146.092,,,0.0,373.387,33.794,1553.273,5.29,1558.563,5209.521,
03/31/2007,5269.730957,61.480999,61.480999,0.0,485.687012,485.687012,,0.0,0.0,0.0,0.0,0.0,120.424004,,,,,,,,667.59198,2047.615967,3051.944092,-1004.328003,0.0,,2554.522949,2195.256104,2195.256104,0.0,359.266846,4602.138916,,132.925995,132.925995,,,,99.883003,99.883003,0.0,0.0,,,432.886009,,,432.886009,665.695007,2592.718994,2592.718994,0.0,0.0,,418.304993,,,,,,418.304993,3011.023987,3676.718994,0.0,1154.600952,,,0.0,391.488007,41.419983,1587.508942,5.503,1593.011941,5269.730936,
06/30/2007,5713.795898,94.963997,94.963997,0.0,522.447998,522.447998,,0.0,0.0,0.0,0.0,0.0,95.550003,,,,,,,,712.961975,2135.493896,3197.670898,-1062.177002,0.0,,2865.340088,2373.858887,2373.858887,0.0,491.481201,5000.833984,,142.714005,142.714005,,,,31.805,31.805,0.0,0.0,,,457.649025,,,457.649025,632.16803,2971.654053,2971.654053,0.0,0.0,,451.683014,,,,,,451.683014,3423.337067,4055.505096,0.0,1168.333984,,,0.0,430.540009,53.533997,1652.40799,5.883,1658.290989,5713.796086,
09/30/2007,5903.183105,90.750999,90.750999,0.0,560.085022,560.085022,,0.0,0.0,0.0,0.0,0.0,100.560997,,,,,,,,751.396973,2198.335938,3322.416992,-1124.081055,0.0,,2953.449951,2412.23999,2412.23999,0.0,541.209961,5151.785889,,139.451996,139.451996,,,,28.381001,28.381001,0.0,0.0,,,489.630016,,,489.630016,657.463013,3074.299072,3074.299072,0.0,0.0,,445.804993,,,,,,445.804993,3520.104065,4177.567078,0.0,1176.303955,,,0.0,481.873993,60.618011,1718.795959,6.82,1725.61596,5903.183037,
12/31/2007,6307.921,125.607,125.607,0.0,564.049,564.049,,0.0,0.0,0.0,0.0,0.0,132.74,,,,,,,,822.396,2335.961,3522.525,-1186.564,0.0,,3149.564,2611.113,2574.292,36.821,538.451,5485.525,,208.672,208.672,,,,33.44,,,,,,523.565,,,523.565,765.677,3232.848,3179.159,53.689,53.689,,504.852,,,,,,504.852,3737.7,4503.377,0.0,1211.519,,,0.0,509.875,74.061,1795.455,9.089,1804.544,6307.921,
03/31/2008,6326.579102,107.424004,107.424004,0.0,586.458008,586.458008,,0.0,0.0,0.0,0.0,0.0,166.375,,,,,,,,860.257019,2334.331055,3574.325928,-1239.994995,0.0,,3131.990967,2559.511963,2559.511963,0.0,572.479004,5466.322021,,151.222,151.222,,,,25.790001,25.790001,0.0,0.0,,,504.292992,,,504.292992,681.304993,3279.217041,3279.217041,0.0,0.0,,521.640015,,,,,,521.640015,3800.857056,4482.162048,0.0,1219.534058,,,0.0,543.356995,71.650024,1834.541077,9.876,1844.417077,6326.579125,
06/30/2008,6508.609863,203.197006,203.197006,0.0,603.419006,603.419006,,0.0,0.0,0.0,0.0,0.0,148.533005,,,,,,,,955.148987,2371.339111,3672.254883,-1300.916016,0.0,,3182.12207,2583.427979,2583.427979,0.0,598.694092,5553.461182,,147.440994,147.440994,,,,98.838997,98.838997,0.0,0.0,,,509.32798,,,509.32798,755.607971,3318.949951,3318.949951,0.0,0.0,,529.440002,,,,,,529.440002,3848.389954,4603.997925,0.0,1235.593018,,,0.0,579.242981,85.506042,1900.342041,4.27,1904.612041,6508.609966,
09/30/2008,6637.693848,318.243988,318.243988,0.0,610.471985,610.471985,,0.0,0.0,0.0,0.0,0.0,153.584,,,,,,,,1082.300049,2391.113037,3747.36792,-1356.255005,0.0,,3164.281006,2581.278076,2581.278076,0.0,583.00293,5555.394043,,139.117004,139.117004,,,,22.367001,22.367001,0.0,0.0,,,620.101017,,,620.101017,781.585022,3393.366943,3393.366943,0.0,0.0,,561.900024,,,,,,561.900024,3955.266968,4736.85199,0.0,1242.634033,,,0.0,590.557007,64.274963,1897.466003,3.376,1900.842003,6637.693993,
12/31/2008,6356.854,278.37,278.37,0.0,552.83,552.83,,0.0,0.0,0.0,0.0,0.0,145.192,,,,,,,,976.392,2386.754,3750.515,-1363.761,0.0,,2993.708,2487.171,2452.304,34.867,506.537,5380.462,,154.614,154.614,,,,35.751,14.709,21.042,21.042,,,539.232,,,539.232,729.597,3207.464,3096.819,110.645,110.645,,613.465,,,,,,613.465,3820.929,4550.526,0.0,1252.083,,,0.0,591.912,-41.215,1802.78,3.548,1806.328,6356.854,
03/31/2009,6244.564,271.831,271.831,0.0,562.656,562.656,0.0,0.0,0.0,0.0,0.0,0.0,139.451,,,,39.305,,,100.143,973.938,2336.353,3744.345,-1407.992,0.0,,2934.273,2903.513,2412.524,490.989,30.76,5270.626,,434.002,121.211,,,312.791,30.032,0.0,,,,30.032,199.679,,,0.0,663.713,3130.363,3130.363,,,,632.45,,,,,442.067,190.383,3762.813,4426.526,0.0,1259.617,2.022,1257.595,0.0,620.711,-65.732,1814.596,3.442,1818.038,6244.564,
06/30/2009,6472.499,316.056,316.056,0.0,589.156,589.156,0.0,0.0,0.0,0.0,0.0,0.0,207.401,,,,37.988,,,169.413,1112.613,2387.316,3871.496,-1484.18,0.0,,2972.57,2942.32,2449.457,492.863,30.25,5359.886,,440.053,123.618,,,316.435,30.583,0.0,,,,30.583,206.135,,,0.0,676.771,3208.384,3208.384,,,,635.778,,,,,442.495,193.283,3844.162,4520.933,,1274.948,2.027,1272.921,0.0,708.349,-34.562,1948.735,2.831,1951.566,6472.499,
09/30/2009,6706.225,449.263,449.263,0.0,596.427,596.427,0.0,0.0,0.0,0.0,0.0,0.0,151.977,,,,25.25,,,122.498,1197.667,2467.922,4030.152,-1562.23,0.0,,3040.636,3010.41,2506.649,503.761,30.226,5508.558,,484.199,136.573,,,347.626,30.706,0.0,,,,30.706,206.592,,,0.0,721.497,3275.935,3275.935,,,,658.719,,,,,462.721,195.998,3934.654,4656.151,0.0,1291.593,2.033,1289.56,0.0,751.535,4.822,2047.95,2.124,2050.074,6706.225,
