Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
08/03/2003,,,26.702,,26.702,26.702,,,,,,,,,,,
11/02/2003,,,28.232,,28.232,28.232,,,,,,,,,,,
02/01/2004,,,56.622002,,57.244,57.244,,,,,,,,,,,
05/02/2004,,,31.886,,31.886,31.886,,,,,,,,,,,
08/01/2004,,,29.115999,,29.116,29.116,,,,,,,,,,,
10/31/2004,,,31.458,,31.458,31.458,,,,,,,,,,,
01/30/2005,,,66.927002,,64.993,64.993,,,,,,,,,,,
05/01/2005,,55.5,39.523998,,44.709,44.709,,13.0434782608696,,,,,,,,,
07/31/2005,,53.6,35.744999,,35.745,35.745,,9.09090909090909,,,,,,,,,
10/30/2005,,51.3,31.132999,,31.133,31.133,,8.80829015544041,,,,,,,,,
01/29/2006,,111.333,69.250999,1.33845650777361,70.903,70.903,,-71.9839908519154,,,,,,,,,
04/30/2006,,69.114,41.764,0.861613698026402,41.764,41.764,,1.01010101010101,,,,,,,,,
07/30/2006,,65.317,38.595001,-0.123793516819567,34.63,34.63,,1.81818181818182,,,,,,,,,
10/29/2006,,49.625,44.398998,-1.16427325692455,31.728,31.728,,40.9412280701754,,,,,,,,,
01/28/2007,,129.6,76.944,-1.73082944970029,76.947,76.947,,-5.42907180385288,,,,,,,,,
04/29/2007,,74.192,106.707001,-0.98937147122245,106.707,106.707,,2.1021021021021,,,,,,,,,
07/29/2007,,65.873,47.125,-0.759841312583819,47.125,47.125,,16.2790697674419,,,,,,,,,
10/28/2007,,47.145,32.063,0.255960872076873,29.452,29.452,,12.1076233183856,,,,,,,,,
02/03/2008,,124.818,76.689003,-0.675012822794212,75.4,75.4,,1.01010101010101,,,,,,,,,
05/04/2008,,64.96,41.211,1.38028797651656,41.211,41.211,,3.8961038961039,,1.46120106682847,,,,,3.30972906403942,,
08/03/2008,,58.745,37.248,2.03319093000329,37.248,37.248,,5.63380281690141,,2.4596067347022,,,,,4.76125627712998,,
11/02/2008,,52.915,35.823,0.849911333225866,35.823,35.823,,8.10810810810812,,7.31449657039979,,,,,10.2050458282151,,
02/01/2009,,121.667,78.388,-0.0965027491891418,78.388,78.388,,4.37710437710438,,4.78715949576238,,,,,4.15478313758044,,
05/03/2009,,61.675,46.262,0.476888576395655,46.262,46.262,,22.1122112211221,,16.109819121447,,,,,23.244426428861,,
08/02/2009,,58.51,38.964,-1.02844481750775,38.964,38.964,,6.52920962199313,,1.37522668571743,,,-1.05263157894737,,3.15501623654077,,
11/01/2009,,54.983,38.07,0.683513760119092,38.07,38.07,,11.5107913669065,,3.3717641940396,,,-1.49724192277384,,6.43835367295347,,
01/31/2010,,110.077,75.029,0.317434263346269,75.029,75.029,,9.51526032315977,,6.92359810290542,,,1.28314798973482,,9.91306085739983,,
05/02/2010,,83.093,55.592,1.06142701919594,55.592,55.592,,6.97674418604652,,6.17224290032697,,,1.57618213660245,,7.53733768187452,,
08/01/2010,,68.464,48.386,0.306284236965598,48.386,48.386,,13.2596685082873,,10.8758525945386,,,0.014037057832683,,16.1720028043936,,
10/31/2010,,71.3,45.613,0.675974614687212,45.613,45.613,,-0.783289817232377,,-2.77018936795973,,,-0.309751842489407,,0.980364656381484,,
01/30/2011,,139.9,90.276,0.613263841129921,90.276,90.276,,3.49462365591398,,-2.98454305862241,,,0.863603401674469,,-0.377412437455319,,
05/01/2011,,101.388,70.905,0.357562273745902,70.905,70.905,,10.9090909090909,,5.06397969227582,,,1.44281846533467,,8.30768927289226,,
07/31/2011,,91.565,61.18,0.193239773581459,61.18,61.18,,6.71936758893281,,3.80773973698826,,,1.27105507905342,,7.90585922568668,,
10/30/2011,,85.206,56.158,0.285073327529636,56.158,56.158,,4.60251046025105,,2.03369664949233,,,-0.414359831470454,,5.60758632021218,,
01/29/2012,,159.222,102.0,0.961018050372382,102.0,102.0,,1.11111111111111,,-2.16942089297946,,,-1.50656082941843,,-0.388137317707349,,
04/29/2012,,125.6,94.683,1.93202001250782,94.683,94.683,,16.5980795610425,,10.4360891496441,,,2.27348937026357,,2.48885350318472,,
07/29/2012,,113.684,78.52,1.06842553563237,78.52,78.52,,8.23170731707316,,6.76564290086159,,,1.2301813428083,,11.5838640441927,,
10/28/2012,,109.053,82.316,0.649227918468188,82.316,82.316,,18.4834123222749,,13.9216326530612,,,0.546893576548121,,7.54037027867184,,
02/03/2013,,208.8,134.01,-0.598367185441995,134.01,134.01,,2.31023102310231,,0.0873070085361881,,,-0.280854555208428,,1.77155172413792,,
05/05/2013,,156.5,102.415,-0.538879818404248,102.415,102.415,,2.2964509394572,,-1.0332787844057,,,0.466683951257449,,-1.37380191693291,,
08/04/2013,,137.105,93.368,-0.302540828694213,93.368,93.368,,3.85064177362894,,4.13548588799533,,,-0.983606557377051,,4.82622807337443,,
11/03/2013,,136.944,92.221,-0.437035161919151,92.221,92.221,,2.68378063010502,,2.01941903279051,,,0.0637990665189279,,2.04098025470266,,
02/02/2014,,195.263,131.516,-1.17151929543477,131.516,131.516,,5.87262200165426,,3.72007489955127,,,0.284245153460441,,4.33517870769168,,
05/04/2014,,159.632,103.766,-2.4867092594462,103.766,103.766,,2.46305418719213,,-0.333656351366244,,,-0.589340068648411,,-0.662147940262614,,
08/03/2014,,144.368,98.116,-0.00352601156068912,98.116,98.116,,4.81283422459892,,3.50233107636022,,,-0.666666666666664,,3.94408733237284,,
11/02/2014,,146.158,102.2,0.742221532244603,92.156,97.811,,7.93650793650794,,5.26866141732284,,,-0.190114068441068,,-5.27169227821945,,
02/02/2015,,211.0,143.0,2.00635026221349,132.098,132.098,,4.15149308084486,,-0.82561587743361,,,0.863155852972552,,6.30331753554503,,
