Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,1155.312012,144.676,8.467,136.209,48.978001,,,0.0,,,,,4.945,,,,198.598999,943.362,1214.098999,-270.737,0.0,13.351,,,,13.351,956.712999,,54.132999,54.132999,,,,0.0,,,,,2.945,,,,2.945,57.077999,804.849976,,,,20.014999,,,,,20.014999,824.864975,881.942974,28.468,349.052002,,,-108.358002,,4.207001,273.369001,0.0,273.369001,1155.311975,
09/30/1998,1204.493042,118.531997,5.693,112.838997,44.638,,,0.0,,,,,18.534,,,,181.703995,1009.825989,1302.542969,-292.71701,0.0,12.963,,,,12.963,1022.788989,,59.418999,59.418999,,,,0.0,,,,,1.102001,,,,1.102001,60.521,873.0,,,,18.943001,,,,,18.943001,891.943001,952.464001,28.468,353.328003,,,-101.124001,,-28.642998,252.029005,0.0,252.029005,1204.493006,
12/31/1998,1207.005005,12.333,12.333,0.0,50.606998,,,0.0,0.0,0.0,0.0,0.0,74.638,,,,137.578003,1050.421997,1369.928955,-319.506989,0.0,19.004999,0.0,,,19.004999,1069.426996,,69.559998,69.559998,,,,4.962,,,,,1.043004,,,,1.043004,75.565002,920.411011,,,,9.555,,,,,9.555,929.966011,1005.531013,28.468,363.066986,,,-118.555,,-71.506005,201.473981,0.0,201.473981,1207.004994,
03/31/1999,1176.766968,9.958,9.958,0.0,42.98,,,0.0,0.0,0.0,0.0,,51.922001,,,,104.860001,1049.969971,1394.821045,-344.851013,0.0,21.937,0.0,,,21.937,1071.906971,,61.379002,61.379002,,,,7.962,,,,,2.657999,,,,2.657999,71.999001,921.0,,,,9.512,,,,,9.512,930.512,1002.511001,28.468,338.203003,,,-118.555,,-73.859993,174.25601,0.0,174.25601,1176.767011,
06/30/1999,1038.727051,1.808,1.808,0.0,61.973,,,0.0,0.0,0.0,0.0,,60.146,,,,123.927002,895.302979,1220.755981,-325.453003,0.0,19.497,,,,19.497,914.799978,,45.365002,45.365002,,,,5.0,,,,,6.343998,,,,6.343998,56.709,745.0,,,,19.466,,,,,19.466,764.466,821.174999,28.468,353.386993,,,-118.564003,,-45.738991,217.552,0.0,217.552,1038.726999,
09/30/1999,1470.161987,42.128999,3.725,38.403999,51.015999,51.015999,,0.0,0.0,0.0,0.0,0.0,7.909,,,,101.054001,1344.831055,1678.902954,-334.071991,6.467,17.809999,0.0,,,17.809999,1369.108054,,61.627998,61.627998,,,,0.0,,,,,6.435005,,,,6.435005,68.063004,998.700012,,,,30.507,,,,,30.507,1029.207012,1097.270016,28.468,397.048004,,,-119.334,-32.759998,4e-06,273.42201,99.470001,372.892012,1470.162027,
12/31/1999,1477.081055,5.734,5.734,0.0,68.998001,,,0.0,0.0,0.0,0.0,0.0,38.759998,,,,113.491997,1339.079956,1679.142944,-340.062988,0.0,24.509001,0.0,,,24.509001,1363.588957,,68.936996,68.936996,,,,0.0,,,,,5.281006,,,,5.281006,74.218002,991.099976,,,,33.933998,,,,,33.933998,1025.033974,1099.251976,28.468,397.149994,,,-119.387001,,-28.413994,277.816999,100.012001,377.829,1477.080976,
03/31/2000,1423.473999,10.392,10.392,0.0,81.415001,81.415001,,0.0,0.0,0.0,0.0,0.0,9.452,,,,101.259003,1298.119995,1648.600952,-350.480988,0.0,24.094999,0.0,0.0,0.0,24.094999,1322.214994,,83.561996,83.561996,,,,0.0,0.0,0.0,0.0,,7.546005,,,,7.546005,91.108002,990.5,990.5,0.0,0.0,51.214001,,,,,51.214001,1041.714001,1132.822002,28.468,399.47699,,,-141.666,4.371,0.002001,290.651991,0.0,290.651991,1423.473993,
06/30/2000,1457.19104,6.004,4.626,1.378,98.046997,98.046997,,0.0,0.0,0.0,0.0,0.0,12.104,,,,116.154999,1308.162964,1673.142944,-364.980011,7.907,24.966,0.0,0.0,0.0,24.966,1341.035964,,88.438004,88.438004,,,,0.0,0.0,0.0,0.0,,23.857994,,,,23.857994,112.295998,992.0,992.0,0.0,0.0,71.282997,,,,,71.282997,1063.282997,1175.578995,28.221001,340.260986,,,-91.591003,4.721,0.0,281.611984,0.0,281.611984,1457.190979,
09/30/2000,1494.411011,2.151,2.151,0.0,117.149002,,,0.0,0.0,0.0,0.0,0.0,15.873,,,,135.173004,1326.062988,1720.274048,-394.210999,8.061,25.114,0.0,0.0,0.0,25.114,1359.237988,,128.376999,128.376999,,,,0.0,0.0,0.0,0.0,,35.154007,,,,35.154007,163.531006,928.0,928.0,0.0,0.0,83.955002,,,,,83.955002,1011.955002,1175.486008,28.218,351.385986,,,-95.069,,34.389999,318.924986,0.0,318.924986,1494.410994,
12/31/2000,1591.904053,7.438,7.438,0.0,158.826004,,,0.0,0.0,0.0,0.0,0.0,27.173,,,,193.436996,1357.374023,1776.817017,-419.442993,0.0,41.092999,0.0,0.0,0.0,41.092999,1398.467022,,153.580994,153.580994,,,,0.0,0.0,0.0,0.0,,65.170013,,,,65.170013,218.751007,769.0,769.0,0.0,0.0,106.786003,,,,,106.786003,875.786003,1094.53701,27.216999,436.561005,,,-50.828999,,84.417999,497.367004,0.0,497.367004,1591.904015,
03/31/2001,1816.970947,10.757,10.757,0.0,137.714996,137.714996,,0.0,0.0,0.0,0.0,0.0,49.272999,,,,197.744995,1573.926025,2026.854004,-452.928009,0.0,45.299999,0.0,0.0,0.0,45.299999,1619.226025,,157.550003,157.550003,,,,0.0,0.0,0.0,0.0,,124.167984,,,,124.167984,281.717987,830.0,830.0,0.0,0.0,188.475006,,,,,188.475006,1018.475006,1300.192993,0.0,472.010986,,,-52.136002,130.350006,-33.447006,516.777985,0.0,516.777985,1816.970978,
06/30/2001,1824.709961,9.856,9.856,0.0,127.192001,,,0.0,0.0,0.0,0.0,0.0,21.361,,,,158.408997,1629.218994,2120.918945,-491.700012,0.0,37.082001,0.0,0.0,0.0,37.082001,1666.300995,,148.141998,148.141998,,,,0.0,0.0,0.0,0.0,,61.442001,,,,61.442001,209.584,800.0,800.0,0.0,0.0,179.261993,,,,,179.261993,979.261993,1188.845993,0.0,484.105988,,,-64.057999,,215.815994,635.863983,0.0,635.863983,1824.709976,
09/30/2001,2047.27002,5.124,5.124,0.0,110.163002,,,0.0,0.0,0.0,0.0,0.0,121.948997,,,,237.235992,1735.807983,2266.434082,-530.625977,0.0,74.225998,0.0,0.0,0.0,74.225998,1810.033981,,142.804001,142.804001,,,,0.0,0.0,0.0,0.0,,73.718002,,,,73.718002,216.522003,810.0,810.0,0.0,0.0,234.613007,,,,,234.613007,1044.613007,1261.13501,0.0,484.153992,,,-64.055,,366.035988,786.134979,0.0,786.134979,2047.269989,
12/31/2001,2132.326904,6.81,6.81,0.0,111.100998,,,0.0,0.0,0.0,0.0,0.0,121.456001,,,,239.367004,1841.386963,2412.663086,-571.276001,0.0,51.573002,0.0,0.0,0.0,51.573002,1892.959965,,125.486,125.486,,,,0.0,0.0,0.0,0.0,,76.357002,,,,76.357002,201.843002,856.0,856.0,0.0,0.0,253.434006,,,,,253.434006,1109.434006,1311.277008,0.0,486.414001,,,-64.713997,,399.349983,821.049988,0.0,821.049988,2132.326996,
03/31/2002,2131.206055,6.02,6.02,0.0,112.431999,,,0.0,0.0,0.0,0.0,0.0,36.988998,,,,155.440994,1941.001953,2557.876953,-616.875,0.0,34.763,0.0,0.0,0.0,34.763,1975.764954,,123.371002,123.371002,,,,0.0,0.0,0.0,0.0,,79.610001,,,,79.610001,202.981003,873.0,873.0,0.0,0.0,239.533005,,,,,239.533005,1112.533005,1315.514008,0.0,494.362,,,-67.039001,,388.368988,815.691986,0.0,815.691986,2131.205994,
06/30/2002,2318.666016,9.124,9.124,0.0,122.689003,,,0.0,0.0,0.0,0.0,0.0,44.748001,,,,176.561005,2101.729004,2768.320068,-666.591003,0.0,40.375999,0.0,0.0,0.0,40.375999,2142.105003,,132.451004,132.451004,,,,0.0,0.0,0.0,0.0,,83.018997,,,,83.018997,215.470001,983.0,983.0,0.0,0.0,262.156006,,,,,262.156006,1245.156006,1460.626007,0.0,499.020996,,,-67.638,,426.657013,858.040009,0.0,858.040009,2318.666016,
09/30/2002,2379.655029,5.588,5.588,0.0,128.143005,,,0.0,0.0,0.0,0.0,0.0,30.599001,,,,164.330002,2178.362061,2898.947021,-720.585022,0.0,36.963001,0.0,0.0,0.0,36.963001,2215.325062,,134.748993,134.748993,,,,0.0,0.0,0.0,0.0,,94.530014,,,,94.530014,229.279007,975.0,975.0,0.0,0.0,289.562988,,,,,289.562988,1264.562988,1493.841995,0.0,513.875977,,,-67.638,,439.575012,885.812988,0.0,885.812988,2379.654984,
12/31/2002,2648.193115,14.954,14.954,0.0,145.356003,,,0.0,0.0,0.0,0.0,0.0,84.480003,,,,244.789993,2370.965088,3145.511963,-774.546997,0.0,32.438,0.0,0.0,0.0,32.438,2403.403088,,150.106995,150.106995,,,,0.0,0.0,0.0,0.0,,135.789001,,,,135.789001,285.895996,1118.170044,1118.170044,0.0,0.0,336.341003,,,,,336.341003,1454.511047,1740.407043,0.0,536.164001,,,-91.572998,,463.195007,907.786011,0.0,907.786011,2648.193054,
03/31/2003,2926.569092,14.435,14.435,0.0,256.484009,256.484009,,0.0,,,,,93.467003,,,,364.385986,2529.825928,3349.021973,-819.195984,0.0,32.356998,,,,32.356998,2562.182926,,208.473007,208.473007,,,,0.0,,,,,184.969986,,,,184.969986,393.442993,1133.170044,,,,452.976013,,,,,452.976013,1586.146057,1979.58905,0.0,537.875977,,,-76.580002,574.291992,-88.607986,946.97998,0.0,946.97998,2926.569031,
06/30/2003,3380.22998,13.647,13.647,0.0,194.453995,194.453995,,0.0,0.0,0.0,0.0,0.0,85.912003,,,,294.013,3045.7771,3930.824951,-885.047974,0.0,40.439999,0.0,0.0,0.0,40.439999,3086.217098,,188.384003,188.384003,,,,0.0,0.0,0.0,0.0,,188.177002,,,,188.177002,376.561005,1259.0,1259.0,0.0,0.0,504.230988,,,,,504.230988,1763.230988,2139.791992,0.0,800.002991,,,-81.179001,629.789001,-108.175003,1240.437988,0.0,1240.437988,3380.22998,
09/30/2003,3449.25708,17.586,17.586,0.0,176.139008,176.139008,,0.0,0.0,0.0,0.0,0.0,60.502998,,,,254.227997,3149.495117,4102.87793,-953.382996,0.0,45.534,0.0,0.0,0.0,45.534,3195.029118,,234.117004,234.117004,,,,0.0,0.0,0.0,0.0,,84.819,,,,84.819,318.936005,1185.0,1185.0,0.0,0.0,550.455994,,,,,550.455994,1735.455994,2054.391998,0.0,801.778992,,,-81.179001,702.606018,-28.341019,1394.86499,0.0,1394.86499,3449.256989,
12/31/2003,3611.134033,6.995,6.995,0.0,193.666,,,0.0,0.0,0.0,0.0,0.0,60.501999,,,,261.162994,3312.066895,4336.341797,-1024.275024,0.0,37.903999,0.0,0.0,0.0,37.903999,3349.970894,,218.710007,218.710007,,,,0.0,0.0,0.0,0.0,,101.847,,,,101.847,320.557007,1252.0,1252.0,0.0,0.0,572.934998,,,,,572.934998,1824.934998,2145.492004,0.0,756.242981,,,0.0,762.640015,-53.241028,1465.641968,0.0,1465.641968,3611.133972,
03/31/2004,4088.429932,19.431,19.431,0.0,203.509995,203.509995,,0.0,,,,,71.101997,,,,294.042999,3746.02002,4852.100098,-1106.079956,0.0,48.370998,,,,48.370998,3794.391018,,229.067001,229.067001,,,,0.0,,,,,149.977005,,,,149.977005,379.044006,1460.76001,,,,701.70697,,,,,701.70697,2162.46698,2541.510986,0.0,791.367981,,,-10.374,854.427002,-88.505029,1546.915955,0.0,1546.915955,4088.426941,
06/30/2004,4841.89209,14.589,14.589,0.0,267.134003,267.134003,,0.0,,,,,92.947998,,,,374.67099,4409.600098,5608.660156,-1199.060059,0.0,57.620998,,,,57.620998,4467.221096,,271.431,271.431,,,,0.0,,,,,145.825012,,,,145.825012,417.256012,1393.849976,,,,782.304016,,,,,782.304016,2176.153992,2593.410004,0.0,1403.97998,,,-23.907,950.927979,-82.507002,2248.493958,0.0,2248.493958,4841.903961,
09/30/2004,5772.189941,12.413,12.413,0.0,250.464005,250.464005,,0.0,0.0,0.0,0.0,0.0,135.373001,,,,398.25,5321.359863,6610.100098,-1288.73999,0.0,52.583,0.0,0.0,0.0,52.583,5373.942863,,335.17099,335.17099,,,,0.0,0.0,0.0,0.0,,198.294037,,,,198.294037,533.465027,2001.640015,2001.640015,0.0,0.0,893.607971,,,,,893.607971,2895.247986,3428.713013,0.0,1408.650024,,,-24.086,1078.699951,-119.785948,2343.478027,0.0,2343.478027,5772.19104,
12/31/2004,6110.372,9.7,9.7,0.0,333.134,333.134,,0.0,0.0,0.0,0.0,0.0,94.131,,,,436.965,5624.378,7038.446,-1414.068,0.0,49.029,0.0,0.0,0.0,49.029,5673.407,,415.35,415.35,,,,0.0,0.0,0.0,0.0,,85.616,,,,85.616,500.966,2042.732,2042.732,0.0,0.0,967.301,,,,,967.301,3010.033,3510.999,0.0,1413.619,,,-24.917,1239.553,-28.882,2599.373,0.0,2599.373,6110.372,
03/31/2005,6555.291,14.773,14.773,0.0,355.317,355.317,,0.0,0.0,0.0,0.0,0.0,158.936,,,,529.026,5976.53,7519.861,-1543.331,0.0,49.735,0.0,0.0,0.0,49.735,6026.265,,409.017,409.017,,,,0.0,0.0,0.0,0.0,,247.504,,,,247.504,656.521,2162.821,2162.821,0.0,0.0,1050.258,,,,,1050.258,3213.079,3869.6,0.0,1449.43,,,-34.84,1388.469,-117.368,2685.691,0.0,2685.691,6555.291,
06/30/2005,8439.537,7.033,7.033,,368.608,368.608,,,,,,,162.528,,,,538.169,7490.413,9186.67,-1696.257,,410.955,213.314,213.314,0.0,197.641,7901.368,,474.006,474.006,,,,,,,,,152.55,,,,152.55,626.556,3128.673,,,,1397.275,,,,,1397.275,4525.948,5152.504,,1799.057,,,-34.855,1590.079,-67.248,3287.033,,3287.033,8439.537,
09/30/2005,9335.415,12.275,12.275,,529.373,529.373,,,,,,,274.57,,,,816.218,8106.59,9978.319,-1871.729,,412.607,213.362,213.362,0.0,199.245,8519.197,,663.07,663.07,,,,,,,,,340.236,,,,340.236,1003.306,3222.793,,,,1525.294,,,,,1525.294,4748.087,5751.393,,1855.251,,,-35.532,1884.729,-120.426,3584.022,,3584.022,9335.415,
12/31/2005,9857.0,2.0,2.0,0.0,644.0,644.0,,0.0,0.0,0.0,0.0,0.0,297.0,,,,943.0,8508.0,10540.0,-2032.0,0.0,406.0,213.0,213.0,0.0,193.0,8914.0,,752.0,752.0,,,,0.0,0.0,0.0,0.0,,132.0,,,,132.0,884.0,3109.0,3109.0,0.0,0.0,1655.0,,,,,1655.0,4764.0,5648.0,0.0,1869.0,,,-39.0,2311.0,68.0,4209.0,0.0,4209.0,9857.0,
03/31/2006,10764.0,248.0,248.0,0.0,531.0,531.0,,0.0,0.0,0.0,0.0,0.0,303.0,,,,1082.0,9265.0,11490.0,-2225.0,0.0,417.0,345.0,215.0,130.0,72.0,9682.0,,718.0,718.0,,,,0.0,,,,,221.0,,,,221.0,939.0,3292.0,,,,1827.0,,,,,1827.0,5119.0,6058.0,0.0,1886.0,,,-39.0,2751.0,108.0,4706.0,0.0,4706.0,10764.0,
06/30/2006,11145.0,8.0,8.0,0.0,484.0,484.0,,0.0,0.0,0.0,0.0,0.0,407.0,,,,899.0,9731.0,12037.0,-2306.0,0.0,515.0,342.0,215.0,127.0,173.0,10246.0,,734.0,734.0,,,,0.0,,,,,177.0,,,,177.0,911.0,3427.0,,,,1984.0,,,,,1984.0,5411.0,6322.0,0.0,2037.0,,,-122.0,2706.0,202.0,4823.0,0.0,4823.0,11145.0,
09/30/2006,12185.0,6.0,6.0,0.0,539.0,539.0,,0.0,0.0,0.0,0.0,0.0,871.0,,,,1416.0,10204.0,12747.0,-2543.0,0.0,565.0,339.0,215.0,124.0,226.0,10769.0,,849.0,849.0,,,,0.0,,,,,343.0,,,,343.0,1192.0,3370.0,,,,2132.0,,,,,2132.0,5502.0,6694.0,0.0,2043.0,,,-125.0,3045.0,528.0,5491.0,0.0,5491.0,12185.0,
12/31/2006,12885.0,5.0,5.0,0.0,656.0,656.0,,0.0,0.0,0.0,0.0,0.0,924.0,,,,1585.0,10824.0,13582.0,-2758.0,0.0,476.0,215.0,215.0,0.0,261.0,11300.0,,912.0,912.0,,,,0.0,,,,,328.0,,,,328.0,1240.0,3451.0,,,,2329.0,,,,,2329.0,5780.0,7020.0,0.0,2062.0,,,-125.0,3442.0,486.0,5865.0,0.0,5865.0,12885.0,
03/31/2007,13152.0,15.0,15.0,0.0,674.0,674.0,,0.0,0.0,0.0,0.0,0.0,396.0,,,,1085.0,11610.0,14602.0,-2992.0,0.0,457.0,334.0,215.0,119.0,123.0,12067.0,,911.0,911.0,,,,0.0,0.0,0.0,0.0,,206.0,,,,206.0,1117.0,3609.0,3609.0,0.0,0.0,2482.0,,,,,2482.0,6091.0,7208.0,0.0,2098.0,,,-126.0,3780.0,192.0,5944.0,0.0,5944.0,13152.0,
06/30/2007,14752.0,742.0,742.0,0.0,744.0,744.0,,0.0,0.0,0.0,0.0,0.0,452.0,,,,1938.0,12350.0,15600.0,-3250.0,0.0,464.0,332.0,215.0,117.0,132.0,12814.0,,977.0,977.0,,,,0.0,,,,,170.0,,,,170.0,1147.0,3552.0,,,,2653.0,,,,,2653.0,6205.0,7352.0,0.0,3127.0,,,-126.0,4166.0,233.0,7400.0,0.0,7400.0,14752.0,
