Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2006,537.392,4.207,4.207,0.0,46.534,46.534,,130.138,125.213,0.0,4.925,0.0,4.943,,,,,,,185.822,113.216,,,0.0,238.354,229.836,229.758,0.078,,,8.518,351.57,,17.592,17.592,,,,4.601,,,,,,31.678,,,,31.678,53.871,102.868,,,,,5.905,,,,,,5.905,108.773,162.644,0.0,317.571,,,0.0,55.773,1.404,374.748,0.0,374.748,537.392,
09/30/2006,555.171,6.356,6.356,0.0,45.769,45.769,,126.895,121.24,0.0,5.655,0.0,7.959,,,,,,,186.979,118.305,,,0.0,249.887,242.852,242.779,0.073,,,7.035,368.192,,17.507,17.507,,,,4.423,,,,,,32.306,,,,32.306,54.236,104.808,,,,,7.468,,,,,,7.468,112.276,166.512,0.0,321.205,,,0.0,66.232,1.222,388.659,0.0,388.659,555.171,
12/31/2006,564.355,4.031,4.031,,49.254,49.254,,124.541,,,,,5.988,,,,,,,183.814,127.084,170.153,-43.069,,253.457,246.3,246.232,0.068,,,7.157,380.541,,19.192,19.192,,,,8.485,,,,,,33.717,,,,33.717,61.394,92.579,,,,,9.18,,,,,,9.18,101.759,163.153,,323.722,,,0.0,76.422,1.058,401.202,,401.202,564.355,
03/31/2007,607.799,5.881,5.881,0.0,57.668,57.668,,139.095,88.028,0.0,51.067,0.0,5.699,,,,,,,208.343,132.373,,,0.0,267.083,256.965,256.902,0.063,,,10.118,399.456,,22.148,22.148,,,,10.376,,,,,,40.227,,,,40.227,72.751,106.662,,,,,10.671,,,,,,10.671,117.333,190.084,0.0,324.739,,,0.0,91.932,1.044,417.715,0.0,417.715,607.799,
06/30/2007,646.069,8.854,8.854,0.0,54.143,54.143,,156.557,99.847,0.0,56.71,0.0,6.842,,,,,,,226.396,140.557,,,0.0,279.116,263.573,263.515,0.058,,,15.543,419.673,,17.714,17.714,,,,9.802,,,,,,38.612,,,,38.612,66.128,128.905,,,,,13.746,,,,,,13.746,142.651,208.779,0.0,329.133,,,0.0,105.948,2.209,437.29,0.0,437.29,646.069,
09/30/2007,906.013,225.34,225.34,0.0,60.92,60.92,,156.223,100.275,0.0,55.948,0.0,12.939,,,,,,,455.422,151.224,,,0.0,299.367,282.101,282.101,0.0,,,17.266,450.591,,20.383,20.383,,,,10.825,,,,,,37.467,,,,37.467,68.675,1.696,,,,,16.851,,,,,,16.851,18.547,87.222,0.0,695.62,,,0.0,120.507,2.664,818.791,0.0,818.791,906.013,
12/31/2007,1692.655,74.241,74.241,0.0,125.572,125.572,,320.238,313.183,0.0,7.055,0.0,33.241,,,,,,,553.292,217.059,270.967,-53.908,0.0,922.304,900.832,825.881,74.951,,,21.472,1139.363,,68.871,68.871,,,,16.936,,,,,,78.016,,,,78.016,163.823,641.526,,,,,37.529,,,,,,37.529,679.055,842.878,0.0,707.119,,,0.0,142.039,0.619,849.777,0.0,849.777,1692.655,
03/31/2008,1743.015,85.41,85.41,0.0,133.894,133.894,,331.427,124.693,0.0,206.734,0.0,29.235,,,,,,,579.966,224.292,,,0.0,938.757,917.483,843.558,73.925,,,21.274,1163.049,,62.963,62.963,,,,17.452,,,,,,89.678,,,,89.678,170.093,634.151,,,,,36.873,,,,,,36.873,671.024,841.117,0.0,728.471,,,0.0,172.917,0.51,901.898,0.0,901.898,1743.015,
06/30/2008,1779.61,104.062,104.062,0.0,137.564,137.564,,333.476,130.235,0.0,203.241,0.0,29.95,,,,,,,605.052,230.363,,,0.0,944.195,917.102,843.865,73.237,,,27.093,1174.558,,59.535,59.535,,,,18.055,,,,,,92.252,,,,92.252,169.842,629.367,,,,,41.273,,,,,,41.273,670.64,840.482,0.0,731.205,,,0.0,203.906,4.017,939.128,0.0,939.128,1779.61,
09/30/2008,1848.171,97.689,97.689,0.0,136.553,136.553,,331.028,136.689,0.0,194.339,0.0,31.124,,,,,,,596.394,241.093,,,0.0,1010.684,982.394,910.2,72.194,,,28.29,1251.777,,60.488,60.488,,,,19.425,,,,,,84.0,,,,84.0,163.913,623.028,,,,,47.176,,,,,,47.176,670.204,834.117,0.0,780.932,,,,228.974,4.148,1014.054,0.0,1014.054,1848.171,
12/31/2008,1881.804,79.067,79.067,0.0,147.886,147.886,,330.511,137.973,0.0,192.538,0.0,72.653,,,,,,,630.117,254.346,331.06,-76.714,0.0,997.341,978.318,907.218,71.1,,,19.023,1251.687,,65.363,65.363,,,,21.934,21.934,0.0,0.0,,,79.916,,,,79.916,167.213,620.94,620.94,0.0,0.0,,73.145,,,,,,73.145,694.085,861.298,0.0,792.332,,,0.0,241.938,-13.764,1020.506,0.0,1020.506,1881.804,
03/31/2009,1909.251,92.81,92.81,0.0,138.923,138.923,0.0,359.772,143.36,0.0,209.075,7.337,35.733,15.546,,,,,0.0,627.238,258.44,,,0.0,1023.573,1004.653,934.486,70.167,,,18.92,1282.013,,133.748,62.737,,,71.011,23.528,0.0,,,,23.528,5.341,,,46.14,0.0,162.617,615.031,615.031,,,,77.861,,,,,,31.721,692.892,855.509,0.0,794.635,1.4,793.235,0.0,274.242,-15.135,1053.742,0.0,1053.742,1909.251,
06/30/2009,1950.592,129.468,129.468,0.0,138.813,138.813,0.0,353.024,139.029,0.0,207.606,6.389,40.793,20.08,,,,,0.0,662.098,261.97,,,0.0,1026.524,1006.154,937.023,69.131,,,20.37,1288.494,,137.099,58.454,,,78.645,26.743,0.0,,,,26.743,6.011,,,47.048,0.0,169.853,609.824,609.824,,,,78.162,,,,,,31.114,687.986,857.839,0.0,801.23,1.406,799.824,0.0,303.099,-11.576,1092.753,0.0,1092.753,1950.592,
09/30/2009,1993.983,166.005,166.005,0.0,127.434,127.434,0.0,361.095,136.771,0.0,217.039,7.285,60.362,16.033,,,,,0.0,714.896,259.453,,,0.0,1019.634,998.647,930.552,68.095,,,20.987,1279.087,,138.336,54.195,,,84.141,29.515,0.0,,,,29.515,8.875,,,47.254,0.0,176.726,606.048,606.048,,,,79.773,,,,,,32.519,685.821,862.547,0.0,808.4,1.412,806.988,0.0,332.254,-9.218,1131.436,0.0,1131.436,1993.983,
12/31/2009,2020.121,108.906,108.906,0.0,152.443,152.443,0.0,385.686,152.438,0.0,226.299,6.949,55.833,14.266,,,,0.0,0.0,702.868,289.902,397.861,-107.959,0.0,1027.351,1006.022,938.783,67.239,,,21.329,1317.253,,114.959,51.3,,,63.659,10.063,0.0,0.0,0.0,,10.063,43.459,0.0,7.9,52.209,30.368,168.481,592.982,592.982,0.0,0.0,,79.224,0.0,0.0,0.0,0.0,,19.115,672.206,840.687,0.0,817.372,1.42,815.952,0.0,369.459,-7.397,1179.434,0.0,1179.434,2020.121,
03/31/2010,2109.297,193.536,193.536,0.0,156.337,156.337,0.0,390.95,155.695,0.0,228.657,6.598,41.947,12.074,,,,,0.0,782.77,292.425,,,0.0,1034.102,1012.043,945.838,66.205,,,22.059,1326.527,,176.066,58.05,23.24,,94.776,15.401,0.0,,,,15.401,12.896,,,53.368,0.0,204.363,581.211,581.211,,,,78.414,,,,,,25.046,659.625,863.988,0.0,826.581,1.427,825.154,0.0,423.395,-4.667,1245.309,0.0,1245.309,2109.297,
06/30/2010,2130.742,190.477,190.477,0.0,155.339,155.339,0.0,412.507,181.983,0.0,224.584,5.94,42.21,12.183,,,,,0.0,800.533,293.493,,,0.0,1036.716,1015.789,950.621,65.168,,,20.927,1330.209,,122.184,52.405,8.816,,60.963,27.08,0.0,,,,27.08,46.386,,,52.83,33.77,195.65,567.324,567.324,,,,77.87,,,,,,25.04,645.194,840.844,0.0,833.573,1.431,832.142,0.0,461.301,-4.976,1289.898,,1289.898,2130.742,
09/30/2010,2205.449,168.678,168.678,0.0,167.181,167.181,0.0,444.617,197.438,0.0,240.186,6.993,41.024,11.1,,,,,0.0,821.5,306.82,,,0.0,1077.129,1055.297,990.589,64.708,,,21.832,1383.949,,140.37,70.413,1.713,,68.244,39.88,0.0,,,,39.88,45.042,,,53.179,32.513,225.292,557.589,557.589,,,,85.657,,,,,,32.478,643.246,868.538,0.0,843.185,1.438,841.747,0.0,497.202,-3.476,1336.911,,1336.911,2205.449,
12/31/2010,2299.509,95.689,95.689,0.0,191.085,191.085,0.0,492.688,209.514,0.0,274.728,8.446,57.414,24.908,0.0,,0.0,,0.0,836.876,331.312,473.713,-142.401,0.0,1131.321,1102.275,1032.973,69.302,,,29.046,1462.633,,143.645,76.437,0.0,0.0,67.208,52.888,0.0,0.0,0.0,,52.888,28.788,,0.0,66.059,16.82,225.321,548.066,548.066,0.0,0.0,,111.961,,,,,,45.902,660.027,885.348,0.0,871.253,1.455,869.798,0.0,538.53,4.378,1414.161,,1414.161,2299.509,
03/31/2011,2355.379,64.517,64.517,0.0,222.581,222.581,0.0,514.894,225.682,0.0,282.391,6.821,50.125,15.99,,,,,0.0,852.117,342.181,,,0.0,1161.081,1125.278,1057.406,67.872,,,35.803,1503.262,,164.843,75.377,20.754,,68.712,14.817,0.0,,,,14.817,28.612,,,67.582,16.806,208.272,544.451,544.451,,,,117.286,,,,,,49.704,661.737,870.009,0.0,879.665,1.459,878.206,0.0,596.712,8.993,1485.37,0.0,1485.37,2355.379,
06/30/2011,2417.714,42.256,42.256,0.0,236.628,236.628,0.0,556.541,237.471,0.0,313.23,5.84,54.951,19.912,,,,,0.0,890.376,358.443,,,0.0,1168.895,1131.723,1063.507,68.216,,,37.172,1527.338,,148.83,77.951,0.69,,70.189,15.52,0.0,,,,15.52,29.119,,,64.827,17.886,193.469,570.841,570.841,,,,117.702,,,,,,52.875,688.543,882.012,0.0,887.017,1.462,885.555,0.0,643.418,5.267,1535.702,0.0,1535.702,2417.714,
09/30/2011,2538.012,45.112,45.112,0.0,231.147,231.147,0.0,605.665,272.96,0.0,324.863,7.842,54.666,3.131,,,,,16.351,936.59,371.16,,,0.0,1230.262,1192.238,1121.754,70.484,,,38.024,1601.422,,181.068,84.496,0.0,0.0,96.572,18.915,0.0,,,,18.915,27.543,,,61.832,16.554,227.526,613.691,613.691,,,,117.072,,,,,,55.24,730.763,958.289,0.0,894.413,1.465,892.948,0.0,692.649,-7.339,1579.723,0.0,1579.723,2538.012,
12/31/2011,3199.704,48.247,48.247,0.0,281.764,281.764,,736.846,291.059,0.0,445.787,0.0,82.878,37.188,0.0,,,,0.0,1149.735,424.098,604.048,-179.95,,1625.871,1584.973,1476.063,108.91,,,40.898,2049.969,,349.162,210.875,7.262,,131.025,29.524,0.0,0.0,0.0,,29.524,19.007,,0.0,88.796,17.446,397.693,926.552,926.552,0.0,0.0,,231.374,,,,,,142.578,1157.926,1555.619,0.0,904.252,2.939,901.313,0.0,748.794,-8.961,1644.085,,1644.085,3199.704,
03/31/2012,3260.001,55.169,55.169,0.0,310.552,310.552,0.0,736.641,294.24,0.0,442.401,0.0,98.575,26.659,,,,,26.659,1174.278,430.777,,,0.0,1654.946,1607.588,1499.382,108.206,,,47.358,2085.723,,364.576,212.538,28.852,,123.186,40.498,0.0,,,,40.498,52.0,,,89.16,52.0,457.074,856.068,856.068,,,,201.774,,,,,,112.614,1057.842,1514.916,0.0,915.404,1.474,913.93,0.0,829.785,-0.104,1745.085,,1745.085,3260.001,
06/30/2012,3425.409,59.353,59.353,0.0,309.454,309.454,0.0,798.807,336.335,0.0,462.472,0.0,85.393,27.331,,,,,11.466,1253.007,443.565,,,0.0,1728.837,1684.182,1578.605,105.577,,,44.655,2172.402,,347.63,224.276,7.755,,115.599,46.379,0.0,,,,46.379,51.313,,,88.777,51.313,445.322,954.067,954.067,,,,212.292,,,,,,123.515,1166.359,1611.681,0.0,929.561,1.48,928.081,0.0,893.783,-9.616,1813.728,0.0,1813.728,3425.409,
09/30/2012,3502.575,69.214,69.214,0.0,301.891,301.891,0.0,826.354,337.865,0.0,488.489,0.0,98.89,26.518,,,,,25.065,1296.349,453.272,,,0.0,1752.954,1706.633,1597.936,108.697,,,46.321,2206.226,,359.773,219.098,7.163,,133.512,52.103,0.0,,,,52.103,52.643,,,89.486,52.643,464.519,929.743,929.743,,,,219.672,,,,,,130.186,1149.415,1613.934,0.0,941.486,2.97,938.516,0.0,947.831,-0.676,1888.641,,1888.641,3502.575,
12/31/2012,3723.456,59.77,59.77,0.0,311.808,311.808,0.0,900.803,377.126,0.0,523.677,0.0,111.97,28.948,,,0.164,,29.537,1384.351,494.379,725.509,-231.13,,1844.726,1796.999,1690.284,106.715,,,47.563,2339.105,,356.905,219.335,2.748,,134.822,71.716,0.0,,,,71.716,59.323,,,102.275,59.318,487.944,1046.762,1046.762,,,,224.656,,,,,,122.381,1271.418,1759.362,0.0,953.316,2.978,950.338,0.0,1010.019,0.759,1964.094,0.0,1964.094,3723.456,
03/31/2013,3722.699,62.997,62.997,0.0,357.58,357.58,0.0,883.443,366.558,0.0,516.885,0.0,95.542,40.239,,,,,2.441,1399.562,492.479,,,0.0,1830.658,1776.473,1674.844,101.629,,,54.185,2323.137,,364.684,202.084,14.432,,148.168,79.531,0.0,,,,79.531,60.524,,,101.902,60.524,504.739,987.979,987.979,,,,188.752,,,,,,86.85,1176.731,1681.47,0.0,964.107,2.985,961.122,0.0,1094.611,-17.489,2041.229,,2041.229,3722.699,
06/30/2013,4218.315,161.59,161.59,0.0,413.215,413.215,0.0,972.926,373.987,0.0,598.939,0.0,110.759,45.546,,,,,11.885,1658.49,515.353,,,0.0,2044.472,1974.899,1826.128,148.771,,,69.573,2559.825,,437.176,263.565,9.756,,163.855,64.962,0.0,,,,64.962,56.972,,,118.044,56.972,559.11,1311.519,1311.519,,,,210.033,,,,,,91.989,1521.552,2080.662,0.0,985.384,2.998,982.386,0.0,1170.333,-18.064,2137.653,,2137.653,4218.315,
09/30/2013,4361.059,107.337,107.337,0.0,438.8,438.8,0.0,1018.169,368.401,0.0,649.768,0.0,111.345,44.391,,,,,13.825,1675.651,531.897,,,0.0,2153.511,2075.345,1920.916,154.429,,,78.166,2685.408,,514.38,284.9,16.473,,213.007,61.123,0.0,,,,61.123,67.01,,,118.693,67.01,642.513,1250.932,1250.932,,,,213.508,,,,,,94.815,1464.44,2106.953,0.0,999.253,3.005,996.248,0.0,1243.778,11.075,2254.106,,2254.106,4361.059,
12/31/2013,4518.774,150.488,150.488,0.0,458.094,458.094,0.0,1076.952,370.352,0.0,706.6,0.0,114.283,8.069,0.0,,1.501,,42.276,1799.817,546.651,840.834,-294.183,,2172.306,2091.183,1937.444,153.739,,,79.622,2718.957,,543.46,349.069,17.44,,176.951,41.535,0.0,,,,41.535,92.958,,8.47,133.822,67.785,677.953,1264.246,1264.246,,,,225.83,,,,,,83.538,1490.076,2168.029,0.0,1009.092,3.008,1006.084,0.0,1321.642,20.011,2350.745,,2350.745,4518.774,
03/31/2014,5209.828,113.246,113.246,0.0,577.212,577.212,0.0,1255.804,375.433,0.0,880.371,0.0,147.219,,,,,,73.397,2093.481,593.867,,,0.0,2522.48,2426.607,2197.255,229.352,,,95.873,3116.347,,655.861,384.102,27.922,,243.837,35.106,0.0,,,,35.106,84.948,,,161.998,84.948,775.915,1695.627,1695.627,,,,267.259,,,,,,105.261,1962.886,2738.801,0.0,1024.528,3.018,1021.51,0.0,1426.295,20.204,2471.027,0.0,2471.027,5209.828,
06/30/2014,5498.845,109.564,109.564,0.0,624.3,624.3,0.0,1346.723,391.295,0.0,955.428,0.0,160.139,,,,,,86.047,2240.726,621.6,,,0.0,2636.519,2539.372,2308.943,230.429,,,97.147,3258.119,,641.291,392.659,50.998,,197.634,71.487,0.0,,,,71.487,37.43,,,160.452,37.43,750.208,1879.837,1879.837,,,,266.284,,,,,,105.832,2146.121,2896.329,0.0,1034.829,3.022,1031.807,0.0,1531.177,36.51,2602.516,0.0,2602.516,5498.845,
09/30/2014,5534.578,244.646,244.646,0.0,609.434,609.434,0.0,1341.325,396.874,0.0,944.451,0.0,150.133,,,,,,76.136,2345.538,612.292,,,0.0,2576.748,2478.202,2257.153,221.049,,,98.546,3189.04,,664.605,403.587,45.098,,215.92,72.908,0.0,,,,72.908,33.875,,,159.27,33.875,771.388,1825.133,1825.133,,,,270.363,,,,,,111.093,2095.496,2866.884,0.0,1047.034,3.03,1044.004,0.0,1622.692,-2.032,2667.694,0.0,2667.694,5534.578,
12/31/2014,5475.739,114.605,114.605,0.0,601.422,601.422,0.0,1433.847,411.298,0.0,1022.549,0.0,85.799,,,,2.608,,85.799,2235.673,629.987,1004.278,-374.291,0.0,2610.079,2534.42,2288.895,245.525,,,73.051,3240.066,,611.306,400.202,0.0,0.0,211.104,61.938,0.0,,,,61.938,71.26,0.0,2.527,106.938,68.569,744.504,1784.21,1784.21,,,,226.368,0.0,0.0,0.0,0.0,,116.903,2010.578,2755.082,0.0,1057.721,3.035,1054.686,0.0,1703.161,-40.225,2720.657,0.0,2720.657,5475.739,
03/31/2015,5522.466,175.492,175.492,0.0,645.037,645.037,0.0,1358.056,389.749,0.0,968.307,0.0,158.594,,,,,,80.254,2337.179,621.571,,,0.0,2563.716,2466.895,2235.043,231.852,,,96.821,3185.287,,687.506,397.623,37.063,,252.82,62.303,0.0,,,,62.303,22.505,,,177.373,22.505,772.314,1672.332,1672.332,,,,297.913,,,,,,120.54,1970.245,2742.559,0.0,1064.275,3.042,1061.233,0.0,1810.256,-94.624,2779.907,0.0,2779.907,5522.466,
06/30/2015,5634.542,143.423,143.423,0.0,651.271,651.271,0.0,1402.399,389.315,0.0,1013.084,0.0,175.528,,,,,,97.56,2372.621,650.053,,,0.0,2611.868,2515.098,2286.518,228.58,,,96.77,3261.921,,645.701,392.951,,,252.75,39.378,0.0,,,,39.378,41.286,,,178.523,41.286,726.365,1652.064,1652.064,,,,302.02,,,,,,123.497,1954.084,2680.449,0.0,1073.332,3.044,1070.288,0.0,1929.978,-49.217,2954.093,0.0,2954.093,5634.542,
09/30/2015,5704.032,137.086,137.086,0.0,626.78,626.78,0.0,1464.627,393.954,0.0,1070.673,0.0,158.65,,,,,,81.249,2387.143,652.78,,,0.0,2664.109,2567.724,2348.092,219.632,,,96.385,3316.889,,696.427,416.341,,,280.086,37.174,0.0,,,,37.174,64.097,,,175.31,64.097,797.698,1570.056,1570.056,,,,299.565,,,,,,124.255,1869.621,2667.319,0.0,1087.477,3.054,1084.423,0.0,2031.324,-82.088,3036.713,0.0,3036.713,5704.032,
12/31/2015,5647.837,87.397,87.397,0.0,590.16,590.16,0.0,1556.552,410.39,0.0,1146.162,0.0,106.603,,0.0,,3.354,,106.603,2340.712,696.567,1134.513,-437.946,0.0,2610.558,2534.363,2319.246,215.117,,,72.841,3307.125,,625.234,415.588,0.0,0.0,209.646,56.034,0.0,,,,56.034,70.702,0.0,0.0,127.239,69.355,751.97,1528.668,1528.668,,,,252.517,0.0,0.0,0.0,0.0,,125.278,1781.185,2533.155,0.0,1093.768,3.055,1090.713,0.0,2126.384,-105.47,3114.682,0.0,3114.682,5647.837,
03/31/2016,7356.857,229.22,229.22,0.0,882.582,882.582,0.0,1782.797,408.429,0.0,1374.368,0.0,99.288,,,,,,99.288,2993.887,758.641,,,0.0,3604.329,3523.023,3075.293,447.73,,,81.306,4362.97,,909.573,597.826,,,311.747,75.365,0.0,,,,75.365,64.472,,,179.404,64.472,1049.41,2743.197,2743.197,,,,329.841,,,,,,150.437,3073.038,4122.448,0.0,1105.044,3.065,1101.979,0.0,2234.116,-104.751,3234.409,0.0,3234.409,7356.857,
06/30/2016,8185.944,273.203,273.203,0.0,995.153,995.153,0.0,1890.536,467.835,0.0,1422.701,0.0,139.536,,,,,,139.536,3298.428,1055.046,1540.638,-485.592,0.0,3832.47,3689.848,3059.488,630.36,,,142.622,4887.516,,1066.047,735.138,,,330.909,60.832,0.0,,,,60.832,41.503,,5.715,225.338,40.794,1168.382,3274.629,3274.629,,,,435.294,,,,,,204.241,3709.923,4878.305,0.0,1114.288,3.067,1111.221,0.0,2374.853,-181.502,3307.639,0.0,3307.639,8185.944,
09/30/2016,8203.952,271.851,271.851,0.0,959.321,959.321,0.0,1912.568,461.587,0.0,1450.981,0.0,151.801,,,,,,151.801,3295.541,1023.707,,,0.0,3884.704,3736.396,3117.15,619.246,,,148.308,4908.411,,1027.353,682.719,,,344.634,74.829,0.0,,,,74.829,47.026,,2.414,226.682,46.814,1149.208,3189.345,3189.345,,,,438.122,,,,,,209.026,3627.467,4776.675,0.0,1113.915,3.074,1110.841,0.0,2504.028,-190.666,3427.277,0.0,3427.277,8203.952,
