Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1996,43.200001,35.700001,,,,,,,,,,,,-18.1,,,,-18.1,,,,,,,,,,18.1,,,,,,,,,,,,,
06/30/1996,88.300003,51.700001,,,,,,,,,,,-25.700001,-25.700001,,,,-25.700001,,,,,,,,,,0.0,,,,,,,,,,,,62.600002,
09/30/1996,108.800003,51.099998,,,,,,,,,,,-32.099998,-32.099998,,,,-32.099998,,,,,,,,,,0.0,,,,,,,,,,,,76.700005,
12/31/1996,118.0,62.5,,,,,,,,,,,-47.299999,-47.299999,,,,-47.299999,,,,,,,,,,0.0,,,,,,,,,,,,70.700001,
03/31/1997,24.9,57.900002,,,,,,,,,,,-0.8,-6.6,8.7,,,-15.3,,,0.0,0.0,0.0,,,,,5.8,-56.3,-68.0,18.6,,,,0.0,0.0,0.0,-6.9,,-32.200001,
06/30/1997,100.199997,71.5,,,,,,,,,,,-22.0,-20.500001,5.2,,,-25.700001,,,0.0,0.0,0.0,,,,,-1.499999,-40.900003,-11.7,-26.300003,,,,0.0,0.0,0.0,-2.9,,37.299999,
09/30/1997,167.600006,82.5,,,,,,,,,,,-164.199997,-2.399999,16.200001,,,-18.6,,,0.0,0.0,0.0,,,,,-161.799998,6e-06,-11.7,12.100006,,,,0.0,0.0,0.0,-0.4,,3.4,
12/31/1997,145.699997,132.699997,,,,,,,,,,,-72.300003,-61.800002,11.6,,,-73.400002,,,-261.300048,1248.599976,-1509.900024,,,,,250.800047,33.099995,-11.7,3.199997,,,,0.0,0.0,0.0,41.599998,,106.5,
03/31/1998,105.800003,100.400002,,,,,,,,,,,-117.300003,-17.199999,11.1,,,-28.299999,,,-80.799988,285.700012,-366.5,,,,,-19.300016,-33.300003,-128.5,92.199997,,,,6.0,6.0,0.0,-3.0,,-44.799999,
06/30/1998,179.100006,104.900002,,,,,,,,,,,-288.600006,-50.799999,,,,-50.799999,,,0.0,0.0,0.0,,,,,-237.800007,98.000012,-11.7,113.700012,,,,-3.4,0.0,-3.4,-0.6,,-11.5,
09/30/1998,186.199997,96.599998,,,,,,,,,,,-223.800003,-2.300002,30.6,,,-32.900002,,,0.0,0.0,0.0,,,,,-221.500001,132.300044,-11.699951,135.299995,,,,0.1,0.1,0.0,8.6,,94.699997,
12/31/1998,199.100006,114.900002,,,,,,,,,,,-342.899994,-110.800003,,,,-110.800003,,,-640.699952,1332.900024,-1973.599976,,,,,408.599961,213.100003,-11.7,228.300003,,,,6.7,6.7,,-10.2,,56.099998,
03/31/1999,209.5,119.5,,,,,,,,,,,-213.8,-45.6,18.0,,,-63.6,,,-87.2,329.0,-416.2,,,,,-81.0,7.6,-141.0,165.7,,,,0.4,0.4,0.0,-17.5,,3.3,
06/30/1999,215.0,139.5,,,,,,,,,,,-312.5,-66.09922,13.1,,,-79.19922,,,-222.4,493.2,-715.6,,,,,-24.00078,111.4,-15.6,134.3,,,,3.4,3.4,0.0,-10.7,,13.9,
09/30/1999,230.4,144.7,,,,,,,,,,,-405.7,-46.2,14.6,,,-60.8,,,-199.1,375.3,-574.4,,,,,-160.4,220.0,-15.7,219.9,,,,0.7,0.7,0.0,15.1,,44.7,
12/31/1999,185.3,179.9,,,,,,,,,,,-300.8,-122.9,0.0,,,-122.9,,,-161.6,523.1,-684.7,,,,,-16.3,149.6,-15.8,190.0,,,,0.2,0.2,0.0,-24.8,,34.1,
03/31/2000,300.2,154.9,,,,,,,,,,,-329.4,-4.9,10.0,,,-14.9,,,-196.1,497.2,-693.3,,,,,-128.4,16.3,-148.7,256.9,,,,-77.2,4.7,-81.9,-14.7,,-12.9,
06/30/2000,22.1,131.1,,,,,,,,,,,-167.1,-76.1,18.2,,,-94.3,,,-192.1,369.6,-561.7,,,,,101.1,135.0,-23.0,168.0,,,,-6.9,0.4,-7.3,-3.1,,-10.0,
09/30/2000,46.4,93.1,,,,,,,,,,,-131.0,-33.5,0.9,,,-34.4,,,-150.1,458.4,-608.5,,,,,52.6,24.0,-22.9,62.8,,,,0.4,0.4,0.0,-16.3,,-60.6,
12/31/2000,150.9,62.7,,,,,,,,,,,49.9,-69.5,7.0,,,-76.5,,,16.5,436.0,-419.5,,,,,102.9,-109.0,-22.9,-99.3,,,,-9.1,7.5,-16.6,22.3,,91.8,
03/31/2001,82.0,44.3,,,,,,,,,,,201.7,-52.3,0.0,,,-52.3,,,204.9,538.3,-333.4,,,,,49.1,-351.3,-99.4,-227.9,,,,2.7,2.7,0.0,-26.7,,-67.6,
06/30/2001,163.9,39.5,,,,,,,,,,,0.1,-18.7,0.0,,,-18.7,,,142.0,543.2,-401.2,,,,,-123.2,-133.0,-23.0,-101.7,,,,0.6,0.6,0.0,-8.9,,31.0,
09/30/2001,110.8,39.4,,,,,,,,,,,1.6,-15.1,0.0,,,-15.1,,,105.5,486.3,-380.8,,,,,-88.8,-3.8,-23.0,-0.6,,,,5.1,5.1,0.0,14.7,,108.6,
12/31/2001,269.0,50.4,,,,,,,,,,,-128.3,-242.1,18.8,,,-260.9,,,-29.7,1051.8,-1081.5,,,,,143.5,-94.2,-23.0,-65.9,,,,3.6,3.6,0.0,-8.9,,46.5,
03/31/2002,149.0,47.2,,,,,,,,,,,69.8,-69.9,0.0,,,-69.9,,,79.8,451.0,-371.2,,,,,59.9,-137.1,-42.3,-106.1,,,,18.6,18.6,0.0,-7.3,,81.7,
06/30/2002,176.8,73.7,,,,,,,,,,,-186.5,-15.4,0.0,,,-15.4,,,-117.5,70.9,-188.4,,,,,-53.6,-28.4,-23.2,-58.8,,,,2.1,2.1,0.0,51.5,,-38.1,
09/30/2002,339.8,128.9,,,,,,,,,,,-292.6,-11.9,0.0,,,-11.9,,,-57.3,1655.9,-1713.2,,,,,-223.4,1.8,-23.2,25.5,,,,0.1,0.1,0.0,-0.6,,49.0,
12/31/2002,129.8,122.2,,,,,,,,,,,-183.7,-276.7,28.5,,,-305.2,,,-211.7,229.0,-440.7,,,,,304.7,79.1,-34.3,80.9,,,,1.6,1.6,0.0,30.9,,25.2,
03/31/2003,190.8,,,,,,,,,,,,-25.6,-55.7,0.0,,,-55.7,,,-28.2,456.2,-484.4,,,,,58.3,-53.1,-94.7,12.3,,,,6.8,6.8,0.0,22.5,,112.1,
06/30/2003,366.4,,,,,,,,,,,,-87.6,-153.3,,,,-153.3,,,3.1,940.6,-937.5,,,,,62.6,-32.2,-120.4,3.1,,,,23.7,23.7,0.0,61.4,,246.6,
09/30/2003,300.8,132.5,66.5,51.7,,51.7,50.1,,,,50.1,,-96.9,-29.8,0.0,,,-29.8,,,-23.4,481.6,-505.0,,,,,-43.7,-100.6,-25.6,-82.5,,,,3.5,3.5,0.0,4.0,,103.3,
12/31/2003,151.5,,,,,,,,,,,,-54.8,-128.6,,,,-128.6,,,-73.2,501.9,-575.1,,,,,147.0,127.4,-25.9,96.8,,,,-3.4,0.0,-3.4,59.9,,224.1,
03/31/2004,169.4,182.2,75.6,0.8,,0.8,-89.2,-63.4,,,-25.8,,-69.9,-48.6,6.0,,,-54.6,,,-36.5,449.1,-485.6,,,,,15.2,-87.9,-166.4,90.4,,,,7.1,7.1,0.0,-19.0,,11.6,
06/30/2004,456.6,236.5,75.8,11.2,,11.2,133.1,,,,133.1,,-848.3,-161.0,,,,-161.0,,,-365.2,464.0,-829.2,,,,,-322.1,101.1,-34.9,266.3,,,,-105.7,2.0,-107.7,-24.6,,-290.6,
09/30/2004,253.1,246.7,78.7,-15.1,,-15.1,-57.2,-48.8,,,-8.4,,-230.8,-150.5,16.9,,,-167.4,,,-95.5,447.1,-542.6,,,,,15.2,185.4,-34.8,197.4,,,,3.5,3.5,0.0,19.3,,207.7,
12/31/2004,-98.2,241.4,84.9,-10.4,,-10.4,-414.1,,,,-414.1,,53.0,-392.2,103.2,,,-495.4,,,-250.4,1139.6,-1390.0,,,,,695.6,384.2,-34.8,325.1,,,,3.1,3.1,0.0,90.8,,339.0,
03/31/2005,184.1,274.0,91.5,5.1,,5.1,-186.5,-138.5,,,-48.0,,-137.0,-127.8,22.0,,,-149.8,,,-165.6,476.3,-641.9,,,,,156.4,-232.4,-382.6,207.6,,,,-13.0,13.9,-26.9,-44.4,,-185.3,
06/30/2005,333.4,241.5,90.4,-34.0,,-34.0,35.5,-72.1,,,107.6,,-660.8,-185.1,16.8,,,-201.9,,,-259.9,517.1,-777.0,,,,,-215.8,121.2,-36.0,384.9,,,,-164.5,2.2,-166.7,-63.2,,-206.2,
09/30/2005,160.9,304.8,91.7,14.1,,14.1,-249.7,-74.1,,,-175.6,,-315.1,-219.7,24.6,,,-244.3,,,-186.9,616.2,-803.1,,,,,91.5,90.8,-36.0,288.0,,,,-156.3,0.0,-156.3,-4.9,,-63.4,
12/31/2005,308.4,312.9,96.5,54.6,,54.6,-155.6,-388.6,,,233.0,,-389.7,-219.8,32.7,,,-252.5,,,-131.5,592.9,-724.4,,,,,-38.4,620.4,-42.3,692.7,,,,-21.5,0.0,-21.5,-8.5,,539.1,
03/31/2006,479.4,342.0,100.2,71.7,,71.7,-34.5,-34.5,,,0.0,,-416.7,-122.6,38.8,,,-161.4,,,-126.9,546.7,-673.6,,,,,-167.2,-371.4,-380.8,167.2,,,,-171.5,14.3,-185.8,13.7,,-308.7,
06/30/2006,456.1,369.9,108.0,-46.5,,-46.5,24.7,69.3,,,-44.6,,-460.1,-164.4,46.2,,,-210.6,,,-239.9,676.9,-916.8,,,,,-55.8,-27.5,-50.0,47.4,,,,-50.9,14.7,-65.6,26.0,,-31.5,
09/30/2006,365.6,403.6,113.2,-0.7,,-0.7,-150.5,-103.0,,,-47.5,,-344.5,-211.7,32.7,,,-244.4,,,-115.4,708.6,-824.0,,,,,-17.4,229.1,-49.9,332.8,,,,-56.7,2.7,-59.4,2.9,,250.2,
03/31/2007,412.8,365.6,118.0,-15.9,,-15.9,-54.9,,,,-54.9,,-464.5,-113.5,64.0,,,-177.5,,,-156.2,622.7,-778.9,,,,,-194.8,-425.6,-546.7,142.1,,,,-27.9,21.2,-49.1,6.9,,-477.3,
06/30/2007,569.8,298.3,129.2,14.4,,14.4,127.9,,,,127.9,,-437.6,-358.0,42.3,,,-400.3,,,-152.0,679.3,-831.3,,,,,72.4,-93.2,-62.2,-54.3,,,,8.0,8.0,0.0,15.3,,39.0,
09/30/2007,476.6,302.3,130.7,5.8,,5.8,37.8,,,,37.8,,-61.2,-279.9,55.0,,,-334.9,,,-0.8,771.8,-772.6,,,,,219.5,-231.0,-61.5,21.9,,,,-248.8,0.9,-249.7,57.4,,184.4,
12/31/2007,596.2,261.1,148.5,110.3,,110.3,76.3,265.2,114.4,,-303.3,,-333.5,-275.9,78.8,,,-354.7,,,43.4,777.2,-733.8,,,,,-101.0,-3.2,-66.3,118.2,,,,-61.0,0.7,-61.7,5.9,,259.5,
03/31/2008,367.0,292.3,150.9,18.0,0.0,18.0,-94.2,-95.0,,,0.8,,47.0,-298.4,0.0,,,-298.4,,,136.6,767.5,-630.9,,,,,208.8,-532.5,-433.0,-66.9,,,,-97.3,6.9,-104.2,64.7,,-118.5,
06/30/2008,386.6,313.5,164.5,28.9,0.0,28.9,-120.3,31.5,,,-151.8,,-382.8,-299.5,84.6,,,-384.1,,,-59.2,734.6,-793.8,,,,,-24.1,-55.4,-65.6,77.3,,,,-86.1,2.0,-88.1,19.0,,-51.6,
09/30/2008,205.9,299.0,166.8,57.0,0.0,57.0,-316.9,-367.6,,,50.7,,-211.2,-368.8,90.5,,,-459.3,,,119.9,599.6,-479.7,,,,,37.7,-287.0,-65.3,-65.5,,,,-35.9,2.3,-38.2,-120.3,,-292.3,
12/31/2008,345.4,113.1,167.2,128.9,131.0,-2.1,-63.8,182.1,,,-245.9,,295.1,-344.0,64.2,,,-408.2,,,276.6,679.7,-403.1,,,,,362.5,-81.0,-65.3,35.3,,,,0.2,0.3,-0.1,-51.2,,559.5,
03/31/2009,90.8,26.3,154.8,-339.6,,-339.6,249.3,205.2,,,44.1,0.0,352.1,-21.5,91.4,91.4,0.0,-112.9,-112.9,0.0,370.9,561.7,-190.8,0.0,0.0,0.0,0.0,2.7,-410.4,-101.3,-316.1,-904.3,942.8,-354.6,7.0,7.0,0.0,0.0,-62.8,-30.3,
06/30/2009,319.2,26.5,159.4,263.2,,263.2,-129.9,208.8,,,-338.7,0.0,137.7,-93.6,122.5,122.5,0.0,-216.1,-216.1,0.0,211.5,492.6,-281.1,0.0,0.0,0.0,0.0,19.8,-603.4,-65.4,-536.7,274.2,12.1,-823.0,-1.3,,,0.0,91.3,-55.2,
09/30/2009,454.0,13.0,173.0,-16.6,,-16.6,284.6,81.0,,,203.6,,-95.2,-265.0,18.5,18.5,0.0,-283.5,-283.5,0.0,258.8,349.0,-90.2,0.0,0.0,0.0,0.0,-89.0,-490.0,-32.7,-462.9,107.7,150.9,-721.5,5.6,5.6,0.0,0.0,60.7,-70.5,
12/31/2009,509.3,46.1,164.5,222.2,,222.2,76.5,391.6,,,-315.1,0.0,161.5,-70.8,287.7,287.7,0.0,-358.5,-358.5,0.0,-40.4,,,0.0,0.0,0.0,0.0,272.7,-312.4,-32.7,-286.0,-267.4,267.2,-285.8,6.3,6.3,0.0,0.0,-0.1,358.3,
03/31/2010,285.4,68.3,162.1,-1.8,,-1.8,56.8,-0.5,,,57.3,0.0,40.5,-144.8,44.3,44.3,0.0,-189.1,-189.1,0.0,203.6,534.6,-331.0,0.0,0.0,0.0,0.0,-18.3,-350.8,-32.8,-321.6,-331.6,13.2,-3.2,3.6,3.6,0.0,0.0,-32.4,-57.3,
06/30/2010,514.1,99.6,148.6,71.3,,71.3,194.6,77.9,,,116.7,0.0,-53.5,-113.5,72.7,72.7,0.0,-186.2,-186.2,0.0,116.8,524.1,-407.3,0.0,0.0,0.0,0.0,-56.8,-323.5,-32.7,-294.8,-386.5,627.8,-536.1,4.0,4.0,0.0,0.0,-93.7,43.4,
09/30/2010,363.3,119.9,150.8,39.1,,39.1,53.5,-1.9,,,55.4,0.0,-143.8,-168.6,50.3,50.3,0.0,-218.9,-218.9,0.0,81.4,546.8,-465.4,0.0,0.0,0.0,0.0,-56.6,-187.0,-32.8,-156.4,-156.2,0.0,-0.2,2.2,2.2,0.0,0.0,126.6,159.1,
12/31/2010,388.6,169.8,161.7,-53.6,,-53.6,110.7,-51.8,,,162.5,0.0,-310.3,-64.8,224.8,224.8,0.0,-289.6,-289.6,0.0,-151.7,433.8,-585.5,0.0,0.0,0.0,0.0,-93.8,-99.1,-153.4,42.1,326.2,66.0,-350.1,12.2,12.2,0.0,0.0,4.4,-16.4,
03/31/2011,459.3,193.3,162.4,48.5,,48.5,55.1,-332.9,-34.0,0.0,422.0,0.0,-850.7,-271.7,85.8,85.8,0.0,-357.5,-357.5,0.0,-40.6,464.0,-504.6,0.0,0.0,0.0,0.0,-538.4,-10.4,-43.8,31.8,146.4,135.6,-250.2,1.6,1.6,0.0,0.0,50.7,-351.1,
06/30/2011,332.7,239.7,169.0,-65.7,,-65.7,-10.3,-478.2,-177.4,,645.3,0.0,-551.2,-388.8,89.2,89.2,0.0,-478.0,-478.0,0.0,-116.8,554.3,-671.1,0.0,0.0,0.0,0.0,-45.6,373.1,-43.9,414.2,861.3,346.8,-793.9,2.8,2.8,0.0,0.0,28.3,182.9,
09/30/2011,359.3,281.6,174.3,55.6,,55.6,-152.2,-294.2,-20.3,,162.3,0.0,-383.4,-320.2,72.6,72.6,0.0,-392.8,-392.8,0.0,-144.6,541.8,-686.4,0.0,0.0,0.0,0.0,81.4,149.6,-65.4,465.2,-17.9,583.1,-100.0,-250.2,0.0,-250.2,0.0,-118.5,7.0,
12/31/2011,441.3,327.7,168.1,170.3,,170.3,-224.8,-252.6,10.6,,17.2,0.0,508.7,-327.6,91.4,91.4,0.0,-419.0,-419.0,0.0,-308.9,560.9,-869.8,0.0,0.0,0.0,0.0,1145.2,433.8,-64.3,579.0,652.8,100.0,-173.8,-80.9,6.5,-87.4,0.0,-14.3,1369.5,
03/31/2012,126.3,327.3,170.6,-102.7,,-102.7,-268.9,-470.3,-96.2,,297.6,0.0,-365.1,-214.5,85.5,85.5,0.0,-300.0,-300.0,0.0,-115.7,577.9,-693.6,0.0,0.0,0.0,0.0,-34.9,22.4,-314.4,347.5,-25.9,633.0,-259.6,-10.7,4.9,-15.6,0.0,32.8,-183.6,
06/30/2012,317.7,297.2,175.6,-24.6,,-24.6,-130.5,72.4,-80.8,,-122.1,0.0,-715.3,-446.8,89.9,89.9,0.0,-536.7,-536.7,0.0,-265.2,571.9,-837.1,0.0,0.0,0.0,0.0,-3.3,241.8,-71.3,436.2,-482.3,941.5,-23.0,-123.1,0.8,-123.9,0.0,-47.4,-203.2,
09/30/2012,472.6,233.6,176.2,-5.2,,-5.2,68.0,192.7,-24.0,,-100.7,0.0,-581.8,-384.8,75.8,75.8,0.0,-460.6,-460.6,0.0,-177.6,624.0,-801.6,0.0,0.0,0.0,0.0,-19.4,115.8,-70.2,206.9,-49.7,376.6,-120.0,-20.9,1.7,-22.6,0.0,24.0,30.6,
12/31/2012,602.4,253.5,178.5,147.4,,147.4,23.0,87.3,139.5,,-203.8,0.0,-925.8,-427.1,79.0,79.0,0.0,-506.1,-506.1,0.0,-272.7,630.5,-903.2,0.0,0.0,0.0,0.0,-226.0,-170.5,-353.6,176.6,192.1,250.0,-265.5,6.5,6.5,0.0,0.0,15.8,-478.1,
03/31/2013,384.0,236.1,184.7,28.9,,28.9,-65.7,-228.3,-47.8,,210.4,0.0,-341.5,-307.1,82.8,82.8,0.0,-389.9,-389.9,0.0,-25.7,604.3,-630.0,0.0,0.0,0.0,0.0,-8.7,-37.4,-70.7,25.7,-458.9,500.0,-15.4,7.6,7.6,0.0,0.0,-16.1,-11.0,
06/30/2013,768.6,291.6,197.6,-4.4,,-4.4,283.8,49.9,-22.9,,256.8,0.0,-596.5,-411.1,77.0,77.0,0.0,-488.1,-488.1,0.0,-166.1,636.3,-802.4,0.0,0.0,0.0,0.0,-19.3,35.4,-70.7,96.2,-198.8,845.1,-550.1,9.9,9.9,0.0,0.0,-27.0,180.5,
09/30/2013,547.7,309.4,206.4,14.2,,14.2,17.7,-214.4,-46.6,,278.7,0.0,-526.1,-425.6,78.9,78.9,0.0,-504.5,-504.5,0.0,-105.7,651.4,-757.1,0.0,0.0,0.0,0.0,5.2,221.9,-70.9,284.6,-254.4,539.0,0.0,8.2,8.2,0.0,0.0,25.0,268.5,
12/31/2013,675.4,334.2,222.0,81.9,,81.9,37.3,93.4,77.7,,-133.8,0.0,-686.9,-388.9,101.4,101.4,0.0,-490.3,-490.3,0.0,-226.1,577.2,-803.3,0.0,0.0,0.0,0.0,-71.9,53.9,-70.8,119.4,-127.2,250.0,-3.4,5.3,5.3,0.0,0.0,-2.7,39.7,
03/31/2014,285.7,273.9,219.8,2.1,,2.1,-210.1,-219.0,-143.2,,152.1,0.0,-175.6,-179.8,83.4,83.4,0.0,-263.2,-263.2,0.0,-1.8,660.9,-662.7,0.0,0.0,0.0,0.0,6.0,-568.1,-389.7,-190.0,348.7,11.3,-550.0,11.6,11.6,0.0,0.0,-2.2,-460.2,
06/30/2014,555.1,319.2,227.7,-42.0,,-42.0,50.2,77.3,-8.8,,-18.3,0.0,-477.6,-324.3,104.4,104.4,0.0,-428.7,-428.7,0.0,-82.1,726.6,-808.7,0.0,0.0,0.0,0.0,-71.2,2.4,-78.1,78.8,-105.0,940.2,-756.4,1.7,1.7,0.0,0.0,10.5,90.4,
09/30/2014,760.8,371.4,230.1,-62.2,,-62.2,221.5,-244.4,-67.6,,533.5,0.0,-429.1,-314.5,102.2,102.2,0.0,-416.7,-416.7,0.0,-59.5,711.2,-770.7,0.0,0.0,0.0,0.0,-55.1,-10.1,-78.0,90.3,351.6,315.3,-576.6,-22.4,3.1,-25.5,0.0,-53.5,268.1,
12/31/2014,522.0,394.3,240.1,-29.5,,-29.5,-82.9,-51.1,30.1,,-61.9,0.0,-449.6,-323.2,105.5,105.5,0.0,-428.7,-428.7,0.0,-123.2,748.9,-872.1,0.0,0.0,0.0,0.0,-3.2,55.3,-78.0,137.8,-246.2,384.0,0.0,-4.5,12.7,-17.2,0.0,-38.5,89.2,
03/31/2015,476.2,378.4,221.1,-9.2,,-9.2,-114.1,-501.2,10.0,,377.1,0.0,-332.2,-272.7,123.0,123.0,0.0,-395.7,-395.7,0.0,-12.1,625.4,-637.5,0.0,0.0,0.0,0.0,-47.4,-239.9,-432.4,186.2,-347.9,554.3,-20.2,6.3,6.3,0.0,0.0,-77.0,-172.9,
06/30/2015,710.9,447.2,227.3,-52.0,,-52.0,88.4,-68.2,-8.5,,165.1,0.0,-65.9,-318.9,118.1,118.1,0.0,-437.0,-437.0,0.0,-104.8,713.6,-818.4,0.0,0.0,0.0,0.0,357.8,245.2,-78.1,316.9,454.2,752.0,-889.3,6.4,6.4,0.0,0.0,24.8,915.0,
09/30/2015,664.1,431.2,230.9,-4.1,,-4.1,6.1,202.1,-26.6,,-169.4,0.0,-487.0,-349.0,99.0,99.0,0.0,-448.0,-448.0,0.0,-111.9,674.7,-786.6,0.0,0.0,0.0,0.0,-26.1,19.6,-85.2,172.0,-98.9,630.2,-359.3,-67.2,3.5,-70.7,0.0,-33.7,163.0,
12/31/2015,704.8,347.2,227.8,6.2,,6.2,123.6,192.6,89.4,,-158.4,0.0,462.3,-335.8,108.7,108.7,0.0,-444.5,-444.5,0.0,-153.8,668.2,-822.0,0.0,0.0,0.0,0.0,951.9,-221.4,-84.8,-11.3,243.3,56.7,-311.3,-125.3,5.6,-130.9,0.0,-19.9,925.8,
03/31/2016,795.8,-594.6,242.5,977.8,,977.8,170.1,73.7,-10.4,,106.8,0.0,-292.2,-301.3,116.1,116.1,0.0,-417.4,-417.4,0.0,-11.4,592.3,-603.7,0.0,0.0,0.0,0.0,20.5,-722.9,-576.9,-92.3,-117.9,525.6,-500.0,-53.7,2.6,-56.3,0.0,50.2,-169.1,
06/30/2016,853.6,481.3,252.9,-114.8,,-114.8,234.2,367.7,-1.9,,-131.6,0.0,-493.9,-399.7,102.1,102.1,0.0,-501.8,-501.8,0.0,-116.4,646.5,-762.9,0.0,0.0,0.0,0.0,22.2,-118.9,-84.1,-39.6,-271.3,840.9,-609.2,4.8,4.8,0.0,0.0,-23.2,217.6,
09/30/2016,-158.9,346.2,250.2,-911.4,,-911.4,156.1,-14.2,4.9,,165.4,0.0,-135.3,-422.4,102.7,102.7,0.0,-525.1,-525.1,0.0,-45.8,614.0,-659.8,0.0,0.0,0.0,0.0,332.9,9.8,-84.2,90.1,105.6,497.9,-513.4,3.9,3.9,0.0,0.0,7.4,-277.0,
