Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2001,831.599976,26.9,26.9,0.0,106.800003,106.800003,,140.699997,47.0,26.200001,67.5,0.0,87.400002,,,,,361.799988,226.899994,928.200012,-701.299988,31.1,,,211.800003,57.299999,57.299999,0.0,154.500004,469.799997,,65.199997,65.199997,,,,66.300003,66.300003,0.0,0.0,,,152.799988,,,152.799988,284.299988,339.299988,339.299988,0.0,0.0,,90.0,,,90.0,429.299988,713.599976,0.0,22.299999,,,-124.5,498.600006,-278.400009,117.999996,0.0,117.999996,831.599972,
06/30/2001,866.2,36.5,36.5,0.0,116.2,116.2,,138.8,46.5,23.3,69.0,0.0,92.7,,,,,384.2,229.9,926.2,-696.3,33.9,,,218.2,57.0,57.0,0.0,161.2,482.0,,77.3,77.3,,,,65.4,65.4,0.0,0.0,,,156.1,,,156.1,298.8,339.4,339.4,0.0,0.0,,92.6,,,92.6,432.0,730.8,0.0,22.3,,,-121.7,512.2,-277.4,135.4,0.0,135.4,866.2,
09/29/2001,858.3,23.0,23.0,0.0,126.7,126.7,,147.0,47.4,25.2,74.4,0.0,89.8,,,,,386.5,229.4,954.5,-725.1,30.3,,,212.1,56.7,56.7,0.0,155.4,471.8,,62.4,62.4,,,,174.5,,,,,,147.3,,,147.3,384.2,272.5,,,,,91.5,,,91.5,364.0,748.2,0.0,22.3,,,-117.8,485.6,-280.0,110.1,0.0,110.1,858.3,
12/29/2001,845.700012,18.4,18.4,0.0,133.300003,,,132.199997,44.799999,21.700001,65.699997,0.0,82.199997,,,,,366.100006,228.5,948.700012,-720.200012,31.299999,,,219.800003,56.200001,56.200001,0.0,163.600002,479.600002,,96.5,96.5,,,,91.599998,91.599998,0.0,0.0,,,164.199989,,,164.199989,352.299988,276.100006,276.100006,0.0,0.0,,90.699997,,,90.699997,366.800003,719.099991,0.0,22.6,,,-117.099998,,221.099998,126.6,0.0,126.6,845.699991,
03/30/2002,857.200012,23.299999,23.299999,0.0,121.0,,,146.100006,49.599998,25.1,71.400002,0.0,89.199997,,,,,379.600006,223.600006,948.400024,-724.799988,32.799999,,,221.199997,56.200001,56.200001,0.0,164.999996,477.600002,,63.200001,63.200001,,,,142.699997,,,,,,152.700008,,,152.700008,358.600006,273.899994,,,,,95.099998,,,95.099998,368.999992,727.599998,0.0,22.6,,,-116.199997,,223.199997,129.6,0.0,129.6,857.199999,
06/29/2002,851.599976,25.6,25.6,0.0,126.300003,,,153.199997,49.5,22.200001,81.5,0.0,79.599998,,,,,384.700012,222.300003,968.299988,-746.0,35.900002,,,208.699997,56.200001,56.200001,0.0,152.499996,466.900002,,74.5,74.5,,,,65.400002,,,,,,171.399986,,,171.399986,311.299988,292.100006,,,,,91.800003,,,91.800003,383.900009,695.199997,0.0,22.6,,,-111.800003,,245.600006,156.400003,0.0,156.400003,851.6,
09/28/2002,851.200012,17.5,17.5,0.0,128.100006,128.100006,,151.5,49.299999,20.799999,81.400002,0.0,77.199997,,,,,374.299988,221.300003,974.0,-752.700012,40.099998,,,215.5,56.200001,56.200001,0.0,159.299999,476.900002,,58.5,58.5,,,,80.5,,,,,,176.0,,,176.0,315.0,294.0,,,,,95.599998,,,95.599998,389.599998,704.599998,0.0,22.6,,,-111.800003,513.700012,-277.900009,146.6,0.0,146.6,851.199999,
12/28/2002,830.6,32.6,32.6,0.0,103.2,,,148.2,46.7,20.2,81.3,0.0,76.1,,,,,360.1,228.9,981.1,-752.2,39.6,,,202.0,56.2,56.2,0.0,145.8,470.5,,89.3,89.3,,,,21.2,21.2,0.0,0.0,,,172.5,,,172.5,283.0,265.1,265.1,0.0,0.0,,105.0,,,105.0,370.1,653.1,0.0,23.4,,,-110.2,,264.3,177.5,0.0,177.5,830.6,
03/29/2003,826.700012,19.9,19.9,0.0,103.5,103.5,,154.899994,52.0,21.799999,81.099998,0.0,78.099998,,,,,356.399994,222.5,988.400024,-765.900024,40.900002,,,206.899994,56.200001,56.200001,0.0,150.699993,470.299995,,66.199997,66.199997,,,,42.200001,42.200001,0.0,0.0,,,175.39999,,,175.39999,283.799988,264.5,264.5,0.0,0.0,,105.900002,,,105.900002,370.400002,654.199989,0.0,23.4,,,-110.099998,528.900024,-269.70002,172.500006,0.0,172.500006,826.699995,
06/28/2003,853.400024,21.9,21.9,0.0,107.0,107.0,,159.399994,51.799999,22.6,85.0,0.0,90.300003,,,,,378.600006,226.899994,1037.5,-810.599976,42.599998,,,205.300003,56.200001,56.200001,0.0,149.100002,474.799995,,75.099998,75.099998,,,,6.6,6.6,0.0,0.0,,,191.800002,,,191.800002,273.5,265.200012,265.200012,0.0,0.0,,111.300003,,,111.300003,376.500015,650.000015,0.0,23.5,,,-108.199997,528.900024,-240.800034,203.399994,0.0,203.399994,853.400009,
09/27/2003,857.599976,15.0,15.0,0.0,103.599998,103.599998,,170.0,53.200001,23.700001,93.099998,0.0,94.800003,,,,,383.399994,219.5,1036.400024,-816.900024,43.200001,,,211.5,56.200001,56.200001,0.0,155.299999,474.200001,,67.699997,67.699997,,,,38.799999,38.799999,0.0,0.0,,,189.899998,,,189.899998,296.399994,265.5,265.5,0.0,0.0,,112.0,,,112.0,377.5,673.899994,0.0,23.5,,,-108.099998,516.0,-247.700005,183.699997,0.0,183.699997,857.599991,
12/27/2003,889.900024,45.0,45.0,0.0,102.099998,,,160.5,47.599998,20.0,92.900002,0.0,103.800003,,,,,411.399994,221.399994,1059.300049,-837.900024,45.400002,,,211.699997,56.200001,56.200001,0.0,155.499996,478.499992,,86.0,86.0,,,,5.6,5.6,0.0,0.0,,,182.600012,,,182.600012,274.200012,263.5,263.5,0.0,0.0,,124.0,,,124.0,387.5,661.700012,0.0,23.700001,,,-105.5,529.0,-219.0,228.200001,0.0,228.200001,889.900013,
03/27/2004,896.4,39.5,39.5,0.0,93.1,93.1,,168.1,43.1,23.9,101.1,0.0,114.0,,,,,414.7,214.5,1066.2,-851.7,43.2,,,224.0,56.2,56.2,0.0,167.8,481.7,,78.2,78.2,,,,3.7,,,,,,191.7,,,191.7,273.6,262.3,,,,,127.6,,,127.6,389.9,663.5,0.0,24.6,,,-104.7,530.1,-217.1,232.9,0.0,232.9,896.4,
06/26/2004,879.1,23.5,23.5,0.0,92.7,92.7,,169.6,42.2,21.9,105.5,0.0,115.7,,,,,401.5,210.9,1053.1,-842.2,42.8,,,223.9,56.2,56.2,0.0,167.7,477.6,,64.8,64.8,,,,3.5,,,,,,193.0,,,193.0,261.3,257.2,,,,,128.4,,,128.4,385.6,646.9,0.0,25.2,,,-104.2,540.6,-229.4,232.2,0.0,232.2,879.1,
09/25/2004,890.7,23.9,23.9,0.0,97.0,,,184.9,44.5,23.5,116.9,0.0,108.5,,,,,414.3,209.0,1062.6,-853.6,41.0,,,226.4,56.2,56.2,0.0,170.2,476.4,,65.5,65.5,,,,21.2,21.2,0.0,0.0,,,179.0,,,179.0,265.7,251.0,251.0,0.0,0.0,,135.5,,,135.5,386.5,652.2,0.0,25.6,,,-103.9,540.6,-223.8,238.5,0.0,238.5,890.7,
12/25/2004,983.2,90.9,90.9,0.0,104.0,104.0,,163.0,41.0,18.9,103.1,0.0,108.1,,,,,466.0,216.0,1131.2,-915.2,42.6,,,258.6,56.2,56.2,0.0,202.4,517.2,,91.0,91.0,,,,2.6,,,,,,198.5,,,198.5,292.1,246.5,,,,,153.7,,,153.7,400.2,692.3,0.0,26.2,,,-96.8,560.9,-199.4,290.9,0.0,290.9,983.2,
04/02/2005,969.1,94.7,94.7,0.0,97.0,97.0,,166.4,43.4,21.0,102.0,0.0,103.0,,,,,461.1,208.3,1123.0,-914.7,42.5,,,257.2,56.2,56.2,0.0,201.0,508.0,,67.4,67.4,,,,5.1,,,,,,190.6,,,190.6,263.1,237.8,,,,,161.2,,,161.2,399.0,662.1,0.0,26.7,,,-81.0,566.2,-204.9,307.0,0.0,307.0,969.1,
07/02/2005,984.2,113.7,113.7,0.0,94.0,94.0,,167.4,42.5,18.3,106.6,0.0,106.7,,,,,481.8,203.0,1102.0,-899.0,39.4,,,260.0,56.2,56.2,0.0,203.8,502.4,,67.8,67.8,,,,2.4,,,,,,194.1,,,194.1,264.3,241.8,,,,,162.2,,,162.2,404.0,668.3,0.0,27.5,,,-68.4,576.4,-219.6,315.9,0.0,315.9,984.2,
10/01/2005,959.4,73.2,73.2,0.0,107.7,107.7,,176.7,45.6,20.3,110.8,0.0,103.4,,,,,461.0,202.0,1106.9,-904.9,38.0,,,258.4,56.2,56.2,0.0,202.2,498.4,,64.3,64.3,,,,3.0,,,,,,188.0,,,188.0,255.3,257.8,,,,,135.2,,,135.2,393.0,648.3,0.0,28.1,,,-63.5,563.7,-217.2,311.1,0.0,311.1,959.4,
12/31/2005,1740.2,181.5,181.5,0.0,131.9,131.9,,235.1,55.2,18.5,161.4,0.0,124.2,,,,,672.7,254.5,1149.9,-895.4,37.3,,,775.7,571.1,309.9,261.2,204.6,1067.5,,105.7,105.7,,,,1.1,,,,,,347.9,,,347.9,454.7,750.5,,,,,199.5,,,199.5,950.0,1404.7,0.0,29.0,,,-51.7,577.4,-219.2,335.5,0.0,335.5,1740.2,
04/01/2006,1656.5,74.2,74.2,0.0,146.9,146.9,,244.5,57.1,21.6,165.8,0.0,137.7,,,,,603.3,251.7,1160.7,-909.0,37.2,,,764.3,556.7,301.5,255.2,207.6,1053.2,,100.2,100.2,,,,0.8,,,,,,261.4,,,261.4,362.4,740.3,,,,,201.9,,,201.9,942.2,1304.6,0.0,23.9,,,-47.2,578.7,-203.5,351.9,0.0,351.9,1656.5,
07/01/2006,1598.0,51.1,51.1,0.0,142.1,142.1,,240.4,60.8,18.8,160.8,0.0,127.8,,,,,561.4,249.3,1173.7,-924.4,36.5,,,750.8,537.1,298.8,238.3,213.7,1036.6,,102.3,102.3,,,,0.6,,,,,,227.9,,,227.9,330.8,720.2,,,,,201.4,,,201.4,921.6,1252.4,0.0,24.6,,,-44.7,589.6,-223.9,345.6,0.0,345.6,1598.0,
09/30/2006,1631.4,55.4,55.4,0.0,189.9,150.7,,248.3,61.0,19.5,167.8,0.0,88.9,,,,,582.5,245.6,1194.5,-948.9,38.4,,,764.9,545.9,305.6,240.3,219.0,1048.9,,108.0,108.0,,,,17.1,,,,,,219.7,,,219.7,344.8,714.1,,,,,207.0,,,207.0,921.1,1265.9,0.0,26.7,,,-44.7,589.3,-205.8,365.5,0.0,365.5,1631.4,
12/30/2006,1712.1,102.2,102.2,0.0,144.8,144.8,,232.7,58.4,17.5,156.8,0.0,106.9,,,,,586.6,256.6,1229.9,-973.3,41.2,,,827.7,552.3,312.6,239.7,275.4,1125.5,,127.1,127.1,,,,0.9,,,,,,253.6,,,253.6,381.6,680.5,,,,,249.5,,,249.5,930.0,1311.6,0.0,26.8,,,-46.1,613.9,-194.1,400.5,0.0,400.5,1712.1,
03/31/2007,1712.6,74.6,74.6,0.0,151.0,151.0,,251.6,65.9,20.4,165.3,0.0,113.5,,,,,590.7,253.8,,,39.5,,,828.6,546.6,310.7,235.9,282.0,1121.9,,128.2,128.2,,,,1.3,,,,,,262.4,,,262.4,391.9,656.2,,,,,241.0,,,241.0,897.2,1289.1,0.0,29.6,,,-31.3,613.2,-188.0,423.5,0.0,423.5,1712.6,
06/30/2007,1755.5,85.8,85.8,0.0,156.1,156.1,,265.1,68.5,22.2,174.4,0.0,110.0,,,,,617.0,259.5,,,38.1,,,840.9,551.2,314.6,236.6,289.7,1138.5,,129.3,129.3,,,,2.3,,,,,,259.5,,,259.5,391.1,620.1,,,,,264.3,,,264.3,884.4,1275.5,0.0,32.6,,,-15.4,631.4,-168.6,480.0,0.0,480.0,1755.5,
09/29/2007,1800.5,65.0,65.0,0.0,169.6,169.6,,289.1,194.5,23.4,71.2,0.0,117.8,,,,,641.5,262.1,,,38.4,,,858.5,542.5,311.4,231.1,316.0,1159.0,,123.7,123.7,,,,33.7,,,,,,282.0,,,282.0,439.4,620.0,,,,,271.8,,,271.8,891.8,1331.2,0.0,36.6,,,-29.9,621.3,-158.7,469.3,0.0,469.3,1800.5,
12/29/2007,1868.7,102.7,102.7,0.0,161.0,161.0,,269.9,65.2,18.3,186.4,0.0,165.9,,,,,699.5,266.0,1288.9,-1022.9,37.8,,,865.4,539.5,306.9,232.6,325.9,1169.2,,137.5,137.5,,,,3.5,,,,,,309.3,,,309.3,450.3,589.8,,,,,305.9,,,305.9,895.7,1346.0,0.0,39.4,,,-26.1,657.8,-148.4,522.7,0.0,522.7,1868.7,
03/29/2008,1977.9,86.5,86.5,0.0,185.4,185.4,,291.8,73.3,22.7,195.8,0.0,190.6,,,,,754.3,275.8,,,39.3,,,908.5,551.9,314.4,237.5,356.6,1223.6,,145.6,145.6,,,,49.4,,,,,,310.6,,,310.6,505.6,595.0,,,,,317.8,,,317.8,912.8,1418.4,0.0,40.9,,,-21.6,671.7,-131.5,559.5,0.0,559.5,1977.9,
06/28/2008,1973.4,89.8,89.8,0.0,182.8,182.8,,310.1,79.9,23.9,206.3,0.0,172.4,,,,,755.1,274.8,,,37.6,,,905.9,543.4,316.7,226.7,362.5,1218.3,,145.8,145.8,,,,21.5,,,,,,307.5,,,307.5,474.8,591.5,,,,,297.4,,,297.4,888.9,1363.7,0.0,42.4,,,-10.7,689.7,-111.7,609.7,0.0,609.7,1973.4,
09/27/2008,1982.2,146.4,146.4,0.0,177.8,177.8,,318.0,81.1,24.6,212.3,0.0,165.6,,,,,807.8,261.0,,,34.5,,,878.9,520.4,306.2,214.2,358.5,1174.4,,135.9,135.9,,,,107.7,,,,,,287.2,,,287.2,530.8,588.0,,,,,298.9,,,298.9,886.9,1417.7,0.0,53.2,,,-13.8,698.2,-173.1,564.5,0.0,564.5,1982.2,
12/27/2008,1789.8,124.8,124.8,0.0,163.6,163.6,,277.3,61.7,18.3,197.3,0.0,138.1,,,,,703.8,245.4,1256.2,-1010.8,26.3,,,814.3,465.2,276.1,189.1,349.1,1086.0,,154.0,154.0,,,,3.8,2.5,1.3,1.3,,,293.7,,,293.7,451.5,567.4,546.0,21.4,21.4,,296.9,,,296.9,864.3,1315.8,0.0,57.0,,,-1.6,743.2,-324.6,474.0,0.0,474.0,1789.8,
03/28/2009,1729.5,91.4,91.4,0.0,161.0,161.0,0.0,266.8,65.7,19.1,182.0,0.0,136.0,,,346.3,48.9,655.2,236.9,,,24.8,,24.8,812.6,441.3,263.5,177.8,25.0,1074.3,,318.8,112.7,,,206.1,16.8,16.8,,,,,52.6,,,0.0,388.2,564.8,564.8,,,,319.0,,,319.0,883.8,1272.0,0.0,58.6,0.6,58.0,,754.7,-355.8,457.5,0.0,457.5,1729.5,
06/27/2009,1817.0,157.9,157.9,0.0,170.1,170.1,0.0,264.4,66.9,20.9,176.6,0.0,121.2,26.9,,361.4,21.9,713.6,246.7,,,24.0,,24.0,832.7,437.9,265.7,172.2,33.4,1103.4,,350.1,119.4,,,230.7,1.8,1.8,,,,,46.7,,,0.0,398.6,546.6,546.6,,,,326.6,,,326.6,873.2,1271.8,0.0,64.1,0.6,63.5,,773.8,-292.7,545.2,0.0,545.2,1817.0,
09/26/2009,1862.0,119.6,119.6,0.0,182.4,182.4,0.0,282.5,67.9,22.5,192.1,0.0,139.3,,,376.1,53.8,723.8,253.4,,,25.3,,25.3,859.5,447.6,272.2,175.4,35.8,1138.2,,375.4,122.4,,,253.0,2.0,2.0,,,,,58.1,,,0.0,435.5,487.4,487.4,,,,332.3,,,332.3,819.7,1255.2,0.0,78.2,0.6,77.6,-3.6,781.6,-249.4,606.8,0.0,606.8,1862.0,
12/26/2009,1818.8,112.4,112.4,0.0,181.0,181.0,0.0,265.5,63.5,19.6,182.4,0.0,137.9,,0.0,359.2,50.1,696.8,254.6,1320.5,-1065.9,22.6,,22.6,844.8,452.7,275.5,177.2,32.9,1122.0,,413.3,140.7,,0.0,272.6,1.9,0.0,1.5,1.5,,0.4,45.3,0.0,0.0,0.0,460.5,426.2,405.7,20.5,20.5,,294.4,0.0,148.8,145.6,720.6,1181.1,0.0,91.7,0.6,91.1,-26.8,836.1,-263.3,637.7,0.0,637.7,1818.8,
03/27/2010,1802.9,95.1,95.1,0.0,190.2,190.2,0.0,275.7,71.2,24.5,180.0,0.0,138.0,,,335.7,52.3,699.0,250.4,,,23.0,,23.0,830.5,459.8,279.7,180.1,35.0,1103.9,,397.0,117.2,,,279.8,10.4,10.4,,,,,46.4,,,0.0,453.8,424.6,424.6,,,,263.8,,,263.8,688.4,1142.2,0.0,93.1,0.6,92.5,-33.9,861.6,-260.1,660.7,0.0,660.7,1802.9,
