Date,P/E,Average,High,Low,P/Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/30/1997,19.610571,15.101073,15.30328,14.467477,4.199787,1.757714,,35.25,23984.98082,189095.98082,13.663992,14.460196,
12/31/1997,22.307181,14.674004,14.882957,14.453692,4.795971,1.994454,,41.9375,28459.29075,202450.29075,14.060024,14.838045,
03/31/1998,23.958333,15.07897,16.212293,14.87167,5.178982,2.159619,,47.4375,32197.728287,230609.728287,15.401705,16.21272,
06/30/1998,22.517942,16.137811,16.283856,15.90841,4.962582,2.03736,,47.0625,31889.548851,237522.548851,15.141362,15.904818,
09/30/1998,22.659817,15.909328,17.143013,15.561685,5.032225,2.027193,,49.625,33620.292351,271488.292351,16.354716,17.142659,
12/31/1998,28.016304,17.482169,19.197634,16.958499,5.57992,2.428016,,64.4375,44795.597851,332433.597851,18.419415,19.263696,
03/31/1999,23.392857,19.002625,19.205788,17.991069,4.844602,1.992802,,57.3125,39866.230789,339551.230789,17.244857,17.992329,
06/30/1999,22.053232,18.027802,18.261857,17.492484,5.111013,1.886266,,58.0,40366.782227,356221.782227,16.810844,17.493581,
09/30/1999,18.637993,17.374704,17.597098,17.099996,4.400073,1.570855,,52.0,36225.80127,378286.80127,16.478059,17.101573,
12/31/1999,15.95339,17.032697,17.217985,16.708547,3.927097,1.349867,,47.0625,32712.720348,391474.720348,16.131314,16.705416,
03/31/2000,14.393323,16.634729,16.80888,16.427338,3.534365,1.202711,,44.1875,30738.371994,411976.371994,16.111078,16.652911,
06/30/2000,12.816456,16.667292,16.84335,15.834015,3.092557,1.040798,,40.5,27996.920288,414959.920288,15.325747,15.827291,
09/30/2000,16.48247,15.927687,16.211063,15.792558,3.741155,1.31938,,54.0625,37400.32795,447307.32795,15.717605,16.212074,
12/31/2000,20.317109,16.334887,16.586607,16.128069,4.097382,1.593772,,68.875,47701.721924,477429.721924,15.930786,16.414417,
03/31/2001,28.941965,16.2875,16.385962,16.201467,2.713665,1.481892,,64.83,44962.715131,513992.715131,16.963456,,
06/30/2001,28.119835,,,,2.830166,1.489516,,68.05,47221.325446,554856.325446,17.529898,,
09/30/2001,13.157895,,,,2.071284,1.284851,,65.0,45178.836365,594188.836365,16.91978,,
12/31/2001,15.721153,,,,3.025873,1.314754,,65.4,45472.814795,627591.814795,18.150032,,
03/31/2002,11.001736,,,,2.276187,1.218294,,63.37,44092.021385,669325.021385,18.470253,,
06/30/2002,8.170894,,,,1.886786,1.107968,,61.2,42577.206812,665219.206812,17.308092,,
09/30/2002,4.593262,,,,1.238304,0.890008,,55.9,38770.058453,678978.058453,15.556478,,
12/31/2002,4.170198,,,,1.519013,0.884161,,59.05,40589.551442,702411.551442,15.17317,,
03/31/2003,3.296089,,,,,0.757929,,53.1,,,,,
06/30/2003,3.051082,,,,,0.706076,,50.77,,,,,
09/30/2003,6.470952,,,,,0.891208,,52.35,,,,,
12/31/2003,8.730539,,,,1.494071,1.039156,,58.32,40157.634222,763166.634222,19.763988,,
03/31/2004,11.467961,,,,,1.113377,,59.06,,,,,
06/30/2004,10.970537,,,,,1.244391,,63.3,,,,,
09/30/2004,16.269327,,,,,1.357621,,65.24,,,,,
12/31/2004,19.44591,,,,1.898671,1.548677,,73.7,50897.663527,753459.663527,22.907776,,
03/31/2005,25.795918,,,,1.859502,1.365966,,63.2,43664.815978,747619.815978,23.381386,,
06/30/2005,,,,,1.650137,1.52316,,65.23,45137.854095,757803.854095,25.598022,,
09/30/2005,21.715385,,,,1.692578,1.16079,,56.46,39098.55,757498.55,22.499066,,
12/31/2005,17.953297,,,,2.004652,1.283354,,65.35,45269.054643,789151.054643,22.379645,,
03/31/2006,10.0,,,,,1.107422,,61.0,,,,,
06/30/2006,7.481627,,,,,0.951333,,57.01,,,,,
09/30/2006,13.08284,,,,,1.086305,,66.33,,,,,
12/31/2006,22.409241,,,,2.158095,1.062397,,67.9,44899.158686,784506.158686,17.876815,,
03/31/2007,,,,,,0.929732,,59.49,,,,,
06/30/2007,,,,,,0.919117,,60.7,,,,,
09/30/2007,,,,,2.152576,0.860578,,59.01,38124.272754,769549.272754,16.967616,,
12/31/2007,,,,,1.745407,0.509485,,34.07,22018.306503,766286.306503,17.921053,,
03/31/2008,,,,,8.550914,0.378148,,25.32,16375.000331,764808.000331,17.96336,,
06/30/2008,,,,,,0.255297,,16.4,10611.046049,801845.046049,19.699416,,
09/30/2008,,,,,,0.036737,,1.71,1106.638248,742080.638248,25.745234,,
12/31/2008,,,,,,0.025032,,0.73,472.500014,827170.500014,65.931014,,
03/31/2009,,,,,,0.048988,,0.76,492.61913,882004.61913,90.175301,,
06/30/2009,,,,,,0.173372,,0.62,401.949195,848121.949195,65.735696,,
09/30/2009,,,,,,0.259803,,1.8,1167.003362,805682.003362,35.754061,,
12/31/2009,,,,,,0.127162,3.703904,1.47,953.103412,775777.103412,20.62469,,
03/31/2010,,,,,,0.076736,0.512621,1.27,824.364113,2337634.364113,43.427851,,
06/30/2010,,,,,,0.020794,0.136878,0.413,268.098078,2311277.098078,35.796015,,
09/30/2010,,,,,,0.011947,0.099254,0.296,192.152742,2275430.152742,28.25849,,
12/31/2010,,,,,,0.010069,0.09154,0.304812,197.878114,2237558.878114,22.746817,,
03/31/2011,,,,,,0.012789,0.09766,0.39,253.377616,2232970.377616,22.541595,,
06/30/2011,,,,,,0.011805,0.090637,0.35,227.397349,2208062.397349,22.934236,,
09/30/2011,,,,,,0.008496,0.078839,0.239,155.282623,2214130.282623,24.245045,,
12/31/2011,,,,,,0.007794,0.066673,0.212,137.741764,2177914.741764,24.675565,,
03/31/2012,,,,,,0.011446,0.129588,0.3,195.010087,2153954.010087,25.336462,,
06/30/2012,,,,,,0.009581,0.095266,0.25,162.508406,2078923.508406,24.573854,,
09/30/2012,7.744724,,,,,0.009866,0.117837,0.258,167.708675,2030692.708675,23.960693,,
12/31/2012,,,,,,0.010568,0.10065,0.263,170.958843,2007581.958843,24.897153,,
03/31/2013,,,,,,0.027939,0.268492,0.677125,440.158019,1976355.158019,25.173292,,
06/30/2013,,,,,,0.057341,0.586274,1.35,877.55337,1979222.55337,25.954975,,
09/30/2013,,,,,,0.05372,0.377728,1.26,819.049812,1972286.049812,25.965482,,
12/31/2013,,,,,,0.115614,0.567277,2.9,1885.114646,1955417.114646,24.075265,,
03/31/2014,,,,,,0.150741,0.63562,3.86,2509.155909,1943627.155909,23.444594,,
06/30/2014,,,,,,0.155973,0.567536,3.86,2509.155909,1938836.155909,24.201268,,
09/30/2014,,,,,,0.108905,0.441461,2.64,1716.106632,1945565.106632,24.795956,,
12/31/2014,,,,,,0.096103,0.750445,2.06,1339.090432,1954495.090432,28.176151,,
03/31/2015,,,,,,0.116645,6.359048,2.28,1482.102048,1965983.102048,31.08372,,
06/30/2015,,,,,,0.10766,,2.21,1436.597017,1974448.597017,29.730746,,
09/30/2015,5.79417,,,,,0.11601,,2.2,1430.101116,1991526.101116,32.465417,,
12/31/2015,2.964476,,,,,0.082529,,1.62,1053.074458,1988686.074458,31.32233,,
03/31/2016,26.422684,,,,,0.069605,,1.34,871.06275,1982569.06275,31.843895,,
06/30/2016,2.94563,,,,,0.104031,0.923002,1.85,1202.586632,2002621.586632,34.82154,,
09/30/2016,,,,,,0.082671,0.530996,1.57,1020.57352,2027693.57352,33.015184,,
12/31/2016,55.95703,,,,,0.184195,2.752027,3.74,2431.175137,2026963.175137,30.868243,,
03/31/2017,22.149383,,,,,0.115238,0.94758,2.48,1612.135733,2044565.135733,29.37678,,
06/30/2017,,,,,,0.100505,13.088603,2.23,1449.62205,2042603.62205,28.465963,,
09/30/2017,,,,,,0.120523,2.272242,2.88,1872.157625,2042510.157625,26.430339,,
12/31/2017,,,,,,0.109099,1.929375,2.52,1638.137922,2059962.137922,27.576468,,
03/31/2018,2.159893,,,,,0.057333,0.491434,1.35,877.573887,2041996.573887,26.815451,,
06/30/2018,1.623823,,,,,0.065864,0.693093,1.59,1033.593452,2060431.593452,26.391766,,
09/30/2018,0.742857,,,,,0.060894,1.91685,1.4,910.082285,2074079.082285,27.895404,,
12/31/2018,1.088397,,,,,0.046575,5.086113,1.06,689.062301,2090352.062302,28.400365,,
03/31/2019,166.676994,,,,,0.118288,28.52282,2.69,1748.658799,2105746.658799,28.632085,,
06/30/2019,,,,,,0.113932,3.013763,2.6,1690.153486,2137657.153486,28.964759,,
09/30/2019,,,,,,0.157566,9.814083,3.59,2333.711928,2178454.711928,29.564827,,
12/31/2019,,,,,,0.129245,0.796449,3.0038,1952.646548,2196934.646548,29.229327,,
03/31/2020,,,,,,0.06138,0.421908,1.39775,908.620013,2233508.620013,30.328042,,
06/30/2020,,,,,,0.098573,1.009617,2.19,1423.629849,2288351.629849,31.849014,,
09/05/2020,,,,,,0.0963223429263758,0.986565978511775,2.14,6921.02927834,2293849.02927834,31.9255258076317,,
