Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
12/31/1999,22.966,-5.299001,-2.896,24.771,,,24.771,10.045,,,,10.045,,-52.84,0.634,0.634,,,,,,,,,,,,,-53.474,-8.72,,1.222,,,,-10.804,,-10.804,0.862,,-38.594,,
03/31/2000,-5.559,-16.941,2.893,13.406,,,13.406,-4.917,-2.439,-0.027,-2.868,0.417,,-13.563,-3.724,,,,-3.724,,,,,,,,,,-9.839,9.407,,-0.913,,,,9.996,9.996,,0.324,,-9.715,,
06/30/2000,11.908,-4.036,5.977,13.233,,,13.233,-3.266,-2.182,0.667,-4.992,3.241,,-13.916,-5.973,,,,-5.973,,,,,,,,,,-7.943,14.678,,-1.724,,,,15.105,15.105,,1.297,,12.67,,
09/30/2000,6.183,-17.414,8.687,15.494,,,15.494,-0.584,-4.384,1.732,-2.692,4.76,,-15.331,-11.575,,,,-11.575,,,,,,,,,,-3.756,26.488,,-2.462,,,,26.567,26.567,,2.383,,17.34,,
12/31/2000,-23.408,-29.265,3.321,8.568999,,,8.568999,-6.033,,,,-6.033,,-68.872,-4.046,,,,-4.046,,,,,,,,,,-64.826,246.198,,241.056,,,,3.884,3.884,,1.258,,153.918,,
03/31/2001,-30.248,-21.723,3.445,0.519,,,0.519,-12.489,-6.03,0.025,-1.6,-4.884,,-91.002,-3.254,,,,-3.254,,,,,,,,,,-87.748,1.361,,-0.477,,,,1.9,1.9,,-0.062,,-119.889,,
06/30/2001,-31.415,-32.387,3.608,2.283,,,2.283,-4.919,-7.168,-3.158,0.541,4.866,,-10.304,-7.783,,,,-7.783,,,,,,,,,,-2.521,11.237,,-0.775,,,,12.464,12.464,,-0.452,,-30.482,,
09/30/2001,-31.099,-25.196,3.793,-12.207,,,-12.207,2.511,-8.152,-10.645,3.656,17.652,,17.708,-5.622,,,,-5.622,,,,,,,,,,23.33,3.816,,-0.801,,,,4.521,4.521,,0.096,,-9.575,,
12/31/2001,-34.217,131.577,3.845,-153.714,,,-153.714,-15.925,-10.162,-4.915,,-0.848,,104.376,-9.672,,,,-9.672,,,,,,,,,,114.048,15.985,,-0.708,,,,17.426,17.426,,-0.733,,86.144,,
03/31/2002,-23.115,-3.85,3.358,0.286,,,0.286,-22.909,-2.77,-6.916,-9.648,-3.575,,-42.846,-3.03,,,,-3.03,,,,,,,,,,-39.816,18.708,,-0.453,,,,18.241,18.241,,0.92,,-47.253,,
06/30/2002,1.21,19.711,3.433,16.448,,,16.448,-38.382,-29.98,-3.397,-6.686,1.681,,-3.91,-5.241,,,,-5.241,,,,,,,,,,1.331,9.62,,-0.444,,,,12.001,12.001,,-1.937,,6.92,,
09/30/2002,60.766,20.757,3.748,1.539,,,1.539,34.722,-41.474,1.111,-1.92,77.005,,-27.608,-4.251,,,,-4.251,,,,,,,,,,-23.357,5.293,,-0.428,,,,8.122,8.122,,-2.401,,38.451,,
12/31/2002,35.548,35.479,3.889,17.988,,,17.988,-21.808,,,,-21.808,,120.186,-5.075,,,,-5.075,,,,,,,,,,125.261,339.589,,336.548,,,,13.022,13.022,,-9.981,,495.323,,
03/31/2003,20.942,-438.054,4.599,488.976,,,488.976,-34.579,-20.973,-4.892,-5.409,-3.305,,-548.353,-2.67,,,,-2.67,,,,,,,,,,-545.683,27.957,,-1.76,,,,26.359,26.359,,3.358,,-499.454,,
06/30/2003,59.442,100.372,4.951,5.68,,,5.68,-51.561,-66.278,-11.906,-5.867,32.49,,-23.197,-5.143,,,,-5.143,,,,,,,,,,-18.054,13.873,,-1.76,,,,23.462,23.462,,-7.829,,51.878,,
09/30/2003,54.31,73.096,5.152,1.42,,,1.42,-25.358,-67.112,-29.727,-4.82,76.301,,-140.391,-9.868,,,,-9.868,,,,,,,,,,-130.523,18.333,,-1.66,,,,20.167,20.167,,-0.174,,-66.038,,
12/31/2003,99.913,192.583,6.157,-105.108,,,-105.108,6.281,,,,6.281,,-15.404,-20.928,,,,-20.928,,,,,,,,,,5.524,6.893,,,,,,13.818,13.818,,-6.925,,91.402,,
03/31/2004,98.206,114.428,5.85,26.114,,43.22,-17.106,-48.186,-27.391,-3.15,-7.544,-10.101,,-152.508,-5.355,,,,-5.355,,,,,,,,,,-147.153,15.168,,-0.023,,,,10.917,10.917,,4.274,,-39.134,,
06/30/2004,122.488,111.459,6.011,34.15,,38.098,-3.948,-29.132,-19.598,-4.711,-5.663,0.84,,-80.397,-12.842,,,,-12.842,,,,,,,,,,-67.555,28.887,,-0.045,,,,28.843,28.843,,0.089,,70.978,,
09/30/2004,166.636,113.24,6.118,29.466,,31.133,-1.667,17.812,-28.194,-10.271,-2.098,58.375,,-110.291,-10.899,,,,-10.899,,,,,,,,,,-99.392,18.542,,-0.022,,,,16.646,16.646,,1.918,,74.887,,
12/31/2004,124.048,110.243,6.429,70.76,,39.117,31.643,-63.384,-43.66,-19.757,,0.033,,-147.632,-22.27,0.0,,,-22.27,,,0.0,0.0,0.0,,,,,-125.362,3.043,0.0,-0.047,,,,22.39,22.39,0.0,-19.3,,-20.541,,
03/31/2005,227.225,157.113,6.137,31.3,,30.579,0.721,32.675,-0.223,0.485,-11.69,44.103,,-227.506,-8.875,0.0,,,-8.875,,,0.0,0.0,0.0,,,,,-218.631,1.313,0.0,0.12,,,,17.031,17.031,0.0,-15.838,,1.032,,
06/30/2005,291.64,195.967,6.435,83.398,,23.243,60.155,5.84,31.779,-30.554,,4.615,,181.08,-14.748,,,,-14.748,,,,,,,,,,195.828,38.957,,-0.117,,,,60.191,60.191,,-21.117,,511.677,,
09/30/2005,-144.234,179.232,11.332,33.511,,14.092,19.419,-368.309,-28.064,-7.98,,-332.265,,-84.256,-11.286,,,,-11.286,,,,,,,,,,-72.97,27.594,,-0.049,,,,29.935,29.935,,-2.292,,-200.896,,
12/31/2005,340.449,281.602,11.873,-21.999,,-121.153,99.154,68.973,10.261,-43.874,,102.586,,-561.234,-13.042,,,,-13.042,,,,,,,,,,-548.192,335.976,,299.843,,,,36.126,36.126,,0.007,,115.191,,
03/31/2006,221.894,262.704,11.243,13.099,,-0.626,13.725,-65.152,-41.329,-13.104,-0.874,-9.845,,-689.994,-14.258,,,,-14.258,,,,,,,,,,-675.736,28.864,,-56.132,,,,80.909,80.909,,4.087,,-439.236,,
06/30/2006,265.899,265.15,12.59,81.138,,-12.718,93.856,-92.979,-41.632,-93.355,,42.008,,-224.727,-19.326,,,,-19.326,,,,,,,,,,-205.401,574.6,,1231.098,,,,-497.449,47.494,-544.943,-159.049,,615.772,,
09/30/2006,250.758,-52.164,11.684,422.005,,13.073,408.932,-130.767,-94.609,-54.367,,18.209,,-587.143,-41.411,,,,-41.411,,,,,,,,,,-545.732,11.516,,-60.142,,,,75.2,75.2,,-3.542,,-324.869,,
12/31/2006,479.508,-1665.647,11.767,2130.659,,-8.949,2139.608,2.729,-6.8,-197.358,,206.887,,-237.47,-30.213,,,,-30.213,,,,,,,,,,-207.257,14.389,,-40.121,,,,295.043,295.043,,-240.533,,256.427,,
03/31/2007,490.493,407.407,11.671,79.207,,7.848,71.359,-7.792,-74.836,41.923,-71.15,96.271,,-590.431,-25.041,,,,-25.041,,,-565.39,259.651,-825.041,,,,,0.0,13.073,,-99.137,,,,117.356,117.356,,-5.146,,-86.865,,
06/30/2007,511.721,407.93,14.611,152.941,,31.956,120.985,-63.761,-40.486,-48.011,,24.736,,-181.322,-21.789,,,,-21.789,,,-159.533,696.315,-855.848,,,,,0.0,-357.893,,-0.111,,,,-354.896,99.992,-454.888,-2.886,,-27.494,,
09/30/2007,251.198,398.319,15.532,115.14,,53.785,61.355,-277.793,-46.704,8.049,,-239.138,,-400.738,-12.496,,,,-12.496,,,-336.799,482.931,-819.73,,,,,-51.443,32.02,,-0.129,,,,54.281,54.281,,-22.132,,-117.52,,
12/31/2007,511.986,401.642,9.465,83.914,,39.48,44.434,16.965,23.992,-36.58,,29.553,,-129.976,-19.322,,,,-19.322,,,-110.654,890.846,-1001.5,,,,,0.0,1.948,,-0.082,,,,15.419,48.074,-32.655,-13.389,,383.958,,
03/31/2008,605.511,488.3,29.635,29.459,40.425,4.263,-15.229,58.117,-141.022,-58.12,104.674,152.585,,-123.216,-16.749,0.0,,,-16.749,,,-106.467,552.495,-658.962,,,,,0.0,-727.497,0.0,-0.097,,,,-661.212,154.724,-815.936,-66.188,,-245.202,,
06/30/2008,441.07,434.783,37.484,96.269,,-4.421,100.69,-127.466,-42.929,-196.26,,111.723,,24.9,-25.198,,,,-25.198,,,56.866,705.504,-648.638,,,,,-6.768,-69.255,,-0.096,,,,-48.618,101.435,-150.053,-20.541,,396.715,,
09/30/2008,507.665,495.853,48.098,24.697,,18.656,6.041,-60.983,-75.135,-44.002,,58.154,,-319.078,-31.398,,,,-31.398,,,-283.597,660.05,-943.647,,,,,-4.083,-109.613,,-3.556,,,,-174.099,75.98,-250.079,68.042,,78.974,,
12/31/2008,650.413,592.218,,95.19,130.519,-22.579,-12.75,2.202,1.925,-32.344,207.894,-175.273,,238.575,-41.66,0.0,,,-41.66,,,280.235,1302.1,-1021.865,,,,,0.0,-628.259,0.0,-0.577,,,,-647.589,105.925,-753.514,19.907,,260.729,,
03/31/2009,641.33,589.112,39.148,92.091,43.956,11.305,36.83,-79.021,-89.073,-11.895,-20.999,42.946,,-328.389,-164.071,0.0,0.0,,-164.071,-164.071,0.0,-164.318,715.121,-879.439,0.0,0.0,0.0,0.0,0.0,-145.741,0.0,-0.036,,,-0.036,-168.425,61.64,-230.065,22.72,37.144,204.344,,
06/30/2009,622.917,571.398,52.635,59.88,51.451,9.104,-0.675,-60.996,-128.838,18.767,64.69,-15.615,,-1063.178,-20.874,0.0,,,-20.874,-20.874,0.0,205.512,516.35,-310.838,-1247.816,0.0,-1247.816,0.0,0.0,-156.293,0.0,94.573,0.0,400.0,-305.427,-164.043,74.136,-238.179,-86.823,-26.218,-622.772,,
09/30/2009,860.531,673.033,57.051,43.874,50.428,-9.07,2.516,86.573,-72.102,-46.892,91.521,114.046,,-426.649,-18.125,0.0,,,-18.125,-18.125,0.0,-408.524,317.697,-726.221,0.0,0.0,0.0,0.0,0.0,-425.325,0.0,-205.55,,,,-203.831,84.416,-288.247,-15.944,-24.832,-16.275,,
12/31/2009,955.276,802.212,64.11,5.301,43.031,-53.352,15.622,83.653,-66.449,-35.246,68.429,116.919,,-397.684,1686.441,,,,,,,-2084.125,326.851,-2410.976,0.0,0.0,0.0,0.0,0.0,-324.079,0.0,-200.09,-200.0,0.0,-0.09,-159.282,82.722,-242.004,35.293,14.846,248.359,,
03/31/2010,670.569,854.901,60.106,79.4,48.687,31.06,-0.347,-323.838,-163.914,-174.985,141.727,-126.666,0.0,-1068.778,-11.666,0.0,,0.0,-11.666,-11.666,0.0,-1057.112,445.663,-1502.775,0.0,0.0,0.0,0.0,0.0,16.032,0.0,-0.019,,0.0,-0.019,-9.339,153.181,-162.52,25.39,46.099,-336.078,,
06/30/2010,699.079,712.061,58.801,45.359,48.234,-1.164,-1.711,-117.142,-78.467,-142.558,120.535,-16.652,0.0,932.972,-16.051,0.0,,,-16.051,-16.051,0.0,949.023,1462.399,-513.376,0.0,0.0,0.0,0.0,0.0,-1665.536,0.0,-5.537,,0.0,-5.537,-1639.762,51.799,-1691.561,-20.237,79.244,45.759,,
09/30/2010,739.422,704.876,69.053,37.874,51.067,12.824,-26.017,-72.381,-109.7,89.28,-120.57,68.609,0.0,-1394.129,-10.806,0.0,,,-10.806,-10.806,0.0,-1292.323,491.806,-1784.129,-91.0,0.0,-91.0,0.0,0.0,270.45,0.0,-500.033,,,,-1367.061,185.913,-1552.974,2137.544,-75.389,-459.646,,
12/31/2010,724.843,629.419,77.517,184.926,52.519,-30.568,162.975,-167.019,3.206,67.073,-146.145,-91.153,0.0,-407.816,-23.361,0.0,,,-23.361,-23.361,0.0,-384.455,1317.952,-1702.407,0.0,0.0,0.0,0.0,0.0,-459.656,0.0,-0.197,0.0,0.0,-0.197,-548.163,67.375,-615.538,88.704,27.515,-115.114,,
03/31/2011,820.542,651.141,80.914,56.81,47.351,20.546,-11.087,31.677,-107.876,-97.174,176.114,60.613,0.0,-300.381,-14.87,0.0,,0.0,-14.87,-14.87,0.0,-64.406,1454.736,-1519.142,-221.105,0.0,-221.105,0.0,0.0,485.11,0.0,985.837,,987.37,-1.533,-475.565,73.134,-548.699,-25.162,-77.172,928.099,,
06/30/2011,943.255,746.227,74.892,78.835,49.742,19.462,9.631,43.301,-114.09,-17.47,119.534,55.327,0.0,-469.79,-26.635,0.0,,,-26.635,-26.635,0.0,2638.438,,,-367.503,0.0,-367.503,0.0,-2714.09,-1371.962,0.0,-650.021,,0.0,-650.021,-661.087,63.076,-724.163,-60.854,-31.702,-930.199,,
09/30/2011,897.106,741.124,73.001,85.831,45.001,3.407,37.423,-2.85,0.573,-22.04,-37.843,56.46,0.0,-80.32,-64.289,0.0,,,-64.289,-64.289,0.0,-2730.121,1431.201,-4161.322,0.0,0.0,0.0,0.0,2714.09,-876.199,0.0,-0.052,,0.0,-0.052,-831.689,52.279,-883.968,-44.458,62.993,3.58,,
12/31/2011,978.107,665.145,73.425,91.329,46.667,20.646,24.016,148.208,-154.343,-64.109,171.139,195.521,0.0,4440.336,-26.11,0.0,,,-26.11,-26.11,0.0,4466.446,5432.914,-966.468,0.0,0.0,0.0,0.0,0.0,3526.62,0.0,3673.389,,,,-162.206,64.096,-226.302,15.437,29.355,8974.418,,
03/31/2012,452.969,441.956,66.167,104.307,43.58,51.385,9.342,-159.461,-196.531,-26.833,107.652,-43.749,0.0,-10743.116,-23.199,0.0,0.0,0.0,-23.199,-23.199,0.0,31.719,56.719,-25.0,-10751.636,0.0,-10751.636,0.0,0.0,1855.59,0.0,796.232,,1146.844,-350.612,135.064,155.834,-20.77,924.294,2.722,-8431.835,,
06/30/2012,1290.651,711.564,67.412,1.307,48.919,-29.419,-18.193,510.368,376.698,-186.357,122.962,197.065,0.0,-634.964,-37.392,0.0,,,-37.392,-37.392,0.0,9.506,9.506,0.0,0.0,0.0,0.0,0.0,-607.078,-474.879,0.0,-351.539,,0.0,-351.539,-159.625,81.396,-241.021,36.285,-7.25,173.558,,
09/30/2012,745.368,675.505,70.996,47.382,55.545,-0.592,-7.571,-48.515,-19.336,-11.552,-84.156,66.529,0.0,-518.044,-66.584,0.0,,,-66.584,-66.584,0.0,-1033.538,90.213,-1123.751,0.0,0.0,0.0,0.0,582.078,-307.514,0.0,-350.016,,0.0,-350.016,-27.22,177.989,-205.209,69.722,5.4,-74.79,,
12/31/2012,705.728,762.541,73.631,64.353,59.074,-60.767,66.046,-194.797,37.155,-125.182,-28.973,-77.797,0.0,50.07,-269.871,0.0,0.0,0.0,-269.871,-269.871,0.0,319.94,416.087,-96.147,0.001,0.0,0.001,0.0,0.0,-509.851,0.0,2261.726,,,,-34.741,165.3,-200.041,-2736.836,7.037,252.984,,
03/31/2013,672.101,722.186,74.326,103.013,59.926,39.301,3.786,-227.424,-231.781,-57.109,30.792,30.674,0.0,-407.256,-38.854,0.0,,,-38.854,-38.854,0.0,10.243,72.847,-62.604,-378.645,0.0,-378.645,0.0,0.0,-199.001,0.0,-247.145,,100.771,-347.916,44.556,126.795,-82.239,3.588,-5.566,60.278,,
06/30/2013,953.004,772.605,73.177,41.747,57.668,-29.327,13.406,65.475,50.515,-143.747,34.039,124.668,0.0,-55.477,-45.276,0.0,,,-45.276,-45.276,0.0,-10.201,126.552,-136.753,0.0,0.0,0.0,0.0,0.0,-557.648,0.0,-682.474,,1105.185,-1787.659,108.698,108.698,0.0,16.128,-1.675,338.204,,
09/30/2013,753.096,788.606,69.242,56.584,63.887,-22.374,15.071,-161.336,-45.042,-15.794,-41.7,-58.8,0.0,-8.032,-37.18,0.0,,,-37.18,-37.18,0.0,29.148,84.448,-55.3,0.0,0.0,0.0,0.0,0.0,-942.233,0.0,-37.294,,51.913,-89.207,73.886,173.906,-100.02,-978.825,5.729,-191.44,,
12/31/2013,726.799,791.0,128.255,46.259,76.519,-85.6,55.34,-238.715,-88.692,-126.35,-121.131,97.458,0.0,216.765,-68.69,0.0,,,-68.69,-68.69,0.0,-286.19,,,-0.355,0.0,-0.355,0.0,572.0,-845.118,0.0,-699.087,,,,-217.14,182.601,-399.741,71.109,3.512,101.958,,
03/31/2014,1568.018,2227.41,241.04,80.794,83.14,-3.321,0.975,-981.226,-1117.62,-84.611,-20.117,241.122,0.0,-160.94,-163.49,0.0,,,-163.49,-163.49,0.0,2.55,96.89,-94.34,0.0,0.0,0.0,0.0,0.0,2884.136,,3124.54,,3941.665,-817.125,-184.665,265.422,-450.087,-55.739,0.133,4291.347,,
06/30/2014,4185.293,3655.593,266.907,51.955,83.704,-50.222,18.473,210.838,-214.775,63.748,-69.828,431.693,0.0,-487.248,-90.997,0.0,,,-90.997,-90.997,0.0,-396.251,159.56,-555.811,0.0,0.0,0.0,0.0,0.0,-1371.591,0.0,-312.085,,,,-1088.455,111.754,-1200.209,28.949,-0.085,2326.369,,
09/30/2014,4044.022,2731.274,266.672,100.911,100.147,-13.518,14.282,945.165,505.425,121.691,15.346,302.703,0.0,-770.053,-135.062,0.0,,,-135.062,-135.062,0.0,-634.991,247.284,-882.275,0.0,0.0,0.0,0.0,0.0,-5771.421,0.0,-266.565,,,,-1279.437,418.744,-1698.181,-4225.419,-24.01,-2521.462,,
12/31/2014,3020.667,3487.0,275.381,-48.937,95.009,-168.939,24.993,-692.777,-1751.03,42.172,-214.401,1230.482,0.0,-404.759,-167.451,0.0,,,-167.451,-167.451,0.0,-219.308,355.266,-574.574,0.0,0.0,0.0,0.0,-18.0,1233.876,0.0,2961.192,,,,-1820.525,179.998,-2000.523,93.209,-32.038,3817.746,,
03/31/2015,5701.0,4333.0,269.0,-33.0,92.0,-121.0,-4.0,1132.0,-348.0,-370.0,58.0,1792.0,0.0,-2299.0,-124.0,0.0,0.0,0.0,-124.0,-124.0,0.0,-2175.0,287.0,-2462.0,0.0,0.0,0.0,0.0,0.0,-2722.0,,-45.0,,0.0,-45.0,-2697.0,304.0,-3001.0,20.0,-72.0,608.0,,
06/30/2015,5658.0,4492.0,273.0,-8.0,96.0,-139.0,35.0,901.0,-462.0,-264.0,562.0,1065.0,0.0,-3552.0,-171.0,0.0,,,-171.0,-171.0,0.0,2175.0,,,0.0,0.0,0.0,0.0,-5556.0,-5341.0,-633.0,-97.0,,,,-676.0,224.0,-900.0,-3935.0,17.0,-3218.0,,
09/30/2015,4096.0,4600.0,278.0,-85.0,98.0,-182.0,-1.0,-697.0,-800.0,-25.0,-332.0,460.0,0.0,-4186.0,-286.0,0.0,,,-286.0,-286.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-3900.0,6644.0,-627.0,9881.0,,,,-2799.0,251.0,-3050.0,189.0,-6.0,6548.0,,
12/31/2015,4874.0,4683.0,278.0,90.0,97.0,49.0,-56.0,-177.0,213.0,-196.0,-62.0,-132.0,0.0,-2438.0,-166.0,0.0,0.0,0.0,-166.0,-166.0,0.0,-17239.0,0.0,-17239.0,0.0,0.0,0.0,0.0,14967.0,-3544.0,-614.0,-50.0,,,,-2926.0,125.0,-3051.0,46.0,-6.0,-1114.0,,
03/31/2016,4130.0,3566.0,283.0,286.0,88.0,15.0,183.0,-5.0,-191.0,-14.0,-239.0,439.0,0.0,-2109.0,-177.0,0.0,0.0,0.0,-177.0,-177.0,0.0,-4977.0,0.0,-4977.0,0.0,0.0,0.0,0.0,3045.0,-8613.0,-587.0,-31.0,,,,-7908.0,92.0,-8000.0,-87.0,56.0,-6536.0,,
