Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,9.545,9.545,,-6.086,6.086,3.459,0.0,-14.533,9.794,4.739,0.0,-11.074,-9.199,1.269,1.299,-0.03,,,7.93,-20.273,0.0,,,,-20.273,0.0,0.0,0.0,-20.273,0.0,-20.273,0.0,0.0,-20.273,-15.1185,5.1545,51.291,-0.4,-0.4,-0.294759,51.291,-0.4,-0.4,-0.299505,
06/30/2010,11.786,11.786,,-7.267,7.267,4.519,0.0,-15.787,10.362,5.425,0.0,-11.268,-0.419,0.174,0.197,-0.023,,,0.245,-11.687,0.0,,,,-11.687,0.0,0.0,0.0,-11.687,0.0,-11.687,0.0,0.0,-11.687,-11.52775,0.15925,57.554,-0.2,-0.2,-0.200295,57.554,-0.2,-0.2,-0.200295,
09/30/2010,11.664,11.664,,-8.188,8.188,3.476,0.0,-16.538,10.377,6.161,0.0,-13.062,-0.336,0.024,0.044,-0.02,,,0.312,-13.398,0.0,,,,-13.398,0.0,0.0,0.0,-13.398,0.0,-13.398,0.0,0.0,-13.398,-13.1952,0.2028,58.2,-0.23,-0.23,-0.226722,58.2,-0.23,-0.23,-0.226722,
12/31/2010,15.636,13.592,2.044,-8.647,8.647,6.989,0.0,-16.875,9.973,6.902,0.0,-9.886,0.074,-0.014,0.008,-0.022,,,-0.06,-9.812,0.0,,,,-9.812,0.0,0.0,0.0,-9.812,0.0,-9.812,0.0,0.0,-9.812,-9.81005,0.00195,60.367,-0.16,-0.16,-0.162507,60.367,-0.16,-0.16,-0.162507,
03/31/2011,14.174,14.174,,-9.058,9.058,5.116,0.0,-16.986,10.718,6.268,0.0,-11.87,0.02,-0.02,0.006,-0.026,,,0.0,-11.85,0.0,,,,-11.85,0.0,0.0,0.0,-11.85,0.0,-11.85,0.0,0.0,-11.85,-11.85,0.0,62.179,-0.19,-0.19,-0.19,62.179,-0.19,-0.19,-0.19,
06/30/2011,21.417,21.417,,-9.546,9.546,11.871,0.0,-19.26,12.244,7.016,0.0,-7.389,0.022,-0.022,0.003,-0.025,,,0.0,-7.367,0.0,,,,-7.367,0.0,0.0,0.0,-7.367,0.0,-7.367,0.0,0.0,-7.367,-7.367,0.0,65.096,-0.11,-0.11,-0.11,65.096,-0.11,-0.11,-0.11,
09/30/2011,18.254,18.254,,-10.09,10.09,8.164,0.0,-21.472,13.241,8.231,0.0,-13.308,0.03,-0.03,0.001,-0.031,,,0.0,-13.278,0.0,,,,-13.278,0.0,0.0,0.0,-13.278,0.0,-13.278,0.0,0.0,-13.278,-13.278,0.0,67.397,-0.2,-0.2,-0.2,67.397,-0.2,-0.2,-0.2,
12/31/2011,22.421,20.936,1.485,-11.728,11.728,10.693,0.0,-22.969,13.737,9.232,0.0,-12.276,0.025,-0.024,0.001,-0.025,,,-0.001,-12.251,0.0,,,,-12.251,0.0,0.0,0.0,-12.251,0.0,-12.251,0.0,0.0,-12.251,-12.251,0.0,67.506,-0.18,-0.18,-0.18,67.506,-0.18,-0.18,-0.18,
03/31/2012,20.095,18.618,1.477,-10.708,10.708,9.387,0.0,-24.784,15.069,9.715,0.0,-15.397,0.025,-0.024755,0.000245,-0.025,,,-0.000245,-15.372,1.308,,,,-14.064,0.0,0.0,0.0,-14.064,0.0,-14.064,0.0,0.0,-14.064,-14.064,0.0,67.79,-0.21,-0.21,-0.21,67.79,-0.21,-0.21,-0.21,
06/30/2012,23.4,21.5,1.9,-12.2,12.2,11.2,0.0,-25.9,15.9,10.0,0.0,-14.7,0.0,,0.001,,,,-0.001,-14.7,0.0,,,,-14.7,0.0,0.0,0.0,-14.7,0.0,-14.7,0.0,0.0,-14.7,-14.31,0.39,68.6,-0.21,-0.21,-0.208601,68.6,-0.21,-0.21,-0.208601,
09/30/2012,23.089,21.081,2.008,-14.687,14.687,8.402,0.0,-25.724,15.142,10.582,0.0,-17.322,0.016,-0.016,0.001,-0.017,,,0.0,-17.306,0.043,,,,-17.263,0.0,0.0,0.0,-17.263,0.0,-17.263,0.0,0.0,-17.263,-17.0823,0.1807,69.052,-0.25,-0.25,-0.247383,69.052,-0.25,-0.25,-0.247383,
12/31/2012,33.3,31.7,1.6,-15.8,15.8,17.5,0.0,-25.9,17.2,8.7,0.0,-8.4,-0.1,0.1,0.2,-0.1,,,0.0,-8.5,0.0,,,,-8.5,0.0,0.0,0.0,-8.5,0.0,-8.5,0.0,0.0,-8.5,-8.6807,-0.1807,69.3,-0.12,-0.12,-0.125263,69.3,-0.12,-0.12,-0.125263,
03/31/2013,29.6,27.8,1.8,-13.1,13.1,16.5,0.0,-27.4,18.1,9.3,0.0,-10.9,-0.2,0.185,0.2,-0.015,,,0.015,-11.1,0.0,,,,-11.1,0.0,0.0,0.0,-11.1,0.0,-11.1,0.0,0.0,-11.1,-10.905,0.195,69.8,-0.16,-0.16,-0.156232,69.8,-0.16,-0.16,-0.157206,
06/30/2013,35.8,35.5,0.3,-13.9,13.9,21.9,0.0,-31.8,20.7,11.1,0.0,-9.9,-0.2,,0.2,,,,0.0,-10.1,0.0,,,,-10.1,0.0,0.0,0.0,-10.1,0.0,-10.1,0.0,0.0,-10.1,-9.645,0.455,70.9,-0.14,-0.14,-0.136037,70.9,-0.14,-0.14,-0.136037,
09/30/2013,42.9,42.5,0.4,-15.3,15.3,27.6,0.0,-33.4,21.6,11.8,0.0,-5.8,-0.2,,0.2,,,,0.0,-6.0,0.0,,,,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,-5.35,0.65,71.4,-0.08,-0.08,-0.07493,71.4,-0.08,-0.08,-0.07493,
12/31/2013,51.7,51.3,0.4,-17.6,17.6,34.1,0.0,-36.4,23.8,12.6,0.0,-2.3,-0.3,,0.3,,,,0.0,-2.6,0.0,,,,-2.6,0.0,0.0,0.0,-2.6,0.0,-2.6,0.0,0.0,-2.6,-2.275,0.325,72.0,-0.04,-0.04,-0.031597,72.0,-0.04,-0.04,-0.035486,
03/31/2014,47.1,46.7,0.4,-17.3,17.3,29.8,0.0,-42.1,27.6,14.5,0.0,-12.3,-0.2,,0.2,,,,0.0,-12.5,0.0,,,,-12.5,0.0,0.0,0.0,-12.5,0.0,-12.5,0.0,0.0,-12.5,-11.72,0.78,73.3,-0.17,-0.17,-0.159891,73.3,-0.17,-0.17,-0.159891,
06/30/2014,58.8,58.2,0.6,-18.9,18.9,39.9,0.0,-45.7,30.9,14.8,0.0,-5.8,-0.2,,0.2,,,,0.0,-6.0,0.0,,,,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,-6.65,-0.65,75.0,-0.08,-0.08,-0.088667,75.3,-0.08,-0.08,-0.088667,
09/30/2014,69.0,67.9,1.1,-21.8,21.8,47.2,0.0,-52.2,33.7,18.5,0.0,-5.0,-0.2,,0.2,,,0.0,0.0,-5.2,0.0,,,,-5.2,0.0,0.0,0.0,-5.2,0.0,-5.2,0.0,0.0,-5.2,-5.785,-0.585,75.8,-0.07,-0.07,-0.076319,76.1,-0.07,-0.07,-0.077687,
12/31/2014,84.3,84.3,0.0,-24.9,24.9,59.4,0.0,-57.8,36.2,21.6,0.0,1.6,-0.2,,0.2,,,,0.0,1.4,-0.1,,,,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,1.3,-0.975,-2.275,76.8,0.02,0.02,-0.012695,81.7,0.02,0.02,-0.012695,
03/31/2015,72.8,72.8,,-26.3,26.3,46.5,0.0,-59.2,39.4,19.8,0.0,-12.7,-0.2,,0.2,,,,0.0,-12.9,0.0,0.0,0.0,0.0,-12.9,0.0,0.0,0.0,-12.9,0.0,-12.9,0.0,0.0,-12.9,-12.9,0.0,77.8,-0.17,-0.17,-0.17,77.8,-0.17,-0.17,-0.17,
06/30/2015,93.2,92.9,0.3,-27.2,27.2,66.0,0.0,-69.6,45.2,24.4,0.0,-3.6,-0.1,,0.1,,,,0.0,-3.7,0.0,0.0,0.0,,-3.7,0.0,0.0,0.0,-3.7,0.0,-3.7,0.0,0.0,-3.7,-3.7,0.0,79.6,-0.05,-0.05,-0.05,79.6,-0.05,-0.05,-0.05,
09/30/2015,105.2,104.2,1.0,-30.5,30.5,74.7,0.0,-117.1,52.3,64.8,0.0,-42.4,-0.1,,0.1,,,,0.0,-42.5,0.0,0.0,0.0,,-42.5,0.0,0.0,0.0,-42.5,0.0,-42.5,0.0,0.0,-42.5,-42.5,0.0,80.5,-0.53,-0.53,-0.53,80.5,-0.53,-0.53,-0.53,
12/31/2015,130.8,130.8,,-39.6,39.6,91.2,0.0,-89.6,61.1,28.5,0.0,1.6,0.0,0.0,0.0,0.0,,,0.0,1.6,-0.1,,,,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,1.5,0.0,81.4,0.02,0.02,0.02,85.0,0.02,0.02,0.02,
03/31/2016,116.2,116.2,,-41.1,41.1,75.1,0.0,-94.3,62.1,32.2,0.0,-19.2,0.0,0.0,0.1,-0.1,,,0.0,-19.2,0.0,0.0,0.0,,-19.2,0.0,0.0,0.0,-19.2,0.0,-19.2,0.0,0.0,-19.2,-19.2,0.0,82.1,-0.23,-0.23,-0.23,82.1,-0.23,-0.23,-0.23,
06/30/2016,137.3,137.3,,-51.8,51.8,85.5,0.0,-105.6,69.3,36.3,0.0,-20.1,0.0,0.0,0.1,-0.1,,,0.0,-20.1,-0.1,,,,-20.2,0.0,0.0,0.0,-20.2,0.0,-20.2,0.0,0.0,-20.2,-20.2,0.0,83.6,-0.24,-0.24,-0.24,83.6,-0.24,-0.24,-0.24,
09/30/2016,148.6,148.6,,-47.5,47.5,101.1,0.0,-119.6,75.7,43.9,0.0,-18.5,-0.1,0.1,0.2,-0.1,,,0.0,-18.6,-0.2,,,,-18.8,0.0,0.0,0.0,-18.8,0.0,-18.8,0.0,0.0,-18.8,-18.8,0.0,84.1,-0.22,-0.22,-0.22,84.1,-0.22,-0.22,-0.22,
12/31/2016,171.2,171.2,,-54.5,54.5,116.7,0.0,-122.8,79.1,43.7,0.0,-6.1,-0.9,0.2,0.3,-0.1,,,0.7,-7.0,-0.4,,,,-7.4,0.0,0.0,0.0,-7.4,0.0,-7.4,0.0,0.0,-7.4,-7.4,0.0,84.6,-0.09,-0.09,-0.09,84.6,-0.09,-0.09,-0.09,
03/31/2017,142.3,142.3,,-48.2,48.2,94.1,0.0,-134.5,86.4,48.1,0.0,-40.4,0.1,0.3,0.5,-0.2,,,-0.4,-40.3,-1.4,,,,-41.7,0.0,0.0,0.0,-41.7,0.0,-41.7,0.0,0.0,-41.7,-41.7,0.0,85.2,-0.49,-0.49,-0.49,85.2,-0.49,-0.49,-0.49,
06/30/2017,170.6,170.6,,-53.1,53.1,117.5,0.0,-131.1,85.8,45.3,0.0,-13.6,-0.8,2.6,3.1,-0.5,,,-1.8,-14.4,17.3,,,,2.9,0.0,0.0,0.0,2.9,0.0,2.9,0.0,0.0,2.9,2.9,0.0,86.4,0.03,0.03,0.03,87.4,0.03,0.03,0.03,
09/30/2017,184.6,184.6,,-57.6,57.6,127.0,0.0,-127.5,84.2,43.3,0.0,-0.5,-2.0,3.3,4.5,-1.2,,,-1.3,-2.5,0.5,,,,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,86.7,-0.02,-0.02,-0.02,86.7,-0.02,-0.02,-0.02,
12/31/2017,221.0,221.0,,-67.5,67.5,153.5,0.0,-141.5,92.8,48.7,0.0,12.0,-3.4,3.3,4.7,-1.4,,,0.1,8.6,-18.0,,,,-9.4,0.0,0.0,0.0,-9.4,0.0,-9.4,0.0,0.0,-9.4,8.8,18.2,86.9,-0.11,-0.11,0.101266,87.6,-0.11,-0.11,0.097763,
03/31/2018,184.4,184.4,,-65.5,65.5,118.9,0.0,-149.6,104.8,44.8,0.0,-30.7,6.7,3.3,4.8,-1.5,,,-2.6,-24.0,-0.2,,,,-24.2,0.0,0.0,0.0,-24.2,0.0,-24.2,0.0,0.0,-24.2,-24.2,0.0,87.3,-0.28,-0.28,-0.28,87.3,-0.28,-0.28,-0.28,
06/30/2018,242.5,242.5,,-88.9,88.9,153.6,0.0,-158.5,111.3,47.2,0.0,-4.9,34.5,2.6,4.8,-2.2,,,5.6,29.6,0.6,,,,30.2,0.0,0.0,0.0,30.2,0.0,30.2,0.0,0.0,30.2,30.2,0.0,88.2,0.34,0.34,0.34,89.4,0.34,0.34,0.34,
09/30/2018,266.7,266.7,,-98.1,98.1,168.6,0.0,-154.7,104.6,50.1,0.0,13.9,30.9,2.4,4.9,-2.5,,,1.6,44.8,1.8,,,,46.6,0.0,0.0,0.0,46.6,0.0,46.6,0.0,0.0,46.6,46.6,0.0,88.5,0.53,0.53,0.53,90.3,0.52,0.52,0.52,
12/31/2018,338.0,338.0,,-115.2,115.2,222.8,0.0,-387.4,112.1,57.6,217.7,-164.6,-12.3,7.4,8.2,-0.8,,,0.0,-176.9,-2.8,,,,-179.7,0.0,0.0,0.0,-179.7,0.0,-179.7,0.0,0.0,-179.7,-179.7,0.0,88.7,-2.03,-2.03,-2.03,90.4,-2.03,-2.03,-2.03,
03/31/2019,280.5,280.5,,-111.7,111.7,168.8,0.0,-183.2,124.2,59.0,0.0,-14.4,-12.2,8.0,14.9,-6.9,,,0.0,-26.6,-0.3,,,,-26.9,0.0,0.0,0.0,-26.9,0.0,-26.9,0.0,0.0,-26.9,-20.5,6.4,90.3,-0.3,-0.3,-0.227021,90.3,-0.3,-0.3,-0.229125,
06/30/2019,336.4,336.4,,-129.9,129.9,206.5,0.0,-207.3,138.3,69.0,0.0,-0.8,-8.5,8.5,15.0,-6.5,,,0.0,-9.3,-1.2,,,,-10.5,0.0,0.0,0.0,-10.5,0.0,-10.5,0.0,0.0,-10.5,-3.8,6.7,91.1,-0.12,-0.12,-0.041712,91.1,-0.12,-0.12,-0.046454,
09/30/2019,396.3,396.3,,-149.4,149.4,246.9,0.0,-190.9,124.2,66.7,0.0,56.0,-10.2,10.2,15.1,-4.9,,,0.0,45.8,0.0,0.0,0.0,,45.8,0.0,0.0,0.0,45.8,0.0,45.8,0.0,0.0,45.8,48.6,2.8,91.3,0.5,0.5,0.532311,92.5,0.5,0.5,0.53027,
12/31/2019,462.8,462.8,,-153.5,153.5,309.3,0.0,-207.8,129.0,78.8,0.0,101.5,-7.2,7.2,15.3,-8.1,,,0.0,94.3,-1.6,,,,92.7,0.0,0.0,0.0,92.7,0.0,92.7,0.0,0.0,92.7,94.0,1.3,91.6,1.01,1.01,1.026201,92.8,1.0,1.0,1.014009,
03/31/2020,405.1,405.1,,-148.6,148.6,256.5,0.0,-222.9,149.8,73.1,0.0,33.6,-11.2,11.2,15.4,-4.2,,,0.0,22.4,-2.5,,,,19.9,0.0,0.0,0.0,19.9,0.0,19.9,0.0,0.0,19.9,25.8,5.9,91.8,0.22,0.22,0.281046,94.1,0.21,0.21,0.272699,
06/30/2020,451.8,451.8,,-167.7,167.7,284.1,0.0,-216.3,136.4,79.9,0.0,67.8,-21.6,16.2,20.3,-4.1,,,5.4,46.2,0.1,,,,46.3,0.0,0.0,0.0,46.3,0.0,46.3,0.0,0.0,46.3,52.2,5.9,93.8,0.49,0.49,0.556503,97.0,0.48,0.48,0.540825,
09/30/2020,476.722,,,,,310.30311702,,,,,,65.367,,,,,,,,58.925,,,,,46.383,,,,,,46.383,,,46.383,57.378,,,0.463,0.463,0.646,,0.463,0.463,0.646,
12/31/2020,533.944,,,,,354.05292696,,,,,,87.067,,,,,,,,81.692,,,,,70.283,,,,,,70.283,,,70.283,79.4,,,0.671,0.671,0.837,,0.671,0.671,0.837,
