Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,490.581,,,-400.638,,,89.943,,-39.8,37.185,,2.615,50.143,1.415,1.304,3.342,-2.038,0.0,-2.719,51.558,-20.984,30.574,0.0,,,30.574,0.0,30.574,0.0,0.0,30.574,30.574,,9.491,3.22,3.22,3.59,10.56,2.9,2.9,3.23,
06/30/2000,558.506,,,-456.062,,,102.444,,-44.614,44.614,,0.0,57.83,4.908,1.686,3.359,-1.673,0.0,-6.594,62.738,-25.534,37.204,0.0,,,37.204,0.0,37.204,0.0,0.0,37.204,37.204,,9.098,4.09,4.09,4.08,10.277,3.62,3.62,3.608,
09/30/2000,602.485,,,-485.414,,,117.071,,-51.633,52.351,,-0.718,65.438,8.616,2.33,3.768,-1.438,0.0,-10.946,74.054,-30.14,43.914,0.0,,,43.914,0.0,43.914,0.0,0.0,43.914,43.914,,8.905,4.93,4.93,4.93,10.209,4.3,4.3,3.97,
12/31/2000,616.238,,,-494.961,,,121.277,,-56.467,,,,64.81,13.694,0.753,2.145,-1.392,0.0,-14.447,78.504,-31.95,46.554,0.0,,,46.554,0.0,46.554,0.0,,46.554,46.554,,8.846,5.26,5.26,5.26,10.333,4.51,4.51,4.51,
03/31/2001,519.249,,,-407.539,,,111.71,,-41.519,39.434,,2.085,70.191,9.676,1.513,2.771,-1.258,0.0,-11.189,79.867,-31.947,47.92,0.0,,,47.92,0.0,47.92,0.0,0.0,47.92,47.92,,8.352,5.74,5.74,5.74,9.894,4.84,4.84,4.84,
06/30/2001,648.465,,,-506.089,,,142.376,,-55.855,54.041,,1.814,86.521,12.415,1.646,3.052,-1.406,0.0,-14.061,98.936,-39.574,59.362,0.0,,,59.362,0.0,59.362,0.0,0.0,59.362,59.362,,8.13,7.3,7.3,7.3,9.739,6.1,6.1,6.1,
09/30/2001,677.962,,,-530.041,,,147.921,,-56.832,54.747,,2.085,91.089,13.065,1.786,3.456,-1.67,0.0,-14.851,104.154,-41.662,62.492,0.0,,,62.492,0.0,62.492,0.0,0.0,62.492,62.492,,7.794,8.02,8.02,8.02,9.356,6.68,6.68,6.68,
12/31/2001,714.068,,,-560.349,,,153.719,,-59.012,,,,94.707,16.994,-0.112,2.579,-2.691,0.0,-16.882,111.701,-44.681,67.02,0.0,,,67.02,0.0,67.02,0.0,0.0,67.02,67.02,,7.445,9.0,9.0,9.0,9.043,7.41,7.41,7.41,
03/31/2002,689.843,,,-513.231,,,176.612,0.0,-51.612,52.498,,0.0,125.0,-1.865,1.865,3.391,-1.526,,0.0,123.135,-46.422,76.713,0.0,,,76.713,,76.713,0.0,0.0,76.713,76.713,,7.397,10.37,10.37,10.37,9.385,8.17,8.17,8.17,
06/30/2002,786.091,,,-585.828,,,200.263,0.0,-63.579,64.435,,0.0,136.684,-2.126,2.126,3.618,-1.492,,0.0,134.558,-50.728,83.83,0.0,,,83.83,,83.83,0.0,0.0,83.83,83.83,,7.341,11.42,11.42,11.42,9.422,8.9,8.9,8.9,
09/30/2002,864.192,,,-645.869,,,218.323,0.0,-66.601,68.0,,-1.399,151.722,-2.406,2.406,4.05,-1.644,,0.0,149.316,-57.336,91.98,0.0,,,91.98,,91.98,0.0,0.0,91.98,91.98,,7.31,12.58,12.58,12.58,9.074,10.14,10.14,10.14,
12/31/2002,768.735,,,-591.52,,,177.215,,-65.085,,,,112.13,16.884,0.475,2.726,-2.251,0.0,-17.359,129.014,-50.067,78.947,0.0,,,78.947,0.0,78.947,0.0,0.0,78.947,78.947,,7.069,11.17,11.17,11.17,8.857,8.91,8.91,8.91,
03/31/2003,741.131,,,-539.868,,,201.263,,-56.427,56.427,,0.0,144.836,-0.893,1.972,3.336,-1.364,0.0,-1.079,143.943,-56.137,87.806,0.0,,,87.806,0.0,87.806,0.0,0.0,87.806,87.806,,7.078,12.41,12.41,12.41,8.697,10.1,10.1,10.1,
06/30/2003,846.446,,,-623.588,,,222.858,,-64.474,65.299,,-0.825,158.384,-2.495,2.522,3.725,-1.203,0.0,-0.027,155.889,-60.797,95.092,0.0,,,95.092,0.0,95.092,0.0,0.0,95.092,95.092,,7.124,13.35,13.35,13.35,8.725,10.9,10.9,10.9,
09/30/2003,977.692,,,-719.789,,,257.903,,-63.871,63.871,,0.0,194.032,-9.24,2.032,3.425,-1.393,0.0,7.208,184.792,-75.389,109.403,0.0,,,109.403,0.0,109.403,0.0,0.0,109.403,109.403,,7.151,15.3,15.3,16.03,8.716,12.55,12.55,13.15,
12/31/2003,1112.295,,,-829.909,,,282.386,,-71.017,,,,211.369,3.247,1.084,3.068,-1.984,,-4.331,214.616,-84.058,127.49,0.0,,,130.558,0.0,127.49,0.0,0.0,127.49,127.49,,6.973,18.28,18.28,18.28,8.551,14.91,14.91,14.91,
03/31/2004,876.793,,,-643.257,,,233.536,,-64.694,64.694,,0.0,168.842,-1.147,1.962,2.915,-0.953,0.0,-0.815,167.695,-67.078,100.617,0.0,,,100.617,0.0,100.617,0.0,0.0,100.617,100.617,,6.591,15.27,15.27,15.27,7.997,12.58,12.58,12.58,
06/30/2004,1001.38,,,-736.349,,,265.031,,-70.611,70.611,,0.0,194.42,-1.132,2.089,3.038,-0.949,0.0,-0.957,193.288,-77.314,115.974,0.0,,,115.974,0.0,115.974,0.0,0.0,115.974,115.974,,6.475,17.91,17.91,17.91,7.825,14.82,14.82,14.82,
09/30/2004,1166.52,,,-848.457,,,318.063,,-71.037,71.037,,0.0,247.026,-0.894,1.89,2.925,-1.035,0.0,-0.996,246.132,-98.452,147.68,0.0,,,147.68,0.0,147.68,0.0,0.0,147.68,147.68,,6.377,23.16,23.16,23.16,7.758,19.04,19.04,19.04,
12/31/2004,1275.029,,,-929.311,,,345.718,,-77.391,,,,268.332,-3.437,1.744,3.056,-1.312,0.0,1.693,264.895,-105.957,158.938,0.0,,,158.938,0.0,158.938,0.0,0.0,158.938,158.938,,6.449,24.65,24.65,24.65,7.894,20.13,20.13,20.13,
03/31/2005,953.432,,,-679.722,,,273.71,,-76.992,79.051,,-2.059,196.718,-1.793,2.008,2.924,-0.916,0.0,-0.215,194.925,-76.995,117.93,0.0,,,117.93,0.0,117.93,0.0,0.0,117.93,117.93,,6.659,17.71,17.71,17.71,8.2,14.38,14.38,14.38,
06/30/2005,1277.689,,,-907.562,,,370.127,,-92.128,92.128,,0.0,277.999,-0.892,2.138,3.006,-0.868,0.0,-1.246,277.107,-109.458,167.649,0.0,,,167.649,0.0,167.649,0.0,0.0,167.649,167.649,,6.372,26.31,26.31,26.31,7.825,21.42,21.42,21.42,
09/30/2005,1373.022,,,-970.714,,,402.308,,-93.359,94.583,,-1.224,308.949,-0.978,1.413,2.905,-1.492,0.0,-0.435,307.971,-118.528,189.443,0.0,,,189.443,0.0,189.443,0.0,0.0,189.443,189.443,,6.298,30.08,30.08,30.08,7.787,24.33,24.33,24.33,
12/31/2005,1658.204,,,-1181.791,,,476.413,,-113.377,,,,363.036,1.38,3.236,4.974,-1.738,0.0,-4.616,364.416,-141.879,222.537,0.0,,,222.537,0.0,222.537,0.0,0.0,222.537,222.537,,5.96,37.34,37.34,37.34,7.35,30.29,30.29,30.29,
03/31/2006,1204.655,,,-859.993,,,344.662,,-123.174,114.006,,9.168,221.488,-3.461,4.068,5.527,-1.459,,-0.607,218.027,-85.467,132.56,,,,132.56,,132.56,0.0,0.0,132.56,132.56,,5.596,23.69,23.69,23.69,6.805,19.48,19.48,19.48,
06/30/2006,1748.928,,,-1278.183,,,470.745,,-129.403,129.403,,0.0,341.342,-28.264,5.281,7.072,-1.791,0.0,22.983,313.078,-122.726,190.352,0.0,,,190.352,0.0,190.352,0.0,0.0,190.352,190.352,,5.722,33.27,33.27,36.22,6.779,28.08,28.08,30.57,
09/30/2006,1553.411,,,-1161.369,,,392.042,,-104.421,104.421,,0.0,287.621,-75.514,1.155,3.141,-1.986,0.0,74.359,212.107,-82.774,129.333,0.0,,,129.333,0.0,129.333,0.0,0.0,129.333,129.333,,5.725,22.59,22.59,31.44,6.588,19.63,19.63,27.33,
12/31/2006,1627.13,,,-1297.558,,,329.572,0.0,-114.309,103.188,,11.121,215.263,4.496,1.182,3.65,-2.468,0.0,-5.678,219.759,-84.592,135.167,0.0,,,135.167,0.0,135.167,0.0,0.0,135.167,135.167,,5.533,24.43,24.43,31.12,6.481,20.86,20.86,26.57,
03/31/2007,1093.189,,,-841.562,,,251.627,,-106.729,97.406,,9.323,144.898,-6.866,2.015,3.322,-1.307,,4.851,138.032,-53.211,84.821,,,,84.821,0.0,84.821,0.0,,84.821,84.821,,5.663,14.98,14.98,16.36,6.545,12.96,12.96,14.15,
06/30/2007,1316.668,,,-1007.098,,,309.57,,-110.152,101.198,,8.954,199.418,-51.741,2.268,3.298,-1.03,,49.473,147.677,-56.93,90.747,,,,90.747,,90.747,0.0,,90.747,90.747,,5.606,16.19,16.19,22.25,6.42,14.14,14.14,19.44,
09/30/2007,1292.088,,,-991.099,,,300.989,,-60.907,60.907,,0.0,240.082,-94.268,2.297,3.375,-1.078,0.0,91.971,145.814,-54.701,91.113,0.0,,,91.113,0.0,91.113,0.0,0.0,91.113,91.113,,5.283,17.25,17.25,29.12,5.969,15.26,15.26,25.77,
12/31/2007,1427.397,,,-1127.481,,,299.916,,-98.237,90.01,,8.227,201.679,-93.697,1.67,3.155,-1.485,,92.027,107.982,-40.708,67.274,,,,67.274,,67.274,0.0,0.0,67.274,67.274,,5.136,13.1,13.1,25.38,5.741,11.72,11.72,22.7,
03/31/2008,887.931,,,-720.465,,,167.466,,-91.82,91.82,,0.0,75.646,-2.471,2.429,3.239,-0.81,0.0,0.042,73.175,-29.709,43.466,0.0,,,43.466,0.0,43.466,0.0,0.0,43.466,43.466,,5.224,8.32,8.32,9.14,5.859,7.42,7.42,8.15,
06/30/2008,955.723,,,-766.749,,,188.974,,-98.279,98.279,,0.0,90.695,-4.278,2.363,3.232,-0.869,0.0,1.915,86.417,-35.085,51.332,0.0,,,51.332,0.0,51.332,0.0,0.0,51.332,51.332,,5.357,9.58,9.58,10.28,5.938,8.64,8.64,9.27,
09/30/2008,939.211,,,-763.361,,,175.85,,-74.557,74.557,,0.0,101.293,-40.686,2.33,3.259,-0.929,0.0,38.356,60.607,-24.056,36.551,0.0,,,36.551,0.0,36.551,0.0,0.0,36.551,36.551,,5.438,6.72,6.72,11.84,5.968,6.12,6.12,10.78,
12/31/2008,910.174,,,-766.189,,,143.985,,-75.662,67.906,,7.756,68.323,-121.067,1.825,3.172,-1.347,0.0,119.242,-52.744,22.287,-30.457,0.0,,,-30.457,0.0,-30.457,0.0,0.0,-30.457,-30.457,,5.497,-5.54,-5.54,10.12,5.497,-5.54,-5.54,10.12,
03/31/2009,558.599,548.329,10.27,-462.383,462.63,-0.247,96.216,2.628,-65.452,65.452,,0.0,33.392,-2.774,,2.774,,,0.0,30.618,-12.63,17.988,0.0,0.0,0.0,17.988,0.0,17.988,0.0,0.0,17.988,17.988,0.0,5.642,3.19,3.19,3.19,5.958,3.02,3.02,3.02,
06/30/2009,625.431,612.488,12.943,-493.905,494.24,-0.335,131.526,1.904,-61.139,61.139,,0.0,72.291,-2.462,,2.462,,,0.0,69.829,-28.403,41.426,0.0,0.0,0.0,41.426,0.0,41.426,0.0,0.0,41.426,41.426,0.0,5.777,7.17,7.17,7.17,6.101,6.79,6.79,6.79,
09/30/2009,814.016,792.51,21.506,-636.063,636.642,-0.579,177.953,2.437,-64.148,64.148,,0.0,116.242,-2.802,,2.802,,,0.0,113.44,-41.313,72.127,0.0,0.0,0.0,72.127,0.0,72.127,0.0,0.0,72.127,72.127,0.0,5.866,12.29,12.29,12.29,6.223,11.59,11.59,11.59,
12/31/2009,745.802,730.14,15.662,-591.587,592.221,-0.634,154.215,2.357,-69.887,69.887,,0.0,86.685,-2.158,,2.158,,,0.0,84.527,-23.888,60.639,0.0,0.0,0.0,60.639,0.0,60.639,0.0,0.0,60.639,60.639,0.0,5.939,10.21,10.21,10.21,6.311,9.61,9.61,9.61,
03/31/2010,590.214,577.381,12.833,-470.577,471.069,-0.492,119.637,2.535,-67.27,67.27,,0.0,54.902,-2.171,,2.171,,,0.0,52.731,-20.644,32.087,0.0,0.0,0.0,32.087,0.0,32.087,0.0,0.0,32.087,32.087,0.0,6.066,5.29,5.29,5.29,6.399,5.01,5.01,5.01,
06/30/2010,964.504,946.972,17.532,-770.279,771.475,-1.196,194.225,2.343,-76.412,76.412,,0.0,120.156,-1.897,,1.897,,,0.0,118.259,-46.983,71.276,0.0,0.0,0.0,71.276,0.0,71.276,0.0,0.0,71.276,71.276,0.0,6.123,11.64,11.64,11.64,6.405,11.13,11.13,11.13,
09/30/2010,676.169,661.935,14.234,-539.509,540.783,-1.274,136.66,3.464,-74.737,74.737,,0.0,65.387,-0.497,,0.497,,,0.0,64.89,-20.946,43.944,0.0,0.0,0.0,43.944,0.0,43.944,0.0,0.0,43.944,43.944,0.0,5.748,7.65,7.65,7.65,6.011,7.31,7.31,7.31,
12/31/2010,811.005,794.47,16.535,-653.695,654.965,-1.27,157.31,1.724,-72.236,72.236,,0.0,86.798,-0.285,,0.285,,,0.0,86.513,-27.815,58.698,0.0,0.0,0.0,58.698,0.0,58.698,0.0,0.0,58.698,58.698,0.0,5.641,10.41,10.41,10.41,5.892,9.96,9.96,9.96,
03/31/2011,514.504,502.744,11.76,-417.079,417.92,-0.841,97.425,1.497,-73.865,73.865,,0.0,25.057,-0.222,,0.222,,,0.0,24.835,-9.661,15.174,0.0,0.0,0.0,15.174,0.0,15.174,0.0,0.0,15.174,15.174,0.0,5.823,2.61,2.61,2.61,6.02,2.52,2.52,2.52,
06/30/2011,695.881,682.663,13.218,-557.78,558.601,-0.821,138.101,1.483,-75.943,75.943,,0.0,63.641,-0.287,,0.287,,,0.0,63.354,-24.909,38.445,0.0,0.0,0.0,38.445,0.0,38.445,0.0,0.0,38.445,38.445,0.0,5.785,6.65,6.65,6.65,5.929,6.48,6.48,6.48,
09/30/2011,707.476,696.98,10.496,-570.976,572.382,-1.406,136.5,0.993,-68.258,68.258,,0.0,69.235,-0.293,,0.293,,,0.0,68.942,-25.533,43.409,0.0,0.0,0.0,43.409,0.0,43.409,0.0,0.0,43.409,43.409,0.0,5.301,8.19,8.19,8.19,5.437,7.98,7.98,7.98,
