Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,40.540001,15.866,14.36,1.506,8.288,,,4.951,,,,,1.344,,,,,30.448999,3.11,7.012,-3.902,0.147,6.834,,,,6.834,10.091,,8.51,8.51,,,,0.181,,,,,1.406,,,,1.406,10.097,0.347,,,,0.665,,,,,0.665,1.012,11.109,0,28.468,,,0.0,,0.529,28.997,0.434,29.431,40.540001,
12/31/1992,50.474998,20.599001,18.568001,2.031,11.291,,,5.762,,,,,2.058,,,,,39.709999,3.71,5.888,-2.178,0.278,6.777,,,,6.777,10.765,,10.306,10.306,,,,0.388,,,,,6.299,,,,6.299,16.993,0.094,,,,1.212,,,,,1.212,1.306,18.299,0,29.426001,,,0.0,,2.75,32.176001,0.0,32.176001,50.475001,
03/31/1993,56.271,20.424999,17.598,2.827,12.645,,,7.756,,,,,3.466,,,,,44.292,4.727,7.197,-2.47,0.218,7.034,,,,7.034,11.979,,13.101,13.101,,,,0.377,,,,,6.391,,,,6.391,19.868999,0.069,,,,0.923,,,,,0.923,0.992,20.860999,0,29.766001,,,0.0,,5.197,34.963001,0.447,35.410001,56.271,
06/30/1993,105.563004,66.037999,62.778999,3.259,12.281,,,11.191,,,,,3.276,,,,,92.786003,5.252,7.994,-2.742,0.204,7.321,,,,7.321,12.777,,12.954,12.954,,,,0.342,,,,,7.672,,,,7.672,20.968,0.058,,,,1.085,,,,,1.085,1.143,22.111,0,74.788002,,,0.0,,8.224,83.012002,0.44,83.452002,105.563002,
09/30/1993,104.898003,64.446999,60.286999,4.16,11.281,,,11.701,,,,,4.111,,,,,91.540001,5.351,8.393,-3.042,0.394,7.613,,,,7.613,13.358,,10.893,10.893,,,,0.072,,,,,5.632,,,,5.632,16.597,0.05,,,,1.169,,,,,1.169,1.219,17.816,0,74.880997,,,0.0,,11.72,86.600997,0.481,87.081997,104.897997,
12/31/1993,169.130005,126.191997,119.408997,6.783,12.113,,,10.389,,,,,5.054,,,,,153.748001,5.798,9.174,-3.376,0.289,9.295,,,,9.295,15.382,,11.267,11.267,,,,0.233,,,,,5.239,,,,5.239,16.739,60.370998,,,,1.105,,,,,1.105,61.475998,78.214998,0,75.028,,,0.0,,15.422,90.45,0.465,90.915,169.129998,
03/31/1994,178.451996,124.27,115.375,8.895,20.014,,,11.974,,,,,5.948,,,,,162.205994,6.104,9.899,-3.795,0.264,9.878,,,,9.878,16.246,,14.918,14.918,,,,0.202,,,,,7.823001,,,,7.823001,22.943001,60.373001,,,,1.877,,,,,1.877,62.250001,85.193002,0,75.146004,,,0.0,,18.113001,93.259005,0.0,93.259005,178.452006,
06/30/1994,184.632996,127.544998,92.542999,35.001999,21.549999,,,12.456,,,,,5.379,,,,,166.929993,6.785,10.887,-4.102,0.12,10.798,,,,10.798,17.703,,16.518,16.518,,,,0.033,,,,,10.036,,,,10.036,26.587,60.0,,,,1.922,,,,,1.922,61.922,88.509,0,75.169998,,,0.0,,20.458,95.627998,0.496,96.123998,184.632998,
09/30/1994,184.470001,128.195995,67.061996,61.133999,19.183001,,,12.696,,,,,5.496,,,,,165.570999,7.622,12.259,-4.637,0.131,11.146,,,,11.146,18.899,,17.007,17.007,,,,0.126,,,,,5.722,,,,5.722,22.855,60.488998,,,,1.714,,,,,1.714,62.202998,85.057998,0,75.246002,,,0.0,,23.711,98.957003,0.455,99.412003,184.470001,
12/31/1994,192.501999,128.592995,39.224998,89.367996,24.181,,,12.427,,,,,4.591,,,,,169.792007,9.043,17.162001,-8.119,1.709,11.958,,,,11.958,22.71,,10.488,10.488,,,,0.278,,,,,17.682,,,,17.682,28.448,60.0,,,,2.028,,,,,2.028,62.028,90.476,0,75.398003,,,0.0,,26.215,101.613003,0.413,102.026003,192.502003,
03/31/1995,193.673004,124.434002,47.978001,76.456001,23.174,,,15.539,,,,,5.563,,,,,168.710007,9.001,14.774,-5.773,1.8,14.162,,,,14.162,24.963,,19.615999,19.615999,,,,0.0,,,,,4.570002,,,,4.570002,24.186001,60.0,,,,2.588,,,,,2.588,62.588,86.774001,0,75.509003,,,0.0,,30.997,106.506002,0.393,106.899002,193.673003,
06/30/1995,203.873993,131.314999,67.402,63.912998,25.997999,,,15.208,,,,,4.807,,,,,177.328003,9.691,16.132999,-6.442,5.376,11.479,,,,11.479,26.546,,20.721001,20.721001,,,,0.0,,,,,7.789999,,,,7.789999,28.511,60.0,,,,2.972,,,,,2.972,62.972,91.483,0,76.176003,,,0.0,,35.863998,112.040001,0.351,112.391001,203.874,
09/30/1995,213.268005,124.896,80.335999,44.560001,35.187,,,16.014999,,,,,6.538,,,,,182.636002,11.258,21.459999,-10.202,6.061,13.313,,,,13.313,30.632,,27.208,27.208,,,,0.0,,,,,6.342999,,,,6.342999,33.550999,60.0,,,,3.404,,,,,3.404,63.404,96.954999,0,76.912003,,,0.0,,39.081001,115.993004,0.32,116.313004,213.268003,
12/31/1995,221.453995,122.932,99.862,23.07,43.008999,,,15.773,,,,,8.536,,,,,190.25,11.831,22.718,-10.887,5.985,13.388,,,,13.388,31.204,,13.252,13.252,,,,0.364,,,,,21.570001,,,,21.570001,35.186001,60.0,,,,4.501999,,,,,4.501999,64.501999,99.688,0,77.902,,,0.0,,43.445752,121.347752,0.413,121.760752,221.448752,
03/31/1996,226.020004,127.308996,95.839996,31.469,41.092999,,,16.209,,,,,9.162,,,,,193.772995,12.234,23.841999,-11.608,6.573,13.44,,,,13.44,32.247,,30.125999,30.125999,,,,0.278,,,,,3.260002,,,,3.260002,33.664001,60.0,,,,4.679,,,,,4.679,64.679,98.343001,0,78.422997,,,0.0,,49.036999,127.459995,0.217,127.676995,226.019997,
06/30/1996,242.570007,124.035,87.833,36.202,49.226002,,,21.917999,,,,,13.108,,,,,208.287003,13.014,25.337,-12.323,8.2,13.069,,,,13.069,34.283,,37.52,37.52,,,,0.443,,,,,4.194001,,,,4.194001,42.157001,60.0,,,,4.957,,,,,4.957,64.957,107.114001,0,78.980003,,,0.0,,56.476002,135.456005,0.0,135.456005,242.570006,
09/30/1996,252.296997,116.897999,81.529999,35.368,57.956001,,,29.565001,,,,,11.821,,,,,216.240005,15.189,28.559999,-13.371,7.587,13.281,,,,13.281,36.057,,40.035999,40.035999,,,,0.415,,,,,3.682,,,,3.682,44.132999,60.0,,,,5.174,,,,,5.174,65.174,109.306999,0,79.460999,,,0.0,,63.528999,142.989998,0.0,142.989998,252.296997,
12/31/1996,390.901001,246.188,206.723999,39.464001,63.540001,,,31.493999,,,,,9.755,,,,,350.97699,18.041,32.463001,-14.422,6.821,15.062,,,,15.062,39.924001,,19.929001,19.929001,,,,11.697,,,,,27.102,,,,27.102,58.728001,115.0,,,,5.115,,,,,5.115,120.115,178.843,0,139.210999,,,0.0,,72.847,212.057999,0.0,212.057999,390.900999,
03/31/1997,407.132996,248.589005,165.201004,83.388,71.503998,,,30.325001,,,,,12.528,,,,,362.946014,18.700001,34.568001,-15.868,9.206,16.281,,,,16.281,44.187001,,45.791,45.791,,,,11.192,,,,,7.636003,,,,7.636003,64.619003,115.0,,,,5.618,,,,,5.618,120.618,185.237003,0,140.037994,,,0.0,,81.858002,221.895996,0.0,221.895996,407.132999,
06/30/1997,425.47699,253.88501,142.710007,111.175003,76.549004,,,31.959,,,,,18.4,,,,,380.792999,20.896,38.25,-17.354,0.891,22.896999,,,,22.896999,44.683999,,51.436001,51.436001,,,,11.647,,,,,7.383002,,,,7.383002,70.466003,115.0,,,,5.354,,,,,5.354,120.354,190.820004,0,141.899002,,,0.0,,92.758003,234.657005,0.0,234.657005,425.477009,
09/30/1997,445.89801,262.674004,149.074005,113.599998,79.233002,,,35.029999,,,,,20.264999,,,,,397.201996,22.716,41.625999,-18.91,7.333,18.646999,,,,18.646999,48.695999,,48.585999,48.585999,,,,16.916,,,,,10.162003,,,,10.162003,75.664001,115.0,,,,6.879,,,,,6.879,121.879,197.543002,0,142.320999,,,0.0,,106.033997,248.354996,0.0,248.354996,445.897997,
12/31/1997,457.562988,275.018005,173.531006,101.487,79.782997,,,35.220001,,,,,15.478,,,,,405.498993,25.105,45.042999,-19.938,6.859,20.1,,,,20.1,52.064,,48.731998,48.731998,,,,16.969999,,,,,9.494001,,,,9.494001,75.195999,115.0,,,,5.885,,,,,5.885,120.885,196.080999,0,145.516998,,,0.0,,115.964996,261.481995,0.0,261.481995,457.562994,
04/30/1998,576.142029,246.226997,171.826996,74.400002,158.307999,158.307999,,55.702999,28.881001,12.444,14.378,0.0,32.07,,,,,492.308014,56.424999,,,8.521,18.888,0.0,0.0,0.0,18.888,83.834,,130.496002,130.496002,,,,16.514,16.514,0.0,0.0,,42.361,,,,42.361,189.371002,115.0,115.0,0.0,0.0,12.567,,,,,12.567,127.567,316.938003,0,226.863007,,,0.0,30.528999,1.812,259.204006,0.0,259.204006,576.142009,
07/31/1998,902.86499,540.768005,146.546997,394.221008,178.764999,178.764999,,54.965,26.652,16.190001,12.123,0.0,37.549999,,,,,812.047974,52.916,,,9.463,28.438,0.0,0.0,0.0,28.438,90.817,,147.186996,147.186996,,,,0.061,0.061,0.0,0.0,,37.776997,,,,37.776997,185.024994,415.0,415.0,0.0,0.0,9.046,,,,,9.046,424.046,609.070993,0,236.839005,,,0.0,56.595001,0.360001,293.794006,0.0,293.794006,902.865,
10/31/1998,960.856018,588.725006,188.311005,400.414001,194.207993,194.207993,,55.722,29.191999,16.618999,9.911,0.0,33.002998,,,,,871.65802,53.976002,,,7.259,27.962999,0.0,0.0,0.0,27.962999,89.198001,,170.804001,170.804001,,,,0.066,0.066,0.0,0.0,,38.676996,,,,38.676996,209.546997,415.0,415.0,0.0,0.0,8.386,,,,,8.386,423.386,632.932997,0,240.065002,,,0.0,85.717003,2.140999,327.923004,0.0,327.923004,960.856001,
01/31/1999,1031.392944,657.616982,583.958984,73.657997,192.317001,192.317001,,46.688999,23.944,11.171,11.574,0.0,36.014,,,,,932.637024,61.445,129.360001,-67.915001,7.902,29.409,0.0,0.0,0.0,29.409,98.756,,184.869995,184.869995,,,,0.247,0.247,0.0,0.0,,40.239008,,,,40.239008,225.356003,415.0,415.0,0.0,0.0,9.375,,,,,9.375,424.375,649.731003,0,259.938995,,,0.0,118.085999,3.637001,381.661995,0.0,381.661995,1031.392998,
04/30/1999,1080.421,677.752,610.569,67.183,213.842,213.842,,42.224,19.935,18.026,4.263,0.0,34.835,,,,,968.653,70.401,,,8.684,32.683,0.0,0.0,0.0,32.683,111.768,,194.688,194.688,,,,,0.0,0.0,0.0,,31.014,,,,31.014,225.702,415.0,415.0,0.0,0.0,12.034,,,,,12.034,427.034,652.736,0,272.092,,,0.0,153.37,2.223,427.685,0.0,427.685,1080.421,
07/31/1999,1147.58606,712.828003,303.444,409.384003,224.834,224.834,,49.535,19.684999,22.465,7.385,0.0,39.303001,,,,,1026.5,78.339996,,,0.0,42.745998,0.0,0.0,0.0,42.745998,121.085995,,208.324997,208.324997,,,,0.0,0.0,0.0,0.0,,30.708008,,,,30.708008,239.033005,415.0,415.0,0.0,0.0,11.577,,,,,11.577,426.577,665.610004,0,285.628998,,,0.0,193.770996,2.576004,481.975998,0.0,481.975998,1147.586002,
10/31/1999,1241.130005,726.883972,302.428986,424.454987,238.033997,238.033997,,68.865997,28.716,26.830999,13.319,0.0,46.651001,,,,,1080.435059,117.175003,,,0.0,43.52,0.0,0.0,0.0,43.52,160.695004,,229.998993,229.998993,,,,0.0,0.0,0.0,0.0,,52.083008,,,,52.083008,282.082001,300.0,300.0,0.0,0.0,11.481,,,,,11.481,311.481,593.563001,0,410.923004,,,0.0,235.354996,1.289001,647.567001,0.0,647.567001,1241.130002,
01/31/2000,1372.847046,781.588989,342.535004,439.053986,266.203003,266.203003,,101.727997,41.390999,29.790001,30.547001,0.0,41.243,,,,,1190.762939,126.100998,220.546997,-94.445999,19.749001,36.234001,0.0,0.0,0.0,36.234001,182.084,,76.545998,76.545998,,,,1.16,1.16,0.0,0.0,,254.753017,,,,254.753017,332.459015,300.0,300.0,0.0,0.0,15.549,,,,,15.549,315.549,648.008015,0,439.652008,,,0.0,282.764008,2.423004,724.83902,0.0,724.83902,1372.847034,
04/30/2000,1498.616943,841.094971,403.303986,437.790985,282.829987,282.829987,,120.192001,43.179001,39.389999,37.623001,0.0,47.900002,,,,,1292.016968,125.866997,,,30.187,50.546001,0.0,0.0,0.0,50.546001,206.599998,,224.126007,224.126007,,,,0.0,0.0,0.0,0.0,,100.309998,,,,100.309998,324.436005,300.0,300.0,0.0,0.0,36.844002,,,,,36.844002,336.844002,661.280006,0,490.856995,,,0.0,342.295013,4.184998,837.337006,0.0,837.337006,1498.617012,
07/31/2000,1606.656006,895.05899,474.899994,420.158997,306.140991,306.140991,,116.688004,45.569,30.275999,40.842999,0.0,53.209,,,,,1371.097046,141.660004,,,42.702,51.196999,0.0,0.0,0.0,51.196999,235.559002,,249.376007,249.376007,,,,0.0,0.0,0.0,0.0,,108.143982,,,,108.143982,357.519989,300.0,300.0,0.0,0.0,33.439999,,,,,33.439999,333.439999,690.959988,0,521.776001,,,0.0,390.14801,3.772003,915.696014,0.0,915.696014,1606.656002,
10/31/2000,1879.296997,1084.671966,764.612976,320.05899,328.057007,328.057007,,124.625999,46.946999,31.573999,46.105,0.0,63.105999,,,,,1600.46106,160.602005,,,61.832001,56.402,0.0,0.0,0.0,56.402,278.836006,,271.007996,271.007996,,,,0.0,0.0,0.0,0.0,,124.795013,,,,124.795013,395.803009,300.0,300.0,0.0,0.0,19.188999,,,,,19.188999,319.188999,714.992008,0,666.828979,,,0.0,443.278992,2.718017,1112.825988,51.479,1164.304988,1879.296996,
01/31/2001,2625.263916,1735.839966,1275.10498,460.734985,359.316986,359.316986,,115.799004,49.014,27.423,39.362,0.0,64.728996,,,,,2275.685059,183.444,307.878998,-124.434998,96.870003,69.264999,0.0,0.0,0.0,69.264999,349.579002,,87.999001,87.999001,,,,4.066,4.066,0.0,0.0,,323.240999,,,,323.240999,415.306,900.0,900.0,0.0,0.0,20.327999,,,,,20.327999,920.327999,1335.633999,0,708.877991,,,0.0,520.143982,7.143005,1236.164978,53.465,1289.629978,2625.263977,
04/30/2001,2663.397949,1741.982971,1358.688965,383.294006,390.54599,390.54599,,103.073997,44.616001,25.969,32.488998,0.0,67.667999,,,,,2303.270996,187.850006,,,100.490997,71.786003,0.0,0.0,0.0,71.786003,360.127007,,263.104004,263.104004,,,,0.0,0.0,0.0,0.0,,106.147003,,,,106.147003,369.251007,900.0,900.0,0.0,0.0,22.907,,,,,22.907,922.907,1292.158007,0,722.057007,,,0.0,599.099976,-5.771973,1315.38501,55.855,1371.240009,2663.398016,
07/31/2001,2718.462891,1770.777954,1374.116943,396.661011,441.574005,441.574005,,80.678001,43.632,17.593,19.452999,0.0,66.577003,,,,,2359.606934,191.710007,,,99.028,68.117996,0.0,0.0,0.0,68.117996,358.856003,,303.868011,303.868011,,,,0.0,0.0,0.0,0.0,,75.928986,,,,75.928986,379.796997,600.0,600.0,0.0,0.0,22.753,,,,,22.753,622.753,1002.549997,0,1022.658997,,,0.0,627.083984,5.416992,1655.159973,60.752998,1715.912971,2718.462969,
10/31/2001,2703.250977,1793.546967,1375.672974,417.873993,420.545013,420.545013,,67.314003,37.924999,14.949,14.44,0.0,77.241997,,,,,2358.647949,192.203003,,,82.357002,70.042999,0.0,0.0,0.0,70.042999,344.603004,,310.487,310.487,,,,0.0,0.0,0.0,0.0,,45.618011,,,,45.618011,356.105011,600.0,600.0,0.0,0.0,20.518999,,,,,20.518999,620.518999,976.62401,0,1031.290039,,,0.0,628.778992,5.014038,1665.083069,61.543999,1726.627068,2703.251078,
01/31/2002,2704.163086,1892.48407,1361.862061,530.622009,371.928009,371.928009,,56.023998,30.989,12.049,12.986,0.0,76.667,,,,,2397.103027,181.761002,348.291992,-166.531006,68.517998,56.780998,0.0,0.0,0.0,56.780998,307.059998,,322.402008,322.402008,,,,4.696,4.696,0.0,0.0,,39.754989,,,,39.754989,366.852997,600.0,600.0,0.0,0.0,59.598999,,,,,59.598999,659.598999,1026.451996,0,1036.857056,,,0.0,574.763,4.788025,1616.408081,61.303001,1677.711082,2704.163078,
04/30/2002,2671.108887,1877.687012,1294.322998,583.364014,348.105988,348.105988,,58.714001,27.539,12.533,18.642,0.0,76.257004,,,,,2360.763916,178.061996,,,0.0,132.283005,0.0,0.0,0.0,132.283005,310.345001,,309.317993,309.317993,,,,0.0,0.0,0.0,0.0,,84.067993,,,,84.067993,393.385986,600.0,600.0,0.0,0.0,19.537001,,,,,19.537001,619.537001,1012.922987,0,1043.628052,,,0.0,551.187012,0.890015,1595.705078,62.480999,1658.186077,2671.109064,
07/31/2002,2533.814941,1806.998962,1391.704956,415.294006,291.169006,291.169006,,51.055,30.989,12.049,12.986,0.0,69.344002,,,,,2218.566895,175.667007,,,0.0,139.580994,0.0,0.0,0.0,139.580994,315.248001,,255.998001,255.998001,,,,0.0,0.0,0.0,0.0,,91.613998,,,,91.613998,347.612,434.0,434.0,0.0,0.0,19.417999,,,,,19.417999,453.417999,801.029999,0,1092.379028,,,0.0,555.109985,5.157043,1652.646057,80.139,1732.785057,2533.815056,
10/31/2002,2439.450928,1758.277039,1328.077026,430.200012,278.791992,278.791992,,49.222,25.613001,12.7,10.99,0.0,62.645,,,,,2148.936035,155.585999,,,0.0,134.929001,0.0,0.0,0.0,134.929001,290.514999,,281.48999,281.48999,,,,0.0,0.0,0.0,0.0,,87.150024,,,,87.150024,368.640015,394.820007,394.820007,0.0,0.0,18.664,,,,,18.664,413.484007,782.124022,0,1096.197021,,,0.0,475.427002,4.238983,1575.863007,81.463997,1657.327003,2439.451025,
01/31/2003,2403.658936,1808.871948,1402.782959,406.088989,212.953003,212.953003,,40.014999,17.111,12.43,10.474,0.0,65.017998,,,,,2126.85791,146.380005,357.899994,-211.520004,0.0,130.421005,0.0,0.0,0.0,130.421005,276.80101,,260.809998,260.809998,,,,46.041,46.041,0.0,0.0,,53.500015,,,,53.500015,360.351013,390.838013,390.838013,0.0,0.0,19.23,,,,,19.23,410.068012,770.419025,0,1097.494995,,,0.0,445.285004,6.911987,1549.691986,83.547997,1633.239983,2403.659008,
04/30/2003,2302.2229,1753.742035,1418.238037,335.503998,184.026993,184.026993,,43.314999,19.976,15.399,7.94,0.0,53.285,,,,,2034.369019,140.600998,,,0.0,127.252998,0.0,0.0,0.0,127.252998,267.853996,,249.682999,249.682999,,,,0.0,0.0,0.0,0.0,,55.637009,,,,55.637009,305.320007,346.287994,346.287994,0.0,0.0,17.806999,,,,,17.806999,364.094994,669.415001,0,1101.69104,,,0.0,,445.375,1547.06604,85.741997,1632.808037,2302.223038,
07/31/2003,2660.616943,2110.372986,1383.339966,727.03302,179.022003,179.022003,,40.455002,19.070999,13.944,7.44,0.0,54.480999,,,,,2384.331055,137.367004,,,0.0,138.919006,0.0,0.0,0.0,138.919006,276.286011,,245.078995,245.078995,,,,2.5,2.5,0.0,0.0,,41.669998,,,,41.669998,289.248993,577.830017,577.830017,0.0,0.0,20.860001,,,,,20.860001,598.690018,887.939011,0,1181.848022,,,0.0,438.40799,-0.780975,1619.475037,153.203003,1772.67804,2660.61705,
10/31/2003,2669.349121,2103.944031,1293.795044,810.148987,190.328995,190.328995,,46.710999,19.201,15.278,12.232,0.0,57.438,,,,,2398.422119,130.162003,,,0.0,140.764999,0.0,0.0,0.0,140.764999,270.927002,,257.415985,257.415985,,,,2.641,2.641,0.0,0.0,,42.849021,,,,42.849021,302.906006,544.913025,544.913025,0.0,0.0,19.134001,,,,,19.134001,564.047026,866.953032,0,1205.162964,,,0.0,434.971008,4.648987,1644.782959,157.613007,1802.395966,2669.348997,
01/31/2004,2728.041992,2198.499023,1530.994995,667.504028,158.235992,158.235992,,54.750999,23.157,12.802,18.792,0.0,50.798,,,,,2462.283936,125.023003,373.278015,-248.255005,0.0,140.735001,0.0,0.0,0.0,140.735001,265.758003,,229.296005,229.296005,,,,2.649,2.649,0.0,0.0,,89.061983,,,,89.061983,321.006989,544.723022,544.723022,0.0,0.0,28.288,,,,,28.288,573.011023,894.018011,0,1230.000977,,,0.0,439.898987,2.646027,1672.54599,161.477997,1834.023987,2728.041998,
04/30/2004,2712.649902,2146.674072,1771.810059,374.864014,162.095993,162.095993,,53.735001,15.826,16.108,21.801001,0.0,59.353001,,,,,2421.860107,119.896004,,,0.0,170.901001,0.0,0.0,0.0,170.901001,290.797005,,226.526001,226.526001,,,,8.864,8.864,0.0,0.0,,70.656996,,,,70.656996,306.046997,514.228027,514.228027,0.0,0.0,19.177999,,,,,19.177999,533.406027,839.453024,0,1255.73999,,,0.0,446.899994,-0.987,1701.652985,171.550995,1873.203979,2712.657003,
07/31/2004,2801.540039,2186.76001,1808.640015,378.119995,197.830002,197.830002,,66.691002,21.139,15.118,30.434,0.0,54.897999,,,,,2506.179932,124.222,,,0.0,171.136993,0.0,0.0,0.0,171.136993,295.358994,,269.303986,269.303986,,,,8.827,8.827,0.0,0.0,,99.576015,,,,99.576015,377.707001,507.252991,507.252991,0.0,0.0,19.261,,,,,19.261,526.51399,904.220991,0,1260.329956,,,0.0,460.22699,-1.414978,1719.141968,178.179993,1897.32196,2801.542952,
