Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2002,174006.0,8705.0,485.0,31917.0,,,,70130.0,,,45804.0,,,,,,,0.0,115934.0,-2461.0,113473.0,1706.0,,7519.0,5442.0,2077.0,,,132.0,10069.0,,32189.0,75237.0,45813.0,29424.0,0.0,107426.0,7499,,,,,,34660.0,,,,,,,,6903.0,156488.0,0,4890.0,,,-1325.0,13243.0,710.0,17518.0,0.0,17518.0,174006.0,
12/31/2002,180027.0,10758.0,434.0,33545.0,,,,68811.0,,,47440.0,,,,,,,0.0,116251.0,-2422.0,113829.0,1697.0,,8646.0,6325.0,2321.0,,,140.0,10978.0,,35106.0,80428.0,50241.0,30187.0,0.0,115534.0,15743,,,,,,23645.0,,,,,,,,6669.0,161591.0,0,5819.0,,,-1272.0,13105.0,784.0,18436.0,0.0,18436.0,180027.0,
03/31/2003,182231.0,8910.0,454.0,34853.0,,,,68904.0,,,48268.0,,,,,,,0.0,117172.0,-2409.0,114763.0,1655.0,,8513.0,6332.0,2181.0,,,140.0,12943.0,,34459.0,80762.0,68881.0,11881.0,0.0,115221.0,6576,,,,,,35051.0,,,,,,,,6863.0,163711.0,0,4861.0,,,-1222.0,14236.0,645.0,18520.0,0.0,18520.0,182231.0,
06/30/2003,194899.0,11795.0,3213.0,40408.0,,,,69497.0,,,49926.0,,,,,,,0.0,119423.0,-2368.0,117055.0,2064.0,,8313.0,6329.0,1984.0,,,148.0,11903.0,,44465.0,81862.0,72315.0,9547.0,0.0,126327.0,7387,,,,,,34031.0,,,,,,,,7974.0,175719.0,0,4841.0,,,-1092.0,14795.0,636.0,19180.0,0.0,19180.0,194899.0,
09/30/2003,188835.0,9187.0,536.0,39793.0,,,,68412.0,,,51470.0,,,,,,,0.0,119882.0,-2368.0,117514.0,2028.0,,8467.0,6329.0,2138.0,,,143.0,11167.0,,32441.0,82602.0,74419.0,8183.0,0.0,115043.0,12864,,,,,,34208.0,,,,,,,,7294.0,169409.0,0,4820.0,,,-1031.0,15385.0,252.0,19426.0,0.0,19426.0,188835.0,
12/31/2003,189286.0,8630.0,0.0,44767.0,,,,65768.0,,,52467.0,,,,,,,0.0,118235.0,-2369.0,115866.0,1957.0,,8149.0,6025.0,2124.0,,,121.0,9796.0,,32470.0,86582.0,61059.0,25523.0,0.0,119052.0,20839,,,,,,23827.0,,,,,,,,6326.0,170044.0,0,5871.0,,,-1205.0,14508.0,68.0,19242.0,0.0,19242.0,189286.0,
03/31/2004,192093.0,7177.0,0.0,47049.0,,,,66221.0,,,53662.0,,,,,,,0.0,119883.0,-2238.0,117645.0,1924.0,,8120.0,6095.0,2025.0,,,148.0,10030.0,,31086.0,87878.0,74262.0,13616.0,0.0,118964.0,13431,,,,,,33568.0,,,,,,,,6678.0,172641.0,0,5852.0,,,-1853.0,15059.0,394.0,19452.0,0.0,19452.0,192093.0,
06/30/2004,190230.0,7476.0,0.0,41668.0,,,,67269.0,,,55561.0,,,,,,,0.0,122830.0,-2244.0,120586.0,1893.0,,8701.0,6226.0,2475.0,,,169.0,9737.0,,32786.0,87141.0,71314.0,15827.0,0.0,119927.0,11592,,,,,,33665.0,,,,,,,,6371.0,171555.0,0,5880.0,,,-2316.0,15644.0,-533.0,18675.0,0.0,18675.0,190230.0,
09/30/2004,192844.0,6969.0,0.0,41026.0,,,,67565.0,,,57261.0,,,,,,,0.0,124826.0,-2184.0,122642.0,1894.0,,8645.0,6226.0,2419.0,,,146.0,11522.0,,31585.0,83982.0,70011.0,13971.0,0.0,115567.0,12648,,,,,,38004.0,,,,,,,,7025.0,173244.0,0,5888.0,,,-2710.0,16260.0,162.0,19600.0,0.0,19600.0,192844.0,
12/31/2004,195104.0,6336.0,0.0,41481.0,,,,67758.0,,,58557.0,,,,,,,1439.0,127754.0,-2080.0,125674.0,1890.0,,7426.0,6241.0,1185.0,,,95.0,12202.0,,30756.0,89985.0,59392.0,30593.0,0.0,120741.0,13084,,,,,,34739.0,,,,,,,,7001.0,175565.0,0,5922.0,,,-3125.0,16758.0,-16.0,19539.0,0.0,19539.0,195104.0,
03/31/2005,198466.0,5881.0,0.0,44738.0,,,,68903.0,,,60002.0,,,,,,,0.0,128905.0,-2082.0,126823.0,1877.0,,7862.0,6277.0,1585.0,,,91.0,11194.0,,28880.0,90838.0,71751.0,19087.0,0.0,119718.0,14273,,,,,,38071.0,,,,,,,,7196.0,179258.0,0,5909.0,,,-3590.0,17276.0,-387.0,19208.0,0.0,19208.0,198466.0,
06/30/2005,203981.0,6442.0,0.0,44033.0,,,,70923.0,,,62521.0,,,,,,,0.0,133444.0,-2082.0,131362.0,1864.0,,8956.0,6372.0,2584.0,,,95.0,11229.0,,33401.0,88422.0,69690.0,18732.0,0.0,121823.0,20434,,,,,,34788.0,,,,,,,,7035.0,184080.0,0,5923.0,,,-3984.0,17849.0,113.0,19901.0,0.0,19901.0,203981.0,
09/30/2005,206895.0,6918.0,0.0,43211.0,,,,71758.0,,,64869.0,,,,,,,0.0,136627.0,-2055.0,134572.0,1850.0,,8958.0,6372.0,2586.0,,,85.0,11301.0,,30871.0,89924.0,69478.0,20446.0,0.0,120795.0,23061,,,,,,36257.0,,,,,,,,6918.0,187031.0,0,5933.0,,,-4318.0,18457.0,-208.0,19864.0,0.0,19864.0,206895.0,
12/31/2005,209465.0,8004.0,0.0,41454.0,,,,71405.0,,,66401.0,,,,,,,0.0,137806.0,-2041.0,135765.0,1841.0,,8761.0,7005.0,1756.0,,,61.0,13579.0,,32214.0,92495.0,56810.0,35685.0,0.0,124709.0,20200,,,,,,37069.0,,,,,,,,7401.0,189379.0,0,5927.0,,,-4413.0,19001.0,-429.0,20086.0,0.0,20086.0,209465.0,
03/31/2006,209907.0,7050.0,0.0,41449.0,,,,72626.0,,,66156.0,,,,,,,0.0,138782.0,-2035.0,136747.0,1817.0,,10395.0,7267.0,3128.0,,,0.0,12449.0,,29384.0,92360.0,69995.0,22365.0,0.0,121744.0,20651,,,,,,39327.0,,,,,,,,7929.0,189651.0,1000,5839.0,,,-5394.0,19568.0,-757.0,20256.0,0.0,20256.0,209907.0,
06/30/2006,213405.0,7234.0,0.0,38462.0,,,,73931.0,,,67451.0,,,,,,,2589.0,143971.0,-2039.0,141932.0,1817.0,,10441.0,7283.0,3158.0,,,0.0,13519.0,,30730.0,91989.0,69302.0,22687.0,0.0,122719.0,20570,,,,,,41952.0,,,,,,,,7749.0,192990.0,1000,5809.0,,,-5421.0,20164.0,-1137.0,20415.0,0.0,20415.0,213405.0,
09/30/2006,216855.0,6355.0,0.0,42169.0,,,,75567.0,,,68841.0,,,,,,,0.0,144408.0,-2034.0,142374.0,1835.0,,10615.0,7444.0,3171.0,,,0.0,13507.0,,30554.0,90407.0,69095.0,21312.0,0.0,120961.0,24783,,,,,,41230.0,,,,,,,,8955.0,195929.0,1000,5790.0,,,-6093.0,20770.0,-541.0,20926.0,0.0,20926.0,216855.0,
12/31/2006,219232.0,8639.0,0.0,40117.0,,,,74835.0,,,68762.0,,,,,,,3256.0,146853.0,-2022.0,144831.0,1835.0,,9338.0,7538.0,1800.0,,,0.0,14472.0,,32128.0,92754.0,56471.0,36283.0,0.0,124882.0,26933,,,,,,37602.0,,,,,,,,8618.0,198035.0,1000,5782.0,,,-6091.0,21242.0,-736.0,21197.0,0.0,21197.0,219232.0,
03/31/2007,221448.0,6287.0,0.0,44666.0,,,,75845.0,,,69000.0,,,,,,,0.0,144845.0,-2027.0,142818.0,1818.0,,10800.0,7585.0,3215.0,,,0.0,15059.0,,28666.0,89394.0,70557.0,18837.0,0.0,118060.0,28516,,,,,,44698.0,,,,,,,,9374.0,200648.0,1000,5765.0,,,-6972.0,21660.0,-653.0,20800.0,0.0,20800.0,221448.0,
06/30/2007,222530.0,6534.0,0.0,44066.0,,,,74880.0,,,70828.0,,,,,,,0.0,145708.0,-2028.0,143680.0,1798.0,,10945.0,7593.0,3352.0,,,0.0,15507.0,,29545.0,90157.0,70216.0,19941.0,0.0,119702.0,27160,,,,,,45946.0,,,,,,,,9392.0,202200.0,1000,5768.0,,,-7476.0,22110.0,-1072.0,20330.0,0.0,20330.0,222530.0,
09/30/2007,227628.0,6636.0,0.0,40371.0,,,,76529.0,,,72510.0,,,,,,,4601.0,153640.0,-2041.0,151599.0,1779.0,,10754.0,7604.0,3150.0,,,0.0,16489.0,,28272.0,94476.0,70916.0,23560.0,0.0,122748.0,28868,,,,,,45241.0,,,,,,,,10085.0,206942.0,1000,5768.0,,,-7554.0,22500.0,-1028.0,20686.0,0.0,20686.0,227628.0,
12/31/2007,237615.0,8884.0,0.0,43116.0,,,,80281.0,,,73546.0,,,,,,,4819.0,158646.0,-2058.0,156588.0,1779.0,,9228.0,7647.0,1581.0,,,0.0,18020.0,,33334.0,98111.0,58298.0,39813.0,0.0,131445.0,32370,,,,,,43440.0,,,,,,,,9314.0,216569.0,1000,5769.0,,,-7480.0,22693.0,-936.0,21046.0,0.0,21046.0,237615.0,
03/31/2008,241781.0,7323.0,,39916.0,,,,82713.0,,,75626.0,,,,,,,5202.0,163541.0,-2251.0,161290.0,1805.0,,10647.0,7685.0,2962.0,,,0.0,20800.0,,32870.0,105400.0,76895.0,28505.0,,138270.0,36392,,,,,,36229.0,,,,,,,,9318.0,220209.0,1500,5697.0,,,-7178.0,23033.0,-1480.0,21572.0,,21572.0,241781.0,
06/30/2008,246538.0,7956.0,,40245.0,,,,86385.0,,,79505.0,,,,,,,3788.0,169678.0,-2518.0,167160.0,1811.0,,11164.0,7851.0,3313.0,,,,18202.0,,33970.0,101161.0,76300.0,24861.0,,135131.0,41107,,,,,,39943.0,,,,,,,,8529.0,224710.0,1500,5702.0,,,-7075.0,23220.0,-1519.0,21828.0,,21828.0,246538.0,
09/30/2008,247055.0,7118.0,,38266.0,,,,88631.0,,,81232.0,,,,,,,3116.0,172979.0,-2767.0,170212.0,1775.0,,11058.0,7816.0,3242.0,,,,18626.0,,35476.0,104028.0,76697.0,27331.0,,139504.0,37423,,,,,,40110.0,,,,,,,,8343.0,225380.0,1500,5666.0,,,-6695.0,23032.0,-1828.0,21675.0,,21675.0,247055.0,
12/31/2008,265912.0,6859.0,0.0,37114.0,,,,89831.0,,,83948.0,,,,,,,14660.0,188439.0,-3514.0,184925.0,1790.0,,10211.0,8571.0,1640.0,,,0.0,25013.0,,37494.0,121856.0,67461.0,54395.0,0.0,159350.0,33983,,,,,,38359.0,,,,,,,,7920.0,239612.0,7931,5850.0,,,-6659.0,22541.0,-3363.0,26300.0,0.0,26300.0,265912.0,
03/31/2009,263624.0,6154.0,,39266.0,39215.0,51.0,0.0,88553.0,40425.0,48128.0,84836.0,13726.0,24602.0,18621.0,9030.0,5101.0,13756.0,15709.0,189098.0,-3947.0,185151.0,2057.0,2057.0,11117.0,8419.0,2698.0,,,0.0,19879.0,,38704.0,123862.0,90689.0,33173.0,0.0,162566.0,26007,,,,,26007.0,38825.0,,,,38825.0,,1056.0,1922.0,5306.0,235682.0,7939,5764.0,20.0,5744.0,-6546.0,23015.0,-2949.0,27223.0,719.0,27942.0,263624.0,
06/30/2009,265560.0,6381.0,,40805.0,40756.0,49.0,0.0,86426.0,40353.0,46073.0,85397.0,14874.0,24633.0,18665.0,9104.0,4309.0,13812.0,17859.0,189682.0,-4377.0,185305.0,2073.0,2073.0,11412.0,8451.0,2961.0,,,0.0,19584.0,,35684.0,128199.0,97691.0,30508.0,0.0,163883.0,29698,,,,,29698.0,39196.0,,,,39196.0,,951.0,1922.0,5024.0,240674.0,1500,8455.0,21.0,8434.0,-6540.0,23140.0,-2384.0,24171.0,715.0,24886.0,265560.0,
09/30/2009,265058.0,5016.0,,42336.0,42288.0,48.0,,84608.0,40442.0,44166.0,88589.0,16402.0,24740.0,19634.0,9426.0,4731.0,13656.0,15889.0,189086.0,-4825.0,184261.0,2251.0,2251.0,10201.0,8597.0,1604.0,,1646.0,0.0,19347.0,,34250.0,135505.0,104950.0,30555.0,0.0,169755.0,28166,,,,,28166.0,33249.0,,,,33249.0,,652.0,1922.0,5434.0,239178.0,1500,8329.0,21.0,8308.0,-6534.0,23629.0,-1753.0,25171.0,709.0,25880.0,265058.0,
12/31/2009,281176.0,6206.0,,44768.0,44721.0,47.0,0.0,82885.0,40630.0,42255.0,90011.0,16814.0,24914.0,20581.0,9544.0,4629.0,13529.0,26631.0,199527.0,-5079.0,194448.0,2263.0,2263.0,12417.0,9011.0,3406.0,3191.0,1011.0,0.0,16872.0,,38186.0,145056.0,96169.0,48887.0,0.0,183242.0,31312,,,,,31312.0,32580.0,,,,32580.0,433.0,3381.0,859.0,2708.0,254515.0,1500,8340.0,21.0,8319.0,-6509.0,24116.0,-1484.0,25963.0,698.0,26661.0,281176.0,
03/31/2010,282428.0,8380.0,,46913.0,46288.0,625.0,0.0,80519.0,40582.0,39937.0,89711.0,16222.0,24805.0,21037.0,9662.0,4675.0,13310.0,24807.0,195037.0,-5235.0,189802.0,2246.0,2246.0,10617.0,9007.0,1610.0,,1206.0,0.0,23264.0,,38913.0,145126.0,117922.0,27204.0,0.0,184039.0,31196,,,,,31196.0,32399.0,,,,32399.0,,332.0,795.0,6279.0,255040.0,1500,8288.0,21.0,8267.0,-6409.0,24597.0,-1267.0,26709.0,679.0,27388.0,282428.0,
06/30/2010,283243.0,5033.0,,48367.0,47777.0,590.0,,80710.0,33944.0,46766.0,90891.0,16762.0,24807.0,21771.0,10017.0,4176.0,13358.0,24895.0,196496.0,-5320.0,191176.0,2257.0,2257.0,12070.0,9002.0,3068.0,,1716.0,,22624.0,,41673.0,141450.0,113024.0,28426.0,0.0,183123.0,33797,,,,,33797.0,29137.0,,,,29137.0,,309.0,1065.0,6872.0,254303.0,1930,8313.0,21.0,8292.0,-6381.0,25367.0,-1060.0,28169.0,771.0,28940.0,283243.0,
09/30/2010,290654.0,4470.0,,48963.0,48406.0,557.0,0.0,81945.0,40380.0,41565.0,93634.0,16490.0,24993.0,22816.0,10671.0,5212.0,13452.0,27476.0,203055.0,-5321.0,197734.0,2304.0,2304.0,10458.0,9024.0,1434.0,,1899.0,0.0,24826.0,,40750.0,146656.0,118863.0,27793.0,0.0,187406.0,34341,,,,,34341.0,30353.0,,,,30353.0,,288.0,1005.0,7318.0,260711.0,1930,8331.0,21.0,8310.0,-6363.0,26147.0,-894.0,29151.0,792.0,29943.0,290654.0,
12/31/2010,307786.0,14487.0,,52978.0,51509.0,1469.0,0.0,83093.0,40821.0,42272.0,95926.0,16803.0,25357.0,24315.0,10897.0,5054.0,13500.0,26413.0,205432.0,-5310.0,200122.0,2487.0,2487.0,12167.0,8954.0,3213.0,3839.0,1519.0,0.0,20187.0,,45314.0,158938.0,114298.0,44640.0,0.0,204252.0,32557,,,,,32557.0,31537.0,,,,31537.0,656.0,3415.0,1011.0,4036.0,277464.0,1930,8315.0,21.0,8294.0,-6262.0,27005.0,-1469.0,29519.0,803.0,30322.0,307786.0,
03/31/2011,311462.0,13800.0,,60461.0,52248.0,8213.0,0.0,84709.0,41460.0,43249.0,96089.0,15874.0,25301.0,25671.0,10936.0,4951.0,13356.0,21381.0,202179.0,-5270.0,196909.0,2508.0,2508.0,10289.0,8947.0,1342.0,,1167.0,0.0,26328.0,,47039.0,161254.0,129344.0,31910.0,0.0,208293.0,31021,,,,,31021.0,31775.0,,,,31775.0,,135.0,960.0,7943.0,280127.0,1930,8236.0,21.0,8215.0,-6089.0,27769.0,-1339.0,30507.0,828.0,31335.0,311462.0,
06/30/2011,320874.0,15250.0,,65579.0,52299.0,13280.0,0.0,86040.0,41382.0,44658.0,97441.0,16111.0,25446.0,26261.0,11143.0,4833.0,13647.0,19944.0,203425.0,-5071.0,198354.0,2529.0,2529.0,10254.0,8950.0,1304.0,,1247.0,0.0,27661.0,,57310.0,157573.0,128087.0,29486.0,0.0,214883.0,29654,,,,,29654.0,32830.0,,,,32830.0,,711.0,949.0,8506.0,287533.0,2606,8256.0,21.0,8235.0,-6134.0,28701.0,-977.0,32452.0,889.0,33341.0,320874.0,
09/30/2011,330141.0,13708.0,,68378.0,52109.0,16269.0,0.0,89435.0,41488.0,47947.0,99935.0,16332.0,26039.0,27495.0,11453.0,4752.0,13864.0,20773.0,210143.0,-4950.0,205193.0,2581.0,2581.0,11608.0,8933.0,2675.0,,1778.0,0.0,26895.0,,64228.0,158404.0,130332.0,28072.0,0.0,222632.0,32029,,,,,32029.0,30624.0,,,,30624.0,,750.0,1048.0,8848.0,295931.0,2606,8269.0,21.0,8248.0,-6419.0,29704.0,-930.0,33230.0,980.0,34210.0,330141.0,
12/31/2011,340122.0,13962.0,,70814.0,51937.0,18877.0,0.0,92499.0,41765.0,50734.0,102549.0,17360.0,26544.0,28669.0,11508.0,4658.0,13810.0,21943.0,216991.0,-4753.0,212238.0,2657.0,2657.0,11663.0,8927.0,2736.0,3482.0,1619.0,,23687.0,,68579.0,162306.0,119805.0,42501.0,0.0,230885.0,30468,6986.0,,,,23482.0,31953.0,,,,31953.0,1187.0,4607.0,665.0,5386.0,305151.0,2606,8259.0,21.0,8238.0,-6472.0,30785.0,-1200.0,33978.0,993.0,34971.0,340122.0,
03/31/2012,340762.0,9561.0,,74254.0,52749.0,21505.0,,94891.0,41856.0,53035.0,102850.0,16572.0,26528.0,29610.0,11907.0,4557.0,13676.0,19438.0,217179.0,-4645.0,212534.0,2623.0,2623.0,10123.0,8941.0,1182.0,,1429.0,0.0,30238.0,,65013.0,168540.0,140874.0,27666.0,0.0,233553.0,27454,,,,,27454.0,30395.0,,,,30395.0,,1400.0,456.0,10590.0,303848.0,3694,8189.0,21.0,8168.0,-6744.0,31705.0,-944.0,35900.0,1014.0,36914.0,340762.0,
06/30/2012,353136.0,15403.0,,73948.0,39313.0,34635.0,,98091.0,42243.0,55848.0,104860.0,16905.0,26933.0,30463.0,12103.0,4529.0,13927.0,21394.0,224345.0,-4572.0,219773.0,2638.0,2638.0,10052.0,8934.0,1118.0,,1620.0,0.0,29702.0,,69905.0,171411.0,133936.0,37475.0,0.0,241316.0,30684,,,,,30684.0,28821.0,,,,28821.0,,1400.0,1512.0,10529.0,314262.0,4769,8197.0,21.0,8176.0,-7031.0,32687.0,-830.0,37792.0,1082.0,38874.0,353136.0,
09/30/2012,352253.0,9382.0,,74145.0,39636.0,34509.0,0.0,99723.0,42308.0,57415.0,106269.0,16402.0,27517.0,31504.0,12431.0,4289.0,14126.0,22037.0,228029.0,-4481.0,223548.0,2650.0,2650.0,9923.0,8943.0,980.0,,1822.0,,30783.0,,72982.0,171250.0,136583.0,34667.0,0.0,244232.0,27853,,,,,27853.0,26264.0,,,,26264.0,,1600.0,953.0,11526.0,312428.0,4769,8207.0,21.0,8186.0,-7442.0,33730.0,-603.0,38661.0,1164.0,39825.0,352253.0,
12/31/2012,353855.0,8252.0,,74528.0,40139.0,34389.0,0.0,103176.0,42434.0,60742.0,108845.0,17115.0,28096.0,32648.0,12593.0,4179.0,14214.0,19284.0,231305.0,-4424.0,226881.0,2670.0,2670.0,11849.0,9143.0,2706.0,3489.0,1388.0,0.0,24798.0,,74172.0,175011.0,132228.0,42783.0,0.0,249183.0,26302,,,,,26302.0,25516.0,,,,25516.0,1789.0,4809.0,634.0,5355.0,313588.0,4769,8222.0,21.0,8201.0,-7790.0,34720.0,-923.0,38998.0,1269.0,40267.0,353855.0,
03/31/2013,355447.0,6932.0,,75286.0,40570.0,34716.0,0.0,103723.0,42735.0,60988.0,108893.0,16229.0,16131.0,45984.0,12474.0,3893.0,14182.0,18454.0,231070.0,-4390.0,226680.0,2656.0,2656.0,10115.0,9152.0,963.0,,1241.0,0.0,32537.0,,67802.0,180210.0,148906.0,31304.0,0.0,248012.0,27126,,,,,27126.0,25239.0,,,,25239.0,,1300.0,667.0,12256.0,314600.0,4769,8159.0,21.0,8138.0,-8176.0,35720.0,-941.0,39531.0,1316.0,40847.0,355447.0,
06/30/2013,353415.0,6618.0,,74975.0,40307.0,34668.0,0.0,106483.0,43573.0,62910.0,111507.0,16649.0,28918.0,34651.0,12807.0,3785.0,14697.0,14751.0,232741.0,-4312.0,228429.0,2622.0,2622.0,10066.0,9156.0,910.0,,1461.0,0.0,29244.0,,70632.0,180936.0,147693.0,33243.0,0.0,251568.0,26179,,,,,26179.0,19724.0,,,,19724.0,,958.0,938.0,12998.0,312365.0,4756,8188.0,21.0,8167.0,-8680.0,36707.0,-1288.0,39683.0,1367.0,41050.0,353415.0,
09/30/2013,360681.0,11615.0,,76211.0,39307.0,36904.0,0.0,107636.0,43940.0,63696.0,114347.0,17063.0,29230.0,36484.0,13130.0,3673.0,14767.0,13254.0,235237.0,-4258.0,230979.0,2608.0,2608.0,10051.0,9173.0,878.0,,973.0,0.0,28244.0,,72333.0,189383.0,152861.0,36522.0,0.0,261716.0,26128,,,,,26128.0,18750.0,,,,18750.0,,1200.0,522.0,10813.0,319129.0,4756,8209.0,21.0,8188.0,-9174.0,37692.0,-1351.0,40132.0,1420.0,41552.0,360681.0,
