Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1995,23.014,17.916,25.198,23.087,2.111,-7.282,5.098,0.0,,,,1.122,3.976,-3.337,19.677,-11.911,0.0,11.911,7.766,0.0,0.0,7.766,-2.303,,5.463,0.0,,,5.463,0.0,5.463,0.0,,5.463,5.463,,37.220001,0.1475,0.1475,,37.220001,0.1475,0.1475,0.1475,
12/31/1995,23.513,19.504,27.738001,24.131001,3.607,-8.234,4.009,0.002,,,,1.142,2.865,-2.639,20.874,-11.53,0.0,11.53,9.344,0.0,0.0,9.344,-3.914,,5.43,0.0,,,5.43,0.0,5.43,0.0,,5.43,5.43,,37.448002,0.145,0.145,,37.448002,0.145,0.145,0.145,
03/31/1996,22.106,20.273,28.205,23.926001,4.279,-7.932,1.833,0.001,,,,1.275,0.557,-1.523,20.583,-12.788,0.0,12.788,7.795,0.0,0.0,7.795,-3.118,,4.677,0.0,,,4.677,0.0,4.677,0.0,,4.677,4.677,,36.683998,0.1275,0.1275,0.1275,38.18,0.1225,0.1225,0.1225,
06/30/1996,24.42,20.866,30.019,24.882,5.137,-9.153,3.554,0.0,,,,1.3,2.254,-2.065,22.355,-12.96,0.0,12.96,9.395,0.0,0.0,9.395,-3.758,,5.637,0.0,,,5.637001,0.0,5.637,0.0,,5.637,5.637,,36.964001,0.1525,0.1525,0.1525,38.664001,0.145,0.145,0.145,
09/30/1996,24.954999,22.941999,33.294999,26.254999,7.04,-10.353,2.013,0.0,,,,1.118,0.895,-2.962,21.993,-13.207,0.0,13.207,8.786,0.0,0.0,8.786,-3.514,,5.272,0.0,,,5.272,0.0,5.272,0.0,,5.272,5.272,,36.995998,0.1425,0.1425,0.1425,38.944,0.135,0.135,0.135,
12/31/1996,27.403001,23.194001,33.554001,25.936001,7.618,-10.36,4.209,0.0,,,,1.393,2.816,-3.876,23.527001,-13.727,0.0,13.727,9.8,0.0,0.0,9.8,-3.92,,5.88,0.0,,,5.88,0.0,5.88,0.0,,5.88,5.88,,37.236,0.16,0.16,0.16,39.200001,0.15,0.15,0.15,
03/31/1997,28.687,23.857,34.893001,26.172001,8.721,-11.036,4.83,0.002,,,,1.344,3.484,-3.348,25.339,-14.667,0.0,14.667,10.672001,0.0,0.0,10.672001,-4.482,,6.190001,0.0,,,6.190001,0.0,6.190001,0.0,,6.190001,6.190001,,37.976002,0.165,0.165,0.165,39.944,0.155,0.155,0.155,
06/30/1997,30.059002,27.082002,39.720001,30.318001,9.402,-12.638,2.977,0.044,,,,1.517,1.416,-2.618,27.441002,-15.754,0.0,15.754,11.687002,0.0,0.0,11.687002,-4.908,,6.779002,0.0,,,6.779002,0.0,6.779002,0.0,,6.779002,6.779002,,38.327999,0.175,0.175,0.175,40.327999,0.17,0.17,0.17,
09/30/1997,31.859999,29.053999,44.170999,33.273998,10.897,-15.117,2.806,0.033,,,,1.747,1.026,-1.716,30.143999,-17.618,0.0,17.618,12.525999,0.0,0.0,12.525999,-5.261,,7.264999,0.0,,,7.264999,0.0,7.264999,0.0,,7.264999,7.264999,,38.959999,0.185,0.185,0.184998,41.155998,0.175,0.175,0.175,
12/31/1997,33.482999,30.830999,47.188,34.34,12.848,-16.357,2.652,0.011,,,,1.676,0.965,-2.385,31.097999,-18.261999,0.0,18.261999,12.836,0.0,0.0,12.836,-5.392,,7.444,0.0,,,7.444,0.0,7.444,0.0,,7.444,7.444,,39.678001,0.19,0.19,0.19,41.200001,0.18,0.18,0.18,
03/31/1998,37.327998,31.936998,49.540998,35.543999,13.997,-17.604,5.391,0.474,,,,2.084,2.833,-5.48,31.847998,-18.903999,0.0,18.903999,12.944,0.0,0.0,12.944,-5.365,,7.579,0.0,,,7.579,0.0,7.579,0.0,,7.579,7.579,,40.132,0.19,0.19,0.19,41.708,0.18,0.18,0.18,
06/30/1998,39.834002,35.399002,54.730001,38.525002,16.205,-19.330999,4.435,0.003,,,,2.104,2.328,-4.024,35.810002,-21.410999,0.0,21.410999,14.399,0.0,0.0,14.399,-5.836,,8.563,0.0,,,8.563,-0.362,8.201,0.0,,8.201,8.201,,40.523998,0.2,0.2,0.2,42.0,0.195,0.195,0.195,
09/30/1998,46.172162,38.456161,60.192001,42.435001,17.757,-21.73584,7.716,4.149,,,,2.227,1.34,-10.557,35.615162,-20.238001,0.0,20.238001,15.377,0.0,0.0,15.377,-6.002,,9.375,0.0,,,9.375,-0.825,8.55,0.0,,8.55,8.55,,40.700001,0.21,0.21,0.21,41.959999,0.205,0.205,0.205,
12/31/1998,46.443,40.823,60.764999,43.937,16.827999,-19.941999,5.62,0.614,,,,2.712,2.294,-17.098,29.345,-21.08,0.0,21.08,8.265,0.0,0.0,8.265,-2.914,,5.351,0.0,,,5.351,-0.825,4.526,0.0,,4.526,4.526,,40.779999,0.11,0.11,0.11,41.574001,0.11,0.11,0.11,
03/31/1999,46.653998,41.401999,62.353998,43.509998,18.844,-20.952,5.252,0.131,,,,3.336,1.785,-7.968,38.685999,-24.712,0.0,24.712,13.974,0.0,0.0,13.974,-5.313,,8.661,0.0,,,8.661,-0.825,7.836,0.0,,7.836,7.836,,40.976002,0.19,0.19,0.19,41.616001,0.19,0.19,0.19,
06/30/1999,53.229999,46.771999,68.723999,46.473999,22.25,-21.952,6.458,-0.374,,,,4.151,2.681,-10.802,42.427999,-26.972,0.0,26.972,15.456,0.0,0.0,15.456,-5.678,,9.778,0.0,,,9.778,-0.825,8.953,0.0,,8.953,8.953,,41.026001,0.22,0.22,0.22,41.813999,0.21,0.21,0.21,
09/30/1999,67.803002,54.389002,75.386002,51.228001,24.158001,-20.997,13.414,0.0,,,,6.274,7.14,-21.563,46.240002,-28.891001,0.0,28.891001,17.349001,0.0,0.0,17.349001,-6.015,,11.334,0.0,,,11.334001,-0.825,10.509,0.0,,10.509,10.509,,41.203999,0.26,0.26,0.26,42.453999,0.25,0.25,0.25,
12/31/1999,96.607001,62.876,75.405001,52.965,22.440001,-12.529,33.731,1.299,,,,3.03,29.402,-12.074,84.533,-41.784,0.0,41.784,42.749001,0.0,0.0,42.749001,-17.024,,25.725,0.0,,,25.725,-0.825,24.9,0.0,,24.9,24.9,,41.818001,0.6,0.6,0.6,43.720001,0.57,0.57,0.57,
03/31/2000,152.634001,71.499999,84.875999,60.32,24.556,-13.376,81.134002,29.888,,,,9.964,41.282001,-12.572,140.062001,-46.694,0.0,46.694,93.367996,0.0,0.0,93.367996,-37.888,,55.48,0.0,,,55.479996,-0.825,54.654999,0.0,0.0,54.654999,54.654999,,45.248001,1.21,1.21,1.21,47.528,1.15,1.15,1.15,
06/30/2000,116.492997,81.897998,95.065998,65.961998,29.104,-13.168,34.594999,2.245,,,,13.8,18.549999,-11.058,105.434998,-48.174999,0.0,48.174999,57.259998,0.0,0.0,57.259998,-22.700001,,34.560001,0.0,,,34.559998,-0.825,33.735001,0.0,0.0,33.735001,33.735001,,45.585999,0.74,0.74,0.74,47.979,0.7,0.7,0.7,
09/30/2000,130.823996,87.765996,102.707996,72.672997,30.035,-14.942,43.058,3.817,,,,15.463,23.778,-22.679001,108.144995,-49.199001,0.0,49.199001,58.945999,0.0,0.0,58.945999,-23.391001,,35.555,0.0,,,35.554998,-0.616,34.938999,0.0,0.0,34.938999,34.938999,,47.334,0.74,0.74,0.74,50.285999,0.69,0.69,0.69,
12/31/2000,119.527002,88.684003,104.110003,73.579002,30.531,-15.426,30.842999,1.115,,,,18.525999,11.202,-8.293,111.234001,-50.993,0.0,50.993,60.241001,0.0,0.0,60.241001,-23.927999,,36.313,0.0,,,36.313002,-0.574,35.738998,0.0,0.0,35.738998,35.738998,,48.429001,0.74,0.74,0.74,50.998001,0.7,0.7,0.7,
03/31/2001,105.611,81.735999,94.459999,66.279999,28.18,-12.724,23.875001,-0.336,,,,17.158001,7.053,-4.903,100.708,-45.327999,0.0,45.327999,55.380001,0.0,0.0,55.380001,-21.722,,33.658001,0.0,,,33.658001,-0.322,33.335999,0.0,0.0,33.335999,33.335999,,48.826,0.68,0.68,0.68,51.076,0.65,0.65,0.65,
06/30/2001,88.138,69.919,79.323,56.473,22.85,-9.404,18.219,-1.248,,,,14.084,5.383,-5.931,82.207,-43.847,0.0,43.847,38.36,-0.112,0.112,38.248,-14.116,,24.244,0.0,,,24.132,-0.112,24.132,0.0,0.0,24.132,24.132,,48.662,0.5,0.5,0.5,50.16,0.48,0.48,0.48,
09/30/2001,76.879,59.893,68.445,47.57,20.875,-8.552,16.986,-2.365,,,,14.958,4.393,-5.89,70.989,-43.422001,0.0,43.422001,27.566999,0.0,0.0,27.566999,-11.189,,16.378,0.0,,,16.377999,2.224,18.601999,0.0,0.0,18.601999,18.601999,,47.819,0.39,0.39,0.39,48.973999,0.38,0.38,0.38,
12/31/2001,67.990001,51.437002,58.098001,39.957001,18.141001,-6.661,16.552999,-3.624,,,,14.249,5.928,0.0,67.990001,-48.416,0.0,48.416,19.573999,-4.8,4.8,14.773999,-5.971,,8.803,0.0,,,8.802999,3.281,12.084,0.0,0.0,12.084,12.084,,45.577,0.27,0.27,0.34,46.818001,0.26,0.26,0.33,
03/31/2002,65.078,48.177,54.385,38.57,15.815,-6.208,16.901,-2.597,,,,8.975,10.523,-3.426,61.652,-42.493,,42.493,19.159,0.0,0.0,19.159,-7.639,,11.52,,,,11.52,1.84,13.36,0.0,0.0,13.36,13.36,,44.53,0.3,0.3,0.3,46.07,0.29,0.29,0.29,
06/30/2002,67.927,49.073,53.711,40.243,13.468,-4.638,18.854,-2.001,,,,18.067,2.788,3.207,71.134,-48.272,0.0,48.272,22.862,0.0,0.0,22.862,-8.528,,14.334,0.0,,,14.334,0.651,14.985,0.0,0.0,14.985,14.985,,45.389,0.33,0.33,0.33,46.975,0.32,0.32,0.32,
09/30/2002,64.115,47.852,52.51,40.633,11.877,-4.658,16.263,-2.063,,,,15.199,3.127,-2.63,61.485,-45.764,0.0,45.764,15.721,0.0,0.0,15.721,-4.925,,10.796,0.0,,,10.796,2.3,13.096,0.0,0.0,13.096,13.096,,43.993,0.3,0.3,0.3,44.888,0.29,0.29,0.29,
03/31/2003,65.424,47.978,50.639,38.666,11.973,-2.661,17.446,-4.705,,,,16.855,5.296,-3.384,62.04,-50.108,,50.108,11.932,0.0,0.0,11.932,-4.993,,6.939,,,,6.939,3.479,10.418,,0.0,10.418,10.418,,39.092,0.27,0.27,0.27,39.783,0.26,0.26,0.26,
06/30/2003,63.892,46.387,49.406,39.263,10.143,-3.019,17.505,-3.839,,,,18.036,3.308,-1.162,62.73,-49.89,,49.89,12.84,-17.0,17.0,-4.16,0.819,,-3.341,,,,-3.341,2.765,-0.576,,0.0,-0.576,-0.576,,36.735,-0.02,-0.02,-0.02,37.814,-0.02,-0.02,-0.02,
09/30/2003,67.614,46.274,49.751,37.644,12.107,-3.477,21.34,1.317,,,,16.154,3.869,7.449,75.063,-48.804,0.0,48.804,26.259,0.0,0.0,26.259,-8.837,,17.422,0.0,,,17.422,0.007,17.429,0.0,0.0,17.429,17.429,,34.205,0.51,0.51,0.51,35.348,0.49,0.49,0.49,
12/31/2003,66.664,46.388,50.997,36.69,14.307,-4.609,20.276,4.333,,,,13.534,2.409,5.471,72.135,-51.976,0.0,51.976,20.159,-46.0,46.0,-25.841,9.357,,-16.484,0.0,,,-16.484,1.438,-15.046,0.0,0.0,-15.046,-15.046,,34.195,-0.44,-0.44,0.38,34.195,-0.44,-0.44,0.38,
03/31/2004,75.706,50.82,53.56,38.076,15.484,-2.74,24.886,1.322,,,,18.574,4.99,-0.017,75.689,-53.169,1.281,51.888,22.52,0.0,0.0,22.52,-8.029,,14.491,,,,14.491,-0.481,14.01,0.0,0.0,14.01,14.01,,34.881,0.4,0.4,0.4,36.722,0.38,0.38,0.38,
06/30/2004,83.831,53.363,56.199,37.331,18.868,-2.836,30.468,4.348,,,,23.196,2.924,6.175,90.006,-66.349,0.0,66.349,23.657,0.0,0.0,23.657,-9.129,,14.528,0.0,,,14.528,-0.067,14.461,0.0,0.0,14.461,14.461,,35.049,0.41,0.41,0.41,37.127,0.39,0.39,0.39,
09/30/2004,80.991,60.046,62.946,42.615,20.331,-2.9,20.945,2.199,,,,15.442,3.304,1.39,82.381,-56.553,0.0,56.553,25.828,-1.91,1.91,23.918,-8.525,,15.393,0.0,,,15.393,-0.002,15.391,0.0,0.0,15.391,15.391,,35.303,0.44,0.44,0.47,37.524,0.41,0.41,0.44,
12/31/2004,98.806,66.953,69.868,48.598,21.27,-2.915,31.853,10.942,,,,16.803,4.108,3.369,102.175,-65.186,,65.186,36.989,0.0,0.0,36.989,-13.656,,23.333,,,,23.333,-2.54,20.793,,0.0,20.793,20.793,,35.622925,0.58,0.58,0.58,38.610543,0.54,0.54,0.54,
03/31/2005,94.495,69.126,72.183,50.415,21.768,-3.057,25.369,5.228,,,,17.084,3.057,3.814,98.309,-60.815,,60.815,37.494,0.0,0.0,37.494,-14.999,,22.495,0.0,,,22.495,0.441,22.936,,0.0,22.936,22.936,,35.632,0.64,0.64,0.64,38.766,0.59,0.59,0.59,
06/30/2005,101.823,71.69,75.469,53.331,22.138,-3.779,30.133,8.484,,,,19.541,2.108,-0.814,101.009,-66.325,0.0,66.325,34.684,0.0,0.0,34.684,-14.16,,20.524,0.0,,,20.524,0.372,20.896,0.0,0.0,20.896,20.896,,35.01,0.6,0.6,0.6,38.474,0.54,0.54,0.54,
09/30/2005,102.657,78.064,82.957,60.109,22.848,-4.893,24.593,2.537,,,,18.554,3.502,-1.427,101.23,-61.983,,61.983,39.247,0.0,0.0,39.247,-14.907,,24.34,,,,24.34,-1.281,23.059,0.0,0.0,23.059,23.059,,34.838,0.66,0.66,0.66,38.455,0.6,0.6,0.6,
12/31/2005,117.813,80.413,85.85,64.959,20.891,-5.437,37.4,12.714,,,,23.642,1.044,-1.81,116.003,-70.737,0.0,70.737,45.266,34.684,-34.684,79.95,-16.692,,28.574,0.0,,,63.258,-2.928,25.646,0.0,0.0,25.646,25.646,,34.98,0.733162,0.733162,0.733162,38.261,0.670291,0.670291,0.670291,
03/31/2006,107.28,83.879,89.405,68.188,21.217,-5.526,23.401,2.166,,,,16.603,4.632,2.474,109.754,-70.688,,70.688,39.066,0.0,0.0,39.066,-16.743,,22.323,-0.192,,,22.515,-0.244,22.271,0.0,0.0,22.271,22.271,,35.086,0.63,0.63,0.63,38.447,0.58,0.57,0.57,
06/30/2006,126.74,85.762,93.13,72.749,20.381,-7.368,40.978,16.807,,,,18.699,5.472,-4.602,122.138,-75.204,,75.204,46.934,-18.434,18.434,28.5,-9.092,,19.408,,,,19.408,-5.814,13.594,0.0,0.0,13.594,13.594,,34.968,0.39,0.39,0.39,37.991,0.36,0.36,0.36,
09/30/2006,120.776,89.808,100.304,81.847,18.457,-10.496,30.968,6.374,,,,18.918,5.676,-2.767,118.009,-75.007,0.0,75.007,43.002,0.0,0.0,43.002,-18.751,,24.251,0.0,,,24.251,0.919,25.17,0.0,0.0,25.17,25.17,,34.417,0.73,0.73,0.73,37.054,0.68,0.68,0.68,
12/31/2006,138.867,93.008,104.8,87.306,17.494,-11.792,45.859,10.647,,,,27.427,7.785,-4.982,133.885,-83.17,0.0,83.17,50.715,0.0,0.0,50.715,-21.196,,29.519,0.0,,,29.519,-1.169,28.35,0.0,0.0,28.35,28.35,,34.290427,0.83,0.83,0.83,37.0236,0.77,0.77,0.77,
03/31/2007,140.825,93.364,105.966,89.066,16.9,-12.602,47.461,19.483,,,,21.091,6.887,0.407,141.232,-82.117,0.0,82.117,59.115,0.0,0.0,59.115,-20.368,,38.747,0.0,,,38.747,-10.356,28.391,0.0,0.0,28.391,28.391,,34.422,0.82,0.82,0.82,37.163,0.76,0.76,0.76,
06/30/2007,150.276,94.576,109.731,93.392,16.339,-15.155,55.7,24.197,,,,22.467,9.036,-8.117,142.159,-80.712,0.0,80.712,61.447,-17.204,17.204,44.243,-15.553,,28.69,0.0,,,28.69,-5.825,22.865,0.0,0.0,22.865,22.865,,34.319,0.67,0.67,0.96,37.408,0.61,0.61,0.88,
09/30/2007,160.742,95.708,113.171,97.728,15.443,-17.463,65.034,30.223,,,,24.897,9.914,-3.155,157.587,-82.959,0.0,82.959,74.628,0.0,0.0,74.628,-26.054,,48.574,0.0,,,48.574,-10.458,38.116,0.0,0.0,38.116,38.116,,34.029,1.12,1.12,1.12,36.869,1.03,1.03,1.03,
12/31/2007,150.474,97.285,114.518,99.533,14.985,-17.233,53.189,22.506,,,,24.207,6.476,-5.971,144.503,-83.477,0.0,83.477,61.026,0.0,0.0,61.026,-24.803,,36.223,0.0,,,36.223,-1.957,34.266,0.0,0.0,34.266,34.266,,33.043715,1.04,1.04,1.04,35.73787,0.96,0.96,0.96,
03/31/2008,132.343,90.778,108.583,93.876,14.707,-17.805,37.234,0.0,0.0,,,26.199,11.035,-7.723,124.62,-83.437,0.0,83.437,41.183,0.0,0.0,41.183,-18.283,,22.9,0.0,,,22.9,4.218,27.118,0.0,0.0,27.118,27.118,0.0,32.28,0.84,0.84,0.84,34.583,0.78,0.78,0.78,
06/30/2008,131.311,86.796,103.863,88.199,15.664,-17.067,44.515,14.408,,,,24.348,5.759,-8.351,122.96,-83.331,0.0,83.331,39.629,-3.858,3.858,35.771,-16.291,,19.48,0.0,,,19.48,1.534,21.014,0.0,0.0,21.014,21.014,,32.054,0.66,0.66,0.78,34.192,0.61,0.61,0.72,
09/30/2008,135.049,94.611,113.395,96.968,16.427,-18.784,40.438,14.237,,,,24.288,1.913,-13.682,121.367,-80.431,0.0,80.431,40.936,0.0,0.0,40.936,-16.711,,24.225,0.0,,,24.225,1.693,25.918,0.0,0.0,25.918,25.918,0.0,32.535,0.8,0.8,0.8,33.778,0.77,0.77,0.77,
12/31/2008,122.07,96.41,113.65,97.721,15.929,-17.24,25.66,3.858,,,,19.944,1.858,-70.957,51.113,-61.83,,61.83,-10.717,0.0,0.0,-10.717,-0.863,,-11.58,,,,-11.58,11.694,0.114,-0.707,0.0,-0.593,-0.593,0.0,32.809705,-0.02,-0.02,-0.02,33.450626,-0.02,-0.02,-0.02,
