Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1994,1026.312988,350.050994,253.660995,96.389999,147.003998,,,102.025002,,,,,93.720001,,,,,,692.799988,212.748001,289.309998,-76.561996,0.0,120.764999,,,,120.764999,333.513,,33.925999,33.925999,,,,88.947998,,,,,,155.559993,,,155.559993,278.43399,25.719,,,,,3.461,,,,3.461,29.18,307.61399,0.0,318.18399,,,-58.271,,458.786015,718.699005,0.0,718.699005,1026.312995,
03/31/1995,871.052979,225.214005,191.169006,34.044998,137.604996,,,85.897003,,,,,73.097,,,,,,521.812988,178.244003,,,0.0,170.996002,,,,170.996002,349.240005,,79.816002,79.816002,,,,66.223,,,,,,145.408997,,,145.408997,291.447998,9.225,,,,,43.112,,,,43.112,52.337,343.784998,0.0,206.488007,,,-52.127998,,372.907997,527.268005,0.0,527.268005,871.053003,
06/30/1995,890.778015,217.120995,180.524994,36.596001,145.337006,,,96.426003,,,,,71.844002,,,,,,530.728027,192.070007,,,0.0,167.979996,,,,167.979996,360.050003,,71.167999,71.167999,,,,54.801998,,,,,,128.468998,,,128.468998,254.438995,9.111,,,,,41.942001,,,,41.942001,51.053001,305.491997,0.0,204.983002,,,-35.23,,415.533009,585.286011,0.0,585.286011,890.778008,
09/30/1995,831.130981,161.558999,155.042999,6.516,146.876999,,,104.932999,,,,,46.379002,,,,,,459.747986,197.335999,,,0.0,174.046997,,,,174.046997,371.382996,,81.380997,81.380997,,,,28.568001,,,,,,28.733009,,,28.733009,138.682007,9.115,,,,,40.766998,,,,40.766998,49.881998,188.564005,0.0,214.223007,,,-31.031,,459.374994,642.567001,0.0,642.567001,831.131006,
12/31/1995,1109.93396,161.153,117.320999,43.832001,214.231995,,,148.572006,,,,,51.234001,,,,,,575.190979,256.092987,370.506012,-114.413002,70.415001,208.235001,,,,208.235001,534.742989,,43.057999,43.057999,,,,57.52,,,,,,183.144993,,,183.144993,283.722992,0.0,,,,,52.061001,,,,52.061001,52.061001,335.783993,0.0,388.401001,,,-26.296,,412.044993,774.149994,0.0,774.149994,1109.933987,
03/31/1996,1241.598999,144.424999,104.068001,40.356998,229.033997,,,169.391006,,,,,31.226999,,,,,,574.077026,269.553986,,,113.056,284.911987,,,,284.911987,667.521973,,109.718002,109.718002,,,,156.334,,,,,,146.766998,,,146.766998,412.819,0.0,,,,,33.278,,,,33.278,33.278,446.097,0.0,400.588989,,,-16.381001,,411.293995,795.501984,0.0,795.501984,1241.598984,
06/30/1996,1257.734985,78.130001,52.698002,25.431999,266.283997,,,190.330994,,,,,48.581001,,,,,,583.325989,287.195007,,,91.561996,295.652008,,,,295.652008,674.409012,,116.946999,116.946999,,,,260.723999,,,,,,87.665001,,,87.665001,465.335999,0.0,,,,,41.833,,,,41.833,41.833,507.168999,0.0,379.585999,,,-58.127998,,429.108009,750.56601,0.0,750.56601,1257.735008,
09/30/1996,1357.151001,83.118998,59.419998,23.698999,283.016998,,,209.837006,,,,,66.551003,,,,,,642.523987,319.350006,,,0.0,395.277008,,,,395.277008,714.627014,,147.106995,147.106995,,,,225.983002,,,,,,119.609009,,,119.609009,492.699005,0.0,,,,,33.323002,,,,33.323002,33.323002,526.022007,0.0,388.618988,,,-46.326,,488.83601,831.128998,0.0,831.128998,1357.151005,
12/31/1996,1585.045044,117.781002,72.175003,45.605999,321.024994,,,236.669998,,,,,141.341003,,,,,,816.817017,362.302002,529.72699,-167.425003,55.735001,350.19101,,,,350.19101,768.228013,,66.876999,66.876999,,,,240.556,,,,,,174.383011,,,174.383011,481.81601,0.0,,,,,108.113998,,,,108.113998,108.113998,589.930008,0.0,439.029999,,,-23.743,,579.828022,995.115021,0.0,995.115021,1585.045029,
03/31/1997,1559.58606,78.881001,71.554001,7.327,302.009003,,,253.654007,62.283001,45.303001,146.067993,,129.891006,,,,,,764.434998,381.673004,,,105.248001,308.230011,308.230011,,,0.0,795.151016,,147.020004,147.020004,,,,222.806,,,,,,87.169998,,,87.169998,456.996002,0.0,,,,,132.022995,,,,132.022995,132.022995,589.018997,0.0,379.574005,,,-9.506,,600.498981,970.566986,0.0,970.566986,1559.585983,
06/30/1997,1742.052002,86.319,54.140999,32.178001,361.876007,,,306.558014,90.0,50.0,167.0,,154.451004,,,,,,909.203979,421.703003,608.013977,-186.311005,91.041,320.104004,320.104004,,,0.0,832.848007,,210.537003,210.537003,,,,350.265015,,,,,,112.666733,,,112.666733,673.46875,0.0,,,,,118.970001,,,,118.970001,118.970001,792.438751,0.0,453.084991,,,-75.828003,,572.350006,949.606995,0.0,949.606995,1742.045746,
09/30/1997,1857.831055,96.938999,54.269001,42.669998,385.554993,,,362.963989,115.0,45.0,203.0,,155.125,,,,,,1000.583008,456.083008,652.39801,-196.315002,81.777,319.388,319.388,,,0.0,857.248009,,213.287003,213.287003,,,,365.90799,,,,,,88.537979,,,88.537979,667.732971,49.855,,,,,118.550003,,,,118.550003,168.405003,836.137974,0.0,434.425995,,,-75.811996,,663.079025,1021.693024,0.0,1021.693024,1857.830997,
12/31/1997,1924.27002,80.309,57.993,22.316,365.463013,,,391.579987,136.391006,45.682999,209.505997,,183.132004,,,,,,1020.484009,498.96701,706.515015,-207.548004,66.238998,338.579987,313.346008,,,25.233979,903.785995,,98.877998,98.877998,,,,447.208008,,,,,,247.322014,,,247.322014,793.40802,46.325001,,,,,127.238998,,,,127.238998,173.563999,966.972019,0.0,434.511993,,,-96.260002,,619.046013,957.298004,0.0,957.298004,1924.270023,
03/31/1998,2125.101074,154.531006,142.587006,11.944,423.178986,,,432.406006,160.947006,56.856998,214.602005,,188.960007,,,,,,1199.07605,526.618042,750.119019,-223.5,,399.407013,312.110992,,,87.296021,926.025055,,66.514,66.514,,,,17.698999,,,,,,296.006025,,,296.006025,380.219025,554.888,,,,,128.177002,,,,128.177002,683.065002,1063.284027,0.0,434.513,,,-63.639,,690.943016,1061.817017,0.0,1061.817017,2125.101044,
06/30/1998,2229.237061,155.919997,148.587997,7.332,440.123993,,,459.871002,180.531006,62.705002,216.634995,,205.759995,,,,,,1261.674927,562.529968,796.617981,-234.087997,,405.032013,319.660004,,,85.372009,967.561981,,67.078003,67.078003,,,,27.127001,,,,,,270.98802,,,270.98802,365.193024,551.192017,,,,,130.539993,,,,130.539993,681.73201,1046.925034,0.0,463.959991,,,-11.626,,729.97799,1182.311981,0.0,1182.311981,2229.237015,
09/30/1998,3994.00708,200.348006,194.850006,5.498,494.056,,,491.828003,190.417999,65.445,235.964996,,185.951996,,,,,,1372.18396,670.692017,924.473999,-253.781998,,1951.130981,1792.767944,,,158.363037,2621.822998,,70.802002,70.802002,,,,2084.0,,,,,,482.541992,,,482.541992,2637.343994,553.875,,,,,77.746002,,,,77.746002,631.621002,3268.964996,0.0,490.393005,,,0.0,,234.649002,725.042007,0.0,725.042007,3994.007004,
12/31/1998,3892.711,75.403,70.33,5.073,537.786,537.786,,461.981,130.195,82.861,248.925,0.0,191.457,,,,,,1266.627,679.882,945.339,-265.457,34.058,1912.144,1813.535,876.843,936.692,98.609,2626.084,,108.597,108.597,,,,1027.487,,,,,,483.574,,,483.574,1619.658,1363.822,,,,,88.094,,,,88.094,1451.916,3071.574,,510.692,,,,381.246,-70.801,821.137,,821.137,3892.711,
03/31/1999,3876.0,114.0,110.0,4.0,547.0,,,463.0,150.0,71.0,242.0,0.0,179.0,,,,,,1303.0,648.0,931.0,-283.0,,1925.0,1786.0,,,139.0,2573.0,,338.0,338.0,,,,1027.0,,,,,,242.0,,,242.0,1607.0,1260.0,,,,,88.0,,,,88.0,1348.0,2955.0,0.0,541.0,,,0.0,,380.0,921.0,0.0,921.0,3876.0,
06/30/1999,3746.0,74.0,69.0,5.0,491.0,,,456.0,160.0,68.0,228.0,0.0,171.0,,,,,,1192.0,627.0,,,0.0,1927.0,1774.0,,,153.0,2554.0,,358.0,358.0,,,,503.0,,,,,,84.0,,,84.0,945.0,1060.0,,,,,83.0,,,,83.0,1143.0,2088.0,0.0,1185.0,,,0.0,,473.0,1658.0,0.0,1658.0,3746.0,
09/30/1999,3639.0,72.0,72.0,0.0,436.0,,,414.0,130.0,64.0,220.0,0.0,173.0,,,,,,1095.0,632.0,976.0,-344.0,0.0,1912.0,1749.0,,,163.0,2544.0,,405.0,405.0,,,,559.0,,,,,,78.0,,,78.0,1042.0,761.0,,,,,83.0,,,,83.0,844.0,1886.0,0.0,1211.0,,,0.0,,542.0,1753.0,0.0,1753.0,3639.0,
12/31/1999,3572.0,78.0,64.0,14.0,445.0,,,376.0,122.0,60.0,194.0,0.0,156.0,,,,,,1055.0,604.0,940.0,-336.0,55.0,1858.0,1726.0,840.0,886.0,132.0,2517.0,,92.0,92.0,,,,600.0,,,,,,363.0,,,363.0,1055.0,678.0,,,,,115.0,,,,115.0,793.0,1848.0,0.0,1214.0,,,-126.0,,636.0,1724.0,0.0,1724.0,3572.0,
03/31/2000,3514.0,79.0,56.0,23.0,423.0,,,355.0,121.0,59.0,175.0,0.0,158.0,,,,,,1015.0,593.0,945.0,-352.0,0.0,1906.0,1709.0,,,197.0,2499.0,,343.0,343.0,,,,612.0,,,,,,89.0,,,89.0,1044.0,570.0,,,,,120.0,,,,120.0,690.0,1734.0,0.0,1215.0,,,-149.0,,714.0,1780.0,0.0,1780.0,3514.0,
06/30/2000,3483.0,44.0,44.0,0.0,417.0,,,334.0,123.0,54.0,157.0,0.0,164.0,,,,,,959.0,586.0,938.0,-352.0,90.0,1848.0,1713.0,,,135.0,2524.0,,361.0,361.0,,,,443.0,,,,,,128.0,,,128.0,932.0,567.0,,,,,116.0,,,,116.0,683.0,1615.0,0.0,1216.0,,,-182.0,,834.0,1868.0,0.0,1868.0,3483.0,
09/30/2000,3413.0,50.0,45.0,5.0,395.0,,,327.0,163.0,59.0,105.0,0.0,163.0,,,,,,935.0,569.0,939.0,-370.0,0.0,1909.0,1694.0,,,215.0,2478.0,,65.0,65.0,,,,294.0,,,,,,444.0,,,444.0,803.0,566.0,,,,,110.0,,,,110.0,676.0,1479.0,0.0,1214.0,,,-197.0,,917.0,1934.0,0.0,1934.0,3413.0,
12/31/2000,3427.0,60.0,54.0,6.0,361.0,,,354.0,123.0,59.0,172.0,0.0,217.0,,,,,,992.0,567.0,942.0,-375.0,99.0,1769.0,1671.0,821.0,850.0,98.0,2435.0,,67.0,67.0,,,,260.0,260.0,0.0,0.0,,,492.0,,,492.0,819.0,574.0,562.0,12.0,12.0,,99.0,,,,99.0,673.0,1492.0,0.0,1214.0,,,-282.0,,1003.0,1935.0,0.0,1935.0,3427.0,
03/31/2001,3525.0,84.0,84.0,0.0,370.0,,,361.0,98.0,63.0,200.0,0.0,246.0,,,,,,1061.0,565.0,958.0,-393.0,0.0,1899.0,1162.0,816.0,346.0,737.0,2464.0,,420.0,420.0,,,,340.0,,,,,,139.0,,,139.0,899.0,568.0,,,,,97.0,,,,97.0,665.0,1564.0,0.0,1219.0,,,-250.0,,992.0,1961.0,0.0,1961.0,3525.0,
06/30/2001,3590.0,83.0,55.0,28.0,377.0,,,319.0,93.0,68.0,158.0,0.0,219.0,,,,,,998.0,584.0,1004.0,-420.0,0.0,2008.0,1883.0,825.0,1058.0,125.0,2592.0,,469.0,469.0,,,,556.0,,,,,,104.0,,,104.0,1129.0,568.0,,,,,96.0,,,,96.0,664.0,1793.0,0.0,1221.0,,,-231.0,,807.0,1797.0,0.0,1797.0,3590.0,
09/30/2001,3764.0,99.0,99.0,0.0,391.0,,,324.0,98.0,72.0,154.0,0.0,213.0,,,,,,1027.0,608.0,1059.0,-451.0,0.0,2129.0,1960.0,860.0,1100.0,169.0,2737.0,,478.0,478.0,,,,348.0,348.0,0.0,0.0,,,115.0,,,115.0,941.0,859.0,859.0,0.0,0.0,,100.0,,,,100.0,959.0,1900.0,0.0,1220.0,,,-210.0,,854.0,1864.0,0.0,1864.0,3764.0,
12/31/2001,3974.0,185.0,180.0,5.0,370.0,,,303.0,88.0,69.0,146.0,0.0,248.0,,,,,,1106.0,592.0,1045.0,-453.0,0.0,2276.0,2064.0,916.0,1148.0,212.0,2868.0,,475.0,475.0,,,,231.0,231.0,0.0,0.0,,,125.0,,,125.0,831.0,973.0,973.0,0.0,0.0,,155.0,,,,155.0,1128.0,1959.0,0.0,1229.0,,,-173.0,,959.0,2015.0,0.0,2015.0,3974.0,
03/31/2002,4015.0,201.0,201.0,0.0,379.0,,,292.0,72.0,65.0,155.0,0.0,251.0,,,,,,1123.0,608.0,1079.0,-471.0,0.0,2284.0,2031.0,905.0,1126.0,253.0,2892.0,,406.0,406.0,,,,334.0,,,,,,149.0,,,149.0,889.0,909.0,,,,,115.0,,,,115.0,1024.0,1913.0,0.0,1227.0,,,-158.0,,1033.0,2102.0,0.0,2102.0,4015.0,
06/30/2002,4117.0,144.0,144.0,0.0,406.0,,,283.0,62.0,55.0,166.0,0.0,241.0,,,,,,1074.0,627.0,1111.0,-484.0,0.0,2416.0,2187.0,968.0,1219.0,229.0,3043.0,,558.0,558.0,,,,336.0,,,,,,165.0,,,165.0,1059.0,835.0,,,,,126.0,,,,126.0,961.0,2020.0,0.0,1226.0,,,-137.0,,1008.0,2097.0,0.0,2097.0,4117.0,
09/30/2002,4267.0,259.0,259.0,0.0,399.0,,,257.0,52.0,51.0,154.0,0.0,259.0,,,,,,1174.0,627.0,1112.0,-485.0,0.0,2466.0,2173.0,971.0,1202.0,293.0,3093.0,,528.0,528.0,,,,268.0,,,,,,238.0,,,238.0,1034.0,840.0,,,,,107.0,,,,107.0,947.0,1981.0,0.0,1226.0,,,-114.0,,1174.0,2286.0,0.0,2286.0,4267.0,
12/31/2002,4450.0,277.0,277.0,0.0,435.0,,,243.0,5.0,48.0,145.0,0.0,253.0,,,,,,1208.0,636.0,1117.0,-481.0,210.0,2396.0,2367.0,1168.0,1199.0,29.0,3242.0,,66.0,66.0,,,,88.0,86.0,2.0,2.0,,,769.0,,,769.0,923.0,847.0,839.0,8.0,8.0,,213.0,,,,213.0,1060.0,1983.0,0.0,1254.0,,,-54.0,1394.0,-127.0,2467.0,0.0,2467.0,4450.0,
03/31/2003,4612.0,294.0,294.0,0.0,452.0,,,241.0,43.0,46.0,152.0,0.0,253.0,,,,,,1240.0,656.0,1160.0,-504.0,0.0,2716.0,2437.0,1232.0,1205.0,279.0,3372.0,,71.0,71.0,,,,425.0,,,,,,596.0,,,596.0,1092.0,826.0,,,,,219.0,,,,219.0,1045.0,2137.0,0.0,1297.0,,,-195.0,,1373.0,2475.0,0.0,2475.0,4612.0,
06/30/2003,4921.0,410.0,410.0,0.0,478.0,,,239.0,39.0,45.0,155.0,0.0,248.0,,,,,,1375.0,678.0,1212.0,-534.0,0.0,2868.0,2440.0,1222.0,1218.0,428.0,3546.0,,66.0,66.0,,,,351.0,,,,,,690.0,,,690.0,1107.0,974.0,,,,,188.0,,,,188.0,1162.0,2269.0,0.0,1275.0,,,-140.0,1605.0,-88.0,2652.0,0.0,2652.0,4921.0,
09/30/2003,5203.0,537.0,537.0,0.0,508.0,,,247.0,38.0,43.0,166.0,0.0,218.0,,,,,,1510.0,692.0,1251.0,-559.0,0.0,3001.0,2471.0,1267.0,1204.0,530.0,3693.0,,73.0,73.0,,,,663.0,,,,,,704.0,,,704.0,1440.0,977.0,,,,,211.0,,,,211.0,1188.0,2628.0,0.0,1246.0,,,-332.0,1725.0,-64.0,2575.0,0.0,2575.0,5203.0,
12/31/2003,5699.0,671.0,671.0,,542.0,542.0,,281.0,43.0,63.0,175.0,0.0,386.0,,,,,,1880.0,744.0,1337.0,-593.0,558.0,2517.0,2461.0,1275.0,1186.0,56.0,3819.0,,78.0,78.0,,,,553.0,553.0,0.0,0.0,,,762.0,,,762.0,1393.0,1172.0,1172.0,0.0,0.0,,272.0,,,,272.0,1444.0,2837.0,0.0,1233.0,,,-111.0,1789.0,-49.0,2862.0,0.0,2862.0,5699.0,
03/31/2004,5843.999512,615.0,615.0,0.0,675.0,,,302.0,43.0,52.0,207.0,0.0,397.0,,,,,,1988.999878,787.0,1403.000122,-616.0,527.0,2541.0,2465.0,1278.0,1187.0,76.0,3855.0,,570.0,570.0,,,,1064.0,,,,,,109.000122,,,109.000122,1743.000122,611.0,,,,,271.0,,,,271.0,882.0,2625.000122,0.0,1363.000122,,,0.0,1928.0,-72.0,3219.000122,0.0,3219.000122,5844.000244,
06/30/2004,7432.0,1263.0,1000.0,263.0,814.0,,,279.0,59.0,45.0,175.0,0.0,318.0,,,,,,2673.999756,814.0,1483.000122,-669.0,510.0,3433.999756,3333.0,1699.000122,1633.999878,100.999756,4757.999756,,696.0,696.0,,,,792.0,,,,,,98.0,,,98.0,1586.0,1762.0,,,,,380.0,,,,380.0,2142.0,3728.0,0.0,1512.999878,,,0.0,2235.0,-44.0,3703.999878,0.0,3703.999878,7431.999878,
09/30/2004,7983.0,1541.999878,1104.999878,437.0,846.0,,,314.0,65.0,51.0,198.0,0.0,321.0,,,,,,3023.0,839.0,1551.000122,-712.0,645.0,3476.0,3327.0,1712.999878,1614.000122,149.0,4960.0,,934.0,934.0,,,,756.0,,,,,,181.000122,,,181.000122,1871.000122,1740.0,,,,,367.0,,,,367.0,2107.0,3978.000122,0.0,1566.0,,,0.0,2494.000244,-55.000244,4005.0,0.0,4005.0,7983.000122,
12/31/2004,8170.0,1640.0,1296.0,344.0,900.0,900.0,,360.0,57.0,65.0,238.0,,389.0,,,,,,3289.0,870.0,1645.0,-775.0,529.0,3482.0,2407.0,1712.0,695.0,1075.0,4881.0,,108.0,108.0,,,,1228.0,,,,,,1269.0,,,1269.0,2605.0,1139.0,,,,,401.0,,,,401.0,1540.0,4145.0,0.0,1641.0,,,-320.0,2790.0,-86.0,4025.0,0.0,4025.0,8170.0,
03/31/2005,7819.0,956.0,827.0,129.0,953.0,953.0,,387.0,67.0,71.0,249.0,0.0,461.0,,,,,,2757.0,924.0,1718.0,-794.0,619.0,3519.0,3373.0,,,146.0,5062.0,,945.0,945.0,,,,430.0,,,,,,409.0,,,409.0,1784.0,1115.0,,,,,530.0,,,,530.0,1645.0,3429.0,0.0,0.0,,,0.0,,4390.0,4390.0,0.0,4390.0,7819.0,
06/30/2005,8083.0,883.0,698.0,185.0,976.0,976.0,,410.0,73.0,84.0,253.0,0.0,446.0,,,,,,2715.0,957.0,1756.0,-799.0,618.0,3793.0,3568.0,,,225.0,5368.0,,958.0,958.0,,,,538.0,,,,,,260.0,,,260.0,1756.0,1518.0,,,,,592.0,,,,592.0,2110.0,3866.0,0.0,8.0,,,-726.0,,4935.0,4217.0,0.0,4217.0,8083.0,
09/30/2005,8076.0,917.0,745.0,172.0,951.0,951.0,,428.0,74.0,73.0,281.0,0.0,465.0,,,,,,2761.0,986.0,1806.0,-820.0,581.0,3748.0,3532.0,,,216.0,5315.0,,981.0,981.0,,,,84.0,,,,,,77.0,,,77.0,1142.0,2430.0,,,,,603.0,,,,603.0,3033.0,4175.0,0.0,8.0,,,-744.0,,4637.0,3901.0,0.0,3901.0,8076.0,
12/31/2005,8196.0,848.0,689.0,159.0,932.0,932.0,,418.0,68.0,64.0,286.0,0.0,433.0,,,,,,2631.0,1011.0,1853.0,-842.0,594.0,3960.0,3735.0,1938.0,1797.0,225.0,5565.0,,105.0,105.0,,,,156.0,156.0,0.0,0.0,,,1218.0,,,1218.0,1479.0,1864.0,1864.0,0.0,0.0,,571.0,,,,571.0,2435.0,3914.0,,1666.0,,,-717.0,3410.0,-77.0,4282.0,,4282.0,8196.0,
03/31/2006,9109.0,1083.0,1083.0,0.0,978.0,978.0,,407.0,70.0,65.0,272.0,0.0,405.0,,,,,,2873.0,1024.0,1907.0,-883.0,550.0,4662.0,4469.0,,,193.0,6236.0,,1040.0,1040.0,,,,806.0,,,,,,189.0,,,189.0,2035.0,1836.0,,,,,567.0,,,,567.0,2403.0,4438.0,0.0,8.0,,,-673.0,,5336.0,4671.0,0.0,4671.0,9109.0,
06/30/2006,30611.0,1157.0,1157.0,0.0,1519.0,1519.0,,797.0,143.0,164.0,490.0,0.0,932.0,,,,,,4405.0,1656.0,2588.0,-932.0,573.0,23977.0,23748.0,12452.0,11296.0,229.0,26206.0,,1509.0,1509.0,,,,6.0,,,,,,658.0,,,658.0,2173.0,8892.0,,,,,4660.0,,,,4660.0,13552.0,15725.0,0.0,15.0,,,-455.0,,15326.0,14886.0,0.0,14886.0,30611.0,
09/30/2006,30752.0,1541.0,1541.0,0.0,1460.0,1460.0,,759.0,144.0,176.0,439.0,0.0,989.0,,,,,,4749.0,1672.0,2622.0,-950.0,568.0,23763.0,23543.0,12214.0,11329.0,220.0,26003.0,,1815.0,1815.0,,,,5.0,,,,,,630.0,,,630.0,2450.0,8893.0,,,,,4393.0,,,,4393.0,13286.0,15736.0,0.0,15.0,,,-374.0,,15375.0,15016.0,0.0,15016.0,30752.0,
