Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,316.502991,234.220001,,,,82.282997,,,,0.0,0.0,-103.584999,60.978998,59.759998,1.219,42.605999,,,212.917992,-153.343994,18.860001,45.597,16.26,72.626999,59.574001,-23.501,,,0.009,,24.747,21.954,-0.003,2.796,-1.237,36.073002,-12.511,23.562,0.0,,,23.562002,0.0,23.562,-3.567,,19.995,19.995,,133.537994,0.15,0.15,0.15,133.537994,0.15,0.15,0.15,
12/31/1992,462.575989,231.977005,,,,230.598999,,,,0.0,0.0,-203.031006,66.083998,63.294998,2.789,136.947006,,,259.544983,-153.246994,18.112,47.014,17.610001,70.511002,106.297997,-26.333999,,,0.009,,25.275999,21.858999,,3.101,1.067,79.963998,-28.667999,51.296001,0.0,,,51.295999,0.0,51.296001,-2.991,,48.305001,48.305001,,132.668,0.365,0.365,0.365,132.668,0.365,0.365,0.365,
03/31/1993,521.646973,232.013,,,,289.634003,,,,0.0,0.0,-234.080994,62.899,59.638,3.261,171.182007,,,287.565979,-166.029007,21.264999,46.139,20.23,78.394997,121.537003,-25.459,,,0.001,,24.743999,22.559,-0.056,2.241,0.716,96.078003,-34.902,61.175999,0.0,,,61.176003,0.0,61.175999,-3.384,,57.791999,57.791999,,131.369995,0.435,0.435,0.435,131.369995,0.435,0.435,0.435,
06/30/1993,348.795013,232.757996,,,,116.037003,,,,0.0,0.0,-125.543999,61.643999,57.202999,4.441,63.900002,,,223.251015,-160.845001,20.971001,46.396999,17.106001,76.371002,62.405998,-22.715,,,0.0,,22.507,19.544001,-0.026,2.989,0.208,39.690998,-15.461,24.23,0.0,,,24.229998,0.0,24.23,-3.337,,20.893,20.893,,133.264008,0.155,0.155,0.155,133.264008,0.155,0.155,0.155,
09/30/1993,342.537994,264.903992,,,,77.634003,,,,0.0,0.0,-107.080002,71.759,66.472,5.287,35.320999,,,235.457993,-162.466995,17.792,46.484001,16.997999,81.193001,72.990997,-23.808,,,0.0,,23.969,21.709999,-0.014,2.273,-0.161,49.182997,-19.312,29.871,0.0,,,29.870997,0.0,29.871,-3.344,,26.527,26.527,,132.528,0.2,0.2,0.2,132.528,0.2,0.2,0.2,
12/31/1993,464.891998,233.968002,,,,230.923996,,,,0.0,0.0,-195.662003,66.474998,61.238998,5.236,129.186996,,,269.229995,-167.289001,23.52,47.98,17.287001,78.501999,101.941002,-23.582,,,0.0,,22.274,21.889999,-1.351,1.735,1.308,78.359002,-27.155001,51.203999,0.0,,,51.204001,0.0,51.203999,-0.276,,50.927999,50.927999,,131.925994,0.36,0.36,0.36,131.925994,0.36,0.36,0.36,
03/31/1994,565.551025,246.970993,,,,318.579987,,,,0.0,0.0,-270.550995,72.246001,63.144001,9.102,198.304993,,,295.000031,-165.242004,20.313,47.645,20.834,76.449997,129.757996,-24.346001,,,0.0,,23.280001,22.041,-0.727,1.966,1.066,105.411995,-37.801998,67.610001,0.0,,,67.609997,0.0,67.610001,-3.335,,64.275001,64.275001,,131.242004,0.485,0.485,0.485,131.242004,0.485,0.485,0.485,
06/30/1994,348.009003,245.367996,,,,102.640999,,,,0.0,0.0,-125.653999,69.393999,59.653999,9.74,56.259998,,,222.355003,-159.365005,20.846001,48.568001,17.142,72.808998,62.990002,-23.491999,,,0.0,,21.636999,19.993,-0.961,2.605,1.855,39.498003,-15.493,24.004999,0.0,,,24.005002,0.0,24.004999,-3.292,,20.712999,20.712999,,130.289993,0.155,0.155,0.155,130.289993,0.155,0.155,0.155,
09/30/1994,334.597992,262.803009,,,,71.794998,,,,0.0,0.0,-108.169998,71.282999,62.139999,9.143,36.887001,,,226.427994,-154.145004,18.988001,48.605999,16.889999,69.661003,72.282997,-21.995001,,,0.0,,21.988001,19.993999,-1.181,3.175,0.007,50.287996,-19.233,31.055,0.0,,,31.054996,0.0,31.055,-3.286,,27.769,27.769,,129.028,0.215,0.215,0.215,129.028,0.215,0.215,0.215,
12/31/1994,428.243011,239.350006,,,,188.893005,,,,0.0,0.0,-178.699005,66.713999,62.195999,4.518,111.985001,,,249.544006,-155.694,20.023001,49.464001,17.361,68.846001,93.849998,-17.415999,,,0.0,,22.559999,20.160999,-1.505,3.904,-5.144,76.433999,-25.204,51.23,0.0,,,51.229999,0.0,51.23,-3.063,,48.167,48.167,,128.039994,0.375,0.375,0.375,128.039994,0.375,0.375,0.375,
03/31/1995,522.497986,237.587997,,,,284.910004,,,,0.0,0.0,-237.048004,64.749,53.785,10.964,172.298996,,,285.449982,-161.802994,21.452999,49.117001,20.431999,70.801003,123.647003,-23.417,,,0.0,,22.586,20.705999,-1.94,3.82,0.831,100.230003,-37.574001,62.655998,0.0,,,62.656001,0.0,62.655998,-3.091,,59.564998,59.564998,,128.205994,0.46,0.46,0.46,128.205994,0.46,0.46,0.46,
06/30/1995,360.462006,245.903,,,,114.558998,,,,0.0,0.0,-132.139999,67.080998,55.911999,11.169,65.058998,,,228.322006,-156.358002,18.597,49.748001,17.136999,70.875999,71.963997,-23.977,,,0.0,,23.834,22.504999,-1.351,2.68,0.143,47.986997,-18.774,29.212999,0.0,,,29.212997,0.0,29.212999,-3.03,,26.182999,26.182999,,126.947998,0.205,0.205,0.205,126.947998,0.205,0.205,0.205,
09/30/1995,370.378998,296.730988,,,,73.648003,,,,0.0,0.0,-120.939003,82.738,69.612,13.126,38.201,,,249.439995,-160.811005,18.916,50.685001,17.42,73.790001,88.628998,-25.333999,,,0.0,,24.087999,22.211,-0.58,2.457,1.246,63.294998,-24.705999,38.589001,0.0,,,38.588999,0.0,38.589001,-2.997,,35.592001,35.592001,,126.064003,0.28,0.28,0.28,126.064003,0.28,0.28,0.28,
12/31/1995,468.985992,250.701004,,,,218.285004,,,,0.0,0.0,-195.003998,71.45,63.028,8.422,123.554001,,,273.981994,-164.860992,19.327,51.587002,18.462999,75.484001,109.121002,-27.673,,,0.0,,25.652,21.635,,3.631,2.021,81.448002,-27.395,54.053001,0.0,,,54.053002,0.0,54.053001,-2.991,,51.062001,51.062001,,125.07,0.405,0.405,0.405,125.07,0.405,0.405,0.405,
03/31/1996,576.028015,248.423996,,,,327.604004,,,,0.0,0.0,-268.42099,69.163,57.202,11.961,199.257996,,,307.607025,-171.145004,17.796,53.456001,20.745001,79.148003,136.462006,-25.31,,,0.0,,25.771,22.628,-0.231,3.374,-0.461,111.152006,-41.466999,69.684998,0.0,,,69.685007,0.0,69.684998,-2.318,,67.366997,67.366997,,124.129997,0.54,0.54,0.54,124.129997,0.54,0.54,0.54,
06/30/1996,364.970001,244.231995,,,,120.737999,,,,0.0,0.0,-134.944,67.505998,53.183998,14.322,67.438004,,,230.026001,-163.455994,19.695,54.247002,17.386999,72.126999,66.57,-24.901999,,,0.0,,26.393999,23.066,-0.216,3.544,-1.492,41.668001,-16.061001,25.607,0.0,,,25.607,0.0,25.607,-2.178,,23.429,23.429,,122.468002,0.19,0.19,0.19,122.468002,0.19,0.19,0.19,
09/30/1996,356.273987,276.776001,,,,79.498001,,,,0.0,0.0,-120.486,77.702001,62.346001,15.356,42.784,,,235.787987,-160.927994,17.018999,55.043999,16.955,71.910004,74.860001,-20.315,,,0.0,,27.056,22.308001,-0.29,5.038,-6.741,54.545001,-17.961,36.584,0.0,,,36.584001,0.0,36.584,-2.174,,34.41,34.41,,122.122002,0.28,0.28,0.28,122.122002,0.28,0.28,0.28,
12/31/1996,524.354004,252.798996,,,,271.554993,,,,0.0,0.0,-246.891998,72.595002,60.483002,12.112,174.296997,,,277.462006,-158.065994,15.513,52.280998,19.216999,71.055,119.396004,-30.32,,,0.0,,27.319,21.985001,-0.159,5.493,3.001,89.076004,-35.506001,53.57,0.0,,,53.570003,0.0,53.57,-2.161,,51.409,51.409,,120.823998,0.425,0.425,0.425,120.823998,0.425,0.425,0.425,
03/31/1997,659.950012,260.657013,,,,333.399994,,,,0.0,65.892998,-297.135986,82.296001,58.408001,23.888,214.839996,,,362.814026,-234.227997,18.483999,58.344002,21.309999,136.089996,128.585999,-16.500999,,,0.0,,25.903999,20.936001,0.0,4.968,-9.403,112.084999,-39.080002,73.004997,0.0,,,73.004997,0.0,73.004997,-2.167,,70.837997,70.837997,,119.115997,0.59,0.59,0.59,119.428001,0.59,0.59,0.59,
06/30/1997,523.185974,229.220001,,,,121.010002,,,,18.795,154.160995,-112.160004,50.199001,50.199001,,61.960999,,,411.02597,-336.721985,17.114,64.415001,20.290001,234.903,74.304001,-29.944999,,,0.0,,31.427999,31.006001,0.0,0.422,-1.483,44.359001,-13.944,30.415001,0.0,,,30.415001,0.0,30.415001,-2.179,,28.236001,28.236001,,128.339996,0.22,0.22,0.22,128.339996,0.22,0.22,0.22,
09/30/1997,596.315002,279.221008,,,,90.258003,,,,23.577,203.259003,-131.992004,78.151003,65.008003,13.143,53.841,,,464.322998,-377.488007,16.049,64.711998,19.261,277.466003,86.834999,-28.584,,,0.0,,31.91,29.475,0.0,2.435,-3.326,58.250999,-20.208,38.042999,0.0,,,38.042999,0.0,38.042999,-2.174,,35.868999,35.868999,,125.496002,0.28,0.28,0.28,125.496002,0.28,0.28,0.28,
12/31/1997,807.090027,247.985001,,,,262.571014,,,,18.371,278.162994,-229.820999,65.175999,64.932999,0.243,164.645004,,,577.269028,-456.44101,24.905001,62.333,22.903999,346.299011,120.828003,-30.958,,,0.0,,31.365,28.799,0.0,2.566,-0.407,89.870003,-31.792999,58.077,0.0,,,58.077004,0.0,58.077,-2.171,,55.906,55.906,,127.059998,0.44,0.44,0.44,127.059998,0.44,0.44,0.44,
03/31/1998,779.343994,323.834015,,,,242.735001,,,,17.709,195.065994,-284.464996,146.037003,55.594002,90.443001,138.427994,,,494.878998,-377.765015,18.947001,63.273998,23.427999,272.115997,117.113998,-21.881999,,,,,29.181999,27.274,,1.908,-7.3,95.231999,-32.342999,62.889,0.0,,,62.889001,0.0,62.889,-2.167,,60.722,60.722,,123.873001,0.49,0.49,0.49,124.384003,0.48,0.48,0.48,
06/30/1998,652.40802,345.639008,,,,110.345001,,,,20.857,175.567001,-222.022003,161.267998,65.422997,95.845001,60.754002,,,430.386017,-351.342987,21.011,63.643002,21.110001,245.578995,79.042999,-32.046001,,,,,29.971001,27.749001,,2.222,2.075,46.996999,-15.424,31.573,0.0,,,31.572999,0.0,31.573,-2.128,,29.445,29.445,,122.181,0.24,0.24,0.24,122.181,0.24,0.24,0.24,
09/30/1998,747.791992,468.315002,,,,199.434998,,,,24.374001,55.667999,-411.808014,251.891006,72.246002,179.645004,159.917007,,,335.983978,-239.035995,19.1,64.417,22.044001,133.475006,96.947998,-30.207,,,,,33.077,33.077,,0.0,-2.87,66.740998,-21.492001,45.249001,0.0,,,45.248998,0.0,45.249001,-2.122,,43.127001,43.127001,,119.495003,0.36,0.36,0.39,120.060997,0.35,0.35,0.38,
12/31/1998,753.234009,291.394012,,,,203.065002,,,,21.039,237.735992,-219.673,104.420002,57.386002,47.034,115.252998,,,533.561009,-405.159997,15.572,65.139999,21.625,302.822998,128.401001,-34.085001,,,,,36.574001,31.542,,5.032,-2.489,94.316,-31.603001,62.713001,0.0,,,62.712999,0.0,62.713001,-2.121,,60.592001,60.592001,,117.563004,0.51,0.51,0.51,118.713997,0.51,0.51,0.51,
03/31/1999,891.575012,264.441986,,,,553.895996,,,,20.868999,52.368,-459.937988,80.347999,58.298,22.049999,379.589996,,,431.637024,-275.785004,22.309,72.855003,28.009001,152.612,155.852005,-29.547,,,,,36.688,36.688,,,-7.141,126.305005,-44.922001,81.383003,0.0,,,81.383004,-2.708,78.675003,-2.116,,76.559003,76.559003,,122.646004,0.62,0.62,0.62,123.346001,0.62,0.62,0.62,
06/30/1999,675.346985,271.307007,,,,308.635986,,,,24.031,71.373001,-300.190002,75.053001,57.630001,17.423,225.136993,,,375.156983,-290.179993,21.913,77.593002,25.225,165.449005,84.976997,-42.631999,,,,,40.313999,40.313999,,,2.318,42.344998,-11.656,30.688999,0.0,,,30.688998,-5.668,25.021,-2.077,,22.944,22.944,,124.950996,0.18,0.18,0.18,124.950996,0.18,0.18,0.18,
09/30/1999,692.968994,329.266998,,,,265.393005,,,,29.893999,68.415001,-308.328003,100.296003,72.092003,28.204,208.031998,,,384.640991,-278.615997,18.450001,78.005997,24.572001,157.587997,106.025002,-56.654999,,,,,42.375999,42.375999,,0.0,14.279,49.370003,-13.781,35.589001,0.0,,,35.589003,-5.563,30.025999,-2.071,,27.954999,27.954999,,125.030998,0.22,0.22,0.22,126.055,0.22,0.22,0.22,
12/31/1999,884.684998,256.022003,,,,525.525024,,,,23.589001,79.549004,-430.97699,56.278001,61.144001,-4.866,374.699005,,,453.708008,-330.852997,19.535999,82.949997,25.763,202.604004,122.515999,-63.247002,,,,,83.927002,,,,-20.68,59.268997,-20.089001,39.18,0.0,,,39.179996,-4.154,35.025002,-2.07,,32.955002,32.955002,,124.713997,0.26,0.26,0.3,127.003998,0.25,0.25,0.29,
03/31/2000,1106.3,317.5,,,,458.1,,,,0.0,330.7,-681.3,,,,681.3,,,425.0,-250.3,144.4,80.1,25.8,,174.7,-42.1,,,,,44.5,44.5,,,-2.4,132.6,-46.5,86.1,-0.5,,,86.6,-5.0,81.6,-2.0,,79.6,79.6,,124.304,0.64,0.64,0.64,128.15,0.62,0.62,0.64,
06/30/2000,1003.1,241.1,,,,232.2,,,,,529.8,-679.5,,,,679.5,,,323.6,-240.4,141.9,80.2,18.3,,83.2,-43.8,,,,,45.3,45.3,,,-1.5,39.4,-11.0,28.4,-2.0,,,30.4,-5.0,25.4,-2.0,,23.4,23.4,,120.6,0.19,0.18,0.18,124.7,0.18,0.17,0.17,
09/30/2000,1181.0,276.6,,,,194.5,,,,,709.9,-845.3,,,,845.3,,,335.7,-238.3,,79.6,22.4,136.3,97.4,4.6,,,,,46.8,46.8,,,-51.4,102.0,-48.0,54.0,-5.2,,,59.2,-5.2,54.0,-2.0,0.0,52.0,52.0,,120.6,0.43,0.39,0.39,123.4,0.42,0.38,0.38,
12/31/2000,3034.634,435.756,,,,586.467,,,,-76.822,2089.233,-2370.136,3903.906,3903.906,,,,,664.498,-406.473,,120.931,65.43,284.194,258.025,-241.757,,,,,158.196,158.196,,,83.561,16.268,-17.308,-1.04,-9.8,,,8.76,-5.134,3.626,-1.755,,1.871,1.871,,172.6,0.01,0.0,0.76,174.8,0.01,0.0,0.75,
03/31/2001,3800.1,246.8,,,,2213.9,,,,,1339.4,-2700.3,,,,2700.3,,,1099.8,-637.3,166.3,,97.8,373.2,462.5,-160.7,,,,,163.2,163.2,,,-2.5,301.8,-117.6,184.2,-4.6,,,188.8,-5.1,183.7,-1.8,,181.9,181.9,,205.0,0.88,0.86,0.86,209.4,0.87,0.85,0.85,
06/30/2001,1872.8,246.0,,,,895.1,,,,0.0,731.7,-1163.1,,,,1163.1,,,709.7,-560.4,,157.8,61.5,341.1,149.3,-149.7,,,,,149.4,149.4,,,0.3,-0.4,-2.4,-2.8,1.7,,,-4.5,-5.1,-9.6,-2.0,,-11.6,-11.6,,205.3,-0.06,-0.05,0.01,205.3,-0.06,-0.05,0.01,
09/30/2001,1756.4,281.3,,,,665.8,,,,,809.3,-1071.5,,,,1071.5,,,684.9,-543.9,,152.8,58.4,332.7,141.0,-150.8,,,,,146.1,146.1,,,4.7,-9.8,-3.8,-13.6,0.4,,,-14.0,-5.1,-19.1,-1.9,,-21.0,-21.0,,205.4,-0.1,-0.1,-0.1,205.4,-0.1,-0.1,-0.1,
12/31/2001,2029.4,236.4,,,,1073.2,,,,0.0,719.8,-1120.4,,,,1120.4,,,909.0,-647.7,,164.8,76.9,406.0,261.3,-129.6,,,,,139.0,139.0,,,-9.4,131.7,-59.4,72.3,-1.6,,,73.9,-5.1,68.8,-1.9,,66.9,66.9,,205.5,0.33,0.32,0.59,208.1,0.32,0.31,0.58,
03/31/2002,1807.9,234.4,,,,1402.7,,,,,170.8,-769.2,,,,769.2,,,1038.7,-540.9,,144.4,92.1,304.4,497.8,-102.1,,,,,128.0,128.0,,,-25.9,395.7,-144.9,250.8,1.6,,,249.2,-5.1,244.1,-1.9,,242.2,242.2,,205.5,1.18,1.19,1.13,208.2,1.16,1.17,1.11,
06/30/2002,954.3,252.9,,,,677.0,,,,,24.4,-307.9,,,,307.9,,,646.4,-487.8,,112.9,57.0,317.9,158.6,-120.7,,,,,122.2,122.2,,,-1.5,37.9,-10.1,27.8,-4.2,,,32.0,-5.1,26.9,-1.9,,25.0,25.0,,205.6,0.12,0.1,0.1,208.2,0.12,0.1,0.1,
09/30/2002,908.4,317.9,,,,484.3,,,,,106.2,-303.0,,,,303.0,,,605.4,-431.5,,124.6,49.6,257.3,173.9,-129.5,,,,,137.1,137.1,,,-7.6,44.4,-14.3,30.1,,,,30.1,-5.1,25.0,-1.8,,23.2,23.2,,205.7,0.11,0.11,0.11,208.1,0.11,0.11,0.11,
12/31/2002,1649.2,298.4,,,,1340.5,,,,,10.3,-868.8,,,,868.8,,,780.4,-486.0,,109.3,71.3,305.4,294.4,-135.0,,,,,135.8,129.1,,6.7,-0.8,159.4,-49.6,109.8,,,,109.8,,76.5,,,76.5,76.5,,226.7,0.36,0.49,0.47,226.7,0.36,0.49,0.47,
03/31/2003,2524.5,264.3,,,,2102.9,,,,0.0,157.3,-1494.9,,,,1494.9,,,1029.6,-554.4,,124.6,105.1,324.7,475.2,-123.0,,,0.0,,123.0,123.0,0.0,0.0,,352.2,-127.4,224.8,-32.6,,,257.4,-2.5,254.9,-1.2,,253.7,253.7,,253.847,1.0,0.88,0.88,256.208,0.99,0.87,0.87,
06/30/2003,1143.2,262.1,,,,780.3,,,,0.0,100.8,-501.4,,,,501.4,,,641.8,-465.8,,124.9,65.5,275.4,176.0,-109.2,,,0.0,,114.9,114.9,0.0,0.0,-5.7,66.8,-26.4,40.4,364.2,,,-323.8,0.0,-323.8,-1.1,,-324.9,-324.9,,261.259,-1.24,0.15,0.15,263.138,-1.23,0.15,0.15,
09/30/2003,898.3,328.2,,,,475.6,,,,0.0,94.5,-321.0,,,,321.0,,,577.3,-444.6,,123.1,48.5,273.0,132.7,-96.1,,,0.0,,114.7,113.6,0.0,1.1,-18.6,36.6,-13.1,23.5,8.1,,,15.4,0.0,15.4,0.0,,15.4,15.4,,261.4,0.06,0.09,0.09,263.3,0.06,0.09,0.09,
12/31/2003,1682.6,261.3,,,,1294.1,,,,0.0,127.2,-871.0,,,,871.0,,,811.6,-502.3,,124.4,66.9,311.0,309.3,-100.3,,,0.0,,113.2,113.2,0.0,0.0,-12.9,209.0,-67.3,141.7,0.8,,,140.9,0.0,140.9,-1.1,,139.8,139.8,,261.6,0.54,0.54,0.52,263.7,0.53,0.53,0.51,
03/31/2004,2472.3,263.5,,,,2003.7,,,,0.0,205.1,-1481.0,1481.0,1481.0,,,,,991.3,-547.8,,125.4,100.0,322.4,443.5,-100.1,,,0.0,,102.2,102.2,0.0,0.0,-2.1,343.4,-125.7,217.7,3.1,,,214.6,0.0,214.6,-1.1,0.0,213.5,213.5,,262.3,0.81,0.83,0.83,264.3,0.81,0.82,0.82,
06/30/2004,1245.0,272.6,,,,818.9,,,,0.0,153.5,-628.9,,,,628.9,,,616.1,-458.3,,127.6,46.0,284.7,157.8,-99.3,,,0.0,,99.6,99.6,0.0,0.0,-0.3,58.5,-22.1,36.4,0.7,,,35.7,0.0,35.7,-1.1,,34.6,34.6,,262.5,0.13,0.13,0.13,264.5,0.13,0.13,0.13,
09/30/2004,978.2,305.0,,,,515.6,,,,0.0,157.6,-389.1,,,,389.1,,,589.1,-461.1,,125.6,53.2,282.3,128.0,-98.4,,,0.0,,99.5,99.5,0.0,0.0,-1.1,29.6,-6.8,22.8,-7.1,,,29.9,0.0,29.9,-1.1,0.0,28.8,28.8,,262.7,0.11,0.08,0.07,264.6,0.11,0.08,0.07,
12/31/2004,1967.1,279.9,,,,1473.0,,,,0.0,214.2,-1110.7,1110.7,1110.7,,,,,856.4,-511.6,,130.3,66.1,315.2,344.8,-99.8,,,0.0,,103.1,105.4,-2.3,0.0,-3.3,245.0,-86.7,158.3,-2.2,,,160.5,0.0,160.5,-1.1,0.0,159.4,159.4,,267.2,0.6,0.59,0.59,269.0,0.59,0.59,0.59,
03/31/2005,2683.3,282.6,,,,2157.2,,,,0.0,243.5,-1670.3,1670.3,1670.3,,,,,1013.0,-575.8,,135.1,103.1,337.6,437.2,-104.0,,,0.0,,104.0,104.0,0.0,0.0,0.0,333.2,-123.4,209.8,2.4,,,207.4,0.0,207.4,-1.1,0.0,206.3,206.3,,270.3,0.76,0.77,0.77,272.1,0.76,0.77,0.77,
