Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,3.587489,,,-2.757299,,,0.83019,,-0.489843,,,,,0.340347,-0.09913,,0.235645,,0.0,,-0.136515,0.241217,-0.053154,,,0.188063,0.0,,,0.188063,0.002919,0.190982,-0.066356,,0.124626,0.124626,,7.100229,0.0,0.0,,7.100229,0.0,0.0,0.0,
12/31/1992,3.825228,,,-2.967028,,,0.8582,,-0.509293,,,,,0.348907,-0.092427,,0.217569,,0.0,,-0.125142,0.25648,-0.052246,,,0.204234,0.0,,,0.204234,-0.001157,0.203077,-0.0672,,0.135877,0.135877,,7.083,0.019772,0.02,,7.083,0.019772,0.02,0.02,
03/31/1993,3.939367,,,-3.054456,,,0.884911,,-0.514399,,,,,0.370512,-0.139601,,0.232534,,0.0,,-0.092933,0.230911,-0.0135,,,0.217411,0.0,,,0.217411,-0.002461,0.21495,-0.0652,,0.14975,0.14975,,7.311975,0.02,0.02,,7.311975,0.02,0.02,0.02,
06/30/1993,4.684963,,,-3.504989,,,1.179974,,-0.52522,,,,,0.654754,-0.249795,,0.303961,,0.0,,-0.054166,0.404959,-0.032,,,0.372959,0.0,,,0.372959,-0.000982,0.371977,-0.075604,,0.296373,0.296373,,8.228155,0.033333,0.033333,,8.228155,0.033333,0.033333,0.033333,
09/30/1993,4.888,,,-3.841,,,1.047,,-0.5,,,,,0.547,-0.15,,0.25,,0.0,,-0.1,0.397,0.0,,,0.397,0.0,,,0.397,0.0,0.397,-0.086,,0.311,0.311,,9.405,0.033333,0.033333,0.033333,9.405,0.033333,0.033333,0.033333,
12/31/1993,5.14467,,,-4.180555,,,0.964115,,-0.523381,,,,,0.440734,-0.159505,,0.333505,,0.0,,-0.174,0.281229,0.1265,,,0.407,0.0,,,0.407729,0.0,0.407073,-0.102196,,0.304877,0.304877,,9.9105,0.033333,0.033333,0.033333,9.9105,0.033333,0.033333,0.033333,
03/31/1994,7.67,,,-6.154,,,1.516,,-0.582,,,,,0.934,-0.512,,0.548,,0.0,,-0.036,0.422,-0.002,,,0.42,0.0,,,0.42,0.0,0.42,-0.094,,0.326,0.326,,13.083,0.026667,0.026667,,13.083,0.026667,0.026667,0.026667,
06/30/1994,9.068,,,-7.032,,,2.036,,-0.753,,,,,1.283,-0.473,,0.68,,0.0,,-0.207,0.81,-0.064,,,0.746,0.0,,,0.746,0.0,0.746,-0.093,,0.653,0.653,,13.677,0.046667,0.046667,,13.677,0.046667,0.046667,0.046667,
09/30/1994,8.896,,,-6.694,,,2.202,,-0.864,,,,,1.338,-0.553,,0.718,,0.0,,-0.165,0.785,-0.063,,,0.722,0.0,,,0.722,0.0,0.722,-0.094,,0.628,0.628,,13.86,0.046667,0.046667,,13.86,0.046667,0.046667,0.046667,
12/31/1994,8.689,,,-6.512,,,2.177,,-0.638,,,,,1.539,-0.798,,0.861,,0.0,,-0.063,0.741,-0.01,,,0.731,0.0,,,0.731,0.0,0.731,-0.094,,0.637,0.637,,13.7235,0.046667,0.046667,0.046667,13.7235,0.046667,0.046667,0.046667,
03/31/1995,10.68,,,-7.947,,,2.733,,-0.888,,,,,1.845,-0.933,,1.156,,0.0,,-0.223,0.912,-0.117,,,0.795,0.0,,,0.795,0.0,0.795,-0.094,,0.701,0.701,,15.8325,0.046667,0.046667,0.046667,15.8325,0.046667,0.046667,0.046667,
06/30/1995,10.982,,,-7.862,,,3.12,,-0.906,,,,,2.214,-0.636,,1.242,,0.0,,-0.606,1.578,-0.552,,,1.026,0.0,,,1.026,0.0,1.026,-0.093,,0.933,0.933,,18.1125,0.053333,0.053333,0.053333,18.1125,0.053333,0.053333,0.053333,
09/30/1995,11.835,,,-8.721,,,3.114,,-0.866,,,,,2.248,-1.122,,1.423,,0.0,,-0.301,1.126,-0.229,,,0.897,0.0,,,0.897,0.0,0.897,-0.094,,0.803,0.803,,18.195,0.046667,0.046667,0.046667,18.195,0.046667,0.046667,0.046667,
12/31/1995,17.301001,,,-12.581,,,4.720001,,-0.588,,,,,4.132,-1.576,,1.763,,0.0,,-0.187,2.556,-0.884,,,1.672,0.0,,,1.672,0.0,1.672,-0.45,,1.222,1.222,,18.894,0.066667,0.066667,0.066667,18.894,0.066667,0.066667,0.066667,
03/31/1996,17.115999,,,-10.555,,,6.560999,,-1.098,,,,,5.463,-1.457,,1.554,,0.0,,-0.097,4.006,-1.403,,,2.603,0.0,,,2.603,0.0,2.603,-0.677,,1.926,1.926,,20.5365,0.093333,0.093333,0.093333,20.5365,0.093333,0.093333,0.093333,
06/30/1996,18.614,,,-11.7,,,6.914001,,-1.295,,,,,5.619,-1.342,,1.956,,0.0,,-0.614,4.277,-1.497,,,2.78,0.0,,,2.78,0.0,2.78,-0.644,,2.136,2.136,,22.443,0.1,0.1,0.1,22.443,0.1,0.1,0.1,
09/30/1996,18.283001,,,-11.137,,,7.146001,,-1.305,,,,,5.841,-1.662,,2.053,,0.0,,-0.391,4.179,-1.46,,,2.719,0.0,,,2.719,0.0,2.719,-0.597,,2.122,2.122,,22.737,0.093333,0.093333,0.093333,22.737,0.093333,0.093333,0.093333,
12/31/1996,19.615999,,,-11.261,,,8.354999,,-1.728,,,,,6.627,0.36,,1.924,,0.0,,-2.284,6.987,-2.474,,,4.513,0.0,,,4.513,0.0,4.513,-0.536,,3.977,3.977,,22.9905,0.173333,0.173333,0.173333,22.9905,0.173333,0.173333,0.173333,
03/31/1997,37.112,,,-21.292,,,15.82,,-2.084,,,,,13.736,-3.321,,3.959,,0.0,,-0.638,10.415,-3.853,,,6.562,0.0,,,6.562,0.0,6.562,-0.584,,5.978,5.978,,25.459499,0.233333,0.233333,0.233333,26.522999,0.226667,0.226667,0.226667,
06/30/1997,29.406,,,-20.239,,,9.167,,-1.229,,,,,7.938,-3.849,,7.225,,0.0,,-3.376,4.089,-1.72,,,2.369,0.0,,,2.369,0.0,2.369,-0.584,,1.785,1.785,,30.435001,0.06,0.06,0.06,31.381499,0.06,0.06,0.06,
09/30/1997,32.738998,,,-21.388,,,11.350998,,-1.869,,,,,9.482,-5.013,,7.343,,0.0,,-2.33,4.469,-1.66,,,2.809,0.0,,,2.809,0.0,2.809,-0.584,,2.225,2.225,,30.5685,0.073333,0.073333,0.073333,31.4415,0.073333,0.073333,0.073333,
12/31/1997,41.438,,,-26.841,,,14.597,,-2.635,,,,,11.962,-66.098001,,8.648,,0.0,,57.450001,-54.136001,19.063999,,,-35.071999,0.0,,,-35.072001,0.0,-35.071999,-0.582,,-35.653999,-35.653999,,30.985499,-1.153333,-1.153333,0.093333,30.985499,-1.153333,-1.153333,0.093333,
03/31/1998,34.269,,,-20.594,,,13.675,,-2.253,,,,,11.422,-6.993,6.993,8.734,-1.741,0.0,,0.0,4.429,-1.66,,,2.769,0.0,,,2.769,0.0,2.769,,,2.769,2.769,,31.6095,0.066667,0.066667,0.066667,32.3865,0.066667,0.066667,0.066667,
06/30/1998,32.376,,,-20.203,,,12.173,,-4.114,,,,,8.059,-9.477,9.374,9.374,,0.0,,0.103,-1.418,0.474,,,-0.944,0.0,,,-0.944,0.0,-0.944,-0.584,,-1.528,-1.528,,31.743,-0.046667,-0.046667,-0.046667,32.268,-0.046667,-0.046667,-0.046667,
09/30/1998,35.419,,,-24.617,,,10.802,,-4.85,,,,,5.952,-108.741,10.879,10.995,-0.116,0.0,,97.862,-102.789,35.882,,,-66.907,0.0,,,-66.907,0.0,-66.907,-0.584,,-67.491,-67.491,63.61,39.3645,-1.713333,-1.713333,-0.1,39.942,-1.713333,-1.713333,-0.1,
12/31/1998,39.423,,,-31.653,,,7.77,,-9.715,,,,,-1.945,-127.895002,,11.191,,0.0,,116.704002,-129.840002,19.771999,,,-110.068001,0.0,,,-110.068003,0.0,-110.068001,-0.582,,-110.650001,-110.650001,,52.970999,-2.086667,-2.086667,0.153333,52.970999,-2.086667,-2.086667,0.153333,
03/31/1999,37.015,,,-31.901,,,5.114,,-2.813,,,,,2.301,-11.162,11.162,12.1,-0.938,0.0,,0.0,-8.861,-0.12,,,-8.981,0.0,,,-8.981,0.0,-8.981,-0.584,,-9.565,-9.565,,54.2055,-0.173333,-0.173333,-0.173333,54.2055,-0.173333,-0.173333,-0.173333,
06/30/1999,41.218,,,-32.099,,,9.119,,-2.211,,,,,6.908,-11.375,11.353,12.353,-1.0,0.0,,0.022,-4.467,-0.05,,,-4.517,-2.43,,,-2.087,0.0,-2.087,-0.583,,-2.67,-2.67,,54.9285,-0.046667,-0.093333,-0.093333,54.9285,-0.046667,-0.093333,-0.093333,
09/30/1999,41.708,,,-31.223,,,10.485,,-2.612,,,,,7.873,6.273,11.985,12.126,-0.141,0.0,,-18.258,14.146,-1.424,,,12.722,0.0,,,12.722,0.0,12.722,-0.584,,12.138,12.138,-20.489,56.1705,0.22,0.22,-0.073333,56.1705,0.22,0.22,-0.073333,
12/31/1999,33.334,,,-24.298,,,9.036,,-2.801,,,,,6.235,-15.675,10.506,10.506,,0.0,,5.169,-9.44,-0.007,,,-9.447,0.0,,,-9.447,0.0,-9.447,-0.583,,-10.03,-10.03,7.1,56.256,-0.18,-0.18,-0.113333,56.256,-0.18,-0.18,-0.113333,
03/31/2000,42.889,,,-28.611,,,14.278,,-3.143,,,,,11.135,-10.387,10.287,10.337,-0.05,0.0,,0.1,0.748,0.0,,,0.748,-3.533,,,4.281,0.0,4.281,-0.52,,3.761,3.761,,58.509,0.08,0.013333,0.013333,58.7385,0.08,0.013333,0.013333,
06/30/2000,42.509,,,-27.48,,,15.029,,-2.928,,,,,12.101,-11.441,9.095,10.268,-1.173,0.0,,2.346,0.66,1.093,,,1.753,-6.982,,,8.735,0.0,8.735,-0.464,,8.271,8.271,,61.5075,0.153333,0.153333,0.04,61.71,0.153333,0.153333,0.04,
09/30/2000,44.471,,,-27.959,,,16.512,,-3.523,,,,,12.989,-9.286,9.286,9.634,-0.348,0.0,,0.0,3.703,-0.208,,,3.495,-4.261,,,7.756,0.0,7.756,-0.449,,7.307,7.307,,66.504,0.126667,0.06,0.06,66.801,0.126667,0.06,0.06,
12/31/2000,48.519,,,-31.582,,,16.937,,-3.916,,,,,13.021,0.492,,9.714,,0.0,,-10.206,13.513,0.689,,,14.202,-2.987,,,17.189,0.0,17.189,-0.011,0.0,17.178,17.178,,57.297,0.28,0.24,0.24,57.297,0.28,0.24,0.24,
03/31/2001,61.51,,,-31.242,,,30.268,,-4.553,,,,,25.715,-7.635,7.635,9.117,-1.482,0.0,,0.0,18.08,0.0,,,18.08,-0.432,,,18.512,0.0,18.512,-0.004,0.0,18.508,18.508,,75.279,0.253333,0.246667,0.246667,75.582,0.253333,0.246667,0.246667,
06/30/2001,57.019,,,-30.621,,,26.398,,-4.818,,,,,21.58,-6.14,6.14,7.976,-1.836,,,0.0,15.44,0.051,,,15.491,-1.61,,,17.101,0.0,17.101,-0.004,0.0,17.097,17.097,,76.3785,0.226667,0.206667,0.206667,76.5645,0.22,0.2,0.2,
09/30/2001,52.324,,,-30.107,,,22.217,,-3.072,,,,,19.145,-8.458,8.277,8.277,,0.0,,0.181,10.687,-2.808,,,7.879,-0.319,,,8.198,0.0,8.198,-0.001,0.024,8.221,8.221,,77.2605,0.106667,0.106667,0.106667,77.397,0.106667,0.1,0.1,
12/31/2001,48.379,,,-34.441,,,13.938,,-6.284,,,,,7.654,-39.963,6.231,6.231,,0.0,,33.732,-32.309,3.163,,,-29.146,-1.59,,,-27.556,0.0,-27.556,-0.001,0.0,-27.557,-27.557,31.085,78.0,-0.353333,-0.373333,0.026667,78.2175,-0.353333,-0.373333,0.026667,
03/31/2002,45.057,,,-27.304,,,17.753,,-11.513,,,,,6.24,-5.01,5.357,5.357,,,,-0.347,1.23,3.111,,,4.341,,,,4.341,,4.341,0.0,0.0,4.341,4.341,,79.467,0.053333,0.053333,0.053333,79.923,0.053333,0.053333,0.053333,
06/30/2002,50.542,,,-31.42,,,19.122,,-6.905,,,,,12.217,-6.664,6.274,6.274,,0.0,,0.39,5.553,1.757,,,7.31,0.0,,,7.31,0.0,7.31,0.0,0.0,7.31,7.31,,80.052,0.093333,0.093333,0.093333,82.4085,0.086667,0.086667,0.086667,
09/30/2002,49.149,,,-30.232,,,18.917,,-5.702,,,,,13.215,-3.607,5.845,,,,,-2.238,9.608,-0.386,,,9.222,,,,9.222,,9.222,,,9.222,9.222,,80.1735,0.113333,0.113333,0.113333,82.632,0.113333,0.113333,0.113333,
12/31/2002,51.006,,,-32.574,,,18.432,,-7.225,,,,,11.207,-5.923,5.677,5.677,,0.0,,0.246,5.284,-0.403,,,4.881,-0.012,,,4.893,0.0,4.893,0.0,0.0,4.893,4.893,,80.2545,0.06,0.06,0.06,82.443,0.06,0.06,0.06,
03/31/2003,55.357,,,-33.995,,,21.362,0.0,-7.299,,,,,14.063,-5.01,,5.544,,,,-0.534,9.053,-4.09,,,4.963,-4.491,,,9.454,0.0,9.454,0.0,0.0,9.454,9.454,0.20475,80.8035,0.12,0.066667,0.066667,83.4135,0.113333,0.06,0.06,
06/30/2003,56.213,,,-33.92,,,22.293,0.0,-8.0,,,,,14.293,-7.238,,5.175,,,,2.063,7.055,-2.464,,,4.591,,,,4.591,0.0,4.591,,0.0,4.591,4.591,,83.523,0.053333,0.053333,0.053333,84.252,0.053333,0.053333,0.053333,
09/30/2003,56.564,,,-32.989,,,23.575,0.0,-9.126,,,,,14.449,11.309,,7.705,,0.0,,-19.014,25.758,-9.021,,,16.737,0.0,,,16.737,0.0,16.737,-0.065,0.0,16.672,16.672,,81.6225,0.206667,0.206667,0.08,91.6365,0.193333,0.193333,0.08,
12/31/2003,62.06,,,-36.163,,,25.897,,-13.898,,,,,11.999,-4.452,,3.741,,0.465,,0.246,7.547,-2.914,,,4.633,0.0,,,4.633,0.0,4.633,-0.738,0.0,3.895,3.895,,81.9465,0.046667,0.046667,0.045333,85.533,0.046667,0.046667,0.043333,
03/31/2004,65.835,,,-36.493,,,29.342,0.0,-12.388,,,,,16.954,-6.447,,4.145,,,,2.302,10.507,-3.887,,,6.62,,,,6.62,,6.62,-0.738,0.0,5.882,5.882,,82.461,0.073333,0.073333,0.073333,86.607,0.066667,0.066667,0.066667,
06/30/2004,67.897,,,-37.651,,,30.246,0.0,-13.555,,,,,16.691,-3.623,,4.422,,,,-0.799,13.068,-4.879,,,8.189,,,,8.189,0.0,8.189,-0.737,0.0,7.452,7.452,,85.9725,0.086667,0.086667,0.086667,90.3675,0.08,0.08,0.08,
09/30/2004,85.87,,,-44.355,,,41.515,0.0,-14.745,,,,,26.77,-6.569,,6.913,,0.0,,-0.344,20.201,-7.322,,,12.879,0.0,,,12.879,0.0,12.879,-0.000737,0.0,12.878263,12.878263,,101.4375,0.12,0.12,0.12,115.005,0.113333,0.113333,0.113333,
12/31/2004,98.303,,,-51.284,,,47.019,0.0,-20.341,,,,,26.678,-3.678,,7.639,,0.0,,-3.961,23.0,-8.457,,,14.543,0.0,,,14.543,0.0,14.543,-2.951,0.0,11.592,11.592,,104.100003,0.113333,0.113333,0.113333,108.965995,0.106667,0.106667,0.106667,
03/31/2005,107.96,,,-50.325,,,57.635,0.0,-13.941,,,,,43.694,-8.584,,8.584,,0.0,,,35.11,-13.107,,,22.003,0.0,,,22.003,0.0,22.003,,0.0,22.003,22.003,,119.868,0.186667,0.186667,0.186667,124.6005,0.173333,0.173333,0.173333,
06/30/2005,119.684,,,-54.889,,,64.795,0.0,-20.641,,,,,44.154,-9.547,,9.547,,,,,34.607,-12.946,,,21.661,,,,21.661,,21.661,0.0,0.0,21.661,21.661,,121.6755,0.18,0.18,0.18,126.2595,0.173333,0.173333,0.173333,
09/30/2005,141.79,,,-58.259,,,83.531,0.0,-33.643,,,,,49.888,-10.461,,9.91,,0.0,,0.551,39.427,-14.762,,,24.665,0.0,,,24.665,0.0,24.665,0.0,0.0,24.665,24.665,-0.2691,191.106,0.126667,0.126667,0.126667,198.795,0.126667,0.126667,0.126667,
12/31/2005,158.757,,,-62.415,,,96.342,0.0,-25.062,9.405,,,15.657,71.28,-3.045,10.756,10.756,,0.0,,-7.711,68.235,-25.553,,,42.682,0.0,,,42.682,0.0,42.682,0.0,0.0,42.682,42.682,,127.618,0.33,0.33,0.33,133.05,0.32,0.32,0.32,
03/31/2006,166.516,,,-59.335,,,107.181,0.0,-24.731,,,,,82.45,2.48,,10.234,,0.0,,-12.714,84.93,-31.728,,,53.202,2.473,2.473,,55.675,0.0,55.675,0.0,0.0,55.675,55.675,,129.092,0.43,0.41,0.35,134.549,0.41,0.4,0.35,
06/30/2006,151.887,,,-59.473,,,92.414,0.0,-18.089,,,,,74.325,5.86,,11.643,,0.0,,-17.503,80.185,-30.298,,,49.887,-1.383,,,51.27,0.0,51.27,0.0,0.0,51.27,51.27,,130.753,0.39,0.38,0.372573,135.958,0.38,0.37,0.362857,
09/30/2006,173.93,,,-81.012,,,92.918,0.0,-26.044,,,,,66.874,38.054,,16.896,,0.0,,-54.95,104.928,-39.514,,,65.414,14.084,,,51.33,0.0,51.33,0.0,0.0,51.33,51.33,,136.983,0.37,0.48,0.24,142.022,0.36,0.46,0.22,
12/31/2006,156.568,,,-80.417,,,76.151,,-32.444,9.924,,,22.52,43.707,2.499,,17.583,,0.0,,-20.082,46.206,-20.404,,,25.802,25.375,,,0.427,0.0,0.427,0.0,0.0,0.427,0.427,-9.05775,137.521,0.0,0.19,0.12,142.544,0.0,0.18,0.12,
03/31/2007,219.171,,,-83.158,,,136.013,,-37.635,,,,,98.378,-85.178,18.848,18.848,,0.0,,66.33,13.2,-4.831,,,8.369,-64.768,,,73.137,0.0,73.137,0.0,0.0,73.137,73.137,,138.102,0.53,0.06,0.05998,143.23,0.51,0.06,0.059973,
06/30/2007,214.748,,,-87.511,,,127.237,0.0,-38.897,,,,,88.34,11.193,,17.573,,0.0,,-28.766,99.533,-34.348,,,65.185,0.979,,,64.206,0.0,64.206,0.0,0.0,64.206,64.206,,145.169,0.44,0.45,0.355654,150.182,0.43,0.43,0.338803,
09/30/2007,239.934,,,-96.32,,,143.614,,-32.052,,,,,111.562,-17.516,19.935,19.935,,0.0,,-2.419,94.046,-34.935,,,59.111,0.196,,,58.915,0.0,58.915,0.0,0.0,58.915,58.915,,147.182,0.4,0.4,0.38,152.391,0.39,0.39,0.37,
12/31/2007,241.988,,,-103.531,,,138.457,,-32.763,,,,,105.694,-46.736,,21.381,,0.0,,25.355,58.958,-24.647,,,34.311,0.0,,,34.311,0.0,34.311,0.0,0.0,34.311,34.311,,146.982,0.23,0.23,0.4,153.032,0.22,0.22,0.39,
03/31/2008,343.103,,,-118.36,,,224.743,,-54.616,,,,,170.127,-160.911,23.146,23.146,,0.0,,137.765,9.216,-7.476,,,1.74,,,,1.74,0.0,1.74,0.0,0.0,1.74,1.74,,147.742,0.01,0.01,0.51,153.79,0.01,0.01,0.51,
06/30/2008,348.487,,,-125.399,,,223.088,0.0,-54.413,23.938,,,30.475,168.675,-220.526,,23.842,,,,196.684,-51.851,19.496,,,-32.355,,,,-32.355,,-32.355,0.0,0.0,-32.355,-32.355,,150.772,-0.22,-0.22,-0.22,150.772,-0.22,-0.22,-0.22,
09/30/2008,349.801,,,-128.432,,,221.369,0.0,-6.284,,,,,215.085,242.441,,25.373,,,,-267.814,457.526,-172.576,,,284.95,,,,284.95,,284.95,0.0,0.0,284.95,284.95,,152.765,1.87,1.87,1.8914,157.729,1.81,1.81,1.8308,
12/31/2008,224.66,,,-125.918,,,98.742,0.0,-24.327,19.58,,,4.747,74.415,25.42,,27.387,,0.0,,-52.807,99.835,-37.071,,,62.764,0.0,,,62.764,0.0,62.764,0.0,0.0,62.764,62.764,-33.735,152.989,0.61,0.61,0.4,157.118,0.6,0.6,0.39,
03/31/2009,245.365,202.684,42.681,-128.118,43.798,84.32,117.247,0.0,-39.183,24.91,,,14.273,78.064,-26.629,,26.629,,,,0.0,51.435,-18.827,,18.827,32.608,0.0,0.0,0.0,32.608,0.0,32.608,0.0,0.0,32.608,-3.79915,-36.40715,153.719,0.21,0.21,-0.024715,157.231,0.21,0.21,-0.024715,
06/30/2009,241.671,194.675,46.996,-131.105,42.392,88.713,110.566,0.0,-143.42,29.103,,,114.317,-32.854,-29.555,,29.555,,,,0.0,-62.409,22.526,0.619,-23.145,-39.883,0.0,0.0,0.0,-39.883,0.0,-39.883,0.0,0.0,-39.883,-6.83765,33.04535,154.389,-0.26,-0.26,-0.044288,154.389,-0.26,-0.26,-0.04596,
09/30/2009,257.35,204.566,52.784,-135.919,38.711,97.208,121.431,0.0,-135.877,30.568,30.568,,105.309,-14.446,-30.633,,30.633,,,,0.0,-45.079,15.261,-0.695,-14.566,-29.818,0.0,0.0,0.0,-29.818,0.0,-29.818,0.0,0.0,-29.818,-13.34505,16.47295,154.653,-0.19,-0.19,-0.08629,154.653,-0.19,-0.19,-0.08629,
12/31/2009,270.373,238.669,31.704,-133.792,40.87,92.922,136.581,0.0,-108.71,21.402,,,87.308,27.871,-30.55,,30.55,,,,0.0,-2.679,-14.098,-0.56,14.658,-16.777,0.0,0.0,0.0,-16.777,0.0,-16.777,0.0,0.0,-16.777,1.82405,18.60105,155.275,-0.11,-0.11,0.011747,155.275,-0.11,-0.11,0.009794,
03/31/2010,184.183,189.754,-5.571,-93.185,28.378,64.807,90.998,5.712,50.939,28.17,28.17,,-79.109,147.649,-20.931,,20.931,,,,0.0,126.718,-49.012,0.0,49.012,77.706,0.127,0.127,0.0,77.579,0.0,77.579,0.0,0.0,77.579,47.4407,-30.2653,156.393,0.5,0.5,0.303343,160.292,0.48,0.48,0.291186,
06/30/2010,185.148,173.816,11.332,-94.647,26.834,67.813,90.501,14.135,-53.956,35.836,,,18.12,50.68,-21.271,,21.271,,,,0.0,29.409,-11.763,,11.763,17.646,8.594,8.594,0.0,9.052,0.0,9.052,0.0,0.0,9.052,14.76715,-2.87885,156.82,0.06,0.11,0.094166,158.472,0.06,0.11,0.091834,
09/30/2010,210.983,186.117,24.866,-102.168,32.438,69.73,108.815,5.347,-82.011,36.523,,,45.488,32.151,-28.714,,23.363,,,,5.351,3.437,-0.784,-0.01,0.794,2.653,10.821,10.821,0.0,-8.168,0.0,-8.168,0.0,0.0,-8.168,25.8021,23.1491,157.109,-0.05,0.02,0.164231,158.184,-0.05,0.02,0.164231,
12/31/2010,251.203,231.808,19.395,-127.09,54.202,72.888,124.113,0.0,-115.709,28.33,,,87.379,8.404,-28.36,,25.1,,,-0.348,3.608,-19.956,10.649,-0.826,-9.823,-9.307,308.412,308.412,0.0,-317.719,0.0,-317.719,0.0,0.0,-317.719,21.4822,30.7892,157.162,-2.02,-0.06,0.136688,157.162,-2.02,-0.06,0.135907,
