Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2004,4821.3,,,-3288.8,,1532.5,,-996.4,,,,,,536.1,-25.5,,25.5,,,,,510.6,-184.8,,,,325.8,-40.0,,,365.8,,365.8,,,365.8,365.8,,615.599976,0.595,0.53,0.4575,641.599976,0.57,0.5075,0.4375,
06/30/2004,4875.0,,,-3410.1,,1464.9,,-1004.7,,,,,,460.2,-25.200001,,25.200001,,,,,434.999999,-161.399994,,,,286.299988,,,,273.600005,,286.299988,,,286.299988,286.299988,,612.799988,0.465,0.465,0.44,640.0,0.4475,0.4475,0.425,
09/30/2004,5039.5,,,-3542.9,,1496.6,,-999.0,,,,,,497.6,-25.9,,25.9,,,,,471.7,-169.399994,,,,302.299988,-990.0,,,1292.300006,,1292.300049,,,1292.300049,1292.300049,,604.604004,2.1375,0.5,0.455,629.68396,2.0525,0.48,0.4375,
12/31/2004,5168.3,,,-3587.4,,1580.9,,-1083.9,,,,,,497.0,-28.1,,28.1,,,,,468.9,-168.2,,,,300.7,,,,300.7,,300.7,,,300.7,300.7,,589.468,0.51,0.51,0.475,615.692,0.4875,0.4875,0.455,
03/31/2005,5426.9,,,-3663.8,,1763.1,,-1126.9,1116.2,203.0,,,10.7,636.2,-27.2,27.2,27.2,,,,0.0,609.0,-219.7,,,,389.3,0.0,,,389.3,0.0,389.3,0.0,0.0,389.3,389.3,,586.6,0.66,0.66,0.655,613.0,0.64,0.64,0.635,
06/30/2005,5496.9,,,-3826.0,,1670.9,,-1092.6,1081.1,205.9,,,11.5,578.3,36.2,30.5,30.5,,,,-66.7,614.5,-219.6,,,,394.9,0.0,,,394.9,0.0,394.9,0.0,0.0,394.9,394.9,,581.3,0.68,0.68,0.55,607.0,0.65,0.65,0.52,
09/30/2005,5700.7,,,-3972.2,,1728.5,,-1099.2,1099.2,214.1,,,0.0,629.3,-48.4,32.5,32.5,,,,15.9,580.9,-208.1,,,,372.8,0.0,,,372.8,0.0,372.8,0.0,0.0,372.8,372.8,,577.4,0.65,0.65,0.615,602.6,0.62,0.62,0.585,
12/31/2005,5867.4,,,-4010.4,,1857.0,,-1191.4,,,,,,665.6,272.3,32.6,32.6,,,,-304.9,937.9,-232.6,,,,416.3,,,,705.3,,416.3,,,416.3,416.3,,570.8,0.73,0.73,0.645,596.9,0.7,0.7,0.62,
03/31/2006,6234.7,,,-4386.9,,1847.8,,-1217.0,1197.1,243.5,,,19.9,630.8,-33.5,33.5,33.5,,,,0.0,597.3,-211.7,,,,385.6,-16.1,,,401.7,0.0,401.7,0.0,0.0,401.7,401.7,,567.4,0.71,0.68,0.67,593.1,0.68,0.65,0.64,
06/30/2006,6252.0,,,-4477.1,,1774.9,,-1259.0,1237.2,240.1,,,21.8,515.9,81.6,33.8,33.8,,,,-115.4,597.5,-208.0,,,,389.5,0.0,,,389.5,0.0,389.5,0.0,0.0,389.5,389.5,,560.8,0.69,0.69,0.66,584.2,0.67,0.67,0.64,
09/30/2006,6299.5,,,-4351.5,,1948.0,,-1157.3,1157.3,231.7,,,0.0,790.7,-61.9,39.9,39.9,,,,22.0,728.8,-252.4,,,,476.4,0.0,,,476.4,0.0,476.4,0.0,0.0,476.4,476.4,,536.6,0.89,0.89,0.82,558.1,0.85,0.85,0.78,
12/31/2006,6359.5,,,-4404.5,,1955.0,,-1250.9,1229.0,237.4,,,21.9,704.1,-41.1,41.1,41.1,,,,0.0,663.0,-228.9,,,,434.1,,,,434.1,,434.1,,,434.1,434.1,,520.5,0.83,0.83,0.79,541.8,0.8,0.8,0.76,
03/31/2007,6700.0,,,-4767.5,,1932.5,,-1226.3,1204.5,269.8,,,21.8,706.2,-42.3,42.3,42.3,,,,0.0,663.9,-229.3,,,,434.6,0.0,,,434.6,0.0,434.6,0.0,0.0,434.6,434.6,,516.1,0.84,0.84,0.84,536.4,0.81,0.81,0.81,
06/30/2007,6793.9,,,-4890.6,,1903.3,,-1214.4,1214.4,256.8,,,0.0,688.9,-0.3,42.8,42.8,,,,-42.5,688.6,-237.3,,,,451.3,0.0,,,451.3,0.0,451.3,0.0,0.0,451.3,451.3,,513.3,0.88,0.88,0.86,531.8,0.85,0.85,0.83,
09/30/2007,6961.3,,,-4860.7,,2100.6,,-1271.4,1271.4,267.1,,,0.0,829.2,-69.9,44.0,44.0,,,,25.9,759.3,-262.6,,,,496.7,0.0,,,496.7,0.0,496.7,0.0,0.0,496.7,496.7,,507.4,0.98,0.98,1.0,523.9,0.95,0.95,0.97,
12/31/2007,7144.4,,,-5024.1,,2120.3,,-1384.2,1356.1,267.2,,,28.1,736.1,-51.5,51.5,51.5,,,,0.0,684.6,-236.2,,,,448.4,0.0,,,448.4,0.0,448.4,0.0,0.0,448.4,448.4,,500.2,0.87,0.87,0.88,516.3,0.87,0.87,0.88,
03/31/2008,7738.7,,,-5595.1,,2143.6,,-1428.7,1400.9,303.8,,,27.8,714.9,-54.4,54.4,54.4,,,,0.0,660.5,-228.9,,,,431.6,0.0,,,431.6,0.0,431.6,0.0,0.0,431.6,431.6,,494.2,0.87,0.87,0.95,509.1,0.85,0.85,0.92,
06/30/2008,7828.1,,,-5654.1,,2174.0,,-1398.0,1398.0,275.6,,,0.0,776.0,-40.1,56.6,56.6,,,,-16.5,735.9,-255.4,,,,480.5,0.0,,,480.5,0.0,480.5,0.0,0.0,480.5,480.5,,480.6,1.0,1.0,0.97,495.8,0.97,0.97,0.94,
09/30/2008,7624.6,,,-5681.3,,1943.3,,-1434.7,1434.7,282.2,,,0.0,508.6,-85.9,60.5,60.5,,,,25.4,422.7,-145.4,,,,277.3,0.0,,,277.3,0.0,277.3,0.0,0.0,277.3,277.3,,468.0,0.59,0.59,1.14,480.3,0.58,0.58,1.12,
12/31/2008,7759.3,,,-5793.7,,1965.6,,-1517.9,1517.9,288.0,,,0.0,447.7,-92.6,64.9,64.9,,,,27.7,355.1,-160.4,,,,194.7,0.0,,,194.7,0.0,194.7,0.0,0.0,194.7,194.7,,459.4,0.42,0.42,0.98,468.3,0.42,0.42,0.96,
03/31/2009,8614.7,893.0,7721.7,-6307.5,6307.5,2307.2,0.0,-1576.8,1552.3,322.5,1229.8,,24.5,730.4,-61.5,,61.5,,,,0.0,668.9,-231.1,208.3,22.8,,437.8,0.0,0.0,0.0,437.8,0.0,437.8,0.0,0.0,437.8,442.6,4.8,452.7,0.97,0.97,0.977689,461.6,0.95,0.95,0.960399,
06/30/2009,8670.8,892.4,7778.4,-6606.2,6606.2,2064.6,0.0,-1464.0,1464.0,303.8,1160.2,,0.0,600.6,-85.2,,60.7,,,,24.5,515.4,-168.8,167.7,1.1,,346.6,0.0,0.0,0.0,346.6,0.0,346.6,0.0,0.0,346.6,308.5,-38.1,442.8,0.78,0.78,0.696703,450.7,0.77,0.77,0.685465,
09/30/2009,8722.4,876.8,7845.6,-6584.1,6584.1,2138.3,0.0,-1575.5,1575.5,312.2,1263.3,,0.0,562.8,-84.5,,60.6,,,,23.9,478.3,-152.1,203.0,-50.9,,326.2,0.0,0.0,0.0,326.2,0.0,326.2,0.0,0.0,326.2,308.2,-18.0,436.0,0.75,0.75,0.706881,444.6,0.73,0.73,0.689514,
12/31/2009,8756.2,874.3,7881.9,-6641.5,6641.5,2114.7,0.0,-1791.2,1791.2,313.4,1477.8,0.0,0.0,323.5,-84.9,60.6,60.6,0.0,0.0,0.0,24.3,238.6,-72.7,139.6,-66.9,0.0,165.9,0.0,0.0,0.0,165.9,0.0,165.9,0.0,0.0,165.9,178.6,12.7,433.1,0.4,0.4,0.412376,441.5,0.38,0.38,0.408766,
03/31/2010,8621.5,899.8,7721.7,-6218.0,6218.0,2403.5,0.0,-1517.2,1517.2,321.5,1195.7,,0.0,886.3,-85.3,,60.9,,,,24.4,801.0,-238.4,216.1,22.3,,562.6,0.0,0.0,0.0,562.6,0.0,562.6,0.0,0.0,562.6,430.6,-132.0,431.4,1.3,1.3,0.998146,439.6,1.28,1.28,0.979727,
06/30/2010,8545.8,873.0,7672.8,-6139.3,6139.3,2406.5,0.0,-1558.1,1558.1,302.5,1255.6,,0.0,848.4,-84.9,,60.7,,,,24.2,763.5,-272.5,238.8,33.7,,491.0,0.0,0.0,0.0,491.0,0.0,491.0,0.0,0.0,491.0,450.2,-40.8,423.0,1.16,1.16,1.064303,430.2,1.14,1.14,1.04516,
09/30/2010,8538.8,853.2,7685.6,-6130.2,6130.2,2408.6,0.0,-1554.1,1554.1,304.8,1249.3,,0.0,854.5,-87.3,,63.9,,,,23.4,767.2,-269.6,103.4,166.2,,497.6,0.0,0.0,0.0,497.6,0.0,497.6,0.0,0.0,497.6,419.6,-78.0,412.7,1.21,1.21,1.016719,418.8,1.19,1.19,1.003754,
12/31/2010,8539.9,903.5,7636.4,-6245.5,6245.5,2294.4,0.0,-1889.6,1889.6,297.8,1591.8,,0.0,404.8,-92.3,,69.1,,,,23.2,312.5,-96.9,20.4,76.5,,215.6,0.0,0.0,0.0,215.6,,215.6,0.0,0.0,215.6,255.0,39.4,396.0,0.54,0.54,0.643939,403.3,0.53,0.53,0.627694,
03/31/2011,8387.8,899.6,7488.2,-5833.5,5833.5,2554.3,0.0,-1563.5,1563.5,290.7,1272.8,,0.0,990.8,-92.4,,66.1,,,,26.3,898.4,-312.4,337.3,-24.9,,586.0,0.0,0.0,0.0,586.0,0.0,586.0,0.0,0.0,586.0,560.2,-25.8,383.5,1.53,1.53,1.460756,391.2,1.5,1.5,1.434049,
06/30/2011,8344.4,896.5,7447.9,-5844.5,5844.5,2499.9,0.0,-1591.7,1591.7,267.2,1324.5,,0.0,908.2,-87.1,,61.5,,,,25.6,821.1,-284.4,226.7,57.7,,536.7,0.0,0.0,0.0,536.7,,536.7,,0.0,536.7,522.8,-13.9,379.2,1.42,1.42,1.378692,387.3,1.39,1.39,1.354111,
09/30/2011,8475.3,946.6,7528.7,-5816.2,5816.2,2659.1,0.0,-1816.3,1816.3,269.1,1547.2,,0.0,842.8,-91.4,,59.7,,,,31.7,751.4,-261.0,324.6,-63.6,,490.4,0.0,0.0,0.0,490.4,0.0,490.4,0.0,0.0,490.4,528.4,38.0,369.2,1.33,1.33,1.431203,376.8,1.3,1.3,1.400849,
12/31/2011,8572.3,973.4,7598.9,-6035.8,6035.8,2536.5,0.0,-1832.9,1832.9,277.8,1555.1,,0.0,703.6,-96.7,,59.6,,,,37.1,606.9,-234.3,148.2,86.1,,372.6,0.0,0.0,0.0,372.6,,372.6,,0.0,372.6,354.3,-18.3,358.5,1.04,1.04,0.988285,365.8,1.02,1.02,0.969973,
03/31/2012,8917.0,959.7,7957.3,-6369.0,6369.0,2548.0,0.0,-1666.0,1666.0,276.3,1389.7,,0.0,882.0,-97.1,59.3,59.3,0.0,0.0,0.0,37.8,784.9,-273.3,274.5,-1.2,,511.6,0.0,0.0,0.0,511.6,-0.6,511.0,0.0,0.0,511.0,477.4,-33.6,350.3,1.46,1.46,1.362832,356.8,1.43,1.43,1.33583,
06/30/2012,8835.9,967.1,7868.8,-6392.0,6392.0,2443.9,0.0,-1646.4,1646.4,271.4,1375.0,,0.0,797.5,-101.4,64.4,64.4,0.0,0.0,,37.0,696.1,-238.1,182.0,56.1,,458.0,0.0,0.0,0.0,458.0,-0.4,457.6,0.0,0.0,457.6,452.0,-5.6,341.7,1.34,1.34,1.322798,346.2,1.32,1.32,1.303824,
09/30/2012,8917.3,954.9,7962.4,-6365.0,6365.0,2552.3,0.0,-1639.6,1639.6,272.8,1366.8,,0.0,912.7,-138.0,,68.5,,,,69.5,774.7,-275.1,239.6,35.5,,499.6,0.0,0.0,0.0,499.6,-0.4,499.2,0.0,0.0,499.2,523.2,24.0,334.8,1.49,1.49,1.562724,338.6,1.47,1.47,1.54088,
12/31/2012,9929.6,971.8,8957.8,-6613.0,6613.0,3316.6,0.0,-2865.8,1924.4,285.0,1639.4,,941.4,450.8,-159.2,,76.6,,,,82.6,291.6,-101.0,83.8,17.2,0.0,190.6,0.0,0.0,0.0,190.6,-0.5,190.1,0.0,0.0,190.1,317.0,126.9,333.6,0.56,0.56,0.95024,338.5,0.56,0.56,0.934889,
03/31/2013,9538.9,966.4,8572.5,-6938.8,6938.8,2600.1,0.0,-1739.2,1739.2,297.2,1442.0,,0.0,860.9,-110.2,77.8,77.8,0.0,0.0,,32.4,750.7,-259.8,266.8,-7.0,,490.9,0.0,0.0,0.0,490.9,-0.8,490.1,0.0,0.0,490.1,495.4,5.3,327.6,1.5,1.5,1.51221,330.7,1.48,1.48,1.496027,
06/30/2013,11537.4,1126.6,10410.8,-8546.0,8546.0,2991.4,0.0,-2094.4,2094.4,332.2,1762.2,,0.0,897.0,-49.3,83.5,83.5,0.0,0.0,,-34.2,847.7,-314.5,275.7,38.8,,533.2,0.0,0.0,0.0,533.2,2.8,536.0,0.0,0.0,536.0,604.9,68.9,356.2,1.5,1.5,1.698203,360.1,1.49,1.49,1.681336,
09/30/2013,13035.6,1233.1,11802.5,-9773.0,9773.0,3262.6,0.0,-2304.5,2304.5,353.9,1950.6,,0.0,958.1,-151.4,86.1,86.1,0.0,0.0,,65.3,806.7,-287.7,283.5,4.2,,519.0,0.0,0.0,0.0,519.0,-0.4,518.6,0.0,0.0,518.6,544.6,26.0,371.1,1.4,1.4,1.467529,375.2,1.38,1.38,1.449296,
12/31/2013,13182.7,1224.4,11958.3,-9943.7,9943.7,3239.0,0.0,-2552.2,2507.3,365.3,2142.0,,44.9,686.8,-151.4,86.3,86.3,0.0,0.0,0.0,65.1,535.4,-166.6,131.6,35.0,,368.8,0.0,0.0,0.0,368.8,0.1,368.9,0.0,0.0,368.9,495.4,126.5,365.9,1.0,1.0,1.353922,370.3,1.0,1.0,1.341615,
03/31/2014,13994.8,1248.8,12746.0,-10155.0,10155.0,3839.8,0.0,-2450.4,2450.4,402.8,2047.6,,0.0,1389.4,-239.7,85.6,85.6,0.0,0.0,,154.1,1149.7,-480.3,418.5,61.8,,669.4,0.0,0.0,0.0,669.4,-3.9,665.5,0.0,0.0,665.5,681.6,16.1,361.6,1.84,1.84,1.884956,365.0,1.82,1.82,1.86411,
06/30/2014,14509.4,1289.5,13219.9,-10840.4,10840.4,3669.0,0.0,-2601.2,2601.2,413.0,2188.2,,0.0,1067.8,-143.2,81.3,81.3,0.0,0.0,0.0,61.9,924.6,-377.4,350.5,26.9,,547.2,0.0,0.0,0.0,547.2,1.6,548.8,0.0,0.0,548.8,569.7,20.9,356.8,1.54,1.54,1.596693,360.3,1.52,1.52,1.578007,
09/30/2014,14727.8,1337.7,13390.1,-10876.1,10876.1,3851.7,0.0,-2714.7,2714.7,422.3,2292.4,,0.0,1137.0,-140.1,80.6,80.6,0.0,0.0,0.0,59.5,996.9,-398.1,430.4,-32.3,,598.8,0.0,0.0,0.0,598.8,-4.3,594.5,0.0,0.0,594.5,599.9,5.4,353.2,1.68,1.68,1.698471,356.8,1.67,1.67,1.685135,
12/31/2014,14771.2,1352.4,13418.8,-11040.2,11040.2,3731.0,0.0,-3071.4,3071.4,414.9,2656.5,0.0,0.0,659.6,-230.9,81.8,81.8,0.0,0.0,,149.1,428.7,-198.9,,,,229.8,0.0,0.0,0.0,229.8,2.2,232.0,0.0,0.0,232.0,395.2,163.2,350.7,0.65,0.65,1.126889,354.6,0.65,0.65,1.110237,
03/31/2015,15094.1,1375.0,13719.1,-10768.6,10768.6,4325.5,0.0,-2816.7,2816.7,414.9,2401.8,,0.0,1508.8,-142.2,79.0,79.0,0.0,0.0,,63.2,1366.6,-590.3,647.0,-56.7,,776.3,0.0,0.0,0.0,776.3,1.2,777.5,0.0,0.0,777.5,803.2,25.7,349.5,2.22,2.22,2.29814,352.7,2.2,2.2,2.272866,
06/30/2015,15240.9,1509.0,13731.9,-11035.5,11035.5,4205.4,0.0,-2801.8,2801.8,405.7,2396.1,,0.0,1403.6,-142.0,78.3,78.3,0.0,0.0,0.0,63.7,1261.6,-527.0,515.7,11.3,,734.6,0.0,0.0,0.0,734.6,-2.8,731.8,0.0,0.0,731.8,680.7,-51.1,349.0,2.1,2.1,1.95043,352.2,2.08,2.08,1.934912,
09/30/2015,14953.0,1394.5,13558.5,-10938.3,10938.3,4014.7,0.0,-2829.1,2829.1,393.0,2436.1,,0.0,1185.6,-162.7,97.6,97.6,0.0,0.0,,65.1,1022.9,-460.5,535.0,-74.5,,562.4,0.0,0.0,0.0,562.4,-2.3,560.1,0.0,0.0,560.1,624.591589,64.491589,349.2,1.6,1.6,1.788636,352.5,1.59,1.59,1.772955,
12/31/2015,15049.0,1417.0,13632.0,-11091.0,11091.0,3958.0,0.0,-3199.0,3199.0,398.0,2801.0,,0.0,759.0,-174.0,111.0,111.0,0.0,0.0,,63.0,585.0,-263.0,,,,322.0,0.0,0.0,0.0,322.0,-1.0,321.0,0.0,0.0,321.0,439.560669,118.560669,349.5,0.91,0.91,1.257684,352.9,0.91,0.91,1.245961,
03/31/2016,15693.0,1467.0,14226.0,-11377.0,11377.0,4316.0,0.0,-2863.0,2863.0,421.0,2442.0,,0.0,1453.0,-164.0,102.0,102.0,0.0,0.0,,62.0,1289.0,-551.0,560.0,-9.0,,738.0,0.0,0.0,0.0,738.0,-1.0,737.0,0.0,0.0,737.0,780.627907,43.627907,350.7,2.1,2.1,2.225914,353.8,2.08,2.08,2.203312,
06/30/2016,15953.0,1474.0,14479.0,-11757.0,11757.0,4196.0,0.0,-2784.0,2784.0,416.0,2368.0,,0.0,1412.0,-59.0,123.0,123.0,0.0,0.0,,-64.0,1353.0,-560.0,554.0,6.0,,793.0,0.0,0.0,0.0,793.0,-2.0,791.0,0.0,0.0,791.0,743.615385,-47.384615,351.2,2.25,2.25,2.117356,354.1,2.23,2.23,2.096183,
09/30/2016,15781.0,1454.0,14327.0,-11627.0,11627.0,4154.0,0.0,-2830.0,2830.0,408.0,2422.0,,0.0,1324.0,-250.0,189.0,189.0,0.0,0.0,,61.0,1074.0,-477.0,580.0,-103.0,,597.0,0.0,0.0,0.0,597.0,7.0,604.0,0.0,0.0,604.0,692.481675,88.481675,351.4,1.72,1.72,1.970637,354.3,1.7,1.7,1.949737,
12/31/2016,15727.0,1465.0,14262.0,-11595.0,11595.0,4132.0,0.0,-3608.0,3608.0,433.0,3175.0,0.0,0.0,524.0,-249.0,189.0,189.0,0.0,0.0,,60.0,275.0,-147.0,,,,128.0,0.0,0.0,0.0,128.0,11.0,139.0,0.0,0.0,139.0,636.351852,497.351852,351.7,0.4,0.4,1.80936,354.9,0.39,0.39,1.791386,
03/31/2017,15165.0,1475.0,13690.0,-11461.0,11461.0,3704.0,0.0,-3853.0,,,,,3853.0,-149.0,-479.0,173.0,173.0,0.0,0.0,,306.0,-628.0,249.0,-7.0,-242.0,,-379.0,0.0,0.0,0.0,-379.0,-2.0,-381.0,0.0,0.0,-381.0,900.960132,1281.960132,343.8,-1.11,-1.11,2.620594,343.8,-1.11,-1.11,2.618796,
06/30/2017,15523.0,1486.0,14037.0,-11116.0,11116.0,4407.0,0.0,-2552.0,,,,,2552.0,1855.0,-35.0,86.0,86.0,0.0,,,-51.0,1820.0,-637.0,492.0,145.0,,1183.0,0.0,0.0,0.0,1183.0,20.0,1203.0,0.0,0.0,1203.0,1105.883664,-97.116336,332.5,3.62,3.62,3.325966,334.5,3.6,3.6,3.309667,
09/30/2017,14994.0,1443.0,13551.0,-10960.0,10960.0,4034.0,0.0,-2612.0,,,,,2612.0,1422.0,-148.0,90.0,90.0,0.0,,,58.0,1274.0,-426.0,470.0,-44.0,,848.0,0.0,0.0,0.0,848.0,-10.0,838.0,0.0,0.0,838.0,822.666667,-15.333333,329.7,2.54,2.54,2.495198,332.0,2.52,2.52,2.473815,
12/31/2017,14853.0,1526.0,13327.0,-11091.0,11091.0,3762.0,0.0,-3047.0,3047.0,374.0,2673.0,,0.0,715.0,-189.0,93.0,93.0,0.0,,,96.0,526.0,-272.0,,,,254.0,0.0,0.0,0.0,254.0,-10.0,244.0,0.0,0.0,244.0,332.349398,88.349398,329.2,0.75,0.75,1.009567,329.2,0.74,0.74,1.008376,
03/31/2018,15335.0,2062.0,13273.0,-10947.0,10947.0,4388.0,0.0,-2787.0,,,,,2787.0,1601.0,-136.0,89.0,89.0,0.0,0.0,,47.0,1465.0,-246.0,335.0,-89.0,,1219.0,0.0,0.0,0.0,1219.0,-10.0,1209.0,0.0,0.0,1209.0,1020.785723,-188.214277,327.6,3.69,3.69,3.115952,329.6,3.67,3.67,3.098962,
06/30/2018,15561.0,2077.0,13484.0,-11061.0,11061.0,4500.0,0.0,-2769.0,,,,,2769.0,1731.0,-65.0,88.0,88.0,0.0,,,-23.0,1666.0,-449.0,318.0,131.0,,1217.0,0.0,0.0,0.0,1217.0,-5.0,1212.0,0.0,0.0,1212.0,1095.137214,-116.862786,327.8,3.7,3.7,3.34087,329.8,3.67,3.67,3.315656,
09/30/2018,15484.0,2068.0,13416.0,-11242.0,11242.0,4242.0,0.0,-2742.0,,,,,2742.0,1500.0,-133.0,85.0,85.0,0.0,,,48.0,1367.0,-375.0,248.0,127.0,,992.0,0.0,0.0,0.0,992.0,8.0,1000.0,0.0,0.0,1000.0,933.584906,-66.415094,327.9,3.05,3.05,2.847163,330.2,3.03,3.03,2.828864,
12/31/2018,15383.143,,,,,4045.766609,,,,,,,,972.0,,,,,,,,866.333,,,,,568.333,,,,,,568.333,,,568.333,602.6,,,1.687,1.687,1.768,,1.687,1.687,1.768,
03/31/2019,15842.75,,,,,,,,,,,,,1586.0,,,,,,,,1473.5,,,,,1082.5,,,,,,1082.5,,,1082.5,1124.0,,,3.295,3.295,3.405,,3.295,3.295,3.405,
