Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/2005,1969.0,,-1492.0,,477.0,,-242.0,,,,,235.0,2.0,,13.0,-10.0,,-5.0,237.0,-8.0,229.0,,,,229.0,,229.0,,,229.0,229.0,,472.0,0.49,0.49,0.49,507.0,0.45,0.45,0.45,
07/01/2005,2179.0,,-1638.0,,541.0,,-259.0,,,,,282.0,9.0,,13.0,-13.0,0.0,-9.0,291.0,-11.0,280.0,0.0,,,280.0,0.0,280.0,0.0,0.0,280.0,280.0,,475.0,0.59,0.59,0.59,510.0,0.55,0.55,0.55,
09/30/2005,2088.0,,-1553.0,,535.0,,-266.0,,,,,269.0,3.0,,13.0,-15.0,,-1.0,272.0,,272.0,,,,,,272.0,,,272.0,272.0,,479.0,0.57,0.57,0.58,506.0,0.54,0.54,0.55,
12/30/2005,2300.0,,-1709.0,,591.0,,-307.0,,,,,284.0,7.0,,11.0,-14.0,,-4.0,291.0,-4.0,287.0,,,,287.0,,287.0,,,287.0,287.0,,482.0,0.6,0.6,0.61,507.0,0.57,0.57,0.58,
03/31/2006,2289.0,,-1733.0,,556.0,,-303.0,,,,,253.0,24.0,,7.0,-19.0,,-12.0,277.0,-3.0,274.0,,,,274.0,,274.0,,,274.0,274.0,,489.0,0.56,0.56,0.55,521.0,0.53,0.53,0.52,
06/30/2006,2529.0,,-2074.0,,455.0,,-383.0,,,,,72.0,12.0,,10.0,-21.0,0.0,-1.0,84.0,-77.0,7.0,0.0,,,7.0,0.0,7.0,0.0,0.0,7.0,7.0,,532.0,0.01,0.01,0.09,563.0,0.01,0.01,0.08,
09/29/2006,2793.0,,-2351.0,,442.0,,-434.0,,,,,8.0,6.0,,20.0,-19.0,,-7.0,14.0,5.0,19.0,,,,19.0,,19.0,,,19.0,19.0,,576.0,0.03,0.03,0.024,602.0,0.03,0.03,0.024,
12/29/2006,2996.0,,-2450.0,,546.0,,-379.0,,,,,167.0,-22.0,30.0,55.0,-25.0,,-8.0,145.0,-5.0,140.0,,,,140.0,,140.0,,,140.0,140.0,,571.0,0.25,0.25,0.25,598.0,0.23,0.23,0.23,
03/30/2007,2828.0,,-2225.0,,603.0,,-353.0,,,,,250.0,-20.0,18.0,33.0,-15.0,0.0,2.0,230.0,-18.0,212.0,0.0,,,212.0,0.0,212.0,0.0,0.0,212.0,212.0,,546.0,0.39,0.39,0.49,577.0,0.37,0.37,0.47,
06/29/2007,2744.0,,-2150.0,,594.0,0.0,-377.0,143.0,,,234.0,217.0,-46.0,19.0,33.0,-14.0,0.0,27.0,171.0,370.0,541.0,0.0,,,541.0,0.0,541.0,0.0,0.0,541.0,541.0,,539.0,1.0,1.0,0.42,564.0,0.96,0.96,0.4,
09/28/2007,3285.0,,-2476.0,,809.0,,-408.0,,,,,401.0,-26.0,16.0,32.0,-16.0,0.0,10.0,375.0,-20.0,355.0,0.0,,,355.0,0.0,355.0,0.0,0.0,355.0,355.0,,531.0,0.67,0.67,0.72,560.0,0.64,0.64,0.69,
12/28/2007,3420.0,,-2531.0,,889.0,,-442.0,,,,,447.0,-24.0,15.0,34.0,-19.0,0.0,9.0,423.0,-20.0,403.0,0.0,,,403.0,0.0,403.0,0.0,0.0,403.0,403.0,,526.0,0.77,0.77,0.79,556.0,0.73,0.73,0.75,
03/28/2008,3104.0,,-2288.0,,816.0,,-433.0,,,,,383.0,-34.0,14.0,30.0,-16.0,0.0,20.0,349.0,-5.0,344.0,0.0,,,344.0,0.0,344.0,0.0,0.0,344.0,344.0,,507.0,0.68,0.68,0.72,530.0,0.65,0.65,0.69,
06/27/2008,2899.0,,-2208.0,,691.0,0.0,-458.0,,175.0,,283.0,233.0,-51.0,24.0,30.0,-6.0,0.0,27.0,182.0,-22.0,160.0,0.0,,,160.0,0.0,160.0,0.0,0.0,160.0,160.0,,512.0,0.33,0.33,0.38,538.0,0.32,0.32,0.37,
10/03/2008,3033.0,3033.0,-2507.0,2507.0,526.0,0.0,-445.0,,148.0,260.0,37.0,81.0,-40.0,26.0,33.0,-7.0,,14.0,41.0,16.0,57.0,0.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,57.0,67.4,10.4,485.0,0.12,0.12,0.138969,494.0,0.12,0.12,0.138969,
01/02/2009,2270.0,2270.0,-1954.0,1954.0,316.0,0.0,-2789.0,,142.0,235.0,2412.0,-2473.0,-35.0,27.0,32.0,-5.0,,8.0,-2508.0,-316.0,-2824.0,0.0,0.0,0.0,-2824.0,0.0,-2824.0,0.0,0.0,-2824.0,-453.3,2370.7,487.0,-5.8,-5.8,-0.930801,487.0,-5.8,-5.8,-0.932033,
04/03/2009,2150.0,2150.0,-1997.0,1997.0,153.0,0.0,-415.0,,134.0,243.0,38.0,-262.0,-29.0,34.0,37.0,-3.0,,-5.0,-291.0,16.0,-275.0,0.0,0.0,0.0,-275.0,0.0,-275.0,0.0,0.0,-275.0,-257.45,17.55,489.0,-0.56,-0.56,-0.526483,489.0,-0.56,-0.56,-0.526483,
07/03/2009,2353.0,2353.0,-1938.0,1938.0,415.0,0.0,-426.0,,113.0,215.0,98.0,-11.0,-45.0,39.0,41.0,-2.0,,6.0,-56.0,-27.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,0.0,0.0,-83.0,-28.4,54.6,491.0,-0.17,-0.17,-0.057841,491.0,-0.17,-0.17,-0.058798,
10/02/2009,2663.0,2663.0,-2010.0,2010.0,653.0,0.0,-432.0,,106.0,208.0,118.0,221.0,-41.0,44.0,45.0,-1.0,,-3.0,180.0,-1.0,179.0,0.0,0.0,0.0,179.0,0.0,179.0,0.0,0.0,179.0,272.9,93.9,494.0,0.36,0.36,0.552429,512.0,0.35,0.35,0.533398,
01/01/2010,3027.0,3027.0,-2104.0,2104.0,923.0,0.0,-345.0,,110.0,227.0,8.0,578.0,-51.0,40.0,41.0,-1.0,,11.0,527.0,6.0,533.0,0.0,0.0,0.0,533.0,0.0,533.0,0.0,0.0,533.0,541.45,8.45,498.0,1.07,1.07,1.087249,520.0,1.03,1.03,1.04625,
04/02/2010,3049.0,3049.0,-2148.0,2148.0,901.0,0.0,-341.0,,105.0,224.0,12.0,560.0,-38.0,39.0,41.0,-2.0,,-1.0,522.0,-4.0,518.0,0.0,0.0,0.0,518.0,0.0,518.0,0.0,0.0,518.0,520.6,2.6,493.0,1.05,1.05,1.055984,520.0,1.0,1.0,1.005,
07/02/2010,2656.0,2656.0,-1928.0,1928.0,728.0,0.0,-348.0,,115.0,219.0,14.0,380.0,-40.0,44.0,46.0,-2.0,0.0,-4.0,340.0,39.0,379.0,0.0,0.0,0.0,379.0,0.0,379.0,0.0,0.0,379.0,383.4,4.4,479.0,0.79,0.79,0.800418,500.0,0.76,0.76,0.7688,
10/01/2010,2697.0,2697.0,-2147.0,2147.0,550.0,0.0,-319.0,,105.0,209.0,5.0,231.0,-78.0,44.0,46.0,-2.0,,34.0,153.0,-4.0,149.0,0.0,0.0,0.0,149.0,0.0,149.0,0.0,0.0,149.0,175.6,26.6,471.0,0.32,0.32,0.372824,487.0,0.31,0.31,0.36462,
12/31/2010,2719.0,2719.0,-2190.0,2190.0,529.0,0.0,-323.0,,102.0,213.0,8.0,206.0,-31.0,44.0,46.0,-2.0,,-13.0,175.0,-25.0,150.0,0.0,0.0,0.0,150.0,,150.0,0.0,0.0,150.0,157.0,7.0,469.0,0.32,0.32,0.334755,486.0,0.31,0.31,0.324403,
04/01/2011,2695.0,2695.0,-2179.0,2179.0,516.0,0.0,-337.0,,110.0,224.0,3.0,179.0,-57.0,57.0,59.0,-2.0,,0.0,122.0,-29.0,93.0,0.0,0.0,0.0,93.0,0.0,93.0,0.0,0.0,93.0,112.0,19.0,437.0,0.21,0.21,0.256293,453.0,0.21,0.21,0.251943,
07/01/2011,2859.0,2859.0,-2308.0,2308.0,551.0,0.0,-361.0,,128.0,229.0,4.0,190.0,-61.0,62.0,63.0,-1.0,,-1.0,129.0,-10.0,119.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0,119.0,126.0,7.0,427.0,0.28,0.28,0.295082,444.0,0.27,0.27,0.285766,
09/30/2011,2811.0,2811.0,-2262.0,2262.0,549.0,0.0,-313.0,,105.0,208.0,0.0,236.0,-84.0,68.0,69.0,-1.0,,16.0,152.0,-12.0,140.0,0.0,0.0,0.0,140.0,0.0,140.0,0.0,0.0,140.0,147.8,7.8,421.0,0.33,0.33,0.351069,433.0,0.32,0.32,0.338014,
12/30/2011,3195.0,3195.0,-2185.0,2185.0,1010.0,0.0,-405.0,,141.0,259.0,5.0,605.0,-47.0,56.0,58.0,-2.0,,-9.0,558.0,5.0,563.0,0.0,0.0,0.0,563.0,0.0,563.0,0.0,0.0,563.0,570.05,7.05,427.0,1.32,1.32,1.335012,439.0,1.28,1.28,1.296059,
03/30/2012,4450.0,4450.0,-2809.0,2809.0,1641.0,0.0,-431.0,,142.0,270.0,19.0,1210.0,-51.0,57.0,59.0,-2.0,,-6.0,1159.0,-13.0,1146.0,0.0,0.0,0.0,1146.0,,1146.0,,0.0,1146.0,1147.95,1.95,446.0,2.57,2.57,2.573879,463.0,2.48,2.48,2.484212,
06/29/2012,4482.0,4482.0,-2998.0,2998.0,1484.0,0.0,-427.0,,140.0,269.0,18.0,1057.0,-44.0,53.0,55.0,-2.0,,-9.0,1013.0,0.0,1013.0,0.0,0.0,0.0,1013.0,,1013.0,0.0,0.0,1013.0,1026.0,13.0,411.0,2.46,2.46,2.49635,427.0,2.37,2.37,2.400445,
09/28/2012,3732.0,3732.0,-2671.0,2671.0,1061.0,0.0,-437.0,,150.0,268.0,19.0,624.0,-24.0,53.0,55.0,-2.0,,-29.0,600.0,-18.0,582.0,0.0,0.0,0.0,582.0,,582.0,0.0,0.0,582.0,555.0,-27.0,394.0,1.48,1.48,1.408629,409.0,1.42,1.42,1.353985,
12/28/2012,3668.0,3668.0,-2676.0,2676.0,992.0,0.0,-437.0,,139.0,277.0,21.0,555.0,-56.0,53.0,55.0,-2.0,,3.0,499.0,-7.0,492.0,0.0,0.0,0.0,492.0,0.0,492.0,0.0,0.0,492.0,482.55,-9.45,369.0,1.33,1.33,1.307724,379.0,1.3,1.3,1.275066,
03/29/2013,3526.0,3526.0,-2578.0,2578.0,948.0,0.0,-483.0,,168.0,294.0,21.0,465.0,-35.0,51.0,53.0,-2.0,,-16.0,430.0,-14.0,416.0,0.0,0.0,0.0,416.0,0.0,416.0,0.0,0.0,416.0,424.2,8.2,358.0,1.16,1.16,1.184916,369.0,1.13,1.13,1.152222,
06/28/2013,3425.0,3425.0,-2486.0,2486.0,939.0,0.0,-491.0,,176.0,294.0,21.0,448.0,-145.0,48.0,50.0,-2.0,0.0,97.0,303.0,45.0,348.0,0.0,0.0,0.0,348.0,0.0,348.0,0.0,0.0,348.0,426.25,78.25,359.0,0.97,0.97,1.187326,371.0,0.94,0.94,1.150916,
09/27/2013,3489.0,3489.0,-2514.0,2514.0,975.0,0.0,-497.0,,181.0,294.0,22.0,478.0,-38.0,39.0,44.0,-5.0,,-1.0,440.0,-13.0,427.0,0.0,0.0,0.0,427.0,,427.0,0.0,0.0,427.0,433.0,6.0,357.0,1.2,1.2,1.212885,368.0,1.16,1.16,1.176304,
12/27/2013,3528.0,3528.0,-2541.0,2541.0,987.0,0.0,-543.0,,190.0,312.0,41.0,444.0,-2.0,48.0,49.0,-1.0,,-46.0,442.0,-14.0,428.0,0.0,0.0,0.0,428.0,0.0,428.0,0.0,0.0,428.0,434.75,6.75,336.0,1.27,1.27,1.293899,346.0,1.24,1.24,1.259509,
03/28/2014,3406.0,3406.0,-2447.0,2447.0,959.0,0.0,-515.0,,190.0,297.0,28.0,444.0,-54.0,51.0,52.0,-1.0,,3.0,390.0,5.0,395.0,0.0,0.0,0.0,395.0,0.0,395.0,0.0,0.0,395.0,421.25,26.25,327.0,1.21,1.21,1.288226,338.0,1.17,1.17,1.247663,
06/27/2014,3301.0,3301.0,-2376.0,2376.0,925.0,0.0,-515.0,,161.0,323.0,31.0,410.0,-126.0,49.0,50.0,-1.0,,77.0,284.0,36.0,320.0,0.0,0.0,0.0,320.0,,320.0,0.0,0.0,320.0,304.25,-15.75,326.0,0.98,0.98,0.933282,337.0,0.95,0.95,0.903264,
10/03/2014,3785.0,3785.0,-2734.0,2734.0,1051.0,0.0,-595.0,,216.0,342.0,37.0,456.0,-64.0,53.0,54.0,-1.0,0.0,11.0,392.0,-11.0,381.0,0.0,0.0,0.0,381.0,0.0,381.0,0.0,0.0,381.0,404.75,23.75,327.0,1.17,1.17,1.237768,337.0,1.13,1.13,1.200475,
01/02/2015,3696.0,3696.0,-2669.0,2669.0,1027.0,0.0,26.0,,218.0,341.0,-585.0,1053.0,73.0,49.0,50.0,-1.0,,-122.0,1126.0,-193.0,933.0,0.0,0.0,0.0,933.0,0.0,933.0,0.0,0.0,933.0,405.25,-527.75,328.0,2.84,2.84,1.235518,336.0,2.78,2.78,1.209315,
04/03/2015,3330.0,3330.0,-2375.0,2375.0,955.0,0.0,-612.0,,219.0,346.0,47.0,343.0,-39.0,47.0,48.0,-1.0,,-8.0,304.0,-13.0,291.0,0.0,0.0,0.0,291.0,0.0,291.0,0.0,0.0,291.0,313.25,22.25,323.0,0.9,0.9,0.969814,330.0,0.88,0.88,0.947424,
07/03/2015,2927.0,2927.0,-2151.0,2151.0,776.0,0.0,-570.0,,203.0,324.0,43.0,206.0,-57.0,53.0,55.0,-2.0,,4.0,149.0,-11.0,138.0,0.0,0.0,0.0,138.0,0.0,138.0,0.0,0.0,138.0,171.5,33.5,316.0,0.44,0.44,0.542722,323.0,0.43,0.43,0.533715,
10/02/2015,2925.0,2925.0,-2236.0,2236.0,689.0,0.0,-603.0,,182.0,328.0,93.0,86.0,-55.0,46.0,47.0,-1.0,,9.0,31.0,3.0,34.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,34.0,100.75,66.75,302.0,0.11,0.11,0.333609,308.0,0.11,0.11,0.326721,
01/01/2016,2986.0,2986.0,-2245.0,2245.0,741.0,0.0,-512.0,,160.0,304.0,48.0,229.0,-49.0,47.0,48.0,-1.0,,2.0,180.0,-15.0,165.0,0.0,0.0,0.0,165.0,0.0,165.0,0.0,0.0,165.0,187.5,22.5,299.0,0.55,0.55,0.62709,301.0,0.55,0.55,0.624751,
04/01/2016,2595.0,2595.0,-2071.0,2071.0,524.0,0.0,-497.0,,150.0,298.0,49.0,27.0,-18.0,46.0,47.0,-1.0,,-28.0,9.0,-30.0,-21.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,0.0,-21.0,-23.25,-2.25,298.0,-0.07,-0.07,-0.07802,298.0,-0.07,-0.07,-0.07802,
07/01/2016,2654.0,2654.0,-1992.0,1992.0,662.0,0.0,-559.0,,143.0,307.0,109.0,103.0,-49.0,50.0,51.0,-1.0,,-1.0,54.0,16.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,135.25,65.25,299.0,0.23,0.23,0.452341,300.0,0.23,0.23,0.4475,
09/30/2016,2797.0,2797.0,-1996.0,1996.0,801.0,0.0,-580.0,,155.0,315.0,110.0,221.0,-48.0,49.0,50.0,-1.0,,-1.0,173.0,-6.0,167.0,0.0,0.0,0.0,167.0,0.0,167.0,0.0,0.0,167.0,232.0,65.0,299.0,0.56,0.56,0.77592,301.0,0.55,0.55,0.765947,
12/30/2016,2894.0,2894.0,-2003.0,2003.0,891.0,0.0,-521.0,,155.0,305.0,61.0,370.0,-60.0,49.0,50.0,-1.0,,11.0,310.0,-13.0,297.0,0.0,0.0,0.0,297.0,0.0,297.0,0.0,0.0,297.0,382.75,85.75,296.0,1.0,1.0,1.293074,298.0,1.0,1.0,1.287752,
03/31/2017,2674.0,2674.0,-1858.0,1858.0,816.0,0.0,-550.0,,150.0,324.0,76.0,266.0,-54.0,55.0,60.0,-5.0,,-1.0,212.0,-18.0,194.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.0,194.0,254.0,60.0,296.0,0.66,0.66,0.858108,300.0,0.65,0.65,0.85,
06/30/2017,2406.0,2406.0,-1740.0,1740.0,666.0,0.0,-470.0,,149.0,288.0,33.0,196.0,-76.0,57.0,62.0,-5.0,,19.0,120.0,-6.0,114.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0,114.0,137.4,23.4,294.0,0.39,0.39,0.467347,297.0,0.38,0.38,0.458788,
09/29/2017,2632.0,2632.0,-1896.0,1896.0,736.0,0.0,-481.0,,145.0,263.0,73.0,255.0,-67.0,54.0,61.0,-7.0,,13.0,188.0,-7.0,181.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0,0.0,181.0,244.0,63.0,290.0,0.62,0.62,0.841379,292.0,0.62,0.62,0.835753,
12/29/2017,2914.0,2914.0,-2037.0,2037.0,877.0,0.0,-444.0,,142.0,250.0,52.0,433.0,-62.0,55.0,61.0,-6.0,,7.0,371.0,-212.0,159.0,0.0,0.0,0.0,159.0,0.0,159.0,0.0,0.0,159.0,396.25,237.25,288.0,0.55,0.55,1.375868,291.0,0.55,0.55,1.365292,
03/30/2018,2803.0,2803.0,-1956.0,1956.0,847.0,0.0,-406.0,,135.0,254.0,17.0,441.0,-48.0,50.0,60.0,-10.0,,-2.0,393.0,-12.0,381.0,0.0,0.0,0.0,381.0,0.0,381.0,0.0,0.0,381.0,400.17,19.17,286.0,1.33,1.33,1.399196,291.0,1.31,1.31,1.375876,
06/29/2018,2835.0,2835.0,-1931.0,1931.0,904.0,0.0,-399.0,,140.0,259.0,0.0,505.0,-39.0,39.0,54.0,-15.0,,0.0,466.0,-5.0,461.0,0.0,0.0,0.0,461.0,0.0,461.0,0.0,0.0,461.0,448.0,-13.0,287.0,1.61,1.61,1.560976,293.0,1.57,1.57,1.525631,
09/28/2018,2991.0,2991.0,-2078.0,2078.0,913.0,0.0,-410.0,,115.0,266.0,29.0,503.0,-35.0,34.0,58.0,-24.0,,1.0,468.0,-18.0,450.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,450.0,478.0,28.0,287.0,1.57,1.57,1.665505,292.0,1.54,1.54,1.63589,
12/28/2018,2715.0,2715.0,-1921.0,1921.0,794.0,0.0,-378.0,,120.0,246.0,12.0,416.0,-18.0,34.0,56.0,-22.0,,-16.0,398.0,-14.0,384.0,0.0,0.0,0.0,384.0,0.0,384.0,0.0,0.0,384.0,388.583333,4.583333,285.0,1.35,1.35,1.36345,287.0,1.34,1.34,1.35597,
03/29/2019,2313.0,2313.0,-1712.0,1712.0,601.0,0.0,-365.0,,110.0,238.0,17.0,236.0,-21.0,34.0,55.0,-21.0,,-13.0,215.0,-20.0,195.0,0.0,0.0,0.0,195.0,0.0,195.0,0.0,0.0,195.0,213.69,18.69,281.0,0.69,0.69,0.760463,284.0,0.69,0.69,0.75581,
06/28/2019,2371.0,2371.0,-1747.0,1747.0,624.0,0.0,-292.0,,108.0,241.0,-57.0,332.0,-41.0,38.0,55.0,-17.0,,3.0,291.0,692.0,983.0,0.0,0.0,0.0,983.0,0.0,983.0,0.0,0.0,983.0,222.0,-761.0,275.0,3.57,3.57,0.807273,278.0,3.54,3.54,0.80259,
10/04/2019,2578.0,2578.0,-1907.0,1907.0,671.0,0.0,-398.0,,122.0,255.0,21.0,273.0,-75.0,44.0,55.0,-11.0,,31.0,198.0,2.0,200.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,200.0,247.0,47.0,266.0,0.75,0.75,0.928571,270.0,0.74,0.74,0.914074,
01/03/2020,2696.0,2696.0,-1938.0,1938.0,758.0,0.0,-374.0,,120.0,250.0,4.0,384.0,-48.0,44.0,48.0,-4.0,,4.0,336.0,-18.0,318.0,0.0,0.0,0.0,318.0,0.0,318.0,0.0,0.0,318.0,319.0,1.0,262.0,1.21,1.21,1.217557,265.0,1.2,1.2,1.203774,
04/03/2020,2718.0,2718.0,-1972.0,1972.0,746.0,0.0,-370.0,,119.0,246.0,5.0,376.0,-38.0,45.0,49.0,-4.0,,-7.0,338.0,-18.0,320.0,0.0,0.0,0.0,320.0,0.0,320.0,0.0,0.0,320.0,327.733333,7.733333,261.0,1.23,1.23,1.255683,263.0,1.22,1.22,1.249404,
07/03/2020,2517.0,2517.0,-1850.0,1850.0,667.0,0.0,-400.0,,112.0,222.0,66.0,267.0,-107.0,48.0,49.0,-1.0,,59.0,160.0,6.0,166.0,0.0,0.0,0.0,166.0,0.0,166.0,0.0,0.0,166.0,259.22,93.22,257.0,0.65,0.65,1.008638,260.0,0.64,0.64,0.998538,
09/30/2020,2326.913,,,,616.65521413,,,,,,,279.875,,,,,,,234.846,,185.0,,,,,,185.0,,,185.0,223.824,,,0.742,0.742,0.867,,0.742,0.742,0.867,
12/31/2020,2487.522,,,,675.1134708,,,,,,,340.75,,,,,,,293.231,,254.769,,,,,,254.769,,,254.769,278.412,,,0.982,0.982,1.091,,0.982,0.982,1.091,
