Date,Revenue,Sales & Services Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/2000,2707.0,,,,,-2332.0,,,204.0,,375.0,-305.0,118.0,118.0,,,0.0,,187.0,70.0,-26.0,44.0,19.0,,,25.0,-5.0,20.0,0.0,,20.0,20.0,121.0,117.04875,0.16,0.32,1.36,118.812,0.16,0.32,1.36,
08/31/2000,2680.0,,,,,-2300.0,,,,,380.0,-117.0,,123.0,,,0.0,,-6.0,263.0,-103.0,160.0,0.0,,,160.0,-6.0,154.0,0.0,0.0,154.0,154.0,,117.883129,1.306667,1.306667,1.306667,119.903629,1.28,1.28,1.28,
11/30/2000,2709.0,,,,,-2308.0,,,,,401.0,-105.0,,118.0,,,0.0,,-13.0,296.0,-117.0,179.0,0.0,,,179.0,-4.0,175.0,0.0,0.0,175.0,175.0,,119.263126,1.466667,1.466667,1.466667,122.147255,1.44,1.44,1.44,
02/28/2001,2817.0,,,,,-2378.0,,,,,439.0,-104.0,,113.0,,,0.0,,-9.0,335.0,-134.0,201.0,0.0,,,201.0,-3.0,198.0,0.0,0.0,198.0,198.0,,120.69413,1.653333,1.653333,1.653333,123.794998,1.6,1.6,1.6,
05/31/2001,3209.0,,,,,-2739.0,,,,,470.0,-208.0,,102.0,,,0.0,,106.0,262.0,-110.0,152.0,35.0,,,117.0,-1.0,116.0,0.0,0.0,116.0,116.0,,124.892625,0.933333,1.226667,1.813333,124.892625,0.933333,1.226667,1.813333,
08/31/2001,3051.0,,,,,-2574.0,,,,,477.0,-88.0,,97.0,,,0.0,,-9.0,389.0,-158.0,231.0,69.0,,,162.0,-7.0,155.0,0.0,0.0,155.0,155.0,,122.379375,1.28,1.84,1.84,125.851124,1.226667,1.786667,1.786667,
11/30/2001,3136.0,,,,,-2609.0,,,,,527.0,-175.0,,86.0,-7.0,,0.0,,96.0,352.0,-148.0,204.0,103.0,,,101.0,-12.0,89.0,0.0,0.0,89.0,89.0,,122.205379,0.72,1.573333,2.106667,125.698872,0.693333,1.52,2.053333,
02/28/2002,3248.0,,,,,-2681.0,,,,,567.0,-68.0,,75.0,,,0.0,,-7.0,499.0,-202.0,297.0,8.0,,,289.0,-9.0,280.0,0.0,0.0,280.0,280.0,,122.449505,2.293333,2.346667,2.346667,125.670376,2.24,2.293333,2.293333,
05/31/2002,3738.0,,,,,-3116.0,,,246.0,,622.0,-63.0,69.0,69.0,,,0.0,,-6.0,559.0,-228.0,331.0,60.0,,,271.0,-10.0,261.0,0.0,0.0,261.0,261.0,,188.515125,1.386667,1.706667,1.706667,188.515125,1.386667,1.706667,1.706667,
03/31/2003,3178.0,,,,,-3032.0,,,274.0,,552.0,-267.0,71.0,71.0,,,0.0,,196.0,285.0,-48.0,71.0,29.0,,,208.0,-8.0,-20.0,0.0,0.0,-20.0,-20.0,155.869999,117.627747,-0.16,0.04,1.36,118.081253,-0.16,0.04,1.36,
06/30/2003,3091.0,,,,,-2872.0,,,288.0,,219.0,-408.0,73.0,73.0,,,0.0,,335.0,-189.0,69.0,-120.0,66.0,,,-186.0,-9.0,-195.0,0.0,0.0,-195.0,-195.0,276.0,116.277496,-1.68,-1.12,1.24,116.277496,-1.68,-1.12,1.24,
09/30/2003,1998.0,,,,,-1975.0,,,522.0,,23.0,-339.0,73.0,73.0,,,0.0,,266.0,-316.0,117.0,-199.0,103.0,,,-302.0,-6.0,-308.0,0.0,0.0,-308.0,-308.0,168.839996,115.90725,-2.64,-1.76,-0.32,115.90725,-2.64,-1.76,-0.32,
12/31/2003,2817.0,,,,,-2760.0,,,364.0,,57.0,-1466.0,76.0,76.0,,,,,1390.0,-1409.0,310.0,-1099.0,-134.0,,,-965.0,11.0,-954.0,0.0,0.0,-954.0,-954.0,1402.0,116.13725,-8.2,-8.2,-8.2,116.13725,-8.2,-8.2,-8.2,
03/31/2004,2574.0,,,,,-2130.0,,,,,151.0,-97.0,,77.0,,,0.0,,20.0,54.0,-23.0,31.0,148.0,,,-117.0,-5.0,-122.0,0.0,0.0,-122.0,-122.0,,116.323998,-1.04,0.24,0.6,116.397499,-1.04,0.24,0.6,
06/30/2004,2505.0,,,,,-2678.0,,,,,-173.0,-100.0,,74.0,,,0.0,,26.0,-273.0,103.0,-170.0,256.0,,,-426.0,0.0,-426.0,0.0,0.0,-426.0,-426.0,,116.480499,-3.64,-1.44,-0.24,116.480499,-3.64,-1.44,-0.24,
09/30/2004,2177.0,,,,,-2145.0,,,251.0,,32.0,-97.0,91.0,91.0,,,0.0,,6.0,-65.0,15.0,-50.0,19.0,,,-69.0,-1.0,-70.0,0.0,0.0,-70.0,-70.0,17.0,116.6615,-0.6,-0.44,0.16,116.6615,-0.6,-0.44,0.16,
12/31/2004,1385.0,,,,,-1608.0,,,951.0,,70.0,-1362.0,-91.0,92.0,,,0.0,,1453.0,-1292.0,-388.0,-1680.0,517.0,,,-2197.0,9.0,-2188.0,0.0,0.0,-2188.0,-2188.0,,116.726501,-18.8,-14.4,-7.56,116.726501,-18.8,-14.4,-7.56,
03/31/2005,2334.0,,,,,-2204.0,,,167.0,,130.0,-124.0,101.0,101.0,,,,,23.0,6.0,17.0,23.0,24.0,,,-1.0,-3.0,-4.0,0.0,0.0,-4.0,-4.0,-11.0,117.01175,-0.04,0.16,0.04,117.23675,-0.04,0.16,0.04,
06/30/2005,2002.0,,,,,-1928.0,,,140.0,,74.0,-94.0,102.0,102.0,,,0.0,,-8.0,-20.0,12.0,-8.0,24.0,,,-32.0,-1.0,-33.0,0.0,0.0,-33.0,-33.0,4.55,117.1895,-0.28,-0.08,-0.04,117.1895,-0.28,-0.08,-0.04,
09/30/2005,1967.0,,,,,-1961.0,,,183.0,,6.0,-130.0,101.0,101.0,,,0.0,,29.0,-124.0,-3.0,-127.0,273.0,,,-400.0,-1.0,-401.0,0.0,0.0,-401.0,-401.0,46.0,117.29475,-3.4,-1.08,-0.72,117.29475,-3.4,-1.08,-0.72,
12/31/2005,1975.0,,,,,-1932.0,,,,,43.0,-165.0,,100.0,,,0.0,,65.0,-122.0,-57.0,-179.0,106.0,,,-285.0,-1.0,-286.0,0.0,0.0,-286.0,-286.0,,117.40175,-2.44,-1.56,-1.36,117.40175,-2.44,-1.56,-1.36,
03/31/2006,2089.0,,,,,-1954.0,,,121.0,,135.0,-131.0,102.0,102.0,,,0.0,,29.0,4.0,-4.0,0.0,-69.0,,,69.0,-1.0,70.0,0.0,0.0,70.0,70.0,48.0,117.51725,0.6,0.0,0.4,117.51725,0.6,0.0,0.4,
06/30/2006,2067.0,,,,,-1940.0,,,128.0,,127.0,-826.0,101.0,101.0,,,0.0,,725.0,-699.0,252.0,-447.0,-49.0,,,-398.0,0.0,-398.0,0.0,0.0,-398.0,-398.0,482.3,117.652,-3.4,-3.8,0.28,117.652,-3.4,-3.8,0.28,
09/30/2006,1909.0,,,,,-1877.0,,,149.0,,32.0,-93.0,104.0,104.0,,,0.0,,-11.0,-61.0,43.0,-18.0,70.0,,,-88.0,-1.0,-89.0,0.0,0.0,-89.0,-89.0,-14.13681,117.80675,-0.76,-0.16,-0.28,117.80675,-0.76,-0.16,-0.28,
12/31/2006,1999.0,,,,,-1939.0,,,117.0,,60.0,-413.0,102.0,102.0,,,,,311.0,-353.0,-29.0,-382.0,2.0,,,-384.0,-2.0,-386.0,0.0,0.0,-386.0,-386.0,209.95,117.871,-3.28,-3.24,-1.44,117.871,-3.28,-3.24,-1.44,
03/31/2007,2085.0,,,,,-1980.0,,,133.0,,105.0,-118.0,105.0,105.0,,,,,13.0,-13.0,84.0,71.0,-2.0,,,73.0,2.0,75.0,0.0,0.0,75.0,75.0,-86.0,118.034,0.64,0.76,0.04,118.5815,0.64,0.76,0.04,
06/30/2007,1912.0,,,,,-1841.0,,,142.0,,71.0,-97.0,105.0,105.0,,,0.0,,-8.0,-26.0,-3.0,-29.0,0.0,,,-29.0,-1.0,-30.0,0.0,0.0,-30.0,-30.0,-0.65,118.303,-0.24,-0.2,-0.2,118.303,-0.24,-0.2,-0.2,
09/30/2007,1886.0,,,,,-1806.0,,,155.0,,80.0,-111.0,105.0,105.0,,,0.0,,6.0,-31.0,-10.0,-41.0,18.0,,,-59.0,0.0,-59.0,0.0,0.0,-59.0,-59.0,16.0,118.496,-0.48,-0.32,-0.2,118.496,-0.48,-0.32,-0.2,
12/31/2007,1943.0,,,,,-1872.0,,,134.0,,71.0,-127.0,104.0,104.0,,,0.0,,23.0,-56.0,-20.0,-76.0,-3.0,,,-73.0,-2.0,-75.0,0.0,0.0,-75.0,-75.0,22.1,118.5715,-0.64,-0.64,-0.44,118.5715,-0.64,-0.64,-0.44,
03/31/2008,2031.0,,,,0.0,-1906.0,,,147.0,,125.0,-147.0,,104.0,,,,,43.0,-22.0,-1.0,-23.0,7.0,,,-30.0,-1.0,-31.0,0.0,0.0,-31.0,-31.0,31.85,118.7665,-0.24,-0.2,0.08,118.7665,-0.24,-0.2,0.08,
06/30/2008,1959.0,,,,0.0,-1889.0,,,153.0,,70.0,-103.0,,102.0,,,,,1.0,-33.0,16.0,-17.0,-2.0,,,-15.0,,-15.0,0.0,0.0,-15.0,-15.0,,119.077,-0.12,-0.142764,-0.100776,119.077,-0.12,-0.142764,-0.100776,
09/30/2008,1976.0,,,,0.0,-1910.0,,,164.0,,66.0,50.0,,106.0,,,,,-156.0,116.0,4.0,120.0,14.0,,,106.0,-2.0,104.0,,0.0,104.0,104.0,-2.6,119.2245,0.88,1.0,1.0,120.19725,0.88,1.0,0.9768,
12/31/2008,2011.0,,,,0.0,-1901.0,,,166.0,,110.0,-114.0,,106.0,,,,,8.0,-4.0,6.0,2.0,27.0,,,-25.0,-4.0,-29.0,,0.0,-29.0,-29.0,5.2,119.2815,-0.28,-0.04,0.003596,119.2815,-0.28,-0.04,0.003596,
03/31/2009,2106.0,2106.0,,,0.0,-1930.0,,96.0,,1834.0,176.0,26.0,,110.0,,-2.0,,,-134.0,202.0,-5.0,197.0,14.0,14.0,0.0,183.0,-5.0,178.0,0.0,0.0,178.0,108.8,-83.2,119.593,1.52,1.6,0.909752,119.878,1.48,1.6,0.90596,
06/30/2009,2062.0,2062.0,,,0.0,-1924.0,,98.0,,1826.0,138.0,-131.0,,120.0,,5.0,,,6.0,7.0,-4.0,3.0,17.0,17.0,0.0,-14.0,-1.0,-15.0,0.0,0.0,-15.0,12.4,10.4,120.11175,-0.12,0.04,0.103236,122.061,-0.12,0.04,0.103236,
09/30/2009,2069.0,2069.0,,,0.0,-1936.0,,97.0,,1839.0,133.0,-126.0,,112.0,,-2.0,,,16.0,7.0,-3.0,4.0,5.0,5.0,0.0,-1.0,-2.0,-3.0,0.0,0.0,-3.0,18.9,16.9,120.252,-0.04,0.0,0.157168,124.521,-0.04,0.0,0.13572,
12/31/2009,2080.0,2080.0,,,0.0,-1989.0,,95.0,,1894.0,91.0,-102.0,,103.0,,-1.0,,,0.0,-11.0,35.0,24.0,-5.0,-5.0,0.0,29.0,-2.0,27.0,-6.0,0.0,21.0,21.0,5.0,120.28275,0.16,0.12,0.174588,125.14425,0.16,0.12,0.159952,
03/31/2010,2150.0,2150.0,,,0.0,-1949.0,,95.0,,1854.0,201.0,-108.0,,109.0,,-1.0,,,0.0,93.0,-3.0,90.0,-5.0,-5.0,0.0,95.0,-1.0,94.0,-6.0,0.0,88.0,84.3,1.3,120.47925,0.72,0.68,0.699704,139.807,0.68,0.64,0.6493,
06/30/2010,2130.0,2130.0,,,0.0,-1959.0,,97.0,,1862.0,171.0,-106.0,,107.0,,-1.0,,,0.0,65.0,-20.0,45.0,10.0,10.0,0.0,35.0,-4.0,31.0,-6.0,0.0,25.0,31.6,-3.4,121.1525,0.2,0.28,0.260828,125.63725,0.2,0.28,0.252936,
09/30/2010,2075.0,2075.0,,,0.0,-1978.0,,101.0,,1877.0,97.0,-159.0,,107.0,,-3.0,,,55.0,-62.0,1002.0,940.0,0.0,0.0,0.0,940.0,-2.0,938.0,-6.0,0.0,932.0,971.0,39.0,121.3025,7.68,7.68,8.00478,139.9625,6.72,6.72,6.998648,
12/31/2010,2111.0,2111.0,,,0.0,-1946.0,,101.0,,1845.0,165.0,-103.0,,101.0,,0.0,,,2.0,62.0,-2.0,60.0,-22.0,-22.0,0.0,82.0,-2.0,80.0,-6.0,0.0,74.0,63.05,11.05,121.38725,0.6,0.44,0.519412,140.48025,0.56,0.4,0.47866,
03/31/2011,2299.0,2299.0,,,0.0,-2040.0,,101.0,,1939.0,259.0,-117.0,,118.0,,-1.0,,,0.0,142.0,-51.0,91.0,9.0,9.0,0.0,82.0,-3.0,79.0,-6.0,0.0,73.0,94.35,12.35,121.7255,0.6,0.68,0.775104,141.29525,0.56,0.64,0.727404,
06/30/2011,2132.0,2132.0,,,25.0,-1992.0,,100.0,,1892.0,165.0,-97.0,,98.0,,-1.0,,,0.0,68.0,-19.0,49.0,-14.0,-14.0,0.0,63.0,-2.0,61.0,-6.0,0.0,55.0,47.5,6.5,121.6985,0.44,0.32,0.390308,125.937,0.44,0.32,0.371612,
09/30/2011,2100.0,2100.0,,,0.0,-2021.0,,100.0,,1921.0,79.0,-58.0,,59.0,,-1.0,,,0.0,21.0,-4.0,17.0,2.0,2.0,0.0,15.0,-3.0,12.0,-6.0,0.0,6.0,16.45,8.45,117.188,0.05,0.07,0.140372,120.908,0.05,0.07,0.139888,
12/31/2011,2172.0,2172.0,,,0.0,-2017.0,,100.0,,1917.0,155.0,-217.0,,100.0,,0.0,,,117.0,-62.0,12.0,-50.0,16.0,16.0,0.0,-66.0,-4.0,-70.0,-6.0,0.0,-76.0,37.5,97.5,108.114,-0.7,-0.55,0.346856,108.114,-0.7,-0.55,0.346856,
