Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Other Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1995,203.880005,107.474998,,,,96.404999,0.0,,,-87.894997,87.894997,0.0,0.0,,-18.559999,,,,,,,,,,97.425003,,0.0,0.0,97.425003,0.0,,97.425003,0.0,,,97.425003,0.0,97.425003,0.0,,97.425003,97.425003,,140.609997,0.693333,0.693333,,140.609997,0.693333,0.693333,0.693333,
09/30/1995,197.692001,110.553001,,,,87.139,0.0,,,-90.385002,90.385002,0.0,0.0,,-20.462,,,,,,,,,,86.845001,,0.0,0.0,86.845001,0.0,,86.845001,0.0,,,86.845001,0.0,86.845001,0.0,,86.845001,86.845001,,139.004997,0.623333,0.623333,0.623333,139.004997,0.623333,0.623333,0.623333,
12/31/1995,207.712006,115.984001,,,,91.728001,0.0,,,-92.924004,92.924004,0.0,0.0,,-21.252001,,,,,,,,,,93.536003,,0.0,0.0,93.536003,0.0,,93.536003,0.0,,,93.536003,0.0,93.536003,0.0,,93.536003,93.536003,,138.980999,0.673333,0.673333,0.35,138.980999,0.673333,0.673333,0.35,
03/31/1996,199.966003,146.393005,,,,53.573,0.0,,,-121.075996,121.075996,0.0,0.0,,-22.087,,,,,,,,,,56.803001,,0.0,0.0,56.803001,0.0,,56.803001,0.0,,,56.803001,0.0,56.803001,0.0,,56.803001,56.803001,,139.376999,0.406667,0.406667,0.37,139.376999,0.406667,0.406667,0.37,
06/30/1996,194.904999,145.897003,,,,49.007999,0.0,,,-120.438004,120.438004,0.0,0.0,,-21.990999,,,,,,,,,,52.476002,,0.0,0.0,52.476002,0.0,,52.476002,0.0,,,52.476002,0.0,52.476002,0.0,,52.476002,52.476002,,139.437,0.376667,0.376667,0.386667,139.437,0.376667,0.376667,0.386667,
09/30/1996,246.414993,178.970993,,,,67.444,0.0,,,-130.386002,130.386002,0.0,0.0,,-29.111,,,,,,,,,,86.917999,,0.0,0.0,86.917999,0.0,,86.917999,0.0,,,86.917999,0.0,86.917999,0.0,,86.917999,86.917999,,178.130997,0.486667,0.486667,0.45,178.130997,0.486667,0.486667,0.45,
12/31/1996,265.860992,164.399994,,,,101.460999,0.0,,,-110.150002,110.150002,0.0,0.0,,-29.969999,,,,,,,,,,125.740997,,0.0,0.0,125.740997,0.0,,125.740997,0.0,,,125.740997,0.0,125.740997,0.0,,125.740997,125.740997,,174.419998,0.72,0.72,0.483333,176.658005,0.713333,0.713333,0.476667,
03/31/1997,214.395996,158.641006,,,,55.755002,0.0,,,-105.290001,105.290001,0.0,0.0,,-31.157,,,,,,,,,,77.948997,,0.0,0.0,77.948997,0.0,,77.948997,0.0,,,77.948997,0.0,77.948997,0.0,,77.948997,77.948997,,171.969006,0.446667,0.446667,0.46,174.335999,0.446667,0.446667,0.46,
06/30/1997,268.936005,163.604996,,,,105.330997,0.0,,,-111.379997,111.379997,0.0,0.0,,-27.518,,,,,,,,,,130.037994,,0.0,0.0,130.037994,0.0,,130.037994,0.0,,,130.037994,0.0,130.037994,0.0,,130.037994,130.037994,,167.084999,0.766667,0.766667,0.496667,169.560001,0.77,0.77,0.5,
09/30/1997,261.450012,158.192001,,,,103.257999,0.0,,,-109.121002,109.121002,0.0,0.0,,-24.702999,,,,,,,,,,127.625999,,0.0,0.0,127.625999,0.0,,127.625999,0.0,,,127.625999,0.0,127.625999,0.0,,127.625999,127.625999,,169.445994,0.753333,0.753333,0.5,169.445994,0.753333,0.753333,0.5,
12/31/1997,253.725998,167.820999,,,,85.904999,0.0,,,-109.161003,109.161003,0.0,0.0,,-27.891001,,,,,,,,,,116.674004,,-3.858,0.0,112.816004,0.0,,112.816002,0.0,,,112.816004,0.0,112.816002,0.0,,112.816002,112.816002,,164.651997,0.686667,0.686667,0.52,168.681004,0.67,0.67,0.506667,
03/31/1998,445.373993,221.475006,,,,223.898994,0.0,,,-129.779999,129.779999,0.0,0.0,,-51.097,,,,,,,,,,262.52301,,-5.192,0.0,257.33101,-9.43,,247.901001,0.0,,,247.90101,0.0,247.901001,0.0,,247.901001,247.901001,,177.188004,1.4,1.4,0.59,181.313004,1.37,1.37,0.56,
06/30/1998,370.068,213.126,213.126,,0.0,156.942,,,,-134.305,134.305,,,,-50.491,,,,,,,,,,181.449,,-4.971,0.0,176.478,-5.015,,171.463,,,,171.463,,171.463,,0.0,171.463,171.463,,176.425058,0.97,0.97,0.97,181.00515,0.95,0.95,0.95,
09/30/1998,256.264008,221.147995,,,,35.116001,0.0,,,-118.624001,118.624001,0.0,0.0,,-109.847,,,,,,,,,,23.457001,,-12.881,0.0,10.576001,2.936,,13.512,0.0,,,13.512001,0.0,13.512,0.0,,13.512,13.512,,193.539993,0.07,0.07,0.56,197.770996,0.07,0.07,0.55,
03/31/1999,389.005,285.267,,,,103.738,,,,-156.881,156.881,,,,-89.003,,,,,,,,,,138.701,,-4.53,,134.171,-5.152,,129.019,0.0,,,129.019,0.0,129.019,0.0,,129.019,129.019,,193.75805,0.67,0.67,0.58,197.180787,0.65,0.65,0.57,
06/30/1999,410.372,300.271,,,,110.101,0.0,,,-255.471,255.471,0.0,0.0,,-72.62,,,,,,,,,,77.767,,-4.147,0.0,73.62,-4.498,,69.122,0.0,,,69.122,0.0,69.122,0.0,,69.122,69.122,,193.784573,0.36,0.36,0.23,197.175514,0.35,0.35,0.22,
09/30/1999,1057.518,952.951,,,,104.566,0.0,,,-632.91,632.91,0.0,0.0,,-339.013,,,,,,,,,,65.189,,-44.068,0.0,21.121,-6.328,,14.793,0.0,,,14.793,0.0,14.793,0.0,,14.793,14.793,,194.061,0.08,0.08,0.37,196.073,0.08,0.08,0.37,
12/31/1999,1160.095,947.248,,,,212.847,0.0,,,-594.281,594.281,0.0,0.0,,-332.676,,,,,,,,,,217.128,,-52.393,0.0,164.735,-12.706,,152.029,0.0,,,152.029,0.0,152.029,0.0,,152.029,152.029,,194.128,0.78,0.78,0.52,195.901,0.78,0.78,0.52,
03/31/2000,1344.481,1104.806,,,,239.675,0.0,,,-715.483,715.483,0.0,0.0,,-344.65,,,,,,,,,,264.702,,-57.189,0.0,207.513,-33.0,,174.513,0.0,,,174.513,0.0,174.513,0.0,0.0,174.513,174.513,,216.882344,0.8,0.8,0.58,218.986271,0.8,0.8,0.58,
06/30/2000,1318.821,1167.836,,,,150.985,0.0,,,-768.111,768.111,0.0,0.0,,-346.592,,,,,,,,,,184.794,,-53.947,0.0,130.847,-16.919,,113.928,0.0,,,113.928,0.0,113.928,-5.325,,108.603,108.603,,217.257524,0.5,0.5,0.62,221.946201,0.49,0.49,0.61,
09/30/2000,1359.569,1174.782,,,,184.787,0.0,,,-772.887,772.887,0.0,0.0,,-346.17,,,,,,,,,,220.593,,-55.408,0.0,165.185,-24.432,,140.753,0.0,,,140.753,0.0,140.753,-6.534,0.0,134.219,134.219,,222.042,0.6,0.6,0.65,231.386,0.58,0.58,0.62,
12/31/2000,1243.786,1087.339,,,,156.447,0.0,,,-679.584,679.584,0.0,0.0,,-356.02,,,,,,,,,,188.251,,-54.906,0.0,133.345,-19.557,,113.788,0.0,,,113.788,0.0,113.788,-6.532,0.0,107.256,107.256,,232.167,0.46,0.46,0.68,243.796,0.44,0.44,0.65,
03/31/2001,1554.171,1369.116,1368.176,0.94,0.0,185.055,,,,-951.946,951.293,0.653,,,-359.983,,,,,,,,,,222.362,,-54.324,0.0,168.038,-26.974,,141.064,22.67,,,118.394,0.0,118.394,-6.348,0.0,112.046,112.046,,232.47331,0.48,0.58,0.58,243.066966,0.46,0.55,0.55,
06/30/2001,1598.106,1385.187,,,,211.831,1.088,,,-982.993,954.841,28.152,,,-395.834,,,,,,,,,,199.407,,-49.64,,149.767,-18.25,,131.517,,,,131.517,,131.517,-6.415,,125.102,125.102,,231.176,0.54,0.54,0.47,241.128,0.52,0.52,0.45,
09/30/2001,1531.637,1399.429,1367.253,32.176,0.0,134.066,-1.858,,,-1571.333,1541.627,29.706,,,-410.197,,,,,,,,,,-469.805,,-49.13,,-518.935,76.345,,-442.59,,,,-442.59,,-442.59,-6.416,0.0,-449.006,-449.006,,230.610425,-1.95,-1.95,-1.95,230.610425,-1.95,-1.95,-1.95,
12/31/2001,1959.628,1763.445,,,,196.558,1.222,,,-1447.413,1104.695,342.718,0.0,,-449.105,,,,,,,,,,44.8,,-46.088,0.0,-1.288,47.553,,46.265,0.0,,,46.265,0.0,46.265,-6.415,0.0,39.85,39.85,,246.68,0.16,0.16,0.16,258.69,0.15,0.15,0.15,
03/31/2002,1538.862,1359.809,1331.397,28.412,0.0,174.254,4.799,,,-876.141,853.145,22.996,,,-394.998,,,,,,,,,,267.723,,-46.002,,221.721,-23.916,,197.805,,,,197.805,,197.805,-6.415,0.0,191.39,191.39,,258.586011,0.74,0.74,0.74,271.527253,0.7,0.7,0.7,
06/30/2002,1624.722,1575.707,,,,61.083,-12.068,,,-984.26,960.949,23.311,,,-463.934,,,,,,,,,,176.528,,-51.952,,124.576,-20.676,,103.9,,,,103.9,,103.9,-6.415,,97.485,97.485,,259.864,0.37,0.37,0.86,271.181,0.36,0.36,0.85,
09/30/2002,1876.005,1925.579,1868.731,56.848,0.0,-35.542,-14.032,,,-1387.489,1327.792,59.697,,,-503.681,,,,,,,,,,-15.165,,-48.679,,-63.844,7.334,,-56.51,,,,-56.51,0.0,-56.51,-6.416,0.0,-62.926,-62.926,,260.265,-0.24,-0.24,-0.24,260.265,-0.24,-0.24,-0.24,
12/31/2002,2083.415,1969.409,,,,113.257,0.749,,,-1816.738,1764.624,52.114,0.0,,-541.408,,,,,,,,,,-274.731,,-46.861,0.0,-321.592,152.946,,-168.646,0.0,,,-168.646,0.0,-168.646,-6.416,0.0,-175.062,-175.062,,263.428989,-0.67,-0.67,-0.67,276.506747,-0.67,-0.67,-0.67,
03/31/2003,2237.855,2071.532,2023.971,47.561,0.0,166.323,,,,-1331.332,1282.833,48.499,,,-555.566,,,,,,,,,,344.803,,-44.929,,299.874,-52.43,,247.444,,,,247.444,,247.444,-12.83,0.0,234.614,234.614,,260.986223,0.92,0.92,0.92,268.040665,0.9,0.9,0.9,
06/30/2003,2625.826,2306.592,2264.303,42.289,0.0,318.508,0.726,,,-1502.938,1459.379,43.559,,,-620.57,,,,,,,,,,502.318,,-43.681,,458.637,-88.169,,370.468,,,,370.468,,370.468,-7.044,0.0,363.424,363.424,,268.260244,1.35,1.35,1.35,275.232339,1.32,1.32,1.32,
09/30/2003,2669.77,2397.525,2351.1,46.425,0.0,272.245,,,,-1563.002,1518.478,44.524,,,-637.421,,,,,,,,,,466.259,,-44.348,,421.911,-66.946,,354.965,,,,354.965,,354.965,-11.214,0.0,343.751,343.751,,275.404544,1.25,1.25,1.25,281.890236,1.22,1.22,1.22,
12/31/2003,3165.535,2826.734,,,,357.545,0.0,,,-1901.209,1856.714,44.495,0.0,,-704.452,,,,,,,,,,559.874,,-44.467,0.0,515.407,-70.802,,444.605,0.0,,,444.605,0.0,444.605,-11.0,0.0,433.605,433.605,,282.648,1.56,1.56,1.14,282.648,1.53,1.53,1.12,
03/31/2004,2894.858,2599.677,2549.146,50.531,0.0,295.181,,,,-1584.321,1542.597,41.724,,,-679.819,,,,,,,,,,0.0,,-44.272,0.0,-44.272,-122.541,,0.0,,,,-166.813,,446.825,0.0,0.0,446.825,446.825,-37.22,278.937204,1.56,1.56,1.43,284.289568,1.53,1.53,1.4,
06/30/2004,3068.0,2782.0,2728.0,54.0,0.0,285.0,1.0,,,-1770.0,1726.0,44.0,0.0,,-700.0,,,,,,,,,,598.0,,-46.0,0.0,552.0,-129.0,,423.0,0.0,,,423.0,0.0,423.0,-11.0,0.0,412.0,412.0,,280.007156,1.47,1.47,1.42,285.371164,1.44,1.44,1.39,
09/30/2004,3087.0,2859.0,2799.0,60.0,0.0,214.0,14.0,,,-2269.0,2221.0,48.0,,,-699.0,,,,,,,,,,119.0,,-50.0,0.0,69.0,-65.0,,4.0,,,,4.0,,4.0,-11.0,0.0,-7.0,-7.0,,280.99376,-0.03,-0.03,0.09,280.99376,-0.03,-0.03,0.09,
12/31/2004,3293.0,2881.0,,,,412.0,0.0,,,-2255.0,2216.0,39.0,0.0,,-748.0,,,,,,,,,,289.0,,-43.0,0.0,246.0,32.0,,278.0,0.0,,,278.0,0.0,278.0,-12.0,,266.0,266.0,,281.308706,0.95,0.95,0.53,286.048064,0.93,0.93,0.52,
03/31/2005,3155.682,2875.887,2818.29,57.597,0.0,279.795,5.617,,,-1820.6,1785.763,34.837,0.0,,-744.151,,,,,,,,,,595.49,,-42.679,0.0,552.811,-119.783,,433.028,0.0,,,433.028,0.0,433.028,-11.336,0.0,421.692,421.692,2.504,283.17982,1.49,1.49,1.49,287.56537,1.46,1.46,1.46,
06/30/2005,3264.0,2921.0,2864.0,57.0,0.0,337.0,6.0,,,-1881.0,1844.0,37.0,0.0,,-745.0,,,,,,,,,,638.0,,-43.0,0.0,595.0,-128.0,,467.0,0.0,,,467.0,0.0,467.0,-11.0,0.0,456.0,456.0,,283.972257,1.61,1.61,1.53,288.451164,1.58,1.58,1.5,
09/30/2005,3519.0,3091.0,3034.0,57.0,0.0,403.0,25.0,,,-2839.0,2806.0,33.0,0.0,,-734.0,,,,,,,,,,-54.0,,-43.0,0.0,-97.0,-15.0,,-112.0,0.0,,,-112.0,0.0,-112.0,-11.0,0.0,-123.0,-123.0,,284.777017,-0.43,-0.43,-0.7,284.777017,-0.43,-0.43,-0.7,
12/31/2005,3196.0,2863.0,,,,329.0,4.0,,,-2159.0,2124.0,35.0,0.0,,-754.0,,,,,,,,,,283.0,,-46.0,0.0,237.0,0.0,,237.0,0.0,,,237.0,0.0,237.0,-12.0,0.0,225.0,225.0,,317.061215,0.71,0.71,0.74,323.357508,0.7,0.7,0.72,
03/31/2006,3196.0,2805.0,2744.0,61.0,0.0,376.0,15.0,,,-1708.0,1680.0,28.0,0.0,,-819.0,,,,,,,,,,662.0,,-43.0,0.0,619.0,-134.0,,485.0,-4.0,,,489.0,0.0,489.0,-11.0,,478.0,478.0,,321.090179,1.49,1.48,1.65,325.726952,1.46,1.45,1.63,
06/30/2006,3305.0,2906.0,2840.0,66.0,0.0,383.0,16.0,,,-1782.0,1748.0,34.0,0.0,,-768.0,,,,,,,,,,752.0,,-45.0,0.0,707.0,-134.0,,573.0,0.0,,,573.0,0.0,573.0,-11.0,0.0,562.0,562.0,,321.430985,1.75,1.75,1.77,326.130518,1.72,1.72,1.74,
09/30/2006,3403.0,3088.0,3019.0,69.0,0.0,301.0,14.0,,,-1847.0,1818.0,29.0,0.0,,-794.0,,,,,,,,,,754.0,,-46.0,0.0,708.0,-130.0,,578.0,0.0,,,578.0,0.0,578.0,-11.0,,567.0,567.0,,321.857427,1.76,1.76,1.99,326.70619,1.73,1.73,1.96,
12/31/2006,3492.0,3026.0,2948.0,78.0,0.0,443.0,23.0,,,-1856.0,1824.0,32.0,0.0,,-798.0,,,,,,,,,,831.0,,-42.0,0.0,789.0,-124.0,,665.0,0.0,,,665.0,0.0,665.0,-12.0,,653.0,653.0,,322.461336,2.03,2.03,1.96,328.366703,1.99,1.99,1.92,
03/31/2007,3562.0,3082.0,2994.0,88.0,0.0,467.0,13.0,,,-1896.0,1860.0,36.0,0.0,,-773.0,,,,,,,,,,876.0,,-46.0,0.0,830.0,-129.0,,701.0,0.0,,,701.0,0.0,701.0,-11.0,,690.0,690.0,,324.079146,2.13,2.13,2.01,328.898005,2.1,2.1,1.98,
06/30/2007,3482.0,3008.0,2921.0,87.0,0.0,460.0,14.0,,,-1826.0,1793.0,33.0,0.0,,-790.0,,,,,,,,,,856.0,,-42.0,0.0,814.0,-165.0,,649.0,0.0,,,649.0,0.0,649.0,-11.0,0.0,638.0,638.0,,324.541868,1.96,1.96,2.01,330.073211,1.93,1.93,1.98,
09/30/2007,3642.0,3150.0,3055.0,95.0,0.0,492.0,0.0,,,-1949.0,1910.0,39.0,0.0,,-821.0,,,,,,,,,,840.0,,-44.0,0.0,796.0,-140.0,,656.0,0.0,,,656.0,0.0,656.0,-11.0,,645.0,645.0,,325.201688,1.98,1.98,2.99,330.621041,1.95,1.95,2.96,
12/31/2007,3495.0,3057.0,2959.0,98.0,0.0,438.0,0.0,,,-1848.0,1788.0,60.0,0.0,,-842.0,,,,,,,,,,756.0,,-43.0,0.0,713.0,-141.0,,572.0,0.0,,,572.0,0.0,572.0,-12.0,,560.0,560.0,,325.6,1.72,1.72,2.09,331.3,1.69,1.69,2.05,
03/31/2008,3081.0,2940.0,2840.0,100.0,0.0,136.0,5.0,,,-1642.0,1579.0,63.0,0.0,,-843.0,,,,,,,,,,576.0,,-46.0,0.0,530.0,-153.0,,377.0,0.0,,,377.0,0.0,377.0,-11.0,0.0,366.0,366.0,,327.004051,1.12,1.12,2.19,331.035341,1.1,1.1,2.16,
06/30/2008,3959.0,3428.0,3061.0,367.0,0.0,406.0,125.0,,,-1984.0,1895.0,89.0,0.0,,-1030.0,,,,,,,,,,945.0,,-62.0,0.0,883.0,-137.0,,746.0,0.0,,,746.0,0.0,746.0,-13.0,,733.0,733.0,,328.62778,2.23,2.23,2.21,333.196995,2.2,2.2,2.18,
09/30/2008,3629.0,3609.0,3265.0,344.0,0.0,10.0,10.0,,,-2460.0,2369.0,91.0,0.0,,-1038.0,,,,,,,,,,115.0,,-68.0,0.0,47.0,7.0,,54.0,0.0,,,54.0,0.0,54.0,0.0,,54.0,54.0,,329.017376,0.16,0.16,1.53,333.047389,0.16,0.16,1.51,
03/31/2009,3575.0,3194.0,2859.0,335.0,0.0,381.0,0.0,0.0,0.0,-1915.0,1706.0,209.0,,0.0,-901.0,796.0,362.0,,434.0,105.0,58.0,47.0,0.0,-14.0,745.0,,-53.0,0.0,692.0,-125.0,,567.0,0.0,0.0,0.0,567.0,0.0,567.0,0.0,0.0,567.0,465.0,-102.0,335.474828,1.69,1.69,1.386095,336.115564,1.69,1.69,1.386095,
06/30/2009,3547.0,3266.0,2902.0,364.0,0.0,281.0,0.0,0.0,0.0,-1899.0,1689.0,210.0,,0.0,-977.0,858.0,390.0,,468.0,119.0,64.0,55.0,0.0,21.0,692.0,,-56.0,0.0,636.0,-101.0,,535.0,0.0,0.0,0.0,535.0,0.0,535.0,0.0,0.0,535.0,364.0,-171.0,336.898236,1.58,1.58,1.080445,337.508296,1.58,1.58,1.073346,
09/30/2009,3681.0,3393.0,3031.0,362.0,0.0,288.0,0.0,0.0,0.0,-1964.0,1764.0,200.0,,0.0,-1018.0,908.0,400.0,,508.0,110.0,51.0,59.0,0.0,-51.0,648.0,,-60.0,0.0,588.0,-94.0,,494.0,0.0,0.0,0.0,494.0,0.0,494.0,0.0,0.0,494.0,287.0,-207.0,337.190828,1.46,1.46,0.85115,338.411869,1.46,1.46,0.848319,
12/31/2009,4272.0,3387.0,3018.0,369.0,0.0,885.0,0.0,0.0,0.0,-1969.0,1785.0,184.0,0.0,0.0,-1045.0,920.0,416.0,,504.0,125.0,70.0,55.0,0.0,-41.0,1217.0,,-56.0,0.0,1161.0,-208.0,0.0,953.0,0.0,0.0,0.0,953.0,0.0,953.0,0.0,0.0,953.0,1223.0,270.0,337.432132,2.82,2.82,3.624433,339.0,2.81,2.81,2.01,
03/31/2010,3953.0,3277.0,2897.0,380.0,0.0,672.0,4.0,0.0,4.0,-2008.0,1793.0,215.0,,0.0,-1014.0,895.0,402.0,,493.0,119.0,58.0,61.0,0.0,,931.0,,-52.0,0.0,879.0,-124.0,,755.0,0.0,0.0,0.0,755.0,0.0,755.0,0.0,0.0,755.0,931.0,176.0,338.478484,2.23,2.23,2.750544,339.865476,2.22,2.22,1.7,
06/30/2010,3760.0,3233.0,2845.0,388.0,0.0,527.0,0.0,0.0,0.0,-1887.0,1672.0,215.0,,0.0,-999.0,879.0,409.0,,470.0,120.0,54.0,66.0,0.0,-3.0,871.0,,-52.0,0.0,819.0,-142.0,,677.0,0.0,0.0,0.0,677.0,0.0,677.0,0.0,0.0,677.0,666.0,-11.0,339.975261,1.99,1.99,1.958966,341.243656,1.98,1.98,1.958966,
09/30/2010,3888.0,3422.0,3036.0,386.0,0.0,466.0,0.0,0.0,0.0,-1980.0,1768.0,212.0,,0.0,-1040.0,916.0,374.0,,542.0,124.0,59.0,65.0,0.0,25.0,893.0,,-58.0,0.0,835.0,-160.0,,675.0,0.0,0.0,0.0,675.0,,675.0,0.0,0.0,675.0,662.0,-13.0,340.218717,1.98,1.98,1.945807,341.855519,1.97,1.97,1.931972,
12/31/2010,4409.0,3572.0,3184.0,388.0,0.0,837.0,0.0,0.0,0.0,-2061.0,1854.0,207.0,0.0,0.0,-1142.0,1020.0,445.0,,575.0,122.0,57.0,65.0,0.0,-10.0,1196.0,,-62.0,0.0,1134.0,-133.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,1001.0,0.0,0.0,1001.0,1301.3,300.3,340.150218,2.94,2.94,3.825663,342.6,2.92,2.92,2.05,
03/31/2011,3808.0,3309.0,2884.0,425.0,0.0,499.0,0.0,0.0,0.0,-2354.0,2125.0,229.0,,0.0,-1058.0,908.0,425.0,,483.0,150.0,74.0,76.0,0.0,13.0,409.0,,-63.0,0.0,346.0,-96.0,,250.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,0.0,250.0,242.95,-7.05,337.088217,0.74,0.74,0.720731,339.661199,0.73,0.73,0.720731,
06/30/2011,4253.0,3757.0,3273.0,484.0,0.0,496.0,0.0,0.0,0.0,-2334.0,2066.0,267.0,0.0,1.0,-1130.0,927.0,400.0,,527.0,163.0,78.0,85.0,40.0,-12.0,777.0,,-62.0,0.0,715.0,-121.0,,594.0,0.0,0.0,0.0,594.0,0.0,594.0,0.0,0.0,594.0,515.0,-79.0,338.92058,1.75,1.75,1.51953,341.688968,1.74,1.74,1.508796,
09/30/2011,4294.0,4490.0,4010.0,480.0,0.0,-196.0,0.0,0.0,0.0,-2828.0,2603.0,225.0,0.0,,-1189.0,1016.0,439.0,,577.0,173.0,81.0,92.0,0.0,-89.0,188.0,,-62.0,0.0,126.0,-165.0,,-39.0,0.0,0.0,0.0,-39.0,0.0,-39.0,0.0,0.0,-39.0,-828.35,-789.35,338.385734,-0.11,-0.11,-2.447946,338.385734,-0.11,-0.11,-2.447946,
