Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,1809.0,1809.0,,-792.0,792.0,1017.0,0.0,-780.0,374.0,,,405.0,1.0,237.0,-250.0,244.0,,,,6.0,-13.0,-72.0,-85.0,0.0,0.0,0.0,-85.0,,-85.0,0.0,0.0,-85.0,-82.4,2.6,98.033517,-0.873701,-0.873701,-0.840529,98.033517,-0.873701,-0.873701,-0.847179,
12/31/2011,1834.0,1190.0,644.0,-794.0,794.0,1040.0,0.0,-775.0,354.0,,,411.0,10.0,265.0,-265.0,245.0,245.0,0.0,,20.0,0.0,-67.0,-67.0,0.0,0.0,0.0,-67.0,0.0,-67.0,0.0,0.0,-67.0,-52.05,14.95,95.396659,-0.696749,-0.696749,-0.545617,95.396659,-0.696749,-0.696749,-0.545617,
03/31/2012,1827.0,1827.0,,-1186.0,1186.0,641.0,0.0,-411.0,,,,408.0,3.0,230.0,-253.0,237.0,,,,16.0,-23.0,-71.0,-94.0,0.0,0.0,0.0,-94.0,0.0,-94.0,0.0,0.0,-94.0,-82.3,11.7,89.907282,-1.050653,-1.050653,-0.915387,89.907282,-1.050653,-1.050653,-0.920519,
06/30/2012,1884.0,1884.0,,-1204.0,1204.0,680.0,0.0,-411.0,,,,415.0,-4.0,269.0,-284.0,225.0,,,,59.0,-15.0,-68.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,0.0,0.0,-83.0,-47.25,35.75,89.964966,-0.928998,-0.928998,-0.525205,89.964966,-0.928998,-0.928998,-0.531621,
09/30/2012,1880.0,1880.0,,-1242.0,1242.0,638.0,0.0,-427.0,,,,424.0,3.0,211.0,-229.0,229.0,,,,0.0,-18.0,-69.0,-87.0,0.0,0.0,0.0,-87.0,0.0,-87.0,0.0,0.0,-87.0,-85.05,1.95,90.143922,-0.962177,-0.962177,-0.943491,90.143922,-0.962177,-0.962177,-0.943491,
12/31/2012,1913.0,1682.0,231.0,-852.0,852.0,1061.0,0.0,-855.0,,98.0,,466.0,291.0,206.0,-197.0,216.0,216.0,0.0,,-19.0,9.0,-49.0,-40.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,0.0,-40.0,-43.9,-3.9,90.423024,-0.45344,-0.45344,-0.485495,90.423024,-0.45344,-0.45344,-0.49657,
03/31/2013,1917.0,1917.0,,-1258.0,1258.0,659.0,0.0,-436.0,,,,425.0,11.0,223.0,-256.0,210.0,210.0,0.0,,46.0,-33.0,-9.0,-42.0,0.0,0.0,0.0,-42.0,0.0,-42.0,0.0,0.0,-42.0,-5.6,36.4,90.716051,-0.464499,-0.464499,-0.061731,90.716051,-0.464499,-0.464499,-0.063247,
06/30/2013,1972.0,1972.0,,-1295.0,1295.0,677.0,0.0,-441.0,,,,436.0,5.0,236.0,-274.0,211.0,211.0,0.0,,63.0,-38.0,-58.0,-96.0,0.0,0.0,0.0,-96.0,0.0,-96.0,0.0,0.0,-96.0,-53.1,42.9,90.963133,-1.061712,-1.061712,-0.583752,90.963133,-1.061712,-1.061712,-0.590093,
09/30/2013,2118.0,2118.0,,-1397.0,1397.0,721.0,0.0,-512.0,,,,493.0,19.0,209.0,-222.0,214.0,214.0,0.0,,8.0,-13.0,-57.0,-70.0,0.0,0.0,0.0,-70.0,0.0,-70.0,0.0,0.0,-70.0,-52.45,17.55,93.064281,-0.752046,-0.752046,-0.563589,93.064281,-0.752046,-0.752046,-0.563589,
12/31/2013,2148.0,1947.0,201.0,-1047.0,1047.0,1101.0,0.0,-855.0,,127.0,,500.0,228.0,246.0,-211.0,211.0,211.0,0.0,,0.0,35.0,4.0,39.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,39.0,6.25,-32.75,93.888995,0.420261,0.420261,0.066568,100.742331,0.387083,0.387083,0.061996,
03/31/2014,2202.0,2202.0,,-1447.0,1447.0,755.0,0.0,-515.0,,,,505.0,10.0,240.0,-213.0,211.0,,,,2.0,27.0,-64.0,-37.0,0.0,0.0,0.0,-37.0,0.0,-37.0,0.0,0.0,-37.0,-20.1,16.9,96.242323,-0.387083,-0.387083,-0.208848,96.242323,-0.387083,-0.387083,-0.211484,
06/30/2014,2259.0,2259.0,,-1479.0,1479.0,780.0,0.0,-544.0,,,,528.0,16.0,236.0,-216.0,210.0,,,,6.0,20.0,-65.0,-45.0,0.0,0.0,0.0,-45.0,0.0,-45.0,0.0,0.0,-45.0,-30.7,14.3,97.631842,-0.464499,-0.464499,-0.314447,97.631842,-0.464499,-0.464499,-0.31803,
09/30/2014,2287.0,2287.0,,-1518.0,1518.0,769.0,0.0,-551.0,,,,535.0,16.0,218.0,-212.0,217.0,,,,-5.0,6.0,-59.0,-53.0,0.0,0.0,0.0,-53.0,0.0,-53.0,0.0,0.0,-53.0,-43.9,9.1,98.370273,-0.541916,-0.541916,-0.446273,98.370273,-0.541916,-0.541916,-0.449408,
12/31/2014,2360.0,2205.0,155.0,-1155.0,1155.0,1205.0,0.0,-928.0,,152.0,,534.0,242.0,277.0,-277.0,273.0,,,,4.0,0.0,-48.0,-48.0,0.0,0.0,0.0,-48.0,0.0,-48.0,0.0,0.0,-48.0,-25.25,22.75,99.681275,-0.486618,-0.486618,-0.253308,99.681275,-0.486618,-0.486618,-0.258391,
03/31/2015,2362.0,2315.0,47.0,-1217.0,1217.0,1145.0,0.0,-896.0,,151.0,,514.0,231.0,249.0,-295.0,289.0,,,,6.0,-46.0,-35.0,-81.0,0.0,0.0,0.0,-81.0,0.0,-81.0,0.0,0.0,-81.0,-53.7,27.3,100.959009,-0.807344,-0.807344,-0.531899,100.959009,-0.807344,-0.807344,-0.536937,
06/30/2015,2430.0,2383.0,47.0,-1221.0,1221.0,1209.0,0.0,-940.0,,158.0,,528.0,254.0,269.0,-356.0,229.0,,,,127.0,-87.0,-35.0,-122.0,0.0,0.0,0.0,-122.0,0.0,-122.0,0.0,0.0,-122.0,-7.6,114.4,91.391693,-1.3382,-1.3382,-0.083159,91.391693,-1.3382,-1.3382,-0.086444,
09/30/2015,2450.0,2403.0,47.0,-1213.0,1213.0,1237.0,0.0,-964.0,,163.0,,538.0,263.0,273.0,-361.0,353.0,,,,8.0,-88.0,142.0,54.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,0.0,54.0,77.4,23.4,91.509923,0.597213,0.597213,0.84581,92.664156,0.586154,0.586154,0.838678,
12/31/2015,2512.0,2377.0,135.0,-1227.0,1227.0,1285.0,0.0,-962.0,,152.0,,545.0,265.0,323.0,-433.0,435.0,,,,-2.0,-110.0,-12.0,-122.0,0.0,0.0,0.0,-122.0,0.0,-122.0,0.0,0.0,-122.0,-98.6,23.4,101.366476,-1.205486,-1.205486,-0.972708,101.366476,-1.205486,-1.205486,-0.974639,
03/31/2016,2530.0,2181.0,349.0,-1257.0,1257.0,1273.0,0.0,-971.0,,165.0,,539.0,267.0,302.0,-462.0,454.0,,,,8.0,-160.0,-28.0,-188.0,0.0,0.0,0.0,-188.0,0.0,-188.0,0.0,0.0,-188.0,-159.4,28.6,91.823402,-2.057067,-2.057067,-1.735941,91.823402,-2.057067,-2.057067,-1.745599,
06/30/2016,6161.0,5215.0,946.0,-3072.0,3072.0,3089.0,0.0,-2919.0,,382.0,,1436.0,1101.0,170.0,-235.0,593.0,,,,-358.0,-65.0,3179.0,3114.0,0.0,0.0,0.0,3114.0,-47.0,3067.0,0.0,0.0,3067.0,3545.4,478.4,183.362776,16.73,16.73,19.33544,205.214266,15.17,15.17,17.501222,
09/30/2016,10037.0,8448.0,1589.0,-4967.0,4967.0,5070.0,0.0,-4159.0,,596.0,,2437.0,1126.0,911.0,-645.0,724.0,,,,-79.0,266.0,-16.0,250.0,0.0,0.0,0.0,250.0,-61.0,189.0,0.0,0.0,189.0,298.2,109.2,271.263259,0.7,0.7,1.099301,275.373202,0.69,0.69,1.086553,
12/31/2016,10275.0,10052.0,223.0,-4900.0,4900.0,5375.0,0.0,-4302.0,,564.0,0.0,2495.0,1243.0,1073.0,-294.0,728.0,728.0,0.0,0.0,-434.0,779.0,-210.0,569.0,0.0,0.0,0.0,569.0,-115.0,454.0,0.0,0.0,454.0,593.75,139.75,268.584368,1.69,1.69,2.210665,272.62427,1.67,1.67,2.18261,
03/31/2017,10164.0,8508.0,1656.0,-4903.0,4903.0,5261.0,0.0,-4320.0,,765.0,,2550.0,1005.0,941.0,-705.0,713.0,,,,-8.0,236.0,-25.0,211.0,0.0,0.0,0.0,211.0,-56.0,155.0,0.0,0.0,155.0,217.4,62.4,269.004817,0.58,0.58,0.808164,273.199509,0.57,0.57,0.798405,
06/30/2017,10357.0,8662.0,1695.0,-4943.0,4943.0,5414.0,0.0,-4362.0,,760.0,,2595.0,1007.0,1052.0,-809.0,749.0,749.0,0.0,,60.0,243.0,-48.0,195.0,0.0,0.0,0.0,195.0,-56.0,139.0,0.0,0.0,139.0,272.9,133.9,263.460911,0.53,0.53,1.035827,267.309261,0.52,0.52,1.020918,
09/30/2017,10458.0,8747.0,1711.0,-5045.0,5045.0,5413.0,0.0,-4504.0,,761.0,,2701.0,1042.0,909.0,-791.0,788.0,788.0,0.0,,3.0,118.0,-26.0,92.0,0.0,0.0,0.0,92.0,-44.0,48.0,0.0,0.0,48.0,146.15,98.15,253.923805,0.19,0.19,0.575566,258.341851,0.19,0.19,0.569923,
12/31/2017,10602.0,14777.0,-4175.0,-5004.0,5004.0,5598.0,0.0,-4394.0,,750.0,,2742.0,902.0,1204.0,-773.0,840.0,840.0,0.0,,-67.0,431.0,9186.0,9617.0,0.0,0.0,0.0,9617.0,-64.0,9553.0,0.0,0.0,9553.0,9246.85,-306.15,240.493327,39.722516,39.722516,38.449508,387.965203,24.623342,24.623342,23.834225,
03/31/2018,10657.0,8917.0,1740.0,-5148.0,5148.0,5509.0,0.0,-4467.0,,751.0,,2710.0,1006.0,1042.0,-791.0,851.0,851.0,0.0,,-60.0,251.0,-28.0,223.0,0.0,0.0,0.0,223.0,-55.0,168.0,0.0,0.0,168.0,172.74,4.74,237.762295,0.71,0.71,0.726524,241.420722,0.7,0.7,0.719634,
06/30/2018,10854.0,9091.0,1763.0,-5180.0,5180.0,5674.0,0.0,-4314.0,,769.0,,2592.0,953.0,1360.0,-980.0,878.0,878.0,0.0,,102.0,380.0,-41.0,339.0,0.0,0.0,0.0,339.0,-66.0,273.0,0.0,0.0,273.0,355.16,82.16,234.241769,1.17,1.17,1.516211,237.073566,1.15,1.15,1.496559,
09/30/2018,10892.0,9093.0,1799.0,-5272.0,5272.0,5620.0,0.0,-4240.0,,790.0,,2482.0,968.0,1380.0,-687.0,901.0,901.0,0.0,,-214.0,693.0,-109.0,584.0,0.0,0.0,0.0,584.0,-91.0,493.0,0.0,0.0,493.0,497.74,4.74,230.554633,2.14,2.14,2.158881,233.607414,2.11,2.11,2.13029,
12/31/2018,11231.0,10908.0,323.0,-5408.0,5408.0,5823.0,0.0,-4384.0,,732.0,0.0,2534.0,1118.0,1439.0,-1077.0,910.0,910.0,0.0,,167.0,362.0,-2.0,360.0,0.0,0.0,0.0,360.0,-64.0,296.0,0.0,0.0,296.0,467.43,171.43,227.005966,1.31,1.31,2.059109,230.131933,1.29,1.29,2.034921,
03/31/2019,11206.0,9257.0,1949.0,-5508.0,5508.0,5698.0,0.0,-4273.0,,735.0,,2550.0,988.0,1425.0,-989.0,925.0,925.0,0.0,,64.0,436.0,-119.0,317.0,0.0,0.0,0.0,317.0,-64.0,253.0,0.0,0.0,253.0,278.28,25.28,224.630122,1.13,1.13,1.238837,227.595365,1.11,1.11,1.221074,
06/30/2019,11347.0,9378.0,1969.0,-5468.0,5468.0,5879.0,0.0,-4338.0,,768.0,,2500.0,1070.0,1541.0,-1071.0,945.0,945.0,0.0,,126.0,470.0,-84.0,386.0,0.0,0.0,0.0,386.0,-72.0,314.0,0.0,0.0,314.0,456.99,142.99,222.392274,1.41,1.41,2.054883,225.942172,1.39,1.39,2.022861,
09/30/2019,11450.0,9425.0,2025.0,-5633.0,5633.0,5817.0,0.0,-4231.0,,793.0,,2415.0,1023.0,1586.0,-993.0,963.0,963.0,0.0,,30.0,593.0,-126.0,467.0,0.0,0.0,0.0,467.0,-80.0,387.0,0.0,0.0,387.0,371.2,-15.8,218.499213,1.77,1.77,1.698862,222.355867,1.74,1.74,1.668943,
12/31/2019,11761.0,11305.0,456.0,-5570.0,5570.0,6191.0,0.0,-4232.0,,748.0,0.0,2461.0,1023.0,1959.0,-1027.0,964.0,964.0,0.0,,63.0,932.0,-110.0,822.0,0.0,0.0,0.0,822.0,-108.0,714.0,0.0,0.0,714.0,735.33,21.33,212.648072,3.36,3.36,3.457967,217.778099,3.28,3.28,3.377944,
03/31/2020,11738.0,9651.0,2087.0,-5665.0,5665.0,6073.0,0.0,-4271.0,,766.0,,2497.0,1008.0,1802.0,-1306.0,980.0,980.0,0.0,,326.0,496.0,-29.0,467.0,0.0,0.0,0.0,467.0,-71.0,396.0,0.0,0.0,396.0,674.08,278.08,207.831305,1.91,1.91,3.2434,212.810613,1.86,1.86,3.166702,
06/30/2020,11696.0,9601.0,2095.0,-5622.0,5622.0,6074.0,0.0,-4105.0,,719.0,,2428.0,958.0,1969.0,-927.0,957.0,957.0,0.0,,-30.0,1042.0,-166.0,876.0,0.0,0.0,0.0,876.0,-110.0,766.0,0.0,0.0,766.0,717.020028,-48.979972,205.777438,3.72,3.72,3.484444,210.906946,3.63,3.63,3.397765,
09/30/2020,12042.81,,,,,6264.4289058,,,,,,,,1850.286,,,,,,,923.706,,674.867,,,,,,674.867,,,674.867,661.421,,,3.228,3.228,3.046,,3.228,3.228,3.046,
12/31/2020,12429.143,,,,,6679.17286534,,,,,,,,2224.0,,,,,,,1274.412,,946.133,,,,,,946.133,,,946.133,925.316,,,4.458,4.458,4.405,,4.458,4.458,4.405,
