Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Underwriting & Acq Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,141.110001,102.486,,,24.512,14.112,,,-71.372002,71.372002,0.0,0.0,-48.557999,,,,,21.18,,-5.143,0.0,16.037,-2.675,13.362,0.0,,,13.362,0.0,13.362,0.0,,13.362,13.362,,205.327396,0.064966,0.064966,,205.327396,0.064966,0.064966,0.064966,
06/30/1993,148.294006,108.602997,,,26.211001,13.48,,,-80.200996,80.200996,0.0,0.0,-47.793999,,,,,20.299,,-5.718,0.0,14.581,-2.084,12.497,0.0,,,12.497,0.0,12.497,0.0,,12.497,12.497,,205.407151,0.060576,0.060576,,205.407151,0.060576,0.060576,0.060576,
09/30/1993,176.688004,127.351997,,,34.688,14.648,,,-94.579002,94.579002,0.0,0.0,-59.363998,,,,,22.745001,,-7.332,0.0,15.413001,-2.648,12.765,0.0,,,12.765001,0.0,12.765,0.0,,12.765,12.765,,205.680507,0.062332,0.062332,,205.680507,0.062332,0.062332,0.062332,
12/31/1993,115.737999,81.852997,,,20.548,13.337,,,-55.054001,55.054001,0.0,0.0,-41.431,,,,,19.253,,-4.107,0.0,15.146,-2.183,12.963,0.0,,,12.963,0.0,12.963,0.0,,12.963,12.963,,202.263328,0.064088,0.064088,,202.263328,0.064088,0.064088,0.064088,
03/31/1994,186.326004,145.348007,,,26.839,14.139,,,-114.856003,114.856003,0.0,0.0,-63.646,,,,,7.824,,-6.877,0.0,0.947,3.195,4.142,0.0,,,4.142,2.118,6.26,-2.059,,4.201,4.201,,196.921126,0.02107,0.02107,,196.921126,0.02107,0.02107,0.02107,
06/30/1994,215.207993,170.981995,,,27.213001,17.013,,,-124.779999,124.779999,0.0,0.0,-70.939003,,,,,19.489,,-6.922,0.0,12.567,-1.345,11.222,0.0,,,11.222,-0.108,11.114,-2.765,,8.349,8.349,,197.422321,0.04214,0.04214,,197.422321,0.04214,0.04214,0.04214,
09/30/1994,211.190002,165.100998,,,25.638001,20.451,,,-126.958,126.958,0.0,0.0,-74.535004,,,,,9.697,,-6.918,0.0,2.778999,1.864,4.643,0.0,,,4.642999,1.493,6.136,-2.766,,3.37,3.37,,197.46788,0.01668,0.01668,,197.46788,0.01668,0.01668,0.01668,
12/31/1994,218.065994,173.606995,,,29.823001,14.636,,,-119.555,119.555,0.0,0.0,-77.146004,,,,,21.365,,-6.884,0.0,14.481,-2.162,12.319,0.0,,,12.319,-0.735,11.584,-2.766,,8.818,8.818,,191.089114,0.046529,0.046529,,191.089114,0.046529,0.046529,0.046529,
03/31/1995,228.932007,179.625,,,31.84,17.466999,,,-125.097,125.097,0.0,0.0,-78.749001,,,,,25.086,,-7.025,0.0,18.061,-3.455,14.606,0.0,,,14.606,-1.033,13.573,-2.766,,10.807,10.807,,190.78159,0.057064,0.057064,0.053553,190.78159,0.057064,0.057064,0.053553,
06/30/1995,247.442001,191.154007,,,38.338,17.950001,,,-138.632996,138.632996,0.0,0.0,-80.283997,,,,,28.525,,-7.12,0.0,21.405,-4.684,16.721001,0.0,,,16.721,-1.352,15.369,-2.765,,12.604,12.604,,189.81337,0.066722,0.066722,0.048285,189.81337,0.066722,0.066722,0.048285,
09/30/1995,260.893005,207.380997,,,35.494998,18.017,,,-151.705002,151.705002,0.0,0.0,-82.929001,,,,,26.259001,,-7.071,0.0,19.188001,-3.152,16.035999,0.0,,,16.036001,-1.242,14.794,-2.766,,12.028,12.028,,189.858926,0.06321,0.06321,0.055309,189.858926,0.06321,0.06321,0.055309,
12/31/1995,284.675995,225.175995,,,42.016,17.483999,,,-155.563004,155.563004,0.0,0.0,-98.027,,,,,31.086,,-6.993,0.0,24.093,-6.263,17.83,0.0,,,17.83,-0.684,17.146,-2.765,,14.381,14.381,,222.732291,0.064088,0.064088,0.061454,222.732291,0.064088,0.064088,0.061454,
03/31/1996,288.273987,229.139008,,,39.929999,19.205,,,-160.763,160.763,0.0,0.0,-95.392998,,,,,32.118,,-7.787,0.0,24.331,-4.809,19.521999,0.0,,,19.522,0.0,19.521999,-3.838,,15.683999,15.683999,,233.530605,0.06716,0.06716,0.066283,238.200761,0.065844,0.065844,0.064966,
06/30/1996,301.292999,243.020996,,,39.706999,18.565001,,,-164.278,164.278,0.0,0.0,-101.477997,,,,,35.536999,,-7.901,0.0,27.635999,-6.275,21.361,0.0,,,21.360999,0.0,21.361,-3.38,,17.981,17.981,,223.83716,0.080329,0.080329,0.079451,223.83716,0.080329,0.080329,0.079451,
09/30/1996,311.533997,248.578003,,,45.064002,17.892,,,-170.164001,170.164001,0.0,0.0,-101.757004,,,,,39.612999,,-7.967,0.0,31.645999,-7.554,24.091999,0.0,,,24.091999,0.0,24.091999,-3.38,,20.711999,20.711999,,227.949176,0.090864,0.090864,0.080329,227.949176,0.090864,0.090864,0.080329,
12/31/1996,324.065002,260.483002,,,47.226001,16.356001,,,-173.955002,173.955002,0.0,0.0,-110.365997,,,,,39.743999,,-8.308,0.0,31.436,-6.464,24.972,0.0,,,24.972,0.316,25.288,-3.311,,21.977,21.977,,223.541016,0.098765,0.098765,0.089547,227.88085,0.096132,0.096132,0.086914,
03/31/1997,329.821991,257.283997,,,54.171001,18.367001,,,-169.593002,169.593002,0.0,0.0,-110.013,,,,,50.216,,-12.218,0.0,37.997999,-9.795,28.202999,0.0,,,28.202999,0.341,28.544001,-2.117,,26.427001,26.427001,,223.723274,0.118519,0.118519,0.092181,227.425214,0.115885,0.115885,0.089547,
06/30/1997,335.925995,271.915985,,,45.441002,18.569,,,-181.266998,181.266998,0.0,0.0,-116.498001,,,,,38.160999,,-12.237,0.0,25.923999,-5.564,20.360001,0.0,,,20.359999,0.273,20.632999,-2.008,,18.625,18.625,,223.859952,0.083402,0.083402,0.089547,228.006143,0.081646,0.081646,0.087791,
09/30/1997,355.649994,283.923004,,,53.384,18.343,,,-189.569,189.569,0.0,0.0,-120.502998,,,,,45.577999,,-12.197,0.0,33.380999,-7.932,25.448999,0.0,,,25.448999,0.124,25.573,-1.852,,23.721,23.721,,224.144719,0.10535,0.10535,0.090864,230.234906,0.102716,0.102716,0.08823,
12/31/1997,378.911987,298.623993,,,59.777998,20.51,,,-193.994995,193.994995,0.0,0.0,-140.761993,,,,,44.154999,,-12.217,0.0,31.937999,-7.377,24.561001,0.0,,,24.560999,-0.264,24.297001,-1.851,,22.446001,22.446001,,224.402911,0.100082,0.100082,0.097449,231.571413,0.097449,0.097449,0.094815,
03/31/1998,383.274994,302.632996,,,59.811001,20.830999,,,-205.201996,205.201996,0.0,0.0,-133.179993,,,,,44.893002,,-12.173,0.0,32.720001,-7.197,25.523001,2.435,,,23.088001,0.15,23.238001,-1.887,,21.351001,21.351001,,224.661087,0.096132,0.106667,0.096132,233.545775,0.093498,0.102716,0.092181,
06/30/1998,396.910004,318.988007,,,59.473999,18.448,,,-217.578003,217.578003,0.0,0.0,-139.042999,,,,,40.289001,,-12.158,0.0,28.131001,-6.503,21.628,2.582,,,19.046002,1.115,20.160999,-1.887,,18.273999,18.273999,,216.186468,0.08428,0.096132,0.075062,225.792557,0.080329,0.092181,0.072428,
09/30/1998,394.424988,330.552002,,,45.606001,18.267,,,-229.526001,229.526001,0.0,0.0,-141.561005,,,,,23.337999,,-11.96,0.0,11.377999,0.482,11.86,0.0,,,11.859999,0.401,12.261,-1.887,,10.374,10.374,,212.807251,0.048724,0.048724,0.040823,217.728007,0.047407,0.047407,0.039506,
12/31/1998,407.907013,326.226013,,,62.929001,18.752001,,,-262.455994,262.455994,0.0,0.0,-142.371002,,,,,3.08,,-12.528,0.0,-9.448,7.753,-1.695,0.0,,,-1.695,-0.222,-1.917,-1.887,,-3.804,-3.804,,202.996128,-0.018436,-0.018436,-0.056626,206.648714,-0.018436,-0.018436,-0.056626,
03/31/1999,407.713013,341.971985,,,46.721999,19.018999,,,-242.839005,242.839005,0.0,0.0,-144.225006,,,,,20.649,,-12.805,-11.505,-3.661,5.173,1.512,3.25,,,-1.738,0.96,-0.778,-0.497,,-1.275,-1.275,,199.905475,-0.006584,0.009218,0.043457,201.257158,-0.006584,0.009218,0.043457,
06/30/1999,416.25,346.381989,,,51.466,18.402,,,-249.257996,249.257996,0.0,0.0,-152.132996,,,,,14.859,,-13.017,0.0,1.842,4.45,6.292,0.0,,,6.292,-0.668,5.624,0.0,,5.624,5.624,,197.095781,0.028971,0.028971,0.027654,198.158901,0.028971,0.028971,0.027654,
09/30/1999,427.822998,363.537994,,,44.673,19.612,,,-272.819,272.819,0.0,0.0,-151.792007,,,,,3.212,,-12.246,0.0,-9.034,8.145,-0.889,-0.735,,,-0.154,-0.467,-0.621,0.0,,-0.621,-0.621,,195.334028,-0.002634,-0.006584,0.003951,196.085816,-0.002634,-0.006584,0.003951,
12/31/1999,421.882,362.492,,,41.391,17.999,,,-320.91,320.91,0.0,0.0,-156.634,,,,,-55.662,,-12.733,0.0,0.0,27.998,-40.397,0.0,,,27.998,-0.391,-40.788,0.0,0.0,-40.788,-40.788,,194.5215,-0.209383,-0.209383,-0.197531,195.075844,-0.209383,-0.209383,-0.197531,
03/31/2000,423.324005,358.743988,,,47.396001,17.184,,,-261.759003,261.759003,0.0,0.0,-118.744003,,,,,16.208,,-12.493,-1.85,1.865,2.652,4.517,0.0,,,4.517,-0.171,4.346,0.0,0.0,4.346,4.346,,194.529098,0.022387,0.022387,0.026337,194.999913,0.022387,0.022387,0.026337,
06/30/2000,431.933014,362.106995,,,49.909,19.917,,,-265.493011,265.493011,0.0,0.0,-127.823997,,,,,18.219999,,-11.791,0.0,6.428999,0.564,6.993,0.0,,,6.992999,-0.357,6.636,0.0,,6.636,6.636,,194.559471,0.034239,0.034239,0.032922,195.888371,0.034239,0.034239,0.032922,
09/30/2000,445.957001,370.832001,,,57.605,17.52,,,-276.343994,276.343994,0.0,0.0,-150.828995,,,,,18.784,,-11.67,0.0,7.114,0.869,7.983,0.0,,,7.983,-0.891,7.092,0.0,,7.092,7.092,,193.458374,0.036872,0.036872,0.032922,195.9719,0.035556,0.035556,0.032922,
12/31/2000,480.073,399.331,399.331,0.0,63.902,16.84,,,-290.815,290.815,,,-152.173,,,,,37.085,,-11.642,0.0,25.443,-6.536,18.907,,,,18.907,-0.743,18.164,0.0,0.0,18.164,18.164,,193.914,0.093498,0.093498,0.093498,201.530531,0.089547,0.089547,0.089547,
03/31/2001,449.153015,378.934998,,,52.266,17.952,,,-271.467987,271.467987,0.0,0.0,-120.879997,,,,,25.062,,-11.45,0.0,13.612,-2.484,11.128,0.0,,,11.128,-0.862,10.266,0.0,0.0,10.266,10.266,,204.643964,0.050041,0.050041,0.050041,214.5614,0.047407,0.047407,0.047407,
06/30/2001,490.997009,418.059998,,,52.929,20.007999,,,-296.653015,296.653015,0.0,0.0,-146.740005,,,,,25.025,,-11.412,0.0,13.613,-3.074,10.539,0.0,,,10.539,-0.941,9.598,0.0,0.0,9.598,9.598,,220.142811,0.043457,0.043457,0.035556,228.199786,0.04214,0.04214,0.034239,
09/30/2001,500.071991,425.394989,,,54.186998,20.49,,,-391.47699,391.47699,0.0,0.0,-146.335999,,,,,-62.269001,,-11.57,0.0,-73.839001,27.117001,-46.722,0.0,,,-46.722,-0.524,-47.245998,0.0,0.0,-47.245998,-47.245998,,220.590842,-0.213333,-0.213333,-0.055309,228.214965,-0.213333,-0.213333,-0.055309,
12/31/2001,501.575,458.079,,,24.145,19.351,,,-420.902,420.902,0.0,0.0,-167.486,,,,,-90.297,,-11.287,-3.196,-104.78,35.102,-69.678,0.0,,,-69.678,5.514,-64.164,0.0,0.0,-64.164,-64.164,,239.332219,-0.268642,-0.268642,-0.064527,251.429062,-0.268642,-0.268642,-0.064527,
03/31/2002,547.886,478.466,,,49.115,20.305,,,-310.601,310.601,0.0,0.0,-175.443,,,,,61.842,,-11.135,0.0,50.707,-16.222,34.485,0.0,,,34.485,-0.089,34.396,,,34.396,34.396,,379.034438,0.090864,0.090864,0.090864,394.700344,0.086914,0.086914,0.086914,
06/30/2002,569.935,512.688,,,36.115,21.132,,,-336.515,336.515,0.0,0.0,-184.883,,,,,48.537,,-11.33,0.0,37.207,-15.563,21.644,0.0,,,21.644,5.73,27.374,0.0,0.0,27.374,27.374,,380.636719,0.072428,0.072428,0.072428,397.904906,0.068477,0.068477,0.068477,
09/30/2002,641.055,568.471,,,49.928,22.656,,,-368.763,368.763,0.0,0.0,-175.6575,,,,,72.11046,,-11.593,-0.984,59.53346,-19.47,40.06346,0.0,,,40.06346,0.481,40.54446,0.0,0.0,40.54446,40.54446,,254.11725,0.16,0.16,0.165926,263.199375,0.154074,0.154074,0.16,
12/31/2002,818.192,702.902,,,90.771,24.519,,,-448.092,448.092,0.0,0.0,-213.173,,,,,123.403,,-11.417,0.0,0.0,-32.884,79.102,0.0,,,-32.884,-6.371,72.731,0.0,0.0,72.731,72.731,,269.694563,0.270617,0.270617,0.199506,278.751375,0.260741,0.260741,0.18963,
03/31/2003,792.651,700.126,700.126,0.0,66.364,26.161,,,-443.886,443.886,0.0,0.0,-198.835,,,,,117.912,,-12.095,-1.238,105.817,-32.986,71.593,0.0,,,72.831,0.11,71.703,0.0,0.0,71.703,71.703,,279.698063,0.25679,0.25679,0.22716,290.223,0.246914,0.246914,0.217284,
06/30/2003,926.957,806.468,,,94.138,26.351,,,-514.157,514.157,0.0,0.0,-258.16,,,,,154.64,,-13.273,0.0,141.367,-44.23,97.137,0.0,,,97.137,-1.297,95.84,0.0,0.0,95.84,95.84,,280.173937,0.341728,0.341728,0.341728,293.802187,0.325926,0.325926,0.325926,
09/30/2003,916.342,835.58,835.58,0.0,55.061,25.701,,,-533.201,533.201,0.0,0.0,-233.127,,,,,121.86,,-13.825,0.04,108.035,-30.744,77.331,0.0,,,77.291,-0.862,76.469,0.0,0.0,76.469,76.469,,280.742625,0.272593,0.272593,0.263704,296.740125,0.257778,0.257778,0.248889,
12/31/2003,995.041,892.436,,,77.068,25.537,,,-558.933,558.933,0.0,0.0,-213.292,,,,,150.508,,-15.54,0.315,0.0,-42.666,92.617,0.0,,,-42.666,0.591,93.208,0.0,0.0,93.208,93.208,,281.532375,0.331852,0.331852,0.284444,294.87375,0.317037,0.317037,0.26963,
03/31/2004,1078.7,951.532,951.532,0.0,98.392,28.777,,,-600.505,600.505,0.0,0.0,-257.865,,,,,186.418,,-15.771,0.004,170.647,-54.026,116.625,0.727,,,115.894,-0.47,115.428,0.0,0.0,115.428,115.428,,282.39975,0.408889,0.411852,0.340741,295.612875,0.391111,0.394074,0.328889,
06/30/2004,1110.75,1004.38,,,78.658,27.713,,,-626.578,626.578,0.0,0.0,-275.301,,,,,173.7,,-15.754,0.0,157.946,-48.166,109.78,0.0,,,109.78,-0.296,109.484,0.0,0.0,109.484,109.484,,283.145625,0.388148,0.388148,0.364444,296.595,0.37037,0.37037,0.34963,
09/30/2004,1139.54,1034.08,1034.08,0.0,76.503,28.942,,,-674.534,674.534,0.0,0.0,-276.099,,,,,155.61,,-16.707,0.0,138.903,-40.645,98.258,0.0,,,98.258,-1.186,97.072,0.0,0.0,97.072,97.072,,283.766625,0.340741,0.340741,0.328889,297.58725,0.325926,0.325926,0.314074,
12/31/2004,1183.245,1071.1,,,86.01,26.148,,,-657.693,657.693,0.0,0.0,-336.343,,,,,189.208,,-18.191,-0.004,171.013,-53.398,117.615,0.0,,,117.615,-1.494,116.121,0.0,0.0,116.121,116.121,,284.14125,0.408889,0.408889,0.4,298.39725,0.388148,0.388148,0.382222,
03/31/2005,1159.988,1039.975,,,89.197,30.816,,,-641.146,641.146,,,-326.805,,,,,192.037,,-18.125,,173.912,-52.729,121.183,,,,121.183,-0.312,120.871,,,120.871,120.871,,284.7555,0.426667,0.426667,0.426667,299.528999,0.404444,0.404444,0.404444,
06/30/2005,1220.784,1091.873,,,99.748,29.163,,,-675.326,675.326,0.0,0.0,-334.6,,,,,210.858,,-19.217,0.0,191.641,-56.095,135.546,0.0,,,135.546,-1.467,134.079,0.0,0.0,134.079,134.079,,285.45075,0.471111,0.471111,0.457778,300.078,0.448889,0.448889,0.435556,
09/30/2005,1272.177,1131.172,,,115.622,25.383,,,-742.242,742.242,,,-338.962,,,,,190.973,,-23.632,,167.341,-44.54,122.801,,,,122.801,-0.283,122.518,,,122.518,122.518,,286.191,0.426667,0.426667,0.408889,300.94425,0.408889,0.408889,0.386667,
12/31/2005,1343.89,1197.915,1197.915,0.0,116.604,29.371,,,-723.088,723.088,0.0,0.0,-318.733,,,,,262.595,,-24.952,0.0,237.643,-69.157,168.486,0.0,,,168.486,-1.062,167.424,0.0,0.0,167.424,167.424,,430.155,0.386667,0.386667,0.386667,453.2625,0.368889,0.368889,0.364444,
03/31/2006,1307.534,1146.377,1146.377,0.0,134.172,26.985,,,-701.198,701.198,0.0,0.0,-310.09,,,,,250.682,,-23.469,0.0,227.213,-64.923,162.29,0.0,,,162.29,-0.588,161.702,0.0,0.0,161.702,161.702,,287.611499,0.56,0.56,0.553333,303.496499,0.533333,0.533333,0.526667,
06/30/2006,1358.346,1186.68,1186.68,0.0,144.394,27.272,,,-742.11,742.11,0.0,0.0,-313.843,,,,,257.31,,-23.272,0.0,234.038,-67.883,166.155,0.0,,,166.155,-0.703,165.452,0.0,0.0,165.452,165.452,,288.579,0.573333,0.573333,0.573333,303.675,0.546667,0.546667,0.546667,
09/30/2006,1368.508,1193.857,1193.857,0.0,147.518,27.133,,,-731.941,731.941,0.0,0.0,-324.166,,,,,268.256,,-23.293,0.0,244.963,-70.445,174.518,0.0,,,174.518,-0.21,174.308,0.0,0.0,174.308,174.308,,287.320878,0.606667,0.606667,0.6,301.9425,0.58,0.58,0.573333,
12/31/2006,1360.443,1165.708,1165.708,0.0,169.739,24.996,,,-689.249,689.249,0.0,0.0,-319.118,,,,,304.919,,-22.488,0.0,282.431,-83.147,199.284,0.0,,,199.284,-1.228,198.056,0.0,0.0,198.056,198.056,,287.6175,0.686667,0.686667,0.673333,302.3355,0.653333,0.653333,0.64,
03/31/2007,1354.217,1154.933,1154.933,0.0,172.811,26.473,,,-685.147,685.147,0.0,0.0,-325.917,,,,,288.449,,-20.7,0.194,267.943,-79.135,188.808,0.0,,,188.808,-0.382,188.426,0.0,0.0,188.426,188.426,,289.7985,0.653333,0.653333,0.633333,303.114,0.62,0.62,0.606667,
06/30/2007,1371.899,1171.64,1171.64,0.0,174.223,26.036,,,-703.669,703.669,0.0,0.0,-325.177,,,,,291.626,,-22.7,1.497,270.423,-79.376,191.047,0.0,,,191.047,-0.414,190.633,0.0,0.0,190.633,190.633,,291.5175,0.653333,0.653333,0.646667,305.883,0.62,0.62,0.613333,
09/30/2007,1366.293,1175.564,1175.564,0.0,166.602,24.127,,,-706.374,706.374,0.0,0.0,-333.414,,,,,277.389,,-22.707,3.021,257.703,-76.344,181.359,0.0,,,181.359,-0.896,180.463,0.0,0.0,180.463,180.463,,279.9015,0.646667,0.646667,0.646667,290.5785,0.62,0.62,0.62,
12/31/2007,1400.003,1161.564,1161.564,0.0,208.72,64.477,,,-684.388,684.388,0.0,0.0,-346.011,,,,,324.383,,-22.889,-39.929,261.565,-76.05,185.515,0.0,,,185.515,-1.391,184.124,0.0,0.0,184.124,184.124,,272.895,0.673333,0.673333,0.673333,283.7505,0.646667,0.646667,0.646667,
03/31/2008,1375.204,1124.309,1124.309,0.0,198.523,52.372,,,-683.041,683.041,0.0,0.0,-330.868,,,,,311.99,24.935,-22.744,-24.935,264.311,-75.706,188.605,0.0,,,188.605,-0.167,188.438,0.0,0.0,188.438,188.438,,265.0485,0.713333,0.713333,0.573333,275.706,0.686667,0.686667,0.553333,
06/30/2008,1199.139,1074.711,1074.711,0.0,71.776,52.652,,,-679.703,679.703,0.0,0.0,-323.742,,,,,143.187,26.343,-21.396,-26.343,95.448,-15.173,80.275,0.0,,,80.275,-0.018,80.257,0.0,0.0,80.257,80.257,,250.758,0.32,0.32,0.553333,260.526,0.306667,0.306667,0.52,
09/30/2008,1055.63,1055.241,1055.241,0.0,-66.628,67.017,,,-694.254,694.254,0.0,0.0,-320.184,,,,,-1.225,39.337,-20.251,-35.316,-56.792,28.964,-27.828,0.0,,,-27.828,-0.052,-27.88,0.0,0.0,-27.88,-27.88,,244.0125,-0.113333,-0.113333,0.42,244.0125,-0.113333,-0.113333,0.42,
12/31/2008,1078.835,1035.319,1035.319,0.0,-27.122,70.638,,,-631.663,631.663,0.0,0.0,-329.283,,,,,87.009,43.422,-20.232,-43.422,23.355,16.996,40.351,0.0,,,40.351,-0.025,40.326,0.0,0.0,40.326,40.326,,242.082,0.166667,0.166667,0.426667,251.7885,0.16,0.16,0.413333,
03/31/2009,963.621,979.208,979.208,0.0,-73.666,58.079,26.583,31.496,-610.445,610.445,,,-307.956,307.956,307.956,,,-34.125,,-20.224,0.0,-54.349,34.065,-20.284,0.0,0.0,0.0,-20.284,-0.062,-20.346,0.0,0.0,-20.346,42.498,62.844,241.635,-0.086667,-0.086667,0.175877,241.635,-0.086667,-0.086667,0.173411,
06/30/2009,1155.098,951.172,951.172,0.0,128.21,75.716,25.257,50.459,-597.267,597.267,,,-308.97,308.97,308.97,,,150.526,,-20.213,-5.0,125.313,-27.881,97.432,0.0,0.0,0.0,97.432,-0.045,97.387,0.0,0.0,97.387,78.596,-18.791,240.012,0.406667,0.406667,0.327467,249.339,0.393333,0.393333,0.31797,
09/30/2009,1136.309,943.14,943.14,0.0,119.455,73.714,22.039,51.675,-585.964,585.964,,,-310.618,310.618,310.618,,,142.743,,-21.599,4.631,125.775,-27.987,97.788,0.0,0.0,0.0,97.788,-0.066,97.722,0.0,0.0,97.722,92.05885,-5.66315,240.702,0.406667,0.406667,0.38246,250.104,0.393333,0.393333,0.37069,
