Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,1296.099976,-959.599976,336.5,0.0,168.699997,0.0,505.199997,-44.5,460.699997,-365.5,95.199997,0.0,95.199997,-40.299999,54.900002,19.0,0,73.900002,-3.133,70.767002,,,51.766998,,0.235,0.325,208.813995,0.235,0.235,0.325,208.813995,
12/31/1992,1283.199951,-933.700012,349.499939,0.0,165.399994,0.0,514.899933,-23.0,491.899933,-387.0,104.900002,0.0,104.900002,-42.700001,62.200001,17.299999,0,79.5,-9.729,69.771,,,52.471001,0.26,0.26,0.34,209.095994,0.26,0.26,0.34,209.095994,
03/31/1993,660.321976,-336.131989,324.189987,44.0,115.0,15.421,498.610987,-22.455,476.155987,-375.790009,100.365997,0.0,100.365997,-40.894001,59.472,24.202999,0,83.675003,-7.937,75.738003,,,51.534997,,0.245,0.36,209.923996,0.245,0.245,0.36,209.923996,
06/30/1993,657.158028,-326.658997,330.499031,29.0,137.0,24.986,521.485031,-27.629999,493.855032,-368.316986,125.538002,0.0,125.538002,-54.151001,71.387001,0.0,0,71.387001,-8.013,63.374002,,,63.374002,,0.3,0.3,210.570007,0.3,0.3,0.3,210.570007,
09/30/1993,699.253983,-358.434998,340.818985,17.900999,134.033005,39.306,532.058989,-10.0,522.058989,-440.177002,81.882004,0.0,81.882004,-40.438,41.444,0.0,0,41.444,-9.161,32.283,,,32.283004,,0.15,0.15,210.886002,0.15,0.15,0.15,210.886002,
12/31/1993,722.266022,-372.773987,349.492035,58.098999,141.966995,-26.712999,522.84503,-9.915,512.93003,-261.716003,251.214005,-69.0,182.214005,-79.516998,102.696999,0.0,0,102.696999,-9.889,92.807999,,,92.808007,0.44,0.44,0.44,211.287994,0.44,0.44,0.44,211.287994,
03/31/1994,723.67498,-382.904999,340.769981,31.0,140.0,37.085999,548.85598,-45.0,503.85598,-346.723999,157.132004,27.0,184.132004,-81.457001,102.675003,-6.535,0,96.139999,-9.315,86.825,,,93.360003,,0.44,0.41,212.395996,0.44,0.44,0.41,212.395996,
06/30/1994,840.069977,-465.614014,374.455963,23.0,144.0,25.266001,566.721964,-25.0,541.721964,-355.975006,185.746994,-16.389999,169.356995,-74.857002,94.5,0.0,0,94.5,-9.391,85.109,,,85.108993,,0.4,0.4,213.238007,0.4,0.4,0.4,213.238007,
09/30/1994,1083.543991,-659.664001,423.87999,12.19,154.845001,35.112,626.02699,-25.0,601.02699,-373.259003,227.768005,-5.0,222.768005,-98.799004,123.969002,0.0,0,123.969002,-9.389,114.580002,,,114.580002,,0.535,0.535,213.962006,0.535,0.535,0.535,213.962006,
12/31/1994,1070.710999,-637.817017,432.893982,63.810001,158.154999,-24.464001,630.394981,-35.0,595.394981,-382.041992,213.352997,1.39,214.742997,-93.887001,120.856003,0.0,0,120.856003,-8.905,111.951003,,,111.950996,0.52,0.52,0.52,214.216004,0.52,0.52,0.52,214.216004,
03/31/1995,1223.0,-674.0,549.0,,,345.0,894.0,-97.0,797.0,-501.0,296.0,0.0,296.0,-141.0,155.0,0.0,0,155.0,-9.0,146.0,,,146.0,,0.49,0.49,299.308014,0.49,0.49,0.49,299.308014,
06/30/1995,1297.0,-740.0,557.0,,,292.0,849.0,-46.0,803.0,-512.0,291.0,0.0,291.0,-123.0,168.0,0.0,0,168.0,-9.0,159.0,,,159.0,,0.515,0.515,307.753998,0.515,0.515,0.515,307.753998,
09/30/1995,1320.0,-750.0,570.0,,,305.0,875.0,-51.0,824.0,-518.0,306.0,0.0,306.0,-131.0,175.0,0.0,0,175.0,-9.0,166.0,,,166.0,,0.53,0.53,311.320007,0.53,0.53,0.53,311.320007,
12/31/1995,1279.0,-706.0,573.0,,,367.0,940.0,-81.0,859.0,-517.0,342.0,-28.0,314.0,-134.0,180.0,0.0,0,180.0,-10.0,170.0,,,170.0,0.545,0.545,0.545,312.279998,0.545,0.545,0.545,312.279998,
03/31/1996,1240.0,-674.0,566.0,76.0,109.0,40.0,791.0,-57.0,734.0,-527.0,207.0,60.0,267.0,-112.0,155.0,0.0,0,155.0,-10.0,145.0,0.0,0.0,145.0,0.47,0.47,0.47,309.976013,0.465,0.465,0.465,313.687988,
06/30/1996,1202.0,-631.0,571.0,117.0,197.0,23.0,908.0,-57.0,851.0,-532.0,319.0,46.0,365.0,-151.0,214.0,0.0,0,214.0,-9.0,205.0,0.0,0.0,205.0,0.665,0.665,0.665,307.299988,0.66,0.66,0.66,310.365997,
09/30/1996,1199.0,-608.0,591.0,92.0,202.0,43.0,928.0,-57.0,871.0,-533.0,338.0,-180.0,158.0,-78.0,80.0,0.0,0,80.0,-9.0,71.0,180.0,-63.0,188.0,0.62,0.23,0.23,306.205994,0.615,0.225,0.225,310.365997,
12/31/1996,1252.0,-640.0,612.0,77.0,212.0,3.0,904.0,-60.0,844.0,-548.0,296.0,47.0,343.0,-142.0,201.0,0.0,0,201.0,-9.0,192.0,0.0,0.0,192.0,0.63,0.63,0.63,305.950012,0.62,0.62,0.62,310.313996,
03/31/1997,1275.0,-655.0,620.0,84.0,204.0,39.0,947.0,-60.0,887.0,-544.0,343.0,3.0,346.0,-139.0,207.0,0.0,0,207.0,-9.0,198.0,0.0,0.0,198.0,0.64,0.64,0.64,306.84201,0.63,0.63,0.63,311.18399,
06/30/1997,1281.0,-665.0,616.0,135.0,225.0,17.0,993.0,-60.0,933.0,-578.0,355.0,0.0,355.0,-143.0,212.0,0.0,0,212.0,-10.0,202.0,0.0,0.0,202.0,0.68,0.68,0.68,295.820007,0.68,0.68,0.68,299.574005,
09/30/1997,1267.0,-696.0,571.0,110.0,241.0,29.0,951.0,-40.0,911.0,-601.0,310.0,68.0,378.0,-152.0,226.0,0.0,0,226.0,-9.0,217.0,-68.0,28.0,177.0,0.61,0.75,0.75,290.765991,0.6,0.73,0.73,295.68399,
12/31/1997,1341.0,-719.0,622.0,118.0,268.0,-8.0,1000.0,-40.0,960.0,-601.0,359.0,30.0,389.0,-155.0,234.0,0.0,0,234.0,-3.0,231.0,0.0,0.0,231.0,0.79,0.79,0.79,290.481994,0.78,0.78,0.78,294.618012,
03/31/1998,1337.0,-734.0,603.0,304.0,242.0,43.0,1192.0,-140.0,1052.0,-613.0,439.0,-48.0,391.0,-153.0,238.0,0.0,0,238.0,-4.0,234.0,48.0,-18.700001,263.299999,0.9,0.8,0.8,292.541992,0.89,0.79,0.79,296.839996,
06/30/1998,1390.0,-750.0,640.0,130.0,274.0,53.0,1097.0,-60.0,1037.0,-647.0,390.0,0.0,390.0,-148.0,242.0,0.0,0,242.0,-5.0,237.0,0.0,0.0,237.0,0.81,0.81,0.81,293.769012,0.8,0.8,0.8,298.274994,
09/30/1998,1410.0,-785.0,625.0,54.0,303.0,28.0,1010.0,-60.0,950.0,-641.0,309.0,-145.0,164.0,-59.0,105.0,0.0,0,105.0,0.0,105.0,145.0,-55.0,195.0,0.66,0.35,0.35,294.378998,0.66,0.35,0.35,296.360992,
12/31/1998,1440.0,-781.0,659.0,75.0,384.0,53.0,1171.0,-120.0,1051.0,-816.0,235.0,89.0,324.0,-117.0,207.0,0.0,0,207.0,0.0,207.0,-89.0,33.700001,151.700001,0.51,0.7,0.7,294.773987,0.51,0.7,0.7,296.755005,
03/31/1999,1372.0,-737.0,635.0,116.0,413.0,66.0,1230.0,-70.0,1160.0,-806.0,354.0,0.0,354.0,-131.0,223.0,0.0,0,223.0,0.0,223.0,0.0,0.0,223.0,0.75,0.75,0.75,295.934998,0.75,0.75,0.75,298.47699,
06/30/1999,1448.0,-770.0,678.0,101.0,538.0,23.0,1340.0,-95.0,1245.0,-899.0,346.0,50.0,396.0,-146.0,250.0,0.0,0,250.0,0.0,250.0,0.0,0.0,250.0,0.84,0.84,0.84,296.832001,0.83,0.83,0.83,301.661987,
