Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/2009,621.229,3.795,3.795,0.0,13.34,13.34,0.0,273.978,0.0,0.0,273.978,0.0,36.37,,,,28.386,327.483,293.746,,,0.0,0.0,,,,0.0,293.746,,180.707,117.52,5.682,,57.505,14.635,0.0,,,,14.635,0.306,,,17.616,0.0,195.648,24.527,24.527,,,,130.8,,,,,113.184,155.327,350.975,0.0,299.348,0.586,298.762,-4.179,-24.726,-0.189,270.254,0.0,270.254,621.229,
01/30/2010,553.635,4.017,4.017,0.0,13.477,13.477,0.0,206.948,0.0,0.0,206.948,0.0,38.332,,0.0,,30.272,262.774,290.861,,,0.0,0.0,0.0,0.0,0.0,0.0,290.861,,126.357,56.387,10.781,0.0,59.189,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,20.952,0.0,126.357,0.0,0.0,0.0,0.0,,134.67,,0.0,0.0,0.0,113.718,134.67,261.027,0.0,301.287,0.586,300.701,-4.179,-4.5,0.0,292.608,0.0,292.608,553.635,
05/01/2010,567.763,8.67,8.67,0.0,8.051,8.051,0.0,228.082,0.0,0.0,228.082,0.0,37.194,,,,29.134,281.997,285.766,,,0.0,0.0,,,,0.0,285.766,,122.222,60.693,6.74,,54.789,0.0,0.0,,,,,0.0,,,20.952,0.0,122.222,0.0,0.0,,,,135.003,,,,,114.051,135.003,257.225,0.0,305.556,0.591,304.965,-4.179,9.161,,310.538,0.0,310.538,567.763,
07/31/2010,599.325,15.916,15.916,0.0,11.418,11.418,,224.329,0.0,0.0,224.329,0.0,46.329,7.28,,,30.989,297.992,301.333,,,,,,,,0.0,301.333,,130.149,61.316,0.0,,68.833,0.0,,,,,,0.0,,,20.952,0.0,130.149,0.0,,,,,141.265,,,,,120.313,141.265,271.414,,309.867,0.594,309.273,-4.179,22.223,,327.911,,327.911,599.325,
10/30/2010,709.422,8.351,8.351,0.0,20.386,20.386,,301.559,0.0,0.0,301.559,0.0,47.736,6.31,,,33.366,378.032,331.39,,,0.0,0.0,,,,0.0,331.39,,204.053,120.245,,,83.808,0.0,,,,,,0.0,,,20.952,0.0,204.053,0.0,,,,,155.83,,,,,134.878,155.83,359.883,0.0,317.292,0.598,316.694,-4.179,36.426,,349.539,,349.539,709.422,
01/29/2011,730.488,111.185,111.185,0.0,22.292,22.292,0.0,218.516,0.0,0.0,218.516,0.0,52.396,10.684,0.0,,32.79,404.389,326.099,579.799,-253.7,0.0,0.0,0.0,0.0,0.0,0.0,326.099,,163.357,87.093,8.843,,67.421,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.026,0.0,163.357,0.0,0.0,0.0,0.0,,164.598,0.0,0.0,0.0,0.0,134.572,164.598,327.955,0.0,340.182,0.606,339.576,-4.179,66.53,0.0,402.533,0.0,402.533,730.488,
04/30/2011,765.807,116.811,116.811,0.0,15.634,15.634,0.0,255.547,0.0,0.0,255.547,0.0,45.668,4.233,,0.0,32.513,433.66,332.147,,,0.0,0.0,,,,0.0,332.147,,147.998,81.51,0.0,0.0,66.488,0.0,0.0,,,,,0.0,,,29.084,0.0,147.998,0.0,0.0,,,,168.443,,,,,139.359,168.443,316.441,0.0,363.719,0.616,363.103,-4.179,89.826,,449.366,0.0,449.366,765.807,
07/30/2011,815.848,142.545,142.545,0.0,19.939,19.939,,258.752,0.0,0.0,258.752,0.0,43.036,,,,34.114,464.272,351.576,,,,,,,,0.0,351.576,,155.608,81.38,0.483,,73.745,0.0,0.0,,,,,0.0,,,29.049,0.0,155.608,0.0,0.0,,,,182.208,,,,,153.159,182.208,337.816,0.0,368.48,0.617,367.863,-4.179,113.731,,478.032,0.0,478.032,815.848,
10/29/2011,930.072,130.657,130.657,0.0,21.08,21.08,0.0,354.891,0.0,0.0,354.891,0.0,49.65,0.505,,0.0,40.223,556.278,373.794,,,0.0,,,,,0.0,373.794,,215.159,134.043,0.0,,81.116,0.0,0.0,,,,,0.0,,,29.458,0.0,215.159,0.0,0.0,,,,190.481,,,,,161.023,190.481,405.64,0.0,388.112,0.623,387.489,-4.179,140.499,,524.432,0.0,524.432,930.072,
01/28/2012,957.217,253.738,253.738,0.0,26.153,26.153,0.0,244.647,0.0,0.0,244.647,0.0,55.694,,0.0,,43.43,580.232,376.985,673.354,-296.369,0.0,0.0,0.0,0.0,0.0,0.0,376.985,,164.855,86.442,11.621,,66.792,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,44.195,0.0,164.855,0.0,0.0,0.0,0.0,,207.658,0.0,0.0,0.0,0.0,163.463,207.658,372.513,0.0,405.325,0.627,404.698,-7.415,186.794,0.0,584.704,0.0,584.704,957.217,
04/28/2012,1058.001,266.345,266.345,0.0,22.328,22.328,0.0,332.065,0.0,0.0,332.065,0.0,52.359,,,,40.102,673.097,384.904,,,0.0,0.0,,,,0.0,384.904,,257.448,111.889,5.764,62.42,77.375,0.0,0.0,,,,,0.0,,,43.675,0.0,257.448,0.0,0.0,,,,215.648,,,,,171.973,215.648,473.096,0.0,433.078,0.634,432.444,-7.415,159.242,,584.905,0.0,584.905,1058.001,
07/28/2012,,197.401,,,,,0.0,,,,,,12.257,,,,,,,,,0.0,,,,,0.0,0.0,,169.388,,,,,,,,,,,-169.388,,,43.21,-169.388,,,0.0,,,,229.696,,,,,186.486,,,,,,,,,0.0,639.685,,0.0,,
10/27/2012,1233.246,191.724,191.724,0.0,36.649,36.649,0.0,462.833,0.0,0.0,462.833,0.0,74.875,13.417,,,50.197,766.081,467.165,,,0.0,0.0,,,,0.0,467.165,,275.531,185.177,0.0,,90.354,0.0,0.0,,,,,0.0,,,48.45,0.0,275.531,0.0,0.0,,,,250.715,,,,,202.265,250.715,526.246,0.0,482.165,0.643,481.522,-7.494,232.329,,707.0,0.0,707.0,1233.246,
02/02/2013,1275.249,320.475,320.475,0.0,41.515,41.515,0.0,361.125,0.0,0.0,361.125,0.0,66.209,,0.0,,50.452,789.324,483.059,838.39,-355.331,0.0,2.866,0.0,0.0,0.0,2.866,485.925,,221.067,118.886,20.045,0.0,82.136,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,56.361,0.0,221.067,0.0,0.0,0.0,0.0,,267.24,0.0,0.0,0.0,0.0,210.879,267.24,488.307,0.0,497.575,0.645,496.93,-7.494,296.861,0.0,786.942,0.0,786.942,1275.249,
05/04/2013,1331.577,293.214,293.214,0.0,29.925,29.925,0.0,442.085,0.0,0.0,442.085,0.0,63.391,,,,48.106,828.615,499.395,,,0.0,3.567,,,,3.567,502.962,,248.067,148.488,20.732,,78.847,0.0,0.0,,,,,0.0,,,55.988,0.0,248.067,0.0,0.0,,,,279.786,,,,,223.798,279.786,527.853,0.0,509.935,0.643,509.292,-7.566,301.355,0.0,803.724,0.0,803.724,1331.577,
08/03/2013,1391.992,286.21,286.21,0.0,30.998,30.998,0.0,461.156,0.0,0.0,461.156,0.0,68.423,1.111,,,51.992,846.787,541.557,,,,3.648,,,,3.648,545.205,,232.745,130.738,0.0,,102.007,0.0,0.0,,,,,0.0,,,55.492,0.0,232.745,0.0,0.0,,,,298.785,,,,,243.293,298.785,531.53,0.0,521.815,0.645,521.17,-7.619,346.266,,860.462,0.0,860.462,1391.992,
11/02/2013,,240.916,,,,,,,,,,,14.686,,,,,,,,,,,,,,3.913,594.045,,0.0,,0.0,,,,,,,,,0.0,,,55.568,0.0,,,0.0,,,,319.414,,,,,263.846,,,,,,,,,0.0,928.319,,0.0,,
02/01/2014,1602.727,419.476,419.476,0.0,47.049,47.049,0.0,457.933,0.0,0.0,457.933,0.0,78.239,,0.0,,55.993,1002.697,595.736,1022.656,-426.92,0.0,4.294,0.0,0.0,0.0,4.294,600.03,,266.811,148.282,15.349,,103.18,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,66.718,0.0,266.811,0.0,0.0,0.0,0.0,,332.822,0.0,0.0,0.0,0.0,266.104,332.822,599.633,0.0,548.841,0.647,548.194,-8.125,462.378,0.0,1003.094,0.0,1003.094,1602.727,
05/03/2014,1699.225,456.709,456.709,0.0,26.722,26.722,0.0,531.427,0.0,0.0,531.427,0.0,75.632,,,,53.391,1090.49,603.933,,,0.0,4.802,,,,4.802,608.735,,302.419,184.148,27.928,,90.343,0.0,0.0,,,,,0.0,,,67.019,0.0,302.419,0.0,0.0,,,,337.05,,,,,270.031,337.05,639.469,0.0,556.803,0.649,556.154,-9.378,512.331,0.0,1059.756,0.0,1059.756,1699.225,
08/02/2014,1779.812,463.204,363.058,100.146,42.11,42.11,0.0,541.508,0.0,0.0,541.508,0.0,80.871,,,,58.859,1127.693,646.89,,,0.0,5.229,,,,5.229,652.119,,300.141,163.459,9.89,,126.792,0.0,0.0,,,,,0.0,,,65.842,0.0,300.141,0.0,0.0,,,,353.63,,,,,287.788,353.63,653.771,0.0,562.377,0.65,561.727,-9.461,573.125,0.0,1126.041,0.0,1126.041,1779.812,
11/01/2014,1922.759,395.06,295.06,100.0,49.399,49.399,0.0,709.667,0.0,0.0,709.667,0.0,76.616,,,,60.907,1230.742,686.898,,,0.0,5.119,,,,5.119,692.017,,369.711,236.329,4.917,,128.465,0.0,0.0,,,,,0.0,,,65.88,0.0,369.711,0.0,0.0,,,,366.715,,,,,300.835,366.715,736.426,0.0,573.768,0.65,573.118,-9.713,622.278,0.0,1186.333,0.0,1186.333,1922.759,
01/31/2015,1983.17,539.358,389.149,150.209,52.44,52.44,0.0,581.229,0.0,0.0,581.229,0.0,87.328,,0.0,,66.548,1260.355,717.159,1243.249,-526.09,0.0,5.656,0.0,0.0,0.0,5.656,722.815,,359.594,190.778,37.228,,131.588,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,74.498,0.0,359.594,0.0,0.0,0.0,0.0,,376.067,0.0,0.0,0.0,0.0,301.569,376.067,735.661,0.0,577.629,0.647,576.982,-9.713,679.593,0.0,1247.509,0.0,1247.509,1983.17,
05/02/2015,2077.951,536.216,386.007,150.209,43.558,43.558,0.0,662.936,0.0,0.0,662.936,0.0,82.491,,,,61.725,1325.201,744.665,,,0.0,8.085,,,,8.085,752.75,,383.664,209.509,34.871,,139.284,0.0,0.0,,,,,0.0,,,75.135,0.0,383.664,0.0,0.0,,,,391.302,,,,,316.167,391.302,774.966,0.0,595.126,0.647,594.479,-10.726,718.585,0.0,1302.985,0.0,1302.985,2077.951,
08/01/2015,2115.91,475.423,325.214,150.209,45.277,45.277,0.0,705.66,0.0,0.0,705.66,0.0,89.725,1.883,,,67.076,1316.085,791.904,,,0.0,7.921,,,,7.921,799.825,,370.214,215.72,0.0,,154.494,0.0,0.0,,,,,0.0,,,75.167,0.0,370.214,0.0,0.0,,,,401.907,,,,,326.74,401.907,772.121,0.0,608.021,0.646,607.375,-11.191,746.959,0.0,1343.789,0.0,1343.789,2115.91,
10/31/2015,2239.998,359.761,209.552,150.209,50.939,50.939,0.0,884.407,0.0,0.0,884.407,0.0,93.083,2.133,,,70.467,1388.19,844.238,,,0.0,7.57,,,,7.57,851.808,,457.976,291.269,0.0,,166.707,0.0,0.0,,,,,0.0,,,72.646,0.0,457.976,0.0,0.0,,,,407.863,,,,,335.217,407.863,865.839,0.0,615.232,0.643,614.589,-11.587,770.514,0.0,1374.159,0.0,1374.159,2239.998,
01/30/2016,2230.918,475.84,345.84,130.0,64.992,64.992,0.0,761.793,0.0,0.0,761.793,0.0,72.548,,,,72.548,1375.173,847.6,1501.955,-654.355,0.0,8.145,0.0,0.0,0.0,8.145,855.745,,396.227,196.174,33.188,,166.865,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,59.527,0.0,396.227,0.0,0.0,0.0,0.0,,391.805,0.0,0.0,0.0,0.0,332.278,391.805,788.032,0.0,622.356,0.641,621.715,-11.685,832.215,0.0,1442.886,0.0,1442.886,2230.918,
04/30/2016,2218.95,369.254,239.254,130.0,54.112,54.112,0.0,843.49,0.0,0.0,843.49,0.0,71.561,,,,71.561,1338.417,870.835,,,0.0,9.698,,,,9.698,880.533,,495.734,266.278,50.156,,179.3,0.0,0.0,,,,,0.0,,,59.977,0.0,495.734,0.0,0.0,,,,403.528,,,,,343.551,403.528,899.262,0.0,595.78,0.632,595.148,-13.627,737.535,0.0,1319.688,0.0,1319.688,2218.95,
07/30/2016,2305.788,304.084,194.084,110.0,55.998,55.998,0.0,930.205,0.0,0.0,930.205,0.0,85.795,3.075,,,82.72,1376.082,919.597,,,0.0,10.109,,,,10.109,929.706,,492.245,285.238,1.089,,205.918,0.0,0.0,,,,,0.0,,,58.477,0.0,492.245,0.0,0.0,,,,421.606,,,,,363.129,421.606,913.851,0.0,636.212,0.63,635.582,-14.102,769.827,0.0,1391.937,0.0,1391.937,2305.788,
10/29/2016,2551.201,243.108,133.108,110.0,65.708,65.708,0.0,1137.023,0.0,0.0,1137.023,0.0,92.626,7.015,,,85.611,1538.465,1001.938,,,0.0,10.798,,,,10.798,1012.736,,654.64,425.071,0.0,,229.569,0.0,0.0,,,,,0.0,,,62.669,0.0,654.64,0.0,0.0,,,,444.477,,,,,381.808,444.477,1099.117,0.0,653.665,0.629,653.036,-14.427,812.846,0.0,1452.084,0.0,1452.084,2551.201,
01/28/2017,2551.878,415.01,385.01,30.0,88.631,88.631,0.0,943.975,0.0,0.0,943.975,0.0,88.621,0.0,0.0,,88.621,1536.237,1004.358,1803.117,-798.759,0.0,11.283,0.0,0.0,0.0,11.283,1015.641,,529.343,259.518,33.854,,235.971,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,86.498,0.0,529.343,0.0,0.0,0.0,0.0,,472.317,0.0,0.0,0.0,0.0,385.819,472.317,1001.66,0.0,658.957,0.627,658.33,-14.524,905.785,0.0,1550.218,0.0,1550.218,2551.878,
04/29/2017,2707.601,471.725,321.725,150.0,62.936,62.936,0.0,1048.431,0.0,0.0,1048.431,0.0,89.88,0.0,,,89.88,1672.972,1020.853,,,0.0,13.776,,,,13.776,1034.629,,584.252,319.352,54.521,,210.379,0.0,0.0,,,,,0.0,,,86.766,0.0,584.252,0.0,0.0,,,,481.692,,,,,394.926,481.692,1065.944,0.0,676.277,0.627,675.65,-17.033,982.413,0.0,1641.657,0.0,1641.657,2707.601,
07/29/2017,2702.217,272.86,92.86,180.0,67.593,67.593,0.0,1144.702,0.0,0.0,1144.702,0.0,107.339,9.124,,,98.215,1592.494,1095.135,,,0.0,14.588,,,,14.588,1109.723,,570.277,313.483,0.0,,256.794,0.0,0.0,,,,,0.0,,,85.181,0.0,570.277,0.0,0.0,,,,496.59,,,,,411.409,496.59,1066.867,0.0,683.779,0.623,683.156,-18.551,970.122,0.0,1635.35,0.0,1635.35,2702.217,
10/28/2017,2834.873,106.787,46.787,60.0,82.934,82.934,0.0,1349.714,0.0,0.0,1349.714,0.0,106.853,5.45,,,101.403,1646.288,1172.682,,,0.0,15.903,,,,15.903,1188.585,,714.712,447.293,0.984,,266.435,0.0,0.0,,,,,0.0,,,78.647,0.0,714.712,0.0,0.0,,,,504.11,,,,,425.463,504.11,1218.822,0.0,691.692,0.617,691.075,-18.732,943.091,0.0,1616.051,0.0,1616.051,2834.873,
02/03/2018,2908.687,397.445,277.445,120.0,99.719,99.719,0.0,1096.424,0.0,0.0,1096.424,0.0,100.155,1.489,0.0,,98.666,1693.743,1189.453,2148.661,-959.208,0.0,25.491,0.0,0.0,0.0,25.491,1214.944,,642.166,325.758,41.717,,274.691,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,59.403,0.0,642.166,0.0,0.0,0.0,0.0,,492.304,0.0,0.0,0.0,0.0,432.901,492.304,1134.47,0.0,699.531,0.614,698.917,-18.767,1093.453,0.0,1774.217,0.0,1774.217,2908.687,
05/05/2018,3022.249,469.079,231.886,237.193,100.274,100.274,0.0,1136.816,0.0,0.0,1136.816,0.0,96.53,0.0,,,96.53,1802.699,1190.969,,,0.0,28.581,0.0,0.0,0.0,28.581,1219.55,,745.092,372.664,52.005,,320.423,0.0,0.0,0.0,,0.0,,140.764,,,50.561,0.0,745.092,0.0,0.0,0.0,,0.0,493.724,,,,,443.163,493.724,1238.816,0.0,712.207,0.61,711.597,-23.598,1094.824,0.0,1783.433,0.0,1783.433,3022.249,
08/04/2018,3073.349,386.107,237.107,149.0,103.666,103.666,0.0,1219.685,0.0,0.0,1219.685,0.0,120.7,17.082,,,103.618,1830.158,1212.978,,,0.0,30.213,0.0,0.0,0.0,30.213,1243.191,,612.848,409.849,0.0,,202.999,0.0,0.0,,,,,145.907,,,49.7,0.0,758.755,0.0,0.0,,,,502.116,,,,,452.416,502.116,1260.871,0.0,721.14,0.605,720.535,-24.413,1115.751,0.0,1812.478,0.0,1812.478,3073.349,
11/03/2018,3332.691,296.944,296.944,0.0,102.353,102.353,0.0,1484.565,0.0,0.0,1484.565,0.0,142.111,22.294,,,119.817,2025.973,1257.775,,,0.0,48.943,16.069,9.084,6.985,32.874,1306.718,,984.083,574.48,0.0,,409.603,0.0,0.0,,,,,0.0,,,50.045,0.0,984.083,0.0,0.0,,,,512.872,,,,,462.827,512.872,1496.955,0.0,732.491,0.601,731.89,-24.706,1127.951,0.0,1835.736,0.0,1835.736,3332.691,
02/02/2019,3191.172,409.251,409.251,0.0,136.168,136.168,0.0,1214.329,0.0,0.0,1214.329,0.0,155.113,16.997,0.0,,138.116,1914.861,1226.029,2375.136,-1149.107,0.0,50.282,15.187,10.87,4.317,35.095,1276.311,,624.682,404.016,32.085,,188.581,0.0,0.0,0.0,0.0,,,199.054,0.0,0.0,83.864,0.0,823.736,0.0,0.0,0.0,0.0,,547.218,0.0,0.0,0.0,0.0,463.354,547.218,1370.954,0.0,739.263,0.592,738.671,-24.908,1105.863,0.0,1820.218,0.0,1820.218,3191.172,
05/04/2019,4766.353,521.831,326.831,195.0,110.046,110.046,0.0,1250.037,0.0,0.0,1250.037,0.0,137.418,0.245,,,137.173,2019.332,2685.051,,,0.0,61.97,14.955,10.87,4.085,47.015,2747.021,,651.18,407.345,16.679,,227.156,211.432,0.0,211.432,,211.432,,182.993,,,90.384,0.0,1045.605,1654.401,0.0,1654.401,,1654.401,124.779,,,,,34.395,1779.18,2824.785,0.0,787.346,0.593,786.753,-34.091,1188.313,0.0,1941.568,0.0,1941.568,4766.353,
08/03/2019,4710.375,327.398,177.398,150.0,107.263,107.263,0.0,1315.999,0.0,0.0,1315.999,0.0,169.94,38.769,,,131.171,1920.6,2719.504,,,0.0,70.271,14.724,10.87,3.854,55.547,2789.775,,674.319,450.117,,,224.202,208.261,0.0,208.261,,208.261,,182.354,,,86.598,0.0,1064.934,1683.743,0.0,1683.743,,1683.743,122.247,,,,,35.649,1805.99,2870.924,0.0,794.953,0.585,794.368,-34.18,1078.678,0.0,1839.451,0.0,1839.451,4710.375,
11/02/2019,4928.848,208.843,208.843,0.0,112.888,112.888,0.0,1616.92,0.0,0.0,1616.92,0.0,158.817,40.474,,,118.343,2097.468,2762.936,,,0.0,68.444,14.492,10.87,3.622,53.952,2831.38,,844.105,594.993,,,249.112,222.627,0.0,222.627,,222.627,,190.188,,,83.856,0.0,1256.92,1706.806,0.0,1706.806,,1706.806,117.966,,,,,34.11,1824.772,3081.692,0.0,801.566,0.58,800.986,-34.272,1079.862,0.0,1847.156,0.0,1847.156,4928.848,
02/01/2020,4863.872,502.325,392.325,110.0,139.337,139.337,0.0,1293.701,0.0,0.0,1293.701,0.0,119.954,16.387,0.0,,103.567,2055.317,2743.089,4103.405,-1360.316,0.0,65.466,14.261,10.87,3.391,51.205,2808.555,,660.097,414.009,39.051,,207.037,239.629,0.0,239.629,0.0,239.629,,237.535,0.0,0.0,89.367,0.0,1137.261,1698.718,0.0,1698.718,0.0,1698.718,125.799,0.0,0.0,0.0,0.0,36.432,1824.517,2961.778,0.0,808.065,0.573,807.492,-34.448,1128.477,0.0,1902.094,0.0,1902.094,4863.872,
05/02/2020,5530.551,1153.54,1043.54,110.0,88.691,88.691,0.0,1340.566,0.0,0.0,1340.566,0.0,146.023,48.982,,,97.041,2728.82,2731.831,,,0.0,69.9,14.029,10.87,3.159,55.871,2801.731,,639.353,466.043,0.0,,173.31,240.496,0.0,240.496,,240.496,,216.33,,,95.276,0.0,1096.179,2548.245,800.0,1748.245,,1748.245,132.168,,,,,36.892,2680.413,3776.592,0.0,814.494,0.57,813.924,-37.45,976.99,-0.075,1753.959,0.0,1753.959,5530.551,
08/01/2020,5497.121,1157.318,1157.318,0.0,127.992,127.992,0.0,1368.543,0.0,0.0,1368.543,0.0,145.335,42.622,,,102.713,2799.188,2626.064,,,0.0,71.869,13.797,10.87,2.927,58.072,2697.933,,599.765,398.011,,,201.754,245.019,0.0,245.019,,245.019,,216.545,,,94.272,0.0,1061.329,2518.549,800.0,1718.549,,1718.549,146.45,,,,,52.178,2664.999,3726.328,0.0,823.234,0.57,822.664,-37.513,985.042,0.03,1770.793,0.0,1770.793,5497.121,
