Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2013,18763.5,1174.5,5664.6,,134.3,5530.3,1573.0,,,336.4,336.4,8167.2,6898.6,1268.6,10.9,,1836.9,,,,,,,,1387.6,,,,1387.6,,,,333.8,7922.7,9644.1,0.0,6178.2,98.1,6080.1,-1363.5,3281.3,434.8,8530.8,588.6,9119.4,18763.5,
12/31/2013,19270.5,1331.2,6158.0,,244.1,5913.9,1491.5,,,350.8,350.8,8131.0,6867.3,1263.7,259.9,,1548.1,,0.0,0.0,0.0,,,0.0,1588.6,0.0,0.0,,1588.6,114.8,81.2,33.6,323.6,8266.2,10293.2,0.0,6198.9,98.1,6100.8,-1700.4,3466.2,427.9,8392.6,584.7,8977.3,19270.5,
03/31/2014,20346.3,978.7,6822.4,,16.6,6805.8,2225.0,,,342.4,342.4,8071.1,6810.5,1260.6,,0.0,1906.7,,,,,,,,1588.7,,,,1588.7,391.3,391.3,,390.0,8968.9,11338.9,0.0,6142.4,98.1,6044.3,-1768.3,3525.7,379.9,8279.7,727.7,9007.4,20346.3,
06/30/2014,19899.5,1196.0,6182.9,,293.7,5889.2,1868.3,,,354.8,354.8,8178.4,6920.1,1258.3,,0.0,2119.1,,,,,,,,1588.9,,,,1588.9,,,,351.9,8480.8,10421.6,0.0,6166.9,98.1,6068.8,-1807.5,3680.4,509.9,8549.7,928.2,9477.9,19899.5,
09/30/2014,20081.0,1352.6,6681.0,,261.0,6420.0,1649.8,,,367.3,367.3,7972.3,6720.1,1252.2,,0.0,2058.0,,,,,,,,1589.1,,,,1589.1,,,,325.3,8870.0,10784.4,0.0,6202.0,98.1,6103.9,-1851.7,3820.9,252.9,8424.1,872.5,9296.6,20081.0,
12/31/2014,20450.0,1514.2,7052.2,,255.9,6796.3,1439.6,,,402.6,402.6,7826.1,6579.4,1246.7,216.7,0.0,1998.6,,,0.0,0.0,,,0.0,1576.8,0.0,0.0,,1576.8,105.7,102.7,3.0,304.8,9177.4,11164.7,0.0,6231.7,98.1,6133.6,-1898.1,3943.6,48.8,8326.0,959.3,9285.3,20450.0,
03/31/2015,21961.2,1219.7,7543.5,,277.5,7266.0,2004.7,,,393.1,393.1,7696.1,6333.3,1362.8,,0.0,3104.1,,,,,,,,1600.6,,,,1600.6,371.7,371.7,,387.7,10560.8,12920.8,0.0,6189.3,98.1,6091.2,-1936.2,4077.5,-253.6,8077.0,963.4,9040.4,21961.2,
06/30/2015,22898.3,1465.7,7459.4,,275.2,7184.2,1756.3,,,410.3,410.3,7809.6,6449.1,1360.5,,0.0,3997.0,,,,,,,,1597.5,,,,1597.5,,,,367.0,11679.6,13644.1,0.0,6229.1,98.1,6131.0,-2024.3,4218.3,-94.8,8328.3,925.9,9254.2,22898.3,
09/30/2015,24962.2,1590.7,7646.3,,233.9,7412.4,1644.6,,,415.9,415.9,7626.9,6269.6,1357.3,,0.0,6037.8,,,,,,,,7359.0,,,,7359.0,,,,316.3,8254.7,15930.0,0.0,6264.3,98.1,6166.2,-2194.7,4351.4,-328.3,8092.7,939.5,9032.2,24962.2,
12/31/2015,25073.2,1851.4,7398.5,,233.2,7165.3,1267.9,,,426.9,426.9,7529.7,6175.7,1354.0,263.8,0.0,6335.0,,0.0,0.0,0.0,,,0.0,7509.8,0.0,0.0,,7509.8,75.9,72.9,3.0,288.9,8335.6,16210.2,0.0,6295.8,98.1,6197.7,-2404.1,4439.6,-446.0,7885.3,977.7,8863.0,25073.2,
03/31/2016,22658.2,1454.5,4726.8,,191.0,4535.8,1610.8,,,428.9,428.9,7653.6,6292.4,1361.2,,0.0,6783.6,,,,,,,,2073.2,,,,2073.2,,,,374.4,11840.8,14288.4,0.0,6238.0,98.1,6139.9,-2472.9,4487.6,-348.7,7904.0,465.8,8369.8,22658.2,
06/30/2016,23502.8,1446.2,5186.8,,188.5,4998.3,1901.3,,,432.1,432.1,7719.4,6239.1,1480.3,,0.0,6817.0,,,,,,,,2072.7,,,,2072.7,,,,390.1,12997.3,15460.1,0.0,6247.5,98.1,6149.4,-2673.2,4595.5,-513.9,7655.9,386.8,8042.7,23502.8,
09/30/2016,24137.7,1581.3,5596.2,,161.2,5435.0,1263.3,,,444.6,444.6,7650.5,6242.6,1407.9,,0.0,7601.8,,,,,,,,2073.2,,,,2073.2,,,,341.0,13552.2,15966.4,0.0,6304.6,98.1,6206.5,-2715.2,4721.0,-573.7,7736.7,434.6,8171.3,24137.7,
12/31/2016,25734.3,1328.0,6653.6,,154.0,6499.6,1323.3,,,464.7,464.7,7528.6,6129.2,1399.4,269.2,0.0,8166.9,,0.0,0.0,0.0,,,0.0,6505.5,0.0,0.0,,6505.5,100.5,100.5,0.0,309.7,10923.1,17838.8,0.0,6325.5,98.1,6227.4,-2845.8,4833.4,-809.3,7503.8,391.7,7895.5,25734.3,
03/31/2017,26598.9,1397.0,6115.5,,121.5,5994.0,1613.3,,,467.9,467.9,7568.7,6169.1,1399.6,,0.0,9436.5,,,,,,,,2093.6,,,,2093.6,,,,390.3,16074.1,18558.0,0.0,6265.7,98.1,6167.6,-2789.3,4930.6,-743.7,7663.3,377.6,8040.9,26598.9,
06/30/2017,28248.5,1646.1,5887.7,,108.3,5779.4,1655.3,,,482.2,482.2,7666.5,6269.5,1397.0,,0.0,10910.7,,,,,,,,2074.8,,,,2074.8,,,,366.5,17304.9,19746.2,0.0,6304.3,98.1,6206.2,-2788.9,5051.3,-594.2,7972.5,529.8,8502.3,28248.5,
09/30/2017,30372.5,1716.3,6301.1,,90.9,6210.2,1448.0,,,483.0,483.0,8134.6,6573.4,1561.2,,0.0,12289.5,,,,,,,,6398.9,,,,6398.9,,,,351.5,14763.7,21514.1,0.0,6346.2,98.1,6248.1,-2783.5,5199.8,-448.5,8314.0,544.4,8858.4,30372.5,
12/31/2017,31668.8,2006.4,6843.9,,85.2,6758.7,1547.8,,,490.7,490.7,8149.4,6590.7,1558.7,140.1,0.0,12490.5,,0.0,0.0,0.0,,,0.0,6875.6,0.0,0.0,,6875.6,65.3,65.3,0.0,275.5,15253.6,22470.0,0.0,6380.1,98.1,6282.0,-2781.9,5489.1,-391.2,8696.1,502.7,9198.8,31668.8,
03/31/2018,31619.1,1861.5,6427.9,,11.1,6416.8,1590.1,,,484.4,484.4,8163.6,6604.5,1559.1,,0.0,13091.6,,,,,,,,2076.4,,,,2076.4,,,,313.4,19758.3,22148.1,0.0,6315.5,98.1,6217.4,-2715.4,5626.6,-331.4,8895.3,575.7,9471.0,31619.1,
06/30/2018,32459.1,1480.5,6978.6,,1.0,6977.6,1683.7,,,475.7,475.7,9466.0,7292.0,2174.0,,0.0,12374.6,,,,,,,,7970.4,,,,7970.4,,,,303.5,14752.0,23025.9,0.0,6353.7,98.1,6255.6,-2720.0,5747.3,-563.7,8817.3,615.9,9433.2,32459.1,
09/30/2018,32503.8,1631.5,7001.2,,,7001.2,1465.8,,,469.2,469.2,9468.0,7311.5,2156.5,,0.0,12468.1,,,,,,,,7635.1,,,,7635.1,,,,304.3,14822.4,22761.8,0.0,6391.1,98.1,6293.0,-2710.8,5892.6,-585.8,8987.1,754.9,9742.0,32503.8,
12/31/2018,30978.4,1147.7,7484.7,,,7484.7,906.1,,,468.7,468.7,9333.2,7157.1,2176.1,148.1,0.0,11489.9,,0.0,0.0,0.0,,,0.0,7634.8,0.0,0.0,,7634.8,48.7,48.7,0.0,326.4,13636.1,21646.0,0.0,6432.9,98.1,6334.8,-3003.6,5884.5,-735.0,8578.8,753.6,9332.4,30978.4,
03/31/2019,32206.6,1017.1,7620.2,,,7620.2,1215.1,,,665.5,665.5,9379.1,7197.6,2181.5,,0.0,12309.6,,63.8,63.8,,63.8,,0.0,7913.4,186.0,,186.0,7727.4,64.3,64.3,,367.6,14337.0,22746.1,0.0,6371.8,98.1,6273.7,-2971.0,5942.1,-673.6,8669.3,791.2,9460.5,32206.6,
06/30/2019,38501.4,1199.4,7735.7,,,7735.7,1160.5,,,902.0,902.0,15766.6,8389.3,7377.3,,0.0,11737.2,,61.5,61.5,,61.5,,0.0,7587.7,317.6,,317.6,7270.1,62.4,62.4,,1538.8,14554.9,23805.3,0.001,11934.499,113.2,11821.299,-3185.2,5856.8,-671.4,13934.7,761.4,14696.1,38501.4,
09/30/2019,37891.4,1048.6,8374.4,,,8374.4,1191.3,,,883.0,883.0,15670.0,8330.5,7339.5,,0.0,10724.1,,46.3,46.3,,46.3,,0.0,8106.0,325.1,,325.1,7780.9,60.1,60.1,,1523.1,13796.3,23531.8,0.001,11946.499,113.2,11833.299,-3449.0,5880.0,-804.3,13573.2,786.4,14359.6,37891.4,
12/31/2019,39420.3,1049.0,9289.7,,,9289.7,1191.2,,,908.5,908.5,15867.7,8509.4,7358.3,306.3,0.0,10807.9,,,,,,,,8505.9,191.0,,191.0,8314.9,29.7,29.7,0.0,1529.5,14653.4,24718.5,0.001,11984.499,113.2,11871.299,-3452.5,5917.8,-587.3,13862.5,839.3,14701.8,39420.3,
03/31/2020,37010.7,940.5,8597.4,,,8597.4,1274.0,,,875.2,875.2,15869.2,8544.1,7325.1,,0.0,9454.4,,59.2,59.2,,59.2,,0.0,9055.4,293.9,,293.9,8761.5,48.6,48.6,,1500.8,12227.8,22891.8,0.001,11871.399,113.2,11758.199,-3323.2,5856.6,-905.5,13499.3,619.6,14118.9,37010.7,
06/30/2020,35579.1,987.1,8391.7,,,8391.7,1073.9,,,879.6,879.6,15931.4,8618.3,7313.1,,0.0,8315.4,,46.3,46.3,,46.3,,0.0,8965.2,310.6,,310.6,8654.6,21.2,21.2,,1507.4,10868.5,21408.6,0.001,11912.099,113.2,11798.899,-3319.1,5825.0,-816.0,13602.0,568.5,14170.5,35579.1,
