Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1996,151.479996,153.942993,153.942993,,3.464172,0.641374,0.466705,0.27,0.27,0.27,0.27,0.27,0.27,0.14,0.305704,0.158305,0.252245,6.756654,
06/30/1996,149.768005,150.348007,150.348007,,3.811085,0.698978,0.523379,0.3,0.3,0.3,0.3,0.3,0.3,0.28,0.579888,0.342605,0.220488,6.500073,
09/30/1996,149.761002,149.763,149.763,,4.224635,0.697883,0.531567,0.31,0.31,0.31,0.31,0.31,0.31,0.14,0.375093,0.127101,0.287351,6.796336,
12/31/1996,149.751999,149.755997,149.755997,,4.113498,0.495112,0.288883,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.833489,0.324274,0.184298,6.769192,
03/31/1997,149.927002,149.899002,149.899002,,4.013956,0.662746,0.438602,0.23,0.23,0.23,0.23,0.23,0.23,0.15,0.184184,-0.091181,0.363424,6.846652,
06/30/1997,149.910004,149.919006,149.919006,,4.2715,0.647396,0.445687,0.31,0.31,0.25,0.31,0.31,0.25,0.3,0.439971,0.176775,0.243433,6.849436,
09/30/1997,149.794998,149.830002,149.830002,,3.893406,0.530508,0.337503,0.2,0.2,0.2,0.2,0.2,0.2,0.15,0.155076,-0.039985,0.334117,7.023178,
12/31/1997,149.701996,149.770996,149.770996,,3.83442,0.513324,0.343892,0.21,0.21,0.21,0.21,0.21,0.21,0.16,0.943193,0.703587,0.761673,7.015685,
03/31/1998,149.807007,149.776993,149.776993,,4.337903,0.678535,0.456245,0.06,0.06,0.25,0.06,0.06,0.25,0.16,-0.153221,-0.380846,0.172976,6.944208,
06/30/1998,149.949997,149.867004,149.867004,,4.394089,0.713713,0.494412,0.35,0.35,0.29,0.35,0.35,0.29,0.32,0.494038,0.238798,0.311284,6.965549,
10/02/1998,149.975998,149.968994,149.968994,,4.191413,0.593583,0.380292,0.12,0.12,0.21,0.12,0.12,0.21,0.16,0.136288,-0.180331,0.236891,7.047028,
01/01/1999,,150.078995,150.078995,,4.110409,,,0.02,0.02,0.22,0.02,0.02,0.22,,,,,,
