Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1994,144.970001,,,-106.717003,,,38.252998,,-13.036,,,,25.216999,-6.089,,7.56,,0.0,-1.471,19.127999,-6.221,,,12.907,0.0,,,12.906999,0.0,12.907,0.0,,12.907,12.907,,160.856855,0.082251,0.082251,,160.856855,0.082251,0.082251,0.082251,
09/30/1994,151.925995,,,-115.462997,,,36.462997,,-8.832,,,,27.631001,-9.042,,8.146,,0.0,0.896,18.589001,-6.2,,,12.389,0.0,,,12.389001,0.0,12.389,0.0,,12.389,12.389,,160.993141,0.077922,0.077922,,160.993141,0.077922,0.077922,0.077922,
12/31/1994,154.037994,,,-121.501999,,,32.535995,,-4.074,,,,28.462,-10.742,,9.509,,0.0,1.233,17.72,-5.658,,,12.062,0.0,,,12.062,0.0,12.062,0.0,,12.062,12.062,,161.006993,0.073593,0.073593,0.073593,161.006993,0.073593,0.073593,0.073593,
03/31/1995,166.057999,,,-136.235001,,,29.822998,,-9.689,,,,20.134001,-13.636,,14.979,,0.0,-1.343,6.498001,-2.415,,,4.083,0.0,,,4.083001,0.0,4.083,0.0,,4.083,4.083,,161.101704,0.025974,0.025974,,161.101704,0.025974,0.025974,0.025974,
06/30/1995,202.875,,,-161.033997,,,41.841003,,-10.421,,,,31.42,-27.125,,20.195,,0.0,6.93,4.295001,-3.758,,,0.537,0.0,,,0.537001,0.0,0.537,0.0,,0.537,0.537,,161.258786,0.004329,0.004329,,161.258786,0.004329,0.004329,0.004329,
09/30/1995,178.115997,,,-145.283005,,,32.832993,,-7.731,,,,25.101999,-16.124,,18.906,,0.0,-2.782,8.977999,-1.936,,,7.042,0.0,,,7.041999,0.0,7.042,0.0,,7.042,7.042,,163.381673,0.04329,0.04329,,163.381673,0.04329,0.04329,0.04329,
12/31/1995,203.302002,,,-157.917999,,,45.384003,,-8.711,,,,36.673,-23.301,,14.936,,0.0,8.365,13.372,-4.827,,,8.545,0.0,,,8.545,0.0,8.545,0.0,,8.545,8.545,,178.738558,0.047619,0.047619,0.047619,178.738558,0.047619,0.047619,0.047619,
03/31/1996,205.869995,,,-156.783005,,,49.08699,,-8.858,,,,40.229,-14.822999,,16.101999,,0.0,-1.279,25.406001,-9.751,,,15.655,0.0,,,15.655,0.0,15.655,0.0,,15.655,15.655,,178.844813,0.08658,0.08658,0.08658,180.815254,0.08658,0.08658,0.08658,
06/30/1996,222.761002,,,-160.563995,,,62.197006,,-8.271,,,,53.925999,-14.044001,,15.678,,0.0,-1.634,39.881998,-15.445,,,24.437,0.0,,,24.436998,0.0,24.437,0.0,,24.437,24.437,,198.054778,0.125541,0.125541,0.125541,201.605254,0.121212,0.121212,0.121212,
09/30/1996,242.238007,,,-168.091003,,,74.147003,,-8.92,,,,65.226997,-14.486,,14.789,,0.0,-0.303,50.740998,-20.604,,,30.136999,0.0,,,30.136998,0.0,30.136999,0.0,,30.136999,30.136999,,207.576601,0.147186,0.147186,0.147186,210.958434,0.142857,0.142857,0.142857,
12/31/1996,305.162994,,,-194.001007,,,111.161987,,-9.862,,,,101.300003,-17.134,,17.666,,0.0,-0.532,84.166003,-32.967999,,,51.198002,0.0,,,51.198004,0.0,51.198002,0.0,,51.198002,51.198002,,207.897691,0.246753,0.246753,0.246753,219.013403,0.233766,0.233766,0.233766,
03/31/1997,322.489014,,,-208.643997,,,113.845016,,-9.142,,,,104.703018,-16.620999,,16.327999,,0.0,0.293,88.082019,-35.205002,,,52.877014,0.0,,,52.877017,0.0,52.877014,0.0,,52.877014,52.877014,,208.230325,0.255411,0.255411,0.255411,228.766223,0.242424,0.242424,0.242424,
06/30/1997,258.058014,,,-190.130005,,,67.928009,,-8.941,,,,58.987007,-15.358001,,16.915001,,0.0,-1.557,43.629006,-17.882999,,,25.746008,0.0,,,25.746007,0.0,25.746008,0.0,,25.746008,25.746008,,208.565285,0.125541,0.125541,0.125541,215.851023,0.121212,0.121212,0.121212,
09/30/1997,278.248993,,,-197.578003,,,80.67099,,-8.707,,,,71.963989,-20.448001,,19.367001,,0.0,1.081,51.515989,-20.731001,,,30.784988,0.0,,,30.784988,0.0,30.784988,0.0,,30.784988,30.784988,,208.814769,0.147186,0.147186,0.147186,229.572429,0.142857,0.142857,0.142857,
12/31/1997,321.928009,,,-210.712997,,,111.215012,,-11.453,,,,99.762009,-24.349,,22.483,,0.0,1.866,75.413009,-29.924999,,,45.488014,0.0,,,45.48801,0.0,45.488014,0.0,,45.488014,45.488014,,212.205835,0.21645,0.21645,0.21645,218.911765,0.207792,0.207792,0.207792,
03/31/1998,242.044998,,,-186.126007,,,55.918991,,-9.966,,,,45.952999,-15.837,,20.556,,0.0,-4.719,30.115999,-12.76,,,17.356001,0.0,,,17.355999,0.0,17.356001,0.0,,17.356001,17.356001,,225.412112,0.077922,0.077922,0.077922,228.479783,0.077922,0.077922,0.077922,
06/30/1998,224.876007,,,-176.447006,,,48.429001,,-10.2,,,,38.229,-21.792,,17.649,,0.0,4.143,16.437,-7.201,,,9.236,0.0,,,9.236,0.0,9.236,0.0,,9.236,9.236,,227.763688,0.038961,0.038961,0.038961,228.634555,0.038961,0.038961,0.038961,
09/30/1998,212.557007,,,-173.132004,,,39.425003,,-13.86,,,,25.565001,-18.175001,,18.391001,,0.0,-0.216,7.39,-4.189,,,3.201,0.0,,,3.201,0.0,3.201,-0.584,,2.617,2.617,,226.853555,0.012987,0.012987,0.012987,227.158465,0.012987,0.012987,0.012987,
12/31/1998,196.955002,,,-173.126999,,,23.828003,,-6.705,,,,17.122999,-258.628992,,18.323999,,0.0,240.304993,-241.505993,82.325996,,,-159.179993,0.0,,,-159.179997,0.0,-159.179993,-1.42,,-160.599993,-160.599993,,225.837148,-0.709957,-0.709957,-0.012987,225.837148,-0.709957,-0.709957,-0.012987,
03/31/1999,187.715,,,-135.28,,,52.435,,-34.456,,,,17.979,-19.225,18.111,18.532,-0.421,,1.114,-1.246,-0.922,,,-2.168,,,,-2.168,,-2.168,-1.42,,-3.588,-3.588,,225.89028,-0.017316,-0.017316,-0.017316,225.89028,-0.017316,-0.017316,-0.017316,
06/30/1999,278.977,,,-191.737,,,87.24,,-12.134,,,,75.106,-17.645,19.606,19.606,,0.0,-1.961,57.461,-24.693,,,32.768,0.0,,,32.768,0.0,32.768,-3.136,,29.632,29.632,,243.85746,0.121212,0.121212,0.121212,244.58973,0.121212,0.121212,0.121212,
09/30/1999,383.594,,,-224.264,,,159.33,,-15.221,,,,144.109,-18.517,20.886,20.886,,0.0,-2.369,125.592,-52.814,,,72.778,0.0,,,72.778,0.0,72.778,-4.947,,67.831,67.831,,263.54328,0.255411,0.255411,0.255411,265.24113,0.255411,0.255411,0.255411,
12/31/1999,448.429993,,,-244.365005,,,204.064988,,-16.209,,,,187.856003,-25.090001,,24.471001,,0.0,0.619,162.766002,-65.289001,,,97.476997,0.0,,,97.477001,0.0,97.476997,-4.946,,92.530997,92.530997,,263.46705,0.350649,0.350649,0.350649,263.46705,0.34632,0.34632,0.34632,
03/31/2000,446.117,,,-202.576,,,243.541,,-14.649,,,,228.892,-27.265,28.83,28.83,,0.0,-1.565,201.627,-85.323,,,116.304,0.0,,,116.304,0.0,116.304,-5.264,,111.04,111.04,,262.96347,0.424242,0.424242,0.424242,277.45641,0.415584,0.415584,0.415584,
06/30/2000,488.206,,,-205.947,,,282.259,,-16.593,,,,265.666,-26.799,27.244,27.244,,0.0,-0.445,238.867,-93.53,,,145.337,0.0,,,145.337,0.0,145.337,-4.908,,140.429,140.429,,263.21526,0.532468,0.532468,0.532468,278.79621,0.515152,0.515152,0.515152,
09/30/2000,623.543,,,-236.436,,,387.107,,-18.089,,,,369.018,-26.63,28.251,28.251,,0.0,-1.621,342.388,-136.207,,,206.178,0.0,,,206.181,0.0,206.178,-4.908,,201.27,201.27,,277.65507,0.722944,0.722944,0.722944,293.58714,0.696963,0.69697,0.69697,
12/31/2000,732.893005,,,-253.011002,,,479.882003,,-26.284,,,,453.597992,-26.073999,,24.521999,,0.0,1.552,427.523993,-170.404999,,,257.118988,0.0,,,257.118994,0.0,257.118988,-4.908,,252.210988,252.210988,,285.582985,0.883117,0.883117,0.883117,285.582985,0.848485,0.848485,0.848485,
03/31/2001,801.598,,,-283.93,,,517.668,,-20.376,,,,497.292,-35.707,29.252,30.129,-0.877,0.0,6.455,461.585,-179.384,,,282.201,0.0,,,282.201,0.0,282.201,-4.908,0.0,277.293,277.293,,286.1628,0.965368,0.965368,0.965368,302.08332,0.930736,0.930736,0.930736,
06/30/2001,796.045,,,-330.32,,,465.725,,-23.193,,,,442.532,-70.855,34.628,36.003,-1.375,0.0,36.227,371.677,-165.932,,,205.745,0.0,,,205.745,0.0,205.745,-4.877,0.0,200.868,200.868,,289.77564,0.69697,0.69697,0.835498,305.22261,0.670996,0.670996,0.805195,
09/30/2001,652.424,,,-336.978,,,315.446,,-22.794,,,,292.652,-27.721,26.632,28.62,-1.988,,1.089,264.931,-104.909,,,160.022,,,,160.022,-3.189,156.833,-4.908,,151.925,151.925,,288.10089,0.528139,0.528139,0.528139,302.87796,0.515152,0.515152,0.515152,
12/31/2001,537.278015,,,-349.785004,,,187.493011,,-22.347,,,,165.145996,-32.101,,28.785,-1.624,0.0,4.94,133.044996,-50.005001,,,83.040001,0.0,,,83.039995,-4.42,78.620003,-4.908,0.0,73.712003,73.712003,,288.000311,0.257143,0.257143,0.257143,289.6824,0.252381,0.252381,0.252381,
03/31/2002,521.729,,,-338.115,,,183.614,,-25.352,,,,158.262,-32.018,26.025,27.194,-1.169,0.0,5.993,126.244,-42.039,,,84.205,0.0,,,84.205,-3.533,80.672,-4.908,0.0,75.764,75.764,,288.3153,0.264286,0.264286,0.27619,291.5325,0.261905,0.261905,0.271429,
06/30/2002,645.773,,,-340.792,,,304.981,,-28.015,,,,276.966,-30.432,29.966,31.009,-1.043,0.0,0.466,246.534,-95.095,,,151.439,0.0,,,151.439,-5.129,146.31,-3.081,0.0,143.229,143.229,,295.6296,0.485714,0.485714,0.485714,304.1304,0.47619,0.47619,0.47619,
09/30/2002,645.189,,,-341.166,,,304.023,,-35.332,,,,268.691,-28.073,27.543,28.758,-1.215,,0.53,240.618,-90.168,,,150.45,,,,150.45,-3.922,146.528,-1.406,,145.122,145.122,,302.1942,0.480952,0.480952,0.480952,304.6701,0.47619,0.47619,0.47619,
12/31/2002,722.177979,,,-374.514008,,,347.663971,,-25.757999,,,,321.906006,-20.108001,,28.349001,-0.575,0.0,-7.666,301.798005,-117.338997,,,184.459,0.0,,,184.459008,-3.64,180.819,-1.42,0.0,179.399,179.399,,302.580598,0.595238,0.595238,0.62381,304.905285,0.590476,0.590476,0.619048,
03/31/2003,975.162,,,-384.899,,,590.263,,-33.144,,,,557.119,-34.474,25.39,26.464,-1.074,0.0,9.084,522.645,-206.986,,,315.659,-26.632,,,342.291,-3.362,338.929,-1.42,0.0,337.509,337.509,,318.51,1.06,0.975,0.975,321.16,1.05,0.97,0.97,
06/30/2003,1044.33,,,-506.515,,,537.815,,-30.574,,,,507.241,-29.337,28.382,28.81,-0.428,,0.955,477.904,-230.193,,,247.711,,,,247.711,-3.33,244.381,-1.42,,242.961,242.961,,323.408,0.75,0.75,0.75,326.12,0.745,0.745,0.745,
09/30/2003,1110.015,,,-545.994,,,564.021,,-46.034,,,,517.987,-39.346,33.315,34.562,-1.247,0.0,6.031,478.641,-199.704,,,278.937,0.0,,,278.937,-1.976,276.961,-1.42,0.0,275.541,275.541,,323.75,0.85,0.85,0.91,326.6,0.84,0.84,0.9,
12/31/2003,1069.412964,,,-530.606995,,,538.805969,,-56.09,,,,482.716003,-30.981001,,26.363001,-0.541,0.0,5.159,451.735002,-190.121002,,,261.614014,0.0,,,261.614,0.0,261.614014,-1.42,0.0,260.194014,260.194014,,324.247986,0.8,0.8,0.875,327.279998,0.8,0.8,0.8665,
03/31/2004,1152.754,,,-523.046,,,629.708,,-46.057,,,,583.651,-40.722,26.579,26.899,-0.32,0.0,14.143,542.929,-196.604,,,346.325,0.0,,,346.325,0.0,346.325,-1.42,0.0,344.905,344.905,,325.003,1.06,1.06,1.06,328.014,1.05,1.05,1.05,
06/30/2004,1247.412,,,-537.273,,,710.139,,-39.181,,,,670.958,-116.353,26.972,27.485,-0.513,0.0,89.381,554.605,-171.079,,,383.526,0.0,,,383.526,0.0,383.526,-1.42,0.0,382.106,382.106,,325.668,1.17,1.17,1.36,329.363,1.16,1.16,1.35,
09/30/2004,1414.128,,,-589.942,,,824.186,,-38.583,,,,785.603,-47.047,28.198,29.16,-0.962,0.0,18.849,738.556,-308.081,,,430.475,0.0,,,430.475,0.0,430.475,-1.42,0.0,429.055,429.055,,326.294,1.31,1.31,1.31,330.193,1.3,1.3,1.3,
12/31/2004,1493.723,,,-596.221,,,897.502,,-78.767,,,,818.735,8.258,,34.455,-1.533,0.0,-41.18,826.993,-317.248,,,509.745,1.317,,,508.428,0.0,508.428,-1.42,0.0,507.008,507.008,,327.203,1.55,1.55,1.55,332.878,1.52,1.52,1.52,
03/31/2005,1626.649,,,-668.55,,,958.099,,-50.411,,,,907.688,-9.108,30.93,31.857,-0.927,0.0,-21.822,898.58,-338.097,,,560.483,0.0,,,560.483,0.0,560.483,-1.42,0.0,559.063,559.063,,328.037,1.7,1.7,1.7,334.038,1.67,1.67,1.67,
06/30/2005,1774.535,,,-727.212,,,1047.323,,-52.002,,,,995.321,-60.359,29.678,30.553,-0.875,0.0,30.681,934.962,-346.932,,,588.03,0.0,,,588.03,0.0,588.03,-1.42,0.0,586.61,586.61,,328.578,1.79,1.79,1.79,333.468,1.76,1.76,1.76,
09/30/2005,2051.744,,,-811.119,,,1240.625,,-50.047,,,,1190.578,-31.066,26.326,28.527,-2.201,0.0,4.74,1159.512,-472.517,,,686.995,0.0,,,686.995,0.0,686.995,-1.42,0.0,685.575,685.575,,329.219,2.08,2.08,2.08,334.164,2.05,2.05,2.05,
12/31/2005,2004.363,,,-802.794,,,1201.569,,-59.516,,,,1142.053,71.147,25.641,28.016,-1.853,0.0,-97.31,1213.2,-424.978,,,788.222,0.0,,,788.222,0.0,788.222,-1.42,0.0,786.802,786.802,,329.86,2.39,2.39,2.39,334.31,2.35,2.35,2.35,
03/31/2006,1950.298,,,-857.354,,,1092.944,0.0,-45.672,,,,1047.272,25.99,22.306,28.67,-6.364,0.0,-48.296,1073.262,-412.341,,,660.921,0.0,,,660.921,0.0,660.921,-1.42,0.0,659.501,659.501,,330.416,2.0,2.0,2.0,334.469,1.97,1.97,1.97,
06/30/2006,2085.127,,,-656.51,,,1428.617,0.0,-364.593,,,,1064.024,-55.117,30.987,34.254,-3.267,0.0,24.13,1008.907,-285.282,,,723.625,0.0,,,723.625,0.0,723.625,-1.42,0.0,722.205,722.205,,329.862,2.19,2.19,2.19,332.92,2.17,2.17,2.17,
09/30/2006,2072.815,,,-991.845,,,1080.97,,-53.781,,,,1027.189,123.918,41.485,44.966,-3.481,0.0,-165.403,1151.107,-504.043,,,647.064,0.0,,,647.064,0.0,647.064,-1.42,0.0,645.644,645.644,,329.643,1.96,1.96,1.87,332.855,1.94,1.94,1.85,
12/31/2006,1966.013,,,-1060.428,,,905.585,,-59.69,,,,845.895,-69.576,45.06,48.263,-3.203,0.0,24.516,776.319,-255.478,,,520.841,0.0,,,520.841,0.0,520.841,-1.42,0.0,519.421,519.421,,330.417,1.57,1.57,1.57,332.881,1.56,1.56,1.56,
03/31/2007,2023.067,,,-1072.783,,,950.284,0.0,-67.862,,,,882.422,-67.789,41.369,43.956,-2.587,0.0,26.42,814.633,-321.684,,,492.949,0.0,,,492.949,0.0,492.949,-1.42,0.0,491.529,491.529,,331.213,1.48,1.48,1.48,333.302,1.47,1.47,1.47,
06/30/2007,2444.031,,,-1195.257,,,1248.774,0.0,-70.798,,,,1177.976,-39.722,62.506,65.918,-3.412,0.0,-22.784,1138.254,-504.716,,,633.538,0.0,,,633.538,0.0,633.538,-1.42,0.0,632.118,632.118,,331.812,1.91,1.91,1.91,333.906,1.89,1.89,1.89,
09/30/2007,2498.594,,,-1178.9,,,1319.694,,-61.405,,,,1258.289,-84.211,59.492,64.059,-4.567,0.0,24.719,1174.078,-560.73,,,613.348,0.0,,,613.348,0.0,613.348,-1.42,0.0,611.928,611.928,,332.668,1.84,1.84,1.84,335.117,1.83,1.83,1.83,
12/31/2007,2996.29,,,-1315.064,,,1681.226,,-75.0,,,,1606.226,-60.579,53.26,58.554,-5.294,0.0,7.319,1545.647,-473.124,,,1072.523,0.0,,,1072.523,0.0,1072.523,-1.42,0.0,1071.103,1071.103,,333.049,3.22,3.22,3.22,335.78,3.19,3.19,3.19,
03/31/2008,3177.949,,,-1358.681,,,1819.268,,-82.423,,,,1736.845,-60.958,43.402,47.73,-4.328,0.0,17.556,1675.887,-654.374,,,1021.513,0.0,,,1021.513,0.0,1021.513,-1.42,0.0,1020.093,1020.093,,333.393,3.06,3.06,3.06,336.549,3.03,3.03,3.03,
06/30/2008,3904.118,,,-1412.721,,,2491.397,,-78.872,,,,2412.525,-68.656,38.221,43.518,-5.297,0.0,30.435,2343.869,-898.64,,,1445.229,0.0,,,1445.229,0.0,1445.229,-1.42,0.0,1443.809,1443.809,,334.208,4.32,4.32,4.32,337.676,4.28,4.28,4.28,
09/30/2008,3368.882,,,-1435.708,,,1933.174,,-57.561,,,,1875.613,-62.259,32.473,42.023,-9.55,0.0,29.786,1813.354,-622.529,,,1190.825,0.0,,,1190.825,0.0,1190.825,-1.42,0.0,1189.405,1189.405,,334.825,3.55,3.55,3.55,337.894,3.52,3.52,3.52,
12/31/2008,1876.89,,,-6694.071,,,-4817.181,,-69.938,,,,-4887.119,-13.599,44.669,49.441,-4.772,0.0,-31.07,-4900.718,1955.105,,,-2945.613,0.0,,,-2945.613,0.0,-2945.613,-1.42,0.0,-2947.033,-2947.033,,334.967,-8.8,-8.8,-8.8,334.967,-8.8,-8.8,-8.8,
03/31/2009,1633.825,1603.614,30.211,-1125.522,544.905,580.617,508.303,0.0,-2903.207,85.046,85.046,2818.161,-2394.904,-58.587,58.587,64.313,-5.726,,0.0,-2453.491,696.551,2.494,-699.045,-1756.94,0.0,0.0,0.0,-1756.94,,-1756.94,-1.42,0.0,-1758.36,187.19,1945.55,335.104,-5.25,-5.25,0.558603,335.104,-5.25,-5.25,0.55581,
06/30/2009,2093.378,2074.344,19.034,-1154.535,581.176,573.359,938.843,0.0,-90.905,90.905,90.905,0.0,847.938,-61.155,61.155,63.756,-2.601,,0.0,786.783,-342.063,218.247,123.816,444.72,0.0,0.0,0.0,444.72,,444.72,-1.42,0.0,443.3,410.15,-33.15,335.637,1.32,1.32,1.222005,337.365,1.31,1.31,1.211738,
09/30/2009,2332.431,2325.705,6.726,-1317.649,691.751,625.898,1014.782,0.0,-82.492,82.492,82.492,0.0,932.29,-61.684,61.684,63.915,-2.231,,0.0,870.606,-428.59,262.43,166.16,442.016,0.0,0.0,0.0,442.016,,442.016,-1.42,0.0,440.596,408.096,-32.5,336.159,1.31,1.31,1.213997,337.872,1.3,1.3,1.20381,
12/31/2009,2555.192,2570.264,-15.072,-1286.447,671.258,615.189,1268.745,0.0,-85.44,85.44,85.44,0.0,1183.305,-60.812,60.812,62.635,-1.823,,0.0,1122.493,-536.687,358.728,177.959,585.806,0.0,0.0,0.0,585.806,0.0,585.806,-3.034,0.0,582.772,567.172,-15.6,336.489,1.73,1.73,1.685559,338.605,1.72,1.72,1.673929,
03/31/2010,2673.251,2693.625,-20.374,-1320.049,681.551,638.498,1353.202,0.0,-87.15,87.15,87.15,0.0,1266.052,-59.267,59.267,60.793,-1.526,,0.0,1206.785,-501.804,342.974,158.83,704.981,0.0,0.0,0.0,704.981,0.0,704.981,0.0,0.0,704.981,706.281,1.3,336.924,2.09,2.09,2.096262,339.135,2.08,2.08,2.083833,
06/30/2010,2971.91,2968.765,3.145,-1430.331,700.58,729.751,1541.579,0.0,-91.829,91.829,91.829,0.0,1449.75,-55.757,56.0,58.0,-2.0,,-0.243,1393.993,-533.77,339.151,194.619,860.223,0.0,0.0,0.0,860.223,0.0,860.223,0.0,0.0,860.223,826.423,-33.8,338.0,2.55,2.55,2.445038,339.0,2.53,2.53,2.430295,
09/30/2010,3013.0,3047.0,-34.0,-1520.0,733.0,787.0,1493.0,0.0,-97.0,89.0,89.0,8.0,1396.0,-59.0,59.0,64.0,-5.0,,0.0,1337.0,-559.0,207.0,352.0,778.0,0.0,0.0,0.0,778.0,0.0,778.0,-13.0,0.0,765.0,735.55,-29.45,357.0,2.14,2.14,2.060364,367.0,2.12,2.12,2.039755,
